00007ff8036dda70 (__TEXT,__text) external _APL_dgemm
00007ff80377e153 (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
00007ff8035ff4c9 (__TEXT,__text) external _ssymm_
00007ff80360149c (__TEXT,__text) external _ssymv
00007ff803648693 (__TEXT,__text) external _ssymv$NEWLAPACK
00007ff803775bb6 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
00007ff80360149c (__TEXT,__text) external _ssymv_
00007ff803601c96 (__TEXT,__text) external _ssyr
00007ff8036487a3 (__TEXT,__text) external _ssyr$NEWLAPACK
00007ff803775cc0 (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
00007ff803601d06 (__TEXT,__text) external _ssyr2
00007ff80364887f (__TEXT,__text) external _ssyr2$NEWLAPACK
00007ff803775da2 (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
00007ff803601d06 (__TEXT,__text) external _ssyr2_
00007ff8035ff918 (__TEXT,__text) external _ssyr2k
00007ff8036e2188 (__TEXT,__text) external _ssyr2k$NEWLAPACK
00007ff80377e823 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
00007ff8035ff918 (__TEXT,__text) external _ssyr2k_
00007ff803601c96 (__TEXT,__text) external _ssyr_
00007ff8035ff83b (__TEXT,__text) external _ssyrk
00007ff8036e1df4 (__TEXT,__text) external _ssyrk$NEWLAPACK
00007ff80377e493 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
00007ff8035ff83b (__TEXT,__text) external _ssyrk_
00007ff803601744 (__TEXT,__text) external _stbmv
00007ff80364897d (__TEXT,__text) external _stbmv$NEWLAPACK
00007ff803775e9c (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
00007ff803601744 (__TEXT,__text) external _stbmv_
00007ff803601a4f (__TEXT,__text) external _stbsv
00007ff803648dcf (__TEXT,__text) external _stbsv$NEWLAPACK
00007ff8037762ea (__TEXT,__text) external _stbsv$NEWLAPACK$ILP64
00007ff803601a4f (__TEXT,__text) external _stbsv_
00007ff803601850 (__TEXT,__text) external _stpmv
00007ff803649221 (__TEXT,__text) external _stpmv$NEWLAPACK
00007ff803776738 (__TEXT,__text) external _stpmv$NEWLAPACK$ILP64
00007ff803601850 (__TEXT,__text) external _stpmv_
00007ff803601b5b (__TEXT,__text) external _stpsv
00007ff80364961d (__TEXT,__text) external _stpsv$NEWLAPACK
00007ff803776b3c (__TEXT,__text) external _stpsv$NEWLAPACK$ILP64
00007ff803601b5b (__TEXT,__text) external _stpsv_
00007ff8036569ed (__TEXT,__text) external _strCopyLower
00007ff8036569a7 (__TEXT,__text) external _strSetZeroLower
00007ff8035ff59f (__TEXT,__text) external _strmm
00007ff8036e2558 (__TEXT,__text) external _strmm$NEWLAPACK
00007ff80377ebe7 (__TEXT,__text) external _strmm$NEWLAPACK$ILP64
00007ff8035ff59f (__TEXT,__text) external _strmm_
00007ff80360163b (__TEXT,__text) external _strmv
00007ff803649a19 (__TEXT,__text) external _strmv$NEWLAPACK
00007ff803776f3d (__TEXT,__text) external _strmv$NEWLAPACK$ILP64
00007ff80360163b (__TEXT,__text) external _strmv_
00007ff8035ff6ed (__TEXT,__text) external _strsm
00007ff8036e2aa2 (__TEXT,__text) external _strsm$NEWLAPACK
00007ff80377f135 (__TEXT,__text) external _strsm$NEWLAPACK$ILP64
00007ff8035ff6ed (__TEXT,__text) external _strsm_
00007ff803601946 (__TEXT,__text) external _strsv
00007ff803649e61 (__TEXT,__text) external _strsv$NEWLAPACK
00007ff803777361 (__TEXT,__text) external _strsv$NEWLAPACK$ILP64
00007ff803601946 (__TEXT,__text) external _strsv_
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _vfprintf (from libSystem)
00007ff8037c1f0b (__TEXT,__text) external _xerbla
00007ff80378fac5 (__TEXT,__text) external _xerbla$NEWLAPACK
00007ff8037a0d8a (__TEXT,__text) external _xerbla$NEWLAPACK$ILP64
00007ff8037c1f0b (__TEXT,__text) external _xerbla_
00007ff8035ff2ad (__TEXT,__text) external _xerbla_array__
00007ff8037247ec (__TEXT,__text) external _zaxpby$NEWLAPACK
00007ff803783e91 (__TEXT,__text) external _zaxpby$NEWLAPACK$ILP64
00007ff8036045d8 (__TEXT,__text) external _zaxpy
00007ff80372476f (__TEXT,__text) external _zaxpy$NEWLAPACK
00007ff803783e08 (__TEXT,__text) external _zaxpy$NEWLAPACK$ILP64
00007ff8036045d8 (__TEXT,__text) external _zaxpy_
00007ff8036045ec (__TEXT,__text) external _zcopy
00007ff80372483f (__TEXT,__text) external _zcopy$NEWLAPACK
00007ff803783eee (__TEXT,__text) external _zcopy$NEWLAPACK$ILP64
00007ff8036045ec (__TEXT,__text) external _zcopy_
00007ff803604600 (__TEXT,__text) external _zdotc
00007ff8037248b6 (__TEXT,__text) external _zdotc$NEWLAPACK
00007ff803783f71 (__TEXT,__text) external _zdotc$NEWLAPACK$ILP64
00007ff803604600 (__TEXT,__text) external _zdotc_
00007ff803604622 (__TEXT,__text) external _zdotu
00007ff8037248d8 (__TEXT,__text) external _zdotu$NEWLAPACK
00007ff803783f96 (__TEXT,__text) external _zdotu$NEWLAPACK$ILP64
00007ff803604622 (__TEXT,__text) external _zdotu_
00007ff803604662 (__TEXT,__text) external _zdrot
00007ff8037249ac (__TEXT,__text) external _zdrot$NEWLAPACK
00007ff80378407e (__TEXT,__text) external _zdrot$NEWLAPACK$ILP64
00007ff803604662 (__TEXT,__text) external _zdrot_
00007ff803604683 (__TEXT,__text) external _zdscal
00007ff803724a97 (__TEXT,__text) external _zdscal$NEWLAPACK
00007ff80378417c (__TEXT,__text) external _zdscal$NEWLAPACK$ILP64
00007ff803604683 (__TEXT,__text) external _zdscal_
00007ff8036036ae (__TEXT,__text) external _zgbmv
00007ff80364795c (__TEXT,__text) external _zgbmv$NEWLAPACK
00007ff803774e98 (__TEXT,__text) external _zgbmv$NEWLAPACK$ILP64
00007ff8036036ae (__TEXT,__text) external _zgbmv_
00007ff8036009ba (__TEXT,__text) external _zgemm
00007ff8036e13f7 (__TEXT,__text) external _zgemm$NEWLAPACK
00007ff80377dab7 (__TEXT,__text) external _zgemm$NEWLAPACK$ILP64
00007ff8036009ba (__TEXT,__text) external _zgemm_
00007ff8036035ec (__TEXT,__text) external _zgemv
00007ff80364762d (__TEXT,__text) external _zgemv$NEWLAPACK
00007ff803774b7f (__TEXT,__text) external _zgemv$NEWLAPACK$ILP64
00007ff8036035ec (__TEXT,__text) external _zgemv_
00007ff803603fcb (__TEXT,__text) external _zgerc
00007ff803647af8 (__TEXT,__text) external _zgerc$NEWLAPACK
00007ff80377502d (__TEXT,__text) external _zgerc$NEWLAPACK$ILP64
00007ff803603fcb (__TEXT,__text) external _zgerc_
00007ff803604012 (__TEXT,__text) external _zgeru
00007ff803647b82 (__TEXT,__text) external _zgeru$NEWLAPACK
00007ff8037750b3 (__TEXT,__text) external _zgeru$NEWLAPACK$ILP64
00007ff803604012 (__TEXT,__text) external _zgeru_
00007ff80360381c (__TEXT,__text) external _zhbmv
00007ff803647c5c (__TEXT,__text) external _zhbmv$NEWLAPACK
00007ff803775186 (__TEXT,__text) external _zhbmv$NEWLAPACK$ILP64
00007ff80360381c (__TEXT,__text) external _zhbmv_
00007ff803600adf (__TEXT,__text) external _zhemm
00007ff8036e15ec (__TEXT,__text) external _zhemm$NEWLAPACK
00007ff80377dca2 (__TEXT,__text) external _zhemm$NEWLAPACK$ILP64
00007ff803600adf (__TEXT,__text) external _zhemm_
00007ff803603789 (__TEXT,__text) external _zhemv
00007ff803647d82 (__TEXT,__text) external _zhemv$NEWLAPACK
00007ff8037752a6 (__TEXT,__text) external _zhemv$NEWLAPACK$ILP64
00007ff803603789 (__TEXT,__text) external _zhemv_
00007ff803604059 (__TEXT,__text) external _zher
00007ff803647e81 (__TEXT,__text) external _zher$NEWLAPACK
00007ff8037753a7 (__TEXT,__text) external _zher$NEWLAPACK$ILP64
00007ff8036040c9 (__TEXT,__text) external _zher2
00007ff803647f79 (__TEXT,__text) external _zher2$NEWLAPACK
00007ff8037754a1 (__TEXT,__text) external _zher2$NEWLAPACK$ILP64
00007ff8036040c9 (__TEXT,__text) external _zher2_
00007ff803601124 (__TEXT,__text) external _zher2k
00007ff8036e19a7 (__TEXT,__text) external _zher2k$NEWLAPACK
00007ff80377e055 (__TEXT,__text) external _zher2k$NEWLAPACK$ILP64
00007ff803601124 (__TEXT,__text) external _zher2k_
00007ff803604059 (__TEXT,__text) external _zher_
00007ff803600f3d (__TEXT,__text) external _zherk
00007ff8036e17b2 (__TEXT,__text) external _zherk$NEWLAPACK
00007ff80377de64 (__TEXT,__text) external _zherk$NEWLAPACK$ILP64
00007ff803600f3d (__TEXT,__text) external _zherk_
00007ff8036038b3 (__TEXT,__text) external _zhpmv
00007ff803648081 (__TEXT,__text) external _zhpmv$NEWLAPACK
00007ff8037755a8 (__TEXT,__text) external _zhpmv$NEWLAPACK$ILP64
00007ff8036038b3 (__TEXT,__text) external _zhpmv_
00007ff803604155 (__TEXT,__text) external _zhpr
00007ff803648162 (__TEXT,__text) external _zhpr$NEWLAPACK
00007ff80377568a (__TEXT,__text) external _zhpr$NEWLAPACK$ILP64
00007ff8036041bc (__TEXT,__text) external _zhpr2
00007ff803648243 (__TEXT,__text) external _zhpr2$NEWLAPACK
00007ff80377576d (__TEXT,__text) external _zhpr2$NEWLAPACK$ILP64
00007ff8036041bc (__TEXT,__text) external _zhpr2_
00007ff803604155 (__TEXT,__text) external _zhpr_
00007ff803604644 (__TEXT,__text) external _zrotg
00007ff8037249e8 (__TEXT,__text) external _zrotg$NEWLAPACK
00007ff8037840bc (__TEXT,__text) external _zrotg$NEWLAPACK$ILP64
00007ff803604644 (__TEXT,__text) external _zrotg_
00007ff803604651 (__TEXT,__text) external _zscal
00007ff803724a72 (__TEXT,__text) external _zscal$NEWLAPACK
00007ff803784152 (__TEXT,__text) external _zscal$NEWLAPACK$ILP64
00007ff803604651 (__TEXT,__text) external _zscal_
00007ff80360469d (__TEXT,__text) external _zswap
00007ff803724ae1 (__TEXT,__text) external _zswap$NEWLAPACK
00007ff8037841cf (__TEXT,__text) external _zswap$NEWLAPACK$ILP64
00007ff80360469d (__TEXT,__text) external _zswap_
00007ff803600bb3 (__TEXT,__text) external _zsymm
00007ff8036e1d22 (__TEXT,__text) external _zsymm$NEWLAPACK
00007ff80377e3c4 (__TEXT,__text) external _zsymm$NEWLAPACK$ILP64
00007ff803600bb3 (__TEXT,__text) external _zsymm_
00007ff803601227 (__TEXT,__text) external _zsyr2k
00007ff8036e2458 (__TEXT,__text) external _zsyr2k$NEWLAPACK
00007ff80377eaea (__TEXT,__text) external _zsyr2k$NEWLAPACK$ILP64
00007ff803601227 (__TEXT,__text) external _zsyr2k_
00007ff803601033 (__TEXT,__text) external _zsyrk
00007ff8036e2099 (__TEXT,__text) external _zsyrk$NEWLAPACK
00007ff80377e735 (__TEXT,__text) external _zsyrk$NEWLAPACK$ILP64
00007ff803601033 (__TEXT,__text) external _zsyrk_
00007ff803603a52 (__TEXT,__text) external _ztbmv
00007ff803648cb0 (__TEXT,__text) external _ztbmv$NEWLAPACK
00007ff8037761cc (__TEXT,__text) external _ztbmv$NEWLAPACK$ILP64
00007ff803603a52 (__TEXT,__text) external _ztbmv_
00007ff803603d9e (__TEXT,__text) external _ztbsv
00007ff803649102 (__TEXT,__text) external _ztbsv$NEWLAPACK
00007ff80377661a (__TEXT,__text) external _ztbsv$NEWLAPACK$ILP64
00007ff803603d9e (__TEXT,__text) external _ztbsv_
00007ff803603b73 (__TEXT,__text) external _ztpmv
00007ff803649513 (__TEXT,__text) external _ztpmv$NEWLAPACK
00007ff803776a30 (__TEXT,__text) external _ztpmv$NEWLAPACK$ILP64
00007ff803603b73 (__TEXT,__text) external _ztpmv_
00007ff803603ebf (__TEXT,__text) external _ztpsv
00007ff80364990f (__TEXT,__text) external _ztpsv$NEWLAPACK
00007ff803776e31 (__TEXT,__text) external _ztpsv$NEWLAPACK$ILP64
00007ff803603ebf (__TEXT,__text) external _ztpsv_
00007ff803600c87 (__TEXT,__text) external _ztrmm
00007ff8036e2949 (__TEXT,__text) external _ztrmm$NEWLAPACK
00007ff80377efdb (__TEXT,__text) external _ztrmm$NEWLAPACK$ILP64
00007ff803600c87 (__TEXT,__text) external _ztrmm_
00007ff803603933 (__TEXT,__text) external _ztrmv
00007ff803649d44 (__TEXT,__text) external _ztrmv$NEWLAPACK
00007ff80377724d (__TEXT,__text) external _ztrmv$NEWLAPACK$ILP64
00007ff803603933 (__TEXT,__text) external _ztrmv_
00007ff803600de2 (__TEXT,__text) external _ztrsm
00007ff8036e2e93 (__TEXT,__text) external _ztrsm$NEWLAPACK
00007ff80377f529 (__TEXT,__text) external _ztrsm$NEWLAPACK$ILP64
00007ff803600de2 (__TEXT,__text) external _ztrsm_
00007ff803603c7f (__TEXT,__text) external _ztrsv
00007ff80364a18c (__TEXT,__text) external _ztrsv$NEWLAPACK
00007ff803777671 (__TEXT,__text) external _ztrsv$NEWLAPACK$ILP64
00007ff803603c7f (__TEXT,__text) external _ztrsv_
