00007ff843bf3df0 (__DATA,__data) non-external _.compoundliteral
00007ff80591f95a (__TEXT,__text) non-external _gensym.cold.1
00007ff8058f52d9 (__TEXT,__text) non-external _get_cell
00007ff80590f3a9 (__TEXT,__text) non-external _get_current_data_address
00007ff8058f725c (__TEXT,__text) non-external _inchar
00007ff8059202b0 (__TEXT,__const) non-external _init_scm
00007ff805912d60 (__TEXT,__text) non-external _inspect_iterate_items
00007ff8058fa5d2 (__TEXT,__text) non-external _is_any
00007ff805910d4e (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff805901e72 (__TEXT,__text) non-external (was a private external) _is_character
00007ff805910ddf (__TEXT,__text) non-external (was a private external) _is_closure
00007ff805910e05 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff805910e2b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff805910db8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff805910dcb (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff8058ff7e6 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff80591c3a2 (__TEXT,__text) non-external _is_implicit_source_name
00007ff8058fd8e1 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff805910df2 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff8058fdebc (__TEXT,__text) non-external _is_nonneg
00007ff8059120b5 (__TEXT,__text) non-external _is_num_integer
00007ff8058fac6a (__TEXT,__text) non-external (was a private external) _is_number
00007ff8058f9512 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff805910d8f (__TEXT,__text) non-external (was a private external) _is_port
00007ff8059070f2 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff805910da5 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff805910e18 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff8058fdea8 (__TEXT,__text) non-external (was a private external) _is_string
00007ff8058fe0bf (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff805910b8b (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8058fd8ee (__TEXT,__text) non-external (was a private external) _ivalue
00007ff805901bb6 (__TEXT,__text) non-external _list_cost_estimate
00007ff805901db4 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff8058fc71e (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff8058f85c3 (__TEXT,__text) non-external _mk_atom
00007ff805906fd1 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff805911be0 (__TEXT,__text) non-external _mk_empty_string
00007ff8058fbb17 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff8058fbb4e (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff8058ff7b5 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff8058fc2bf (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff8058f92e6 (__TEXT,__text) non-external _mk_sharp_const
00007ff805910a02 (__TEXT,__text) non-external _mk_sharp_integer
00007ff8058f5562 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8058f5372 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff8058f4fd7 (__TEXT,__text) non-external _mk_vector
00007ff80591f9e6 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406913b0 (__DATA_CONST,__const) non-external _modifier_info
00007ff80590712b (__TEXT,__text) non-external _move_to_next_node
00007ff80591c6f5 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff8059098c1 (__TEXT,__text) non-external _negate_instruction
00007ff8406904b0 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff8058f5220 (__TEXT,__text) non-external _new_frame_in_env
00007ff8058f563b (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff805930300 (__TEXT,__const) non-external _nfBasicCF
00007ff80592c710 (__TEXT,__const) non-external _nfTrieHi
00007ff805930d00 (__TEXT,__const) non-external _nfTrieLo
00007ff80592f120 (__TEXT,__const) non-external _nfTrieMid
00007ff80592cd40 (__TEXT,__const) non-external _nfU16InvMasks
00007ff80592ce50 (__TEXT,__const) non-external _nfU16Seq2
00007ff80592da70 (__TEXT,__const) non-external _nfU16Seq3
00007ff80592dfb0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff80592e140 (__TEXT,__const) non-external _nfU32Char
00007ff80592efc0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff8058fac80 (__TEXT,__text) non-external _num_eq
00007ff805901e1f (__TEXT,__text) non-external _num_ge
00007ff805907025 (__TEXT,__text) non-external _num_gt
00007ff805910bef (__TEXT,__text) non-external _num_le
00007ff805910b9f (__TEXT,__text) non-external _num_lt
00007ff805911791 (__TEXT,__text) non-external _num_mod
00007ff8438f0b28 (__DATA_DIRTY,__bss) non-external _num_one
00007ff805911720 (__TEXT,__text) non-external _num_rem
00007ff8438f0b18 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff8058fd775 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff8058f5435 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8058f53a1 (__TEXT,__text) non-external _oblist_find_by_name
00007ff8059046c6 (__TEXT,__text) non-external _op_concat
00007ff805904bfc (__TEXT,__text) non-external _operand_release
00007ff80591a0b4 (__TEXT,__text) non-external _operation_expand
00007ff840691e30 (__DATA_CONST,__const) non-external _operation_info
00007ff840691800 (__DATA_CONST,__const) non-external _operation_names
00007ff80591a358 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff805919928 (__TEXT,__text) non-external _operator_name
00007ff805904500 (__TEXT,__text) non-external _operator_precedence
00007ff8058f5dfd (__TEXT,__text) non-external _opexe_0
00007ff80591fa09 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff80591fa2c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff8058f8860 (__TEXT,__text) non-external _opexe_1
00007ff8058f9528 (__TEXT,__text) non-external _opexe_2
00007ff8058fa5e0 (__TEXT,__text) non-external _opexe_3
00007ff8058fae50 (__TEXT,__text) non-external _opexe_4
00007ff8058f7450 (__TEXT,__text) non-external _opexe_5
00007ff805910070 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff8058fd775 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8058fd7c3 (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff8058fe664 (__TEXT,__text) non-external _parse_pattern
00007ff8059197da (__TEXT,__text) non-external _peek_operand
00007ff805927b70 (__TEXT,__const) non-external _policy_scm
00007ff80591541d (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff805915736 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff80591493e (__TEXT,__text) non-external _populate_profile_entry_points
00007ff8058fc932 (__TEXT,__text) non-external _port_close
00007ff805910f57 (__TEXT,__text) non-external _port_from_file
00007ff8058f57b0 (__TEXT,__text) non-external _port_from_string
00007ff8058fdede (__TEXT,__text) non-external _port_rep_from_file
00007ff805914f36 (__TEXT,__text) non-external _previously_emitted_condition
00007ff805915966 (__TEXT,__text) non-external _previously_emitted_data
00007ff805912029 (__TEXT,__text) non-external _printatom
00007ff805911c65 (__TEXT,__text) non-external _printslashstring
00007ff84068f7d0 (__DATA_CONST,__const) non-external _profile_dirs
00007ff8059148ae (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff80591490e (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff8059148de (__TEXT,__text) non-external _profile_has_message_filters
00007ff805906858 (__TEXT,__text) non-external _push_bytes
00007ff8059052ae (__TEXT,__text) non-external _push_byteset
00007ff8059198bc (__TEXT,__text) non-external _push_byteset_skip
00007ff805906a25 (__TEXT,__text) non-external _push_jne_instr
00007ff805904548 (__TEXT,__text) non-external _push_literal
00007ff805906b99 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff80591d7e8 (__TEXT,__text) non-external _push_match_variable_instr
00007ff8059109c0 (__TEXT,__text) non-external _push_nop
00007ff8059109c0 (__TEXT,__text) non-external _push_operand
00007ff805904037 (__TEXT,__text) non-external _push_operator
00007ff80591d944 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff80591982f (__TEXT,__text) non-external _push_seek
00007ff80591d895 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff805910e8c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff805910e41 (__TEXT,__text) non-external (was a private external) _putstr
00007ff805911f8c (__TEXT,__text) non-external _readsharpstrexp
00007ff8058f8505 (__TEXT,__text) non-external _readstr_upto
00007ff805911d95 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff80590f4a5 (__TEXT,__text) non-external _record_condition_data
00007ff805915a0c (__TEXT,__text) non-external _record_data_address
00007ff805914804 (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff805906d82 (__TEXT,__text) non-external _regex_quote
00007ff8059199a7 (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff805919874 (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff80590c84a (__TEXT,__text) non-external _reorder_condition
00007ff80590c93f (__TEXT,__text) non-external _reorder_condition_list
00007ff805919ba4 (__TEXT,__text) non-external _reorder_policy
00007ff805901eb3 (__TEXT,__text) non-external _reverse
00007ff8058fbf14 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff8058fb9d1 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff8058f6f80 (__TEXT,__text) non-external _s_save
00007ff80590f9ab (__TEXT,__text) external _sandbox_apply
00007ff80590f9c6 (__TEXT,__text) external _sandbox_apply_container
00007ff80591275f (__TEXT,__text) external _sandbox_compile_entitlements
00007ff8058f1980 (__TEXT,__text) external _sandbox_compile_file
00007ff8058f18e7 (__TEXT,__text) external _sandbox_compile_named
00007ff80591062c (__TEXT,__text) external _sandbox_compile_string
00007ff8059130f8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff8058f1780 (__TEXT,__text) external _sandbox_create_params
00007ff8059134f7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff80590fa9b (__TEXT,__text) external _sandbox_free_params
00007ff80590fa68 (__TEXT,__text) external _sandbox_free_profile
00007ff8059128a7 (__TEXT,__text) external _sandbox_inspect_pid
00007ff8059129a9 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff80591310d (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff8059135a8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff805912797 (__TEXT,__text) external _sandbox_register_profile
00007ff805913941 (__TEXT,__text) external _sandbox_register_sync_root
00007ff8058f17e4 (__TEXT,__text) external _sandbox_set_param
00007ff805912a29 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff805912a41 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff80591287a (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff805912835 (__TEXT,__text) external _sandbox_unregister_profile
00007ff8059129b4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff805912a11 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff8059129c3 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff805912d4c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff80591ef48 (__TEXT,__text) non-external _save_condition
00007ff805918b63 (__TEXT,__text) non-external _sb_action_iterate
00007ff805913b77 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff805913a8e (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff80590e4dc (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff805914470 (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff805914244 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff805914329 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff8059143ab (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff8059141d5 (__TEXT,__text) non-external _sb_bitmask_release
00007ff805914182 (__TEXT,__text) non-external _sb_bitmask_retain
00007ff805914426 (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff8058f4172 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff80590564a (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff8059056e6 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff805906cc2 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff8058fec72 (__TEXT,__text) non-external _sb_buffer_release
00007ff805905aca (__TEXT,__text) non-external _sb_buffer_retain
00007ff8059144ac (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff805905691 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff8059050a7 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff8059166a1 (__TEXT,__text) non-external _sb_byteset_copy
00007ff805905327 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff80590dfec (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff8059073da (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff8059051ff (__TEXT,__text) non-external _sb_byteset_negate
00007ff805905068 (__TEXT,__text) non-external _sb_byteset_new
00007ff80590519a (__TEXT,__text) non-external _sb_byteset_release
00007ff805905147 (__TEXT,__text) non-external _sb_byteset_retain
00007ff805907529 (__TEXT,__text) non-external _sb_byteset_union
00007ff8059165c3 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff8058f4016 (__TEXT,__text) non-external _sb_calloc
00007ff80591691f (__TEXT,__text) non-external _sb_condition_bitmask
00007ff8059168ac (__TEXT,__text) non-external _sb_condition_boolean
00007ff805902111 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff805910460 (__TEXT,__text) non-external _sb_condition_constant
00007ff8058ff524 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff8059172ef (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff8059171a0 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff80590a830 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff8059023c8 (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff805909b56 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff805902b3e (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff80590f199 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff805917286 (__TEXT,__text) non-external _sb_condition_is_network
00007ff80590aa7e (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff8058ff0ac (__TEXT,__text) non-external _sb_condition_is_regex
00007ff805917214 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff80590abe9 (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff8058ff122 (__TEXT,__text) non-external _sb_condition_list_append
00007ff80590b193 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff80590ada6 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff805905bc6 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff8059173e8 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff805901b3a (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff80590db44 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff805901cab (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff80590b755 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8058fd69d (__TEXT,__text) non-external _sb_condition_list_new
00007ff8058fde05 (__TEXT,__text) non-external _sb_condition_list_release
00007ff80590aea4 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff80590bf3c (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff80590999c (__TEXT,__text) non-external _sb_condition_negation
00007ff80590fffc (__TEXT,__text) non-external _sb_condition_network
00007ff8058fedab (__TEXT,__text) non-external _sb_condition_new
00007ff805905008 (__TEXT,__text) non-external _sb_condition_pattern
00007ff8058ff8d8 (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff8058ff3b9 (__TEXT,__text) non-external _sb_condition_release
00007ff805905a0b (__TEXT,__text) non-external _sb_condition_string
00007ff8058f3cea (__TEXT,__text) non-external _sb_context_intern_string
00007ff8058fdaf6 (__TEXT,__text) non-external _sb_context_release
00007ff8058fda77 (__TEXT,__text) non-external _sb_context_release_modification
00007ff8058f3bc3 (__TEXT,__text) non-external _sb_context_retain
00007ff8059175fe (__TEXT,__text) non-external _sb_context_retain_modification
00007ff805917c2b (__TEXT,__text) non-external _sb_error_fatal
00007ff805917eb3 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff805917cd2 (__TEXT,__text) non-external _sb_error_for_instruction
00007ff8059054f3 (__TEXT,__text) non-external _sb_error_new
00007ff8406903d8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff8059053e0 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff805917aaf (__TEXT,__text) non-external _sb_error_set_with_description
00007ff805917b84 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff805917b04 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff8058fc2f5 (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff8058fef52 (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff8438f0b38 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff8438f0b48 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff8058fe114 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff805918174 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff8058fe212 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff805900c13 (__TEXT,__text) non-external _sb_fsa_copy
00007ff805900a64 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff805900e62 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff80590c2ac (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff80590c1a3 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff80591412b (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff805907237 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff80590762c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff805907198 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff805904f6e (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff80590081b (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff805900a16 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff805913ce9 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff8058feb4d (__TEXT,__text) non-external _sb_fsa_release
00007ff805901978 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff8058fea9a (__TEXT,__text) non-external _sb_fsa_retain
00007ff805900988 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff805907074 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff8058f4081 (__TEXT,__text) non-external _sb_hash_compute
00007ff8059128bf (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff8058f4366 (__TEXT,__text) non-external _sb_instr_action
00007ff8058ff807 (__TEXT,__text) non-external _sb_instr_conditional
00007ff805918485 (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff80590e04c (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff805909c44 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff80590968d (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff80591859f (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff8059182d9 (__TEXT,__text) non-external _sb_instr_jump
00007ff8058f443f (__TEXT,__text) non-external _sb_instr_new
00007ff8058f456c (__TEXT,__text) non-external _sb_instr_release
00007ff8059181fa (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff805909874 (__TEXT,__text) non-external _sb_instr_replace
00007ff8058f44f4 (__TEXT,__text) non-external _sb_instr_retain
00007ff805918373 (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff805909db0 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff805905979 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff80590be68 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8058f40d5 (__TEXT,__text) non-external _sb_malloc
00007ff805918adc (__TEXT,__text) non-external _sb_modifier_get_name
00007ff805902f26 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff8058fd909 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff8058fd976 (__TEXT,__text) non-external _sb_modifiers_release
00007ff805918de4 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff805918bf4 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff805918cd6 (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff8059189d6 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff805918948 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff80590f786 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff805908130 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff80590f89f (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff80590e57f (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff80590e607 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff805912253 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff80591fb67 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff8059122c5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff8059122d9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff8059122cf (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff8059121db (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff8059120d0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff80591249d (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff80591fbfc (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff80591fc1f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff8059125e9 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff8059125b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff805912484 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff80591214c (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff805912361 (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff80591fbd9 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff805912698 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff805912415 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff80591230f (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff80590586e (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff8058feaf3 (__TEXT,__text) non-external _sb_pattern_new
00007ff8058fe16c (__TEXT,__text) non-external _sb_pattern_prefix
00007ff805903102 (__TEXT,__text) non-external _sb_pattern_regex
00007ff8058ff00e (__TEXT,__text) non-external _sb_pattern_release
00007ff8058fefbb (__TEXT,__text) non-external _sb_pattern_retain
00007ff805905f5c (__TEXT,__text) non-external _sb_pattern_serialize
00007ff80591f370 (__TEXT,__text) non-external _sb_pattern_var_release
00007ff80591f31b (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff80591f461 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff80591f64f (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff80591f795 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff805910532 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff80591048c (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff8059194c3 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff805919485 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff805919505 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff805919179 (__TEXT,__text) non-external _sb_policy_new
00007ff805919368 (__TEXT,__text) non-external _sb_policy_release
00007ff8059193f1 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff80591957e (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
00007ff80590801f (__TEXT,__text) non-external _sb_profile_release
00007ff8059104e6 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff80591065c (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8058f41ec (__TEXT,__text) non-external _sb_program_source_alloc
00007ff8059069c0 (__TEXT,__text) non-external _sb_realloc
00007ff805905733 (__TEXT,__text) non-external _sb_regex_release
00007ff805907dac (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff80591da64 (__TEXT,__text) non-external _sb_source_info_copy
00007ff805915b1b (__TEXT,__text) non-external _sb_stringtable_enter
00007ff805914796 (__TEXT,__text) non-external _sb_stringtable_release
00007ff805905610 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff8058ffb54 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff8058f3c1b (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff80591e270 (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
00007ff8059057d2 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff805918f77 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff805917759 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff80590b406 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff805919d16 (__TEXT,__text) non-external _sb_transform_reorder_profile
00007ff805919d67 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff80591f2c1 (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
00007ff805908daf (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff80591dad4 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
