                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000191ef2e64 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000191eef234 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
0000000191eef4b0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
0000000191ef0304 (__TEXT,__text) external _profile_flush_to_buffer
0000000191ef02bc (__TEXT,__text) external _profile_flush_to_file
0000000191ef0310 (__TEXT,__text) external _profile_free_buffer
0000000191eef5a0 (__TEXT,__text) non-external (was a private external) _profile_free_file
0000000191eef5ec (__TEXT,__text) external _profile_free_list
0000000191ef15ec (__TEXT,__text) non-external (was a private external) _profile_free_node
0000000191eefa6c (__TEXT,__text) external _profile_get_boolean
0000000191eef944 (__TEXT,__text) external _profile_get_integer
0000000191ef19c0 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
0000000191ef1bd0 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
0000000191ef19c8 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
0000000191eefc4c (__TEXT,__text) external _profile_get_relation_names
0000000191eef88c (__TEXT,__text) external _profile_get_string
0000000191eefb84 (__TEXT,__text) external _profile_get_subsection_names
0000000191eef808 (__TEXT,__text) non-external (was a private external) _profile_get_value
0000000191eef640 (__TEXT,__text) external _profile_get_values
0000000191eefe0c (__TEXT,__text) external _profile_init
0000000191ef0050 (__TEXT,__text) external _profile_init_path
0000000191ef0224 (__TEXT,__text) external _profile_is_modified
0000000191ef19b4 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
0000000191ef01c0 (__TEXT,__text) external _profile_is_writable
0000000191eefd50 (__TEXT,__text) external _profile_iterator
0000000191eefd48 (__TEXT,__text) external _profile_iterator_create
0000000191eefd4c (__TEXT,__text) external _profile_iterator_free
0000000191eeeba8 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
0000000191eef588 (__TEXT,__text) non-external (was a private external) _profile_lock_global
0000000191ef1988 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
0000000191eeebf4 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
0000000191ef1d00 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
0000000191ef5538 (__TEXT,__text) non-external _profile_node_iterator.cold.1
0000000191ef1be0 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
0000000191ef1cb4 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
0000000191eeeca4 (__TEXT,__text) non-external (was a private external) _profile_open_file
0000000191ef0388 (__TEXT,__text) non-external (was a private external) _profile_parse_file
0000000191eeff20 (__TEXT,__text) external _profile_release
0000000191eefe08 (__TEXT,__text) external _profile_release_string
0000000191ef20b4 (__TEXT,__text) non-external (was a private external) _profile_remove_node
0000000191ef215c (__TEXT,__text) non-external (was a private external) _profile_rename_node
0000000191ef1320 (__TEXT,__text) external _profile_rename_section
0000000191ef20f0 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
0000000191eef594 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
0000000191eeefcc (__TEXT,__text) non-external (was a private external) _profile_update_file_data
0000000191ef550c (__TEXT,__text) non-external _profile_update_file_data.cold.1
0000000191ef0ff8 (__TEXT,__text) external _profile_update_relation
0000000191ef1778 (__TEXT,__text) non-external (was a private external) _profile_verify_node
0000000191ef09c0 (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
0000000191ef0dfc (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
0000000191ef2cb8 (__TEXT,__text) external _put_svc_key
0000000191ef2ce8 (__TEXT,__text) external _read_service_key
0000000191ee85c4 (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
0000000191ef113c (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
0000000191ef0f94 (__TEXT,__text) non-external _skip_over_blanks
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001ea346af8 (__AUTH,__data) non-external (was a private external) _string_functions
0000000191ee860c (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
0000000191ef2d18 (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
0000000191ee85d4 (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
0000000191ef7b78 (__TEXT,__const) non-external _whichfields_flags
0000000191eef31c (__TEXT,__text) non-external _write_data_to_file
