00007ffa437f86f0 (__DATA,__data) non-external _.compoundliteral
00007ffa192923b0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa19292afc (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa19293457 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa1929d923 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa19292bc4 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa19292c5b (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa192930ad (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa1923c851 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa1923c843 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa19266979 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa1929791a (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa1923c531 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa1923c48f (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa1923c2dd (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa19297976 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa192927f9 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa1929d51e (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa1929d52b (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa19293880 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa1929db9c (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa1929dbad (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa1923d4ef (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa192cebca (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa19286c90 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa1929759e (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa19297555 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa1929f011 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa1929efce (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa1929eff1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa1929efe8 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa1929f01e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa1929efdb (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa1929f001 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa1929ef19 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa1929ef47 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa1929ef0f (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa1929eef3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa1929ef2d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa1929ef23 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa1929ef55 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa1929ef01 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa1929ef3a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa1929d8b9 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa1926b44e (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa1926b302 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa1926b398 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa192bc217 (__TEXT,__text) non-external _glpVecFromValue
00007ffa192fe8ca (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa192edcc0 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa192edd2f (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa192f0fdf (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa1929e9ad (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa1929e9b7 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa192ed748 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa192f0f5a (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa192ed7bd (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa1928c529 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa1928c4ac (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa191b6022 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa1923a3d1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa1923a4a3 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa1923b380 (__TEXT,__text) external _glsmCreateBuffer
00007ffa1923b1fe (__TEXT,__text) external _glsmCreateSampler
00007ffa1923a370 (__TEXT,__text) external _glsmCreateTexture
00007ffa1923b3bc (__TEXT,__text) external _glsmDestroyBuffer
00007ffa1923b23c (__TEXT,__text) external _glsmDestroySampler
00007ffa1923a474 (__TEXT,__text) external _glsmDestroyTexture
00007ffa1923a404 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa1923a9f5 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa1923b000 (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1923a7be (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa1923b246 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa191b67d0 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa191b98c4 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa191e5e30 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa191e6140 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa19235020 (__TEXT,__text) external _glvmCopyAttributes
00007ffa191b67f0 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa191b6865 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa191b6810 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa191b690c (__TEXT,__text) external _glvmGetConstants
00007ffa19209680 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa191b6298 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa19209ed0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa191b6760 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa19208c30 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa19228b80 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa19225ae0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa1922c790 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa192291f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa19238920 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa19235270 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa192317b0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa1922ded0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa19225330 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa19221950 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa191ed070 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa191e8490 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa191f8e00 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa191fe600 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa19203670 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa19202270 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa191f4f90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa191e8ff0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa191e63e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa192bc465 (__TEXT,__text) non-external _glvmOp
00007ffa1920b610 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa1921caf0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa1920b7a0 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa19213050 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa1920b940 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa1921c2a0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa192131a0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa1920bac0 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa1920b5a0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa1920b560 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa1920b590 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa1921c9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa1920bc40 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa1921cc30 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa1920bdc0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa192131e0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa1921ad90 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa1921f0a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa1921eb90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa1920bfc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa19217b10 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa19217a90 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa1921c5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa1920c230 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa1921c730 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa19231a50 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa19212fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa19212fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa1920c490 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa19214370 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa19213590 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa19213ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa19213e10 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa19214000 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa19214200 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa19219d10 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa192142d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa192258e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa19228ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa19235040 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa1922dca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa19221710 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa1922d540 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa1922d9f0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa1922d790 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa1920c4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa1920c880 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa1920cb40 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa1921d350 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa1921d060 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa19218320 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa1921f3b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa1921f8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa1920cf00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa1920d160 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa1921d030 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa191df120 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa19213010 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa1921ff30 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa1921ff80 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa19220160 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa19211be0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa1921cd70 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa1921ce80 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa191df140 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa191df180 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa1921d5c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa1920d4c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa1920d870 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa1920db50 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa1921ae80 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa1920e080 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa1920e270 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa19218750 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa19218a70 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa19214760 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa19214b60 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa19214f60 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa19214f70 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa1920e560 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa19215770 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa1921e920 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa1920e5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa1920e620 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa1920eaa0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa1921c2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa192158c0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa1921daa0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa1921d8e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa1921e8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa1921e2e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa1921e5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa19215900 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa19211520 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa19211560 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa19211570 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa191df130 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa19215e90 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa19218b80 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa1921b360 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa1921b5e0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa19211870 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa1920b500 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa19212d50 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa19216300 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa192163f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa19216800 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa19216820 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa19216ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa1921c360 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa1921c420 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa19212070 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa1921c5f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa19216d50 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa19216ff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa19219910 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa19217280 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa192122c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa192124b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa19228e20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa1922ca50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa19220310 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa19217680 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa192176a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa19219da0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa19231e10 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa192129e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa1921c870 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa191df010 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa191ded10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa191dee90 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa1921d000 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa1921c020 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa1921dee0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa1921d9f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa1921e8f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa1921e490 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa1921e790 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa1921c320 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa192177f0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa19217a50 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa1920b5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa1920ab00 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa1920ae50 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa191deeb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa191debb0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa191df0a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa191ded30 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa191df0f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa191deb20 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa191deb40 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa191df050 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa191deb90 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa191deae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa191df030 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa191deb80 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa19234940 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa19231ff0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa191df7f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa191e2320 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa191df190 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa191df8b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa191e1d50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa191e3990 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa191e3d80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa191df3a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa191df4a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa191df510 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa191df6e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa191e1dd0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa191e3f30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa191e4280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa191e4710 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa191dde90 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa191ddd70 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa191ba900 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa191c13e0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa191c2930 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa191dddb0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa19225210 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19228a60 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1922c670 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19231690 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19238800 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa191b8cfc (__TEXT,__text) external _glvmSetTextureFormat
00007ffa191e5b30 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa191f05d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa191f44d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa191fb660 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa19200460 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa192058d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa19202980 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa191f6450 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa191fcdf0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa19201370 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa19206d10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa19203000 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa191f76a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa191ee700 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa191f0f00 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa191ba820 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa191ba880 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa191e5bd0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa191b9bc5 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa1922c130 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa19230ef0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa19224880 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa419f2270 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa419f2260 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa1928dd75 (__TEXT,__text) non-external _handleResetPost
00007ffa1928dd15 (__TEXT,__text) non-external _handleResetPre
00007ffa1929361c (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa1929bc55 (__TEXT,__text) non-external _include_str_getch
00007ffa1929bd29 (__TEXT,__text) non-external _include_str_ungetch
00007ffa19292e33 (__TEXT,__text) non-external _initAggregateType
00007ffa192a0e1b (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa192a0e66 (__TEXT,__text) non-external _initDerefNode
00007ffa19241363 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa192a0de0 (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa192be30d (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa1927cd32 (__TEXT,__text) non-external _inputForOutput
00007ffa192fa098 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa192fa08f (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa19277033 (__TEXT,__text) non-external _isBuiltinName
