                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000019430ffdc (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
000000019430f274 (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
000000019430c644 (__TEXT,__text) non-external (was a private external) _profile_unlock_global
000000019430c0a4 (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00000001943126b8 (__TEXT,__text) non-external _profile_update_file_data.cold.1
000000019430e168 (__TEXT,__text) external _profile_update_relation
000000019430e8e8 (__TEXT,__text) non-external (was a private external) _profile_verify_node
000000019430db9c (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
000000019430dfc8 (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
000000019430fe30 (__TEXT,__text) external _put_svc_key
000000019430fe60 (__TEXT,__text) external _read_service_key
0000000194305678 (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
000000019430e2ac (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00000001edc42708 (__AUTH,__data) non-external (was a private external) _string_functions
00000001943056c0 (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
000000019430fe90 (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
0000000194305688 (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
0000000194314d28 (__TEXT,__const) non-external _whichfields_flags
000000019430c3d8 (__TEXT,__text) non-external _write_data_to_file
