00007fff8063a838 (__DATA,__data) non-external _C
00007fff2020da17 (__TEXT,__text) non-external _handler
00007fff201fb3f0 (__TEXT,__text) non-external _hash4
00007fff201f9f9a (__TEXT,__text) non-external _hash_access
00007fff201f9887 (__TEXT,__text) non-external _hash_close
00007fff202433e6 (__TEXT,__text) external _hash_create
00007fff201f98b8 (__TEXT,__text) non-external _hash_delete
00007fff2024344f (__TEXT,__text) external _hash_destroy
00007fff201f9915 (__TEXT,__text) non-external _hash_fd
00007fff201f9944 (__TEXT,__text) non-external _hash_get
00007fff20243677 (__TEXT,__text) external _hash_purge
00007fff201f9989 (__TEXT,__text) non-external _hash_put
00007fff20243519 (__TEXT,__text) external _hash_search
00007fff201f99f0 (__TEXT,__text) non-external _hash_seq
00007fff202436ec (__TEXT,__text) external _hash_stats
00007fff201f9c44 (__TEXT,__text) non-external _hash_sync
00007fff2024360e (__TEXT,__text) external _hash_traverse
00007fff2023eed1 (__TEXT,__text) external _hcreate
00007fff201f9770 (__TEXT,__text) non-external _hdestroy
00007fff2023ef8c (__TEXT,__text) external _hdestroy
00007fff2023f0b8 (__TEXT,__text) external _heapsort
00007fff2024516d (__TEXT,__text) external _heapsort_b
00007fff202692e0 (__TEXT,__cstring) non-external _hexlist
00007fff8063c7e8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007fff2023f009 (__TEXT,__text) external _hsearch
00007fff8063d2c0 (__DATA,__bss) non-external _htable
00007fff8063d2c8 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007fff20266190 (__TEXT,__const) non-external _illoptchar
00007fff20266280 (__TEXT,__const) non-external _illoptstring
00007fff2023f34e (__TEXT,__text) external _imaxabs
00007fff2023f35e (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007fff20219675 (__TEXT,__text) external _inet_addr
00007fff202196a3 (__TEXT,__text) external _inet_aton
00007fff20219b48 (__TEXT,__text) external _inet_lnaof
00007fff20219b75 (__TEXT,__text) external _inet_makeaddr
00007fff20219bae (__TEXT,__text) external _inet_net_ntop
00007fff2021a0c5 (__TEXT,__text) external _inet_net_pton
00007fff20262fa4 (__TEXT,__text) non-external _inet_net_pton.cold.1
00007fff20262fc5 (__TEXT,__text) non-external _inet_net_pton.cold.2
00007fff20262fe8 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007fff20265d21 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007fff20265d10 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007fff20265d30 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007fff20265d50 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007fff2021a8bc (__TEXT,__text) external _inet_neta
00007fff2021a957 (__TEXT,__text) external _inet_netof
00007fff2021a987 (__TEXT,__text) external _inet_network
00007fff2021ae2e (__TEXT,__text) external _inet_nsap_addr
00007fff2021afad (__TEXT,__text) external _inet_nsap_ntoa
00007fff2021ab7c (__TEXT,__text) external _inet_ntoa
00007fff8063a5e0 (__DATA,__data) non-external _inet_ntoa.ret
00007fff20248d6c (__TEXT,__text) external _inet_ntop
00007fff20249011 (__TEXT,__text) external _inet_ntop4
00007fff20248dad (__TEXT,__text) external _inet_ntop6
00007fff20249125 (__TEXT,__text) external _inet_pton
00007fff2024947e (__TEXT,__text) non-external _inet_pton4
00007fff20266350 (__TEXT,__const) non-external _inet_pton4.digits
00007fff20266360 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007fff20266380 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007fff201e6cb7 (__TEXT,__text) non-external _init_perm
00007fff201ea28a (__TEXT,__text) non-external _initshells
00007fff20242193 (__TEXT,__text) external _initstate
00007fff2023fd53 (__TEXT,__text) non-external _insertionsort
00007fff20246720 (__TEXT,__text) non-external _insertionsort
00007fff2023f38d (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007fff201eca26 (__TEXT,__text) external _isalnum
00007fff201ed15d (__TEXT,__text) external _isalnum_l
00007fff201eca89 (__TEXT,__text) external _isalpha
00007fff201ed1c0 (__TEXT,__text) external _isalpha_l
00007fff201eca15 (__TEXT,__text) external _isascii
00007fff2020c530 (__TEXT,__text) external _isatty
00007fff201ecae6 (__TEXT,__text) external _isblank
00007fff201ed21d (__TEXT,__text) external _isblank_l
00007fff201ecb43 (__TEXT,__text) external _iscntrl
00007fff201ed27a (__TEXT,__text) external _iscntrl_l
00007fff201ecba0 (__TEXT,__text) external _isdigit
00007fff201ed2d7 (__TEXT,__text) external _isdigit_l
00007fff201ecbc3 (__TEXT,__text) external _isgraph
00007fff201ed334 (__TEXT,__text) external _isgraph_l
00007fff201ecee5 (__TEXT,__text) external _ishexnumber
00007fff201ed391 (__TEXT,__text) external _ishexnumber_l
00007fff201ecf42 (__TEXT,__text) external _isideogram
00007fff201ed3ee (__TEXT,__text) external _isideogram_l
00007fff201ecc20 (__TEXT,__text) external _islower
00007fff201ed44b (__TEXT,__text) external _islower_l
00007fff201ecf9f (__TEXT,__text) external _isnumber
00007fff201ed4a8 (__TEXT,__text) external _isnumber_l
00007fff201ecffc (__TEXT,__text) external _isphonogram
00007fff201ed505 (__TEXT,__text) external _isphonogram_l
00007fff201ecc7d (__TEXT,__text) external _isprint
00007fff201ed562 (__TEXT,__text) external _isprint_l
00007fff201eccda (__TEXT,__text) external _ispunct
00007fff201ed5bf (__TEXT,__text) external _ispunct_l
00007fff201ed059 (__TEXT,__text) external _isrune
00007fff201ed61c (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007fff201ecd37 (__TEXT,__text) external _isspace
00007fff201ed684 (__TEXT,__text) external _isspace_l
00007fff201ed0ba (__TEXT,__text) external _isspecial
00007fff201ed6e1 (__TEXT,__text) external _isspecial_l
00007fff202104f6 (__TEXT,__text) non-external _istrsenvisx
00007fff20262ed4 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007fff20262ef7 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007fff20262f1a (__TEXT,__text) non-external _istrsenvisx.cold.3
00007fff2021091c (__TEXT,__text) non-external _istrsenvisxl
00007fff201ecd94 (__TEXT,__text) external _isupper
00007fff201ed73e (__TEXT,__text) external _isupper_l
00007fff201ed844 (__TEXT,__text) external _iswalnum
00007fff201edcbe (__TEXT,__text) external _iswalnum_l
00007fff201ed8a7 (__TEXT,__text) external _iswalpha
00007fff201edd21 (__TEXT,__text) external _iswalpha_l
00007fff201ee1ce (__TEXT,__text) external _iswascii
00007fff201ee171 (__TEXT,__text) external _iswblank
00007fff201ee411 (__TEXT,__text) external _iswblank_l
00007fff201ed904 (__TEXT,__text) external _iswcntrl
00007fff201edd7e (__TEXT,__text) external _iswcntrl_l
00007fff201ed961 (__TEXT,__text) external _iswctype
00007fff201edddb (__TEXT,__text) external _iswctype_l
00007fff201ed9ca (__TEXT,__text) external _iswdigit
00007fff201ede4b (__TEXT,__text) external _iswdigit_l
00007fff201ed9ed (__TEXT,__text) external _iswgraph
00007fff201edea8 (__TEXT,__text) external _iswgraph_l
00007fff201ee1df (__TEXT,__text) external _iswhexnumber
00007fff201ee46e (__TEXT,__text) external _iswhexnumber_l
00007fff201ee23c (__TEXT,__text) external _iswideogram
00007fff201ee4cb (__TEXT,__text) external _iswideogram_l
00007fff201eda4a (__TEXT,__text) external _iswlower
00007fff201edf05 (__TEXT,__text) external _iswlower_l
00007fff201ee299 (__TEXT,__text) external _iswnumber
00007fff201ee528 (__TEXT,__text) external _iswnumber_l
00007fff201ee2f6 (__TEXT,__text) external _iswphonogram
00007fff201ee585 (__TEXT,__text) external _iswphonogram_l
00007fff201edaa7 (__TEXT,__text) external _iswprint
00007fff201edf62 (__TEXT,__text) external _iswprint_l
00007fff201edb04 (__TEXT,__text) external _iswpunct
00007fff201edfbf (__TEXT,__text) external _iswpunct_l
00007fff201ee353 (__TEXT,__text) external _iswrune
00007fff201ee5e2 (__TEXT,__text) external _iswrune_l
00007fff201edb61 (__TEXT,__text) external _iswspace
00007fff201ee01c (__TEXT,__text) external _iswspace_l
00007fff201ee3b4 (__TEXT,__text) external _iswspecial
00007fff201ee64a (__TEXT,__text) external _iswspecial_l
00007fff201edbbe (__TEXT,__text) external _iswupper
00007fff201ee079 (__TEXT,__text) external _iswupper_l
00007fff201edc1b (__TEXT,__text) external _iswxdigit
00007fff201ee0d6 (__TEXT,__text) external _iswxdigit_l
00007fff201ecdf1 (__TEXT,__text) external _isxdigit
00007fff201ed79b (__TEXT,__text) external _isxdigit_l
00007fff20267050 (__TEXT,__cstring) non-external _itoa64
00007fff2020c5a9 (__TEXT,__text) external _jrand48
00007fff86f93b90 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007fff201f5326 (__TEXT,__text) external _killpg
00007fff20244caf (__TEXT,__text) external _l64a
00007fff8063d318 (__DATA,__bss) non-external _l64a.buf
00007fff2023f3b6 (__TEXT,__text) external _labs
00007fff20212298 (__TEXT,__text) non-external _largesearch
00007fff8063d290 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007fff8063a4f8 (__DATA,__data) non-external _lastglue
00007fff201e53ad (__TEXT,__text) external _lchflags
00007fff201e543a (__TEXT,__text) external _lchmod
00007fff8063a610 (__DATA,__data) non-external _lcl_TZname
00007fff80605e00 (__DATA_DIRTY,__data) non-external _lcl_notify
00007fff80605e10 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007fff80606500 (__DATA_DIRTY,__bss) non-external _lclptr
00007fff2020c5e9 (__TEXT,__text) external _lcong48
00007fff2023f3c6 (__TEXT,__text) external _ldiv
00007fff2023f4a3 (__TEXT,__text) external _lfind
00007fff2022362b (__TEXT,__text) non-external _lflush
00007fff2021abd8 (__TEXT,__text) external _link_addr
00007fff2021ad54 (__TEXT,__text) external _link_ntoa
00007fff8063d1b0 (__DATA,__bss) non-external _link_ntoa.obuf
00007fff2023f3f5 (__TEXT,__text) external _llabs
00007fff2023f405 (__TEXT,__text) external _lldiv
00007fff2021bb88 (__TEXT,__text) non-external _loadCat
00007fff20216231 (__TEXT,__text) non-external _loadlocale
00007fff202148c4 (__TEXT,__text) external _localeconv
00007fff2021471e (__TEXT,__text) external _localeconv_l
00007fff20235bfb (__TEXT,__text) external _localtime
00007fff80607d50 (__DATA_DIRTY,__bss) non-external _localtime_key
00007fff8063d238 (__DATA,__bss) non-external _localtime_key_error
00007fff20235cba (__TEXT,__text) non-external _localtime_key_init
00007fff80606478 (__DATA_DIRTY,__data) non-external _localtime_once
00007fff20235cde (__TEXT,__text) external _localtime_r
00007fff2025b96c (__TEXT,__text) external _lockf
00007fff2020c62c (__TEXT,__text) external _lockf$NOCANCEL
00007fff201f4d90 (__TEXT,__text) external _login
00007fff201f262c (__TEXT,__text) external _login_tty
00007fff201f4df1 (__TEXT,__text) external _logout
00007fff201f268f (__TEXT,__text) external _logwtmp
00007fff2020c6f4 (__TEXT,__text) external _lrand48
00007fff2023f434 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007fff201f4523 (__TEXT,__text) external _lstatx64_np
00007fff20260d1f (__TEXT,__text) external _lstatx_np
00007fff201f44c8 (__TEXT,__text) external _lstatx_np$INODE64
00007fff201f4502 (__TEXT,__text) non-external _lstatx_syscall
00007fff20260d59 (__TEXT,__text) non-external _lstatx_syscall
00007fff201e547f (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007fff86f93660 (__DATA_CONST,__const) non-external _mapping
00007fff2021499a (__TEXT,__text) external _mblen
00007fff202148fe (__TEXT,__text) external _mblen_l
00007fff201f4947 (__TEXT,__text) external _mbmb
00007fff8063ce2c (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007fff20214a0e (__TEXT,__text) external _mbrlen
00007fff202149c2 (__TEXT,__text) external _mbrlen_l
00007fff201f489d (__TEXT,__text) external _mbrrune
00007fff8063ce28 (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007fff20214ab3 (__TEXT,__text) external _mbrtowc
00007fff20214a71 (__TEXT,__text) external _mbrtowc_l
00007fff201f47f2 (__TEXT,__text) external _mbrune
00007fff8063ce24 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007fff20214b3f (__TEXT,__text) external _mbsinit
00007fff20214b0f (__TEXT,__text) external _mbsinit_l
00007fff20214bca (__TEXT,__text) external _mbsnrtowcs
00007fff20214b89 (__TEXT,__text) external _mbsnrtowcs_l
00007fff20214d72 (__TEXT,__text) external _mbsrtowcs
00007fff20214d24 (__TEXT,__text) external _mbsrtowcs_l
00007fff20214e81 (__TEXT,__text) external _mbstowcs
00007fff20214dd7 (__TEXT,__text) external _mbstowcs_l
00007fff20215003 (__TEXT,__text) external _mbtowc
00007fff20214f42 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007fff2023a32a (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007fff2024f179 (__TEXT,__text) external _memset_s
00007fff20219b3b (__TEXT,__text) non-external _memstream_close
00007fff20219aaf (__TEXT,__text) non-external _memstream_seek
00007fff20262f5e (__TEXT,__text) non-external _memstream_seek.cold.1
00007fff20262f81 (__TEXT,__text) non-external _memstream_seek.cold.2
00007fff202199a2 (__TEXT,__text) non-external _memstream_update
00007fff20262f3d (__TEXT,__text) non-external _memstream_update.cold.1
00007fff202199cd (__TEXT,__text) non-external _memstream_write
00007fff2023f4f5 (__TEXT,__text) external _mergesort
00007fff20245e8f (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007fff201f3edd (__TEXT,__text) external _mkdirx_np
00007fff20220360 (__TEXT,__text) external _mkdtemp
00007fff202203d0 (__TEXT,__text) external _mkdtempat_np
00007fff201f3ec6 (__TEXT,__text) external _mkfifox_np
00007fff202202b3 (__TEXT,__text) external _mkostemp
00007fff2021fec6 (__TEXT,__text) external _mkostemps
00007fff202201dc (__TEXT,__text) external _mkostempsat_np
00007fff201f2b99 (__TEXT,__text) external _mkpath_np
00007fff201f2baf (__TEXT,__text) external _mkpathat_np
00007fff2022031a (__TEXT,__text) external _mkstemp
00007fff202204d0 (__TEXT,__text) external _mkstemp_dprotected_np
00007fff20220231 (__TEXT,__text) external _mkstemps
00007fff20220277 (__TEXT,__text) external _mkstempsat_np
00007fff2022048f (__TEXT,__text) external _mktemp
00007fff20236102 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007fff20266060 (__TEXT,__const) non-external _mon_lengths
00007fff201ec9f1 (__TEXT,__text) external _monaddition
00007fff201eca09 (__TEXT,__text) external _moncontrol
00007fff201eca0f (__TEXT,__text) external _moncount
00007fff201ec9e5 (__TEXT,__text) external _moninit
00007fff201eca03 (__TEXT,__text) external _monitor
00007fff201ec9fd (__TEXT,__text) external _monoutput
00007fff201ec9f7 (__TEXT,__text) external _monreset
00007fff201ec9eb (__TEXT,__text) external _monstartup
00007fff2021d526 (__TEXT,__text) non-external _moreglue
00007fff201fcbe0 (__TEXT,__text) non-external _mpool_bkt
00007fff201fce6e (__TEXT,__text) external _mpool_close
00007fff201fcb26 (__TEXT,__text) external _mpool_filter
00007fff201fccb1 (__TEXT,__text) external _mpool_get
00007fff201fcb41 (__TEXT,__text) external _mpool_new
00007fff2026265f (__TEXT,__text) non-external _mpool_new.cold.1
00007fff201fca60 (__TEXT,__text) external _mpool_open
00007fff201fce59 (__TEXT,__text) external _mpool_put
00007fff201fceb8 (__TEXT,__text) external _mpool_sync
00007fff201fcf1e (__TEXT,__text) non-external _mpool_write
00007fff2020c725 (__TEXT,__text) external _mrand48
00007fff201f56f7 (__TEXT,__text) non-external _mswap
                 (undefined) external _munmap (from libsystem_kernel)
00007fff8063cde0 (__DATA,__bss) non-external _namebuf
                 (undefined) external _nan (from libsystem_m)
                 (undefined) external _nanf (from libsystem_m)
                 (undefined) external _nanl (from libsystem_m)
00007fff2025bb56 (__TEXT,__text) external _nanosleep
00007fff201ea652 (__TEXT,__text) external _nanosleep$NOCANCEL
00007fff8063cfd0 (__DATA,__bss) non-external _new_categories
00007fff201f194a (__TEXT,__text) external _new_printf_comp
00007fff201f1c66 (__TEXT,__text) external _new_printf_domain
00007fff201ee905 (__TEXT,__text) external _newlocale
00007fff806063e0 (__DATA_DIRTY,__data) non-external _next
00007fff20207f3e (__TEXT,__text) non-external _nextcomp
00007fff8063ce50 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007fff8063ce70 (__DATA,__bss) non-external _nextcomp.state
00007fff202152fe (__TEXT,__text) external _nextwctype
00007fff202151b1 (__TEXT,__text) external _nextwctype_l
00007fff20260ac0 (__TEXT,__text) external _nftw
00007fff201eac0c (__TEXT,__text) external _nftw$INODE64
00007fff2020c754 (__TEXT,__text) external _nice
00007fff2021579c (__TEXT,__text) external _nl_langinfo
00007fff20215328 (__TEXT,__text) external _nl_langinfo_l
00007fff8063cfc8 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007fff20266220 (__TEXT,__const) non-external _noarg
00007fff20265d00 (__TEXT,__const) non-external _nogrouping
00007fff8063a538 (__DATA,__data) non-external _nonopt_end
00007fff8063a53c (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007fff202341ff (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007fff2023444f (__TEXT,__text) non-external _notify_register_tz
00007fff20266030 (__TEXT,__const) non-external _notify_tz_name
00007fff2020c7d7 (__TEXT,__text) external _nrand48
00007fff8063a96c (__DATA,__data) non-external _numempty
00007fff8063a9d0 (__DATA,__data) non-external _numempty
00007fff20265910 (__TEXT,__const) non-external _nv
00007fff20210a56 (__TEXT,__text) external _nvis
00007fff8063abd0 (__DATA,__data) external _off32
00007fff8063ac30 (__DATA,__data) external _off64
00007fff20235df1 (__TEXT,__text) external _offtime
00007fff86f93640 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007fff202198bd (__TEXT,__text) external _open_memstream
00007fff201f0ddc (__TEXT,__text) external _open_with_subsystem
00007fff202337ca (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007fff201f2c06 (__TEXT,__text) external _opendev
00007fff201f2dee (__TEXT,__text) non-external _opendev_namebuf_init
00007fff8063a850 (__DATA,__data) non-external _opendev_namebuf_once
00007fff2025de40 (__TEXT,__text) external _opendir
00007fff2020c821 (__TEXT,__text) external _opendir$INODE64
00007fff2020cd7d (__TEXT,__text) non-external _opendir_compar
00007fff2025e384 (__TEXT,__text) non-external _opendir_compar
00007fff201f2e05 (__TEXT,__text) external _openpty
00007fff201f3c3b (__TEXT,__text) external _openx_np
00007fff8063a518 (__DATA,__data) external _optarg
00007fff8063a598 (__DATA,__data) external _opterr
00007fff806063ec (__DATA_DIRTY,__data) external _optind
00007fff8063a59c (__DATA,__data) external _optopt
00007fff8063a508 (__DATA,__data) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007fff80606520 (__DATA_DIRTY,__bss) non-external _p5s
00007fff20265dc0 (__TEXT,__const) non-external _padchar
00007fff8063c73a (__DATA,__bss) non-external _parse_error
00007fff2023ea25 (__TEXT,__text) non-external _parse_long_options
00007fff8063c738 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007fff2025ba34 (__TEXT,__text) external _pause
00007fff2020cd95 (__TEXT,__text) external _pause$NOCANCEL
00007fff2020d0a3 (__TEXT,__text) external _pclose
00007fff201e675c (__TEXT,__text) non-external _permute
00007fff2023e988 (__TEXT,__text) non-external _permute_args
00007fff202630db (__TEXT,__text) external _perror
00007fff8063ceb0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007fff8063a540 (__DATA,__data) non-external _place
00007fff2020cdba (__TEXT,__text) external _popen
00007fff2025bf4c (__TEXT,__text) external _popen$DARWIN_EXTSN
00007fff20236214 (__TEXT,__text) external _posix2time
00007fff20244aec (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007fff201f3f00 (__TEXT,__text) external _posix_spawnp
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007fff202230a8 (__TEXT,__text) external _printf
00007fff8063d350 (__DATA,__bss) non-external _printf_info_queue
00007fff20223174 (__TEXT,__text) external _printf_l
00007fff20207cb5 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007fff2020d199 (__TEXT,__text) external _psignal
00007fff202467b5 (__TEXT,__text) external _psort
00007fff20247307 (__TEXT,__text) external _psort_b
00007fff20247eac (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007fff20244b1e (__TEXT,__text) external _ptsname
00007fff20263592 (__TEXT,__text) non-external _ptsname.cold.1
00007fff202635a7 (__TEXT,__text) non-external _ptsname.cold.2
00007fff8063d310 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007fff8063d308 (__DATA,__bss) non-external _ptsname_once
00007fff20244bae (__TEXT,__text) non-external _ptsname_once_init
00007fff202635bd (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007fff20244bd2 (__TEXT,__text) external _ptsname_r
00007fff20223221 (__TEXT,__text) external _putc
00007fff20223288 (__TEXT,__text) external _putc_unlocked
00007fff202232bc (__TEXT,__text) external _putchar
00007fff2022332a (__TEXT,__text) external _putchar_unlocked
00007fff2023fe48 (__TEXT,__text) external _putenv
00007fff201fbb32 (__TEXT,__text) non-external _putpair
00007fff20223368 (__TEXT,__text) external _puts
00007fff2024ddd9 (__TEXT,__text) external _pututxline
00007fff20223426 (__TEXT,__text) external _putw
00007fff20223488 (__TEXT,__text) external _putwc
00007fff202234b0 (__TEXT,__text) external _putwc_l
00007fff202234ba (__TEXT,__text) external _putwchar
00007fff202234ec (__TEXT,__text) external _putwchar_l
00007fff8063c828 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007fff2023fede (__TEXT,__text) external _qsort
00007fff2024515f (__TEXT,__text) external _qsort_b
00007fff2024090c (__TEXT,__text) external _qsort_r
00007fff201eefc0 (__TEXT,__text) external _querylocale
00007fff202414bd (__TEXT,__text) non-external _r_sort_a
00007fff8063d2dc (__DATA,__bss) non-external _r_sort_a.bmin
00007fff8063d2d0 (__DATA,__bss) non-external _r_sort_a.count
00007fff8063d2d8 (__DATA,__bss) non-external _r_sort_a.nc
00007fff8063d2e0 (__DATA,__bss) non-external _r_sort_a_count
00007fff20241a4f (__TEXT,__text) non-external _r_sort_b
00007fff8063d2fc (__DATA,__bss) non-external _r_sort_b.bmin
00007fff8063d2f0 (__DATA,__bss) non-external _r_sort_b.count
00007fff8063d2f8 (__DATA,__bss) non-external _r_sort_b.nc
00007fff8063d2e8 (__DATA,__bss) non-external _r_sort_b_count
00007fff20241dfe (__TEXT,__text) non-external _r_sort_count_allocate
00007fff8063ab48 (__DATA,__data) non-external _r_sort_count_control
00007fff202413f0 (__TEXT,__text) external _radixsort
00007fff201f2bbb (__TEXT,__text) external _raise
00007fff20241e82 (__TEXT,__text) external _rand
00007fff8063ab6c (__DATA,__data) non-external _rand_deg
00007fff20241e30 (__TEXT,__text) external _rand_r
00007fff8063ab70 (__DATA,__data) non-external _rand_sep
00007fff8063ab68 (__DATA,__data) non-external _rand_type
00007fff20242024 (__TEXT,__text) external _random
00007fff80606360 (__DATA_DIRTY,__data) non-external _randtbl
00007fff20208532 (__TEXT,__text) non-external (was a private external) _rangematch
00007fff201f0ca0 (__TEXT,__text) non-external _raosnprintf
00007fff2024f81d (__TEXT,__text) external _rb_tree_count
00007fff2024f1e5 (__TEXT,__text) external _rb_tree_find_node
00007fff2024f240 (__TEXT,__text) external _rb_tree_find_node_geq
00007fff2024f2b8 (__TEXT,__text) external _rb_tree_find_node_leq
00007fff2024f1ca (__TEXT,__text) external _rb_tree_init
