00007ffa42eedef0 (__DATA,__data) non-external _.compoundliteral
00007ffa182d6d10 (__TEXT,__text) non-external (was a private external) _glpSubroutineRawCallNodeSetIndexExpr
00007ffa182c8f4b (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetFunctionObject
00007ffa182c8bb6 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeGetName
00007ffa182d6080 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeAddType
00007ffa182d6060 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetType
00007ffa182d6057 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeGetTypeCount
00007ffa182d608d (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeInsertType
00007ffa182d6070 (__TEXT,__text) non-external (was a private external) _glpSubroutineTypeListNodeSetType
00007ffa182d7183 (__TEXT,__text) non-external (was a private external) _glpSubroutineUniformNodeGetExtra
00007ffa182d67aa (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetBody
00007ffa182d6790 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeGetExpr
00007ffa182d67b8 (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetBody
00007ffa182d679d (__TEXT,__text) non-external (was a private external) _glpSwitchStatementNodeSetExpr
00007ffa1830621f (__TEXT,__text) non-external _glpSwizzleHasDuplicateComponents
00007ffa18298f7c (__TEXT,__text) non-external _glpTextureNameFromSamplerType
00007ffa182d6ad8 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeAddDef
00007ffa182d3a73 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDef
00007ffa182d3a6a (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetDefCount
00007ffa182d3a1d (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeGetGlobalTypeQualifier
00007ffa182d6ae5 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00007ffa182d6ac8 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00007ffa182d3e00 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00007ffa182d3df6 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00007ffa182d3e0a (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00007ffa182a0603 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007ffa182758e8 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007ffa182c88d0 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa182c901c (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa1827aec6 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa1828d430 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa182a9059 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa182c997c (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa182d3ee9 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa182c90e8 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa182c917f (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa182c95d1 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa18275751 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa18275743 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa1829c0b9 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa182cde1f (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa1827542d (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa1827538b (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa182751d9 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa182cde77 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa182c8d19 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa182d3ae2 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa182d3aef (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa182c9da0 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa182d412a (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa182d413b (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa1827640f (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa1830adb3 (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa182bd190 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa182cdaa3 (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa182cda5a (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa182d5503 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa182d54c0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa182d54e3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa182d54da (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa182d5510 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa182d54cd (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa182d54f3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa182d541c (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa182d544a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa182d5412 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa182d53f6 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa182d5430 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa182d5426 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa182d5458 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa182d5404 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa182d543d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa182d3e7f (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa182a1859 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa182a1712 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa182a17a8 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa182f8360 (__TEXT,__text) non-external _glpVecFromValue
00007ffa1832c94b (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa1831bfe0 (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffa1831b938 (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffa1831ba67 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa1831bad6 (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa1831f026 (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa182d4ef2 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa182d4efc (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa1831b37c (__TEXT,__text) non-external _glpWriteSizeType
00007ffa1831ef9e (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa1831b3f1 (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa182c2a39 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa182c29bc (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa181ef79d (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa182732a1 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa18273373 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa1827427c (__TEXT,__text) external _glsmCreateBuffer
00007ffa182740fa (__TEXT,__text) external _glsmCreateSampler
00007ffa18273240 (__TEXT,__text) external _glsmCreateTexture
00007ffa182742b8 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa18274138 (__TEXT,__text) external _glsmDestroySampler
00007ffa18273344 (__TEXT,__text) external _glsmDestroyTexture
00007ffa182732d4 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa182738c5 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa18273efc (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1827368e (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa18274142 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa181eff50 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa181f3104 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa1821f530 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa1821f840 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa1826dc80 (__TEXT,__text) external _glvmCopyAttributes
00007ffa181eff70 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa181effe4 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa181eff90 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa181f008c (__TEXT,__text) external _glvmGetConstants
00007ffa18242420 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa181efa18 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa18242c60 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa181efee0 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa18241a00 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa18261930 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa1825e8b0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa182654e0 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa18261fc0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa18271880 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa1826dee0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa1826a490 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa18266be0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa1825e0e0 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa1825a780 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa18225f00 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa18221980 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa18231b30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa18237400 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa1823c4a0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa1823b060 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa1822dce0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa18222470 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa1821fae0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa182f85b3 (__TEXT,__text) non-external _glvmOp
00007ffa18244370 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa18255720 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa18244500 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa1824bd20 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa182446a0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa18254ed0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa1824be70 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa18244810 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa18244300 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa182442c0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa182442f0 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa182555e0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa18244980 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa18255860 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa18244af0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa1824beb0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa182539d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa18257c90 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa182577a0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa18244cd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa18250780 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa18250700 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa182551e0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa18244f40 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa18255360 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa1826a730 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa1824bc80 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa1824bcb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa18245190 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa1824cff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa1824c230 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa1824c720 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa1824ca90 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa1824cc50 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa1824ce80 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa182529a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa1824cf50 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa1825e690 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa18261da0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa1826dca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa18266980 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa1825a540 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa18266230 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa182666e0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa18266480 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa182451d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa18245580 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa18245840 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa18255f80 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa18255c90 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa18250f90 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa18257fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa182584a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa18245c00 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa18245e60 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa18255c60 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa182187d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa1824bce0 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa18258b10 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa18258b60 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa18258d40 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa1824a910 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa182559a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa18255ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa182187f0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa18218830 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa182561f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa182461c0 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa18246570 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa18246850 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa18253ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa18246d60 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa18246f50 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa182513d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa182516f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa1824d3e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa1824d7e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa1824dbe0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa1824dbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa18247240 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa1824e3f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa18257530 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa182472c0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa18247300 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa18247770 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa18254f10 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa1824e540 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa182566d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa18256510 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa182574d0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa18256ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa182571f0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa1824e580 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa1824a1f0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa1824a230 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa1824a240 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa182187e0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa1824eb10 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa18251800 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa18253f90 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa18254210 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa1824a570 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa18244260 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa1824ba30 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa1824ef70 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa1824f060 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa1824f470 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa1824f490 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa1824f730 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa18254f90 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa18255050 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa1824add0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa18255220 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa1824f9c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa1824fc60 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa182525a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa1824fef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa1824b000 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa1824b1f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa18261bd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa18265790 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa18258ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa182502f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa18250310 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa18252a30 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa1826aaf0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa1824b6e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa182554a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa182186c0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa182183e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa18218550 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa18255c30 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa18254c50 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa18256af0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa18256620 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa18257500 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa182570a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa182573a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa18254f50 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa18250460 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa182506c0 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa18244310 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa18243880 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa18243be0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa18218570 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa18218290 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa18218750 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa18218400 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa182187a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa18218200 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa18218220 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa18218700 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa18218270 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa182181c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa182186e0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa18218260 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa1826d640 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa1826acd0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa18218e90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa1821b9f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa18218840 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa18218f50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa1821b420 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa1821d070 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa1821d460 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa18218a40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa18218b40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa18218bb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa18218d90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa1821b4a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa1821d610 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa1821d9d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa1821de70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa18217530 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa18217400 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa181f4140 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa181facf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa181fc2a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa18217440 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa1825dfc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18261810 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa182653c0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1826a370 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18271760 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa181f253c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa1821f230 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa18229440 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa1822d230 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa182343d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa18239270 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
