00007ffa1fb7def1 (__TEXT,__text) external _CGLGetCurrentContext
00007ffa1fb7d2ba (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffa1fb78e75 (__TEXT,__text) external _glVertexAttribI4sv
00007ffa1fb7d374 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffa1fb78e94 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffa1fb7d393 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffa1fb78d37 (__TEXT,__text) external _glVertexAttribI4ui
00007ffa1fb7d236 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffa1fb78e37 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffa1fb7d336 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffa1fb78eb3 (__TEXT,__text) external _glVertexAttribI4usv
00007ffa1fb7d3b2 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffa1fb78bdf (__TEXT,__text) external _glVertexAttribIPointer
00007ffa1fb7d3d1 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffa1fb7a90f (__TEXT,__text) external _glVertexAttribL1d
00007ffa1fb7a97f (__TEXT,__text) external _glVertexAttribL1dv
00007ffa1fb7a92b (__TEXT,__text) external _glVertexAttribL2d
00007ffa1fb7a99e (__TEXT,__text) external _glVertexAttribL2dv
00007ffa1fb7a947 (__TEXT,__text) external _glVertexAttribL3d
00007ffa1fb7a9bd (__TEXT,__text) external _glVertexAttribL3dv
00007ffa1fb7a963 (__TEXT,__text) external _glVertexAttribL4d
00007ffa1fb7a9dc (__TEXT,__text) external _glVertexAttribL4dv
00007ffa1fb7a9fb (__TEXT,__text) external _glVertexAttribLPointer
00007ffa1fb79863 (__TEXT,__text) external _glVertexAttribP1ui
00007ffa1fb798f3 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffa1fb79887 (__TEXT,__text) external _glVertexAttribP2ui
00007ffa1fb79917 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffa1fb798ab (__TEXT,__text) external _glVertexAttribP3ui
00007ffa1fb7993b (__TEXT,__text) external _glVertexAttribP3uiv
00007ffa1fb798cf (__TEXT,__text) external _glVertexAttribP4ui
00007ffa1fb7995f (__TEXT,__text) external _glVertexAttribP4uiv
00007ffa1fb77e0f (__TEXT,__text) external _glVertexAttribPointer
00007ffa1fb7b05d (__TEXT,__text) external _glVertexAttribPointerARB
00007ffa1fb7b4a5 (__TEXT,__text) external _glVertexBlendARB
00007ffa1fb7dcdc (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffa1fb76551 (__TEXT,__text) external _glVertexPointer
00007ffa1fb76575 (__TEXT,__text) external _glViewport
00007ffa1fb7aa44 (__TEXT,__text) external _glViewportArrayv
00007ffa1fb7aa66 (__TEXT,__text) external _glViewportIndexedf
00007ffa1fb7aa82 (__TEXT,__text) external _glViewportIndexedfv
00007ffa1fb7947d (__TEXT,__text) external _glWaitSync
00007ffa1fb7b481 (__TEXT,__text) external _glWeightPointerARB
00007ffa1fb7b389 (__TEXT,__text) external _glWeightbvARB
00007ffa1fb7b405 (__TEXT,__text) external _glWeightdvARB
00007ffa1fb7b3e6 (__TEXT,__text) external _glWeightfvARB
00007ffa1fb7b3c7 (__TEXT,__text) external _glWeightivARB
00007ffa1fb7b3a8 (__TEXT,__text) external _glWeightsvARB
00007ffa1fb7b424 (__TEXT,__text) external _glWeightubvARB
00007ffa1fb7b462 (__TEXT,__text) external _glWeightuivARB
00007ffa1fb7b443 (__TEXT,__text) external _glWeightusvARB
00007ffa1fb77566 (__TEXT,__text) external _glWindowPos2d
00007ffa1fb7bb31 (__TEXT,__text) external _glWindowPos2dARB
00007ffa1fb77580 (__TEXT,__text) external _glWindowPos2dv
00007ffa1fb7bb4b (__TEXT,__text) external _glWindowPos2dvARB
00007ffa1fb7759d (__TEXT,__text) external _glWindowPos2f
00007ffa1fb7bb68 (__TEXT,__text) external _glWindowPos2fARB
00007ffa1fb775b7 (__TEXT,__text) external _glWindowPos2fv
00007ffa1fb7bb82 (__TEXT,__text) external _glWindowPos2fvARB
00007ffa1fb775d4 (__TEXT,__text) external _glWindowPos2i
00007ffa1fb7bb9f (__TEXT,__text) external _glWindowPos2iARB
00007ffa1fb775f2 (__TEXT,__text) external _glWindowPos2iv
00007ffa1fb7bbbd (__TEXT,__text) external _glWindowPos2ivARB
00007ffa1fb7760f (__TEXT,__text) external _glWindowPos2s
00007ffa1fb7bbda (__TEXT,__text) external _glWindowPos2sARB
00007ffa1fb7762d (__TEXT,__text) external _glWindowPos2sv
00007ffa1fb7bbf8 (__TEXT,__text) external _glWindowPos2svARB
00007ffa1fb7764a (__TEXT,__text) external _glWindowPos3d
00007ffa1fb7bc15 (__TEXT,__text) external _glWindowPos3dARB
00007ffa1fb77664 (__TEXT,__text) external _glWindowPos3dv
00007ffa1fb7bc2f (__TEXT,__text) external _glWindowPos3dvARB
00007ffa1fb77681 (__TEXT,__text) external _glWindowPos3f
00007ffa1fb7bc4c (__TEXT,__text) external _glWindowPos3fARB
00007ffa1fb7769b (__TEXT,__text) external _glWindowPos3fv
00007ffa1fb7bc66 (__TEXT,__text) external _glWindowPos3fvARB
00007ffa1fb776b8 (__TEXT,__text) external _glWindowPos3i
00007ffa1fb7bc83 (__TEXT,__text) external _glWindowPos3iARB
00007ffa1fb776d9 (__TEXT,__text) external _glWindowPos3iv
00007ffa1fb7bca4 (__TEXT,__text) external _glWindowPos3ivARB
00007ffa1fb776f6 (__TEXT,__text) external _glWindowPos3s
00007ffa1fb7bcc1 (__TEXT,__text) external _glWindowPos3sARB
00007ffa1fb77717 (__TEXT,__text) external _glWindowPos3sv
00007ffa1fb7bce2 (__TEXT,__text) external _glWindowPos3svARB
00007ffa43543720 (__DATA_DIRTY,__common) external _gll_noop
