0000000182baf198 (__DATA,__data) external _NDR_record
0000000180aaf04c (__TEXT,__text) external _processor_set_policy_control
0000000180aaec24 (__TEXT,__text) external _processor_set_policy_disable
0000000180aaeb04 (__TEXT,__text) external _processor_set_policy_enable
0000000180aaf1c0 (__TEXT,__text) external _processor_set_stack_usage
0000000180aae6ec (__TEXT,__text) external _processor_set_statistics
0000000180aaed44 (__TEXT,__text) external _processor_set_tasks
0000000180aaf554 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000180aaeec8 (__TEXT,__text) external _processor_set_threads
0000000180aaf6e8 (__TEXT,__text) external _processor_start
0000000180a9d7ac (__TEXT,__text) external _pselect
0000000180a9f76c (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000180a939a4 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000180a9d96c (__TEXT,__text) external _pselect$NOCANCEL
0000000180a8b234 (__TEXT,__text) external _pthread_getugid_np
0000000180a8c984 (__TEXT,__text) external _pthread_setugid_np
0000000180a8c3a0 (__TEXT,__text) external _ptrace
0000000180a8ebb4 (__TEXT,__text) external _pwrite
0000000180a8c3d8 (__TEXT,__text) external _pwrite$NOCANCEL
0000000180a8ebe0 (__TEXT,__text) external _pwritev
0000000180a8c404 (__TEXT,__text) external _pwritev$NOCANCEL
0000000180a932f0 (__TEXT,__text) external _quota
0000000180a8ec0c (__TEXT,__text) external _quotactl
0000000180a8ec38 (__TEXT,__text) external _read
0000000180a8c430 (__TEXT,__text) external _read$NOCANCEL
0000000180a8ec64 (__TEXT,__text) external _readlink
0000000180a8ec90 (__TEXT,__text) external _readlinkat
0000000180a8ecbc (__TEXT,__text) external _readv
0000000180a8c45c (__TEXT,__text) external _readv$NOCANCEL
0000000180a8f79c (__TEXT,__text) non-external _reallocf
0000000180a915d4 (__TEXT,__text) external _reboot
0000000180a915dc (__TEXT,__text) external _reboot_np
0000000180a9d774 (__TEXT,__text) external _record_system_event_as_kernel
0000000180a8c4e0 (__TEXT,__text) external _recvfrom
0000000180a8c50c (__TEXT,__text) external _recvfrom$NOCANCEL
0000000180a8c538 (__TEXT,__text) external _recvmsg
0000000180a8c564 (__TEXT,__text) external _recvmsg$NOCANCEL
0000000180a8ece8 (__TEXT,__text) external _recvmsg_x
0000000180a8ed14 (__TEXT,__text) external _register_uexc_handler
0000000180a8ed40 (__TEXT,__text) external _removexattr
0000000180a9f718 (__TEXT,__text) external _rename
0000000180a9678c (__TEXT,__text) external _rename_ext
0000000180a91770 (__TEXT,__text) external _renameat
0000000180a96720 (__TEXT,__text) external _renameatx_np
0000000180a9674c (__TEXT,__text) external _renamex_np
0000000180a8ed6c (__TEXT,__text) external _revoke
0000000180a9ef50 (__TEXT,__text) external _rmdir
0000000180a8ed98 (__TEXT,__text) external _searchfs
0000000180a9d778 (__TEXT,__text) external _select
0000000180a8c640 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000180a8c66c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000180a9d938 (__TEXT,__text) external _select$NOCANCEL
0000000180a8edc4 (__TEXT,__text) external _sem_close
0000000180a9cee8 (__TEXT,__text) external _sem_destroy
0000000180a9cf10 (__TEXT,__text) external _sem_getvalue
0000000180a9cf38 (__TEXT,__text) external _sem_init
0000000180a8a864 (__TEXT,__text) external _sem_open
0000000180a8edf0 (__TEXT,__text) external _sem_post
0000000180a8ee1c (__TEXT,__text) external _sem_trywait
0000000180a8ee48 (__TEXT,__text) external _sem_unlink
0000000180a8ee74 (__TEXT,__text) external _sem_wait
0000000180a8c6c4 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000180ab2284 (__TEXT,__text) external _semaphore_create
0000000180ab23ec (__TEXT,__text) external _semaphore_destroy
0000000180a936d4 (__TEXT,__text) external _semaphore_signal
0000000180a936d8 (__TEXT,__text) external _semaphore_signal_all
0000000180a8a444 (__TEXT,__text) external _semaphore_signal_all_trap
0000000180a936dc (__TEXT,__text) external _semaphore_signal_thread
0000000180a8a450 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000180a8a438 (__TEXT,__text) external _semaphore_signal_trap
0000000180a936e4 (__TEXT,__text) external _semaphore_timedwait
0000000180a936f0 (__TEXT,__text) external _semaphore_timedwait_signal
0000000180a8a480 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000180a8a474 (__TEXT,__text) external _semaphore_timedwait_trap
0000000180a936e0 (__TEXT,__text) external _semaphore_wait
0000000180a936ec (__TEXT,__text) external _semaphore_wait_signal
0000000180a8a468 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000180a8a45c (__TEXT,__text) external _semaphore_wait_trap
0000000180a8a8e8 (__TEXT,__text) external _semctl
0000000180a8eea0 (__TEXT,__text) external _semget
0000000180a8eecc (__TEXT,__text) external _semop
0000000180a8a8c4 (__TEXT,__text) external _semsys
0000000180a8eef8 (__TEXT,__text) external _sendfile
0000000180a8c7a0 (__TEXT,__text) external _sendmsg
0000000180a8c7cc (__TEXT,__text) external _sendmsg$NOCANCEL
0000000180a8ef24 (__TEXT,__text) external _sendmsg_x
0000000180a8c7f8 (__TEXT,__text) external _sendto
0000000180a8c824 (__TEXT,__text) external _sendto$NOCANCEL
0000000180a8c850 (__TEXT,__text) external _setattrlist
0000000180a8ef50 (__TEXT,__text) external _setattrlistat
0000000180aa18e8 (__TEXT,__text) external _setaudit
0000000180a8ef7c (__TEXT,__text) external _setaudit_addr
0000000180a8efa8 (__TEXT,__text) external _setauid
0000000180a8efd4 (__TEXT,__text) external _setegid
0000000180a8f000 (__TEXT,__text) external _seteuid
0000000180a8f02c (__TEXT,__text) external _setgid
0000000180a8f058 (__TEXT,__text) external _setgroups
0000000180a9390c (__TEXT,__text) external _setiopolicy_np
0000000180a8f084 (__TEXT,__text) external _setitimer
0000000180a8f0b0 (__TEXT,__text) external _setpgid
0000000180a99008 (__TEXT,__text) external _setpriority
0000000180a8f0dc (__TEXT,__text) external _setprivexec
0000000180a93320 (__TEXT,__text) external _setquota
0000000180a8c8d4 (__TEXT,__text) external _setregid
0000000180a8c900 (__TEXT,__text) external _setreuid
0000000180a9daf8 (__TEXT,__text) external _setrlimit
0000000180a8c958 (__TEXT,__text) external _setsgroups_np
0000000180a8f108 (__TEXT,__text) external _setsid
0000000180a8f134 (__TEXT,__text) external _setsockopt
0000000180a8f160 (__TEXT,__text) external _setuid
0000000180a8ca08 (__TEXT,__text) external _setwgroups_np
0000000180a8f18c (__TEXT,__text) external _setxattr
0000000180a99608 (__TEXT,__text) external _sfi_get_class_offtime
0000000180a99630 (__TEXT,__text) external _sfi_process_get_flags
0000000180a9961c (__TEXT,__text) external _sfi_process_set_flags
0000000180a995f4 (__TEXT,__text) external _sfi_set_class_offtime
0000000180a8a884 (__TEXT,__text) external _shm_open
0000000180a8f1b8 (__TEXT,__text) external _shm_unlink
0000000180a8f1e4 (__TEXT,__text) external _shmat
0000000180a8cb10 (__TEXT,__text) external _shmctl
0000000180a8f210 (__TEXT,__text) external _shmdt
0000000180a8f23c (__TEXT,__text) external _shmget
0000000180a8a908 (__TEXT,__text) external _shmsys
0000000180a8f268 (__TEXT,__text) external _shutdown
0000000180a8f294 (__TEXT,__text) external _sigpending
0000000180a8f2c0 (__TEXT,__text) external _sigprocmask
0000000180a9eeb0 (__TEXT,__text) external _sigsuspend
0000000180a9db00 (__TEXT,__text) external _sigsuspend$NOCANCEL
0000000180a8f2ec (__TEXT,__text) external _socket
0000000180a8f318 (__TEXT,__text) external _socket_delegate
0000000180a8cc70 (__TEXT,__text) external _socketpair
0000000180a98df8 (__TEXT,__text) external _stackshot_capture_with_config
0000000180a98d78 (__TEXT,__text) external _stackshot_config_create
0000000180a98f68 (__TEXT,__text) external _stackshot_config_dealloc
0000000180a98f10 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000180a98e78 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000180a98e84 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000180a98ec4 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000180a98ddc (__TEXT,__text) external _stackshot_config_set_flags
0000000180a98ee8 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000180a98dc0 (__TEXT,__text) external _stackshot_config_set_pid
0000000180a98ea0 (__TEXT,__text) external _stackshot_config_set_size_hint
0000000180a8f344 (__TEXT,__text) external _stat
0000000180a8f344 (__TEXT,__text) external _stat64
0000000180a8f370 (__TEXT,__text) external _statfs
0000000180a8f370 (__TEXT,__text) external _statfs64
0000000180a96afc (__TEXT,__text) external _statfs_ext
0000000182baf218 (__DATA,__bss) non-external _supported
0000000180a8f39c (__TEXT,__text) external _swapon
0000000180a8a540 (__TEXT,__text) external _swtch
0000000180a8a534 (__TEXT,__text) external _swtch_pri
0000000180a8f3c8 (__TEXT,__text) external _symlink
0000000180a8f3f4 (__TEXT,__text) external _symlinkat
0000000180a8f420 (__TEXT,__text) external _sync
0000000180a8cd20 (__TEXT,__text) external _syscall
0000000180a8a54c (__TEXT,__text) external _syscall_thread_switch
0000000180a995e0 (__TEXT,__text) external _system_get_sfi_window
0000000180a8f44c (__TEXT,__text) external _system_override
0000000180a995cc (__TEXT,__text) external _system_set_sfi_window
0000000180ab31d0 (__TEXT,__text) external _task_assign
0000000180ab32fc (__TEXT,__text) external _task_assign_default
0000000180ab0634 (__TEXT,__text) external _task_create
0000000180ab5708 (__TEXT,__text) external _task_create_identity_token
0000000180ab59d0 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000180a8a360 (__TEXT,__text) external _task_dyld_process_info_notify_get
0000000180ab55ec (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000180a8a4c8 (__TEXT,__text) external _task_for_pid
0000000180ab4490 (__TEXT,__text) external _task_generate_corpse
0000000180ab3418 (__TEXT,__text) external _task_get_assignment
0000000180ab49bc (__TEXT,__text) external _task_get_dyld_image_infos
0000000180ab2c24 (__TEXT,__text) external _task_get_emulation_vector
0000000180ab5248 (__TEXT,__text) external _task_get_exc_guard_behavior
0000000180ab1a14 (__TEXT,__text) external _task_get_exception_ports
0000000180ab5aec (__TEXT,__text) external _task_get_exception_ports_info
0000000180ab408c (__TEXT,__text) external _task_get_mach_voucher
0000000180ab12f0 (__TEXT,__text) external _task_get_special_port
0000000180ab3734 (__TEXT,__text) external _task_get_state
0000000180ab5864 (__TEXT,__text) external _task_identity_token_get_task_port
0000000180ab0d10 (__TEXT,__text) external _task_info
0000000180ab506c (__TEXT,__text) external _task_inspect
0000000180a8f478 (__TEXT,__text) external _task_inspect_for_pid
0000000180ab45ec (__TEXT,__text) external _task_map_corpse_info
0000000180ab4f00 (__TEXT,__text) external _task_map_corpse_info_64
0000000180ab6120 (__TEXT,__text) external _task_map_kcdata_object_64
0000000180a8a4bc (__TEXT,__text) external _task_name_for_pid
0000000180ab2994 (__TEXT,__text) external _task_policy
0000000180ab2664 (__TEXT,__text) external _task_policy_get
0000000180ab2508 (__TEXT,__text) external _task_policy_set
0000000180ab3ee8 (__TEXT,__text) external _task_purgable_info
0000000180a8f4a4 (__TEXT,__text) external _task_read_for_pid
0000000180ab4d98 (__TEXT,__text) external _task_register_dyld_get_process_state
0000000180ab4754 (__TEXT,__text) external _task_register_dyld_image_infos
0000000180ab4c74 (__TEXT,__text) external _task_register_dyld_set_dyld_state
0000000180ab4b4c (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000180ab628c (__TEXT,__text) external _task_register_hardened_exception_handler
0000000180abad24 (__TEXT,__text) external _task_restartable_ranges_register
0000000180abaec4 (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000180ab11e0 (__TEXT,__text) external _task_resume
0000000180ab3dd8 (__TEXT,__text) external _task_resume2
0000000180ab2878 (__TEXT,__text) external _task_sample
0000000180a93710 (__TEXT,__text) external _task_self_
0000000180a8a408 (__TEXT,__text) external _task_self_trap
0000000180ab5ed8 (__TEXT,__text) external _task_set_corpse_forking_behavior
0000000180ab2b0c (__TEXT,__text) external _task_set_emulation
0000000180ab2db0 (__TEXT,__text) external _task_set_emulation_vector
0000000180ab538c (__TEXT,__text) external _task_set_exc_guard_behavior
0000000180ab18e4 (__TEXT,__text) external _task_set_exception_ports
0000000180ab0f2c (__TEXT,__text) external _task_set_info
0000000180ab41f8 (__TEXT,__text) external _task_set_mach_voucher
0000000180ab3b28 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000180ab3574 (__TEXT,__text) external _task_set_policy
0000000180aa0aac (__TEXT,__text) external _task_set_port_space
0000000180ab2ee0 (__TEXT,__text) external _task_set_ras_pc
0000000180ab145c (__TEXT,__text) external _task_set_special_port
0000000180ab397c (__TEXT,__text) external _task_set_state
0000000180ab10d0 (__TEXT,__text) external _task_suspend
0000000180ab3c7c (__TEXT,__text) external _task_suspend2
0000000180ab1cd8 (__TEXT,__text) external _task_swap_exception_ports
0000000180ab4314 (__TEXT,__text) external _task_swap_mach_voucher
0000000180ab07b4 (__TEXT,__text) external _task_terminate
0000000180ab5ff4 (__TEXT,__text) external _task_test_async_upcall_propagation
0000000180ab5dbc (__TEXT,__text) external _task_test_sync_upcall
0000000180ab08c4 (__TEXT,__text) external _task_threads
0000000180ab4888 (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000180ab2ff8 (__TEXT,__text) external _task_zone_info
0000000180a9941c (__TEXT,__text) external _terminate_with_payload
0000000180a99408 (__TEXT,__text) external _terminate_with_reason
0000000180ab6ed4 (__TEXT,__text) external _thread_abort
0000000180ab6fe4 (__TEXT,__text) external _thread_abort_safely
0000000180ab9334 (__TEXT,__text) external _thread_adopt_exception_handler
0000000180ab84cc (__TEXT,__text) external _thread_assign
0000000180ab85e8 (__TEXT,__text) external _thread_assign_default
0000000180ab8e04 (__TEXT,__text) external _thread_convert_thread_state
0000000180ab1588 (__TEXT,__text) external _thread_create
0000000180ab16e4 (__TEXT,__text) external _thread_create_running
0000000180ab70f4 (__TEXT,__text) external _thread_depress_abort
0000000180aa0bdc (__TEXT,__text) external _thread_destruct_special_reply_port
0000000180ab86f8 (__TEXT,__text) external _thread_get_assignment
0000000180ab77c8 (__TEXT,__text) external _thread_get_exception_ports
0000000180ab9064 (__TEXT,__text) external _thread_get_exception_ports_info
0000000180ab8a00 (__TEXT,__text) external _thread_get_mach_voucher
0000000180a9651c (__TEXT,__text) external _thread_get_register_pointer_values
0000000180ab7204 (__TEXT,__text) external _thread_get_special_port
0000000180a8a504 (__TEXT,__text) external _thread_get_special_reply_port
0000000180ab68c0 (__TEXT,__text) external _thread_get_state
0000000180ab749c (__TEXT,__text) external _thread_info
0000000180a96360 (__TEXT,__text) external _thread_policy
0000000180ab8080 (__TEXT,__text) external _thread_policy_get
0000000180a963f4 (__TEXT,__text) external _thread_policy_set
0000000180ab6dc4 (__TEXT,__text) external _thread_resume
0000000180ab8294 (__TEXT,__text) external _thread_sample
0000000180a8a3fc (__TEXT,__text) external _thread_self_trap
0000000180a8f4d0 (__TEXT,__text) external _thread_selfcounts
0000000180ab7698 (__TEXT,__text) external _thread_set_exception_ports
0000000180ab8b6c (__TEXT,__text) external _thread_set_mach_voucher
0000000180a96488 (__TEXT,__text) external _thread_set_policy
0000000180ab7370 (__TEXT,__text) external _thread_set_special_port
0000000180ab6b08 (__TEXT,__text) external _thread_set_state
0000000180ab6cb4 (__TEXT,__text) external _thread_suspend
0000000180ab7a8c (__TEXT,__text) external _thread_swap_exception_ports
0000000180ab8c88 (__TEXT,__text) external _thread_swap_mach_voucher
0000000180a93610 (__TEXT,__text) external _thread_switch
0000000180ab63bc (__TEXT,__text) external _thread_terminate
0000000180aa3728 (__TEXT,__text) external _thread_wire
0000000180abd090 (__TEXT,__const) non-external _times_now
0000000180a8f4fc (__TEXT,__text) external _tracker_action
0000000180a8f528 (__TEXT,__text) external _truncate
0000000180a8f554 (__TEXT,__text) external _umask
0000000180a8f580 (__TEXT,__text) external _undelete
0000000180a8f5ac (__TEXT,__text) external _ungraftdmg
0000000180a9eebc (__TEXT,__text) external _unlink
0000000180a91738 (__TEXT,__text) external _unlinkat
0000000180a8f5d8 (__TEXT,__text) external _unmount
0000000180a8f604 (__TEXT,__text) external _usrctl
0000000180a962a4 (__TEXT,__text) external _utimensat
0000000180a8f630 (__TEXT,__text) external _utimes
0000000180a8f65c (__TEXT,__text) external _vfs_purge
0000000180aa12a0 (__TEXT,__text) external _vm_allocate
0000000180aa3854 (__TEXT,__text) external _vm_allocate_cpm
0000000180ab9d50 (__TEXT,__text) external _vm_behavior_set
0000000180ab99c4 (__TEXT,__text) external _vm_copy
0000000180aa12e0 (__TEXT,__text) external _vm_deallocate
0000000180ab9464 (__TEXT,__text) external _vm_inherit
0000000182baf250 (__DATA,__common) external _vm_kernel_page_mask
0000000182baf258 (__DATA,__common) external _vm_kernel_page_shift
0000000182baf248 (__DATA,__common) external _vm_kernel_page_size
0000000180ab9ffc (__TEXT,__text) external _vm_machine_attribute
0000000180aa15cc (__TEXT,__text) external _vm_map
0000000180aba2e4 (__TEXT,__text) external _vm_map_page_query
0000000180ab9c30 (__TEXT,__text) external _vm_msync
0000000182baf270 (__DATA,__common) external _vm_page_mask
0000000182baf25c (__DATA,__common) external _vm_page_shift
0000000182baf278 (__DATA,__common) external _vm_page_size
0000000180a8f688 (__TEXT,__text) external _vm_pressure_monitor
0000000180aa12e4 (__TEXT,__text) external _vm_protect
0000000180aa1878 (__TEXT,__text) external _vm_purgable_control
0000000180aa1790 (__TEXT,__text) external _vm_read
0000000180ab970c (__TEXT,__text) external _vm_read_list
0000000180ab9ae0 (__TEXT,__text) external _vm_read_overwrite
0000000180aba664 (__TEXT,__text) external _vm_region_64
0000000180aba448 (__TEXT,__text) external _vm_region_recurse_64
0000000180aa1668 (__TEXT,__text) external _vm_remap
0000000180aa16fc (__TEXT,__text) external _vm_remap_new
0000000180aa35f8 (__TEXT,__text) external _vm_wire
0000000180ab9890 (__TEXT,__text) external _vm_write
0000000180a8fa50 (__TEXT,__text) external _voucher_mach_msg_adopt
0000000180a8fa34 (__TEXT,__text) external _voucher_mach_msg_clear
0000000180a8fa70 (__TEXT,__text) external _voucher_mach_msg_revert
0000000180a8fa14 (__TEXT,__text) external _voucher_mach_msg_set
0000000182baf238 (__DATA,__common) external _vprintf_stderr_func
0000000180a8d008 (__TEXT,__text) external _wait4
0000000180a8f6b4 (__TEXT,__text) external _waitid
0000000180a8d034 (__TEXT,__text) external _waitid$NOCANCEL
0000000180a9f678 (__TEXT,__text) external _work_interval_copy_port
0000000180a9ef7c (__TEXT,__text) external _work_interval_create
0000000180a9f458 (__TEXT,__text) external _work_interval_destroy
0000000180a9f064 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000180a9f1d0 (__TEXT,__text) external _work_interval_instance_alloc
0000000180a9f228 (__TEXT,__text) external _work_interval_instance_clear
0000000180a9f3d8 (__TEXT,__text) external _work_interval_instance_finish
0000000180a9f23c (__TEXT,__text) external _work_interval_instance_free
0000000180a9f2f4 (__TEXT,__text) external _work_interval_instance_get_complexity
0000000180a9f2c4 (__TEXT,__text) external _work_interval_instance_get_deadline
0000000180a9f2dc (__TEXT,__text) external _work_interval_instance_get_finish
0000000180a9f30c (__TEXT,__text) external _work_interval_instance_get_id
0000000180a9f2ac (__TEXT,__text) external _work_interval_instance_get_start
0000000180a9f314 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
0000000180a9f2a4 (__TEXT,__text) external _work_interval_instance_set_complexity
0000000180a9f294 (__TEXT,__text) external _work_interval_instance_set_deadline
0000000180a9f29c (__TEXT,__text) external _work_interval_instance_set_finish
0000000180a9f28c (__TEXT,__text) external _work_interval_instance_set_start
0000000180a9f330 (__TEXT,__text) external _work_interval_instance_start
0000000180a9f380 (__TEXT,__text) external _work_interval_instance_update
0000000180a9f5cc (__TEXT,__text) external _work_interval_join
0000000180a9f624 (__TEXT,__text) external _work_interval_join_port
0000000180a9f664 (__TEXT,__text) external _work_interval_leave
0000000180a9f0f4 (__TEXT,__text) external _work_interval_notify
0000000180a9f170 (__TEXT,__text) external _work_interval_notify_simple
0000000180a8f6e0 (__TEXT,__text) external _write
0000000180a8d0e4 (__TEXT,__text) external _write$NOCANCEL
0000000180a8f70c (__TEXT,__text) external _writev
0000000180a8d110 (__TEXT,__text) external _writev$NOCANCEL
