00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800afcb1f (__TEXT,__text) external _processor_set_policy_disable
00007ff800afca30 (__TEXT,__text) external _processor_set_policy_enable
00007ff800afcfe0 (__TEXT,__text) external _processor_set_stack_usage
00007ff800afc6bb (__TEXT,__text) external _processor_set_statistics
00007ff800afcc0f (__TEXT,__text) external _processor_set_tasks
00007ff800afd315 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800afcd51 (__TEXT,__text) external _processor_set_threads
00007ff800afd45c (__TEXT,__text) external _processor_start
00007ff800aed930 (__TEXT,__text) external _pselect
00007ff800aef541 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800ae5939 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800aedac5 (__TEXT,__text) external _pselect$NOCANCEL
00007ff800adfb04 (__TEXT,__text) external _pthread_getugid_np
00007ff800ae079c (__TEXT,__text) external _pthread_setugid_np
00007ff800ae0460 (__TEXT,__text) external _ptrace
00007ff800ae1a24 (__TEXT,__text) external _pwrite
00007ff800ae0484 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800ae1a3c (__TEXT,__text) external _pwritev
00007ff800ae049c (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800ae5338 (__TEXT,__text) external _quota
00007ff800ae1a54 (__TEXT,__text) external _quotactl
00007ff800ae1a6c (__TEXT,__text) external _read
00007ff800ae04b4 (__TEXT,__text) external _read$NOCANCEL
00007ff800ae1a84 (__TEXT,__text) external _readlink
00007ff800ae1a9c (__TEXT,__text) external _readlinkat
00007ff800ae1ab4 (__TEXT,__text) external _readv
00007ff800ae04cc (__TEXT,__text) external _readv$NOCANCEL
00007ff800ae3810 (__TEXT,__text) external _reboot
00007ff800ae3817 (__TEXT,__text) external _reboot_np
00007ff800aed8fc (__TEXT,__text) external _record_system_event_as_kernel
00007ff800ae0514 (__TEXT,__text) external _recvfrom
00007ff800ae052c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800ae0544 (__TEXT,__text) external _recvmsg
00007ff800ae055c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800ae1acc (__TEXT,__text) external _recvmsg_x
00007ff800ae1ae4 (__TEXT,__text) external _register_uexc_handler
00007ff800ae1afc (__TEXT,__text) external _removexattr
00007ff800aef516 (__TEXT,__text) external _rename
00007ff800ae7c85 (__TEXT,__text) external _rename_ext
00007ff800ae3918 (__TEXT,__text) external _renameat
00007ff800ae7c44 (__TEXT,__text) external _renameatx_np
00007ff800ae7c5b (__TEXT,__text) external _renamex_np
00007ff800ae1b14 (__TEXT,__text) external _revoke
00007ff800aeef14 (__TEXT,__text) external _rmdir
00007ff800ae1b2c (__TEXT,__text) external _searchfs
00007ff800aed901 (__TEXT,__text) external _select
00007ff800ae05d4 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800ae05ec (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800aeda96 (__TEXT,__text) external _select$NOCANCEL
00007ff800ae1b44 (__TEXT,__text) external _sem_close
00007ff800aed1c5 (__TEXT,__text) external _sem_destroy
00007ff800aed1e8 (__TEXT,__text) external _sem_getvalue
00007ff800aed20b (__TEXT,__text) external _sem_init
00007ff800ae0604 (__TEXT,__text) external _sem_open
00007ff800ae1b5c (__TEXT,__text) external _sem_post
00007ff800ae1b74 (__TEXT,__text) external _sem_trywait
00007ff800ae1b8c (__TEXT,__text) external _sem_unlink
00007ff800ae1ba4 (__TEXT,__text) external _sem_wait
00007ff800ae061c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800affb8c (__TEXT,__text) external _semaphore_create
00007ff800affcc6 (__TEXT,__text) external _semaphore_destroy
00007ff800ae564d (__TEXT,__text) external _semaphore_signal
00007ff800ae5652 (__TEXT,__text) external _semaphore_signal_all
00007ff800adef44 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800ae5657 (__TEXT,__text) external _semaphore_signal_thread
00007ff800adef50 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800adef38 (__TEXT,__text) external _semaphore_signal_trap
00007ff800ae5661 (__TEXT,__text) external _semaphore_timedwait
00007ff800ae5672 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800adef80 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800adef74 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800ae565c (__TEXT,__text) external _semaphore_wait
00007ff800ae566d (__TEXT,__text) external _semaphore_wait_signal
00007ff800adef68 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800adef5c (__TEXT,__text) external _semaphore_wait_trap
00007ff800ae0634 (__TEXT,__text) external _semctl
00007ff800ae1bbc (__TEXT,__text) external _semget
00007ff800ae1bd4 (__TEXT,__text) external _semop
00007ff800ae064c (__TEXT,__text) external _semsys
00007ff800ae1bec (__TEXT,__text) external _sendfile
00007ff800ae0694 (__TEXT,__text) external _sendmsg
00007ff800ae06ac (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800ae1c04 (__TEXT,__text) external _sendmsg_x
00007ff800ae06c4 (__TEXT,__text) external _sendto
00007ff800ae06dc (__TEXT,__text) external _sendto$NOCANCEL
00007ff800ae06f4 (__TEXT,__text) external _setattrlist
00007ff800ae1c1c (__TEXT,__text) external _setattrlistat
00007ff800af157b (__TEXT,__text) external _setaudit
00007ff800ae1c34 (__TEXT,__text) external _setaudit_addr
00007ff800ae1c4c (__TEXT,__text) external _setauid
00007ff800ae1c64 (__TEXT,__text) external _setegid
00007ff800ae1c7c (__TEXT,__text) external _seteuid
00007ff800ae1c94 (__TEXT,__text) external _setgid
00007ff800ae1cac (__TEXT,__text) external _setgroups
00007ff800ae58e9 (__TEXT,__text) external _setiopolicy_np
00007ff800ae1cc4 (__TEXT,__text) external _setitimer
00007ff800ae1cdc (__TEXT,__text) external _setpgid
00007ff800ae9bdb (__TEXT,__text) external _setpriority
00007ff800ae1cf4 (__TEXT,__text) external _setprivexec
00007ff800ae5353 (__TEXT,__text) external _setquota
00007ff800ae073c (__TEXT,__text) external _setregid
00007ff800ae0754 (__TEXT,__text) external _setreuid
00007ff800aedc2b (__TEXT,__text) external _setrlimit
00007ff800ae0784 (__TEXT,__text) external _setsgroups_np
00007ff800ae1d0c (__TEXT,__text) external _setsid
00007ff800ae1d24 (__TEXT,__text) external _setsockopt
00007ff800ae1d3c (__TEXT,__text) external _setuid
00007ff800ae07e4 (__TEXT,__text) external _setwgroups_np
00007ff800ae1d54 (__TEXT,__text) external _setxattr
00007ff800aea1ee (__TEXT,__text) external _sfi_get_class_offtime
00007ff800aea20f (__TEXT,__text) external _sfi_process_get_flags
00007ff800aea1ff (__TEXT,__text) external _sfi_process_set_flags
00007ff800aea1dd (__TEXT,__text) external _sfi_set_class_offtime
00007ff800ae085c (__TEXT,__text) external _shm_open
00007ff800ae1d6c (__TEXT,__text) external _shm_unlink
00007ff800ae1d84 (__TEXT,__text) external _shmat
00007ff800ae0874 (__TEXT,__text) external _shmctl
00007ff800ae1d9c (__TEXT,__text) external _shmdt
00007ff800ae1db4 (__TEXT,__text) external _shmget
00007ff800ae088c (__TEXT,__text) external _shmsys
00007ff800ae1dcc (__TEXT,__text) external _shutdown
00007ff800ae1de4 (__TEXT,__text) external _sigpending
00007ff800ae1dfc (__TEXT,__text) external _sigprocmask
00007ff800aeed73 (__TEXT,__text) external _sigsuspend
00007ff800aedc36 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800ae1e14 (__TEXT,__text) external _socket
00007ff800ae1e2c (__TEXT,__text) external _socket_delegate
00007ff800ae0934 (__TEXT,__text) external _socketpair
00007ff800ae9a64 (__TEXT,__text) external _stackshot_capture_with_config
00007ff800ae99e1 (__TEXT,__text) external _stackshot_config_create
00007ff800ae9b88 (__TEXT,__text) external _stackshot_config_dealloc
00007ff800ae9b40 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800ae9ad2 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800ae9adf (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800ae9b0c (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800ae9a52 (__TEXT,__text) external _stackshot_config_set_flags
00007ff800ae9b25 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800ae9a42 (__TEXT,__text) external _stackshot_config_set_pid
00007ff800ae9af4 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800ae1e44 (__TEXT,__text) external _stat
00007ff800ae1e44 (__TEXT,__text) external _stat64
00007ff800ae1e5c (__TEXT,__text) external _statfs
00007ff800ae1e5c (__TEXT,__text) external _statfs64
00007ff8400a5308 (__DATA,__bss) non-external _supported
00007ff800ae1e74 (__TEXT,__text) external _swapon
00007ff800adf040 (__TEXT,__text) external _swtch
00007ff800adf034 (__TEXT,__text) external _swtch_pri
00007ff800ae1e8c (__TEXT,__text) external _symlink
00007ff800ae1ea4 (__TEXT,__text) external _symlinkat
00007ff800ae1ebc (__TEXT,__text) external _sync
00007ff800ae0994 (__TEXT,__text) external _syscall
00007ff800adf04c (__TEXT,__text) external _syscall_thread_switch
00007ff800aea1cc (__TEXT,__text) external _system_get_sfi_window
00007ff800ae1ed4 (__TEXT,__text) external _system_override
00007ff800aea1bb (__TEXT,__text) external _system_set_sfi_window
00007ff800b00913 (__TEXT,__text) external _task_assign
00007ff800b00a12 (__TEXT,__text) external _task_assign_default
00007ff800afe35d (__TEXT,__text) external _task_create
00007ff800b029c6 (__TEXT,__text) external _task_create_identity_token
00007ff800b02c27 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800adee60 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800b028c9 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800adefc8 (__TEXT,__text) external _task_for_pid
00007ff800b0196e (__TEXT,__text) external _task_generate_corpse
00007ff800b00b01 (__TEXT,__text) external _task_get_assignment
00007ff800b01dea (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800b0044d (__TEXT,__text) external _task_get_emulation_vector
00007ff800b02590 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800aff441 (__TEXT,__text) external _task_get_exception_ports
00007ff800b02d16 (__TEXT,__text) external _task_get_exception_ports_info
00007ff800b015ef (__TEXT,__text) external _task_get_mach_voucher
00007ff800afee23 (__TEXT,__text) external _task_get_special_port
00007ff800b00dfe (__TEXT,__text) external _task_get_state
00007ff800b02ae9 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800afe90b (__TEXT,__text) external _task_info
00007ff800b023ea (__TEXT,__text) external _task_inspect
00007ff800ae1eec (__TEXT,__text) external _task_inspect_for_pid
00007ff800b01a91 (__TEXT,__text) external _task_map_corpse_info
00007ff800b0229d (__TEXT,__text) external _task_map_corpse_info_64
00007ff800b0326e (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800adefbc (__TEXT,__text) external _task_name_for_pid
00007ff800b00205 (__TEXT,__text) external _task_policy
00007ff800affefe (__TEXT,__text) external _task_policy_get
00007ff800affdc3 (__TEXT,__text) external _task_policy_set
00007ff800b0148d (__TEXT,__text) external _task_purgable_info
00007ff800ae1f04 (__TEXT,__text) external _task_read_for_pid
00007ff800b02133 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800b01be2 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800b02038 (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800b01f39 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800b073e7 (__TEXT,__text) external _task_restartable_ranges_register
00007ff800b0754b (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800afed3e (__TEXT,__text) external _task_resume
00007ff800b013a8 (__TEXT,__text) external _task_resume2
00007ff800b00108 (__TEXT,__text) external _task_sample
00007ff800ae5690 (__TEXT,__text) external _task_self_
00007ff800adef08 (__TEXT,__text) external _task_self_trap
00007ff800b0307c (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800b00365 (__TEXT,__text) external _task_set_emulation
00007ff800b00594 (__TEXT,__text) external _task_set_emulation_vector
00007ff800b026b5 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800aff33d (__TEXT,__text) external _task_set_exception_ports
00007ff800afeaf3 (__TEXT,__text) external _task_set_info
00007ff800b0172d (__TEXT,__text) external _task_set_mach_voucher
00007ff800b01151 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800b00c24 (__TEXT,__text) external _task_set_policy
00007ff800af0b11 (__TEXT,__text) external _task_set_port_space
00007ff800b00698 (__TEXT,__text) external _task_set_ras_pc
00007ff800afef61 (__TEXT,__text) external _task_set_special_port
00007ff800b00fe8 (__TEXT,__text) external _task_set_state
00007ff800afec59 (__TEXT,__text) external _task_suspend
00007ff800b01285 (__TEXT,__text) external _task_suspend2
00007ff800aff6be (__TEXT,__text) external _task_swap_exception_ports
00007ff800b0182a (__TEXT,__text) external _task_swap_mach_voucher
00007ff800afe4a5 (__TEXT,__text) external _task_terminate
00007ff800b0316b (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800b02f7f (__TEXT,__text) external _task_test_sync_upcall
00007ff800afe58a (__TEXT,__text) external _task_threads
00007ff800b01ce6 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800b00780 (__TEXT,__text) external _task_zone_info
00007ff800ae9fa5 (__TEXT,__text) external _terminate_with_payload
00007ff800ae9f86 (__TEXT,__text) external _terminate_with_reason
00007ff800b03d10 (__TEXT,__text) external _thread_abort
00007ff800b03df5 (__TEXT,__text) external _thread_abort_safely
00007ff800b0509e (__TEXT,__text) external _thread_assign
00007ff800b0519b (__TEXT,__text) external _thread_assign_default
00007ff800b058b4 (__TEXT,__text) external _thread_convert_thread_state
00007ff800aff060 (__TEXT,__text) external _thread_create
00007ff800aff183 (__TEXT,__text) external _thread_create_running
00007ff800b03eda (__TEXT,__text) external _thread_depress_abort
00007ff800af0be6 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800b05280 (__TEXT,__text) external _thread_get_assignment
00007ff800b0450c (__TEXT,__text) external _thread_get_exception_ports
00007ff800b05afb (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800b05535 (__TEXT,__text) external _thread_get_mach_voucher
00007ff800ae79b8 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800b03fbf (__TEXT,__text) external _thread_get_special_port
00007ff800adf004 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800b037f3 (__TEXT,__text) external _thread_get_state
00007ff800b041fc (__TEXT,__text) external _thread_info
00007ff800ae78e5 (__TEXT,__text) external _thread_policy
00007ff800b04ca8 (__TEXT,__text) external _thread_policy_get
00007ff800ae7926 (__TEXT,__text) external _thread_policy_set
00007ff800b03c2b (__TEXT,__text) external _thread_resume
00007ff800b04eb2 (__TEXT,__text) external _thread_sample
00007ff800adeefc (__TEXT,__text) external _thread_self_trap
00007ff800ae1f1c (__TEXT,__text) external _thread_selfcounts
00007ff800b04408 (__TEXT,__text) external _thread_set_exception_ports
00007ff800b05673 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800ae7967 (__TEXT,__text) external _thread_set_policy
00007ff800b040fd (__TEXT,__text) external _thread_set_special_port
00007ff800b039dd (__TEXT,__text) external _thread_set_state
00007ff800b03b46 (__TEXT,__text) external _thread_suspend
00007ff800b04789 (__TEXT,__text) external _thread_swap_exception_ports
00007ff800b05770 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800ae559d (__TEXT,__text) external _thread_switch
00007ff800b033bb (__TEXT,__text) external _thread_terminate
00007ff800af2fdf (__TEXT,__text) external _thread_wire
00007ff800b08a50 (__TEXT,__const) non-external _times_now
00007ff800ae1f34 (__TEXT,__text) external _tracker_action
00007ff800ae1f4c (__TEXT,__text) external _truncate
00007ff800ae1f64 (__TEXT,__text) external _umask
00007ff800ae1f7c (__TEXT,__text) external _undelete
00007ff800ae1f94 (__TEXT,__text) external _ungraftdmg
00007ff800aeed86 (__TEXT,__text) external _unlink
00007ff800ae38f2 (__TEXT,__text) external _unlinkat
00007ff800ae1fac (__TEXT,__text) external _unmount
00007ff800ae1fc4 (__TEXT,__text) external _usrctl
00007ff800ae7815 (__TEXT,__text) external _utimensat
00007ff800ae1fdc (__TEXT,__text) external _utimes
00007ff800ae1ff4 (__TEXT,__text) external _vfs_purge
00007ff800af1073 (__TEXT,__text) external _vm_allocate
00007ff800af30de (__TEXT,__text) external _vm_allocate_cpm
00007ff800b06522 (__TEXT,__text) external _vm_behavior_set
00007ff800b0621f (__TEXT,__text) external _vm_copy
00007ff800af10a2 (__TEXT,__text) external _vm_deallocate
00007ff800b05d64 (__TEXT,__text) external _vm_inherit
00007ff8400a4c38 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400a4c40 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400a4c30 (__DATA,__common) external _vm_kernel_page_size
00007ff800b06790 (__TEXT,__text) external _vm_machine_attribute
00007ff800af12fa (__TEXT,__text) external _vm_map
00007ff800b06a35 (__TEXT,__text) external _vm_map_page_query
00007ff800b06436 (__TEXT,__text) external _vm_msync
00007ff8400a4c48 (__DATA,__common) external _vm_page_mask
00007ff8400a4c50 (__DATA,__common) external _vm_page_shift
00007ff8400a4c68 (__DATA,__common) external _vm_page_size
00007ff800ae200c (__TEXT,__text) external _vm_pressure_monitor
00007ff800af10a7 (__TEXT,__text) external _vm_protect
00007ff800af1524 (__TEXT,__text) external _vm_purgable_control
00007ff800af1493 (__TEXT,__text) external _vm_read
00007ff800b05fa2 (__TEXT,__text) external _vm_read_list
00007ff800b0630b (__TEXT,__text) external _vm_read_overwrite
00007ff800b06da3 (__TEXT,__text) external _vm_region_64
00007ff800b06b7e (__TEXT,__text) external _vm_region_recurse_64
00007ff800af1381 (__TEXT,__text) external _vm_remap
00007ff800af140a (__TEXT,__text) external _vm_remap_new
00007ff800af2ed9 (__TEXT,__text) external _vm_wire
00007ff800b06121 (__TEXT,__text) external _vm_write
00007ff800ae20fc (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800ae20e9 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800ae2116 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800ae20d4 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400a4c20 (__DATA,__common) external _vprintf_stderr_func
00007ff800ae0b3c (__TEXT,__text) external _wait4
00007ff800ae2024 (__TEXT,__text) external _waitid
00007ff800ae0b54 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800aef49d (__TEXT,__text) external _work_interval_copy_port
00007ff800aeef2b (__TEXT,__text) external _work_interval_create
00007ff800aef337 (__TEXT,__text) external _work_interval_destroy
00007ff800aef028 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800aef13d (__TEXT,__text) external _work_interval_instance_alloc
00007ff800aef1a5 (__TEXT,__text) external _work_interval_instance_clear
00007ff800aef2cf (__TEXT,__text) external _work_interval_instance_finish
00007ff800aef1b9 (__TEXT,__text) external _work_interval_instance_free
00007ff800aef20d (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800aef1ef (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800aef1fe (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800aef21c (__TEXT,__text) external _work_interval_instance_get_id
00007ff800aef1e0 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800aef221 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800aef1db (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800aef1d1 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800aef1d6 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800aef1cc (__TEXT,__text) external _work_interval_instance_set_start
00007ff800aef23d (__TEXT,__text) external _work_interval_instance_start
00007ff800aef282 (__TEXT,__text) external _work_interval_instance_update
00007ff800aef40f (__TEXT,__text) external _work_interval_join
00007ff800aef456 (__TEXT,__text) external _work_interval_join_port
00007ff800aef48d (__TEXT,__text) external _work_interval_leave
00007ff800aef093 (__TEXT,__text) external _work_interval_notify
00007ff800aef102 (__TEXT,__text) external _work_interval_notify_simple
00007ff800ae203c (__TEXT,__text) external _write
00007ff800ae0bb4 (__TEXT,__text) external _write$NOCANCEL
00007ff800ae2054 (__TEXT,__text) external _writev
00007ff800ae0bcc (__TEXT,__text) external _writev$NOCANCEL
