00007ff8027a6886 (__TEXT,__text) external _NSAddImage
00007ff8027cd5d3 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff8027c4327 (__TEXT,__text) non-external ____ZNK6mach_o6Header10hasSectionE7CStringS1_b_block_invoke
00007ff8027c43bd (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff8027c32e9 (__TEXT,__text) non-external ____ZNK6mach_o6Header13sourceVersionERNS_9Version64E_block_invoke
00007ff8027c3f53 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff8027c3e37 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff8027c2dc4 (__TEXT,__text) non-external ____ZNK6mach_o6Header14hasLoadCommandEj_block_invoke
00007ff8027c39f7 (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff8027c2f82 (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff8027c392e (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff8027c36c8 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff8027c373b (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
00007ff8027c2a6d (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff8027c1b57 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff8027c312e (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff8027c33da (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff8027bfeb9 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff8027c1dfc (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff8027c3dd4 (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff8027c00d4 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff8027c1f40 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff8027c423b (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff8027c1c15 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff8027c2ded (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff8027c1c45 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff8027c1497 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff8027c2d33 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff8027c3228 (__TEXT,__text) non-external ____ZNK6mach_o6Header7getUuidEPh_block_invoke
00007ff8027ca84a (__TEXT,__text) non-external ____ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE_block_invoke
00007ff8027ca54c (__TEXT,__text) non-external ____ZNK6mach_o9Universal5validEy_block_invoke
00007ff8027caa16 (__TEXT,__text) non-external ____ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE_block_invoke
00007ff8027b63ba (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027b63cc (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027b5b68 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027b5dac (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff8027b5dc5 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027b6009 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff8027a8a9b (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff84005d050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d500 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d730 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d8a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005d970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005dd20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005ef70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005f8c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005f988 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005f9b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005fa48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005fad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005eee0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff84005fa78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff84005df90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff84005dfc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ff84005dff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ff84005e020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff84005e050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ff84005e080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ff84005d0f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff84005e0b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff84005e0e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ff84005d110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84005ef10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84005d9d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff84005d770 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84005da00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84005ef40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84005d590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005d7a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005d8d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005d930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005da30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005f8f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005faa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005d300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84005d7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84005da60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff84005d5c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff84005d800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff84005d070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84005f9e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84005d5f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff84005dd50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff84005d830 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff84005d330 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84005d620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84005d860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff84005d660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff84005d360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff84005d690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff84005d6d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff84005f938 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff84005e170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.281
00007ff84005d390 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff84005e1a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.290
00007ff84005e1d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.292
00007ff84005e200 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff84005e230 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00007ff84005d260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff84005d4a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff84005e260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.309
00007ff84005d3c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff84005d700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff84005d3f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff84005fb08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff84005d420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff84005d450 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005fb38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005fb68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff84005d900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff84005da90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff84005dd80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff84005dab0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff84005ddb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff84005fb98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff84005dad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff84005d290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84005d4c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84005d530 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff84005dde0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff84005fbc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff84005daf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff84005db20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff84005db50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff84005db80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff84005dba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff84005de10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff84005d4e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84005d9a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84005fbf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff84005de40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ff84005de70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005fc28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005fc58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84005fc78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff84005fca8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff84005d560 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005fa18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005fcc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff84005fce8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff84005fd08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff84005fd28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff84005dbe0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff84005dc00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff84005dc20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff84005fd48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff84005dc40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005fd68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005fd88 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff84005d0a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff84005dc60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84005fda8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84005dea0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005fdc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005fde8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff84005dc80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84005fe08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84005ded0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff84005fe38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff84005d0c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff84005df00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff84005df30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff84005df60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff84005d130 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005d640 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005d750 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005d950 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005dbc0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005f918 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005d880 (__DATA_CONST,__const) non-external ___block_literal_global.24
00007ff84005d6b0 (__DATA_CONST,__const) non-external ___block_literal_global.27
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8027a5d00 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8027ab0b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff8027c52b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8027ade79 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff8027ad904 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff8027b073e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff8027a763e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00007ff8027cc988 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff8027c2fa9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff8027adf04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff8027cd7f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff8027c9f1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff8027c2868 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff8027ccbc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff8027afa2a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff8027c2c07 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff8027ca791 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
00007ff8027cc818 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff8027adf8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff8027ccfac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff8027c01aa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff8027c8bc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff8027adec3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff8027ad93c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff8027b0788 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff8027adf70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff8027c2fdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff8027adf3c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8027afa74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff8027ae413 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff8027c28d6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff8027cc8ce (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff8027acb60 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff8027acaaa (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff8027ad2b6 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff8027ac749 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff8027ac9e5 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff8027abcd7 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff8027abce6 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.6
00007ff8027ab36a (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff84368f240 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8027a68bf (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8027a6440 (__TEXT,__text) external __dyld_atfork_parent
00007ff8027a642b (__TEXT,__text) external __dyld_atfork_prepare
00007ff8027a68d3 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8027a6fd5 (__TEXT,__text) external __dyld_call_with_writable_tpro_memory
00007ff8027a6d35 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff8027a6d20 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff8027a6d0b (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff8027a6eb5 (__TEXT,__text) external __dyld_dlsym_blocked
00007ff8027a6c10 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff8027a6ce7 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8027a6f15 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff8027a6bef (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8027a6cc3 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff8027a636f (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8027a5f76 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff8027a5d95 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff8027a6fba (__TEXT,__text) external __dyld_for_each_prewarming_range
00007ff8027a6ea0 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff8027a6e8b (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff8027a662d (__TEXT,__text) external __dyld_fork_child
00007ff8027a6c46 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff8027a5ee5 (__TEXT,__text) external __dyld_get_image_header
00007ff8027a695c (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff8027a5ece (__TEXT,__text) external __dyld_get_image_name
00007ff8027a6079 (__TEXT,__text) external __dyld_get_image_slide
00007ff8027a640d (__TEXT,__text) external __dyld_get_image_uuid
00007ff8027a6455 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff8027a5d3b (__TEXT,__text) external __dyld_get_objc_selector
00007ff8027a6b95 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff8027a5d20 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8027a5f11 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8027a6ee5 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff8027a6b07 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8027a6ca8 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff8027a68db (__TEXT,__text) external __dyld_image_containing_address
00007ff8027a5ebc (__TEXT,__text) external __dyld_image_count
00007ff8027a6094 (__TEXT,__text) external __dyld_images_for_addresses
00007ff8027a64a9 (__TEXT,__text) external __dyld_initializer
00007ff8027a5de9 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff8027a6aea (__TEXT,__text) external __dyld_is_objc_constant
00007ff8027a6e71 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff8027a6efa (__TEXT,__text) external __dyld_is_pseudodylib
00007ff8027a6ad5 (__TEXT,__text) external __dyld_launch_mode
00007ff8027a68ab (__TEXT,__text) external __dyld_launched_prebound
00007ff8027a68f6 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff8027a693b (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff8027a6917 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8027a6d4a (__TEXT,__text) external __dyld_lookup_section_info
00007ff8027a6bc5 (__TEXT,__text) external __dyld_objc_class_count
00007ff8027a5cd6 (__TEXT,__text) external __dyld_objc_notify_register
00007ff8027a6c61 (__TEXT,__text) external __dyld_objc_register_callbacks
00007ff8027a6bda (__TEXT,__text) external __dyld_objc_uses_large_shared_cache
00007ff8027a68a3 (__TEXT,__text) external __dyld_present
00007ff8027a88e7 (__TEXT,__text) external __dyld_process_info_create
00007ff8027a924c (__TEXT,__text) external __dyld_process_info_for_each_aot_image
00007ff8027a9213 (__TEXT,__text) external __dyld_process_info_for_each_image
00007ff8027a9285 (__TEXT,__text) external __dyld_process_info_for_each_segment
00007ff8027a913b (__TEXT,__text) external __dyld_process_info_get_aot_cache
00007ff8027a90f6 (__TEXT,__text) external __dyld_process_info_get_cache
00007ff8027a91ab (__TEXT,__text) external __dyld_process_info_get_platform
00007ff8027a90b2 (__TEXT,__text) external __dyld_process_info_get_state
00007ff8027aaf3f (__TEXT,__text) external __dyld_process_info_notify
00007ff8027aaff3 (__TEXT,__text) external __dyld_process_info_notify_main
00007ff8027ab085 (__TEXT,__text) external __dyld_process_info_notify_release
00007ff8027ab058 (__TEXT,__text) external __dyld_process_info_notify_retain
00007ff8027a91d7 (__TEXT,__text) external __dyld_process_info_release
00007ff8027a917f (__TEXT,__text) external __dyld_process_info_retain
00007ff8027a6e56 (__TEXT,__text) external __dyld_pseudodylib_deregister
00007ff8027a6e17 (__TEXT,__text) external __dyld_pseudodylib_deregister_callbacks
00007ff8027a6e32 (__TEXT,__text) external __dyld_pseudodylib_register
00007ff8027a6d6a (__TEXT,__text) external __dyld_pseudodylib_register_callbacks
00007ff8027a6eca (__TEXT,__text) external __dyld_register_dlsym_notifier
00007ff8027a6aba (__TEXT,__text) external __dyld_register_driverkit_main
00007ff8027a5db3 (__TEXT,__text) external __dyld_register_for_bulk_image_loads
00007ff8027a64d2 (__TEXT,__text) external __dyld_register_for_image_loads
00007ff8027a5b20 (__TEXT,__text) external __dyld_register_func_for_add_image
00007ff8027a5f47 (__TEXT,__text) external __dyld_register_func_for_remove_image
00007ff8027a6b3d (__TEXT,__text) external __dyld_shared_cache_contains_path
00007ff8027a6aa5 (__TEXT,__text) external __dyld_shared_cache_is_locally_built
00007ff8027a6a90 (__TEXT,__text) external __dyld_shared_cache_optimized
00007ff8027a6b22 (__TEXT,__text) external __dyld_shared_cache_real_path
00007ff84389ea68 (__DATA,__common) external __dyld_stack_bottom
00007ff8027a6f9c (__TEXT,__text) external __dyld_stack_range
00007ff84389ea60 (__DATA,__common) external __dyld_stack_top
00007ff8027a6c31 (__TEXT,__text) external __dyld_swift_optimizations_version
00007ff8027a6baa (__TEXT,__text) external __dyld_visit_objc_classes
                 (undefined) external __simple_salloc (from libsystem_platform)
                 (undefined) external __simple_sfree (from libsystem_platform)
                 (undefined) external __simple_vsprintf (from libsystem_platform)
00007ff8027a63c0 (__TEXT,__text) external __tlv_atexit
00007ff8027a6ff3 (__TEXT,__text) external __tlv_bootstrap
00007ff8027a697d (__TEXT,__text) non-external (was a private external) __tlv_bootstrap_error
00007ff8027a646c (__TEXT,__text) external __tlv_exit
00007ff8027a6ffb (__TEXT,__text) non-external (was a private external) __tlv_get_addr
                 (undefined) external _abort (from libsystem_c)
                 (undefined) external _abort_report_np (from libsystem_c)
                 (undefined) external _arc4random_uniform (from libsystem_c)
                 (undefined) external _basename (from libsystem_c)
00007ff84389e7dc (__DATA,__data) non-external _bufferSize32
                 (undefined) external _bzero (from libsystem_c)
                 (undefined) external _close (from libsystem_kernel)
                 (undefined) external _closedir (from libsystem_c)
