00007ff8027ec886 (__TEXT,__text) external _NSAddImage
00007ff802813548 (__TEXT,__text) non-external ____ZN6mach_o5Image25makeFunctionVariantFixupsEv_block_invoke
00007ff8027f3d5b (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00007ff8027f3def (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00007ff8027f3fab (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00007ff8027ec295 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00007ff80280ec6b (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE_block_invoke
00007ff80280e914 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke
00007ff80280ebb3 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
00007ff80280b67e (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
00007ff80280b89f (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEyy_block_invoke
00007ff80280b25a (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
00007ff80280be0b (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00007ff80280f1b0 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
00007ff80280ff0a (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
00007ff80280fd2e (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
00007ff80280fe76 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00007ff80281358c (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
00007ff802812a69 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
00007ff802812adf (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.49
00007ff802812c00 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
00007ff802812fe4 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.61
00007ff802812341 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
00007ff80281295b (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.31
00007ff8028129a2 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.34
00007ff8028129bc (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.36
00007ff8028135d3 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00007ff80280a327 (__TEXT,__text) non-external ____ZNK6mach_o6Header10hasSectionE7CStringS1_b_block_invoke
00007ff80280a3bd (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00007ff8028092e9 (__TEXT,__text) non-external ____ZNK6mach_o6Header13sourceVersionERNS_9Version64E_block_invoke
00007ff802809f53 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00007ff802809e37 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00007ff802808dc4 (__TEXT,__text) non-external ____ZNK6mach_o6Header14hasLoadCommandEj_block_invoke
00007ff8028099f7 (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00007ff802808f82 (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00007ff80280992e (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00007ff8028096c8 (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00007ff80280973b (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
00007ff802808a6d (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00007ff802807b57 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00007ff80280912e (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00007ff8028093da (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00007ff802805eb9 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00007ff802807dfc (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00007ff802809dd4 (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00007ff8028060d4 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00007ff802807f40 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00007ff80280a23b (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00007ff802807c15 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00007ff802808ded (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00007ff802807c45 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00007ff802807497 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00007ff802808d33 (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00007ff802809228 (__TEXT,__text) non-external ____ZNK6mach_o6Header7getUuidEPh_block_invoke
00007ff802810848 (__TEXT,__text) non-external ____ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE_block_invoke
00007ff80281054a (__TEXT,__text) non-external ____ZNK6mach_o9Universal5validEy_block_invoke
00007ff802810a14 (__TEXT,__text) non-external ____ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE_block_invoke
00007ff8027fc3ba (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027fc3cc (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00007ff8027fbb68 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027fbdac (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00007ff8027fbdc5 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00007ff8027fc009 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
                 (undefined) weak external ____chkstk_darwin (from libsystem_pthread)
00007ff8027eea9b (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00007ff840058d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840058f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff8400591f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059590 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff840059a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005ac60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b678 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b6a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b738 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005b7c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ff84005abd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ff84005b768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.10
00007ff840059c80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.102
00007ff840059cb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.103
00007ff840059ce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.104
00007ff840059d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.105
00007ff840059d40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ff840059d70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.110
00007ff840058de0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00007ff840059da0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
00007ff840059dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.124
00007ff840058e00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff84005ac00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00007ff8400596c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.14
00007ff840059460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff8400596f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff84005ac30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.15
00007ff840059280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff8400595c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840059720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005b5e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff84005b798 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ff840058ff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8400594c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff840059750 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.17
00007ff8400592b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.18
00007ff8400594f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.19
00007ff840058d60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff84005b6d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.2
00007ff8400592e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.20
00007ff840059a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.21
00007ff840059520 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.22
00007ff840059020 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840059310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840059550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ff840059350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.24
00007ff840059050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ff840059380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.26
00007ff8400593c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff84005b628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.28
00007ff840059e60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.281
00007ff840059080 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00007ff840059e90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.290
00007ff840059ec0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.292
00007ff840059ef0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.297
00007ff840059f20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.299
00007ff840058f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840059190 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00007ff840059f50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.309
00007ff8400590b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff8400593f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ff8400590e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ff84005b7f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00007ff840059110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
00007ff840059140 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005b828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.35
00007ff84005b858 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.37
00007ff8400595f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00007ff840059780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff840059a70 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8400597a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff840059aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff84005b888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00007ff8400597c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.48
00007ff840058f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8400591b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840059220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff840059ad0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff84005b8b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8400597e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff840059810 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ff840059840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff840059870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff840059890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff840059b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8400591d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff840059690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff84005b8e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff840059b30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62
00007ff840059b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005b918 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00007ff84005b948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84005b968 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff84005b998 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.69
00007ff840059250 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005b708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7
00007ff84005b9b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ff84005b9d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ff84005b9f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ff84005ba18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ff8400598d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74
00007ff8400598f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff840059910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff84005ba38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ff840059930 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005ba58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff84005ba78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff840058d90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00007ff840059950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84005ba98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff840059b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005bab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84005bad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff840059970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84005baf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff840059bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff84005bb28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00007ff840058db0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff840059bf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ff840059c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.94
00007ff840059c50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.96
00007ff840058e20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059330 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059440 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059640 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8400598b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff84005b608 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff840059570 (__DATA_CONST,__const) non-external ___block_literal_global.24
00007ff8400593a0 (__DATA_CONST,__const) non-external ___block_literal_global.27
                 (undefined) external ___bzero (from libsystem_platform)
00007ff8027ebd00 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8027f10b0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80280b2b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff8027f3e79 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00007ff8027f3904 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ff8027f673e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00007ff8027ed63e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00007ff802812988 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff802808fa9 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00007ff8027f3f04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff8028137f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80280ff1c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00007ff802808868 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00007ff802812bc8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00007ff8027f5a2a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00007ff802808c07 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00007ff80281078f (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
00007ff802812818 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00007ff8027f3f8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00007ff802812fac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00007ff8028061aa (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_atexit (from libsystem_c)
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00007ff80280ebc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff8027f3ec3 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00007ff8027f393c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ff8027f6788 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00007ff8027f3f70 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff802808fdc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00007ff8027f3f3c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff8027f5a74 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff8027f4413 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00007ff8028088d6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
00007ff8028128ce (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00007ff8027f2b60 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00007ff8027f2aaa (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00007ff8027f32b6 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00007ff8027f2749 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00007ff8027f29e5 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00007ff8027f1cd7 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00007ff8027f1ce6 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.6
00007ff8027f136a (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00007ff843660280 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00007ff8027ec8bf (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00007ff8027ec440 (__TEXT,__text) external __dyld_atfork_parent
00007ff8027ec42b (__TEXT,__text) external __dyld_atfork_prepare
00007ff8027ec8d3 (__TEXT,__text) external __dyld_bind_fully_image_containing_address
00007ff8027ecfd5 (__TEXT,__text) external __dyld_call_with_writable_tpro_memory
00007ff8027ecd35 (__TEXT,__text) external __dyld_dlopen_atfork_child
00007ff8027ecd20 (__TEXT,__text) external __dyld_dlopen_atfork_parent
00007ff8027ecd0b (__TEXT,__text) external __dyld_dlopen_atfork_prepare
00007ff8027eceb5 (__TEXT,__text) external __dyld_dlsym_blocked
00007ff8027ecc10 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
00007ff8027ecce7 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
00007ff8027ecf15 (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
00007ff8027ecbef (__TEXT,__text) external __dyld_find_protocol_conformance
00007ff8027eccc3 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
00007ff8027ec36f (__TEXT,__text) external __dyld_find_unwind_sections
00007ff8027ebf76 (__TEXT,__text) external __dyld_for_each_objc_class
00007ff8027ebd95 (__TEXT,__text) external __dyld_for_each_objc_protocol
00007ff8027ecfba (__TEXT,__text) external __dyld_for_each_prewarming_range
00007ff8027ecea0 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
00007ff8027ece8b (__TEXT,__text) external __dyld_for_objc_header_opt_rw
00007ff8027ec62d (__TEXT,__text) external __dyld_fork_child
00007ff8027ecc46 (__TEXT,__text) external __dyld_get_dlopen_image_header
00007ff8027ebee5 (__TEXT,__text) external __dyld_get_image_header
00007ff8027ec95c (__TEXT,__text) external __dyld_get_image_header_containing_address
00007ff8027ebece (__TEXT,__text) external __dyld_get_image_name
00007ff8027ec079 (__TEXT,__text) external __dyld_get_image_slide
00007ff8027ec40d (__TEXT,__text) external __dyld_get_image_uuid
00007ff8027ec455 (__TEXT,__text) external __dyld_get_image_vmaddr_slide
00007ff8027ebd3b (__TEXT,__text) external __dyld_get_objc_selector
00007ff8027ecb95 (__TEXT,__text) external __dyld_get_prog_image_header
00007ff8027ebd20 (__TEXT,__text) external __dyld_get_shared_cache_range
00007ff8027ebf11 (__TEXT,__text) external __dyld_get_shared_cache_uuid
00007ff8027ecee5 (__TEXT,__text) external __dyld_get_swift_prespecialized_data
00007ff8027ecb07 (__TEXT,__text) external __dyld_has_fix_for_radar
00007ff8027ecca8 (__TEXT,__text) external __dyld_has_preoptimized_swift_protocol_conformances
00007ff8027ec8db (__TEXT,__text) external __dyld_image_containing_address
00007ff8027ebebc (__TEXT,__text) external __dyld_image_count
00007ff8027ec094 (__TEXT,__text) external __dyld_images_for_addresses
00007ff8027ec4a9 (__TEXT,__text) external __dyld_initializer
00007ff8027ebde9 (__TEXT,__text) external __dyld_is_memory_immutable
00007ff8027ecaea (__TEXT,__text) external __dyld_is_objc_constant
00007ff8027ece71 (__TEXT,__text) external __dyld_is_preoptimized_objc_image_loaded
00007ff8027ecefa (__TEXT,__text) external __dyld_is_pseudodylib
00007ff8027ecad5 (__TEXT,__text) external __dyld_launch_mode
00007ff8027ec8ab (__TEXT,__text) external __dyld_launched_prebound
00007ff8027ec8f6 (__TEXT,__text) external __dyld_lookup_and_bind
00007ff8027ec93b (__TEXT,__text) external __dyld_lookup_and_bind_fully
00007ff8027ec917 (__TEXT,__text) external __dyld_lookup_and_bind_with_hint
00007ff8027ecd4a (__TEXT,__text) external __dyld_lookup_section_info
00007ff8027ecbc5 (__TEXT,__text) external __dyld_objc_class_count
00007ff8027ebcd6 (__TEXT,__text) external __dyld_objc_notify_register
00007ff8027ecc61 (__TEXT,__text) external __dyld_objc_register_callbacks
