000000019fc66600 (__TEXT,__text) non-external +[AMFI isAvailable]
000000019fc5d288 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
000000019fc5cc80 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
000000019fc5d030 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
000000019fc5fba0 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
000000019fc5cd64 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
000000019fc5ca58 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
000000019fc5f830 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
000000019fc5fddc (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
000000019fc5c904 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
000000019fc53b74 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
000000019fc5d1d8 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
000000019fc5ad28 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
000000019fc5fcd8 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
000000019fc5ac00 (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
000000019fc5ac1c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.82
000000019fc5ce4c (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
000000019fc5f9cc (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
000000019fc5af28 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
000000019fc66324 (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
000000019fc61744 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019fc61754 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019fc61a7c (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
000000019fc61b34 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.18
000000019fc68dac (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d2b9d318 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d2b9d340 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d2b9d360 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d2b9d2f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d2b9d380 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dbc1e400 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dbc1e550 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dbc1e5b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dbc1e4f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dbc1ded0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dbc1e1e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dbc1dfa0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e140 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dbc1df70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dbc1de70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dbc1e330 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e460 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dbc1e3d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dbc1e580 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dbc1e520 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dbc1e170 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc1dea0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dbc1e000 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e430 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dbc1e490 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dbc1dfd0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dbc1df40 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dbc1e4c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dbc1e030 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dbc1e380 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dbc1df00 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1df20 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e060 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e120 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e1a0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e2f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e360 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e3b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e5e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dbc1e0c0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dbc1e1c0 (__AUTH_CONST,__const) non-external ___block_literal_global.105
00000001dbc1e210 (__AUTH_CONST,__const) non-external ___block_literal_global.112
00000001dbc1e230 (__AUTH_CONST,__const) non-external ___block_literal_global.114
00000001dbc1e250 (__AUTH_CONST,__const) non-external ___block_literal_global.117
00000001dbc1e270 (__AUTH_CONST,__const) non-external ___block_literal_global.120
00000001dbc1e290 (__AUTH_CONST,__const) non-external ___block_literal_global.123
00000001dbc1e2b0 (__AUTH_CONST,__const) non-external ___block_literal_global.126
00000001dbc1e2d0 (__AUTH_CONST,__const) non-external ___block_literal_global.129
00000001dbc1e0e0 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dbc1e100 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dbc1e080 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dbc1e600 (__AUTH_CONST,__const) non-external ___block_literal_global.55
00000001dbc1e0a0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dbc1e310 (__AUTH_CONST,__const) non-external ___block_literal_global.85
000000019fc618d8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
000000019fc61b54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
000000019fc663c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
000000019fc6182c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
000000019fc54714 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
000000019fc5af54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
000000019fc5c920 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
000000019fc582f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
000000019fc63f7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
000000019fc5f9ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
000000019fc540a0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
000000019fc53bbc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
000000019fc663d4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
000000019fc6187c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
000000019fc5471c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
000000019fc61ba4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
000000019fc5af9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
000000019fc58348 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
000000019fc5fa38 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
000000019fc540e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
000000019fc53bc8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
000000019fc6175c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
000000019fc618c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
000000019fc68cf4 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
000000019fc66530 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
000000019fc5f62c (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
000000019fc660fc (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
000000019fc581e4 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
000000019fc57ccc (__TEXT,__text) non-external ___scanForBundles_block_invoke
000000019fc67eac (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d6f9ec38 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ee50 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9ee88 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9efb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9f0a0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00000001d6f9eea0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00000001d6f9eeb0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.116
00000001d6f9ec68 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.119
00000001d6f9eec8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.125
00000001d6f9eed0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.134
00000001d6f9eca8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.137
00000001d6f9eed8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.140
00000001d6f9eee0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.142
00000001d6f9ef20 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.143
00000001d6f9ef60 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.208
00000001d6f9ecd0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.211
00000001d6f9ed30 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.212
00000001d6f9ed90 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.267
00000001d6f9edd8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.268
00000001d6f9ee20 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.290
00000001d6f9ee38 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.291
00000001d6f9ee90 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.80
00000001d6f9ee98 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.89
00000001d6f9ec48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.92
                 (undefined) external _abort_report_np (from libSystem)
000000019fc65bec (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
000000019fc6cf6d (__TEXT,__dlopen_cstrs) non-external _audit_stringAppleMobileFileIntegrity
                 (undefined) external _bzero (from libSystem)
000000019fc5d2fc (__TEXT,__text) external _calculateTotalPathSize
000000019fc65b20 (__TEXT,__text) external _checkBOOLSetting
000000019fc58974 (__TEXT,__text) external _checkPathQuarantineState
000000019fc68208 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
000000019fc588d4 (__TEXT,__text) external _checkURLQuarantineState
000000019fc557e4 (__TEXT,__text) external _copyAdhocSignatureHash
000000019fc672c4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
000000019fc674c0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
000000019fc674f4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
000000019fc67528 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
000000019fc6755c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
000000019fc675b8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
000000019fc675ec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
000000019fc67670 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
000000019fc676cc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
000000019fc67728 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
000000019fc67320 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
000000019fc67354 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
000000019fc67388 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
000000019fc673bc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
000000019fc673f0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
000000019fc67424 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
000000019fc67458 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
000000019fc6748c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
000000019fc57260 (__TEXT,__text) external _copyBootUUID
000000019fc67d3c (__TEXT,__text) non-external _copyBootUUID.cold.1
000000019fc56910 (__TEXT,__text) external _copyBundleID
000000019fc67a44 (__TEXT,__text) non-external _copyBundleID.cold.1
000000019fc56a10 (__TEXT,__text) external _copyBundleIDFromURL
000000019fc56c38 (__TEXT,__text) external _copyBundleVersion
000000019fc67afc (__TEXT,__text) non-external _copyBundleVersion.cold.1
000000019fc56b38 (__TEXT,__text) external _copyBundleVersionShort
000000019fc67aa0 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
000000019fc56aa4 (__TEXT,__text) external _copyBundleVersionShortFromURL
000000019fc56258 (__TEXT,__text) external _copyCdhash
000000019fc67784 (__TEXT,__text) non-external _copyCdhash.cold.1
000000019fc677b8 (__TEXT,__text) non-external _copyCdhash.cold.2
000000019fc677ec (__TEXT,__text) non-external _copyCdhash.cold.3
000000019fc561d0 (__TEXT,__text) external _copyCdhashFromKextURL
000000019fc65cfc (__TEXT,__text) external _copyCodeSigningInfo
000000019fc57064 (__TEXT,__text) external _copyDeveloperName
000000019fc67bb4 (__TEXT,__text) non-external _copyDeveloperName.cold.1
000000019fc67c18 (__TEXT,__text) non-external _copyDeveloperName.cold.2
000000019fc67c7c (__TEXT,__text) non-external _copyDeveloperName.cold.3
000000019fc67ce0 (__TEXT,__text) non-external _copyDeveloperName.cold.4
000000019fc66158 (__TEXT,__text) external _copyEntitlements
000000019fc563d8 (__TEXT,__text) external _copyLegacyCdhash
000000019fc548c8 (__TEXT,__text) external _copyLegacyDeveloperName
000000019fc58618 (__TEXT,__text) external _copySecureTimestamp
000000019fc68148 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
000000019fc5741c (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
000000019fc56830 (__TEXT,__text) external _copySigningID
000000019fc679e8 (__TEXT,__text) non-external _copySigningID.cold.1
000000019fc5663c (__TEXT,__text) external _copyTeamIdentifier
000000019fc6798c (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
000000019fc56454 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
000000019fc67848 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
000000019fc678b4 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
000000019fc56574 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
000000019fc67920 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
000000019fc56d38 (__TEXT,__text) external _copyUnstagedURL
000000019fc67b58 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
000000019fc557dc (__TEXT,__text) external _createCodeReference
000000019fc556b4 (__TEXT,__text) non-external _createCodeReferenceHelper
000000019fc671a4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
000000019fc67234 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
000000019fc556ac (__TEXT,__text) external _createCodeReferenceQuiet
000000019fc555d4 (__TEXT,__text) external _createHexStringFromData
000000019fc62124 (__TEXT,__text) non-external _createMigrationManifest
000000019fc68e4c (__TEXT,__text) non-external _createMigrationManifest.cold.1
000000019fc65c4c (__TEXT,__text) external _createSecStaticCodeForURL
000000019fc69198 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
000000019fc65adc (__TEXT,__text) external _createSystemPolicyDefaults
000000019fc56e5c (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d6f9f130 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d6f9f138 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000019fc61210 (__TEXT,__text) external _doBooleanXPCFunction
000000019fc61494 (__TEXT,__text) external _doBooleanXPCFunctionSilent
000000019fc6149c (__TEXT,__text) external _doObjectXPCFunction
00000001d6f9f0e8 (__DATA,__bss) non-external _exec.sLog
00000001d6f9f0e0 (__DATA,__bss) non-external _exec.sLogInit
000000019fc5d3d0 (__TEXT,__text) external _fileExists
000000019fc5d44c (__TEXT,__text) external _fileIsSymlink
000000019fc5e480 (__TEXT,__text) external _findContainingBundle
000000019fc57684 (__TEXT,__text) external _findFirstSubdirectoryURL
000000019fc5ee7c (__TEXT,__text) external _findOuterMostBundle
000000019fc5f594 (__TEXT,__text) external _findOuterMostBundleWithFilter
000000019fc5e650 (__TEXT,__text) external _findScanTargetByPath
000000019fc5eaa4 (__TEXT,__text) external _findTopAppBundle
000000019fc5e5c0 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
000000019fc592c8 (__TEXT,__text) non-external _fsEventCallback
00000001d6f9f0c8 (__DATA,__bss) non-external _generic.sLog
00000001d6f9f0c0 (__DATA,__bss) non-external _generic.sLogInit
000000019fc6643c (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d6f9f148 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d6f9f0b0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d6f9f0b8 (__DATA,__bss) non-external _getAllowedPaths.once
000000019fc56724 (__TEXT,__text) external _getDictionaryValue
000000019fc5ed54 (__TEXT,__text) external _getVolumePrefix
000000019fc68808 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
000000019fc5e42c (__TEXT,__text) non-external _globalBundleSuffixes
00000001d6f9f128 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d6f9f120 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
000000019fc574b4 (__TEXT,__text) external _hasCodeRequirementString
000000019fc67df4 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
000000019fc6bcab (__TEXT,__cstring) non-external _hexString.nibble
000000019fc58c28 (__TEXT,__text) external _historyEntriesContainPolicyMatch
000000019fc58a68 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
000000019fc575c4 (__TEXT,__text) external _isAdhocSignature
000000019fc67e50 (__TEXT,__text) non-external _isAdhocSignature.cold.1
000000019fc5548c (__TEXT,__text) external _isAppleInternalMachine
000000019fc57584 (__TEXT,__text) external _isAppleSignedCode
000000019fc5838c (__TEXT,__text) external _isCodelessKext
000000019fc67f10 (__TEXT,__text) non-external _isCodelessKext.cold.1
000000019fc618e8 (__TEXT,__text) external _isConnectionEntitled
000000019fc68d50 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
000000019fc554b0 (__TEXT,__text) external _isDarwinOSEnvironment
000000019fc575b4 (__TEXT,__text) external _isDeveloperIDKextSignedCode
000000019fc575a4 (__TEXT,__text) external _isDeveloperIDSignedCode
000000019fc554bc (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
000000019fc57430 (__TEXT,__text) external _isKernelExtensionShippedWithOS
000000019fc57428 (__TEXT,__text) external _isKernelExtensionSystemRequired
000000019fc586f8 (__TEXT,__text) external _isKextAllowedWithoutNotarization
000000019fc681a4 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
000000019fc55420 (__TEXT,__text) external _isKextSecurityDisabledMachine
000000019fc57594 (__TEXT,__text) external _isMacAppStoreSignedCode
000000019fc61ca0 (__TEXT,__text) non-external _isMigrationManifestUpToDate
000000019fc58448 (__TEXT,__text) external _isNotarizedKext
000000019fc67f74 (__TEXT,__text) non-external _isNotarizedKext.cold.1
000000019fc68020 (__TEXT,__text) non-external _isNotarizedKext.cold.2
000000019fc680b4 (__TEXT,__text) non-external _isNotarizedKext.cold.3
000000019fc55444 (__TEXT,__text) external _isSIPDisabledMachine
000000019fc55468 (__TEXT,__text) external _isSKELDisabledMachine
000000019fc5e20c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00000001d6f9f0d8 (__DATA,__bss) non-external _kext.sLog
00000001d6f9f0d0 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _malloc (from libSystem)
00000001d6f9f0f8 (__DATA,__bss) non-external _measurements.sLog
00000001d6f9f0f0 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
000000019fc5e194 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
