00007ffb43603ea8 (__DATA,__data) non-external _.compoundliteral
00007ffb083b29a8 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffb083512e8 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffb083e6f60 (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffb0839b708 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffb083ac1bd (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffb083ac174 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffb083b3e00 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffb083b3dbd (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffb083b3de0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffb083b3dd7 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffb083b3e0d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffb083b3dca (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffb083b3df0 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffb083b3d19 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffb083b3d47 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffb083b3d0f (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffb083b3cf3 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffb083b3d2d (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffb083b3d23 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffb083b3d55 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffb083b3d01 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffb083b3d3a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffb083b26ec (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffb0837f723 (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffb0837f5d9 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffb0837f66f (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffb083d44fd (__TEXT,__text) non-external _glpVecFromValue
00007ffb084087f6 (__TEXT,__text) external _glpVertexStateToPPStream
00007ffb083f7e5c (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffb083f7798 (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffb083f78c7 (__TEXT,__text) non-external _glpWriteClampSat
00007ffb083f7936 (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffb083faec4 (__TEXT,__text) non-external _glpWriteOperandSize
00007ffb083b37d8 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffb083b37e2 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffb083f7200 (__TEXT,__text) non-external _glpWriteSizeType
00007ffb083fae39 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffb083f7279 (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffb083a0fce (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffb083a0f50 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffb082cc14b (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffb0834e228 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffb0834e2ff (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffb0834f1a7 (__TEXT,__text) external _glsmCreateBuffer
00007ffb0834f003 (__TEXT,__text) external _glsmCreateSampler
00007ffb0834e1c0 (__TEXT,__text) external _glsmCreateTexture
00007ffb0834f1e8 (__TEXT,__text) external _glsmDestroyBuffer
00007ffb0834f046 (__TEXT,__text) external _glsmDestroySampler
00007ffb0834e2d0 (__TEXT,__text) external _glsmDestroyTexture
00007ffb0834e260 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffb0834e825 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffb0834ee0b (__TEXT,__text) external _glsmLoadTextureStructure
00007ffb0834e61f (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffb0834f050 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffb082cc954 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffb082cfb0c (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffb082fa6d0 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffb082faac0 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffb08348970 (__TEXT,__text) external _glvmCopyAttributes
00007ffb082cc974 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffb082cc9e8 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffb082cc994 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffb082cca88 (__TEXT,__text) external _glvmGetConstants
00007ffb084257b0 (__TEXT,__text) non-external _glvmGetConstants.cold.1
00007ffb0831caa0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffb082cc3cc (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffb0831d320 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffb082cc8e4 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffb0831c0c0 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffb0833c2b0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffb08339130 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffb08340010 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffb0833c9f0 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffb0834c560 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffb08348bf0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffb08344ff0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffb083416a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffb08338860 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffb08334f00 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffb08300d00 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffb082fc9a0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffb0830c550 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffb08311b80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffb08316a70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffb083156b0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffb08308740 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffb082fd5e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffb082fad70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffb083d4759 (__TEXT,__text) non-external _glvmOp
00007ffb0831eab0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffb08330250 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffb0831ec40 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffb08326520 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffb0831edd0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffb0832f9d0 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffb08326670 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffb0831ef50 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffb0831ea40 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffb0831ea00 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffb0831ea30 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffb08330110 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffb0831f0d0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffb08330390 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffb0831f260 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffb083266b0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffb0832e490 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffb08332850 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffb08332360 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffb0831f460 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffb0832af50 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffb0832aed0 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffb0832fd10 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffb0831f6c0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffb0832fe90 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffb083452e0 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffb08326480 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffb083264b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffb0831f910 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffb08327800 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffb08326a40 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffb08326f40 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffb083272b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffb08327470 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffb08327690 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffb0832d1c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffb08327760 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffb08338ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffb0833c7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffb08348990 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffb08341450 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffb08334c80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffb08340cd0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffb083411b0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffb08340f40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffb0831f950 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffb0831fcf0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffb0831ffd0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffb08330ad0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffb083307c0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffb0832b780 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffb08332b60 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffb08333060 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffb08320380 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffb083205e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffb08330790 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffb082f3980 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffb083264e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffb083336e0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffb08333730 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffb08333920 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffb08325120 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffb083304d0 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffb083305e0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffb082f39a0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffb082f39e0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffb083482a0 (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00007ffb08330d40 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffb08320940 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffb08320ce0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffb08320fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffb0832e580 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffb083214f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffb08321710 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffb0832bc40 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffb0832bf60 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffb08327be0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffb08327fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffb083283e0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffb083283f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffb08321a10 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffb08328bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffb083320d0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffb08321a90 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffb08321ad0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffb08321f20 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffb0832fa10 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffb08328d10 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffb08331220 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffb08331060 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffb08332070 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffb08331a90 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffb08331d90 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffb08328d50 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffb08324a30 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffb08324a70 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffb08324a80 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffb082f3990 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffb083292e0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffb0832c070 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffb0832ea90 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffb0832ed10 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffb08324d80 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffb0831e9a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffb08326230 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffb08329730 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffb08329820 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffb08329c30 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffb08329c50 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffb08329ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffb0832fa90 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffb0832fb60 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffb08325580 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffb0832fd50 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffb0832a180 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffb0832a420 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffb0832ce20 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffb0832a6b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffb083257c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffb08325990 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffb0833c5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffb08340310 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffb08333ac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffb0832aab0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffb0832aad0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffb0832d250 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffb083456a0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffb08325ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffb0832ffd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffb082f3870 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffb082f3680 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffb082f3770 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffb08330760 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffb0832f750 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffb083316b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffb08331170 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffb083320a0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffb08331c40 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffb08331f40 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffb0832fa50 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffb0832ac20 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffb0832ae90 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffb0831ea50 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffb0831df20 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffb0831e2b0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffb082f3790 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffb082f35b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffb082f3900 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffb082f36a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffb082f3950 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffb082f3510 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffb082f3530 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffb082f38b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffb082f3590 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffb082f34d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffb082f3890 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffb082f3580 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffb08348310 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffb08345890 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffb082f4030 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffb082f6be0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffb082f39f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffb082f40f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffb082f6630 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffb082f84d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffb082f8600 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffb082f3be0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffb082f3ce0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffb082f3d50 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffb082f3f20 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffb082f66b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffb082f87a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffb082f8b00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffb082f8f80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffb082f2850 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffb082f2720 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffb082d0b70 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffb082d71a0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffb082d8720 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffb082f2760 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffb08338730 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0833c180 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0833fee0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb08344ec0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0834c430 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb082cf00c (__TEXT,__text) external _glvmSetTextureFormat
00007ffb082fa400 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffb08304150 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffb08307bc0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffb0830eaa0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffb083138e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffb08318c50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffb08315d80 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffb08309b60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffb083103a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffb083147d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffb0831a110 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffb083163f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffb0830ad80 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffb083023e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffb08304b40 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffb082d0a84 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffb082d0ae8 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffb082fa4a0 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffb082cfe08 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffb0833f9c0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffb08344770 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffb08337e60 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffb42ee9bb0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffb42ee9ba0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffb083a277f (__TEXT,__text) non-external _handleResetPost
00007ffb083a271f (__TEXT,__text) non-external _handleResetPre
00007ffb083a82c0 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffb083b09e9 (__TEXT,__text) non-external _include_str_getch
00007ffb083b0abe (__TEXT,__text) non-external _include_str_ungetch
00007ffb083a7aca (__TEXT,__text) non-external _initAggregateType
00007ffb08355884 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffb083d6773 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffb0839176e (__TEXT,__text) non-external _inputForOutput
00007ffb08404164 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffb0840415b (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffb08387155 (__TEXT,__text) non-external _isBuiltinName
00007ffb0838b616 (__TEXT,__text) non-external _isBuiltinName
00007ffb083f214a (__TEXT,__text) non-external _iterateQualifiers
00007ffb083b18f9 (__TEXT,__text) non-external _lAddByte
00007ffb083b1177 (__TEXT,__text) non-external _lFloatConst
00007ffb083b17cf (__TEXT,__text) non-external _lNewBlock
00007ffb083b1e7c (__TEXT,__text) non-external _lReadByte
00007ffb083acde0 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffb083d2b6f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffb082c14bf (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffb082c1533 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffb082c1638 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffb082c16b4 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffb082c1480 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffb082c1626 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffb082c159b (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffb082c14c5 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffb082c152d (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffb082c14b9 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffb082c16c5 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffb082c1477 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
