00000000000381d0 (__DATA,__data) external _NDR_record
000000000000e8e4 (__TEXT,__text) external _quota
0000000000006f9c (__TEXT,__text) external _quotactl
0000000000001f94 (__TEXT,__text) external _read
00000000000031e4 (__TEXT,__text) external _read$NOCANCEL
0000000000003650 (__TEXT,__text) external _readlink
000000000002af48 (__TEXT,__text) external _readlinkat
000000000002af70 (__TEXT,__text) external _readv
0000000000029e74 (__TEXT,__text) external _readv$NOCANCEL
000000000000777c (__TEXT,__text) non-external (was a private external) _realloc
000000000000c630 (__TEXT,__text) non-external (was a private external) _reallocf
000000000000e2e0 (__TEXT,__text) external _reboot
000000000000e2e8 (__TEXT,__text) external _reboot_np
0000000000005624 (__TEXT,__text) external _recvfrom
0000000000005508 (__TEXT,__text) external _recvfrom$NOCANCEL
0000000000005978 (__TEXT,__text) external _recvmsg
0000000000029ec4 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000002af98 (__TEXT,__text) external _recvmsg_x
000000000002afc0 (__TEXT,__text) external _register_uexc_handler
0000000000005e20 (__TEXT,__text) external _removexattr
0000000000004cc8 (__TEXT,__text) external _rename
00000000000100cc (__TEXT,__text) external _rename_ext
000000000000e370 (__TEXT,__text) external _renameat
0000000000010060 (__TEXT,__text) external _renameatx_np
000000000001008c (__TEXT,__text) external _renamex_np
000000000002afe8 (__TEXT,__text) external _revoke
0000000000004d30 (__TEXT,__text) external _rmdir
000000000002b010 (__TEXT,__text) external _searchfs
0000000000005714 (__TEXT,__text) external _select
000000000000b0b8 (__TEXT,__text) external _select$DARWIN_EXTSN
00000000000054e0 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00000000000054b4 (__TEXT,__text) external _select$NOCANCEL
0000000000009c74 (__TEXT,__text) external _sem_close
00000000000139b0 (__TEXT,__text) external _sem_destroy
00000000000139d0 (__TEXT,__text) external _sem_getvalue
00000000000139f0 (__TEXT,__text) external _sem_init
0000000000015a98 (__TEXT,__text) external _sem_open
000000000002b038 (__TEXT,__text) external _sem_post
000000000002b060 (__TEXT,__text) external _sem_trywait
000000000002b088 (__TEXT,__text) external _sem_unlink
000000000002b0b0 (__TEXT,__text) external _sem_wait
0000000000029f3c (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000004044 (__TEXT,__text) external _semaphore_create
00000000000043d8 (__TEXT,__text) external _semaphore_destroy
00000000000041a8 (__TEXT,__text) external _semaphore_signal
000000000000e9b4 (__TEXT,__text) external _semaphore_signal_all
000000000000142c (__TEXT,__text) external _semaphore_signal_all_trap
000000000000e9b8 (__TEXT,__text) external _semaphore_signal_thread
0000000000001438 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000001420 (__TEXT,__text) external _semaphore_signal_trap
0000000000005bf0 (__TEXT,__text) external _semaphore_timedwait
000000000000e9c0 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000001468 (__TEXT,__text) external _semaphore_timedwait_signal_trap
000000000000145c (__TEXT,__text) external _semaphore_timedwait_trap
00000000000041a4 (__TEXT,__text) external _semaphore_wait
000000000000e9bc (__TEXT,__text) external _semaphore_wait_signal
0000000000001450 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000001444 (__TEXT,__text) external _semaphore_wait_trap
0000000000015b0c (__TEXT,__text) external _semctl
000000000002b0d8 (__TEXT,__text) external _semget
000000000002b100 (__TEXT,__text) external _semop
0000000000015aec (__TEXT,__text) external _semsys
000000000002b128 (__TEXT,__text) external _sendfile
000000000000690c (__TEXT,__text) external _sendmsg
0000000000005558 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000002b150 (__TEXT,__text) external _sendmsg_x
00000000000055fc (__TEXT,__text) external _sendto
000000000000548c (__TEXT,__text) external _sendto$NOCANCEL
000000000000480c (__TEXT,__text) external _setattrlist
000000000002b178 (__TEXT,__text) external _setattrlistat
0000000000015fec (__TEXT,__text) external _setaudit
000000000002b1a0 (__TEXT,__text) external _setaudit_addr
000000000002b1c8 (__TEXT,__text) external _setauid
0000000000009a38 (__TEXT,__text) external _setegid
0000000000009a10 (__TEXT,__text) external _seteuid
00000000000097a8 (__TEXT,__text) external _setgid
000000000002b1f0 (__TEXT,__text) external _setgroups
00000000000082f4 (__TEXT,__text) external _setiopolicy_np
0000000000008e70 (__TEXT,__text) external _setitimer
000000000000b988 (__TEXT,__text) external _setpgid
0000000000008988 (__TEXT,__text) external _setpriority
000000000002b218 (__TEXT,__text) external _setprivexec
000000000000e8fc (__TEXT,__text) external _setquota
0000000000029fb4 (__TEXT,__text) external _setregid
0000000000029fdc (__TEXT,__text) external _setreuid
0000000000003e2c (__TEXT,__text) external _setrlimit
000000000002a004 (__TEXT,__text) external _setsgroups_np
0000000000008fe0 (__TEXT,__text) external _setsid
000000000000543c (__TEXT,__text) external _setsockopt
00000000000097d0 (__TEXT,__text) external _setuid
000000000002a07c (__TEXT,__text) external _setwgroups_np
0000000000004ab4 (__TEXT,__text) external _setxattr
00000000000110f8 (__TEXT,__text) external _sfi_get_class_offtime
0000000000011120 (__TEXT,__text) external _sfi_process_get_flags
000000000001110c (__TEXT,__text) external _sfi_process_set_flags
0000000000009cc4 (__TEXT,__text) external _sfi_set_class_offtime
0000000000015ab4 (__TEXT,__text) external _shm_open
000000000002b240 (__TEXT,__text) external _shm_unlink
000000000002b268 (__TEXT,__text) external _shmat
000000000002a144 (__TEXT,__text) external _shmctl
000000000002b290 (__TEXT,__text) external _shmdt
000000000002b2b8 (__TEXT,__text) external _shmget
0000000000015b28 (__TEXT,__text) external _shmsys
000000000000569c (__TEXT,__text) external _shutdown
000000000002b2e0 (__TEXT,__text) external _sigpending
000000000000476c (__TEXT,__text) external _sigprocmask
00000000000149e0 (__TEXT,__text) external _sigsuspend
0000000000007eec (__TEXT,__text) external _sigsuspend$NOCANCEL
000000000000536c (__TEXT,__text) external _socket
000000000002b308 (__TEXT,__text) external _socket_delegate
0000000000005530 (__TEXT,__text) external _socketpair
0000000000010ec0 (__TEXT,__text) external _stackshot_capture_with_config
0000000000010e54 (__TEXT,__text) external _stackshot_config_create
0000000000011008 (__TEXT,__text) external _stackshot_config_dealloc
0000000000010fb4 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000010f1c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000000010f28 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000000010f68 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000000010ea4 (__TEXT,__text) external _stackshot_config_set_flags
0000000000010f8c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000000010e88 (__TEXT,__text) external _stackshot_config_set_pid
0000000000010f44 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000b9d8 (__TEXT,__text) external _stat
000000000000b9d8 (__TEXT,__text) external _stat64
000000000002b380 (__TEXT,__text) external _statfs
000000000002b380 (__TEXT,__text) external _statfs64
0000000000006b78 (__TEXT,__text) non-external (was a private external) _strcmp
000000000000c6d4 (__TEXT,__text) non-external (was a private external) _strlcat
0000000000007a94 (__TEXT,__text) non-external (was a private external) _strlcpy
0000000000002f24 (__TEXT,__text) non-external (was a private external) _strlen
000000000000c6e4 (__TEXT,__text) non-external (was a private external) _strncmp
000000000000c6f4 (__TEXT,__text) non-external (was a private external) _strnlen
000000000002b3a8 (__TEXT,__text) external _swapon
000000000000151c (__TEXT,__text) external _swtch
0000000000001510 (__TEXT,__text) external _swtch_pri
00000000000068bc (__TEXT,__text) external _symlink
000000000002b3d0 (__TEXT,__text) external _symlinkat
000000000002b3f8 (__TEXT,__text) external _sync
0000000000003618 (__TEXT,__text) external _syscall
0000000000001528 (__TEXT,__text) external _syscall_thread_switch
00000000000110e4 (__TEXT,__text) external _system_get_sfi_window
000000000002b420 (__TEXT,__text) external _system_override
0000000000009d00 (__TEXT,__text) external _system_set_sfi_window
0000000000038220 (__DATA,__common) non-external (was a private external) _system_version_compat_check_path_suffix
0000000000038228 (__DATA,__common) external _system_version_compat_mode
0000000000038230 (__DATA,__common) non-external (was a private external) _system_version_compat_open_shim
0000000000022e94 (__TEXT,__text) external _task_assign
0000000000022fc0 (__TEXT,__text) external _task_assign_default
0000000000021700 (__TEXT,__text) external _task_create
00000000000252d8 (__TEXT,__text) external _task_create_identity_token
0000000000024eec (__TEXT,__text) external _task_create_suid_cred
0000000000025584 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000001348 (__TEXT,__text) external _task_dyld_process_info_notify_get
00000000000251c0 (__TEXT,__text) external _task_dyld_process_info_notify_register
00000000000014b0 (__TEXT,__text) external _task_for_pid
0000000000023fb4 (__TEXT,__text) external _task_generate_corpse
00000000000230dc (__TEXT,__text) external _task_get_assignment
00000000000244b4 (__TEXT,__text) external _task_get_dyld_image_infos
000000000002290c (__TEXT,__text) external _task_get_emulation_vector
0000000000024cb0 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000b544 (__TEXT,__text) external _task_get_exception_ports
00000000000256a0 (__TEXT,__text) external _task_get_exception_ports_info
0000000000023bd4 (__TEXT,__text) external _task_get_mach_voucher
0000000000001a04 (__TEXT,__text) external _task_get_special_port
00000000000233e8 (__TEXT,__text) external _task_get_state
0000000000025424 (__TEXT,__text) external _task_identity_token_get_task_port
0000000000001bc8 (__TEXT,__text) external _task_info
0000000000024af8 (__TEXT,__text) external _task_inspect
000000000002b448 (__TEXT,__text) external _task_inspect_for_pid
0000000000024100 (__TEXT,__text) external _task_map_corpse_info
00000000000249b4 (__TEXT,__text) external _task_map_corpse_info_64
00000000000014a4 (__TEXT,__text) external _task_name_for_pid
000000000002267c (__TEXT,__text) external _task_policy
0000000000022388 (__TEXT,__text) external _task_policy_get
0000000000003944 (__TEXT,__text) external _task_policy_set
0000000000023aa0 (__TEXT,__text) external _task_purgable_info
000000000002b470 (__TEXT,__text) external _task_read_for_pid
000000000002487c (__TEXT,__text) external _task_register_dyld_get_process_state
0000000000024244 (__TEXT,__text) external _task_register_dyld_image_infos
0000000000024758 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002462c (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00000000000015d0 (__TEXT,__text) external _task_restartable_ranges_register
0000000000003e5c (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000021a8c (__TEXT,__text) external _task_resume
0000000000023998 (__TEXT,__text) external _task_resume2
0000000000022564 (__TEXT,__text) external _task_sample
000000000000e9e0 (__TEXT,__text) external _task_self_
00000000000013f0 (__TEXT,__text) external _task_self_trap
00000000000227f0 (__TEXT,__text) external _task_set_emulation
0000000000022a84 (__TEXT,__text) external _task_set_emulation_vector
0000000000024dd0 (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000a590 (__TEXT,__text) external _task_set_exception_ports
000000000000a990 (__TEXT,__text) external _task_set_info
0000000000023d34 (__TEXT,__text) external _task_set_mach_voucher
0000000000023718 (__TEXT,__text) external _task_set_phys_footprint_limit
0000000000023228 (__TEXT,__text) external _task_set_policy
0000000000015b68 (__TEXT,__text) external _task_set_port_space
0000000000022bb8 (__TEXT,__text) external _task_set_ras_pc
0000000000002550 (__TEXT,__text) external _task_set_special_port
00000000000235b4 (__TEXT,__text) external _task_set_state
0000000000021984 (__TEXT,__text) external _task_suspend
000000000002384c (__TEXT,__text) external _task_suspend2
0000000000021e90 (__TEXT,__text) external _task_swap_exception_ports
0000000000023e4c (__TEXT,__text) external _task_swap_mach_voucher
000000000002187c (__TEXT,__text) external _task_terminate
0000000000009474 (__TEXT,__text) external _task_threads
000000000002437c (__TEXT,__text) external _task_unregister_dyld_image_infos
0000000000022cd4 (__TEXT,__text) external _task_zone_info
00000000000110cc (__TEXT,__text) external _terminate_with_payload
000000000000a954 (__TEXT,__text) external _terminate_with_reason
00000000000260b0 (__TEXT,__text) external _thread_abort
00000000000261b8 (__TEXT,__text) external _thread_abort_safely
0000000000026b08 (__TEXT,__text) external _thread_assign
0000000000026c20 (__TEXT,__text) external _thread_assign_default
00000000000273fc (__TEXT,__text) external _thread_convert_thread_state
0000000000021b94 (__TEXT,__text) external _thread_create
0000000000021ce0 (__TEXT,__text) external _thread_create_running
00000000000262c0 (__TEXT,__text) external _thread_depress_abort
00000000000042f4 (__TEXT,__text) external _thread_destruct_special_reply_port
0000000000026d28 (__TEXT,__text) external _thread_get_assignment
0000000000009d14 (__TEXT,__text) external _thread_get_exception_ports
0000000000027608 (__TEXT,__text) external _thread_get_exception_ports_info
000000000002701c (__TEXT,__text) external _thread_get_mach_voucher
000000000000ff30 (__TEXT,__text) external _thread_get_register_pointer_values
00000000000263c8 (__TEXT,__text) external _thread_get_special_port
00000000000014e0 (__TEXT,__text) external _thread_get_special_reply_port
00000000000095dc (__TEXT,__text) external _thread_get_state
0000000000007f48 (__TEXT,__text) external _thread_info
000000000000608c (__TEXT,__text) external _thread_policy
00000000000097f8 (__TEXT,__text) external _thread_policy_get
0000000000006fec (__TEXT,__text) external _thread_policy_set
0000000000025fa8 (__TEXT,__text) external _thread_resume
00000000000268d4 (__TEXT,__text) external _thread_sample
00000000000013e4 (__TEXT,__text) external _thread_self_trap
000000000002b498 (__TEXT,__text) external _thread_selfcounts
000000000000727c (__TEXT,__text) external _thread_set_exception_ports
000000000002717c (__TEXT,__text) external _thread_set_mach_voucher
000000000000fef8 (__TEXT,__text) external _thread_set_policy
0000000000026528 (__TEXT,__text) external _thread_set_special_port
0000000000025d3c (__TEXT,__text) external _thread_set_state
0000000000025ea0 (__TEXT,__text) external _thread_suspend
0000000000026654 (__TEXT,__text) external _thread_swap_exception_ports
0000000000027294 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000006554 (__TEXT,__text) external _thread_switch
0000000000025904 (__TEXT,__text) external _thread_terminate
0000000000017904 (__TEXT,__text) external _thread_wire
000000000002c468 (__TEXT,__const) non-external _times_now
000000000002b4c0 (__TEXT,__text) external _truncate
0000000000006504 (__TEXT,__text) external _umask
000000000002b4e8 (__TEXT,__text) external _undelete
0000000000005070 (__TEXT,__text) external _unlink
0000000000009f84 (__TEXT,__text) external _unlinkat
000000000000c4c0 (__TEXT,__text) external _unmount
000000000002b510 (__TEXT,__text) external _usrctl
000000000000fe54 (__TEXT,__text) external _utimensat
000000000000652c (__TEXT,__text) external _utimes
000000000002a2ac (__TEXT,__text) external _vfork
000000000002b538 (__TEXT,__text) external _vfs_purge
00000000000034d8 (__TEXT,__text) external _vm_allocate
0000000000017a30 (__TEXT,__text) external _vm_allocate_cpm
0000000000027e98 (__TEXT,__text) external _vm_behavior_set
00000000000041ac (__TEXT,__text) external _vm_copy
00000000000035bc (__TEXT,__text) external _vm_deallocate
000000000002786c (__TEXT,__text) external _vm_inherit
000000000003c038 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
000000000003c040 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
000000000003c030 (__DATA_DIRTY,__common) external _vm_kernel_page_size
0000000000027fbc (__TEXT,__text) external _vm_machine_attribute
000000000000c188 (__TEXT,__text) external _vm_map
0000000000028100 (__TEXT,__text) external _vm_map_page_query
0000000000027d74 (__TEXT,__text) external _vm_msync
000000000003c050 (__DATA_DIRTY,__common) external _vm_page_mask
000000000003c058 (__DATA_DIRTY,__common) external _vm_page_shift
000000000003c048 (__DATA_DIRTY,__common) external _vm_page_size
000000000002b560 (__TEXT,__text) external _vm_pressure_monitor
0000000000005974 (__TEXT,__text) external _vm_protect
0000000000004950 (__TEXT,__text) external _vm_purgable_control
0000000000009a60 (__TEXT,__text) external _vm_read
0000000000027990 (__TEXT,__text) external _vm_read_list
0000000000027c38 (__TEXT,__text) external _vm_read_overwrite
00000000000089ec (__TEXT,__text) external _vm_region_64
0000000000008c04 (__TEXT,__text) external _vm_region_recurse_64
0000000000003740 (__TEXT,__text) external _vm_remap
0000000000015f08 (__TEXT,__text) external _vm_remap_new
00000000000177d4 (__TEXT,__text) external _vm_wire
0000000000027b00 (__TEXT,__text) external _vm_write
00000000000046f4 (__TEXT,__text) external _voucher_mach_msg_adopt
00000000000024d4 (__TEXT,__text) external _voucher_mach_msg_clear
00000000000046dc (__TEXT,__text) external _voucher_mach_msg_revert
00000000000020a8 (__TEXT,__text) external _voucher_mach_msg_set
0000000000038208 (__DATA,__common) external _vprintf_stderr_func
000000000000c3f4 (__TEXT,__text) external _wait4
000000000002b588 (__TEXT,__text) external _waitid
000000000002a318 (__TEXT,__text) external _waitid$NOCANCEL
0000000000014eb4 (__TEXT,__text) external _work_interval_copy_port
0000000000009204 (__TEXT,__text) external _work_interval_create
0000000000014d80 (__TEXT,__text) external _work_interval_destroy
0000000000014abc (__TEXT,__text) external _work_interval_get_flags_from_port
00000000000092cc (__TEXT,__text) external _work_interval_instance_alloc
0000000000014be0 (__TEXT,__text) external _work_interval_instance_clear
0000000000014d18 (__TEXT,__text) external _work_interval_instance_finish
0000000000014bf4 (__TEXT,__text) external _work_interval_instance_free
0000000000014c60 (__TEXT,__text) external _work_interval_instance_get_complexity
0000000000014c30 (__TEXT,__text) external _work_interval_instance_get_deadline
0000000000014c48 (__TEXT,__text) external _work_interval_instance_get_finish
0000000000009310 (__TEXT,__text) external _work_interval_instance_get_id
0000000000014c18 (__TEXT,__text) external _work_interval_instance_get_start
0000000000014c10 (__TEXT,__text) external _work_interval_instance_set_complexity
0000000000014c00 (__TEXT,__text) external _work_interval_instance_set_deadline
0000000000014c08 (__TEXT,__text) external _work_interval_instance_set_finish
0000000000014bf8 (__TEXT,__text) external _work_interval_instance_set_start
0000000000014c78 (__TEXT,__text) external _work_interval_instance_start
0000000000014cc4 (__TEXT,__text) external _work_interval_instance_update
0000000000014e24 (__TEXT,__text) external _work_interval_join
0000000000014e68 (__TEXT,__text) external _work_interval_join_port
0000000000014ea0 (__TEXT,__text) external _work_interval_leave
0000000000014b30 (__TEXT,__text) external _work_interval_notify
0000000000014b94 (__TEXT,__text) external _work_interval_notify_simple
0000000000004ca0 (__TEXT,__text) external _write
0000000000004fe0 (__TEXT,__text) external _write$NOCANCEL
0000000000004f90 (__TEXT,__text) external _writev
000000000002a340 (__TEXT,__text) external _writev$NOCANCEL
