00007ffb41cfcb70 (__DATA,__common) external _AfterColour
00007ffb0c53deb8 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE5beginEv
00007ffb0c53e27a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE5printERNS_11raw_ostreamE
00007ffb0c53e11c (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE7compareERS2_
00007ffb0c53de72 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE7getRootEv
00007ffb0c53de68 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_10BasicBlockELb1EE8getRootsEv
00007ffb0c8b18de (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffb0c8b172e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE15isPostDominatorEv
00007ffb0c8b177a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE3endEv
00007ffb0c8b1d66 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE4dumpEv
00007ffb0c8b17c0 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE4findEPS1_
00007ffb0c8b1766 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE5beginEv
00007ffb0c8b1b28 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE5printERNS_11raw_ostreamE
00007ffb0c8b19ca (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE7compareERS2_
00007ffb0c8b1720 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE7getRootEv
00007ffb0c8b1716 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb0EE8getRootsEv
00007ffb0c8b1f4e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE13compareDomSetERNSt3__13setIPS1_NS3_4lessIS5_EENS3_9allocatorIS5_EEEERKSA_
00007ffb0c8b1d9e (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE15isPostDominatorEv
00007ffb0c8b1dea (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE3endEv
00007ffb0c8b23d6 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE4dumpEv
00007ffb0c8b1e30 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE4findEPS1_
00007ffb0c8b1dd6 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE5beginEv
00007ffb0c8b2198 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE5printERNS_11raw_ostreamE
00007ffb0c8b203a (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE7compareERS2_
00007ffb0c8b1d90 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE7getRootEv
00007ffb0c8b1d86 (__TEXT,__text) weak external __ZNK4llvm21DominanceFrontierBaseINS_17MachineBasicBlockELb1EE8getRootsEv
00007ffb0da951f2 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass14verifyAnalysisEv
00007ffb0da95234 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da952d4 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass4dumpEv
00007ffb0da95284 (__TEXT,__text) external __ZNK4llvm21MachineRegionInfoPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0c94f7f2 (__TEXT,__text) external __ZNK4llvm21MultiHazardRecognizer12atIssueLimitEv
00007ffb0c6a827a (__TEXT,__text) external __ZNK4llvm21ScopedNoAliasAAResult16mayAliasInScopesEPKNS_6MDNodeES3_
00007ffb0da41f82 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo17stackAccessIsSafeERKNS_11InstructionE
00007ffb0da41fd6 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo4dumpEv
00007ffb0c68f466 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo5printERNS_11raw_ostreamE
00007ffb0da41f42 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo6isSafeERKNS_10AllocaInstE
00007ffb0c68dab8 (__TEXT,__text) external __ZNK4llvm21StackSafetyGlobalInfo7getInfoEv
00007ffb0c69f130 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl10getLibFuncENS_9StringRefERNS_7LibFuncE
00007ffb0c69f298 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl10getLibFuncERKNS_8FunctionERNS_7LibFuncE
00007ffb0c69f9f4 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl11getWidestVFENS_9StringRefERNS_12ElementCountES3_
00007ffb0c69f8c6 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl12getWCharSizeERKNS_6ModuleE
00007ffb0c69f63c (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl21getVectorizedFunctionENS_9StringRefERKNS_12ElementCountE
00007ffb0c69f534 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isFunctionVectorizableENS_9StringRefE
00007ffb0da443f6 (__TEXT,__text) external __ZNK4llvm21TargetLibraryInfoImpl22isValidProtoForLibFuncERKNS_12FunctionTypeENS_7LibFuncERKNS_6ModuleE
00007ffb0dd4b05c (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe11isCanonicalEv
00007ffb0dd4b044 (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe14getCanonicalIVEv
00007ffb0dd4b0ce (__TEXT,__text) external __ZNK4llvm21VPScalarIVStepsRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffb0db9adda (__TEXT,__text) external __ZNK4llvm21ValueProfileCollector3getENS_18InstrProfValueKindE
00007ffb0db4c9e6 (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0ccd56cc (__TEXT,__text) external __ZNK4llvm22AGXPseudoWaitPlacement16needsImplicitUseERNS_12MachineInstrE
00007ffb0c4ab810 (__TEXT,__text) external __ZNK4llvm22AssumptionCacheTracker14verifyAnalysisEv
00007ffb0d9f9fc8 (__TEXT,__text) external __ZNK4llvm22CFLAndersAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0d9fd0dc (__TEXT,__text) external __ZNK4llvm22CFLSteensAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0cafe97e (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getElementTypeEv
00007ffb0caf577c (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential14getNumElementsEv
00007ffb0cafe98c (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential16getRawDataValuesEv
00007ffb0caff08e (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsAPIntEj
00007ffb0dad86a8 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementAsFloatEj
00007ffb0cafea26 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential17getElementPointerEj
00007ffb0dad86ca (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementAsDoubleEj
00007ffb0cafe9e6 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential18getElementByteSizeEv
00007ffb0caff16e (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsAPFloatEj
00007ffb0cafefd6 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential19getElementAsIntegerEj
00007ffb0caf5792 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential20getElementAsConstantEj
00007ffb0caff424 (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential8isStringEj
00007ffb0caff44e (__TEXT,__text) external __ZNK4llvm22ConstantDataSequential9isCStringEv
00007ffb0cb76046 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic11isTernaryOpEv
00007ffb0daf2da0 (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic15getRoundingModeEv
00007ffb0daf2e1e (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic20getExceptionBehaviorEv
00007ffb0daf2e9a (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic22isDefaultFPEnvironmentEv
00007ffb0cb7601c (__TEXT,__text) external __ZNK4llvm22ConstrainedFPIntrinsic9isUnaryOpEv
00007ffb0c9992da (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor11shouldEvictERKNS_12LiveIntervalEbS3_b
00007ffb0c999312 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24canEvictHintInterferenceERKNS_12LiveIntervalENS_10MCRegisterERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS6_EEEE
00007ffb0c99987c (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor24tryFindEvictionCandidateERKNS_12LiveIntervalERKNS_15AllocationOrderEhRKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00007ffb0c999338 (__TEXT,__text) external __ZNK4llvm22DefaultEvictionAdvisor31canEvictInterferenceBasedOnCostERKNS_12LiveIntervalENS_10MCRegisterEbRNS_12EvictionCostERKNS_8SmallSetINS_8RegisterELj16ENSt3__14lessIS8_EEEE
00007ffb0dae646a (__TEXT,__text) external __ZNK4llvm22DiagnosticInfoDontCall5printERNS_17DiagnosticPrinterE
00007ffb0da0eff6 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl11isDivergentERKNS_5ValueE
00007ffb0c531268 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl14isDivergentUseERKNS_3UseE
00007ffb0c5304c6 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl15isAlwaysUniformERKNS_5ValueE
00007ffb0c530552 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl19isTemporalDivergentERKNS_10BasicBlockERKNS_5ValueE
00007ffb0c530678 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_10BasicBlockE
00007ffb0da0ee50 (__TEXT,__text) external __ZNK4llvm22DivergenceAnalysisImpl8inRegionERKNS_11InstructionE
00007ffb0da11280 (__TEXT,__text) external __ZNK4llvm22FunctionPropertiesInfo5printERNS_11raw_ostreamE
00007ffb0cb75d6c (__TEXT,__text) external __ZNK4llvm22InstrProfIncrementInst7getStepEv
00007ffb0d117ec2 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV2FileDirTablesEPNS_10MCStreamerE
00007ffb0dba5c52 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader19emitV5FileDirTablesEPNS_10MCStreamerERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffb0d117bec (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsENS_8ArrayRefIcEERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffb0d117ea4 (__TEXT,__text) external __ZNK4llvm22MCDwarfLineTableHeader4EmitEPNS_10MCStreamerENS_22MCDwarfLineTableParamsERNS_8OptionalINS_14MCDwarfLineStrEEE
00007ffb0d679daa (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceFormat5printERNS_11raw_ostreamE
00007ffb0dcca256 (__TEXT,__text) external __ZNK4llvm22PrettyStackTraceString5printERNS_11raw_ostreamE
00007ffb0da221c2 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking11printChecksERNS_11raw_ostreamERKNS_15SmallVectorImplINSt3__14pairIPKNS_23RuntimeCheckingPtrGroupES8_EEEEj
00007ffb0c5b13b6 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingERKNS_23RuntimeCheckingPtrGroupES3_
00007ffb0c5b1a74 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking13needsCheckingEjj
00007ffb0da223a2 (__TEXT,__text) external __ZNK4llvm22RuntimePointerChecking5printERNS_11raw_ostreamEj
00007ffb0da4b444 (__TEXT,__text) external __ZNK4llvm22TypeBasedAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0dd4b8ee (__TEXT,__text) external __ZNK4llvm22VPCanonicalIVPHIRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffb0ca4f068 (__TEXT,__text) external __ZNK4llvm23ConvergingVLIWScheduler23createVLIWResourceModelERKNS_19TargetSubtargetInfoEPKNS_16TargetSchedModelE
00007ffb0da07708 (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da07746 (__TEXT,__text) external __ZNK4llvm23DemandedBitsWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0dae565c (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoInlineAsm5printERNS_17DiagnosticPrinterE
00007ffb0cb2f276 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMIRParser5printERNS_17DiagnosticPrinterE
00007ffb0dae63f0 (__TEXT,__text) external __ZNK4llvm23DiagnosticInfoMisExpect5printERNS_17DiagnosticPrinterE
00007ffb0dcf6688 (__TEXT,__text) external __ZNK4llvm23InjectTLIMappingsLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0cc432be (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler10isFunctionEv
00007ffb0cc43856 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler12isCtorOrDtorEv
00007ffb0cc438d4 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler13isSpecialNameEv
00007ffb0cc43826 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler14finishDemangleEPcPm
00007ffb0db0d2b8 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler15getFunctionNameEPcPm
00007ffb0cc43276 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler19getFunctionBaseNameEPcPm
00007ffb0cc435a4 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionParametersEPcPm
00007ffb0cc4371e (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21getFunctionReturnTypeEPcPm
00007ffb0cc43834 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler21hasFunctionQualifiersEv
00007ffb0cc433c4 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler26getFunctionDeclContextNameEPcPm
00007ffb0cc438e8 (__TEXT,__text) external __ZNK4llvm23ItaniumPartialDemangler6isDataEv
00007ffb0d11e996 (__TEXT,__text) external __ZNK4llvm23MCELFObjectTargetWriter23needsRelocateWithSymbolERKNS_8MCSymbolEj
00007ffb0c5e1bc4 (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults13verifyRemovedEPNS_11InstructionE
00007ffb0c5dcc0c (__TEXT,__text) external __ZNK4llvm23MemoryDependenceResults24getDefaultBlockScanLimitEv
00007ffb0dcca27a (__TEXT,__text) external __ZNK4llvm23PrettyStackTraceProgram5printERNS_11raw_ostreamE
00007ffb0daadf1c (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor11canReassignERKNS_12LiveIntervalENS_8RegisterE
00007ffb0c9a189a (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor13getOrderLimitERKNS_12LiveIntervalERKNS_15AllocationOrderEj
00007ffb0c9a1998 (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor18canAllocatePhysRegEjNS_10MCRegisterE
00007ffb0c9a186e (__TEXT,__text) external __ZNK4llvm23RegAllocEvictionAdvisor22isUnusedCalleeSavedRegENS_10MCRegisterE
00007ffb0dab3056 (__TEXT,__text) external __ZNK4llvm23ReplaceWithVeclibLegacy16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0dcbcf28 (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRef10writeBytesEyNS_8ArrayRefIhEE
00007ffb0d61f040 (__TEXT,__text) external __ZNK4llvm23WritableBinaryStreamRefcvNS_15BinaryStreamRefEEv
00007ffb0dae582c (__TEXT,__text) external __ZNK4llvm24DiagnosticInfoPGOProfile5printERNS_17DiagnosticPrinterE
00007ffb0dae72e0 (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass14verifyAnalysisEv
00007ffb0dae72e6 (__TEXT,__text) external __ZNK4llvm24DominatorTreeWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0db8cfd4 (__TEXT,__text) external __ZNK4llvm24InstructionCombiningPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da20a96 (__TEXT,__text) external __ZNK4llvm24LazyValueInfoWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da21118 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis11isDivergentEPKNS_5ValueE
00007ffb0c5aab08 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis14isDivergentUseEPKNS_3UseE
00007ffb0da21024 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da21068 (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis30shouldUseGPUDivergenceAnalysisERKNS_8FunctionERKNS_19TargetTransformInfoE
00007ffb0da2115c (__TEXT,__text) external __ZNK4llvm24LegacyDivergenceAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0da22c4c (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0c5b69aa (__TEXT,__text) external __ZNK4llvm24LoopAccessLegacyAnalysis5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0d8edeaa (__TEXT,__text) external __ZNK4llvm24LoopVectorizationPlanner14getBestPlanForENS_12ElementCountE
00007ffb0da83974 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSectionKindEPKNS_10DataLayoutE
00007ffb0da838e6 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry14getSizeInBytesERKNS_10DataLayoutE
00007ffb0c8c2678 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolEntry15needsRelocationEv
00007ffb0c8c2606 (__TEXT,__text) external __ZNK4llvm24MachineConstantPoolValue14getSizeInBytesERKNS_10DataLayoutE
00007ffb0da805e8 (__TEXT,__text) external __ZNK4llvm24MachineDominanceFrontier16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da89314 (__TEXT,__text) external __ZNK4llvm24MachineModuleSlotTracker21collectMachineMDNodesERNSt3__16vectorINS1_4pairIjPKNS_6MDNodeEEENS1_9allocatorIS7_EEEE
00007ffb0da92ab2 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree14verifyAnalysisEv
00007ffb0da92a9e (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0c8ffd00 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree26findNearestCommonDominatorENS_8ArrayRefIPNS_17MachineBasicBlockEEE
00007ffb0da92af8 (__TEXT,__text) external __ZNK4llvm24MachinePostDominatorTree5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb0c961972 (__TEXT,__text) external __ZNK4llvm24NonRelocatableStringpool21getEntriesForEmissionEv
00007ffb0dae602c (__TEXT,__text) external __ZNK4llvm24OptimizationRemarkMissed9isEnabledEv
00007ffb0d6cd234 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectENS_11SectionKindERKNS_13TargetMachineE
00007ffb0d6cd50c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile16SectionForGlobalEPKNS_12GlobalObjectERKNS_13TargetMachineE
00007ffb0dce6260 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getNameWithPrefixERNS_15SmallVectorImplIcEEPKNS_11GlobalValueERKNS_13TargetMachineE
00007ffb0d6cd544 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile17getTTypeReferenceEPKNS_15MCSymbolRefExprEjRNS_10MCStreamerE
00007ffb0dce6024 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile19getCallSiteEncodingEv
00007ffb0dce616a (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile20emitPersonalityValueERNS_10MCStreamerERKNS_10DataLayoutEPKNS_8MCSymbolE
00007ffb0d6cc9a2 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21emitCGProfileMetadataERNS_10MCStreamerERNS_6ModuleE
00007ffb0dce61c8 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile21getSectionForConstantERKNS_10DataLayoutENS_11SectionKindEPKNS_8ConstantERNS_5AlignE
00007ffb0dce6170 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile22getSectionForJumpTableERKNS_8FunctionERKNS_13TargetMachineE
00007ffb0dce615c (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getCFIPersonalitySymbolEPKNS_11GlobalValueERKNS_13TargetMachineEPNS_17MachineModuleInfoE
00007ffb0dce61fe (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile23getTTypeGlobalReferenceEPKNS_11GlobalValueEjRKNS_13TargetMachineEPNS_17MachineModuleInfoERNS_10MCStreamerE
00007ffb0dce6248 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile25getDebugThreadLocalSymbolEPKNS_8MCSymbolE
00007ffb0dce61f6 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile27getUniqueSectionForFunctionERKNS_8FunctionERKNS_13TargetMachineE
00007ffb0dce604e (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile28getSymbolWithGlobalValueBaseEPKNS_11GlobalValueENS_9StringRefERKNS_13TargetMachineE
00007ffb0dce61ee (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile30getSectionForMachineBasicBlockERKNS_8FunctionERKNS_17MachineBasicBlockERKNS_13TargetMachineE
00007ffb0dce61a0 (__TEXT,__text) external __ZNK4llvm24TargetLoweringObjectFile35shouldPutJumpTableInFunctionSectionEbRKNS_8FunctionE
00007ffb0dd4be90 (__TEXT,__text) external __ZNK4llvm24VPWidenCanonicalIVRecipe5printERNS_11raw_ostreamERKNS_5TwineERNS_13VPSlotTrackerE
00007ffb0daf2ee0 (__TEXT,__text) external __ZNK4llvm25ConstrainedFPCmpIntrinsic12getPredicateEv
00007ffb0cb2f308 (__TEXT,__text) external __ZNK4llvm25DiagnosticInfoUnsupported5printERNS_17DiagnosticPrinterE
00007ffb0da16b34 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResult5printERNS_11raw_ostreamE
00007ffb0c54f598 (__TEXT,__text) external __ZNK4llvm25GPUFunctionAnalysisResulteqERKS0_
00007ffb0cafe974 (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getResultElementTypeEv
00007ffb0cafe96a (__TEXT,__text) external __ZNK4llvm25GetElementPtrConstantExpr20getSourceElementTypeEv
00007ffb0dd2a628 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality14isInductionPhiEPKNS_5ValueE
00007ffb0dd29c28 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality16isConsecutivePtrEPNS_4TypeEPNS_5ValueE
00007ffb0d8da472 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality19isInductionVariableEPKNS_5ValueE
00007ffb0dd2a800 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality20blockCanBePredicatedEPNS_10BasicBlockERNS_15SmallPtrSetImplIPNS_5ValueEEERNS3_IPKNS_11InstructionEEERNS3_IPS8_EE
00007ffb0dd2a7d2 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality21blockNeedsPredicationEPNS_10BasicBlockE
00007ffb0dd2a792 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality22isFixedOrderRecurrenceEPKNS_7PHINodeE
00007ffb0d8da424 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality25isCastedInductionVariableEPKNS_5ValueE
00007ffb0dd2a6a0 (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getIntOrFpInductionDescriptorEPNS_7PHINodeE
00007ffb0dd2a74e (__TEXT,__text) external __ZNK4llvm25LoopVectorizationLegality29getPointerInductionDescriptorEPNS_7PHINodeE
00007ffb0c8907de (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo11getFunctionEv
00007ffb0c89062c (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getBlockFreqEPKNS_17MachineBasicBlockE
00007ffb0c890852 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo12getEntryFreqEv
00007ffb0c890806 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamENS_14BlockFrequencyE
00007ffb0c890834 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamEPKNS_17MachineBasicBlockE
00007ffb0c89075a (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo15isIrrLoopHeaderEPKNS_17MachineBasicBlockE
00007ffb0da7b7c6 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb0da7b834 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo20getBlockProfileCountEPKNS_17MachineBasicBlockE
00007ffb0da7b8be (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo23getProfileCountFromFreqEy
00007ffb0da7b808 (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo4viewERKNS_5TwineEb
00007ffb0da7ba3c (__TEXT,__text) external __ZNK4llvm25MachineBlockFrequencyInfo7getMBPIEv
00007ffb0da81e34 (__TEXT,__text) external __ZNK4llvm25MachineFunctionProperties5printERNS_11raw_ostreamE
00007ffb0c4e72c0 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_13LazyCallGraph3SCCEJRS2_EEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
00007ffb0c4e71a6 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_13LazyCallGraph3SCCEJRS4_EE6Result21getOuterInvalidationsEv
00007ffb0cbaa3c8 (__TEXT,__text) weak external __ZNK4llvm25OuterAnalysisManagerProxyINS_15AnalysisManagerINS_6ModuleEJEEENS_8FunctionEJEE6Result21getOuterInvalidationsEv
