00007ff8400abe30 (__DATA,__data) non-external _C
00007ff800b5a662 (__TEXT,__text) external _monoutput
00007ff800b5a65c (__TEXT,__text) external _monreset
00007ff800b5a650 (__TEXT,__text) external _monstartup
00007ff800b81b26 (__TEXT,__text) non-external _moreglue
00007ff800b67c28 (__TEXT,__text) non-external _mpool_bkt
00007ff800b67e90 (__TEXT,__text) external _mpool_close
00007ff800b67b7a (__TEXT,__text) external _mpool_filter
00007ff800b67cf6 (__TEXT,__text) external _mpool_get
00007ff800b67b95 (__TEXT,__text) external _mpool_new
00007ff800bbf625 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800b67a83 (__TEXT,__text) external _mpool_open
00007ff800b67e7b (__TEXT,__text) external _mpool_put
00007ff800b67edb (__TEXT,__text) external _mpool_sync
00007ff800b67f46 (__TEXT,__text) non-external _mpool_write
00007ff800b71e25 (__TEXT,__text) external _mrand48
00007ff800b60293 (__TEXT,__text) non-external _mswap
00007ff800b553e2 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800bbd575 (__TEXT,__text) external _nanosleep
00007ff800b596bd (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400adf20 (__DATA,__bss) non-external _new_categories
00007ff800b5dc8d (__TEXT,__text) external _new_printf_comp
00007ff800b5dfd2 (__TEXT,__text) external _new_printf_domain
00007ff800b5c54f (__TEXT,__text) external _newlocale
00007ff8400acd90 (__DATA,__data) non-external _next
00007ff800b6eb3e (__TEXT,__text) non-external _nextcomp
00007ff8400ade20 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400ade40 (__DATA,__bss) non-external _nextcomp.state
00007ff800b7b76e (__TEXT,__text) external _nextwctype
00007ff800b7b633 (__TEXT,__text) external _nextwctype_l
00007ff800b59d08 (__TEXT,__text) external _nftw
00007ff800b71e54 (__TEXT,__text) external _nice
00007ff800b7bbf8 (__TEXT,__text) external _nl_langinfo
00007ff800b7b798 (__TEXT,__text) external _nl_langinfo_l
00007ff8400adf10 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800bc2b10 (__TEXT,__const) non-external _noarg
00007ff800bc25fc (__TEXT,__const) non-external _nogrouping
00007ff8400acd64 (__DATA,__data) non-external _nonopt_end
00007ff8400acd68 (__DATA,__data) non-external _nonopt_start
00007ff800b71ed4 (__TEXT,__text) external _nrand48
00007ff800b6196d (__TEXT,__text) non-external _nroot
00007ff8400ac5c8 (__DATA,__data) non-external _numempty
00007ff800bc21b0 (__TEXT,__const) non-external _nv
00007ff800b76104 (__TEXT,__text) external _nvis
00007ff800b99536 (__TEXT,__text) external _offtime
00007ff840077bb0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800b7f805 (__TEXT,__text) external _open_memstream
00007ff800b5d018 (__TEXT,__text) external _open_with_subsystem
00007ff800b972ac (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800b71f1c (__TEXT,__text) external _opendir
00007ff800b724c7 (__TEXT,__text) non-external _opendir_compar
00007ff8400b8bf0 (__DATA,__common) external _optarg
00007ff8400acd50 (__DATA,__data) external _opterr
00007ff8400acd54 (__DATA,__data) external _optind
00007ff8400b8bec (__DATA,__common) external _optopt
00007ff8400b8be8 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800b55140 (__TEXT,__text) non-external _overflow
00007ff8400ade00 (__DATA,__bss) non-external _p5s
00007ff800bc2680 (__TEXT,__const) non-external _padchar
00007ff8400adc3a (__DATA,__bss) non-external _parse_error
00007ff800ba1f8b (__TEXT,__text) non-external _parse_long_options
00007ff8400adc38 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800bbd448 (__TEXT,__text) external _pause
00007ff800b724df (__TEXT,__text) external _pause$NOCANCEL
00007ff800b7286c (__TEXT,__text) external _pclose
00007ff800ba1eed (__TEXT,__text) non-external _permute_args
00007ff800bc008d (__TEXT,__text) external _perror
00007ff8400ade80 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400acd70 (__DATA,__data) non-external _place
00007ff800b7250a (__TEXT,__text) external _popen
00007ff800bbd99e (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800b99990 (__TEXT,__text) external _posix2time
00007ff800ba9384 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800b5f6ab (__TEXT,__text) external _posix_spawnp
00007ff800bc17f0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800bc1540 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800bc1110 (__TEXT,__const) non-external _powersOf10_Float
00007ff800bc0ed0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800b86aad (__TEXT,__text) external _printf
00007ff800b86b7f (__TEXT,__text) external _printf_l
00007ff800b6e8dd (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800b7295d (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800ba93b5 (__TEXT,__text) external _ptsname
00007ff800bc05a9 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800bc05c4 (__TEXT,__text) non-external _ptsname.cold.2
00007ff800bbf116 (__TEXT,__text) non-external _ptsname.cold.3
00007ff8400b8ad0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400b8ac8 (__DATA,__bss) non-external _ptsname_once
00007ff800ba9438 (__TEXT,__text) non-external _ptsname_once_init
00007ff800bc05c4 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800ba945c (__TEXT,__text) external _ptsname_r
00007ff800b86c32 (__TEXT,__text) external _putc
00007ff800b86c99 (__TEXT,__text) external _putc_unlocked
00007ff800b86ccd (__TEXT,__text) external _putchar
00007ff800b86d3b (__TEXT,__text) external _putchar_unlocked
00007ff800ba339f (__TEXT,__text) external _putenv
00007ff800b66ada (__TEXT,__text) non-external _putpair
00007ff800b86d79 (__TEXT,__text) external _puts
00007ff800b86e49 (__TEXT,__text) external _putw
00007ff800b86eab (__TEXT,__text) external _putwc
00007ff800b86ed3 (__TEXT,__text) external _putwc_l
00007ff800b86edd (__TEXT,__text) external _putwchar
00007ff800b86f0f (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800ba3423 (__TEXT,__text) external _qsort
00007ff800ba9a41 (__TEXT,__text) external _qsort_b
00007ff800ba3e5a (__TEXT,__text) external _qsort_r
00007ff800b5cd7a (__TEXT,__text) external _querylocale
00007ff800bc1db0 (__TEXT,__const) non-external _querylocale_mapping
00007ff800baf710 (__TEXT,__text) external _quick_exit
00007ff800ba524b (__TEXT,__text) non-external _r_sort_a
00007ff8400b8a9c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400b8a90 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400b8a98 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400b8aa0 (__DATA,__bss) non-external _r_sort_a_count
00007ff800ba60fd (__TEXT,__text) non-external _r_sort_b
00007ff8400b8abc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400b8ab0 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400b8ab8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400b8aa8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800ba64ef (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400acd80 (__DATA,__data) non-external _r_sort_count_control
00007ff800ba491c (__TEXT,__text) external _radixsort
00007ff800b5ebac (__TEXT,__text) external _raise
00007ff800ba658a (__TEXT,__text) external _rand
00007ff8400acdac (__DATA,__data) non-external _rand_deg
00007ff800ba6538 (__TEXT,__text) external _rand_r
00007ff8400acdb0 (__DATA,__data) non-external _rand_sep
00007ff8400acda8 (__DATA,__data) non-external _rand_type
00007ff800ba6737 (__TEXT,__text) external _random
00007ff8400acdd0 (__DATA,__data) non-external _randtbl
00007ff800b6f3ad (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800bb0d5e (__TEXT,__text) external _rb_tree_count
00007ff800bb0787 (__TEXT,__text) external _rb_tree_find_node
00007ff800bb07e4 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800bb0855 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800bb076d (__TEXT,__text) external _rb_tree_init
00007ff800bb08c6 (__TEXT,__text) external _rb_tree_insert_node
00007ff800bb0cea (__TEXT,__text) external _rb_tree_iterate
00007ff800bb0e11 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800bb0a8d (__TEXT,__text) external _rb_tree_remove_node
00007ff800bb0d71 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800bc2c20 (__TEXT,__const) non-external _rcsid
00007ff800bc2cb1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800b72b68 (__TEXT,__text) external _readdir
00007ff800b72b9e (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800ba6ab8 (__TEXT,__text) external _realpath
00007ff800bbdf0e (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400b8af0 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400b8af4 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400b8ac0 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400b8ac4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800b68363 (__TEXT,__text) non-external _rec_rdelete
00007ff800bc2ac0 (__TEXT,__const) non-external _recargchar
00007ff800bc2b40 (__TEXT,__const) non-external _recargstring
00007ff800bbd718 (__TEXT,__text) external _recv
00007ff800b7fd26 (__TEXT,__text) external _recv$NOCANCEL
00007ff800bb1166 (__TEXT,__text) external _regcomp
00007ff800bb110b (__TEXT,__text) external _regcomp_l
00007ff800bc0208 (__TEXT,__text) external _regerror
00007ff800bb180a (__TEXT,__text) external _regexec
00007ff800bb128b (__TEXT,__text) external _regfree
00007ff800b5e019 (__TEXT,__text) external _register_printf_domain_function
00007ff800b5e0ef (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800b5e1d0 (__TEXT,__text) external _register_printf_domain_render_std
00007ff800bb10e3 (__TEXT,__text) external _regncomp
00007ff800bb0f3c (__TEXT,__text) external _regncomp_l
00007ff800bb15fc (__TEXT,__text) external _regnexec
00007ff800bb1239 (__TEXT,__text) external _regwcomp
00007ff800bb11e5 (__TEXT,__text) external _regwcomp_l
00007ff800bb1858 (__TEXT,__text) external _regwexec
00007ff800bb11bd (__TEXT,__text) external _regwncomp
00007ff800bb118e (__TEXT,__text) external _regwncomp_l
00007ff800bb1824 (__TEXT,__text) external _regwnexec
00007ff800b870fd (__TEXT,__text) external _remove
00007ff800ba728c (__TEXT,__text) external _remque
00007ff8400785a0 (__DATA_CONST,__const) non-external _rerrs
00007ff800b87178 (__TEXT,__text) external _rewind
00007ff800b72c42 (__TEXT,__text) external _rewinddir
00007ff800b9d6c2 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400ade08 (__DATA,__bss) non-external _rng
00007ff800b84e6a (__TEXT,__text) external _rpmatch
00007ff8400acdc0 (__DATA,__data) non-external _rptr
00007ff800b8406a (__TEXT,__text) non-external _sappend
00007ff8400ae000 (__DATA,__bss) non-external _saved_categories
00007ff800b52881 (__TEXT,__text) external _sbrk
00007ff8400adc18 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400adc10 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400ab760 (__DATA,__data) non-external _sbrk_region_size
00007ff800b72cac (__TEXT,__text) external _scandir
00007ff800bab685 (__TEXT,__text) external _scandir_b
00007ff800b87202 (__TEXT,__text) external _scanf
00007ff800b872fc (__TEXT,__text) external _scanf_l
00007ff800bc2150 (__TEXT,__const) non-external _sccsid
00007ff800bc2180 (__TEXT,__const) non-external _sccsid
00007ff800b72ea7 (__TEXT,__text) external _seed48
00007ff8400adeb4 (__DATA,__bss) non-external _seed48.sseed
00007ff800b72f0e (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800bbd728 (__TEXT,__text) external _send
00007ff800b7fd36 (__TEXT,__text) external _send$NOCANCEL
00007ff800bc2be0 (__TEXT,__const) non-external _seps
00007ff8400adc98 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800b87408 (__TEXT,__text) external _setbuf
00007ff800b87421 (__TEXT,__text) external _setbuffer
00007ff800ba7aef (__TEXT,__text) external _setenv
00007ff800b5fef3 (__TEXT,__text) external _sethostid
00007ff800b72f47 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800b8743a (__TEXT,__text) external _setlinebuf
00007ff800b7c17e (__TEXT,__text) external _setlocale
00007ff800b730b1 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800b5ff50 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800b73799 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800b5ff7b (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800b5ff8a (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800ba6a05 (__TEXT,__text) external _setstate
00007ff800b5fa33 (__TEXT,__text) external _settimeofday
00007ff800b58a76 (__TEXT,__text) external _setttyent
00007ff800b98a0e (__TEXT,__text) non-external _settzname
00007ff800b5954e (__TEXT,__text) external _setusershell
00007ff800b8744d (__TEXT,__text) external _setvbuf
00007ff800b80eb2 (__TEXT,__text) non-external _sflush_locked
00007ff8400add10 (__DATA,__bss) non-external _shells
00007ff800b55756 (__TEXT,__text) non-external _shiftLeftMP
00007ff800b55538 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400acd00 (__DATA,__data) non-external _sig_init_once
00007ff8400b8a58 (__DATA,__bss) non-external _sig_key
00007ff800b9e309 (__TEXT,__text) non-external _sig_keycreate
00007ff8400b8a50 (__DATA,__bss) non-external _sig_keycreated
00007ff800b5fa9b (__TEXT,__text) external _sigaction
00007ff800b59d38 (__TEXT,__text) external _sigaddset
00007ff800b52062 (__TEXT,__text) external _sigaltstack
00007ff800b52118 (__TEXT,__text) external _sigblock
00007ff800b59d68 (__TEXT,__text) external _sigdelset
00007ff800b59d1c (__TEXT,__text) external _sigemptyset
00007ff800b59d2a (__TEXT,__text) external _sigfillset
00007ff800b521b5 (__TEXT,__text) external _sighold
00007ff800b52241 (__TEXT,__text) external _sigignore
00007ff800b73834 (__TEXT,__text) external _siginterrupt
00007ff800b59d98 (__TEXT,__text) external _sigismember
00007ff800b738af (__TEXT,__text) external _signal
00007ff800b738be (__TEXT,__text) non-external _signal__
00007ff800bbd303 (__TEXT,__text) external _sigpause
00007ff800b52147 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800b521fb (__TEXT,__text) external _sigrelse
00007ff800b5225e (__TEXT,__text) external _sigset
00007ff800b520e9 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800b5208f (__TEXT,__text) external _sigvec
00007ff800b5209e (__TEXT,__text) non-external _sigvec__
00007ff800b591e4 (__TEXT,__text) non-external _skip
00007ff800b73a3e (__TEXT,__text) external _sl_add
00007ff800b73aec (__TEXT,__text) external _sl_find
00007ff800b73a9d (__TEXT,__text) external _sl_free
00007ff800b739dc (__TEXT,__text) external _sl_init
00007ff800bbfdf6 (__TEXT,__text) non-external _sl_init.cold.1
00007ff800bbfe0b (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400ade90 (__DATA,__bss) non-external _slash
00007ff800bbd473 (__TEXT,__text) external _sleep
00007ff800b73935 (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400adc90 (__DATA,__bss) non-external _slot
00007ff800b8764b (__TEXT,__text) external _snprintf
00007ff800b8770c (__TEXT,__text) external _snprintf_l
00007ff800b75f1c (__TEXT,__text) external _snvis
00007ff800b7fd46 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800b877a5 (__TEXT,__text) external _sprintf
00007ff800b87869 (__TEXT,__text) external _sprintf_l
00007ff800ba5707 (__TEXT,__text) external _sradixsort
00007ff800ba65ec (__TEXT,__text) external _srand
00007ff800b7399e (__TEXT,__text) external _srand48
00007ff800ba65fb (__TEXT,__text) external _sranddev
00007ff800ba6675 (__TEXT,__text) external _srandom
00007ff800ba67e7 (__TEXT,__text) external _srandomdev
00007ff800b87905 (__TEXT,__text) external _sscanf
00007ff800b879c9 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800b5d184 (__TEXT,__text) external _stat_with_subsystem
00007ff8400acda0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800b55a69 (__TEXT,__text) external _statvfs
00007ff800b5faaf (__TEXT,__text) external _stpcpy
00007ff800b5faea (__TEXT,__text) external _stpncpy
00007ff800b761be (__TEXT,__text) external _stravis
00007ff800b9d7d9 (__TEXT,__text) external _strcasecmp
00007ff800b9d6de (__TEXT,__text) external _strcasecmp_l
00007ff800b9da13 (__TEXT,__text) external _strcasestr
00007ff800b9d942 (__TEXT,__text) external _strcasestr_l
00007ff800b5fb66 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff800b9da3b (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800b9dbf9 (__TEXT,__text) external _strcoll
00007ff800b9db1e (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800b9dc21 (__TEXT,__text) external _strcspn
00007ff800b9dcbb (__TEXT,__text) external _strdup
00007ff800b7624a (__TEXT,__text) external _strenvisx
00007ff800b9de15 (__TEXT,__text) external _strerror
00007ff800b9ddb8 (__TEXT,__text) external _strerror_r
00007ff800baf735 (__TEXT,__text) external _strfmon
00007ff800bb050e (__TEXT,__text) external _strfmon_l
00007ff800b9b8d0 (__TEXT,__text) external _strftime
00007ff800b9a750 (__TEXT,__text) external _strftime_l
00007ff8400add18 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800b9de97 (__TEXT,__text) external _strmode
00007ff800b9d91a (__TEXT,__text) external _strncasecmp
00007ff800b9d801 (__TEXT,__text) external _strncasecmp_l
00007ff800b5fba6 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800b9dfb1 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800b9e00f (__TEXT,__text) external _strnstr
00007ff800b75700 (__TEXT,__text) external _strnunvis
00007ff800b75598 (__TEXT,__text) external _strnunvisx
00007ff800bbfe66 (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800bbfe89 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800b76190 (__TEXT,__text) external _strnvis
00007ff800b76214 (__TEXT,__text) external _strnvisx
00007ff800b9e089 (__TEXT,__text) external _strpbrk
00007ff800b9ba90 (__TEXT,__text) external _strptime
00007ff800b9bab8 (__TEXT,__text) external _strptime_l
00007ff800b9e0bb (__TEXT,__text) external _strrchr
00007ff800b76082 (__TEXT,__text) external _strsenvisx
00007ff800b9e0d7 (__TEXT,__text) external _strsep
00007ff800b9e255 (__TEXT,__text) external _strsignal
00007ff800b9e116 (__TEXT,__text) external _strsignal_r
00007ff800b75ff9 (__TEXT,__text) external _strsnvis
00007ff800b76053 (__TEXT,__text) external _strsnvisx
00007ff800b9e32f (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800b75f76 (__TEXT,__text) external _strsvis
00007ff800b76020 (__TEXT,__text) external _strsvisx
00007ff800b5326a (__TEXT,__text) external _strtod
00007ff800b532b2 (__TEXT,__text) external _strtod_l
00007ff800b5297c (__TEXT,__text) external _strtoencf16
00007ff800b52a51 (__TEXT,__text) external _strtoencf32
00007ff800b52d7b (__TEXT,__text) external _strtoencf64
00007ff800b53971 (__TEXT,__text) external _strtoencf64x
00007ff800b532df (__TEXT,__text) external _strtoencf80_l
00007ff800b52d08 (__TEXT,__text) external _strtof
00007ff800b52d4f (__TEXT,__text) external _strtof_l
00007ff800b59e62 (__TEXT,__text) external _strtofflags
00007ff800ba83d1 (__TEXT,__text) external _strtoimax
00007ff800ba81d1 (__TEXT,__text) external _strtoimax_l
00007ff800b9e42e (__TEXT,__text) external _strtok
00007ff8400b8a60 (__DATA,__bss) non-external _strtok.last
00007ff800b9e3bd (__TEXT,__text) external _strtok_r
00007ff800ba85f9 (__TEXT,__text) external _strtol
00007ff800ba83f9 (__TEXT,__text) external _strtol_l
00007ff800b53999 (__TEXT,__text) external _strtold
00007ff800b539de (__TEXT,__text) external _strtold_l
00007ff800ba8821 (__TEXT,__text) external _strtoll
00007ff800ba8621 (__TEXT,__text) external _strtoll_l
00007ff800b824ee (__TEXT,__text) external _strtonum
00007ff800ba8849 (__TEXT,__text) external _strtoq
00007ff800ba8871 (__TEXT,__text) external _strtoq_l
00007ff800ba8a65 (__TEXT,__text) external _strtoul
00007ff800ba887b (__TEXT,__text) external _strtoul_l
00007ff800ba8c77 (__TEXT,__text) external _strtoull
00007ff800ba8a8d (__TEXT,__text) external _strtoull_l
00007ff800ba8e89 (__TEXT,__text) external _strtoumax
00007ff800ba8c9f (__TEXT,__text) external _strtoumax_l
00007ff800ba8eb1 (__TEXT,__text) external _strtouq
00007ff800ba8ed9 (__TEXT,__text) external _strtouq_l
00007ff800b756ea (__TEXT,__text) external _strunvis
00007ff800b756d4 (__TEXT,__text) external _strunvisx
00007ff800b76165 (__TEXT,__text) external _strvis
00007ff800b761dd (__TEXT,__text) external _strvisx
00007ff800b9e736 (__TEXT,__text) external _strxfrm
00007ff800b9e43f (__TEXT,__text) external _strxfrm_l
00007ff8400b8bf8 (__DATA,__common) external _suboptarg
00007ff8400add20 (__DATA,__bss) non-external _subsystem_root_path
00007ff800b757a4 (__TEXT,__text) external _svis
00007ff800b9e75e (__TEXT,__text) external _swab
00007ff800b87cac (__TEXT,__text) external _swprintf
00007ff800b87d6d (__TEXT,__text) external _swprintf_l
00007ff800b87e06 (__TEXT,__text) external _swscanf
00007ff800b87eca (__TEXT,__text) external _swscanf_l
00007ff800b5da36 (__TEXT,__text) external _sxprintf
00007ff800b5e4d7 (__TEXT,__text) external _sxprintf_exec
00007ff800b5fbf6 (__TEXT,__text) external _sync_volume_np
00007ff800bc2a45 (__TEXT,__const) non-external _syntax_error_str
00007ff840077810 (__DATA_CONST,__const) external _sys_errlist
00007ff800bc1da8 (__TEXT,__const) external _sys_nerr
00007ff840077fc0 (__DATA_CONST,__const) external _sys_siglist
00007ff840077ec0 (__DATA_CONST,__const) external _sys_signame
00007ff800b73b3c (__TEXT,__text) external _sysconf
00007ff800b74240 (__TEXT,__text) external _sysctl
00007ff800b743f8 (__TEXT,__text) external _sysctlbyname
00007ff800b744b4 (__TEXT,__text) external _sysctlnametomib
00007ff800bbd738 (__TEXT,__text) external _system
00007ff800ba8ee3 (__TEXT,__text) external _system$NOCANCEL
00007ff800bbd4dc (__TEXT,__text) external _tcdrain
00007ff800b74932 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800b7499d (__TEXT,__text) external _tcflow
00007ff800b74945 (__TEXT,__text) external _tcflush
00007ff800b746f4 (__TEXT,__text) external _tcgetattr
00007ff800b7480d (__TEXT,__text) external _tcgetpgrp
00007ff800b5f32b (__TEXT,__text) external _tcgetsid
00007ff800b748cb (__TEXT,__text) external _tcsendbreak
00007ff800b74708 (__TEXT,__text) external _tcsetattr
00007ff800b747cf (__TEXT,__text) external _tcsetpgrp
00007ff800ba9141 (__TEXT,__text) external _tdelete
00007ff800b74534 (__TEXT,__text) external _telldir
00007ff800b87f66 (__TEXT,__text) external _tempnam
00007ff8400adc88 (__DATA,__bss) non-external _tf
00007ff800ba91ff (__TEXT,__text) external _tfind
00007ff800b5a422 (__TEXT,__text) external _thread_stack_async_pcs
00007ff800b5a40f (__TEXT,__text) external _thread_stack_pcs
00007ff8400ab858 (__DATA,__data) non-external _threadsafe
00007ff800b74a00 (__TEXT,__text) external _time
00007ff800b99814 (__TEXT,__text) non-external _time2
00007ff800b9993d (__TEXT,__text) external _time2posix
00007ff800b9a104 (__TEXT,__text) non-external _time2sub
00007ff800b998f4 (__TEXT,__text) external _timegm
00007ff800b998de (__TEXT,__text) external _timelocal
00007ff800b99918 (__TEXT,__text) external _timeoff
00007ff800b74a7e (__TEXT,__text) external _times
