00007ff843a38ff0 (__DATA,__data) non-external _.compoundliteral
00007ff806c5ebf6 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff806c5aad3 (__TEXT,__text) non-external _cse
00007ff806c5ade9 (__TEXT,__text) non-external _cse_inferior_list
00007ff806c5ac99 (__TEXT,__text) non-external _cse_multiple
00007ff806c5c87a (__TEXT,__text) non-external _dce
00007ff806c50847 (__TEXT,__text) non-external _decorate_condition
00007ff806c4d230 (__TEXT,__text) non-external _decorate_operation
00007ff806c70a0c (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff8406c28f0 (__DATA_CONST,__const) non-external _dispatch_table
00007ff806c5878e (__TEXT,__text) non-external _dump_stack_restore
00007ff806c5870c (__TEXT,__text) non-external _dump_stack_stash
00007ff806c678d3 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff806c5c748 (__TEXT,__text) non-external _eliminate_dead_code
00007ff806c68806 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff806c60401 (__TEXT,__text) non-external _emit
00007ff806c66307 (__TEXT,__text) non-external _emit_bitmask
00007ff806c61bd1 (__TEXT,__text) non-external _emit_buffer
00007ff806c5f68b (__TEXT,__text) non-external _emit_instruction
00007ff806c668a8 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff806c66270 (__TEXT,__text) non-external _emit_network
00007ff806c66113 (__TEXT,__text) non-external _emit_pattern
00007ff806c66167 (__TEXT,__text) non-external _emit_regex
00007ff806c65c17 (__TEXT,__text) non-external _emit_string_table
00007ff806c6601d (__TEXT,__text) non-external _emit_string_table_reference
00007ff806c65b59 (__TEXT,__text) non-external _emit_variable_names
00007ff806c6b9f6 (__TEXT,__text) non-external _enable_profile_flag
00007ff806c6010e (__TEXT,__text) non-external _encode_address
00007ff806c5567f (__TEXT,__text) non-external _end_expression
00007ff806c4bc94 (__TEXT,__text) non-external _eqv
00007ff806c5c2ab (__TEXT,__text) non-external _expand_logical_conditions
00007ff806c69760 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff806c6bc22 (__TEXT,__text) non-external _extends_builtin
00007ff806c68fbc (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff806c46163 (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff8406c4b10 (__DATA_CONST,__const) non-external _filter_info
00007ff806c460c9 (__TEXT,__text) non-external _find_consecutive_cells
00007ff806c49783 (__TEXT,__text) non-external _find_slot_in_env
00007ff806c55acc (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff806c6cbca (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff806c45198 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff843a38b80 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff806c4d36f (__TEXT,__text) non-external _gc
00007ff806c4c72c (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff806c4c9bf (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff806c706ad (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff806c6e878 (__TEXT,__text) non-external _generate_syscallmask
00007ff806c4bb4e (__TEXT,__text) non-external (was a private external) _gensym
00007ff806c7068a (__TEXT,__text) non-external _gensym.cold.1
00007ff806c4626b (__TEXT,__text) non-external _get_cell
00007ff806c603a5 (__TEXT,__text) non-external _get_current_data_address
00007ff806c48230 (__TEXT,__text) non-external _inchar
00007ff806c711c0 (__TEXT,__const) non-external _init_scm
00007ff806c63d40 (__TEXT,__text) non-external _inspect_iterate_items
00007ff806c4b592 (__TEXT,__text) non-external _is_any
00007ff806c61cda (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff806c52f36 (__TEXT,__text) non-external (was a private external) _is_character
00007ff806c61d6b (__TEXT,__text) non-external (was a private external) _is_closure
00007ff806c61d91 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff806c61db7 (__TEXT,__text) non-external (was a private external) _is_environment
00007ff806c61d44 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff806c61d57 (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff806c508ca (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff806c6d047 (__TEXT,__text) non-external _is_implicit_source_name
00007ff806c4e939 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff806c61d7e (__TEXT,__text) non-external (was a private external) _is_macro
00007ff806c4ef24 (__TEXT,__text) non-external _is_nonneg
00007ff806c63091 (__TEXT,__text) non-external _is_num_integer
00007ff806c4bc2a (__TEXT,__text) non-external (was a private external) _is_number
00007ff806c4a4ca (__TEXT,__text) non-external (was a private external) _is_pair
00007ff806c61d1b (__TEXT,__text) non-external (was a private external) _is_port
00007ff806c5808a (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff806c61d31 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff806c61da4 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff806c4ef10 (__TEXT,__text) non-external (was a private external) _is_string
00007ff806c4f127 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff806c61b17 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff806c4e946 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff806c52c8a (__TEXT,__text) non-external _list_cost_estimate
00007ff806c52e78 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff806c4d6d6 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff806c49587 (__TEXT,__text) non-external _mk_atom
00007ff806c57f62 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff806c62b6c (__TEXT,__text) non-external _mk_empty_string
00007ff806c4cad9 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff806c4cb10 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff806c5089b (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff806c4d279 (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff806c4a29e (__TEXT,__text) non-external _mk_sharp_const
00007ff806c6199a (__TEXT,__text) non-external _mk_sharp_integer
00007ff806c46500 (__TEXT,__text) non-external (was a private external) _mk_string
00007ff806c46306 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff806c45f6b (__TEXT,__text) non-external _mk_vector
00007ff806c70716 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff8406c5b10 (__DATA_CONST,__const) non-external _modifier_info
00007ff806c580c3 (__TEXT,__text) non-external _move_to_next_node
00007ff806c6d39a (__TEXT,__text) non-external _msgfilter_free_callback
00007ff806c5a717 (__TEXT,__text) non-external _negate_instruction
00007ff8406c5890 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff806c461b3 (__TEXT,__text) non-external _new_frame_in_env
00007ff806c46607 (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff806c82100 (__TEXT,__const) non-external _nfBasicCF
00007ff806c7e510 (__TEXT,__const) non-external _nfTrieHi
00007ff806c82b00 (__TEXT,__const) non-external _nfTrieLo
00007ff806c80f20 (__TEXT,__const) non-external _nfTrieMid
00007ff806c7eb40 (__TEXT,__const) non-external _nfU16InvMasks
00007ff806c7ec50 (__TEXT,__const) non-external _nfU16Seq2
00007ff806c7f870 (__TEXT,__const) non-external _nfU16Seq3
00007ff806c7fdb0 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff806c7ff40 (__TEXT,__const) non-external _nfU32Char
00007ff806c80dc0 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff806c4bc40 (__TEXT,__text) non-external _num_eq
00007ff806c52ee3 (__TEXT,__text) non-external _num_ge
00007ff806c57fb9 (__TEXT,__text) non-external _num_gt
00007ff806c61b7b (__TEXT,__text) non-external _num_le
00007ff806c61b2b (__TEXT,__text) non-external _num_lt
00007ff806c6271d (__TEXT,__text) non-external _num_mod
00007ff84370dd68 (__DATA_DIRTY,__bss) non-external _num_one
00007ff806c626ac (__TEXT,__text) non-external _num_rem
00007ff84370dd78 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff806c4e7cd (__TEXT,__text) non-external (was a private external) _objvalue
00007ff806c463c9 (__TEXT,__text) non-external _oblist_add_by_name
00007ff806c46335 (__TEXT,__text) non-external _oblist_find_by_name
00007ff806c556f7 (__TEXT,__text) non-external _op_concat
00007ff806c55c08 (__TEXT,__text) non-external _operand_release
00007ff806c6adc1 (__TEXT,__text) non-external _operation_expand
00007ff8406cf2c0 (__DATA_CONST,__const) non-external _operation_info
00007ff8406c5e50 (__DATA_CONST,__const) non-external _operation_names
00007ff806c6b060 (__TEXT,__text) non-external _operations_allowed_by_default
00007ff806c6a638 (__TEXT,__text) non-external _operator_name
00007ff806c55500 (__TEXT,__text) non-external _operator_precedence
00007ff806c46dd1 (__TEXT,__text) non-external _opexe_0
00007ff806c70739 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff806c7075c (__TEXT,__text) non-external _opexe_0.cold.2
00007ff806c49824 (__TEXT,__text) non-external _opexe_1
00007ff806c4a4e0 (__TEXT,__text) non-external _opexe_2
00007ff806c4b5a0 (__TEXT,__text) non-external _opexe_3
00007ff806c4be10 (__TEXT,__text) non-external _opexe_4
00007ff806c48424 (__TEXT,__text) non-external _opexe_5
00007ff806c61040 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_variant_is_basesystem (from libSystem)
00007ff806c4e7cd (__TEXT,__text) non-external (was a private external) _pair_car
00007ff806c4e81b (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff806c4f6e2 (__TEXT,__text) non-external _parse_pattern
00007ff806c6a4d5 (__TEXT,__text) non-external _peek_operand
00007ff806c78b60 (__TEXT,__const) non-external _policy_scm
00007ff806c665e7 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff806c6690a (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff806c65ac9 (__TEXT,__text) non-external _populate_profile_entry_points
00007ff806c4d8ee (__TEXT,__text) non-external _port_close
00007ff806c61ee2 (__TEXT,__text) non-external _port_from_file
00007ff806c46787 (__TEXT,__text) non-external _port_from_string
00007ff806c4ef46 (__TEXT,__text) non-external _port_rep_from_file
00007ff806c660bb (__TEXT,__text) non-external _previously_emitted_condition
00007ff806c66b3a (__TEXT,__text) non-external _previously_emitted_data
00007ff806c63005 (__TEXT,__text) non-external _printatom
00007ff806c62bf1 (__TEXT,__text) non-external _printslashstring
00007ff8406c3e90 (__DATA_CONST,__const) non-external _profile_dirs
00007ff806c65a39 (__TEXT,__text) non-external _profile_has_autobox_actions
00007ff806c65a99 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff806c65a69 (__TEXT,__text) non-external _profile_has_message_filters
00007ff806c57870 (__TEXT,__text) non-external _push_bytes
00007ff806c56332 (__TEXT,__text) non-external _push_byteset
00007ff806c6a5f2 (__TEXT,__text) non-external _push_byteset_skip
00007ff806c579ce (__TEXT,__text) non-external _push_jne_instr
00007ff806c55548 (__TEXT,__text) non-external _push_literal
00007ff806c57b37 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff806c6e4b6 (__TEXT,__text) non-external _push_match_variable_instr
00007ff806c6a524 (__TEXT,__text) non-external _push_operand
00007ff806c5509e (__TEXT,__text) non-external _push_operator
00007ff806c6e612 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff806c6e563 (__TEXT,__text) non-external _push_seek_byte_instr
00007ff806c61e17 (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff806c61dcc (__TEXT,__text) non-external (was a private external) _putstr
00007ff806c62f40 (__TEXT,__text) non-external _readsharpstrexp
00007ff806c494d9 (__TEXT,__text) non-external _readstr_upto
00007ff806c62d21 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00007ff806c6049a (__TEXT,__text) non-external _record_condition_data
00007ff806c66be0 (__TEXT,__text) non-external _record_data_address
00007ff806c6598f (__TEXT,__text) non-external _record_enabled_profile_flags
00007ff806c57d12 (__TEXT,__text) non-external _regex_quote
00007ff806c6a6b7 (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
00007ff806c6a5aa (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff806c5d71a (__TEXT,__text) non-external _reorder_condition
00007ff806c5d8f6 (__TEXT,__text) non-external _reorder_condition_list
00007ff806c6a8bb (__TEXT,__text) non-external _reorder_policy
00007ff806c52f67 (__TEXT,__text) non-external _reverse
00007ff806c7c040 (__TEXT,__const) non-external _root_translation_scm
00007ff806c4cedf (__TEXT,__text) non-external (was a private external) _s_cons
00007ff806c4c998 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff806c47f54 (__TEXT,__text) non-external _s_save
00007ff806c60998 (__TEXT,__text) external _sandbox_apply
00007ff806c609b3 (__TEXT,__text) external _sandbox_apply_container
00007ff806c6373c (__TEXT,__text) external _sandbox_compile_entitlements
00007ff806c4297d (__TEXT,__text) external _sandbox_compile_file
00007ff806c428e4 (__TEXT,__text) external _sandbox_compile_named
00007ff806c61619 (__TEXT,__text) external _sandbox_compile_string
00007ff806c640d8 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff806c42780 (__TEXT,__text) external _sandbox_create_params
00007ff806c644d7 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff806c60a88 (__TEXT,__text) external _sandbox_free_params
00007ff806c60a55 (__TEXT,__text) external _sandbox_free_profile
00007ff806c63884 (__TEXT,__text) external _sandbox_inspect_pid
00007ff806c63986 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff806c640ed (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff806c64588 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff806c63774 (__TEXT,__text) external _sandbox_register_profile
00007ff806c64921 (__TEXT,__text) external _sandbox_register_sync_root
00007ff806c427e4 (__TEXT,__text) external _sandbox_set_param
00007ff806c63a06 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff806c63a1e (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff806c63857 (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff806c63812 (__TEXT,__text) external _sandbox_unregister_profile
00007ff806c63991 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff806c639ee (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff806c639a0 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff806c63d2c (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff806c6fc66 (__TEXT,__text) non-external _save_condition
00007ff806c69a16 (__TEXT,__text) non-external _sb_action_iterate
00007ff806c64c39 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff806c5f4ce (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff806c6558d (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff806c65350 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff806c65444 (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff806c654c7 (__TEXT,__text) non-external _sb_bitmask_iterate_set
00007ff806c652dd (__TEXT,__text) non-external _sb_bitmask_release
00007ff806c6528a (__TEXT,__text) non-external _sb_bitmask_retain
00007ff806c65543 (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff806c451e3 (__TEXT,__text) non-external _sb_buffer_alloc
00007ff806c56691 (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff806c56727 (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff806c57c63 (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff806c4fcff (__TEXT,__text) non-external _sb_buffer_release
00007ff806c56ae7 (__TEXT,__text) non-external _sb_buffer_retain
00007ff806c655d5 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff806c566d2 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff806c5611d (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff806c67887 (__TEXT,__text) non-external _sb_byteset_copy
00007ff806c5637d (__TEXT,__text) non-external _sb_byteset_get_population
00007ff806c5efd2 (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff806c58380 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff806c56285 (__TEXT,__text) non-external _sb_byteset_negate
00007ff806c560a8 (__TEXT,__text) non-external _sb_byteset_new
00007ff806c5621e (__TEXT,__text) non-external _sb_byteset_release
00007ff806c561cb (__TEXT,__text) non-external _sb_byteset_retain
00007ff806c584af (__TEXT,__text) non-external _sb_byteset_union
00007ff806c677a9 (__TEXT,__text) non-external _sb_byteset_with_range
00007ff806c64b15 (__TEXT,__text) non-external _sb_calloc_typed
00007ff806c67b00 (__TEXT,__text) non-external _sb_condition_bitmask
00007ff806c67a8d (__TEXT,__text) non-external _sb_condition_boolean
00007ff806c531b1 (__TEXT,__text) non-external _sb_condition_conjunction
00007ff806c61439 (__TEXT,__text) non-external _sb_condition_constant
00007ff806c50604 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff806c684a8 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff806c68368 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff806c5b678 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff806c5346c (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff806c5a99e (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff806c53bc3 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff806c6018c (__TEXT,__text) non-external _sb_condition_is_integer
00007ff806c68444 (__TEXT,__text) non-external _sb_condition_is_network
00007ff806c5b8cc (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff806c501aa (__TEXT,__text) non-external _sb_condition_is_regex
00007ff806c683d7 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff806c5ba36 (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff806c5021b (__TEXT,__text) non-external _sb_condition_list_append
00007ff806c5bfe8 (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff806c5bbff (__TEXT,__text) non-external _sb_condition_list_copy
00007ff806c56be8 (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff806c685aa (__TEXT,__text) non-external _sb_condition_list_filter
00007ff806c52c03 (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff806c5eb3c (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff806c52d7d (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff806c5c597 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff806c4e6ee (__TEXT,__text) non-external _sb_condition_list_new
00007ff806c4ee6a (__TEXT,__text) non-external _sb_condition_list_release
00007ff806c5bd08 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff806c5ce04 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff806c5a7ec (__TEXT,__text) non-external _sb_condition_negation
00007ff806c60fcd (__TEXT,__text) non-external _sb_condition_network
00007ff806c4fe34 (__TEXT,__text) non-external _sb_condition_new
00007ff806c5603d (__TEXT,__text) non-external _sb_condition_pattern
00007ff806c509ad (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff806c50497 (__TEXT,__text) non-external _sb_condition_release
00007ff806c50132 (__TEXT,__text) non-external _sb_condition_set_source_info
00007ff806c56a20 (__TEXT,__text) non-external _sb_condition_string
00007ff806c44df5 (__TEXT,__text) non-external _sb_context_intern_string
00007ff806c4eb58 (__TEXT,__text) non-external _sb_context_release
00007ff806c4eae2 (__TEXT,__text) non-external _sb_context_release_modification
00007ff806c44cc5 (__TEXT,__text) non-external _sb_context_retain
00007ff806c687b7 (__TEXT,__text) non-external _sb_context_retain_modification
00007ff806c70975 (__TEXT,__text) non-external _sb_error_fatal
00007ff806c70a1d (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff806c68dcc (__TEXT,__text) non-external _sb_error_for_instruction
00007ff806c5653f (__TEXT,__text) non-external _sb_error_new
00007ff8406c4a40 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff806c5643c (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff806c68c5b (__TEXT,__text) non-external _sb_error_set_with_description
00007ff806c68d30 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff806c68cb0 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff806c4d2af (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff806c4ffea (__TEXT,__text) non-external _sb_filter_has_dependency
00007ff84370dd58 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff84370dd50 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff806c4f17c (__TEXT,__text) non-external _sb_filter_is_case_sensitive
00007ff806c691dc (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
00007ff806c4f286 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff806c51cb8 (__TEXT,__text) non-external _sb_fsa_copy
00007ff806c51b09 (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff806c51f1a (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff806c5d174 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff806c5d06b (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff806c65233 (__TEXT,__text) non-external _sb_fsa_may_backtrack
00007ff806c581d6 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff806c585ad (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff806c58133 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff806c55f96 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff806c518ae (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff806c51ab6 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff806c64dcf (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff806c4fbdf (__TEXT,__text) non-external _sb_fsa_release
00007ff806c52a3c (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff806c4fb1c (__TEXT,__text) non-external _sb_fsa_retain
00007ff806c51a26 (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff806c58008 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff806c45139 (__TEXT,__text) non-external _sb_hash_compute
00007ff806c6389c (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff806c45301 (__TEXT,__text) non-external _sb_instr_action
00007ff806c508e2 (__TEXT,__text) non-external _sb_instr_conditional
00007ff806c5f039 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff806c5aa91 (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff806c5a4da (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff806c6947c (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff806c453da (__TEXT,__text) non-external _sb_instr_new
00007ff806c45514 (__TEXT,__text) non-external _sb_instr_release
00007ff806c69262 (__TEXT,__text) non-external _sb_instr_release_tracking
00007ff806c5a6c1 (__TEXT,__text) non-external _sb_instr_replace
00007ff806c4549c (__TEXT,__text) non-external _sb_instr_retain
00007ff806c6934e (__TEXT,__text) non-external _sb_instr_retain_tracking
00007ff806c5abff (__TEXT,__text) non-external _sb_instr_set_condition
00007ff806c56988 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff806c5cd27 (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff806c64a5c (__TEXT,__text) non-external _sb_malloc_typed
00007ff806c53f79 (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff806c4e961 (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff806c4e9d6 (__TEXT,__text) non-external _sb_modifiers_release
00007ff806c698c0 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff806c69830 (__TEXT,__text) non-external _sb_msgfilter_release
00007ff806c6077e (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff806c590ca (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff806c60893 (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff806c5f567 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff806c5f5ef (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff806c6322f (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff806c70897 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff806c632a1 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff806c632b5 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff806c632ab (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff806c631b7 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff806c630ac (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff806c63473 (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff806c7092c (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff806c7094f (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff806c635bf (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff806c6358b (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
