00000002948ce770 (__DATA,__data) non-external _.compoundliteral
00000002247f125c (__TEXT,__text) external _glpVertexStateToPPStream
00000002247e272c (__TEXT,__text) non-external _glpWriteAddressOperand
00000002247e1fc4 (__TEXT,__text) non-external _glpWriteBranchOperand
00000002247e2150 (__TEXT,__text) non-external _glpWriteClampSat
00000002247e21e8 (__TEXT,__text) non-external _glpWriteDestinationOperand
00000002247e5540 (__TEXT,__text) non-external _glpWriteOperandSize
00000002247a0a70 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00000002247a0a78 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00000002247e19bc (__TEXT,__text) non-external _glpWriteSizeType
00000002247e5488 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00000002247e1a6c (__TEXT,__text) non-external _glpWriteSourceOperand
000000022478d418 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
000000022478d3a8 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00000002246e17a0 (__TEXT,__text) non-external (was a private external) _glp_strtod
0000000224742240 (__TEXT,__text) external _glsmAllocateTextureLevels
000000022474235c (__TEXT,__text) external _glsmCleanTextureGeometry
000000022474307c (__TEXT,__text) external _glsmCreateBuffer
0000000224742f18 (__TEXT,__text) external _glsmCreateSampler
00000002247421c8 (__TEXT,__text) external _glsmCreateTexture
00000002247430cc (__TEXT,__text) external _glsmDestroyBuffer
0000000224742f6c (__TEXT,__text) external _glsmDestroySampler
0000000224742310 (__TEXT,__text) external _glsmDestroyTexture
0000000224742288 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
0000000224742850 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
0000000224742d00 (__TEXT,__text) external _glsmLoadTextureStructure
0000000224742654 (__TEXT,__text) non-external _glsmResetTextureLevel
0000000224742f70 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00000002246e1f10 (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00000002246e4914 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
0000000224705b10 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
0000000224705d8c (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
000000022473e578 (__TEXT,__text) external _glvmCopyAttributes
00000002246e1f30 (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00000002246e1fb0 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00000002246e1f50 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00000002246e2050 (__TEXT,__text) external _glvmGetConstants
0000000224808d38 (__TEXT,__text) non-external _glvmGetConstants.cold.1
000000022471e0fc (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00000002246e1a28 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
000000022471e620 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00000002246e1eac (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
000000022471d918 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
0000000224735628 (__TEXT,__text) external _glvmInterpretCPTransformPatch
0000000224733764 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
000000022473805c (__TEXT,__text) external _glvmInterpretEPTransformPatch
0000000224735d28 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
0000000224740b9c (__TEXT,__text) external _glvmInterpretFPTransformFour
000000022473e7e0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
000000022473bdbc (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
0000000224739634 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
0000000224733028 (__TEXT,__text) external _glvmInterpretVPTransformFour
000000022473086c (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
0000000224709f94 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00000002247072ac (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00000002247125e4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
0000000224716160 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
000000022471998c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
0000000224718c34 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
000000022470fce4 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
0000000224707b8c (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
0000000224705f38 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00000002247c2848 (__TEXT,__text) non-external _glvmOp
000000022471fefc (__TEXT,__text) non-external (was a private external) _glvmOperationABS
000000022472c814 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
000000022472009c (__TEXT,__text) non-external (was a private external) _glvmOperationACS
0000000224724460 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00000002247201e4 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
000000022472bf38 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
0000000224724564 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
0000000224720430 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
000000022471fea0 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
000000022471fe78 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
000000022471fe9c (__TEXT,__text) non-external (was a private external) _glvmOperationARR
000000022472c6e4 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
000000022472067c (__TEXT,__text) non-external (was a private external) _glvmOperationASN
000000022472c944 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00000002247207a4 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00000002247245a8 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
000000022471f59c (__TEXT,__text) non-external (was a private external) _glvmOperationATN_Core
000000022472ab6c (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
000000022472eb94 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
000000022472e7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00000002247207b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
0000000224728184 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
000000022472811c (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
000000022472c320 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
000000022472090c (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
000000022472c484 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
000000022473c0a8 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00000002247243dc (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
0000000224724408 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
000000022472099c (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
000000022472528c (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00000002247247c4 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
0000000224724ae8 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
0000000224724dfc (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
0000000224724fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
0000000224725140 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
0000000224729a9c (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00000002247251e4 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
0000000224733564 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
0000000224735b28 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
000000022473e58c (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
0000000224739434 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
0000000224730618 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
0000000224738ce8 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00000002247391a4 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
0000000224738f40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00000002247209dc (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
000000022471ed54 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2_Core
0000000224720b24 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
0000000224720b2c (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
000000022472cfd4 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
000000022472ccf8 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
0000000224728728 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
000000022472ee58 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
000000022472f11c (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
0000000224720ce4 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
000000022471ec14 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR_CEI_Core
0000000224720e40 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
000000022472ccd4 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
0000000224700ef8 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
0000000224724434 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
000000022472f448 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
000000022472f46c (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
000000022472f5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
000000022472394c (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
000000022472ca74 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
000000022472cb54 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
0000000224700f00 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
0000000224700f2c (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
000000022473ddac (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
000000022472d25c (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00000002247211a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
000000022472149c (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
000000022471f0d4 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2_Core
00000002247215fc (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
000000022472ac30 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00000002247217a8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00000002247217b8 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
0000000224728b18 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
0000000224728ddc (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
0000000224725570 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00000002247258bc (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
0000000224725c08 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
0000000224725c0c (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
000000022472193c (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
0000000224726354 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
000000022472e608 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00000002247219ac (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00000002247219e0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
0000000224721db0 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
000000022472bf7c (__TEXT,__text) non-external (was a private external) _glvmOperationOR
0000000224726458 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
000000022472d718 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
000000022472d53c (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
000000022472e5c0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
000000022472df3c (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
000000022472e2c8 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
000000022472649c (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
000000022472386c (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00000002247238ac (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00000002247238b0 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
0000000224700efc (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00000002247266dc (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
0000000224728ea8 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
000000022472b10c (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
000000022472b35c (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00000002247238e8 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
000000022471fe20 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
0000000224724350 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
0000000224726aa4 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
0000000224726b6c (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
0000000224726ff8 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
0000000224727010 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
0000000224727244 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
000000022472c004 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
000000022472c108 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
0000000224723b28 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
000000022472c354 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
000000022471f290 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN_Core
0000000224727478 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00000002247276ac (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
000000022472981c (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00000002247278e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
0000000224723b2c (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
0000000224723ca8 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
0000000224735938 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
0000000224738384 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
000000022472f6d4 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
0000000224727d80 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
0000000224727d98 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
0000000224729b44 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
0000000224723fa4 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
000000022472c5b4 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
0000000224700d8c (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
0000000224700a60 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
0000000224700bf4 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
000000022472ccb0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
000000022472bce8 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
000000022472db78 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
000000022472d678 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
000000022472e5e4 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
000000022472e134 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
000000022472e4c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
000000022472bfc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
0000000224727e9c (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00000002247280d8 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
000000022471fea4 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
000000022471f750 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
000000022471f9b8 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
0000000224700c10 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00000002247008e8 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
0000000224700e14 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
0000000224700a7c (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
0000000224700ec8 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
0000000224700860 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
0000000224700884 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
0000000224700dc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00000002247008cc (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00000002247007bc (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
0000000224700da8 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00000002247008c4 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
000000022473de3c (__TEXT,__text) external _glvmPreloadFPTransformFour
000000022473c2d4 (__TEXT,__text) non-external (was a private external) _glvmPreloadPositionAttrib
000000022473c3c8 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00000002247014dc (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
0000000224703520 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
0000000224700f38 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
0000000224701680 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
0000000224703018 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00000002247046bc (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00000002247047b4 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
0000000224701168 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
0000000224701280 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00000002247012ac (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
0000000224701428 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
0000000224703054 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
0000000224704a24 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
0000000224704be0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
0000000224704e70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00000002246ffd70 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00000002246ffc68 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00000002246e589c (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00000002246e9db0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00000002246eaef0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00000002246ffcb4 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
0000000224732f64 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
0000000224735564 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
0000000224737f98 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
000000022473bcf8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
0000000224740ad8 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00000002246e3e7c (__TEXT,__text) external _glvmSetTextureFormat
000000022470595c (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
000000022470c6e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
000000022470f4c8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
0000000224714088 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
000000022471770c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
000000022471b224 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00000002247190c4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
0000000224710a5c (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00000002247150f4 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00000002247181a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
000000022471c0dc (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
0000000224719514 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00000002247115b8 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
000000022470af6c (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
000000022470cd48 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00000002246e5790 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00000002246e5814 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00000002247059b4 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00000002246e4bbc (__TEXT,__text) external _glvmUpdateTextureStructure
0000000224737ad0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
000000022473b688 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00000002247328dc (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
0000000298da4770 (__DATA_DIRTY,__bss) non-external _glvm_constants
0000000298da4760 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
000000022478eb00 (__TEXT,__text) non-external _handleResetPost
000000022478eaa0 (__TEXT,__text) non-external _handleResetPre
0000000224794800 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
000000022479d4d4 (__TEXT,__text) non-external _include_str_getch
000000022479d5f0 (__TEXT,__text) non-external _include_str_ungetch
0000000224793fa0 (__TEXT,__text) non-external _initAggregateType
00000002247a33d4 (__TEXT,__text) non-external _initBinaryOperatorNode
00000002247496b8 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00000002247c4130 (__TEXT,__text) non-external _inliningNodeReplacement
000000022477f73c (__TEXT,__text) non-external _inputForOutput
00000002247ed4d8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00000002247ed4d4 (__TEXT,__text) non-external _instructionIndexHashFunction
0000000224776364 (__TEXT,__text) non-external _isBuiltinName
0000000224779fa0 (__TEXT,__text) non-external _isBuiltinName
00000002247dc98c (__TEXT,__text) non-external _iterateQualifiers
000000022479e5dc (__TEXT,__text) non-external _lAddByte
000000022479dd98 (__TEXT,__text) non-external _lFloatConst
000000022479e474 (__TEXT,__text) non-external _lNewBlock
000000022479ebac (__TEXT,__text) non-external _lReadByte
000000022479957c (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00000002247c0b94 (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00000002246d7f14 (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00000002246d7f94 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00000002246d80c4 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00000002246d8144 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00000002246d7ec8 (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00000002246d80ac (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00000002246d802c (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00000002246d7f18 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00000002246d7f90 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00000002246d7f10 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00000002246d814c (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00000002246d7ec0 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
0000000224780a00 (__TEXT,__text) non-external _logLevelToString
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
000000022479b7e0 (__TEXT,__text) non-external _macro_scan
00000002247782f4 (__TEXT,__text) non-external _makeCopyFunction
00000002247c0f4c (__TEXT,__text) non-external _makeIntConstantNode
000000022474553c (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
000000022479c1c4 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
000000022479c0fc (__TEXT,__text) non-external (was a private external) _mem_Alloc
000000022479c004 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
000000022479c0ac (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
0000000224746ac4 (__TEXT,__text) non-external _mergeTypes
00000002948d2f44 (__DATA,__bss) non-external _message
00000002948d2f40 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
0000000298da46e0 (__DATA_DIRTY,__data) non-external _mutex
0000000224781908 (__TEXT,__text) non-external _nameTablePush
0000000298da63d0 (__DATA_DIRTY,__bss) non-external _nameTableSets
000000022479bf60 (__TEXT,__text) non-external _noop
000000022479dd94 (__TEXT,__text) non-external _noop
0000000224779de0 (__TEXT,__text) non-external _offsetLayout
0000000224799868 (__TEXT,__text) non-external _op_add
0000000224799808 (__TEXT,__text) non-external _op_and
00000002247998b8 (__TEXT,__text) non-external _op_cmpl
0000000224799880 (__TEXT,__text) non-external _op_div
0000000224799810 (__TEXT,__text) non-external _op_eq
0000000224799834 (__TEXT,__text) non-external _op_ge
0000000224799828 (__TEXT,__text) non-external _op_gt
000000022479984c (__TEXT,__text) non-external _op_le
00000002247997e8 (__TEXT,__text) non-external _op_logand
00000002247997d8 (__TEXT,__text) non-external _op_logor
0000000224799840 (__TEXT,__text) non-external _op_lt
0000000224799894 (__TEXT,__text) non-external _op_mod
0000000224799878 (__TEXT,__text) non-external _op_mul
000000022479981c (__TEXT,__text) non-external _op_ne
00000002247998b0 (__TEXT,__text) non-external _op_neg
00000002247998c0 (__TEXT,__text) non-external _op_not
00000002247997f8 (__TEXT,__text) non-external _op_or
00000002247998ac (__TEXT,__text) non-external _op_pos
0000000224799858 (__TEXT,__text) non-external _op_shl
0000000224799860 (__TEXT,__text) non-external _op_shr
0000000224799870 (__TEXT,__text) non-external _op_sub
0000000224799800 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00000002247806c4 (__TEXT,__text) non-external _outputForInput
000000022476ecf0 (__TEXT,__text) non-external _packInto
0000000224786d88 (__TEXT,__text) non-external _parseInterpolationQualifiers
0000000224786bd8 (__TEXT,__text) non-external _parseLayout
00000002247469f8 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
0000000224746784 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00000002247bfc54 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00000002247bfe1c (__TEXT,__text) non-external _phase2Process
00000002247bffd0 (__TEXT,__text) non-external _phase2ProcessConstant
