
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
0000000000042310 (__DATA,__data) external _NDR_record
000000000000f0f4 (__TEXT,__text) external _fclonefileat
0000000000001714 (__TEXT,__text) external _fcntl
0000000000004fc4 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000f120 (__TEXT,__text) external _fdatasync
00000000000089c8 (__TEXT,__text) external _ffsctl
000000000000468c (__TEXT,__text) external _fgetattrlist
0000000000005464 (__TEXT,__text) external _fgetxattr
000000000000f14c (__TEXT,__text) external _fhopen
00000000000071a0 (__TEXT,__text) external _fileport_makefd
0000000000007418 (__TEXT,__text) external _fileport_makeport
000000000000d20c (__TEXT,__text) external _flistxattr
0000000000004cd0 (__TEXT,__text) external _flock
000000000000f178 (__TEXT,__text) external _fmount
000000000000f1a4 (__TEXT,__text) external _fpathconf
0000000000012994 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000f1d0 (__TEXT,__text) external _freadlink
000000000000f1fc (__TEXT,__text) external _fremovexattr
000000000001b608 (__TEXT,__text) external _fs_snapshot_create
000000000001b624 (__TEXT,__text) external _fs_snapshot_delete
0000000000009664 (__TEXT,__text) external _fs_snapshot_list
000000000001b694 (__TEXT,__text) external _fs_snapshot_mount
000000000001b640 (__TEXT,__text) external _fs_snapshot_rename
000000000001b65c (__TEXT,__text) external _fs_snapshot_revert
000000000001b678 (__TEXT,__text) external _fs_snapshot_root
0000000000004660 (__TEXT,__text) external _fsctl
0000000000006870 (__TEXT,__text) external _fsetattrlist
0000000000006298 (__TEXT,__text) external _fsetxattr
000000000000474c (__TEXT,__text) external _fsgetpath
000000000000f228 (__TEXT,__text) external _fsgetpath_ext
000000000000f280 (__TEXT,__text) external _fstat
000000000000f280 (__TEXT,__text) external _fstat64
000000000000f2d8 (__TEXT,__text) external _fstatat
000000000000f2d8 (__TEXT,__text) external _fstatat64
000000000000c978 (__TEXT,__text) external _fstatfs
000000000000c978 (__TEXT,__text) external _fstatfs64
00000000000163fc (__TEXT,__text) external _fstatfs_ext
00000000000047fc (__TEXT,__text) external _fsync
000000000000de4c (__TEXT,__text) external _fsync$NOCANCEL
0000000000004454 (__TEXT,__text) external _ftruncate
000000000000f330 (__TEXT,__text) external _funmount
0000000000015e30 (__TEXT,__text) external _futimens
0000000000006484 (__TEXT,__text) external _futimes
0000000000048000 (__DATA,__crash_info) non-external _gCRAnnotations
0000000000001634 (__TEXT,__text) external _getattrlist
000000000000f35c (__TEXT,__text) external _getattrlistat
00000000000044ac (__TEXT,__text) external _getattrlistbulk
000000000001ec48 (__TEXT,__text) external _getaudit
00000000000030ec (__TEXT,__text) external _getaudit_addr
000000000000f388 (__TEXT,__text) external _getauid
000000000000f3b4 (__TEXT,__text) external _getdirentries
000000000000f3e0 (__TEXT,__text) external _getdirentriesattr
0000000000009b04 (__TEXT,__text) external _getdtablesize
00000000000028a8 (__TEXT,__text) external _getegid
000000000000113c (__TEXT,__text) external _getentropy
0000000000002048 (__TEXT,__text) external _geteuid
000000000000f40c (__TEXT,__text) external _getfh
000000000000f464 (__TEXT,__text) external _getfsstat
000000000000f464 (__TEXT,__text) external _getfsstat64
0000000000004f40 (__TEXT,__text) external _getgid
00000000000068c8 (__TEXT,__text) external _getgroups
0000000000006658 (__TEXT,__text) external _gethostuuid
0000000000005644 (__TEXT,__text) external _getiopolicy_np
000000000000f490 (__TEXT,__text) external _getitimer
00000000000054f0 (__TEXT,__text) external _getpeername
000000000000b2cc (__TEXT,__text) external _getpgid
0000000000009748 (__TEXT,__text) external _getpgrp
0000000000001178 (__TEXT,__text) external _getpid
000000000000749c (__TEXT,__text) external _getppid
0000000000009588 (__TEXT,__text) external _getpriority
00000000000030b8 (__TEXT,__text) external _getrlimit
00000000000087fc (__TEXT,__text) external _getrusage
000000000000de78 (__TEXT,__text) external _getsgroups_np
000000000000f4bc (__TEXT,__text) external _getsid
00000000000089f4 (__TEXT,__text) external _getsockname
000000000000540c (__TEXT,__text) external _getsockopt
0000000000002850 (__TEXT,__text) external _getuid
000000000000dea4 (__TEXT,__text) external _getwgroups_np
0000000000003ed0 (__TEXT,__text) external _getxattr
000000000000f4e8 (__TEXT,__text) external _grab_pgo_data
000000000000f514 (__TEXT,__text) external _graftdmg
00000000000047d0 (__TEXT,__text) external _guarded_close_np
000000000000ba14 (__TEXT,__text) external _guarded_kqueue_np
0000000000012a0c (__TEXT,__text) external _guarded_open_dprotected_np
000000000000455c (__TEXT,__text) external _guarded_open_np
00000000000045b8 (__TEXT,__text) external _guarded_pwrite_np
0000000000008b58 (__TEXT,__text) external _guarded_write_np
000000000000f540 (__TEXT,__text) external _guarded_writev_np
000000000003b240 (__TEXT,__cstring) non-external _hex
0000000000012a5c (__TEXT,__text) external _host_check_multiuser_mode
0000000000001e14 (__TEXT,__text) external _host_create_mach_voucher
0000000000000cbc (__TEXT,__text) external _host_create_mach_voucher_trap
0000000000020598 (__TEXT,__text) external _host_default_memory_manager
0000000000021f60 (__TEXT,__text) external _host_get_UNDServer
0000000000012a3c (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000002004c (__TEXT,__text) external _host_get_boot_info
0000000000020c68 (__TEXT,__text) external _host_get_clock_control
0000000000006d50 (__TEXT,__text) external _host_get_clock_service
0000000000021438 (__TEXT,__text) external _host_get_exception_ports
0000000000022bec (__TEXT,__text) external _host_get_io_main
0000000000004828 (__TEXT,__text) external _host_get_io_master
0000000000012a54 (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001a5c (__TEXT,__text) external _host_get_special_port
0000000000005d40 (__TEXT,__text) external _host_info
0000000000022580 (__TEXT,__text) external _host_kernel_version
00000000000234b8 (__TEXT,__text) external _host_lockgroup_info
0000000000012bb0 (__TEXT,__text) external _host_page_size
0000000000020378 (__TEXT,__text) external _host_priv_statistics
0000000000022a50 (__TEXT,__text) external _host_processor_info
0000000000021cd4 (__TEXT,__text) external _host_processor_set_priv
0000000000021b54 (__TEXT,__text) external _host_processor_sets
0000000000020ae8 (__TEXT,__text) external _host_processors
000000000002025c (__TEXT,__text) external _host_reboot
0000000000023b20 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000023cac (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
0000000000002db8 (__TEXT,__text) external _host_request_notification
00000000000222a4 (__TEXT,__text) external _host_security_create_task_token
0000000000022440 (__TEXT,__text) external _host_security_set_task_token
000000000001380c (__TEXT,__text) external _host_self
0000000000000b60 (__TEXT,__text) external _host_self_trap
0000000000021e44 (__TEXT,__text) external _host_set_UNDServer
0000000000023e2c (__TEXT,__text) external _host_set_atm_diagnostic_flag
0000000000021308 (__TEXT,__text) external _host_set_exception_ports
000000000002415c (__TEXT,__text) external _host_set_multiuser_config_flags
00000000000211dc (__TEXT,__text) external _host_set_special_port
000000000000b3c4 (__TEXT,__text) external _host_statistics
000000000000ac58 (__TEXT,__text) external _host_statistics64
00000000000216fc (__TEXT,__text) external _host_swap_exception_ports
0000000000022ec8 (__TEXT,__text) external _host_virtual_physical_table_info
00000000000482e0 (__DATA,__data) external _important_boost_assertion_token
000000000001cae8 (__TEXT,__text) non-external _inet_rule_iterate
00000000000440b8 (__AUTH_CONST,__const) external _internal_catch_exc_subsystem
00000000000128e4 (__TEXT,__text) non-external _internal_catch_exception_raise
00000000000482d0 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000000012814 (__TEXT,__text) non-external _internal_catch_exception_raise_state
00000000000482c8 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000000012730 (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
00000000000482c0 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
0000000000005300 (__TEXT,__text) external _ioctl
0000000000000924 (__TEXT,__text) external _issetugid
000000000000f56c (__TEXT,__text) external _kas_info
00000000000007c0 (__TEXT,__text) external _kdebug_is_enabled
000000000001b82c (__TEXT,__text) external _kdebug_signpost
000000000000b3b8 (__TEXT,__text) external _kdebug_signpost_end
000000000000b304 (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000b2f8 (__TEXT,__text) external _kdebug_signpost_start
000000000001b7dc (__TEXT,__text) external _kdebug_timestamp
000000000001b7f4 (__TEXT,__text) external _kdebug_timestamp_from_absolute
000000000001b810 (__TEXT,__text) external _kdebug_timestamp_from_continuous
00000000000008a4 (__TEXT,__text) external _kdebug_trace
0000000000003864 (__TEXT,__text) external _kdebug_trace_string
0000000000000820 (__TEXT,__text) external _kdebug_typefilter
000000000004c048 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
000000000001b7c8 (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006fbc (__TEXT,__text) external _kevent
000000000000cba0 (__TEXT,__text) external _kevent64
0000000000002a6c (__TEXT,__text) external _kevent_id
0000000000002a40 (__TEXT,__text) external _kevent_qos
00000000000220bc (__TEXT,__text) external _kext_request
0000000000008ff8 (__TEXT,__text) external _kill
000000000002103c (__TEXT,__text) external _kmod_control
0000000000020dd4 (__TEXT,__text) external _kmod_create
0000000000020f20 (__TEXT,__text) external _kmod_destroy
0000000000022d48 (__TEXT,__text) external _kmod_get_info
000000000001ed34 (__TEXT,__text) external _kpersona_alloc
000000000001edb4 (__TEXT,__text) external _kpersona_dealloc
000000000001ee80 (__TEXT,__text) external _kpersona_find
000000000001ef64 (__TEXT,__text) external _kpersona_find_by_type
0000000000004f00 (__TEXT,__text) external _kpersona_get
000000000001edf8 (__TEXT,__text) external _kpersona_getpath
0000000000004c08 (__TEXT,__text) external _kpersona_info
000000000001ed74 (__TEXT,__text) external _kpersona_palloc
000000000001ee3c (__TEXT,__text) external _kpersona_pidinfo
0000000000006f90 (__TEXT,__text) external _kqueue
00000000000068f4 (__TEXT,__text) external _lchown
000000000000f598 (__TEXT,__text) external _ledger
00000000000056e8 (__TEXT,__text) external _link
000000000000f5c4 (__TEXT,__text) external _linkat
000000000000f5f0 (__TEXT,__text) external _lio_listio
0000000000009698 (__TEXT,__text) external _listen
00000000000044d8 (__TEXT,__text) external _listxattr
000000000002c9f8 (__TEXT,__text) external _lock_set_create
000000000002cb60 (__TEXT,__text) external _lock_set_destroy
00000000000167c4 (__TEXT,__text) external _log_data_as_kernel
000000000000261c (__TEXT,__text) external _lseek
000000000000c858 (__TEXT,__text) external _lstat
000000000000c858 (__TEXT,__text) external _lstat64
00000000000010a0 (__TEXT,__text) external _mach_absolute_time
0000000000001124 (__TEXT,__text) external _mach_absolute_time_kernel
0000000000002484 (__TEXT,__text) external _mach_approximate_time
00000000000158c4 (__TEXT,__text) external _mach_boottime_usec
000000000000849c (__TEXT,__text) external _mach_continuous_approximate_time
0000000000001024 (__TEXT,__text) external _mach_continuous_time
0000000000001130 (__TEXT,__text) external _mach_continuous_time_kernel
0000000000012b2c (__TEXT,__text) external _mach_error
0000000000048360 (__DATA,__common) external _mach_error_full_diag
00000000000075f8 (__TEXT,__text) external _mach_error_string
000000000000761c (__TEXT,__text) non-external _mach_error_string_int
0000000000012a64 (__TEXT,__text) external _mach_error_type
0000000000034670 (__TEXT,__text) external _mach_eventlink_associate
00000000000343b8 (__TEXT,__text) external _mach_eventlink_create
0000000000034554 (__TEXT,__text) external _mach_eventlink_destroy
00000000000347b0 (__TEXT,__text) external _mach_eventlink_disassociate
0000000000015d94 (__TEXT,__text) external _mach_eventlink_signal
0000000000015df0 (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000015db0 (__TEXT,__text) external _mach_eventlink_wait_until
0000000000000bfc (__TEXT,__text) external _mach_generate_activity_id
0000000000002cd0 (__TEXT,__text) external _mach_get_times
0000000000001a58 (__TEXT,__text) external _mach_host_self
00000000000117a0 (__TEXT,__text) external _mach_host_special_port_description
0000000000040000 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
0000000000011800 (__TEXT,__text) external _mach_host_special_port_for_id
0000000000048148 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
0000000000006bfc (__TEXT,__text) external _mach_init
000000000004c030 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
0000000000006c34 (__TEXT,__text) non-external _mach_init_doit
00000000000287c0 (__TEXT,__text) external _mach_make_memory_entry
00000000000022c0 (__TEXT,__text) external _mach_make_memory_entry_64
0000000000033fa0 (__TEXT,__text) external _mach_memory_entry_access_tracking
000000000003424c (__TEXT,__text) external _mach_memory_entry_get_page_counts
000000000003411c (__TEXT,__text) external _mach_memory_entry_ownership
0000000000033e48 (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000023f48 (__TEXT,__text) external _mach_memory_info
00000000000248bc (__TEXT,__text) external _mach_memory_info_redacted
00000000000228c8 (__TEXT,__text) external _mach_memory_object_memory_entry
0000000000023330 (__TEXT,__text) external _mach_memory_object_memory_entry_64
0000000000000fa8 (__TEXT,__text) external _mach_msg
0000000000013528 (__TEXT,__text) external _mach_msg2_internal
0000000000000c2c (__TEXT,__text) external _mach_msg2_trap
0000000000001bc4 (__TEXT,__text) external _mach_msg_destroy
0000000000001d08 (__TEXT,__text) non-external _mach_msg_destroy_port
00000000000097e0 (__TEXT,__text) external _mach_msg_overwrite
0000000000000b78 (__TEXT,__text) external _mach_msg_overwrite_trap
000000000001363c (__TEXT,__text) external _mach_msg_priority_encode
000000000001362c (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
0000000000013670 (__TEXT,__text) external _mach_msg_priority_overide_qos
0000000000013680 (__TEXT,__text) external _mach_msg_priority_qos
0000000000013690 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000d238 (__TEXT,__text) external _mach_msg_receive
00000000000056ac (__TEXT,__text) external _mach_msg_send
0000000000008ca0 (__TEXT,__text) external _mach_msg_server
0000000000009a9c (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000000013628 (__TEXT,__text) external _mach_msg_server_importance
000000000000bff4 (__TEXT,__text) external _mach_msg_server_once
0000000000000b6c (__TEXT,__text) external _mach_msg_trap
0000000000029c50 (__TEXT,__text) external _mach_notify_dead_name
0000000000029b8c (__TEXT,__text) external _mach_notify_no_senders
0000000000029ab0 (__TEXT,__text) external _mach_notify_port_deleted
0000000000029b18 (__TEXT,__text) external _mach_notify_port_destroyed
0000000000029bf4 (__TEXT,__text) external _mach_notify_send_once
0000000000002ee4 (__TEXT,__text) external _mach_port_allocate
000000000001e698 (__TEXT,__text) external _mach_port_allocate_full
000000000001e684 (__TEXT,__text) external _mach_port_allocate_name
000000000001e694 (__TEXT,__text) external _mach_port_allocate_qos
000000000001e908 (__TEXT,__text) external _mach_port_assert_attributes
0000000000001ea4 (__TEXT,__text) external _mach_port_construct
0000000000002074 (__TEXT,__text) external _mach_port_deallocate
0000000000006654 (__TEXT,__text) external _mach_port_destroy
00000000000026b0 (__TEXT,__text) external _mach_port_destruct
000000000001e838 (__TEXT,__text) external _mach_port_dnrequest_info
0000000000004360 (__TEXT,__text) external _mach_port_extract_member
000000000000b020 (__TEXT,__text) external _mach_port_extract_right
000000000000366c (__TEXT,__text) external _mach_port_get_attributes
00000000000062c4 (__TEXT,__text) external _mach_port_get_context
00000000000041ac (__TEXT,__text) external _mach_port_get_refs
000000000001e904 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000ce18 (__TEXT,__text) external _mach_port_get_set_status
000000000001e6a0 (__TEXT,__text) external _mach_port_get_srights
0000000000003bcc (__TEXT,__text) external _mach_port_guard
000000000001e8f8 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000002f54 (__TEXT,__text) external _mach_port_insert_member
0000000000003180 (__TEXT,__text) external _mach_port_insert_right
000000000001e900 (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001e83c (__TEXT,__text) external _mach_port_kernel_object
000000000001e880 (__TEXT,__text) external _mach_port_kobject
000000000001e884 (__TEXT,__text) external _mach_port_kobject_description
0000000000001334 (__TEXT,__text) external _mach_port_mod_refs
0000000000005f60 (__TEXT,__text) external _mach_port_move_member
000000000001e67c (__TEXT,__text) external _mach_port_names
000000000001e688 (__TEXT,__text) external _mach_port_peek
000000000001e680 (__TEXT,__text) external _mach_port_rename
0000000000002b1c (__TEXT,__text) external _mach_port_request_notification
00000000000036f8 (__TEXT,__text) external _mach_port_set_attributes
000000000000ccf8 (__TEXT,__text) external _mach_port_set_context
000000000001e68c (__TEXT,__text) external _mach_port_set_mscount
000000000001e690 (__TEXT,__text) external _mach_port_set_seqno
000000000001e6a8 (__TEXT,__text) external _mach_port_space_basic_info
000000000001e6a4 (__TEXT,__text) external _mach_port_space_info
000000000001e8fc (__TEXT,__text) external _mach_port_swap_guard
0000000000003938 (__TEXT,__text) external _mach_port_type
000000000001e888 (__TEXT,__text) external _mach_port_unguard
000000000000c9a4 (__TEXT,__text) external _mach_ports_lookup
0000000000015a14 (__TEXT,__text) non-external _mach_ports_lookup_legacy
0000000000008828 (__TEXT,__text) external _mach_ports_register
0000000000015928 (__TEXT,__text) non-external _mach_ports_register_legacy
0000000000000b3c (__TEXT,__text) external _mach_reply_port
0000000000013b24 (__TEXT,__text) external _mach_right_recv_construct
0000000000013bfc (__TEXT,__text) external _mach_right_recv_destruct
0000000000013c94 (__TEXT,__text) external _mach_right_send_create
0000000000013ddc (__TEXT,__text) external _mach_right_send_once_consume
0000000000013d70 (__TEXT,__text) external _mach_right_send_once_create
0000000000005714 (__TEXT,__text) external _mach_right_send_release
0000000000013cfc (__TEXT,__text) external _mach_right_send_retain
000000000001e718 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001e7c4 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
00000000000158d4 (__TEXT,__text) external _mach_task_is_self
0000000000013b20 (__TEXT,__text) external _mach_task_self
000000000004c088 (__DATA_DIRTY,__common) external _mach_task_self_
00000000000117c0 (__TEXT,__text) external _mach_task_special_port_description
0000000000040120 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000000000118c4 (__TEXT,__text) external _mach_task_special_port_for_id
0000000000048240 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006d20 (__TEXT,__text) external _mach_thread_self
00000000000117e0 (__TEXT,__text) external _mach_thread_special_port_description
0000000000040180 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000000000118d4 (__TEXT,__text) external _mach_thread_special_port_for_id
00000000000482a0 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
0000000000000fcc (__TEXT,__text) external _mach_timebase_info
000000000004c028 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000000cf8 (__TEXT,__text) external _mach_timebase_info_trap
0000000000003004 (__TEXT,__text) external _mach_vm_allocate
0000000000028254 (__TEXT,__text) external _mach_vm_behavior_set
0000000000008b84 (__TEXT,__text) external _mach_vm_copy
00000000000027ac (__TEXT,__text) external _mach_vm_deallocate
0000000000028f94 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_allocate
0000000000029100 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_flush
00000000000297f0 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_query
0000000000029420 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_resize
0000000000027bd4 (__TEXT,__text) external _mach_vm_inherit
0000000000028374 (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000950 (__TEXT,__text) external _mach_vm_map
0000000000028134 (__TEXT,__text) external _mach_vm_msync
0000000000028aac (__TEXT,__text) external _mach_vm_page_info
000000000002865c (__TEXT,__text) external _mach_vm_page_query
0000000000028c98 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004a44 (__TEXT,__text) external _mach_vm_protect
00000000000045e8 (__TEXT,__text) external _mach_vm_purgable_control
0000000000029270 (__TEXT,__text) external _mach_vm_range_create
000000000001ea3c (__TEXT,__text) external _mach_vm_read
0000000000027e7c (__TEXT,__text) external _mach_vm_read_list
000000000000bea4 (__TEXT,__text) external _mach_vm_read_overwrite
000000000001eb60 (__TEXT,__text) external _mach_vm_reallocate
0000000000014710 (__TEXT,__text) external _mach_vm_reclaim_copied_ring_free
000000000001474c (__TEXT,__text) external _mach_vm_reclaim_copied_ring_query
0000000000014568 (__TEXT,__text) external _mach_vm_reclaim_get_rings_for_task
00000000000144a8 (__TEXT,__text) external _mach_vm_reclaim_is_reusable
0000000000014398 (__TEXT,__text) external _mach_vm_reclaim_query_state
0000000000013e8c (__TEXT,__text) external _mach_vm_reclaim_ring_allocate
00000000000144b8 (__TEXT,__text) external _mach_vm_reclaim_ring_capacity
0000000000014634 (__TEXT,__text) external _mach_vm_reclaim_ring_copy
00000000000144e4 (__TEXT,__text) external _mach_vm_reclaim_ring_flush
0000000000013f3c (__TEXT,__text) external _mach_vm_reclaim_ring_resize
0000000000013fdc (__TEXT,__text) external _mach_vm_reclaim_round_capacity
00000000000141c4 (__TEXT,__text) external _mach_vm_reclaim_try_cancel
0000000000014024 (__TEXT,__text) external _mach_vm_reclaim_try_enter
0000000000014408 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
0000000000000cb0 (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting_trap
0000000000005824 (__TEXT,__text) external _mach_vm_region
000000000000bc30 (__TEXT,__text) external _mach_vm_region_recurse
000000000001e90c (__TEXT,__text) external _mach_vm_remap
000000000001e9a4 (__TEXT,__text) external _mach_vm_remap_new
000000000001eb3c (__TEXT,__text) external _mach_vm_tag_describe
000000000001eb38 (__TEXT,__text) external _mach_vm_update_pointers_with_remote_tags
0000000000021a24 (__TEXT,__text) external _mach_vm_wire
0000000000028000 (__TEXT,__text) external _mach_vm_write
0000000000005a88 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002674 (__TEXT,__text) external _mach_voucher_deallocate
0000000000034d78 (__TEXT,__text) external _mach_voucher_debug_info
0000000000034b24 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b7c8 (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000035f4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000000cc8 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000000d04 (__TEXT,__text) external _mach_wait_until
0000000000023814 (__TEXT,__text) external _mach_zone_force_gc
0000000000024724 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000000024594 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000000023648 (__TEXT,__text) external _mach_zone_info
00000000000243e8 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000000024278 (__TEXT,__text) external _mach_zone_info_for_zone
0000000000000c74 (__TEXT,__text) external _macx_backing_store_recovery
0000000000000c68 (__TEXT,__text) external _macx_backing_store_suspend
0000000000000c44 (__TEXT,__text) external _macx_swapoff
0000000000000c38 (__TEXT,__text) external _macx_swapon
0000000000000c5c (__TEXT,__text) external _macx_triggers
00000000000039a8 (__TEXT,__text) external _madvise
000000000000789c (__TEXT,__text) non-external _malloc
0000000000048308 (__DATA,__bss) non-external _master_host_port
0000000000000f04 (__TEXT,__text) non-external _memcpy
0000000000000f04 (__TEXT,__text) non-external _memmove
0000000000009ce4 (__TEXT,__text) external _memorystatus_control
000000000000f648 (__TEXT,__text) external _memorystatus_get_level
00000000000136a8 (__TEXT,__text) external _mig_allocate
0000000000003f58 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001e6ac (__TEXT,__text) external _mig_dealloc_special_reply_port
00000000000069a4 (__TEXT,__text) external _mig_deallocate
0000000000000f14 (__TEXT,__text) external _mig_get_reply_port
00000000000024a0 (__TEXT,__text) external _mig_get_special_reply_port
00000000000061cc (__TEXT,__text) external _mig_put_reply_port
00000000000057f0 (__TEXT,__text) external _mig_reply_setup
00000000000061d0 (__TEXT,__text) external _mig_strncpy
00000000000024dc (__TEXT,__text) external _mig_strncpy_zerofill
000000000000f674 (__TEXT,__text) external _mincore
000000000000f6a0 (__TEXT,__text) external _minherit
0000000000000d28 (__TEXT,__text) external _mk_timer_arm
0000000000000d40 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000000d34 (__TEXT,__text) external _mk_timer_cancel
0000000000000d10 (__TEXT,__text) external _mk_timer_create
0000000000000d1c (__TEXT,__text) external _mk_timer_destroy
0000000000002780 (__TEXT,__text) external _mkdir
00000000000047a4 (__TEXT,__text) external _mkdirat
000000000000f6cc (__TEXT,__text) external _mkfifo
000000000000f6f8 (__TEXT,__text) external _mkfifoat
000000000000f724 (__TEXT,__text) external _mknod
000000000000f750 (__TEXT,__text) external _mknodat
000000000000abcc (__TEXT,__text) external _mlock
000000000000f77c (__TEXT,__text) external _mlockall
000000000000196c (__TEXT,__text) external _mmap
000000000000d274 (__TEXT,__text) external _mount
0000000000004afc (__TEXT,__text) external _mprotect
000000000000f7a8 (__TEXT,__text) external _mremap_encrypted
00000000000137f8 (__TEXT,__text) external _msg_receive
00000000000137e8 (__TEXT,__text) external _msg_rpc
00000000000137f0 (__TEXT,__text) external _msg_send
000000000000e374 (__TEXT,__text) external _msgctl
000000000000f7d4 (__TEXT,__text) external _msgget
000000000000f800 (__TEXT,__text) external _msgrcv
000000000000e3a0 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000f82c (__TEXT,__text) external _msgsnd
000000000000e3cc (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000da50 (__TEXT,__text) external _msgsys
00000000000073b4 (__TEXT,__text) external _msync
000000000000e424 (__TEXT,__text) external _msync$NOCANCEL
000000000000abf8 (__TEXT,__text) external _munlock
000000000000f858 (__TEXT,__text) external _munlockall
00000000000046b8 (__TEXT,__text) external _munmap
0000000000004ed4 (__TEXT,__text) external _necp_client_action
000000000000be4c (__TEXT,__text) external _necp_match_policy
0000000000004e7c (__TEXT,__text) external _necp_open
000000000000f884 (__TEXT,__text) external _necp_session_action
000000000000f8b0 (__TEXT,__text) external _necp_session_open
000000000000f8dc (__TEXT,__text) external _net_qos_guideline
000000000000f908 (__TEXT,__text) external _netagent_trigger
000000000002b4c8 (__TEXT,__text) external _netname_check_in
000000000002b8b8 (__TEXT,__text) external _netname_check_out
000000000002b66c (__TEXT,__text) external _netname_look_up
000000000002ba58 (__TEXT,__text) external _netname_version
0000000000015b6c (__TEXT,__text) external _nfsclnt
000000000000f934 (__TEXT,__text) external _nfssvc
00000000000482f0 (__DATA,__data) external _non_boost_assertion_token
00000000000482e8 (__DATA,__data) external _normal_boost_assertion_token
000000000000f960 (__TEXT,__text) external _ntp_adjtime
000000000000f98c (__TEXT,__text) external _ntp_gettime
000000000000f9b8 (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c8b0 (__TEXT,__text) external _open
0000000000015bf4 (__TEXT,__text) external _open$NOCANCEL
000000000000678c (__TEXT,__text) external _open_dprotected_np
000000000001d168 (__TEXT,__text) external _openat
0000000000015cbc (__TEXT,__text) external _openat$NOCANCEL
000000000001d9d0 (__TEXT,__text) external _openat_authenticated_np
000000000001d96c (__TEXT,__text) external _openat_dprotected_np
000000000000f9e4 (__TEXT,__text) external _openbyid_np
000000000001252c (__TEXT,__text) external _os_buflet_get_data_address
00000000000124fc (__TEXT,__text) external _os_buflet_get_data_length
0000000000012534 (__TEXT,__text) external _os_buflet_get_data_limit
00000000000124f4 (__TEXT,__text) external _os_buflet_get_data_offset
000000000001251c (__TEXT,__text) external _os_buflet_get_object_address
0000000000012524 (__TEXT,__text) external _os_buflet_get_object_limit
0000000000012510 (__TEXT,__text) external _os_buflet_set_data_length
0000000000012504 (__TEXT,__text) external _os_buflet_set_data_offset
0000000000018c18 (__TEXT,__text) external _os_channel_advance_slot
00000000000197fc (__TEXT,__text) external _os_channel_attr_clone
000000000001976c (__TEXT,__text) external _os_channel_attr_create
