00007ffa42c1a500 (__DATA,__data) non-external _.compoundliteral
00007ffa19ff2242 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeInsertDef
00007ffa19ff2225 (__TEXT,__text) non-external (was a private external) _glpTopLevelNodeSetDef
00007ffa19fef579 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToPrecision
00007ffa19fef56f (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeGetToType
00007ffa19fef583 (__TEXT,__text) non-external (was a private external) _glpTypeConversionNodeSetToPrecision
00007ffa19fbbf33 (__TEXT,__text) non-external (was a private external) _glpTypeFromScalarTypeAndComponentCount
00007ffa19f919c7 (__TEXT,__text) non-external (was a private external) _glpTypeGetAppleVec4Types
00007ffa19fe4264 (__TEXT,__text) non-external (was a private external) _glpTypeGetKind
00007ffa19fe4984 (__TEXT,__text) non-external (was a private external) _glpTypeGetSamplerCount
00007ffa19f96fa8 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa19fa914c (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa19fc4a29 (__TEXT,__text) non-external _glpTypeGetVec4s
00007ffa19fe52d8 (__TEXT,__text) non-external (was a private external) _glpTypeHumanReadableDescription
00007ffa19fef662 (__TEXT,__text) non-external (was a private external) _glpTypeIdentifierNodeGetName
00007ffa19fe4a44 (__TEXT,__text) non-external (was a private external) _glpTypeIsAtomic
00007ffa19fe4adb (__TEXT,__text) non-external (was a private external) _glpTypeIsSized
00007ffa19fe4f28 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa19f91831 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa19f91823 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa19fb7af1 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa19fe95a5 (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa19f91514 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa19f9146f (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa19f912c2 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa19fe9601 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa19fe4690 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa19fef262 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa19fef26f (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa19fe56e0 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa19fef8a3 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa19fef8b4 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa19f924d0 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa1a02487b (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa19fd8b40 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa19fe924c (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa19fe9203 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa19ff0c77 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa19ff0c34 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa19ff0c57 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa19ff0c4e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa19ff0c84 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa19ff0c41 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa19ff0c67 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa19ff0b90 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa19ff0bbe (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa19ff0b86 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa19ff0b6a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa19ff0ba4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa19ff0b9a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa19ff0bcc (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa19ff0b78 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa19ff0bb1 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa19fef5f8 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa19fbd1dc (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa19fbd091 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa19fbd128 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa1a0120cd (__TEXT,__text) non-external _glpVecFromValue
00007ffa1a0465bb (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa1a035bcc (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffa1a035534 (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffa1a035663 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa1a0356d2 (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa1a038c2d (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa19ff066c (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa19ff0676 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa1a034f74 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa1a038ba2 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa1a034fed (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa19fde46e (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa19fde3f0 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa19f0afd9 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa19f8f3c3 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa19f8f495 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa19f9039a (__TEXT,__text) external _glsmCreateBuffer
00007ffa19f9020f (__TEXT,__text) external _glsmCreateSampler
00007ffa19f8f360 (__TEXT,__text) external _glsmCreateTexture
00007ffa19f903d6 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa19f9024d (__TEXT,__text) external _glsmDestroySampler
00007ffa19f8f466 (__TEXT,__text) external _glsmDestroyTexture
00007ffa19f8f3f6 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa19f8f9e7 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa19f9001c (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa19f8f7c8 (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa19f90257 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa19f0b79c (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa19f0e7a8 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa19f3a9d0 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa19f3ace0 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa19f89e70 (__TEXT,__text) external _glvmCopyAttributes
00007ffa19f0b7bc (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa19f0b830 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa19f0b7dc (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa19f0b8d8 (__TEXT,__text) external _glvmGetConstants
00007ffa19f5e720 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa19f0b264 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa19f5ef60 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa19f0b72c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa19f5dd00 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa19f7dc90 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa19f7ad20 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa19f81770 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa19f7e350 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa19f8d7d0 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa19f8a0e0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa19f865c0 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa19f82e70 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa19f7a540 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa19f76d60 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa19f41580 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa19f3ce70 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa19f4db40 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa19f531d0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa19f58150 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa19f56d20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa19f49cf0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa19f3d9e0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa19f3af80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa1a01231d (__TEXT,__text) non-external _glvmOp
00007ffa19f606d0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa19f71ed0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa19f60860 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa19f68280 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa19f609f0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa19f71650 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa19f683d0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa19f60b70 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa19f60660 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa19f60620 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa19f60650 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa19f71d90 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa19f60cf0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa19f72010 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa19f60e80 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa19f68410 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa19f70130 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa19f74410 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa19f73f20 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa19f61080 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa19f6cd00 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa19f6cc80 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa19f71990 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa19f612f0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa19f71b10 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa19f86890 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa19f681e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa19f68210 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa19f61540 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa19f69560 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa19f687a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa19f68ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa19f69010 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa19f691d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa19f693f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa19f6f070 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa19f694c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa19f7aaf0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa19f7e120 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa19f89e90 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa19f82c30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa19f76af0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa19f824e0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa19f829a0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa19f82740 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa19f61580 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa19f61920 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa19f61c00 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa19f72730 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa19f72440 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa19f6d5d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa19f74720 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa19f74c20 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa19f61fb0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa19f62210 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa19f72410 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa19f33c90 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa19f68240 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa19f75290 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa19f752e0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa19f754d0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa19f66e20 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa19f72150 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa19f72260 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa19f33cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa19f33cf0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa19f729a0 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa19f62570 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa19f62920 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa19f62c10 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa19f70220 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa19f63120 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa19f63330 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa19f6da90 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa19f6ddb0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa19f69960 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa19f69d60 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa19f6a160 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa19f6a170 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa19f63630 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa19f6a960 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa19f73cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa19f636b0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa19f636f0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa19f63b60 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa19f71690 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa19f6aab0 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa19f72e80 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa19f72cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa19f73c60 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa19f73680 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa19f73980 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa19f6aaf0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa19f66700 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa19f66740 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa19f66750 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa19f33ca0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa19f6b080 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa19f6dec0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa19f706f0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa19f70970 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa19f66a80 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa19f605c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa19f67f90 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa19f6b4e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa19f6b5d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa19f6b9e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa19f6ba00 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa19f6bca0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa19f71710 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa19f717e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa19f672c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa19f719d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa19f6bf30 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa19f6c1d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa19f6ec60 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa19f6c460 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa19f67500 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa19f676e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa19f7df20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa19f81a20 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa19f75680 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa19f6c860 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa19f6c880 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa19f6f100 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa19f86c50 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa19f67c10 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa19f71c50 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa19f33b80 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa19f33880 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa19f33a00 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa19f723e0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa19f713d0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa19f732c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa19f72dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa19f73c90 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa19f73830 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa19f73b30 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa19f716d0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa19f6c9d0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa19f6cc40 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa19f60670 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa19f5fb70 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa19f5fed0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa19f33a20 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa19f33720 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa19f33c10 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa19f338a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa19f33c60 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa19f33690 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa19f336b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa19f33bc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa19f33700 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa19f33650 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa19f33ba0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa19f336f0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa19f89800 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa19f86e30 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa19f34360 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa19f36e90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa19f33d00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa19f34420 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa19f368c0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa19f38520 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa19f38900 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa19f33f00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa19f34000 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa19f34070 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa19f34250 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa19f36940 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa19f38ab0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa19f38e00 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa19f39270 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa19f32a30 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa19f32900 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa19f0f7b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa19f16130 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa19f17770 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa19f32940 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa19f7a420 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f7db70 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f81650 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f864a0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f8d6b0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa19f0dcbc (__TEXT,__text) external _glvmSetTextureFormat
00007ffa19f3a6d0 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa19f44da0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa19f49160 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa19f50210 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa19f54f30 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa19f5a3f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa19f57440 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa19f4b1f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa19f51a00 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa19f55e20 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa19f5baa0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa19f57ad0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa19f4c3e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa19f42c60 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa19f45730 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa19f0f6d0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa19f0f730 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa19f3a770 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
