00007ffb0ae8c962 (__TEXT,__text) non-external _DiToMD5
00007ffb0ae7ab16 (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
00007ffb0ae7bb24 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
00007ffb0ae7bb68 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
00007ffb0ae79e56 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
00007ffb0ae7f9b0 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
00007ffb0ae7fa68 (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
00007ffb0ae80068 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
00007ffb0ae800f8 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
00007ffb0ae7f88e (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0ae7f89e (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae7f99a (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
00007ffb0ae7feb4 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae7f97e (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
00007ffb0ae80052 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
00007ffb0ae803fe (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae80036 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
00007ffb43753f90 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
00007ffb43753f98 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
00007ffb43753f60 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE4once
00007ffb43753f68 (__DATA,__bss) non-external __ZZL18isFirstPartyDrivervE6result
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
00007ffb0ae763fa (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
00007ffb0ae76454 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
00007ffb0ae764a7 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
00007ffb0ae9ded9 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
00007ffb0ae9defc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
00007ffb0ae7e61b (__TEXT,__text) non-external ___OSArrayApply_block_invoke
00007ffb0ae7dcc3 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
00007ffb0ae9e962 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
00007ffb0ae9e985 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
00007ffb0ae7d4ed (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00007ffb0ae7f172 (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00007ffb0ae7f1cd (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00007ffb0ae7f7d0 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00007ffb0ae7f828 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.40
00007ffb0ae8a7f2 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00007ffb0ae7c02d (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00007ffb0ae9e67d (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00007ffb0ae732aa (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00007ffb0ae8145c (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00007ffb0ae8153b (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00007ffb0ae812c2 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00007ffb0ae9ee08 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00007ffb0ae8165d (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0ae8115e (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00007ffb0ae81290 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00007ffb0ae815ab (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00007ffb0ae8158c (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00007ffb0ae7c5bd (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00007ffb0ae7c65d (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
00007ffb0ae81562 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00007ffb0ae7c04a (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00007ffb0ae7c09f (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.173
00007ffb0ae7c116 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.175
00007ffb0ae8c80d (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00007ffb0ae896eb (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00007ffb0ae89331 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00007ffb0ae7fca9 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00007ffb0ae7a8e0 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00007ffb0ae7a981 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00007ffb0ae9e407 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00007ffb0ae76d2d (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00007ffb0ae76b08 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00007ffb0ae76c29 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00007ffb0ae7675a (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00007ffb0ae7719f (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00007ffb0ae74ba6 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00007ffb0ae78a2c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0ae787c6 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00007ffb0ae7886b (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00007ffb0ae78bfb (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00007ffb0ae7766b (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0ae77445 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0ae7795a (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0ae77a8f (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00007ffb0ae9e109 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00007ffb0ae9e12c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00007ffb0ae778db (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0ae7ace7 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00007ffb0ae7ac68 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00007ffb0ae806fe (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00007ffb0ae802da (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00007ffb0ae78eb0 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00007ffb0ae7d78e (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00007ffb0ae798b4 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00007ffb0ae7fea4 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00007ffb0ae7fdcd (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00007ffb0ae7fcee (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00007ffb0ae804a0 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00007ffb0ae8030c (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ffb0ae9d121 (__TEXT,__text) external ___assert_rtn
00007ffb41664f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41664f98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41665908 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb416666e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41666b90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00007ffb41666718 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.1
00007ffb41665208 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.106
00007ffb41665228 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.107
00007ffb41665248 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.108
00007ffb41665278 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.109
00007ffb416652a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.111
00007ffb416652d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
00007ffb416652f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.136
00007ffb41665328 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.137
00007ffb41665348 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.139
00007ffb41665378 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
00007ffb416657f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.152
00007ffb41665928 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00007ffb41665838 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.171
00007ffb41665868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.174
00007ffb41665898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00007ffb416658c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.195
00007ffb416658e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
00007ffb41665948 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41666898 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00007ffb41665978 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00007ffb416659a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.31
00007ffb416659c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00007ffb416659e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ffb41665a18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ffb41665a48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ffb41665a78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ffb41665aa8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54
00007ffb41665ad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ffb41665b08 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ffb41665b38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ffb41665b68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ffb41665b98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ffb41666558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ffb41666578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00007ffb416665a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ffb416665d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70
00007ffb41664fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.71
00007ffb41664ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb416665f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.72
00007ffb41665028 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73
00007ffb41665058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41666628 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76
00007ffb41666658 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ffb41666688 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ffb416666b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ffb41665088 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ffb416650a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00007ffb416650c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00007ffb416650e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ffb41665118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00007ffb41665148 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00007ffb41665178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00007ffb416651a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00007ffb416651d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.97
00007ffb41664f78 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb41665818 (__DATA_CONST,__const) non-external ___block_literal_global
00007ffb416668b8 (__DATA_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___bzero (from libSystem)
00007ffb0ae73350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ffb0ae73370 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ffb0ae767c0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ffb0ae771c1 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00007ffb0ae8c893 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0ae7fcd4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ffb0ae74c31 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0ae76510 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ffb0ae89405 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ffb0ae897ea (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00007ffb0ae767d7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ffb0ae771f9 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00007ffb0ae8c8b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00007ffb0ae78c60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ffb0ae74c6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00007ffb0ae76548 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ffb0ae8944f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ffb0ae89858 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ffb0ae727ce (__TEXT,__text) external _absolutetime_to_continuoustime
00007ffb0ae726b1 (__TEXT,__text) external _absolutetime_to_nanoseconds
00007ffb0ae9d063 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00007ffb0ae8cfc5 (__TEXT,__text) external _aes_decrypt
00007ffb0ae8d399 (__TEXT,__text) external _aes_decrypt_aad_gcm
00007ffb0ae8cf1f (__TEXT,__text) external _aes_decrypt_cbc
00007ffb0ae8d42c (__TEXT,__text) external _aes_decrypt_finalize_gcm
00007ffb0ae8d3e1 (__TEXT,__text) external _aes_decrypt_gcm
00007ffb0ae8d4a2 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00007ffb0ae8d366 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00007ffb0ae8cede (__TEXT,__text) external _aes_decrypt_key
00007ffb0ae9f45a (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00007ffb0ae8cfee (__TEXT,__text) external _aes_decrypt_key128
00007ffb0ae8d012 (__TEXT,__text) external _aes_decrypt_key256
00007ffb0ae8d24c (__TEXT,__text) external _aes_decrypt_key_gcm
00007ffb0ae8d294 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00007ffb0ae8d336 (__TEXT,__text) external _aes_decrypt_reset_gcm
00007ffb0ae8d2df (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00007ffb0ae8cec7 (__TEXT,__text) external _aes_encrypt
00007ffb0ae8d162 (__TEXT,__text) external _aes_encrypt_aad_gcm
00007ffb0ae8ce21 (__TEXT,__text) external _aes_encrypt_cbc
00007ffb0ae8d1f5 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00007ffb0ae8d1aa (__TEXT,__text) external _aes_encrypt_gcm
00007ffb0ae8d483 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00007ffb0ae8d12f (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00007ffb0ae8cde0 (__TEXT,__text) external _aes_encrypt_key
00007ffb0ae9f441 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00007ffb0ae8cfdc (__TEXT,__text) external _aes_encrypt_key128
00007ffb0ae8d000 (__TEXT,__text) external _aes_encrypt_key256
00007ffb0ae8d024 (__TEXT,__text) external _aes_encrypt_key_gcm
00007ffb0ae8d06c (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00007ffb0ae8d0ff (__TEXT,__text) external _aes_encrypt_reset_gcm
00007ffb0ae8d0b7 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00007ffb0ae726fc (__TEXT,__text) external _clock_get_calendar_microtime
00007ffb0ae9d0a9 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00007ffb0ae726c3 (__TEXT,__text) external _clock_get_calendar_nanotime
00007ffb0ae9d086 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00007ffb0ae7274b (__TEXT,__text) external _clock_get_system_nanotime
00007ffb0ae9d0cc (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00007ffb0ae72787 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00007ffb0ae727b5 (__TEXT,__text) external _continuoustime_to_absolutetime
00007ffb0ae71c19 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _csr_check (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
00007ffb437538a0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ffb43753a00 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00007ffb4166aa50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00007ffb43753a08 (__DATA,__common) external _gIOCommandMetaClass
00007ffb43753a10 (__DATA,__common) external _gIOCommandPoolMetaClass
00007ffb4166aa60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00007ffb4166aa58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00007ffb437539e8 (__DATA,__common) external _gIODKDebug
00007ffb43753a18 (__DATA,__common) external _gIODMACommandMetaClass
00007ffb4166aa68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00007ffb43753a20 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00007ffb4166aa70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00007ffb43753a28 (__DATA,__common) external _gIODispatchQueueMetaClass
00007ffb4166aa78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00007ffb43753a30 (__DATA,__common) external _gIODispatchSourceMetaClass
00007ffb4166aa80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00007ffb43753a38 (__DATA,__common) external _gIOEventLinkMetaClass
00007ffb4166aa88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00007ffb43753a40 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00007ffb4166aa90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00007ffb43753a78 (__DATA,__common) external _gIOHistogramReporterMetaClass
00007ffb4166aac8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00007ffb43753a48 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00007ffb4166aa98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00007ffb43753a50 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00007ffb4166aaa0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00007ffb43753a58 (__DATA,__common) external _gIOMemoryMapMetaClass
00007ffb4166aaa8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
