00007ff8400a4790 (__DATA,__data) external _NDR_record
00007ff800afc786 (__TEXT,__text) external _processor_set_destroy
00007ff800afd07e (__TEXT,__text) external _processor_set_info
00007ff800afc86b (__TEXT,__text) external _processor_set_max_priority
00007ff800afcdbe (__TEXT,__text) external _processor_set_policy_control
00007ff800afca4a (__TEXT,__text) external _processor_set_policy_disable
00007ff800afc95b (__TEXT,__text) external _processor_set_policy_enable
00007ff800afcf0b (__TEXT,__text) external _processor_set_stack_usage
00007ff800afc5e6 (__TEXT,__text) external _processor_set_statistics
00007ff800afcb3a (__TEXT,__text) external _processor_set_tasks
00007ff800afd240 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff800afcc7c (__TEXT,__text) external _processor_set_threads
00007ff800afd387 (__TEXT,__text) external _processor_start
00007ff800aed858 (__TEXT,__text) external _pselect
00007ff800aef469 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff800ae577d (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff800aed9ed (__TEXT,__text) external _pselect$NOCANCEL
00007ff800adf944 (__TEXT,__text) external _pthread_getugid_np
00007ff800ae05dc (__TEXT,__text) external _pthread_setugid_np
00007ff800ae02a0 (__TEXT,__text) external _ptrace
00007ff800ae1864 (__TEXT,__text) external _pwrite
00007ff800ae02c4 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800ae187c (__TEXT,__text) external _pwritev
00007ff800ae02dc (__TEXT,__text) external _pwritev$NOCANCEL
00007ff800ae517c (__TEXT,__text) external _quota
00007ff800ae1894 (__TEXT,__text) external _quotactl
00007ff800ae18ac (__TEXT,__text) external _read
00007ff800ae02f4 (__TEXT,__text) external _read$NOCANCEL
00007ff800ae18c4 (__TEXT,__text) external _readlink
00007ff800ae18dc (__TEXT,__text) external _readlinkat
00007ff800ae18f4 (__TEXT,__text) external _readv
00007ff800ae030c (__TEXT,__text) external _readv$NOCANCEL
00007ff800ae3650 (__TEXT,__text) external _reboot
00007ff800ae3657 (__TEXT,__text) external _reboot_np
00007ff800aed824 (__TEXT,__text) external _record_system_event_as_kernel
00007ff800ae0354 (__TEXT,__text) external _recvfrom
00007ff800ae036c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800ae0384 (__TEXT,__text) external _recvmsg
00007ff800ae039c (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800ae190c (__TEXT,__text) external _recvmsg_x
00007ff800ae1924 (__TEXT,__text) external _register_uexc_handler
00007ff800ae193c (__TEXT,__text) external _removexattr
00007ff800aef43e (__TEXT,__text) external _rename
00007ff800ae7bb4 (__TEXT,__text) external _rename_ext
00007ff800ae3758 (__TEXT,__text) external _renameat
00007ff800ae7b73 (__TEXT,__text) external _renameatx_np
00007ff800ae7b8a (__TEXT,__text) external _renamex_np
00007ff800ae1954 (__TEXT,__text) external _revoke
00007ff800aeee3c (__TEXT,__text) external _rmdir
00007ff800ae196c (__TEXT,__text) external _searchfs
00007ff800aed829 (__TEXT,__text) external _select
00007ff800ae0414 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800ae042c (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800aed9be (__TEXT,__text) external _select$NOCANCEL
00007ff800ae1984 (__TEXT,__text) external _sem_close
00007ff800aed0ed (__TEXT,__text) external _sem_destroy
00007ff800aed110 (__TEXT,__text) external _sem_getvalue
00007ff800aed133 (__TEXT,__text) external _sem_init
00007ff800ae0444 (__TEXT,__text) external _sem_open
00007ff800ae199c (__TEXT,__text) external _sem_post
00007ff800ae19b4 (__TEXT,__text) external _sem_trywait
00007ff800ae19cc (__TEXT,__text) external _sem_unlink
00007ff800ae19e4 (__TEXT,__text) external _sem_wait
00007ff800ae045c (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800affad2 (__TEXT,__text) external _semaphore_create
00007ff800affc0c (__TEXT,__text) external _semaphore_destroy
00007ff800ae5491 (__TEXT,__text) external _semaphore_signal
00007ff800ae5496 (__TEXT,__text) external _semaphore_signal_all
00007ff800aded84 (__TEXT,__text) external _semaphore_signal_all_trap
00007ff800ae549b (__TEXT,__text) external _semaphore_signal_thread
00007ff800aded90 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff800aded78 (__TEXT,__text) external _semaphore_signal_trap
00007ff800ae54a5 (__TEXT,__text) external _semaphore_timedwait
00007ff800ae54b6 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff800adedc0 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff800adedb4 (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800ae54a0 (__TEXT,__text) external _semaphore_wait
00007ff800ae54b1 (__TEXT,__text) external _semaphore_wait_signal
00007ff800adeda8 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff800aded9c (__TEXT,__text) external _semaphore_wait_trap
00007ff800ae0474 (__TEXT,__text) external _semctl
00007ff800ae19fc (__TEXT,__text) external _semget
00007ff800ae1a14 (__TEXT,__text) external _semop
00007ff800ae048c (__TEXT,__text) external _semsys
00007ff800ae1a2c (__TEXT,__text) external _sendfile
00007ff800ae04d4 (__TEXT,__text) external _sendmsg
00007ff800ae04ec (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800ae1a44 (__TEXT,__text) external _sendmsg_x
00007ff800ae0504 (__TEXT,__text) external _sendto
00007ff800ae051c (__TEXT,__text) external _sendto$NOCANCEL
00007ff800ae0534 (__TEXT,__text) external _setattrlist
00007ff800ae1a5c (__TEXT,__text) external _setattrlistat
00007ff800af14a6 (__TEXT,__text) external _setaudit
00007ff800ae1a74 (__TEXT,__text) external _setaudit_addr
00007ff800ae1a8c (__TEXT,__text) external _setauid
00007ff800ae1aa4 (__TEXT,__text) external _setegid
00007ff800ae1abc (__TEXT,__text) external _seteuid
00007ff800ae1ad4 (__TEXT,__text) external _setgid
00007ff800ae1aec (__TEXT,__text) external _setgroups
00007ff800ae572d (__TEXT,__text) external _setiopolicy_np
00007ff800ae1b04 (__TEXT,__text) external _setitimer
00007ff800ae1b1c (__TEXT,__text) external _setpgid
00007ff800ae9b04 (__TEXT,__text) external _setpriority
00007ff800ae1b34 (__TEXT,__text) external _setprivexec
00007ff800ae5197 (__TEXT,__text) external _setquota
00007ff800ae057c (__TEXT,__text) external _setregid
00007ff800ae0594 (__TEXT,__text) external _setreuid
00007ff800aedb53 (__TEXT,__text) external _setrlimit
00007ff800ae05c4 (__TEXT,__text) external _setsgroups_np
00007ff800ae1b4c (__TEXT,__text) external _setsid
00007ff800ae1b64 (__TEXT,__text) external _setsockopt
00007ff800ae1b7c (__TEXT,__text) external _setuid
00007ff800ae0624 (__TEXT,__text) external _setwgroups_np
00007ff800ae1b94 (__TEXT,__text) external _setxattr
00007ff800aea116 (__TEXT,__text) external _sfi_get_class_offtime
00007ff800aea137 (__TEXT,__text) external _sfi_process_get_flags
00007ff800aea127 (__TEXT,__text) external _sfi_process_set_flags
00007ff800aea105 (__TEXT,__text) external _sfi_set_class_offtime
00007ff800ae069c (__TEXT,__text) external _shm_open
00007ff800ae1bac (__TEXT,__text) external _shm_unlink
00007ff800ae1bc4 (__TEXT,__text) external _shmat
00007ff800ae06b4 (__TEXT,__text) external _shmctl
00007ff800ae1bdc (__TEXT,__text) external _shmdt
00007ff800ae1bf4 (__TEXT,__text) external _shmget
00007ff800ae06cc (__TEXT,__text) external _shmsys
00007ff800ae1c0c (__TEXT,__text) external _shutdown
00007ff800ae1c24 (__TEXT,__text) external _sigpending
00007ff800ae1c3c (__TEXT,__text) external _sigprocmask
00007ff800aeec9b (__TEXT,__text) external _sigsuspend
00007ff800aedb5e (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800ae1c54 (__TEXT,__text) external _socket
00007ff800ae1c6c (__TEXT,__text) external _socket_delegate
00007ff800ae0774 (__TEXT,__text) external _socketpair
00007ff800ae998d (__TEXT,__text) external _stackshot_capture_with_config
00007ff800ae990a (__TEXT,__text) external _stackshot_config_create
00007ff800ae9ab1 (__TEXT,__text) external _stackshot_config_dealloc
00007ff800ae9a69 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff800ae99fb (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff800ae9a08 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff800ae9a35 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff800ae997b (__TEXT,__text) external _stackshot_config_set_flags
00007ff800ae9a4e (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff800ae996b (__TEXT,__text) external _stackshot_config_set_pid
00007ff800ae9a1d (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800ae1c84 (__TEXT,__text) external _stat
00007ff800ae1c84 (__TEXT,__text) external _stat64
00007ff800ae1c9c (__TEXT,__text) external _statfs
00007ff800ae1c9c (__TEXT,__text) external _statfs64
00007ff8400a4ec8 (__DATA,__bss) non-external _supported
00007ff800ae1cb4 (__TEXT,__text) external _swapon
00007ff800adee80 (__TEXT,__text) external _swtch
00007ff800adee74 (__TEXT,__text) external _swtch_pri
00007ff800ae1ccc (__TEXT,__text) external _symlink
00007ff800ae1ce4 (__TEXT,__text) external _symlinkat
00007ff800ae1cfc (__TEXT,__text) external _sync
00007ff800ae07d4 (__TEXT,__text) external _syscall
00007ff800adee8c (__TEXT,__text) external _syscall_thread_switch
00007ff800aea0f4 (__TEXT,__text) external _system_get_sfi_window
00007ff800ae1d14 (__TEXT,__text) external _system_override
00007ff800aea0e3 (__TEXT,__text) external _system_set_sfi_window
00007ff800b00859 (__TEXT,__text) external _task_assign
00007ff800b00958 (__TEXT,__text) external _task_assign_default
00007ff800afe288 (__TEXT,__text) external _task_create
00007ff800b0290c (__TEXT,__text) external _task_create_identity_token
00007ff800b02b6d (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff800adeca0 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff800b0280f (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff800adee08 (__TEXT,__text) external _task_for_pid
00007ff800b018b4 (__TEXT,__text) external _task_generate_corpse
00007ff800b00a47 (__TEXT,__text) external _task_get_assignment
00007ff800b01d30 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff800b00393 (__TEXT,__text) external _task_get_emulation_vector
00007ff800b024d6 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff800aff387 (__TEXT,__text) external _task_get_exception_ports
00007ff800b02c5c (__TEXT,__text) external _task_get_exception_ports_info
00007ff800b01535 (__TEXT,__text) external _task_get_mach_voucher
00007ff800afed69 (__TEXT,__text) external _task_get_special_port
00007ff800b00d44 (__TEXT,__text) external _task_get_state
00007ff800b02a2f (__TEXT,__text) external _task_identity_token_get_task_port
00007ff800afe851 (__TEXT,__text) external _task_info
00007ff800b02330 (__TEXT,__text) external _task_inspect
00007ff800ae1d2c (__TEXT,__text) external _task_inspect_for_pid
00007ff800b019d7 (__TEXT,__text) external _task_map_corpse_info
00007ff800b021e3 (__TEXT,__text) external _task_map_corpse_info_64
00007ff800b031b4 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff800adedfc (__TEXT,__text) external _task_name_for_pid
00007ff800b0014b (__TEXT,__text) external _task_policy
00007ff800affe44 (__TEXT,__text) external _task_policy_get
00007ff800affd09 (__TEXT,__text) external _task_policy_set
00007ff800b013d3 (__TEXT,__text) external _task_purgable_info
00007ff800ae1d44 (__TEXT,__text) external _task_read_for_pid
00007ff800b02079 (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff800b01b28 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff800b01f7e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff800b01e7f (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff800b0732d (__TEXT,__text) external _task_restartable_ranges_register
00007ff800b07491 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff800afec84 (__TEXT,__text) external _task_resume
00007ff800b012ee (__TEXT,__text) external _task_resume2
00007ff800b0004e (__TEXT,__text) external _task_sample
00007ff800ae54d4 (__TEXT,__text) external _task_self_
00007ff800aded48 (__TEXT,__text) external _task_self_trap
00007ff800b02fc2 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff800b002ab (__TEXT,__text) external _task_set_emulation
00007ff800b004da (__TEXT,__text) external _task_set_emulation_vector
00007ff800b025fb (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800aff283 (__TEXT,__text) external _task_set_exception_ports
00007ff800afea39 (__TEXT,__text) external _task_set_info
00007ff800b01673 (__TEXT,__text) external _task_set_mach_voucher
00007ff800b01097 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff800b00b6a (__TEXT,__text) external _task_set_policy
00007ff800af0a3c (__TEXT,__text) external _task_set_port_space
00007ff800b005de (__TEXT,__text) external _task_set_ras_pc
00007ff800afeea7 (__TEXT,__text) external _task_set_special_port
00007ff800b00f2e (__TEXT,__text) external _task_set_state
00007ff800afeb9f (__TEXT,__text) external _task_suspend
00007ff800b011cb (__TEXT,__text) external _task_suspend2
00007ff800aff604 (__TEXT,__text) external _task_swap_exception_ports
00007ff800b01770 (__TEXT,__text) external _task_swap_mach_voucher
00007ff800afe3d0 (__TEXT,__text) external _task_terminate
00007ff800b030b1 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff800b02ec5 (__TEXT,__text) external _task_test_sync_upcall
00007ff800afe4b5 (__TEXT,__text) external _task_threads
00007ff800b01c2c (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff800b006c6 (__TEXT,__text) external _task_zone_info
00007ff800ae9ecd (__TEXT,__text) external _terminate_with_payload
00007ff800ae9eae (__TEXT,__text) external _terminate_with_reason
00007ff800b03c56 (__TEXT,__text) external _thread_abort
00007ff800b03d3b (__TEXT,__text) external _thread_abort_safely
00007ff800b04fe4 (__TEXT,__text) external _thread_assign
00007ff800b050e1 (__TEXT,__text) external _thread_assign_default
00007ff800b057fa (__TEXT,__text) external _thread_convert_thread_state
00007ff800afefa6 (__TEXT,__text) external _thread_create
00007ff800aff0c9 (__TEXT,__text) external _thread_create_running
00007ff800b03e20 (__TEXT,__text) external _thread_depress_abort
00007ff800af0b11 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff800b051c6 (__TEXT,__text) external _thread_get_assignment
00007ff800b04452 (__TEXT,__text) external _thread_get_exception_ports
00007ff800b05a41 (__TEXT,__text) external _thread_get_exception_ports_info
00007ff800b0547b (__TEXT,__text) external _thread_get_mach_voucher
00007ff800ae78e7 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff800b03f05 (__TEXT,__text) external _thread_get_special_port
00007ff800adee44 (__TEXT,__text) external _thread_get_special_reply_port
00007ff800b03739 (__TEXT,__text) external _thread_get_state
00007ff800b04142 (__TEXT,__text) external _thread_info
00007ff800ae7814 (__TEXT,__text) external _thread_policy
00007ff800b04bee (__TEXT,__text) external _thread_policy_get
00007ff800ae7855 (__TEXT,__text) external _thread_policy_set
00007ff800b03b71 (__TEXT,__text) external _thread_resume
00007ff800b04df8 (__TEXT,__text) external _thread_sample
00007ff800aded3c (__TEXT,__text) external _thread_self_trap
00007ff800ae1d5c (__TEXT,__text) external _thread_selfcounts
00007ff800b0434e (__TEXT,__text) external _thread_set_exception_ports
00007ff800b055b9 (__TEXT,__text) external _thread_set_mach_voucher
00007ff800ae7896 (__TEXT,__text) external _thread_set_policy
00007ff800b04043 (__TEXT,__text) external _thread_set_special_port
00007ff800b03923 (__TEXT,__text) external _thread_set_state
00007ff800b03a8c (__TEXT,__text) external _thread_suspend
00007ff800b046cf (__TEXT,__text) external _thread_swap_exception_ports
00007ff800b056b6 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800ae53e1 (__TEXT,__text) external _thread_switch
00007ff800b03301 (__TEXT,__text) external _thread_terminate
00007ff800af2f0a (__TEXT,__text) external _thread_wire
00007ff800b08990 (__TEXT,__const) non-external _times_now
00007ff800ae1d74 (__TEXT,__text) external _tracker_action
00007ff800ae1d8c (__TEXT,__text) external _truncate
00007ff800ae1da4 (__TEXT,__text) external _umask
00007ff800ae1dbc (__TEXT,__text) external _undelete
00007ff800ae1dd4 (__TEXT,__text) external _ungraftdmg
00007ff800aeecae (__TEXT,__text) external _unlink
00007ff800ae3732 (__TEXT,__text) external _unlinkat
00007ff800ae1dec (__TEXT,__text) external _unmount
00007ff800ae1e04 (__TEXT,__text) external _usrctl
00007ff800ae7744 (__TEXT,__text) external _utimensat
00007ff800ae1e1c (__TEXT,__text) external _utimes
00007ff800ae1e34 (__TEXT,__text) external _vfs_purge
00007ff800af0f9e (__TEXT,__text) external _vm_allocate
00007ff800af3009 (__TEXT,__text) external _vm_allocate_cpm
00007ff800b06468 (__TEXT,__text) external _vm_behavior_set
00007ff800b06165 (__TEXT,__text) external _vm_copy
00007ff800af0fcd (__TEXT,__text) external _vm_deallocate
00007ff800b05caa (__TEXT,__text) external _vm_inherit
00007ff8400a47f8 (__DATA,__common) external _vm_kernel_page_mask
00007ff8400a4800 (__DATA,__common) external _vm_kernel_page_shift
00007ff8400a47f0 (__DATA,__common) external _vm_kernel_page_size
00007ff800b066d6 (__TEXT,__text) external _vm_machine_attribute
00007ff800af1225 (__TEXT,__text) external _vm_map
00007ff800b0697b (__TEXT,__text) external _vm_map_page_query
00007ff800b0637c (__TEXT,__text) external _vm_msync
00007ff8400a4808 (__DATA,__common) external _vm_page_mask
00007ff8400a4810 (__DATA,__common) external _vm_page_shift
00007ff8400a4828 (__DATA,__common) external _vm_page_size
00007ff800ae1e4c (__TEXT,__text) external _vm_pressure_monitor
00007ff800af0fd2 (__TEXT,__text) external _vm_protect
00007ff800af144f (__TEXT,__text) external _vm_purgable_control
00007ff800af13be (__TEXT,__text) external _vm_read
00007ff800b05ee8 (__TEXT,__text) external _vm_read_list
00007ff800b06251 (__TEXT,__text) external _vm_read_overwrite
00007ff800b06ce9 (__TEXT,__text) external _vm_region_64
00007ff800b06ac4 (__TEXT,__text) external _vm_region_recurse_64
00007ff800af12ac (__TEXT,__text) external _vm_remap
00007ff800af1335 (__TEXT,__text) external _vm_remap_new
00007ff800af2e04 (__TEXT,__text) external _vm_wire
00007ff800b06067 (__TEXT,__text) external _vm_write
00007ff800ae1f3c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff800ae1f29 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800ae1f56 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff800ae1f14 (__TEXT,__text) external _voucher_mach_msg_set
00007ff8400a47e0 (__DATA,__common) external _vprintf_stderr_func
00007ff800ae097c (__TEXT,__text) external _wait4
00007ff800ae1e64 (__TEXT,__text) external _waitid
00007ff800ae0994 (__TEXT,__text) external _waitid$NOCANCEL
00007ff800aef3c5 (__TEXT,__text) external _work_interval_copy_port
00007ff800aeee53 (__TEXT,__text) external _work_interval_create
00007ff800aef25f (__TEXT,__text) external _work_interval_destroy
00007ff800aeef50 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff800aef065 (__TEXT,__text) external _work_interval_instance_alloc
00007ff800aef0cd (__TEXT,__text) external _work_interval_instance_clear
00007ff800aef1f7 (__TEXT,__text) external _work_interval_instance_finish
00007ff800aef0e1 (__TEXT,__text) external _work_interval_instance_free
00007ff800aef135 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff800aef117 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff800aef126 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff800aef144 (__TEXT,__text) external _work_interval_instance_get_id
00007ff800aef108 (__TEXT,__text) external _work_interval_instance_get_start
00007ff800aef149 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
00007ff800aef103 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff800aef0f9 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff800aef0fe (__TEXT,__text) external _work_interval_instance_set_finish
00007ff800aef0f4 (__TEXT,__text) external _work_interval_instance_set_start
00007ff800aef165 (__TEXT,__text) external _work_interval_instance_start
00007ff800aef1aa (__TEXT,__text) external _work_interval_instance_update
00007ff800aef337 (__TEXT,__text) external _work_interval_join
00007ff800aef37e (__TEXT,__text) external _work_interval_join_port
00007ff800aef3b5 (__TEXT,__text) external _work_interval_leave
00007ff800aeefbb (__TEXT,__text) external _work_interval_notify
00007ff800aef02a (__TEXT,__text) external _work_interval_notify_simple
00007ff800ae1e7c (__TEXT,__text) external _write
00007ff800ae09f4 (__TEXT,__text) external _write$NOCANCEL
00007ff800ae1e94 (__TEXT,__text) external _writev
00007ff800ae0a0c (__TEXT,__text) external _writev$NOCANCEL
