00007ff90f6574ae (__TEXT,__text) non-external +[Caller current]
00007ff943de7310 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcConnection
00007ff943de7308 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcListener
00007ff943de70d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._coreKDL
00007ff943de70c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._currentDFROwner
00007ff943de70c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._externalizedContext
00007ff943de70a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._inputHandlers
00007ff943de7098 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastError
00007ff943de70b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastInstructionsWithoutDFR
00007ff943de70b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._scene
00007ff943de70a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._sceneDirty
00007ff943de7090 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._secureIO
00007ff943de7160 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_NotificationCenterInvalidationSource._notificationName
00007ff943de6fd0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._bypassAssertions
00007ff943de6fc0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._cache
00007ff943de6fc8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._invalidationSources
00007ff943de7138 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._cache
00007ff943de7130 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._reason
00007ff943de7148 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._cache
00007ff943de7140 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._status
00007ff943de7120 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapDetected
00007ff943de7108 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapExpirationBlock
00007ff943de7128 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._delegate
00007ff943de7118 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._doubleTapDetected
00007ff943de7110 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._hidClient
00007ff943de7100 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastDoubleTap
00007ff943de70f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastTap
00007ff943de7178 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._caller
00007ff943de7168 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._heldObjects
00007ff943de7170 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._identifier
00007ff943de7188 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._log
00007ff943de7180 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._received
00007ff943de7190 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._serviceLocator
00007ff943de7230 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._clientInfo
00007ff943de7238 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._contextID
00007ff943de7248 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._domain
00007ff943de7250 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._key
00007ff943de7258 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._options
00007ff943de7240 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._originatorId
00007ff943de7078 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._approveDiscovery
00007ff943de7070 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._failedActivationCount
00007ff943de7068 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._invalidationCount
00007ff943de7088 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._lastActivation
00007ff943de7058 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._observers
00007ff943de7080 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._queue
00007ff943de7060 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._restartAttempt
00007ff943420588 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryHelper
00007ff943420998 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryLockoutInvalidationSource
00007ff943420560 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Caller
00007ff943420538 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DaemonUtils
00007ff9434208f8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DarwinNotificationInvalidationSource
00007ff9434209e8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DomainStateRequest
00007ff943420510 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_EvaluationRequest
00007ff943420858 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_InstalledAppsCache
00007ff9434204e8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalytics
00007ff9434204c0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsEvaluation
00007ff943420768 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_METACLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
00007ff943de73b8 (__DATA,__objc_data) external _OBJC_METACLASS_$_LADFROwnerToken
00007ff943de7598 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASIORemoteCall
00007ff943de7638 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIO
00007ff943de7520 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOArchive
00007ff943de75e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOCommunication
00007ff943de7390 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOHelper
00007ff943de7660 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff943420948 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_NotificationCenterInvalidationSource
00007ff9434207b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCache
00007ff943de7408 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheAssertion
00007ff943de7430 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheBypassAssertion
00007ff9434208a8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCacheInvalidationSource
00007ff943420808 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PushButtonMonitor
00007ff943420498 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Request
00007ff943420470 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_StorageRequest
00007ff943420448 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_TrustedAccessoryHelper
00007ff943de74a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_UserPasswordInvalidationSource
00007ff943de74f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_WatchInvalidationSource
00007ff943420420 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_WatchMonitor
00007ff90f674c48 (__TEXT,__const) external _PreflightCacheCapacity
                 (undefined) external _SecCodeCheckValidity (from Security)
                 (undefined) external _SecCodeCopyGuestWithAttributes (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
00007ff90f669f50 (__TEXT,__text) external _SerializeAddCredential
00007ff90f6699b2 (__TEXT,__text) external _SerializeCredential
00007ff90f66a107 (__TEXT,__text) external _SerializeCredentialList
00007ff90f66a356 (__TEXT,__text) external _SerializeGetContextProperty
00007ff90f669308 (__TEXT,__text) external _SerializeProcessAcl
00007ff90f66a0ab (__TEXT,__text) external _SerializeRemoveCredential
00007ff90f66a0fb (__TEXT,__text) external _SerializeReplacePassphraseCredential
00007ff90f669546 (__TEXT,__text) external _SerializeRequirement
00007ff90f66913b (__TEXT,__text) external _SerializeVerifyAclConstraint
00007ff90f668d9f (__TEXT,__text) external _SerializeVerifyPolicy
00007ff943420ab8 (__DATA_DIRTY,__bss) non-external _SharingLibraryCore.frameworkLibrary
00007ff90f658c0f (__TEXT,__text) non-external _TrustedAccessoryLibrary
00007ff943420ab0 (__DATA_DIRTY,__bss) non-external _TrustedAccessoryLibraryCore.frameworkLibrary
00007ff90f66c404 (__TEXT,__text) external _Util_AllocCredential
00007ff90f66c7cc (__TEXT,__text) external _Util_AllocRequirement
00007ff90f66cebc (__TEXT,__text) external _Util_CreateRequirement
00007ff90f66c0d7 (__TEXT,__text) external _Util_DeallocCredential
00007ff90f66cf39 (__TEXT,__text) external _Util_DeallocRequirement
00007ff90f65c570 (__TEXT,__text) external _Util_GetBitCount
00007ff90f65c65b (__TEXT,__text) external _Util_KeybagLockStateToEnvVar
00007ff90f66bff3 (__TEXT,__text) external _Util_ReadFromBuffer
00007ff90f65c683 (__TEXT,__text) external _Util_SafeDeallocParameters
00007ff90f66bf05 (__TEXT,__text) external _Util_WriteToBuffer
00007ff90f65c5e5 (__TEXT,__text) external _Util_hexDumpToStrHelper
00007ff90f65c754 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.1
00007ff90f65c775 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.2
00007ff90f65c5b2 (__TEXT,__text) external _Util_isNonNullEqualMemory
00007ff90f65c588 (__TEXT,__text) external _Util_isNullOrZeroMemory
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff90f6732f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSDictionary_$_Merge
00007ff90f673310 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSDictionary_$_Merge
00007ff9413d6640 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSDictionary_$_Merge
00007ff90f673328 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Caller
00007ff90f673348 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_DaemonUtils
00007ff90f6734b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_EvaluationRequest
00007ff90f6734d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_InstalledAppsCache
00007ff90f6734e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90f673508 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASIORemoteCall
00007ff90f673520 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIO
00007ff90f673538 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOArchive
00007ff90f673558 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOHelper
00007ff90f673570 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOLoggingHelper
00007ff90f6735b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCache
00007ff90f6735d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCacheInvalidationSource
00007ff90f6735e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PushButtonMonitor
00007ff90f673600 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Request
00007ff90f673630 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_TrustedAccessoryHelper
00007ff90f673648 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_WatchMonitor
00007ff9413d9340 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_DaemonUtils
00007ff90f673660 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryHelper
00007ff90f673678 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryLockoutInvalidationSource
00007ff90f6736a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Caller
00007ff90f673788 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DaemonUtils
00007ff90f6737a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DarwinNotificationInvalidationSource
00007ff90f6737e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DomainStateRequest
00007ff90f673868 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_EvaluationRequest
00007ff90f673b28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_InstalledAppsCache
00007ff90f673b60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalytics
00007ff90f673c28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsEvaluation
00007ff90f673d90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90f673e40 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LADFROwnerToken
00007ff90f673e58 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASIORemoteCall
00007ff90f673f38 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIO
00007ff90f674010 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOCommunication
00007ff90f6740c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOHelper
00007ff90f6741b8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NotificationCenterInvalidationSource
00007ff90f674208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCache
00007ff90f674298 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheAssertion
00007ff90f674300 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheInvalidationSource
00007ff90f674378 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PushButtonMonitor
00007ff90f674498 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Request
00007ff90f674540 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StorageRequest
00007ff90f6745c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrustedAccessoryHelper
00007ff90f674658 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UserPasswordInvalidationSource
00007ff90f674688 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchInvalidationSource
00007ff90f6746d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchMonitor
00007ff9413d9128 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Caller
00007ff9413d7900 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DarwinNotificationInvalidationSource
00007ff9413d8f38 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DomainStateRequest
00007ff9413d8740 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_EvaluationRequest
00007ff9413d72d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalytics
00007ff9413d6a68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsEvaluation
00007ff9413d64e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d94d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASIORemoteCall
00007ff9413d9888 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIO
00007ff9413d96f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOCommunication
00007ff9413d7020 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOHelper
00007ff9413d79f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_NotificationCenterInvalidationSource
00007ff9413d66c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCache
00007ff9413d75e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheAssertion
00007ff9413d7800 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheInvalidationSource
00007ff9413d7430 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PushButtonMonitor
00007ff9413d7fc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Request
00007ff9413d8cb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StorageRequest
00007ff9413d6e38 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_WatchMonitor
00007ff9413d91f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Caller
00007ff9413d93a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DaemonUtils
00007ff9413d7948 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DarwinNotificationInvalidationSource
00007ff9413d8fe0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DomainStateRequest
00007ff9413d89a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_EvaluationRequest
00007ff9413d7358 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalytics
00007ff9413d6c70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsEvaluation
00007ff9413d6590 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d8458 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACClientRequest
00007ff9413d8ea0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACDomainStateRequest
00007ff9413d6878 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACEvaluationAnalytics
00007ff9413d84d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACEvaluationRequest
00007ff9413d8420 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACRequest
00007ff9413d8c00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACStorageRequest
00007ff9413d95e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASIORemoteCall
00007ff9413d98d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIO
00007ff9413d97e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOCommunication
00007ff9413d7148 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOHelper
00007ff9413d6778 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d7d88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d8320 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d7a18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NotificationCenterInvalidationSource
00007ff9413d7628 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheAssertion
00007ff9413d7848 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheInvalidationSource
00007ff9413d7518 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PushButtonMonitor
00007ff9413d8090 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Request
00007ff9413d8d78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StorageRequest
00007ff9413d7ef0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchInvalidationSource
00007ff9413d6f20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchMonitor
00007ff90f6747c0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACClientRequest
00007ff90f6747f8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACDomainStateRequest
00007ff90f674818 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationAnalytics
00007ff90f674920 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationRequest
00007ff90f674a78 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACRequest
00007ff90f674a90 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACStorageRequest
00007ff90f674ac0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LASecureIODelegate
00007ff90f674ae0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff9413d7b98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff9413d8130 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff90f674bd0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff9413d7d68 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff9413d8300 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff90f674be8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_WatchChangeObserver
00007ff9413d84a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACClientRequest
00007ff9413d8ec8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACDomainStateRequest
00007ff9413d6960 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationAnalytics
00007ff9413d8600 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationRequest
00007ff9413d8438 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACRequest
00007ff9413d8c38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACStorageRequest
00007ff9413d6fb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00007ff9413d67c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d7dd0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d8368 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d7e88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00007ff9413d8440 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACClientRequest
00007ff9413d8e88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00007ff9413d6860 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationAnalytics
00007ff9413d84c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00007ff9413d8408 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00007ff9413d8be8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00007ff9413d7e70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00007ff9413d8ed8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00007ff9413d86e0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00007ff9413d6a08 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LAAnalyticsEvaluation
00007ff9413d6fc0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00007ff9413d8c50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00007ff9413d7e90 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00007ff9413d6458 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00007ff9413d7ac0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9413d9268 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00007ff9413d93b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
00007ff9413d7960 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DarwinNotificationInvalidationSource
00007ff9413d9098 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DomainStateRequest
00007ff9413d8ba0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_EvaluationRequest
00007ff9413d7770 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_InstalledAppsCache
00007ff9413d73a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_LAAnalytics
