00000001a241afc8 (__TEXT,__text) non-external +[AMFI isAvailable]
00000001a2412364 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00000001a24124a4 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00000001a240b288 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00000001a241b7b4 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00000001a2411af8 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00000001a2412434 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00000001a240e948 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00000001a24124c0 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00000001a2414744 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00000001a2411a20 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00000001a241330c (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00000001a24121f8 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00000001a24124dc (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00000001a2411f4c (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00000001a24122cc (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00000001a2414b5c (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00000001a2412024 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00000001a2411d4c (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00000001a2414814 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00000001a2414d70 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00000001a2411c04 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00000001a2409684 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00000001a2412454 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00000001a2410224 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00000001a2414c80 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00000001a241011c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00000001a241012c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.42
00000001a2412100 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00000001a241499c (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00000001a24103f0 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00000001a241acfc (__TEXT,__text) non-external ___AppleMobileFileIntegrityLibraryCore_block_invoke
00000001a24164a8 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001a24164b8 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00000001a24167e0 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00000001a2416890 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.9
00000001a241d948 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
00000001d53cfbb8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_B24?0"NSURL"8"NSError"16l
00000001d53cfb98 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00000001d53cfbe0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?B"NSError">16l
00000001d53cfb78 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00000001d53cfc00 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?B"NSError">16l
00000001dec5f300 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00000001dec5f450 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00000001dec5f4b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32r_e5_v8?0l
00000001dec5f3f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_B16?0"NSURL"8l
00000001dec5edb0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00000001dec5ee00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00000001dec5eed0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec5f070 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00000001dec5eea0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001dec5ed50 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00000001dec5f230 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec5f360 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00000001dec5f2d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00000001dec5f480 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00000001dec5f420 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00000001dec5f0a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dec5ed80 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00000001dec5ef30 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec5f330 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0B8"NSError"12l
00000001dec5f390 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?B"NSError">16l
00000001dec5ef00 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?B"NSError">16l
00000001dec5ee70 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00000001dec5f3c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?B"NSError">16l
00000001dec5ef60 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00000001dec5f280 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?B"NSError">16l
00000001dec5ede0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5ee30 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5ee50 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5ef90 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f050 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f0d0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f1f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f260 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f2b0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5f4e0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001dec5eff0 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001dec5f010 (__AUTH_CONST,__const) non-external ___block_literal_global.13
00000001dec5f030 (__AUTH_CONST,__const) non-external ___block_literal_global.16
00000001dec5efb0 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001dec5f500 (__AUTH_CONST,__const) non-external ___block_literal_global.50
00000001dec5f210 (__AUTH_CONST,__const) non-external ___block_literal_global.66
00000001dec5efd0 (__AUTH_CONST,__const) non-external ___block_literal_global.7
00000001dec5f0f0 (__AUTH_CONST,__const) non-external ___block_literal_global.79
00000001dec5f110 (__AUTH_CONST,__const) non-external ___block_literal_global.85
00000001dec5f130 (__AUTH_CONST,__const) non-external ___block_literal_global.87
00000001dec5f150 (__AUTH_CONST,__const) non-external ___block_literal_global.89
00000001dec5f170 (__AUTH_CONST,__const) non-external ___block_literal_global.91
00000001dec5f190 (__AUTH_CONST,__const) non-external ___block_literal_global.93
00000001dec5f1b0 (__AUTH_CONST,__const) non-external ___block_literal_global.95
00000001dec5f1d0 (__AUTH_CONST,__const) non-external ___block_literal_global.97
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001a2416634 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001a24168b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001a241ad8c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00000001a2416588 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00000001a240a10c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001a2410410 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001a2411c14 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001a240dc64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001a2418760 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001a24149b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00000001a2409b44 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00000001a24096c4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001a241ad9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00000001a24165d8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00000001a240a114 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001a2416900 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001a2410458 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001a240dcb4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001a24149fc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001a2409b88 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00000001a24096d0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00000001a24164c0 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00000001a241661c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00000001a241d890 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00000001a241aef8 (__TEXT,__text) non-external ___getAMFIExecutionPreflightSymbolLoc_block_invoke
00000001a2414634 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00000001a241aa88 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00000001a240db60 (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00000001a240d6d0 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00000001a241c820 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00000001d53d2d68 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d53d2f80 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d53d2fb8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d53d30e8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d53d31d0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00000001d53d2dd8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.104
00000001d53d2ff8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.105
00000001d53d3000 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.114
00000001d53d3008 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.120
00000001d53d3010 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.122
00000001d53d3050 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.123
00000001d53d3090 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.176
00000001d53d2e00 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.178
00000001d53d2e60 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.179
00000001d53d2ec0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.232
00000001d53d2f08 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.233
00000001d53d2f50 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.251
00000001d53d2f68 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.252
00000001d53d2d78 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.59
00000001d53d2fc0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.60
00000001d53d2fc8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.69
00000001d53d2fd0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.81
00000001d53d2d98 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.86
00000001d53d2fe0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.96
                 (undefined) external _abort_report_np (from libSystem)
00000001a241a5e0 (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
                 (undefined) external _bzero (from libSystem)
00000001a2412548 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00000001a241a52c (__TEXT,__text) external _checkBOOLSetting
00000001a240e28c (__TEXT,__text) external _checkPathQuarantineState
00000001a241cb64 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00000001a240e1f4 (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00000001a240b4dc (__TEXT,__text) external _copyAdhocSignatureHash
00000001a241bc38 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00000001a241be34 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00000001a241be68 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00000001a241be9c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00000001a241bed0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00000001a241bf2c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00000001a241bf60 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00000001a241bfe4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00000001a241c040 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00000001a241c09c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00000001a241bc94 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00000001a241bcc8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00000001a241bcfc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00000001a241bd30 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00000001a241bd64 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00000001a241bd98 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00000001a241bdcc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00000001a241be00 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00000001a240cdb0 (__TEXT,__text) external _copyBootUUID
00000001a241c6b0 (__TEXT,__text) non-external _copyBootUUID.cold.1
00000001a240c514 (__TEXT,__text) external _copyBundleID
00000001a241c3b8 (__TEXT,__text) non-external _copyBundleID.cold.1
00000001a240c60c (__TEXT,__text) external _copyBundleIDFromURL
00000001a240c82c (__TEXT,__text) external _copyBundleVersion
00000001a241c470 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00000001a240c734 (__TEXT,__text) external _copyBundleVersionShort
00000001a241c414 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00000001a240c6a0 (__TEXT,__text) external _copyBundleVersionShortFromURL
00000001a240bec0 (__TEXT,__text) external _copyCdhash
00000001a241c0f8 (__TEXT,__text) non-external _copyCdhash.cold.1
00000001a241c12c (__TEXT,__text) non-external _copyCdhash.cold.2
00000001a241c160 (__TEXT,__text) non-external _copyCdhash.cold.3
00000001a240be38 (__TEXT,__text) external _copyCdhashFromKextURL
00000001a241a6e0 (__TEXT,__text) external _copyCodeSigningInfo
00000001a240cbd4 (__TEXT,__text) external _copyDeveloperName
00000001a241c528 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00000001a241c58c (__TEXT,__text) non-external _copyDeveloperName.cold.2
00000001a241c5f0 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00000001a241c654 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00000001a241aae4 (__TEXT,__text) external _copyEntitlements
00000001a24126d0 (__TEXT,__text) external _copyFileHashForURL
00000001a241d1f8 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00000001a241d294 (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00000001a241d320 (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00000001a240c018 (__TEXT,__text) external _copyLegacyCdhash
00000001a240a288 (__TEXT,__text) external _copyLegacyDeveloperName
00000001a240df60 (__TEXT,__text) external _copySecureTimestamp
00000001a241caa4 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00000001a240cf54 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00000001a240c43c (__TEXT,__text) external _copySigningID
00000001a241c35c (__TEXT,__text) non-external _copySigningID.cold.1
00000001a240c258 (__TEXT,__text) external _copyTeamIdentifier
00000001a241c300 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00000001a240c084 (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00000001a241c1bc (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00000001a241c228 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00000001a240c1a0 (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00000001a241c294 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00000001a240c924 (__TEXT,__text) external _copyUnstagedURL
00000001a241c4cc (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00000001a240b4d4 (__TEXT,__text) external _createCodeReference
00000001a240b3bc (__TEXT,__text) non-external _createCodeReferenceHelper
00000001a241bb28 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00000001a241bbb0 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00000001a240b3b4 (__TEXT,__text) external _createCodeReferenceQuiet
00000001a240b2f8 (__TEXT,__text) external _createHexStringFromData
00000001a2416dd0 (__TEXT,__text) non-external _createMigrationManifest
00000001a241d9e8 (__TEXT,__text) non-external _createMigrationManifest.cold.1
00000001a241a638 (__TEXT,__text) external _createSecStaticCodeForURL
00000001a241dde0 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00000001a241a4f0 (__TEXT,__text) external _createSystemPolicyDefaults
00000001a240ca30 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00000001d97482b8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00000001d97482c0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000001a2415f94 (__TEXT,__text) external _doBooleanXPCFunction
00000001a2416208 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00000001a2416210 (__TEXT,__text) external _doObjectXPCFunction
00000001d9748270 (__DATA,__bss) non-external _exec.sLog
00000001d9748268 (__DATA,__bss) non-external _exec.sLogInit
00000001a2412604 (__TEXT,__text) external _fileExists
00000001a241266c (__TEXT,__text) external _fileIsSymlink
00000001a24137fc (__TEXT,__text) external _findContainingBundle
00000001a240d198 (__TEXT,__text) external _findFirstSubdirectoryURL
00000001a2414100 (__TEXT,__text) external _findOuterMostBundle
00000001a241459c (__TEXT,__text) external _findOuterMostBundleWithFilter
00000001a2413990 (__TEXT,__text) external _findScanTargetByPath
00000001a2413d28 (__TEXT,__text) external _findTopAppBundle
00000001a2413900 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00000001a240eb28 (__TEXT,__text) non-external _fsEventCallback
00000001d9748250 (__DATA,__bss) non-external _generic.sLog
00000001d9748248 (__DATA,__bss) non-external _generic.sLogInit
00000001a241ae04 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00000001d97482d0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00000001d9748238 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00000001d9748240 (__DATA,__bss) non-external _getAllowedPaths.once
00000001a240c338 (__TEXT,__text) external _getDictionaryValue
00000001a2413ff8 (__TEXT,__text) external _getVolumePrefix
00000001a241d3ac (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00000001a24137a8 (__TEXT,__text) non-external _globalBundleSuffixes
00000001d97482b0 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00000001d97482a8 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00000001a2413f64 (__TEXT,__text) external _hasAppExtension
00000001a240cfd8 (__TEXT,__text) external _hasCodeRequirementString
00000001a241c768 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00000001a2420afe (__TEXT,__cstring) non-external _hexString.nibble
00000001a240e4f4 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00000001a240e378 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00000001a240d0e0 (__TEXT,__text) external _isAdhocSignature
00000001a241c7c4 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00000001a240ac98 (__TEXT,__text) external _isAppleInternalMachine
00000001a240d0a0 (__TEXT,__text) external _isAppleSignedCode
00000001a240ad04 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00000001a240dcf8 (__TEXT,__text) external _isCodelessKext
00000001a241c884 (__TEXT,__text) non-external _isCodelessKext.cold.1
00000001a2416644 (__TEXT,__text) external _isConnectionEntitled
00000001a241d8ec (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00000001a240acbc (__TEXT,__text) external _isDarwinOSEnvironment
00000001a240d0d0 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00000001a240d0c0 (__TEXT,__text) external _isDeveloperIDSignedCode
00000001a240acc8 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00000001a240cf68 (__TEXT,__text) external _isKernelExtensionShippedWithOS
00000001a240cf60 (__TEXT,__text) external _isKernelExtensionSystemRequired
00000001a240e038 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00000001a241cb00 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00000001a240ac2c (__TEXT,__text) external _isKextSecurityDisabledMachine
00000001a240d0b0 (__TEXT,__text) external _isMacAppStoreSignedCode
00000001a24169e4 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00000001a240ddac (__TEXT,__text) external _isNotarizedKext
00000001a241c8e8 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00000001a241c98c (__TEXT,__text) non-external _isNotarizedKext.cold.2
00000001a241ca18 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00000001a240ad18 (__TEXT,__text) external _isProvenanceTrackingEnabled
00000001a240ac50 (__TEXT,__text) external _isSIPDisabledMachine
00000001a240ac74 (__TEXT,__text) external _isSKELDisabledMachine
00000001a24135c4 (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
