00007ff8400e99d0 (__DATA,__data) non-external _C
00007ff800fe4c17 (__TEXT,__text) non-external _mpool_bkt
00007ff800fe4e7f (__TEXT,__text) external _mpool_close
00007ff800fe4b69 (__TEXT,__text) external _mpool_filter
00007ff800fe4ce5 (__TEXT,__text) external _mpool_get
00007ff800fe4b84 (__TEXT,__text) external _mpool_new
00007ff80103d0dd (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800fe4a72 (__TEXT,__text) external _mpool_open
00007ff800fe4e6a (__TEXT,__text) external _mpool_put
00007ff800fe4eca (__TEXT,__text) external _mpool_sync
00007ff800fe4f35 (__TEXT,__text) non-external _mpool_write
00007ff800feee0d (__TEXT,__text) external _mrand48
00007ff800fdd288 (__TEXT,__text) non-external _mswap
00007ff800fd23e2 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff80103b035 (__TEXT,__text) external _nanosleep
00007ff800fd66a9 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400ebac0 (__DATA,__bss) non-external _new_categories
00007ff800fdac79 (__TEXT,__text) external _new_printf_comp
00007ff800fdafbe (__TEXT,__text) external _new_printf_domain
00007ff800fd953b (__TEXT,__text) external _newlocale
00007ff8400ea930 (__DATA,__data) non-external _next
00007ff800febb26 (__TEXT,__text) non-external _nextcomp
00007ff8400eb9c0 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400eb9e0 (__DATA,__bss) non-external _nextcomp.state
00007ff800ff8adb (__TEXT,__text) external _nextwctype
00007ff800ff89a0 (__TEXT,__text) external _nextwctype_l
00007ff800fd6cf4 (__TEXT,__text) external _nftw
00007ff800feee3c (__TEXT,__text) external _nice
00007ff800ff8f60 (__TEXT,__text) external _nl_langinfo
00007ff800ff8b04 (__TEXT,__text) external _nl_langinfo_l
00007ff8400ebab0 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff801040610 (__TEXT,__const) non-external _noarg
00007ff801040118 (__TEXT,__const) non-external _nogrouping
00007ff8400ea904 (__DATA,__data) non-external _nonopt_end
00007ff8400ea908 (__DATA,__data) non-external _nonopt_start
00007ff800feeebc (__TEXT,__text) external _nrand48
00007ff800fde961 (__TEXT,__text) non-external _nroot
00007ff8400ea168 (__DATA,__data) non-external _numempty
00007ff80103fcd0 (__TEXT,__const) non-external _nv
00007ff800ff30e4 (__TEXT,__text) external _nvis
00007ff80101714f (__TEXT,__text) external _offtime
00007ff8400b10f0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800ffcb68 (__TEXT,__text) external _open_memstream
00007ff800fda004 (__TEXT,__text) external _open_with_subsystem
00007ff801014ed0 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800feef04 (__TEXT,__text) external _opendir
00007ff800fef4af (__TEXT,__text) non-external _opendir_compar
00007ff8400f6790 (__DATA,__common) external _optarg
00007ff8400ea8f0 (__DATA,__data) external _opterr
00007ff8400ea8f4 (__DATA,__data) external _optind
00007ff8400f678c (__DATA,__common) external _optopt
00007ff8400f6788 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800fd2140 (__TEXT,__text) non-external _overflow
00007ff8400eb9a0 (__DATA,__bss) non-external _p5s
00007ff8010401a0 (__TEXT,__const) non-external _padchar
00007ff8400eb7da (__DATA,__bss) non-external _parse_error
00007ff80101fa8a (__TEXT,__text) non-external _parse_long_options
00007ff8400eb7d8 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff80103af08 (__TEXT,__text) external _pause
00007ff800fef4c7 (__TEXT,__text) external _pause$NOCANCEL
00007ff800fef84a (__TEXT,__text) external _pclose
00007ff80101f9ec (__TEXT,__text) non-external _permute_args
00007ff80103db8b (__TEXT,__text) external _perror
00007ff8400eba20 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400ea910 (__DATA,__data) non-external _place
00007ff800fef4f2 (__TEXT,__text) external _popen
00007ff80103b45e (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff8010175a9 (__TEXT,__text) external _posix2time
00007ff801026e50 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800fdc697 (__TEXT,__text) external _posix_spawnp
00007ff80103f2f0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff80103f040 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff80103ec10 (__TEXT,__const) non-external _powersOf10_Float
00007ff80103e9d0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff80100462e (__TEXT,__text) external _printf
00007ff801004700 (__TEXT,__text) external _printf_l
00007ff800feb8c5 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800fef93b (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff801026e81 (__TEXT,__text) external _ptsname
00007ff80103e0a9 (__TEXT,__text) non-external _ptsname.cold.1
00007ff80103e0c4 (__TEXT,__text) non-external _ptsname.cold.2
00007ff80103cbce (__TEXT,__text) non-external _ptsname.cold.3
00007ff8400f6670 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400f6668 (__DATA,__bss) non-external _ptsname_once
00007ff801026f04 (__TEXT,__text) non-external _ptsname_once_init
00007ff80103e0c4 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff801026f28 (__TEXT,__text) external _ptsname_r
00007ff8010047b3 (__TEXT,__text) external _putc
00007ff80100481a (__TEXT,__text) external _putc_unlocked
00007ff80100484e (__TEXT,__text) external _putchar
00007ff8010048bc (__TEXT,__text) external _putchar_unlocked
00007ff801020e6b (__TEXT,__text) external _putenv
00007ff800fe3aca (__TEXT,__text) non-external _putpair
00007ff8010048fa (__TEXT,__text) external _puts
00007ff8010049ca (__TEXT,__text) external _putw
00007ff801004a2c (__TEXT,__text) external _putwc
00007ff801004a54 (__TEXT,__text) external _putwc_l
00007ff801004a5e (__TEXT,__text) external _putwchar
00007ff801004a90 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff801020eef (__TEXT,__text) external _qsort
00007ff8010274fc (__TEXT,__text) external _qsort_b
00007ff801021926 (__TEXT,__text) external _qsort_r
00007ff800fd9d66 (__TEXT,__text) external _querylocale
00007ff80103f8b0 (__TEXT,__const) non-external _querylocale_mapping
00007ff80102d1ac (__TEXT,__text) external _quick_exit
00007ff801022d17 (__TEXT,__text) non-external _r_sort_a
00007ff8400f663c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400f6630 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400f6638 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400f6640 (__DATA,__bss) non-external _r_sort_a_count
00007ff801023bc9 (__TEXT,__text) non-external _r_sort_b
00007ff8400f665c (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400f6650 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400f6658 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400f6648 (__DATA,__bss) non-external _r_sort_b_count
00007ff801023fbb (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400ea920 (__DATA,__data) non-external _r_sort_count_control
00007ff8010223e8 (__TEXT,__text) external _radixsort
00007ff800fdbb98 (__TEXT,__text) external _raise
00007ff801024056 (__TEXT,__text) external _rand
00007ff8400ea94c (__DATA,__data) non-external _rand_deg
00007ff801024004 (__TEXT,__text) external _rand_r
00007ff8400ea950 (__DATA,__data) non-external _rand_sep
00007ff8400ea948 (__DATA,__data) non-external _rand_type
00007ff801024203 (__TEXT,__text) external _random
00007ff8400ea970 (__DATA,__data) non-external _randtbl
00007ff800fec395 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff80102e7fa (__TEXT,__text) external _rb_tree_count
00007ff80102e223 (__TEXT,__text) external _rb_tree_find_node
00007ff80102e280 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff80102e2f1 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff80102e209 (__TEXT,__text) external _rb_tree_init
00007ff80102e362 (__TEXT,__text) external _rb_tree_insert_node
00007ff80102e786 (__TEXT,__text) external _rb_tree_iterate
00007ff80102e8ad (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff80102e529 (__TEXT,__text) external _rb_tree_remove_node
00007ff80102e80d (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff801040720 (__TEXT,__const) non-external _rcsid
00007ff8010407b1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800fefb46 (__TEXT,__text) external _readdir
00007ff800fefb7c (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff801024584 (__TEXT,__text) external _realpath
00007ff80103b9c4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400f6690 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400f6694 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400f6660 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400f6664 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800fe5352 (__TEXT,__text) non-external _rec_rdelete
00007ff8010405c0 (__TEXT,__const) non-external _recargchar
00007ff801040640 (__TEXT,__const) non-external _recargstring
00007ff80103b1d8 (__TEXT,__text) external _recv
00007ff800ffd08a (__TEXT,__text) external _recv$NOCANCEL
00007ff80102ec02 (__TEXT,__text) external _regcomp
00007ff80102eba7 (__TEXT,__text) external _regcomp_l
00007ff80103dd08 (__TEXT,__text) external _regerror
00007ff80102f2d2 (__TEXT,__text) external _regexec
00007ff80102ed27 (__TEXT,__text) external _regfree
00007ff800fdb005 (__TEXT,__text) external _register_printf_domain_function
00007ff800fdb0db (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800fdb1bc (__TEXT,__text) external _register_printf_domain_render_std
00007ff80102eb7f (__TEXT,__text) external _regncomp
00007ff80102e9d8 (__TEXT,__text) external _regncomp_l
00007ff80102f0c4 (__TEXT,__text) external _regnexec
00007ff80102ecd5 (__TEXT,__text) external _regwcomp
00007ff80102ec81 (__TEXT,__text) external _regwcomp_l
00007ff80102f320 (__TEXT,__text) external _regwexec
00007ff80102ec59 (__TEXT,__text) external _regwncomp
00007ff80102ec2a (__TEXT,__text) external _regwncomp_l
00007ff80102f2ec (__TEXT,__text) external _regwnexec
00007ff801004c7e (__TEXT,__text) external _remove
00007ff801024d58 (__TEXT,__text) external _remque
00007ff8400b1ae0 (__DATA_CONST,__const) non-external _rerrs
00007ff801004cf9 (__TEXT,__text) external _rewind
00007ff800fefc20 (__TEXT,__text) external _rewinddir
00007ff80101b314 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400eb9a8 (__DATA,__bss) non-external _rng
00007ff80100220b (__TEXT,__text) external _rpmatch
00007ff8400ea960 (__DATA,__data) non-external _rptr
00007ff80100140b (__TEXT,__text) non-external _sappend
00007ff8400ebba0 (__DATA,__bss) non-external _saved_categories
00007ff800fcf881 (__TEXT,__text) external _sbrk
00007ff8400eb7b8 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400eb7b0 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400e9300 (__DATA,__data) non-external _sbrk_region_size
00007ff800fefc8a (__TEXT,__text) external _scandir
00007ff801029111 (__TEXT,__text) external _scandir_b
00007ff801004d83 (__TEXT,__text) external _scanf
00007ff801004e7d (__TEXT,__text) external _scanf_l
00007ff80103fc70 (__TEXT,__const) non-external _sccsid
00007ff80103fca0 (__TEXT,__const) non-external _sccsid
00007ff800fefe85 (__TEXT,__text) external _seed48
00007ff8400eba54 (__DATA,__bss) non-external _seed48.sseed
00007ff800fefeec (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff80103b1e8 (__TEXT,__text) external _send
00007ff800ffd09a (__TEXT,__text) external _send$NOCANCEL
00007ff8010406e0 (__TEXT,__const) non-external _seps
00007ff8400eb838 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff801004f89 (__TEXT,__text) external _setbuf
00007ff801004fa2 (__TEXT,__text) external _setbuffer
00007ff8010255bb (__TEXT,__text) external _setenv
00007ff800fdcee8 (__TEXT,__text) external _sethostid
00007ff800feff25 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff801004fbb (__TEXT,__text) external _setlinebuf
00007ff800ff94e6 (__TEXT,__text) external _setlocale
00007ff800ff0091 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800fdcf45 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800ff0779 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800fdcf70 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800fdcf7f (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff8010244d1 (__TEXT,__text) external _setstate
00007ff800fdca08 (__TEXT,__text) external _settimeofday
00007ff800fd5a76 (__TEXT,__text) external _setttyent
00007ff801016624 (__TEXT,__text) non-external _settzname
00007ff800fd653a (__TEXT,__text) external _setusershell
00007ff801004fce (__TEXT,__text) external _setvbuf
00007ff800ffe21e (__TEXT,__text) non-external _sflush_locked
00007ff8400eb8b0 (__DATA,__bss) non-external _shells
00007ff800fd2756 (__TEXT,__text) non-external _shiftLeftMP
00007ff800fd2538 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400ea8a0 (__DATA,__data) non-external _sig_init_once
00007ff8400f65f8 (__DATA,__bss) non-external _sig_key
00007ff80101bf5b (__TEXT,__text) non-external _sig_keycreate
00007ff8400f65f0 (__DATA,__bss) non-external _sig_keycreated
00007ff800fdca90 (__TEXT,__text) external _sigaction
00007ff800fd6d24 (__TEXT,__text) external _sigaddset
00007ff800fcf062 (__TEXT,__text) external _sigaltstack
00007ff800fcf118 (__TEXT,__text) external _sigblock
00007ff800fd6d54 (__TEXT,__text) external _sigdelset
00007ff800fd6d08 (__TEXT,__text) external _sigemptyset
00007ff800fd6d16 (__TEXT,__text) external _sigfillset
00007ff800fcf1b5 (__TEXT,__text) external _sighold
00007ff800fcf241 (__TEXT,__text) external _sigignore
00007ff800ff0814 (__TEXT,__text) external _siginterrupt
00007ff800fd6d84 (__TEXT,__text) external _sigismember
00007ff800ff088f (__TEXT,__text) external _signal
00007ff800ff089e (__TEXT,__text) non-external _signal__
00007ff80103adc3 (__TEXT,__text) external _sigpause
00007ff800fcf147 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800fcf1fb (__TEXT,__text) external _sigrelse
00007ff800fcf25e (__TEXT,__text) external _sigset
00007ff800fcf0e9 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800fcf08f (__TEXT,__text) external _sigvec
00007ff800fcf09e (__TEXT,__text) non-external _sigvec__
00007ff800fd61d0 (__TEXT,__text) non-external _skip
00007ff800ff0a1e (__TEXT,__text) external _sl_add
00007ff800ff0acc (__TEXT,__text) external _sl_find
00007ff800ff0a7d (__TEXT,__text) external _sl_free
00007ff800ff09bc (__TEXT,__text) external _sl_init
00007ff80103d8ae (__TEXT,__text) non-external _sl_init.cold.1
00007ff80103d8c3 (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400eba30 (__DATA,__bss) non-external _slash
00007ff80103af33 (__TEXT,__text) external _sleep
00007ff800ff0915 (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400eb830 (__DATA,__bss) non-external _slot
00007ff8010051cc (__TEXT,__text) external _snprintf
00007ff80100528d (__TEXT,__text) external _snprintf_l
00007ff800ff2efc (__TEXT,__text) external _snvis
00007ff800ffd0aa (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff801005326 (__TEXT,__text) external _sprintf
00007ff8010053ea (__TEXT,__text) external _sprintf_l
00007ff8010231d3 (__TEXT,__text) external _sradixsort
00007ff8010240b8 (__TEXT,__text) external _srand
00007ff800ff097e (__TEXT,__text) external _srand48
00007ff8010240c7 (__TEXT,__text) external _sranddev
00007ff801024141 (__TEXT,__text) external _srandom
00007ff8010242b3 (__TEXT,__text) external _srandomdev
00007ff801005486 (__TEXT,__text) external _sscanf
00007ff80100554a (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800fda170 (__TEXT,__text) external _stat_with_subsystem
00007ff8400ea940 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800fd2a69 (__TEXT,__text) external _statvfs
00007ff800fdcaa4 (__TEXT,__text) external _stpcpy
00007ff800fdcadf (__TEXT,__text) external _stpncpy
00007ff800ff319e (__TEXT,__text) external _stravis
00007ff80101b42b (__TEXT,__text) external _strcasecmp
00007ff80101b330 (__TEXT,__text) external _strcasecmp_l
00007ff80101b665 (__TEXT,__text) external _strcasestr
00007ff80101b594 (__TEXT,__text) external _strcasestr_l
00007ff800fdcb5b (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff80101b68d (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff80101b84b (__TEXT,__text) external _strcoll
00007ff80101b770 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff80101b873 (__TEXT,__text) external _strcspn
00007ff80101b90d (__TEXT,__text) external _strdup
00007ff800ff322a (__TEXT,__text) external _strenvisx
00007ff80101ba67 (__TEXT,__text) external _strerror
00007ff80101ba0a (__TEXT,__text) external _strerror_r
00007ff80102d1d1 (__TEXT,__text) external _strfmon
00007ff80102dfaa (__TEXT,__text) external _strfmon_l
00007ff801019514 (__TEXT,__text) external _strftime
00007ff801018368 (__TEXT,__text) external _strftime_l
00007ff8400eb8b8 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff80101bae9 (__TEXT,__text) external _strmode
00007ff80101b56c (__TEXT,__text) external _strncasecmp
00007ff80101b453 (__TEXT,__text) external _strncasecmp_l
00007ff800fdcb9b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff80101bc03 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff80101bc61 (__TEXT,__text) external _strnstr
00007ff800ff26e0 (__TEXT,__text) external _strnunvis
00007ff800ff2578 (__TEXT,__text) external _strnunvisx
00007ff80103d91e (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff80103d941 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800ff3170 (__TEXT,__text) external _strnvis
00007ff800ff31f4 (__TEXT,__text) external _strnvisx
00007ff80101bcdb (__TEXT,__text) external _strpbrk
00007ff8010196d4 (__TEXT,__text) external _strptime
00007ff8010196fc (__TEXT,__text) external _strptime_l
00007ff80101bd0d (__TEXT,__text) external _strrchr
00007ff800ff3062 (__TEXT,__text) external _strsenvisx
00007ff80101bd29 (__TEXT,__text) external _strsep
00007ff80101bea7 (__TEXT,__text) external _strsignal
00007ff80101bd68 (__TEXT,__text) external _strsignal_r
00007ff800ff2fd9 (__TEXT,__text) external _strsnvis
00007ff800ff3033 (__TEXT,__text) external _strsnvisx
00007ff80101bf81 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800ff2f56 (__TEXT,__text) external _strsvis
00007ff800ff3000 (__TEXT,__text) external _strsvisx
00007ff800fd026a (__TEXT,__text) external _strtod
00007ff800fd02b2 (__TEXT,__text) external _strtod_l
00007ff800fcf97c (__TEXT,__text) external _strtoencf16
00007ff800fcfa51 (__TEXT,__text) external _strtoencf32
00007ff800fcfd7b (__TEXT,__text) external _strtoencf64
00007ff800fd0971 (__TEXT,__text) external _strtoencf64x
00007ff800fd02df (__TEXT,__text) external _strtoencf80_l
00007ff800fcfd08 (__TEXT,__text) external _strtof
00007ff800fcfd4f (__TEXT,__text) external _strtof_l
00007ff800fd6e4e (__TEXT,__text) external _strtofflags
00007ff801025e9d (__TEXT,__text) external _strtoimax
00007ff801025c9d (__TEXT,__text) external _strtoimax_l
00007ff80101c080 (__TEXT,__text) external _strtok
00007ff8400f6600 (__DATA,__bss) non-external _strtok.last
00007ff80101c00f (__TEXT,__text) external _strtok_r
00007ff8010260c5 (__TEXT,__text) external _strtol
00007ff801025ec5 (__TEXT,__text) external _strtol_l
00007ff800fd0999 (__TEXT,__text) external _strtold
00007ff800fd09de (__TEXT,__text) external _strtold_l
00007ff8010262ed (__TEXT,__text) external _strtoll
00007ff8010260ed (__TEXT,__text) external _strtoll_l
00007ff800fff88f (__TEXT,__text) external _strtonum
00007ff801026315 (__TEXT,__text) external _strtoq
00007ff80102633d (__TEXT,__text) external _strtoq_l
00007ff801026531 (__TEXT,__text) external _strtoul
00007ff801026347 (__TEXT,__text) external _strtoul_l
00007ff801026743 (__TEXT,__text) external _strtoull
00007ff801026559 (__TEXT,__text) external _strtoull_l
00007ff801026955 (__TEXT,__text) external _strtoumax
00007ff80102676b (__TEXT,__text) external _strtoumax_l
00007ff80102697d (__TEXT,__text) external _strtouq
00007ff8010269a5 (__TEXT,__text) external _strtouq_l
00007ff800ff26ca (__TEXT,__text) external _strunvis
00007ff800ff26b4 (__TEXT,__text) external _strunvisx
00007ff800ff3145 (__TEXT,__text) external _strvis
00007ff800ff31bd (__TEXT,__text) external _strvisx
00007ff80101c091 (__TEXT,__text) external _strxfrm
00007ff80101c0b9 (__TEXT,__text) external _strxfrm_l
00007ff8400f6798 (__DATA,__common) external _suboptarg
00007ff8400eb8c0 (__DATA,__bss) non-external _subsystem_root_path
00007ff800ff2784 (__TEXT,__text) external _svis
00007ff80101c1f4 (__TEXT,__text) external _swab
00007ff80100582d (__TEXT,__text) external _swprintf
00007ff8010058ee (__TEXT,__text) external _swprintf_l
00007ff801005987 (__TEXT,__text) external _swscanf
00007ff801005a4b (__TEXT,__text) external _swscanf_l
00007ff800fdaa22 (__TEXT,__text) external _sxprintf
00007ff800fdb4c3 (__TEXT,__text) external _sxprintf_exec
00007ff800fdcbeb (__TEXT,__text) external _sync_volume_np
00007ff801040545 (__TEXT,__const) non-external _syntax_error_str
00007ff8400b0d50 (__DATA_CONST,__const) external _sys_errlist
00007ff80103f8a8 (__TEXT,__const) external _sys_nerr
00007ff8400b1500 (__DATA_CONST,__const) external _sys_siglist
00007ff8400b1400 (__DATA_CONST,__const) external _sys_signame
00007ff800ff0b1c (__TEXT,__text) external _sysconf
00007ff800ff1220 (__TEXT,__text) external _sysctl
00007ff800ff13d8 (__TEXT,__text) external _sysctlbyname
00007ff800ff1494 (__TEXT,__text) external _sysctlnametomib
00007ff80103b1f8 (__TEXT,__text) external _system
00007ff8010269af (__TEXT,__text) external _system$NOCANCEL
00007ff80103af9c (__TEXT,__text) external _tcdrain
00007ff800ff1912 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800ff197d (__TEXT,__text) external _tcflow
00007ff800ff1925 (__TEXT,__text) external _tcflush
00007ff800ff16d4 (__TEXT,__text) external _tcgetattr
00007ff800ff17ed (__TEXT,__text) external _tcgetpgrp
00007ff800fdc317 (__TEXT,__text) external _tcgetsid
00007ff800ff18ab (__TEXT,__text) external _tcsendbreak
00007ff800ff16e8 (__TEXT,__text) external _tcsetattr
00007ff800ff17af (__TEXT,__text) external _tcsetpgrp
00007ff801026c0d (__TEXT,__text) external _tdelete
00007ff800ff1514 (__TEXT,__text) external _telldir
00007ff801005ae7 (__TEXT,__text) external _tempnam
00007ff8400eb828 (__DATA,__bss) non-external _tf
00007ff801026ccb (__TEXT,__text) external _tfind
00007ff800fd740e (__TEXT,__text) external _thread_stack_async_pcs
00007ff800fd73fb (__TEXT,__text) external _thread_stack_pcs
00007ff8400e93f8 (__DATA,__data) non-external _threadsafe
00007ff800ff19e0 (__TEXT,__text) external _time
00007ff80101742d (__TEXT,__text) non-external _time2
00007ff801017556 (__TEXT,__text) external _time2posix
00007ff801017d1d (__TEXT,__text) non-external _time2sub
00007ff80101750d (__TEXT,__text) external _timegm
00007ff8010174f7 (__TEXT,__text) external _timelocal
00007ff801017531 (__TEXT,__text) external _timeoff
00007ff800ff1a5e (__TEXT,__text) external _times
00007ff801027bc8 (__TEXT,__text) external _timespec_get
00007ff801016a46 (__TEXT,__text) non-external _timesub
00007ff8400f66b0 (__DATA,__common) external _timezone
00007ff800fe67d3 (__TEXT,__text) external _timingsafe_bcmp
00007ff8400f1e30 (__DATA,__bss) non-external _tm
00007ff801018326 (__TEXT,__text) non-external _tmcomp
00007ff801005cd3 (__TEXT,__text) external _tmpfile
