00007ff803322a3d (__TEXT,__text) external _CreateLSTMBreakEngine
00007ff8404d03a0 (__DATA_CONST,__const) external __ZTVN3icu12ResourceSinkE
00007ff8404e8828 (__DATA_CONST,__const) external __ZTVN3icu12SelectFormatE
00007ff8404d0530 (__DATA_CONST,__const) external __ZTVN3icu12SharedObjectE
00007ff8404e8db0 (__DATA_CONST,__const) external __ZTVN3icu12StringSearchE
00007ff8404e9cb0 (__DATA_CONST,__const) external __ZTVN3icu12TimeZoneRuleE
00007ff8404db3b8 (__DATA_CONST,__const) external __ZTVN3icu12UnifiedCacheE
00007ff8404dd348 (__DATA_CONST,__const) external __ZTVN3icu13BasicTimeZoneE
00007ff8404cb1c8 (__DATA_CONST,__const) external __ZTVN3icu13BreakIteratorE
00007ff8404de6b8 (__DATA_CONST,__const) external __ZTVN3icu13CollationKeys13LevelCallbackE
00007ff8404e0f90 (__DATA_CONST,__const) external __ZTVN3icu13DecimalFormatE
00007ff8404e1f18 (__DATA_CONST,__const) external __ZTVN3icu13FieldPositionE
00007ff8404e2bc8 (__DATA_CONST,__const) external __ZTVN3icu13FormattedListE
00007ff8404e4f08 (__DATA_CONST,__const) external __ZTVN3icu13IFixedDecimalE
00007ff8404e2c08 (__DATA_CONST,__const) external __ZTVN3icu13ListFormatterE
00007ff8404cbce0 (__DATA_CONST,__const) external __ZTVN3icu13LocaleBuilderE
00007ff8404e2e98 (__DATA_CONST,__const) external __ZTVN3icu13MeasureFormatE
00007ff8404e44e8 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormat11DummyFormatE
00007ff8404e44a8 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormat22PluralSelectorProviderE
00007ff8404e42b0 (__DATA_CONST,__const) external __ZTVN3icu13MessageFormatE
00007ff8404e6d58 (__DATA_CONST,__const) external __ZTVN3icu13OlsonTimeZoneE
00007ff8404cf5c8 (__DATA_CONST,__const) external __ZTVN3icu13ParsePositionE
00007ff8404d02f8 (__DATA_CONST,__const) external __ZTVN3icu13ResourceValueE
00007ff8404e9880 (__DATA_CONST,__const) external __ZTVN3icu13TimeZoneNames19MatchInfoCollectionE
00007ff8404e98a0 (__DATA_CONST,__const) external __ZTVN3icu13TimeZoneNamesE
00007ff8404db4b8 (__DATA_CONST,__const) external __ZTVN3icu13UnicodeFilterE
00007ff8404db7a0 (__DATA_CONST,__const) external __ZTVN3icu13UnicodeStringE
00007ff8404e07c8 (__DATA_CONST,__const) external __ZTVN3icu14CurrencyAmountE
00007ff8404e2060 (__DATA_CONST,__const) external __ZTVN3icu14FormattedValueE
00007ff8404e24c8 (__DATA_CONST,__const) external __ZTVN3icu14HebrewCalendarE
00007ff8404e2680 (__DATA_CONST,__const) external __ZTVN3icu14IndianCalendarE
00007ff8404cf0c8 (__DATA_CONST,__const) external __ZTVN3icu14MessagePatternE
00007ff8404d02b8 (__DATA_CONST,__const) external __ZTVN3icu14ResourceBundleE
00007ff8404e8790 (__DATA_CONST,__const) external __ZTVN3icu14SearchIteratorE
00007ff8404dd6b0 (__DATA_CONST,__const) external __ZTVN3icu14SharedCalendarE
00007ff8404e88d8 (__DATA_CONST,__const) external __ZTVN3icu14SimpleTimeZoneE
00007ff8404e9238 (__DATA_CONST,__const) external __ZTVN3icu14TimeUnitAmountE
00007ff8404e9288 (__DATA_CONST,__const) external __ZTVN3icu14TimeUnitFormatE
00007ff8404e9620 (__DATA_CONST,__const) external __ZTVN3icu14TimeZoneFormatE
00007ff8404e94d0 (__DATA_CONST,__const) external __ZTVN3icu14TransliteratorE
00007ff8404db588 (__DATA_CONST,__const) external __ZTVN3icu14UnicodeFunctorE
00007ff8404db468 (__DATA_CONST,__const) external __ZTVN3icu14UnicodeMatcherE
00007ff8404dcf28 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndex14ImmutableIndexE
00007ff8404dd058 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndex6BucketE
00007ff8404dcf50 (__DATA_CONST,__const) external __ZTVN3icu15AlphabeticIndexE
00007ff8404ddc38 (__DATA_CONST,__const) external __ZTVN3icu15ChineseCalendarE
00007ff8404e2838 (__DATA_CONST,__const) external __ZTVN3icu15IslamicCalendarE
00007ff8404cf548 (__DATA_CONST,__const) external __ZTVN3icu15Normalizer2ImplE
00007ff8404e6c90 (__DATA_CONST,__const) external __ZTVN3icu15NumberingSystemE
00007ff8404e8d30 (__DATA_CONST,__const) external __ZTVN3icu15UnicodeReplacerE
00007ff8404cb450 (__DATA_CONST,__const) external __ZTVN3icu16BytesTrieBuilder17BTLinearMatchNodeE
00007ff8404cb3a0 (__DATA_CONST,__const) external __ZTVN3icu16BytesTrieBuilderE
00007ff8404de370 (__DATA_CONST,__const) external __ZTVN3icu16CollationBuilderE
00007ff8404e16c0 (__DATA_CONST,__const) external __ZTVN3icu16DateIntervalInfoE
00007ff8404e89b0 (__DATA_CONST,__const) external __ZTVN3icu16SimpleDateFormatE
00007ff8404d04e8 (__DATA_CONST,__const) external __ZTVN3icu16UnifiedCacheBaseE
00007ff8404cb4c0 (__DATA_CONST,__const) external __ZTVN3icu17CanonicalIteratorE
00007ff8404cb550 (__DATA_CONST,__const) external __ZTVN3icu17CharacterIteratorE
00007ff8404de5f8 (__DATA_CONST,__const) external __ZTVN3icu17CollationIteratorE
00007ff8404de7b8 (__DATA_CONST,__const) external __ZTVN3icu17CollationSettingsE
00007ff8404e1358 (__DATA_CONST,__const) external __ZTVN3icu17DateFormatSymbolsE
00007ff8404cb8d8 (__DATA_CONST,__const) external __ZTVN3icu17DictionaryMatcherE
00007ff8404e22f0 (__DATA_CONST,__const) external __ZTVN3icu17GregorianCalendarE
00007ff8404e8260 (__DATA_CONST,__const) external __ZTVN3icu17RuleBasedCollatorE
00007ff8404e79a0 (__DATA_CONST,__const) external __ZTVN3icu17RuleBasedTimeZoneE
00007ff8404e7148 (__DATA_CONST,__const) external __ZTVN3icu17SharedPluralRulesE
00007ff8404dc3e8 (__DATA_CONST,__const) external __ZTVN3icu17StringEnumerationE
00007ff8404d08e8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14BranchHeadNodeE
00007ff8404d06c0 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14FinalValueNodeE
00007ff8404d0820 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder14ListBranchNodeE
00007ff8404d07c8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder15LinearMatchNodeE
00007ff8404d0890 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder15SplitBranchNodeE
00007ff8404d0770 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder21IntermediateValueNodeE
00007ff8404d0668 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder4NodeE
00007ff8404d0718 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilder9ValueNodeE
00007ff8404d05b8 (__DATA_CONST,__const) external __ZTVN3icu17StringTrieBuilderE
00007ff8404d1978 (__DATA_CONST,__const) external __ZTVN3icu17UCharsTrieBuilder18UCTLinearMatchNodeE
00007ff8404d18c8 (__DATA_CONST,__const) external __ZTVN3icu17UCharsTrieBuilderE
00007ff8404e9d80 (__DATA_CONST,__const) external __ZTVN3icu18AnnualTimeZoneRuleE
00007ff8404dd1b0 (__DATA_CONST,__const) external __ZTVN3icu18CalendarAstronomer9AngleFuncE
00007ff8404dd230 (__DATA_CONST,__const) external __ZTVN3icu18CalendarAstronomer9CoordFuncE
00007ff8404cb2a8 (__DATA_CONST,__const) external __ZTVN3icu18CharStringByteSinkE
00007ff8404de7f8 (__DATA_CONST,__const) external __ZTVN3icu18CollationTailoringE
00007ff8404e0878 (__DATA_CONST,__const) external __ZTVN3icu18CurrencyPluralInfoE
00007ff8404e1598 (__DATA_CONST,__const) external __ZTVN3icu18DateIntervalFormatE
00007ff8404cbf20 (__DATA_CONST,__const) external __ZTVN3icu18LocaleDisplayNamesE
00007ff8404d01b8 (__DATA_CONST,__const) external __ZTVN3icu18RuleBasedTokenizerE
00007ff8404e5f70 (__DATA_CONST,__const) external __ZTVN3icu18SharedNumberFormatE
00007ff8404e9eb0 (__DATA_CONST,__const) external __ZTVN3icu18TimeZoneTransitionE
00007ff8404dc450 (__DATA_CONST,__const) external __ZTVN3icu18UStringEnumerationE
00007ff8404dc288 (__DATA_CONST,__const) external __ZTVN3icu18UnicodeSetIteratorE
00007ff8404de820 (__DATA_CONST,__const) external __ZTVN3icu19CollationCacheEntryE
00007ff8404de6f8 (__DATA_CONST,__const) external __ZTVN3icu19CollationRuleParser4SinkE
00007ff8404de758 (__DATA_CONST,__const) external __ZTVN3icu19CollationRuleParser8ImporterE
00007ff8404cbbe8 (__DATA_CONST,__const) external __ZTVN3icu19FilteredNormalizer2E
00007ff8404e9d18 (__DATA_CONST,__const) external __ZTVN3icu19InitialTimeZoneRuleE
00007ff8404e8898 (__DATA_CONST,__const) external __ZTVN3icu19SharedBreakIteratorE
00007ff8404cb2f8 (__DATA_CONST,__const) external __ZTVN3icu20CheckedArrayByteSinkE
00007ff8404de538 (__DATA_CONST,__const) external __ZTVN3icu20CollationDataBuilder10CEModifierE
00007ff8404de4f8 (__DATA_CONST,__const) external __ZTVN3icu20CollationDataBuilderE
00007ff8404de878 (__DATA_CONST,__const) external __ZTVN3icu20CompactDecimalFormatE
00007ff8404e0dd0 (__DATA_CONST,__const) external __ZTVN3icu20DecimalFormatSymbolsE
00007ff8404e2120 (__DATA_CONST,__const) external __ZTVN3icu20FieldPositionHandlerE
00007ff8404e9738 (__DATA_CONST,__const) external __ZTVN3icu20TimeZoneGenericNamesE
00007ff8404e21a0 (__DATA_CONST,__const) external __ZTVN3icu21FieldPositionIteratorE
00007ff8404e1558 (__DATA_CONST,__const) external __ZTVN3icu21FormattedDateIntervalE
00007ff8404e75e0 (__DATA_CONST,__const) external __ZTVN3icu21RuleBasedNumberFormatE
00007ff8404e9de8 (__DATA_CONST,__const) external __ZTVN3icu21TimeArrayTimeZoneRuleE
00007ff8404ea908 (__DATA_CONST,__const) external __ZTVN3icu21UTF8CollationIteratorE
00007ff8404cb8a8 (__DATA_CONST,__const) external __ZTVN3icu22BytesDictionaryMatcherE
00007ff8404decc0 (__DATA_CONST,__const) external __ZTVN3icu22CompoundTransliteratorE
00007ff8404cffa0 (__DATA_CONST,__const) external __ZTVN3icu22RuleBasedBreakIterator10BreakCacheE
00007ff8404cfda0 (__DATA_CONST,__const) external __ZTVN3icu22RuleBasedBreakIteratorE
00007ff8404d19e8 (__DATA_CONST,__const) external __ZTVN3icu22UCharCharacterIteratorE
00007ff8404ea398 (__DATA_CONST,__const) external __ZTVN3icu22UIterCollationIteratorE
00007ff8404ea728 (__DATA_CONST,__const) external __ZTVN3icu22UTF16CollationIteratorE
00007ff8404e1330 (__DATA_CONST,__const) external __ZTVN3icu23SharedDateFormatSymbolsE
00007ff8404d03e8 (__DATA_CONST,__const) external __ZTVN3icu23StringCharacterIteratorE
00007ff8404cb878 (__DATA_CONST,__const) external __ZTVN3icu23UCharsDictionaryMatcherE
00007ff8404db808 (__DATA_CONST,__const) external __ZTVN3icu23UnicodeStringAppendableE
00007ff8404ddfe0 (__DATA_CONST,__const) external __ZTVN3icu24CollationElementIteratorE
00007ff8404e1760 (__DATA_CONST,__const) external __ZTVN3icu24DateTimePatternGeneratorE
00007ff8404ea878 (__DATA_CONST,__const) external __ZTVN3icu24FCDUTF8CollationIteratorE
00007ff8404cb500 (__DATA_CONST,__const) external __ZTVN3icu24ForwardCharacterIteratorE
00007ff8404cfea0 (__DATA_CONST,__const) external __ZTVN3icu24RuleBasedBreakIterator57E
00007ff8404de5b8 (__DATA_CONST,__const) external __ZTVN3icu25CollationFastLatinBuilderE
00007ff8404ea308 (__DATA_CONST,__const) external __ZTVN3icu25FCDUIterCollationIteratorE
00007ff8404ea7b8 (__DATA_CONST,__const) external __ZTVN3icu25FCDUTF16CollationIteratorE
00007ff8404e7b98 (__DATA_CONST,__const) external __ZTVN3icu25FormattedRelativeDateTimeE
00007ff8404e7bd8 (__DATA_CONST,__const) external __ZTVN3icu25RelativeDateTimeFormatterE
00007ff8404e86c0 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter11MarkupStyleE
00007ff8404e8728 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatter16SuperscriptStyleE
00007ff8404e8698 (__DATA_CONST,__const) external __ZTVN3icu25ScientificNumberFormatterE
00007ff8404e20e8 (__DATA_CONST,__const) external __ZTVN3icu28FieldPositionIteratorHandlerE
00007ff8404cbb08 (__DATA_CONST,__const) external __ZTVN3icu28FilteredBreakIteratorBuilderE
00007ff8404e1fe8 (__DATA_CONST,__const) external __ZTVN3icu31FormattedValueStringBuilderImplE
00007ff8404e72c0 (__DATA_CONST,__const) external __ZTVN3icu33PluralAvailableLocalesEnumerationE
00007ff8404dc910 (__DATA_CONST,__const) external __ZTVN3icu4IDNAE
00007ff8404e1ec8 (__DATA_CONST,__const) external __ZTVN3icu6FormatE
00007ff8404cc6f8 (__DATA_CONST,__const) external __ZTVN3icu6Locale8IteratorE
00007ff8404cc020 (__DATA_CONST,__const) external __ZTVN3icu6LocaleE
00007ff8404e7ab0 (__DATA_CONST,__const) external __ZTVN3icu6RegionE
00007ff8404dc2c8 (__DATA_CONST,__const) external __ZTVN3icu6UStackE
00007ff8404e57c8 (__DATA_CONST,__const) external __ZTVN3icu6number15FormattedNumberE
00007ff8404e5848 (__DATA_CONST,__const) external __ZTVN3icu6number20FormattedNumberRangeE
00007ff8404e56e0 (__DATA_CONST,__const) external __ZTVN3icu6number4impl13ModifierStoreE
00007ff8404e5490 (__DATA_CONST,__const) external __ZTVN3icu6number4impl14SimpleModifierE
00007ff8404e4d30 (__DATA_CONST,__const) external __ZTVN3icu6number4impl14SymbolProviderE
00007ff8404e4ec8 (__DATA_CONST,__const) external __ZTVN3icu6number4impl15DecimalQuantityE
00007ff8404e5b88 (__DATA_CONST,__const) external __ZTVN3icu6number4impl17ParsedPatternInfoE
00007ff8404e5d70 (__DATA_CONST,__const) external __ZTVN3icu6number4impl17UsagePrefsHandlerE
00007ff8404e5c40 (__DATA_CONST,__const) external __ZTVN3icu6number4impl18ScientificModifierE
00007ff8404e5a78 (__DATA_CONST,__const) external __ZTVN3icu6number4impl20AffixPatternProviderE
00007ff8404e5808 (__DATA_CONST,__const) external __ZTVN3icu6number4impl20UFormattedNumberDataE
00007ff8404e5420 (__DATA_CONST,__const) external __ZTVN3icu6number4impl21AdoptingModifierStoreE
00007ff8404e5608 (__DATA_CONST,__const) external __ZTVN3icu6number4impl21ConstantAffixModifierE
00007ff8404e5d98 (__DATA_CONST,__const) external __ZTVN3icu6number4impl21UnitConversionHandlerE
00007ff8404e5968 (__DATA_CONST,__const) external __ZTVN3icu6number4impl22MutablePatternModifierE
00007ff8404e5768 (__DATA_CONST,__const) external __ZTVN3icu6number4impl23MultiplierFormatHandlerE
00007ff8404e5a50 (__DATA_CONST,__const) external __ZTVN3icu6number4impl24ImmutablePatternModifierE
00007ff8404e5688 (__DATA_CONST,__const) external __ZTVN3icu6number4impl26ConstantMultiFieldModifierE
00007ff8404e5558 (__DATA_CONST,__const) external __ZTVN3icu6number4impl30CurrencySpacingEnabledModifierE
00007ff8404e4d68 (__DATA_CONST,__const) external __ZTVN3icu6number4impl32LocalizedNumberFormatterAsFormatE
00007ff8404e55b0 (__DATA_CONST,__const) external __ZTVN3icu6number4impl8ModifierE
00007ff8404e4260 (__DATA_CONST,__const) external __ZTVN3icu7MeasureE
00007ff8404db908 (__DATA_CONST,__const) external __ZTVN3icu7UObjectE
00007ff8404dce40 (__DATA_CONST,__const) external __ZTVN3icu7UVectorE
00007ff8404cb338 (__DATA_CONST,__const) external __ZTVN3icu8ByteSinkE
00007ff8404dd6d8 (__DATA_CONST,__const) external __ZTVN3icu8CalendarE
00007ff8404de070 (__DATA_CONST,__const) external __ZTVN3icu8CollatorE
00007ff8404e91e8 (__DATA_CONST,__const) external __ZTVN3icu8TimeUnitE
00007ff8404e9020 (__DATA_CONST,__const) external __ZTVN3icu8TimeZoneE
00007ff8404e62c0 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl13SeriesMatcherE
00007ff8404e65a0 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl13SymbolMatcherE
00007ff8404e67b0 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl14PercentMatcherE
00007ff8404e6808 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl15PermilleMatcherE
00007ff8404e6860 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl15PlusSignMatcherE
00007ff8404e60a0 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl16CodePointMatcherE
00007ff8404e66a8 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl16MinusSignMatcherE
00007ff8404e6468 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl16NumberParserImplE
00007ff8404e65f8 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl17IgnorablesMatcherE
00007ff8404e6260 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl18ArraySeriesMatcherE
00007ff8404e6490 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl18NumberParseMatcherE
00007ff8404e6368 (__DATA_CONST,__const) external __ZTVN3icu8numparse4impl23CombinedCurrencyMatcherE
00007ff8404cb9a0 (__DATA_CONST,__const) external __ZTVN3icu9ErrorCodeE
00007ff8404dce80 (__DATA_CONST,__const) external __ZTVN3icu9UVector32E
00007ff8404dcec0 (__DATA_CONST,__const) external __ZTVN3icu9UVector64E
00007ff8404eaa80 (__DATA_CONST,__const) external __ZTVN3icu9VTimeZoneE
00007ff80346e00c (__TEXT,__text) external __ZThn16_NK3icu6number4impl22MutablePatternModifier9getSymbolENS1_16AffixPatternTypeE
00007ff80339bef8 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSet7matchesERKNS_11ReplaceableERiia
00007ff80339b20e (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD0Ev
00007ff80339b1e4 (__TEXT,__text) external __ZThn8_N3icu10UnicodeSetD1Ev
00007ff80348f980 (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD0Ev
00007ff80348f93a (__TEXT,__text) external __ZThn8_N3icu12FixedDecimalD1Ev
00007ff80339a9c2 (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilter7matchesERKNS_11ReplaceableERiia
00007ff80339a8d6 (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD0Ev
00007ff80339a8ca (__TEXT,__text) external __ZThn8_N3icu13UnicodeFilterD1Ev
00007ff80339bf9e (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet13addMatchSetToERS0_
00007ff80339bbc4 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet17matchesIndexValueEh
00007ff80339df52 (__TEXT,__text) external __ZThn8_NK3icu10UnicodeSet9toPatternERNS_13UnicodeStringEa
00007ff80346de5a (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13containsFieldENS_22FormattedStringBuilder5FieldE
00007ff80346de6e (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier13getParametersERNS1_8Modifier10ParametersE
00007ff80346dd7c (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier15getPrefixLengthEv
00007ff80346de2e (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier17getCodePointCountEv
00007ff80346de82 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier22semanticallyEquivalentERKNS1_8ModifierE
00007ff80346dcd6 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier5applyERNS_22FormattedStringBuilderEiiR10UErrorCode
00007ff80346de46 (__TEXT,__text) external __ZThn8_NK3icu6number4impl22MutablePatternModifier8isStrongEv
                 (undefined) weak external __ZdaPv (from libc++)
                 (undefined) weak external __ZdlPv (from libc++)
                 (undefined) weak external __Znam (from libc++)
                 (undefined) weak external __Znwm (from libc++)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
                 (undefined) external ___bzero (from libSystem)
                 (undefined) external ___cxa_atexit (from libSystem)
                 (undefined) external ___cxa_bad_typeid (from libc++)
                 (undefined) external ___cxa_guard_acquire (from libc++)
                 (undefined) external ___cxa_guard_release (from libc++)
                 (undefined) external ___cxa_pure_virtual (from libc++)
                 (undefined) external ___dynamic_cast (from libc++)
                 (undefined) external ___exp10 (from libSystem)
                 (undefined) external ___sincos_stret (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
                 (undefined) external _acos (from libSystem)
                 (undefined) external _asin (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atan2 (from libSystem)
                 (undefined) external _atoi (from libSystem)
                 (undefined) external _atol (from libSystem)
                 (undefined) external _bsearch (from libSystem)
                 (undefined) external _close (from libSystem)
                 (undefined) external _closedir (from libSystem)
                 (undefined) external _cos (from libSystem)
                 (undefined) external _div (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dlsym (from libSystem)
                 (undefined) external _expf (from libSystem)
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _fflush (from libSystem)
                 (undefined) external _fgets (from libSystem)
                 (undefined) external _fileno (from libSystem)
                 (undefined) external _fmod (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fseek (from libSystem)
                 (undefined) external _ftell (from libSystem)
                 (undefined) external _fwrite (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getprogname (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ff80357b7b8 (__TEXT,__const) external _icudt72_dat
00007ff80351741b (__TEXT,__text) external _izrule_clone
00007ff803517409 (__TEXT,__text) external _izrule_close
00007ff803517425 (__TEXT,__text) external _izrule_equals
00007ff803517509 (__TEXT,__text) external _izrule_getDSTSavings
00007ff80351754f (__TEXT,__text) external _izrule_getDynamicClassID
00007ff803517527 (__TEXT,__text) external _izrule_getFinalStart
00007ff80351751d (__TEXT,__text) external _izrule_getFirstStart
00007ff803517434 (__TEXT,__text) external _izrule_getName
00007ff803517531 (__TEXT,__text) external _izrule_getNextStart
00007ff80351753b (__TEXT,__text) external _izrule_getPreviousStart
00007ff8035174ff (__TEXT,__text) external _izrule_getRawOffset
00007ff803517545 (__TEXT,__text) external _izrule_getStaticClassID
00007ff803517513 (__TEXT,__text) external _izrule_isEquivalentTo
00007ff803517360 (__TEXT,__text) external _izrule_open
00007ff80338b0d8 (__TEXT,__text) external _locale_getKeywordsStart
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _log (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _modf (from libSystem)
                 (undefined) external _munmap (from libSystem)
                 (undefined) external _open (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _pow (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _readdir$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ff8033b1801 (__TEXT,__text) external _res_countArrayItems
00007ff8033b173b (__TEXT,__text) external _res_getAlias
00007ff8033b2548 (__TEXT,__text) external _res_getArrayItem
00007ff8033b177d (__TEXT,__text) external _res_getBinaryNoTrace
00007ff8033b17bf (__TEXT,__text) external _res_getIntVectorNoTrace
00007ff8033b164d (__TEXT,__text) external _res_getPublicType
00007ff8033b2412 (__TEXT,__text) external _res_getResource
00007ff8033b1664 (__TEXT,__text) external _res_getStringNoTrace
00007ff8033b22c5 (__TEXT,__text) external _res_getTableItemByIndex
00007ff8033b204e (__TEXT,__text) external _res_getTableItemByKey
00007ff8033b1370 (__TEXT,__text) external _res_read
                 (undefined) external _rewind (from libSystem)
                 (undefined) external _setlocale (from libSystem)
                 (undefined) external _sin (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _strcat (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncat (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _tan (from libSystem)
                 (undefined) external _tanhf (from libSystem)
                 (undefined) external _timezone (from libSystem)
                 (undefined) external _tzname (from libSystem)
                 (undefined) external _tzset (from libSystem)
00007ff803388eaa (__TEXT,__text) external _u_UCharsToChars
00007ff8033bdd11 (__TEXT,__text) external _u_asciiToUpper
00007ff8033b891c (__TEXT,__text) external _u_austrcpy
00007ff8033b882d (__TEXT,__text) external _u_austrncpy
00007ff8033bb6c0 (__TEXT,__text) external _u_caseInsensitivePrefixMatch
00007ff8033597b2 (__TEXT,__text) external _u_catclose
00007ff8033597bc (__TEXT,__text) external _u_catgets
00007ff8033597a8 (__TEXT,__text) external _u_catopen
00007ff80335ac08 (__TEXT,__text) external _u_charAge
00007ff80335a853 (__TEXT,__text) external _u_charDigitValue
00007ff803351ecf (__TEXT,__text) external _u_charDirection
00007ff8033972df (__TEXT,__text) external _u_charFromName
00007ff803351ee3 (__TEXT,__text) external _u_charMirror
00007ff803396d3c (__TEXT,__text) external _u_charName
00007ff803359881 (__TEXT,__text) external _u_charType
00007ff803388e8a (__TEXT,__text) external _u_charsToUChars
00007ff80335dd82 (__TEXT,__text) external _u_cleanup
00007ff8033bd123 (__TEXT,__text) external _u_countChar32
00007ff80335aaaa (__TEXT,__text) external _u_digit
00007ff803397cb5 (__TEXT,__text) external _u_enumCharNames
00007ff803359901 (__TEXT,__text) external _u_enumCharTypes
00007ff8033ccdd4 (__TEXT,__text) external _u_errorName
00007ff8035182f0 (__TEXT,__text) external _u_fadopt
00007ff803518609 (__TEXT,__text) external _u_fclose
00007ff80351853e (__TEXT,__text) external _u_feof
00007ff803518583 (__TEXT,__text) external _u_fflush
00007ff80351872c (__TEXT,__text) external _u_fgetConverter
00007ff803518736 (__TEXT,__text) external _u_fgetNumberFormat
00007ff80351d0a5 (__TEXT,__text) external _u_fgetc
00007ff80351869e (__TEXT,__text) external _u_fgetcodepage
00007ff80351d172 (__TEXT,__text) external _u_fgetcx
00007ff803518657 (__TEXT,__text) external _u_fgetfile
00007ff803518661 (__TEXT,__text) external _u_fgetlocale
00007ff80351cef3 (__TEXT,__text) external _u_fgets
00007ff80351d20f (__TEXT,__text) external _u_file_read
00007ff80351cc9c (__TEXT,__text) external _u_file_write
00007ff803518210 (__TEXT,__text) external _u_finit
00007ff8033b8669 (__TEXT,__text) external _u_flushDefaultConverter
