00007ff901314fc0 (__TEXT,__text) non-external +[Calculate _lock]
00007ff901495810 (__TEXT,__const) non-external ___bid_power10_table_128
00007ff901495570 (__TEXT,__const) non-external ___bid_recip_scale
00007ff901495330 (__TEXT,__const) non-external ___bid_reciprocals10_128
00007ff901495ad0 (__TEXT,__const) non-external ___bid_reciprocals10_64
00007ff90135cb98 (__TEXT,__text) non-external ___bid_round128_19_38
00007ff90135cf93 (__TEXT,__text) non-external ___bid_round192_39_57
00007ff90135d969 (__TEXT,__text) non-external ___bid_round256_58_76
00007ff90135ca61 (__TEXT,__text) non-external ___bid_round64_2_18
00007ff9014947f0 (__TEXT,__const) non-external ___bid_round_const_table_128
00007ff9013b67d0 (__TEXT,__const) non-external ___bid_shiftright128
00007ff901495a80 (__TEXT,__const) non-external ___bid_short_recip_scale
00007ff901496fd0 (__TEXT,__const) non-external ___bid_ten2k128
00007ff9014985e0 (__TEXT,__const) non-external ___bid_ten2k256
00007ff901496660 (__TEXT,__const) non-external ___bid_ten2k64
00007ff9013b64a0 (__TEXT,__const) non-external ___bid_ten2mk128
00007ff9013b6860 (__TEXT,__const) non-external ___bid_ten2mk128trunc
00007ff901496d80 (__TEXT,__const) non-external ___bid_ten2mxtrunc128
00007ff901497ee0 (__TEXT,__const) non-external ___bid_ten2mxtrunc192
00007ff901499c70 (__TEXT,__const) non-external ___bid_ten2mxtrunc256
00007ff9014965d0 (__TEXT,__const) non-external ___bid_ten2mxtrunc64
00007ff90135ad92 (__TEXT,__text) non-external ___binary128_to_bid128
00007ff901359e3d (__TEXT,__text) non-external ___binary64_to_bid128
00007ff94028dd18 (__DATA_CONST,__const) non-external ___block_descriptor_32_e25_c24?08"NSDictionary"16l
00007ff94028dea8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e28_"NSString"16?0"NSString"8l
00007ff94028dac8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e31_q24?0"UnitRank"8"UnitRank"16l
00007ff94028e228 (__DATA_CONST,__const) non-external ___block_descriptor_32_e37_c24?0"NSString"8"NSCharacterSet"16l
00007ff94028dbf8 (__DATA_CONST,__const) non-external ___block_descriptor_32_e41_q24?0"CalculateUnit"8"CalculateUnit"16l
00007ff94028e138 (__DATA_CONST,__const) non-external ___block_descriptor_32_e45_q24?0"CalculateResult"8"CalculateResult"16l
00007ff94028e3f8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff94028dd78 (__DATA_CONST,__const) non-external ___block_descriptor_32_e83_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSTextCheckingResult">24l
00007ff94028da08 (__DATA_CONST,__const) non-external ___block_descriptor_40_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff94028d9a8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e18_c16?0"NSString"8l
00007ff94028e3a8 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e5_v8?0l
00007ff94028da68 (__DATA_CONST,__const) non-external ___block_descriptor_40_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff94028e3c8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e24_v16?0"NSNotification"8l
00007ff94028db08 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e51_v56?0"NSString"8{_NSRange=QQ}16{_NSRange=QQ}32*48l
00007ff94028de48 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e71_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString">24l
00007ff94028de78 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32bs_e84_"NSString"32?0"NSString"8"NSString"16?<"NSString"?"NSString"{_NSRange=QQ}>24l
00007ff94028dee8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e28_"NSString"16?0"NSString"8l
00007ff94028e1f8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e30_"NSTextCheckingResult"12?0c8l
00007ff94028e0a8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e31_v28?0"CalculateToken"8^i16c24l
00007ff94028dbc8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e34_"NSString"32?0"NSNumber"8Q16Q24l
00007ff94028e0d8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e37_{UnitSet=[4Q]}16?0"CalculateToken"8l
00007ff94028e108 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_"NSMutableSet"16?0"CalculateToken"8l
00007ff94028e2c8 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e38_v40?0Q8Q16"NSString"24"UnitRanks"32l
00007ff94028e038 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff94028dc38 (__DATA_CONST,__const) non-external ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff94028d9e8 (__DATA_CONST,__const) non-external ___block_descriptor_41_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff94028da48 (__DATA_CONST,__const) non-external ___block_descriptor_48_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff94028d9c8 (__DATA_CONST,__const) non-external ___block_descriptor_48_e83_v16?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8l
00007ff94028e298 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e11_v24?0Q8Q16l
00007ff94028df18 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e28_"NSString"16?0"NSString"8l
00007ff94028de18 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e40_"NSString"16?0"NSTextCheckingResult"8l
00007ff94028e468 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00007ff94028e438 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e11_q24?0816l
00007ff94028dc68 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e18_v16?0"NSString"8l
00007ff94028df48 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e21_"NSString"16?0i8i12l
00007ff94028df78 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e28_"NSString"16?0"NSString"8l
00007ff94028e198 (__DATA_CONST,__const) non-external ___block_descriptor_48_e8_32s40s_e37_v32?0"NSString"8i16f20"NSLocale"24l
00007ff94028da28 (__DATA_CONST,__const) non-external ___block_descriptor_49_e161_v24?0^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}8^{TreeObject=i^?^{TreeObject}^{TreeObject}d{?=[2Q]}Q[16{UnitCount=ii}]BBBBi}16l
00007ff94028dde8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40bs48r_e36_v32?0"NSTextCheckingResult"8Q16*24l
00007ff94028e378 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32bs40r48r_e36_v40?0"NSString"8{_NSRange=QQ}16*32l
00007ff94028e268 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40bs48r_e36_v40?0"NSString"8{_NSRange=QQ}16*32l
00007ff94028ddb8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40r48r_e20_v24?0{_NSRange=QQ}8l
00007ff94028e1c8 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48bs_e36_v32?0"NSArray"8i16i20"NSLocale"24l
00007ff94028d978 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e46_v32?0"NSData"8"NSURLResponse"16"NSError"24l
00007ff94028d918 (__DATA_CONST,__const) non-external ___block_descriptor_56_e8_32s40s48r_e5_v8?0l
00007ff94028d948 (__DATA_CONST,__const) non-external ___block_descriptor_60_e8_32s40s48r_e5_v8?0l
00007ff94028e348 (__DATA_CONST,__const) non-external ___block_descriptor_72_e8_32bs40r48r56r64r_e36_v40?0"NSString"8{_NSRange=QQ}16*32l
00007ff94028dfa8 (__DATA_CONST,__const) non-external ___block_descriptor_88_e8_32s40s48s56bs64r72r80r_e43_"NSString"32?0"NSString"8{_NSRange=QQ}16l
00007ff94028e318 (__DATA_CONST,__const) non-external ___block_descriptor_92_e8_32s40r48r56r64r72r80r_e36_v40?0"NSString"8{_NSRange=QQ}16*32l
00007ff94028da88 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff94028e418 (__DATA_CONST,__const) non-external ___block_literal_global.1026
00007ff94028daa8 (__DATA_CONST,__const) non-external ___block_literal_global.127
00007ff94028dae8 (__DATA_CONST,__const) non-external ___block_literal_global.196
00007ff94028e248 (__DATA_CONST,__const) non-external ___block_literal_global.222
00007ff94028e498 (__DATA_CONST,__const) non-external ___block_literal_global.240
00007ff94028e2f8 (__DATA_CONST,__const) non-external ___block_literal_global.245
00007ff94028dc18 (__DATA_CONST,__const) non-external ___block_literal_global.454
00007ff94028dba8 (__DATA_CONST,__const) non-external ___block_literal_global.509
00007ff94028dc98 (__DATA_CONST,__const) non-external ___block_literal_global.619
00007ff94028dcb8 (__DATA_CONST,__const) non-external ___block_literal_global.625
00007ff94028dcd8 (__DATA_CONST,__const) non-external ___block_literal_global.630
00007ff94028dcf8 (__DATA_CONST,__const) non-external ___block_literal_global.668
00007ff94028dd38 (__DATA_CONST,__const) non-external ___block_literal_global.673
00007ff94028dd58 (__DATA_CONST,__const) non-external ___block_literal_global.680
00007ff94028dd98 (__DATA_CONST,__const) non-external ___block_literal_global.682
00007ff94028dec8 (__DATA_CONST,__const) non-external ___block_literal_global.708
00007ff94028e178 (__DATA_CONST,__const) non-external ___block_literal_global.727
00007ff94028dfd8 (__DATA_CONST,__const) non-external ___block_literal_global.809
00007ff94028dff8 (__DATA_CONST,__const) non-external ___block_literal_global.817
00007ff94028e018 (__DATA_CONST,__const) non-external ___block_literal_global.823
00007ff94028e068 (__DATA_CONST,__const) non-external ___block_literal_global.835
00007ff94028e088 (__DATA_CONST,__const) non-external ___block_literal_global.847
00007ff94028e158 (__DATA_CONST,__const) non-external ___block_literal_global.937
                 (undefined) external ___bzero (from libSystem)
00007ff901330eb6 (__TEXT,__text) non-external ___calc_yyparse_block_invoke
00007ff90135ec30 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff90135ec50 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff901314e8a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff90131ff95 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40b48r
00007ff9013287a7 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r
00007ff9013287f1 (__TEXT,__text) non-external ___copy_helper_block_e8_32b40r48r56r64r
00007ff901314eb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff90132032b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff901328c71 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40b48r
00007ff90131ffdf (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r
00007ff9013288b0 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40r48r56r64r72r80r
00007ff901314ebf (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff9013295e0 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48b
00007ff9012fdea3 (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48r
00007ff9013201cd (__TEXT,__text) non-external ___copy_helper_block_e8_32s40s48s56b64r72r80r
00007ff901314ea1 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff901320021 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r48r
00007ff90132885f (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r
00007ff90132893a (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40r48r56r64r72r80r
00007ff901314ee4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff9012fdee7 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48r
00007ff901329624 (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s
00007ff90132024e (__TEXT,__text) non-external ___destroy_helper_block_e8_32s40s48s56s64r72r80r
00007ff9013348e2 (__TEXT,__text) non-external ___dpml_bid_C_ux_erf__
00007ff901334e4a (__TEXT,__text) non-external ___dpml_bid_C_ux_hyperbolic__
00007ff901337fcf (__TEXT,__text) non-external ___dpml_bid_C_ux_trig__
00007ff901335b29 (__TEXT,__text) non-external ___dpml_bid_addsub__
00007ff901363790 (__TEXT,__const) non-external ___dpml_bid_bid_x_table
00007ff901363940 (__TEXT,__const) non-external ___dpml_bid_cbrt_x_table
00007ff9013364fe (__TEXT,__text) non-external ___dpml_bid_divide__
00007ff9013639b0 (__TEXT,__const) non-external ___dpml_bid_erf_x_table
00007ff901336191 (__TEXT,__text) non-external ___dpml_bid_evaluate_packed_poly__
00007ff90133685e (__TEXT,__text) non-external ___dpml_bid_evaluate_rational__
00007ff901334424 (__TEXT,__text) non-external ___dpml_bid_exception
00007ff901363f10 (__TEXT,__const) non-external ___dpml_bid_exp_x_table
00007ff90133636a (__TEXT,__text) non-external ___dpml_bid_extended_multiply__
00007ff901335a37 (__TEXT,__text) non-external ___dpml_bid_ffs_and_shift__
00007ff901363060 (__TEXT,__const) non-external ___dpml_bid_globals_table
00007ff901364460 (__TEXT,__const) non-external ___dpml_bid_inv_hyper_x_table
00007ff9013644d0 (__TEXT,__const) non-external ___dpml_bid_inv_trig_x_table
00007ff9013649f0 (__TEXT,__const) non-external ___dpml_bid_lgamma_x_table
00007ff901364dc0 (__TEXT,__const) non-external ___dpml_bid_log_x_table
00007ff90133625c (__TEXT,__text) non-external ___dpml_bid_multiply__
00007ff90133603a (__TEXT,__text) non-external ___dpml_bid_pack__
00007ff901365d70 (__TEXT,__const) non-external ___dpml_bid_sqrt_t_table
00007ff901365070 (__TEXT,__const) non-external ___dpml_bid_sqrt_x_table
00007ff901365960 (__TEXT,__const) non-external ___dpml_bid_trig_x_table
00007ff901335fa0 (__TEXT,__text) non-external ___dpml_bid_unpack2__
00007ff901335d40 (__TEXT,__text) non-external ___dpml_bid_unpack_x_or_y__
00007ff90133514d (__TEXT,__text) non-external ___dpml_bid_ux_asin_acos__
00007ff9013347a2 (__TEXT,__text) non-external ___dpml_bid_ux_cmp__
00007ff901337d1b (__TEXT,__text) non-external ___dpml_bid_ux_degree_reduce__
00007ff901334bc4 (__TEXT,__text) non-external ___dpml_bid_ux_exp_common__
00007ff901334c0e (__TEXT,__text) non-external ___dpml_bid_ux_exp_reduce__
00007ff9013358ec (__TEXT,__text) non-external ___dpml_bid_ux_log__
00007ff90133766d (__TEXT,__text) non-external ___dpml_bid_ux_radian_reduce__
00007ff9013375ca (__TEXT,__text) non-external ___dpml_bid_ux_sincos
00007ff9013372e1 (__TEXT,__text) non-external ___dpml_bid_ux_sqrt_evaluation__
00007ff9013380b8 (__TEXT,__text) non-external ___dpml_bid_ux_tancot__
00007ff901364fb0 (__TEXT,__const) non-external ___dpml_bid_x_constants__
00007ff901363200 (__TEXT,__const) non-external ___dpml_response_table
                 (undefined) external ___error (from libSystem)
00007ff901336f11 (__TEXT,__text) non-external ___eval_neg_poly
00007ff901336a49 (__TEXT,__text) non-external ___eval_pos_poly
00007ff901365120 (__TEXT,__const) non-external ___four_over_pi
00007ff901307e80 (__TEXT,__text) non-external ___functionACosD_block_invoke
00007ff9013099c4 (__TEXT,__text) non-external ___functionACosH_block_invoke
00007ff90130690d (__TEXT,__text) non-external ___functionACos_block_invoke
00007ff90130ee53 (__TEXT,__text) non-external ___functionAND_block_invoke
00007ff901307a28 (__TEXT,__text) non-external ___functionASinD_block_invoke
00007ff901309762 (__TEXT,__text) non-external ___functionASinH_block_invoke
00007ff90130666d (__TEXT,__text) non-external ___functionASin_block_invoke
00007ff901308227 (__TEXT,__text) non-external ___functionATanD_block_invoke
00007ff90130a0d0 (__TEXT,__text) non-external ___functionATanH_block_invoke
00007ff901306cad (__TEXT,__text) non-external ___functionATan_block_invoke
00007ff90130a3ce (__TEXT,__text) non-external ___functionCeil_block_invoke
00007ff90130f798 (__TEXT,__text) non-external ___functionCompose_block_invoke
00007ff9012fe1d6 (__TEXT,__text) non-external ___functionConstant_block_invoke
00007ff90130729f (__TEXT,__text) non-external ___functionCosD_block_invoke
00007ff901308d02 (__TEXT,__text) non-external ___functionCosH_block_invoke
00007ff901306074 (__TEXT,__text) non-external ___functionCos_block_invoke
00007ff901305034 (__TEXT,__text) non-external ___functionCubeRoot_block_invoke
00007ff901303a34 (__TEXT,__text) non-external ___functionDivide_block_invoke
00007ff90130c401 (__TEXT,__text) non-external ___functionERFC_block_invoke
00007ff90130c051 (__TEXT,__text) non-external ___functionERF_block_invoke
00007ff90130530a (__TEXT,__text) non-external ___functionExp_block_invoke
00007ff90130d82f (__TEXT,__text) non-external ___functionFMod_block_invoke
00007ff90130b44b (__TEXT,__text) non-external ___functionFabs_block_invoke
00007ff90130cc8c (__TEXT,__text) non-external ___functionFactorial_block_invoke
00007ff901310074 (__TEXT,__text) non-external ___functionFail_block_invoke
00007ff90130aab8 (__TEXT,__text) non-external ___functionFloor_block_invoke
00007ff90130dd7f (__TEXT,__text) non-external ___functionHypot_block_invoke
00007ff90130b665 (__TEXT,__text) non-external ___functionJ0_block_invoke
00007ff90130b7c8 (__TEXT,__text) non-external ___functionJ1_block_invoke
00007ff90130be0f (__TEXT,__text) non-external ___functionLGamma_block_invoke
00007ff90130f412 (__TEXT,__text) non-external ___functionLeftShift_block_invoke
00007ff901305565 (__TEXT,__text) non-external ___functionLn_block_invoke
00007ff901305a14 (__TEXT,__text) non-external ___functionLogBase_block_invoke
00007ff9013057b9 (__TEXT,__text) non-external ___functionLog_block_invoke
00007ff90130e8f8 (__TEXT,__text) non-external ___functionMax_block_invoke
00007ff90130e39d (__TEXT,__text) non-external ___functionMin_block_invoke
00007ff90130f131 (__TEXT,__text) non-external ___functionNOR_block_invoke
00007ff901303f6a (__TEXT,__text) non-external ___functionNegate_block_invoke
00007ff9012fe657 (__TEXT,__text) non-external ___functionNoOp_block_invoke
00007ff90130efc2 (__TEXT,__text) non-external ___functionOR_block_invoke
00007ff9013048e6 (__TEXT,__text) non-external ___functionPercentDecrease_block_invoke
00007ff901304465 (__TEXT,__text) non-external ___functionPercentIncrease_block_invoke
00007ff9013041f4 (__TEXT,__text) non-external ___functionPercent_block_invoke
00007ff901302bec (__TEXT,__text) non-external ___functionPow_block_invoke
00007ff90130bbf1 (__TEXT,__text) non-external ___functionRInt_block_invoke
00007ff90130e094 (__TEXT,__text) non-external ___functionRem_block_invoke
00007ff90130f5d5 (__TEXT,__text) non-external ___functionRightShift_block_invoke
00007ff90130d323 (__TEXT,__text) non-external ___functionRoot_block_invoke
00007ff90130af27 (__TEXT,__text) non-external ___functionRoundNearest_block_invoke
00007ff90130acdd (__TEXT,__text) non-external ___functionRound_block_invoke
00007ff90130359c (__TEXT,__text) non-external ___functionSameCurrency_block_invoke
00007ff901306f4d (__TEXT,__text) non-external ___functionSinD_block_invoke
00007ff9013085a6 (__TEXT,__text) non-external ___functionSinH_block_invoke
00007ff901305dea (__TEXT,__text) non-external ___functionSine_block_invoke
00007ff901304de1 (__TEXT,__text) non-external ___functionSqrRoot_block_invoke
00007ff901302753 (__TEXT,__text) non-external ___functionSubtract_block_invoke
00007ff9013075f1 (__TEXT,__text) non-external ___functionTanD_block_invoke
00007ff90130936d (__TEXT,__text) non-external ___functionTanH_block_invoke
00007ff9013062fe (__TEXT,__text) non-external ___functionTan_block_invoke
00007ff9012fed81 (__TEXT,__text) non-external ___functionUnit_block_invoke
00007ff90130f2a3 (__TEXT,__text) non-external ___functionXOR_block_invoke
00007ff90130b92b (__TEXT,__text) non-external ___functionY0_block_invoke
00007ff90130ba8e (__TEXT,__text) non-external ___functionY1_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___stdoutp (from libSystem)
00007ff901365050 (__TEXT,__const) non-external ___ux_one__
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
00007ff90130f870 (__TEXT,__text) non-external __functionConvert
00007ff941f71448 (__DATA,__bss) non-external __loadIfNeeded.onceToken
00007ff941f71390 (__DATA,__bss) non-external __lock.onceToken
00007ff941f713d8 (__DATA,__bss) non-external __lock.onceToken.667
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff9402945b8 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage
00007ff940294700 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.274
00007ff940294760 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.275
00007ff9402947c0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.496
00007ff940294610 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.529
00007ff9402947f0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.757
00007ff940294868 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.758
00007ff940294688 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.88
00007ff9402948e0 (__DATA_CONST,__objc_arraydata) non-external __unnamed_array_storage.887
00007ff941f70d60 (__DATA,__data) non-external __updateInputValueFromMatch:.feetInchRegexp
00007ff941f70d68 (__DATA,__data) non-external __updateInputValueFromMatch:.onceToken
                 (undefined) external _acos (from libSystem)
                 (undefined) external _acosh (from libSystem)
00007ff941f71470 (__DATA,__bss) non-external _addSet
00007ff9012ff22b (__TEXT,__text) non-external _addUnitToSuggestions
                 (undefined) external _asin (from libSystem)
                 (undefined) external _asinh (from libSystem)
                 (undefined) external _atan (from libSystem)
                 (undefined) external _atanh (from libSystem)
00007ff941f71458 (__DATA,__bss) non-external _availableUnitRanks
00007ff941f71450 (__DATA,__bss) non-external _availableUnitRanksLock
00007ff901342dca (__TEXT,__text) non-external _bid128_ext_fma
00007ff9012ffa19 (__TEXT,__text) non-external _bid128_pow_fix
00007ff90135c121 (__TEXT,__text) non-external _bid128_to_binary128_2part
00007ff90134aa7e (__TEXT,__text) non-external _bid___div_128_by_128.1177
00007ff901351308 (__TEXT,__text) non-external _bid___div_128_by_128.1209
00007ff90134942b (__TEXT,__text) non-external _bid_add_and_round
00007ff90134a23a (__TEXT,__text) non-external _bid_bid_nr_digits256
00007ff9013c4800 (__TEXT,__const) non-external _bid_breakpoints_binary128
00007ff9013b6cd0 (__TEXT,__const) non-external _bid_breakpoints_binary64
00007ff9014906b0 (__TEXT,__const) non-external _bid_coefflimits_bid128
00007ff90136d5c0 (__TEXT,__const) non-external _bid_decimal128_moduli.1243
00007ff9013eb4e0 (__TEXT,__const) non-external _bid_exponents_binary128
00007ff9013b9690 (__TEXT,__const) non-external _bid_exponents_binary64
00007ff9013345c3 (__TEXT,__text) non-external _bid_f128_add
00007ff901334fff (__TEXT,__text) non-external _bid_f128_asinh
00007ff90133473f (__TEXT,__text) non-external _bid_f128_cmp
00007ff901334544 (__TEXT,__text) non-external _bid_f128_div
00007ff901334ded (__TEXT,__text) non-external _bid_f128_exp
00007ff9013346c4 (__TEXT,__text) non-external _bid_f128_itof
00007ff90133531e (__TEXT,__text) non-external _bid_f128_lgamma
00007ff9013359d9 (__TEXT,__text) non-external _bid_f128_log
00007ff9013344c7 (__TEXT,__text) non-external _bid_f128_mul
00007ff901334816 (__TEXT,__text) non-external _bid_f128_nextafter
00007ff9013374d2 (__TEXT,__text) non-external _bid_f128_sqrt
00007ff901334642 (__TEXT,__text) non-external _bid_f128_sub
00007ff901342474 (__TEXT,__text) non-external _bid_get_BID128
00007ff901357254 (__TEXT,__text) non-external _bid_get_BID128.1240
00007ff9014919c0 (__TEXT,__const) non-external _bid_innertable_exp
00007ff9014909c0 (__TEXT,__const) non-external _bid_innertable_sig
00007ff901367500 (__TEXT,__const) non-external _bid_log_table_1
00007ff901368900 (__TEXT,__const) non-external _bid_log_table_2
00007ff9013f5020 (__TEXT,__const) non-external _bid_multipliers1_binary128
00007ff9013ba100 (__TEXT,__const) non-external _bid_multipliers1_binary64
00007ff9014429e0 (__TEXT,__const) non-external _bid_multipliers2_binary128
00007ff9013bf480 (__TEXT,__const) non-external _bid_multipliers2_binary64
00007ff9014925c0 (__TEXT,__const) non-external _bid_outertable_exp
00007ff901491bc0 (__TEXT,__const) non-external _bid_outertable_sig
00007ff9014903a0 (__TEXT,__const) non-external _bid_power_five
00007ff901367100 (__TEXT,__const) non-external _bid_recip_table_1
00007ff901368500 (__TEXT,__const) non-external _bid_recip_table_2
00007ff9013b6b90 (__TEXT,__const) non-external _bid_roundbound_128
00007ff901349234 (__TEXT,__text) non-external _bid_rounding_correction
00007ff901366fc0 (__TEXT,__const) non-external _c1
00007ff901366f30 (__TEXT,__const) non-external _c10
00007ff901366f20 (__TEXT,__const) non-external _c11
00007ff901366f10 (__TEXT,__const) non-external _c12
00007ff901366fb0 (__TEXT,__const) non-external _c2
00007ff901366fa0 (__TEXT,__const) non-external _c3
00007ff901366f90 (__TEXT,__const) non-external _c4
00007ff901366f80 (__TEXT,__const) non-external _c5
00007ff901366f70 (__TEXT,__const) non-external _c6
00007ff901366f60 (__TEXT,__const) non-external _c7
00007ff901366f50 (__TEXT,__const) non-external _c8
00007ff901366f40 (__TEXT,__const) non-external _c9
00007ff901366ed0 (__TEXT,__const) non-external _c_105
00007ff901366e90 (__TEXT,__const) non-external _c_11000
00007ff901366fe0 (__TEXT,__const) non-external _c_11000.1170
00007ff901369950 (__TEXT,__const) non-external _c_11000.1230
00007ff901366ef0 (__TEXT,__const) non-external _c_120
00007ff901366fd0 (__TEXT,__const) non-external _c_1_ov_sqrt_pi
00007ff901367030 (__TEXT,__const) non-external _c_1_plus_eps
00007ff901367010 (__TEXT,__const) non-external _c_1e34
00007ff901367040 (__TEXT,__const) non-external _c_1em100
00007ff901366eb0 (__TEXT,__const) non-external _c_1em2000
00007ff901366d70 (__TEXT,__const) non-external _c_1em40
00007ff901366dd0 (__TEXT,__const) non-external _c_1em40.1128
00007ff901366e20 (__TEXT,__const) non-external _c_1em40.1137
00007ff901366e50 (__TEXT,__const) non-external _c_1em40.1156
00007ff901366ec0 (__TEXT,__const) non-external _c_1em40.1166
00007ff901369910 (__TEXT,__const) non-external _c_1em40.1226
00007ff9013b5670 (__TEXT,__const) non-external _c_1em40.1247
00007ff901366ee0 (__TEXT,__const) non-external _c_2_ov_sqrt_pi
00007ff9013670d0 (__TEXT,__const) non-external _c_4464
00007ff901367090 (__TEXT,__const) non-external _c_4464_ln_10
00007ff901366e70 (__TEXT,__const) non-external _c_64
