00007ff841e6b8b0 (__DATA,__data) non-external _.compoundliteral
00007ff80345c01c (__TEXT,__text) non-external _operation_expand
00007ff840258b10 (__DATA_CONST,__const) non-external _operation_info
00007ff840258510 (__DATA_CONST,__const) non-external _operation_names
00007ff80345ba4c (__TEXT,__text) non-external _operator_name
00007ff8034474f0 (__TEXT,__text) non-external _operator_precedence
00007ff80343933f (__TEXT,__text) non-external _opexe_0
00007ff80345f8a8 (__TEXT,__text) non-external _opexe_0.cold.1
00007ff80345f8cb (__TEXT,__text) non-external _opexe_0.cold.2
00007ff80343bc1c (__TEXT,__text) non-external _opexe_1
00007ff80343c808 (__TEXT,__text) non-external _opexe_2
00007ff80343d7dc (__TEXT,__text) non-external _opexe_3
00007ff80343dec0 (__TEXT,__text) non-external _opexe_4
00007ff80343a860 (__TEXT,__text) non-external _opexe_5
00007ff80345366c (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ff803440585 (__TEXT,__text) non-external (was a private external) _pair_car
00007ff8034405d3 (__TEXT,__text) non-external (was a private external) _pair_cdr
00007ff8034414c9 (__TEXT,__text) non-external _parse_pattern
00007ff80345b901 (__TEXT,__text) non-external _peek_operand
00007ff80347a1a0 (__TEXT,__const) non-external _policy_scm
00007ff803458477 (__TEXT,__text) non-external _populate_modifier_descriptor
00007ff80345881f (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
00007ff80343f876 (__TEXT,__text) non-external _port_close
00007ff803438ce8 (__TEXT,__text) non-external _port_from_string
00007ff803440cdf (__TEXT,__text) non-external _port_rep_from_file
00007ff80345274b (__TEXT,__text) non-external _previously_emitted_buffer
00007ff803457e34 (__TEXT,__text) non-external _previously_emitted_condition
00007ff8034553b0 (__TEXT,__text) non-external _printatom
00007ff803454ffe (__TEXT,__text) non-external _printslashstring
00007ff840256740 (__DATA_CONST,__const) non-external _profile_dirs
00007ff803457a63 (__TEXT,__text) non-external _profile_has_mach_message_filters
00007ff803457a30 (__TEXT,__text) non-external _profile_has_message_filters
00007ff80344982c (__TEXT,__text) non-external _push_bytes
00007ff80344821b (__TEXT,__text) non-external _push_byteset
00007ff80345b9e6 (__TEXT,__text) non-external _push_byteset_skip
00007ff8034499ea (__TEXT,__text) non-external _push_jne_instr
00007ff803447535 (__TEXT,__text) non-external _push_literal
00007ff803449b57 (__TEXT,__text) non-external _push_match_sequence_instr
00007ff80345e3c8 (__TEXT,__text) non-external _push_match_variable_instr
00007ff803453f82 (__TEXT,__text) non-external _push_nop
00007ff80345babc (__TEXT,__text) non-external _push_operand
00007ff80344703c (__TEXT,__text) non-external _push_operator
00007ff80345e51a (__TEXT,__text) non-external _push_repeat_seek_byte_instr
00007ff80345b950 (__TEXT,__text) non-external _push_seek
00007ff80345e46b (__TEXT,__text) non-external _push_seek_byte_instr
00007ff80345429c (__TEXT,__text) non-external (was a private external) _putcharacter
00007ff803454250 (__TEXT,__text) non-external (was a private external) _putstr
00007ff803455314 (__TEXT,__text) non-external _readsharpstrexp
00007ff80343b8e6 (__TEXT,__text) non-external _readstr_upto
00007ff803455122 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _realloc (from libSystem)
                 (undefined) external _reallocf (from libSystem)
00007ff8034528b2 (__TEXT,__text) non-external _record_buffer_data
00007ff8034529b3 (__TEXT,__text) non-external _record_condition_data
00007ff803449d33 (__TEXT,__text) non-external _regex_quote
00007ff80345b99a (__TEXT,__text) non-external _remove_leading_literal_byte
00007ff80344f546 (__TEXT,__text) non-external _reorder_condition
00007ff80344f640 (__TEXT,__text) non-external _reorder_condition_list
00007ff80345bb00 (__TEXT,__text) non-external _reorder_policy
00007ff803444d02 (__TEXT,__text) non-external _reverse
00007ff80343edf6 (__TEXT,__text) non-external (was a private external) _s_cons
00007ff80343e8b7 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
00007ff80343a3a4 (__TEXT,__text) non-external _s_save
00007ff803452fb9 (__TEXT,__text) external _sandbox_apply
00007ff803452fd3 (__TEXT,__text) external _sandbox_apply_container
00007ff803455b0c (__TEXT,__text) external _sandbox_compile_entitlements
00007ff80343514b (__TEXT,__text) external _sandbox_compile_file
00007ff8034350c0 (__TEXT,__text) external _sandbox_compile_named
00007ff803453ca9 (__TEXT,__text) external _sandbox_compile_string
00007ff803456470 (__TEXT,__text) external _sandbox_container_paths_iterate_items
00007ff803434f90 (__TEXT,__text) external _sandbox_create_params
00007ff803456879 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
00007ff803453096 (__TEXT,__text) external _sandbox_free_params
00007ff803453065 (__TEXT,__text) external _sandbox_free_profile
00007ff803455c37 (__TEXT,__text) external _sandbox_inspect_pid
00007ff803455d34 (__TEXT,__text) external _sandbox_inspect_smemory
00007ff803456485 (__TEXT,__text) external _sandbox_prepare_user_home_mount
00007ff80345692a (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
00007ff803455b35 (__TEXT,__text) external _sandbox_register_profile
00007ff803456cc2 (__TEXT,__text) external _sandbox_register_sync_root
00007ff803434fdb (__TEXT,__text) external _sandbox_set_param
00007ff803455db4 (__TEXT,__text) external _sandbox_set_user_state_item
00007ff803455dcc (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
00007ff803455c0a (__TEXT,__text) external _sandbox_unregister_all_profiles
00007ff803455bc5 (__TEXT,__text) external _sandbox_unregister_profile
00007ff803455d3f (__TEXT,__text) external _sandbox_user_state_item_buffer_create
00007ff803455d9c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
00007ff803455d4e (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00007ff8034560c4 (__TEXT,__text) external _sandbox_user_state_iterate_items
00007ff803456ee6 (__TEXT,__text) non-external _sb_annotation_destroy
00007ff803456e0d (__TEXT,__text) non-external _sb_annotation_list_copy
00007ff8034517bf (__TEXT,__text) non-external _sb_annotation_set_integer
00007ff8034576fb (__TEXT,__text) non-external _sb_bitmask_clear_bit
00007ff803457508 (__TEXT,__text) non-external _sb_bitmask_create_empty
00007ff80345761a (__TEXT,__text) non-external _sb_bitmask_get_hash
00007ff803457499 (__TEXT,__text) non-external _sb_bitmask_release
00007ff8034576aa (__TEXT,__text) non-external _sb_bitmask_set_bit
00007ff80343764a (__TEXT,__text) non-external _sb_buffer_alloc
00007ff80344859d (__TEXT,__text) non-external _sb_buffer_get_byte_count
00007ff80344862c (__TEXT,__text) non-external _sb_buffer_get_hash
00007ff803449c7a (__TEXT,__text) non-external _sb_buffer_is_equivalent
00007ff803441b48 (__TEXT,__text) non-external _sb_buffer_release
00007ff803448a1b (__TEXT,__text) non-external _sb_buffer_retain
00007ff803457742 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
00007ff8034485d9 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
00007ff803448006 (__TEXT,__text) non-external _sb_byteset_add_byte
00007ff803458fd1 (__TEXT,__text) non-external _sb_byteset_copy
00007ff803448287 (__TEXT,__text) non-external _sb_byteset_get_population
00007ff803450d0f (__TEXT,__text) non-external _sb_byteset_is_equivalent
00007ff80344a37f (__TEXT,__text) non-external _sb_byteset_iterate_ranges
00007ff80344816f (__TEXT,__text) non-external _sb_byteset_negate
00007ff803447fc3 (__TEXT,__text) non-external _sb_byteset_new
00007ff803448108 (__TEXT,__text) non-external _sb_byteset_release
00007ff8034480b5 (__TEXT,__text) non-external _sb_byteset_retain
00007ff80344a4c9 (__TEXT,__text) non-external _sb_byteset_union
00007ff80343750e (__TEXT,__text) non-external _sb_calloc
00007ff8034591e1 (__TEXT,__text) non-external _sb_condition_boolean
00007ff803444f5d (__TEXT,__text) non-external _sb_condition_conjunction
00007ff803453acc (__TEXT,__text) non-external _sb_condition_constant
00007ff8034423c6 (__TEXT,__text) non-external _sb_condition_disjunction
00007ff803459d24 (__TEXT,__text) non-external _sb_condition_is_bitmask
00007ff803459bd8 (__TEXT,__text) non-external _sb_condition_is_boolean
00007ff80344d4d8 (__TEXT,__text) non-external _sb_condition_is_conjunction
00007ff80344521c (__TEXT,__text) non-external _sb_condition_is_contrary
00007ff80344c7f8 (__TEXT,__text) non-external _sb_condition_is_disjunction
00007ff8034458d1 (__TEXT,__text) non-external _sb_condition_is_equivalent
00007ff803452541 (__TEXT,__text) non-external _sb_condition_is_integer
00007ff803459cbb (__TEXT,__text) non-external _sb_condition_is_network
00007ff80344d726 (__TEXT,__text) non-external _sb_condition_is_pattern
00007ff803441f41 (__TEXT,__text) non-external _sb_condition_is_regex
00007ff803459c4c (__TEXT,__text) non-external _sb_condition_is_string_textbuf
00007ff80344d88e (__TEXT,__text) non-external _sb_condition_is_transposable
00007ff803441fab (__TEXT,__text) non-external _sb_condition_list_append
00007ff80344de3c (__TEXT,__text) non-external _sb_condition_list_contains_condition
00007ff80344da54 (__TEXT,__text) non-external _sb_condition_list_copy
00007ff803448b3f (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00007ff803459e20 (__TEXT,__text) non-external _sb_condition_list_filter
00007ff80344498d (__TEXT,__text) non-external _sb_condition_list_get_hash
00007ff803450854 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
00007ff803444b0c (__TEXT,__text) non-external _sb_condition_list_iterate
00007ff80344e41b (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
00007ff8034404b8 (__TEXT,__text) non-external _sb_condition_list_new
00007ff803440c00 (__TEXT,__text) non-external _sb_condition_list_release
00007ff80344db64 (__TEXT,__text) non-external _sb_condition_list_remove
00007ff80344ec38 (__TEXT,__text) non-external _sb_condition_matches_subset
00007ff80344c638 (__TEXT,__text) non-external _sb_condition_negation
00007ff8034535fb (__TEXT,__text) non-external _sb_condition_network
00007ff803441c77 (__TEXT,__text) non-external _sb_condition_new
00007ff803447f58 (__TEXT,__text) non-external _sb_condition_pattern
00007ff803459565 (__TEXT,__text) non-external _sb_condition_pattern_literal
00007ff80344277e (__TEXT,__text) non-external _sb_condition_pattern_path
00007ff803442254 (__TEXT,__text) non-external _sb_condition_release
00007ff803448956 (__TEXT,__text) non-external _sb_condition_string
00007ff8034371ca (__TEXT,__text) non-external _sb_context_intern_string
00007ff8034408f5 (__TEXT,__text) non-external _sb_context_release
00007ff803440877 (__TEXT,__text) non-external _sb_context_release_modification
00007ff8034370a2 (__TEXT,__text) non-external _sb_context_retain
00007ff803459e7d (__TEXT,__text) non-external _sb_context_retain_modification
00007ff80345a1b5 (__TEXT,__text) non-external _sb_error_fatal
00007ff80345a43d (__TEXT,__text) non-external _sb_error_fatal_for_instruction
00007ff80345a25c (__TEXT,__text) non-external _sb_error_for_instruction
00007ff803448460 (__TEXT,__text) non-external _sb_error_new
00007ff8402572b8 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
00007ff803448343 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
00007ff80345a03c (__TEXT,__text) non-external _sb_error_set_with_description
00007ff80345a117 (__TEXT,__text) non-external _sb_error_set_with_format
00007ff80345a097 (__TEXT,__text) non-external _sb_error_set_with_formatv
00007ff80343f23f (__TEXT,__text) non-external _sb_filter_accepts_type
00007ff80345a732 (__TEXT,__text) non-external _sb_filter_has_atom_namespace
00007ff843af8868 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00007ff843af8878 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
00007ff803440fe3 (__TEXT,__text) non-external _sb_fsa_acceptor
00007ff803443a2f (__TEXT,__text) non-external _sb_fsa_copy
00007ff80344387b (__TEXT,__text) non-external _sb_fsa_disjunction
00007ff803443c77 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
00007ff80344efc2 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00007ff80344eeb9 (__TEXT,__text) non-external _sb_fsa_matches_subset
00007ff80344a1e5 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
00007ff80344a5cc (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
00007ff80344a14b (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
00007ff803447ebb (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
00007ff803443648 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
00007ff803443832 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00007ff803457042 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00007ff803441a28 (__TEXT,__text) non-external _sb_fsa_release
00007ff8034447a8 (__TEXT,__text) non-external _sb_fsa_release_indegree
00007ff803441975 (__TEXT,__text) non-external _sb_fsa_retain
00007ff8034437af (__TEXT,__text) non-external _sb_fsa_retain_indegree
00007ff80344a020 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
00007ff803437564 (__TEXT,__text) non-external _sb_hash_compute
00007ff803455c4f (__TEXT,__text) non-external _sb_inspect_subsystem
00007ff803437873 (__TEXT,__text) non-external _sb_instr_action
00007ff80344269f (__TEXT,__text) non-external _sb_instr_conditional
00007ff80345a820 (__TEXT,__text) non-external _sb_instr_deep_copy
00007ff803450d7b (__TEXT,__text) non-external _sb_instr_get_action_modifiers
00007ff80344c8de (__TEXT,__text) non-external _sb_instr_get_jump_target
00007ff80344c311 (__TEXT,__text) non-external _sb_instr_is_equivalent
00007ff80345a937 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
00007ff80345a784 (__TEXT,__text) non-external _sb_instr_jump
00007ff8034378dc (__TEXT,__text) non-external _sb_instr_new
00007ff803437a96 (__TEXT,__text) non-external _sb_instr_release
00007ff80344c4fc (__TEXT,__text) non-external _sb_instr_replace
00007ff803437993 (__TEXT,__text) non-external _sb_instr_retain
00007ff80344ca45 (__TEXT,__text) non-external _sb_instr_set_condition
00007ff8034488a3 (__TEXT,__text) non-external _sb_instr_set_false_branch
00007ff80344eb4e (__TEXT,__text) non-external _sb_instr_set_true_branch
00007ff8034379e8 (__TEXT,__text) non-external _sb_instr_track
00007ff8034375b5 (__TEXT,__text) non-external _sb_malloc
00007ff80345ae41 (__TEXT,__text) non-external _sb_modifier_get_name
00007ff803445e5c (__TEXT,__text) non-external _sb_modifier_requires_argument
00007ff80344070e (__TEXT,__text) non-external _sb_modifiers_iterate
00007ff803440778 (__TEXT,__text) non-external _sb_modifiers_release
00007ff80345afc0 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
00007ff80345b0a9 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
00007ff80345ae86 (__TEXT,__text) non-external _sb_modifiers_set_modifier
00007ff80345af6b (__TEXT,__text) non-external _sb_modifiers_set_signal
00007ff80345ad0d (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
00007ff80345ac7b (__TEXT,__text) non-external _sb_msgfilter_release
00007ff803452da1 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
00007ff80344b038 (__TEXT,__text) non-external _sb_mutable_buffer_new
00007ff803452eba (__TEXT,__text) non-external _sb_mutable_buffer_release
00007ff803451848 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00007ff8034518d0 (__TEXT,__text) non-external _sb_mutable_buffer_write
00007ff8034555d8 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00007ff80345fa06 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
00007ff80345564a (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
00007ff80345565e (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
00007ff803455654 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00007ff803455560 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00007ff803455455 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00007ff80345582f (__TEXT,__text) non-external _sb_packbuff_pack_item
00007ff80345fa9b (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00007ff80345fabe (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
00007ff803455994 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
00007ff803455961 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00007ff803455816 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
00007ff8034554c7 (__TEXT,__text) non-external _sb_packbuff_realloc
00007ff8034556ea (__TEXT,__text) non-external _sb_packbuff_unpack_item
00007ff80345fa78 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
00007ff803455a43 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00007ff8034557a7 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00007ff803455691 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
00007ff8034487ab (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
00007ff8034419c8 (__TEXT,__text) non-external _sb_pattern_new
00007ff803440f34 (__TEXT,__text) non-external _sb_pattern_prefix
00007ff80344603a (__TEXT,__text) non-external _sb_pattern_regex
00007ff803441ea3 (__TEXT,__text) non-external _sb_pattern_release
00007ff803441e50 (__TEXT,__text) non-external _sb_pattern_retain
00007ff803448ee9 (__TEXT,__text) non-external _sb_pattern_serialize
00007ff80345f22f (__TEXT,__text) non-external _sb_pattern_var_release
00007ff80345f1da (__TEXT,__text) non-external _sb_pattern_var_retain
00007ff80345f320 (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00007ff80345f515 (__TEXT,__text) non-external _sb_pattern_varset_enter
00007ff80345f659 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00007ff803453ba9 (__TEXT,__text) non-external _sb_pattern_varset_release
00007ff803453b02 (__TEXT,__text) non-external _sb_pattern_varset_retain
00007ff80345b688 (__TEXT,__text) non-external _sb_policy_get_entry_point
00007ff80345b648 (__TEXT,__text) non-external _sb_policy_is_operation_supported
00007ff80345b6ca (__TEXT,__text) non-external _sb_policy_iterate_entry_points
00007ff80345b318 (__TEXT,__text) non-external _sb_policy_new
00007ff80345b51d (__TEXT,__text) non-external _sb_policy_release
00007ff80345b5a9 (__TEXT,__text) non-external _sb_policy_set_entry_point
00007ff80344af96 (__TEXT,__text) non-external _sb_profile_release
00007ff803453b58 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00007ff803453ccd (__TEXT,__text) non-external _sb_program_add_source_buffer
00007ff8034376cb (__TEXT,__text) non-external _sb_program_source_alloc
00007ff803449988 (__TEXT,__text) non-external _sb_realloc
00007ff803448683 (__TEXT,__text) non-external _sb_regex_release
00007ff80344ad1d (__TEXT,__text) non-external _sb_sbpl_parser_release
00007ff80345e62e (__TEXT,__text) non-external _sb_source_info_copy
00007ff803448568 (__TEXT,__text) non-external _sb_textbuf_get_length
00007ff803442a1a (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
00007ff803437103 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
00007ff803448718 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
00007ff80345b11d (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00007ff803459fca (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00007ff80344e0c9 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00007ff80345bc54 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00007ff80344b9e0 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00007ff80345e6a3 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
00007ff80344abf4 (__TEXT,__text) non-external _sb_visitor_has_visited
00007ff80344a888 (__TEXT,__text) non-external _sb_visitor_new
00007ff80344ac97 (__TEXT,__text) non-external _sb_visitor_release
00007ff80345f6ef (__TEXT,__text) non-external _sb_warn
00007ff80347d0b0 (__TEXT,__const) non-external _sbpl1_scm
00007ff80347dae0 (__TEXT,__const) non-external _sbpl2_scm
00007ff80347db80 (__TEXT,__const) non-external _sbpl3_scm
00007ff80345c491 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
00007ff80345cbf8 (__TEXT,__text) non-external _sbpl_filter_eqv
00007ff80345c6a9 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
00007ff80345ccc6 (__TEXT,__text) non-external _sbpl_operation_eqv
00007ff8034769a0 (__TEXT,__const) non-external _sbpl_scm
00007ff80344a6c9 (__TEXT,__text) non-external (was a private external) _scheme_call
00007ff80343e996 (__TEXT,__text) non-external (was a private external) _scheme_define
00007ff80344add7 (__TEXT,__text) non-external (was a private external) _scheme_deinit
00007ff8034382b2 (__TEXT,__text) non-external (was a private external) _scheme_enable_full_backtraces
00007ff803454475 (__TEXT,__text) non-external (was a private external) _scheme_error
00007ff80345482b (__TEXT,__text) non-external (was a private external) _scheme_errorf
00007ff803449f7a (__TEXT,__text) non-external (was a private external) _scheme_get_external_data
00007ff80344a68b (__TEXT,__text) non-external (was a private external) _scheme_global
00007ff803437c68 (__TEXT,__text) non-external (was a private external) _scheme_init_custom_alloc
00007ff803437c24 (__TEXT,__text) non-external (was a private external) _scheme_init_new
00007ff80343efb7 (__TEXT,__text) non-external (was a private external) _scheme_load_file
00007ff803438d98 (__TEXT,__text) non-external (was a private external) _scheme_load_string
00007ff80343f733 (__TEXT,__text) non-external (was a private external) _scheme_push_string
00007ff803454916 (__TEXT,__text) non-external (was a private external) _scheme_quit
00007ff803438d73 (__TEXT,__text) non-external (was a private external) _scheme_set_error_port_string
00007ff803438cb5 (__TEXT,__text) non-external (was a private external) _scheme_set_external_data
00007ff803438cc4 (__TEXT,__text) non-external (was a private external) _scheme_set_output_port_string
00007ff8034542d9 (__TEXT,__text) non-external (was a private external) _scheme_write_to_string
00007ff803443ee3 (__TEXT,__text) non-external _shallow_copy_node
00007ff80344e8bc (__TEXT,__text) non-external _skip_redundant_instructions
                 (undefined) external _snprintf (from libSystem)
00007ff803450734 (__TEXT,__text) non-external _split_node
                 (undefined) external _sscanf (from libSystem)
00007ff803438af8 (__TEXT,__text) non-external _store_string
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strcspn (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff803449f6f (__TEXT,__text) non-external (was a private external) _string_length
00007ff803440f1d (__TEXT,__text) non-external (was a private external) _string_value
                 (undefined) external _strlcat (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strnlen (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strsep (from libSystem)
                 (undefined) external _strspn (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _strtod (from libSystem)
                 (undefined) external _strtol (from libSystem)
00007ff80345e4bb (__TEXT,__text) non-external _submatch_end
00007ff80343e9e6 (__TEXT,__text) non-external (was a private external) _symname
00007ff80345499a (__TEXT,__text) non-external _syntaxnum
00007ff80344ba28 (__TEXT,__text) non-external _synthesize_logical_conditions
00007ff80345aacf (__TEXT,__text) non-external _synthesize_logical_conditions_policy
00007ff840256640 (__DATA_CONST,__const) non-external _tests
00007ff80343a42c (__TEXT,__text) non-external _token
00007ff80344a9fa (__TEXT,__text) non-external _traverse_postorder
00007ff80345a96d (__TEXT,__text) non-external _traverse_preorder
00007ff80345925b (__TEXT,__text) non-external _type_mismatch_error
                 (undefined) external _ungetc (from libSystem)
00007ff80347dbc0 (__TEXT,__const) non-external _utf8_minLegal
                 (undefined) external _uuid_unparse_lower (from libSystem)
00007ff80345c7be (__TEXT,__text) non-external _variable_quote
                 (undefined) external _vasprintf (from libSystem)
00007ff80345bdca (__TEXT,__text) non-external _version
00007ff80345b7c4 (__TEXT,__text) non-external _visited_list_done
                 (undefined) external _vm_deallocate (from libSystem)
                 (undefined) weak external _voucher_mach_msg_set (from libSystem)
00007ff80343ea64 (__TEXT,__text) non-external _xpc2sc
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_bool_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_int64_get_value (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uint64_get_value (from libSystem)
                 (undefined) external _xpc_uuid_get_bytes (from libSystem)
