00000001835cfd64 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001837c81ac (__TEXT,__text) external _ucal_getCanonicalTimeZoneID
00000001837c723c (__TEXT,__text) external _ucal_getDSTSavings
00000001837c8448 (__TEXT,__text) external _ucal_getDayOfWeekType
00000001837c6e88 (__TEXT,__text) external _ucal_getDefaultTimeZone
00000001837c84f0 (__TEXT,__text) external _ucal_getFieldDifference
00000001837c7c98 (__TEXT,__text) external _ucal_getGregorianChange
00000001837c7104 (__TEXT,__text) external _ucal_getHostTimeZone
00000001837c8318 (__TEXT,__text) external _ucal_getIanaTimeZoneID
00000001837c8528 (__TEXT,__text) external _ucal_getKeywordValuesForLocale
00000001837c8038 (__TEXT,__text) external _ucal_getLimit
00000001837c8184 (__TEXT,__text) external _ucal_getLocaleByType
00000001837c7ed0 (__TEXT,__text) external _ucal_getMillis
00000001837c73d8 (__TEXT,__text) external _ucal_getNow
00000001837c81a8 (__TEXT,__text) external _ucal_getTZDataVersion
00000001837c7918 (__TEXT,__text) external _ucal_getTimeZoneDisplayName
00000001837c7824 (__TEXT,__text) external _ucal_getTimeZoneID
00000001837c8a80 (__TEXT,__text) external _ucal_getTimeZoneIDForWindowsID
00000001837c8bcc (__TEXT,__text) external _ucal_getTimeZoneOffsetFromLocal
00000001837c87cc (__TEXT,__text) external _ucal_getTimeZoneTransitionDate
00000001837c8410 (__TEXT,__text) external _ucal_getType
00000001837c8480 (__TEXT,__text) external _ucal_getWeekendTransition
00000001837c893c (__TEXT,__text) external _ucal_getWindowsTimeZoneID
00000001837c7b38 (__TEXT,__text) external _ucal_inDaylightTime
00000001837c8010 (__TEXT,__text) external _ucal_isSet
00000001837c84b8 (__TEXT,__text) external _ucal_isWeekend
00000001837c73dc (__TEXT,__text) external _ucal_open
00000001837c6e40 (__TEXT,__text) external _ucal_openCountryTimeZones
00000001837c6dc0 (__TEXT,__text) external _ucal_openTimeZoneIDEnumeration
00000001837c6df8 (__TEXT,__text) external _ucal_openTimeZones
00000001837c7f90 (__TEXT,__text) external _ucal_roll
00000001837c8000 (__TEXT,__text) external _ucal_set
00000001837c7e5c (__TEXT,__text) external _ucal_setAttribute
00000001837c7efc (__TEXT,__text) external _ucal_setDate
00000001837c7f10 (__TEXT,__text) external _ucal_setDateTime
00000001837c6fc0 (__TEXT,__text) external _ucal_setDefaultTimeZone
00000001837c7b70 (__TEXT,__text) external _ucal_setGregorianChange
00000001837c7ee8 (__TEXT,__text) external _ucal_setMillis
00000001837c7668 (__TEXT,__text) external _ucal_setTimeZone
00000001836098b0 (__TEXT,__text) external _ucase_fold
0000000183607e94 (__TEXT,__text) external _ucase_getSingleton
0000000183608adc (__TEXT,__text) external _ucase_getType
0000000183608b60 (__TEXT,__text) external _ucase_getTypeOrIgnorable
0000000183608c8c (__TEXT,__text) external _ucase_isCaseSensitive
0000000183608be4 (__TEXT,__text) external _ucase_isSoftDotted
0000000183609a40 (__TEXT,__text) external _ucase_toFullFolding
0000000183608f30 (__TEXT,__text) external _ucase_toFullLower
00000001836098a8 (__TEXT,__text) external _ucase_toFullTitle
000000018360952c (__TEXT,__text) external _ucase_toFullUpper
0000000183607ebc (__TEXT,__text) external _ucase_tolower
00000001836080f8 (__TEXT,__text) external _ucase_totitle
0000000183607fc8 (__TEXT,__text) external _ucase_toupper
0000000183609fc0 (__TEXT,__text) external _ucasemap_close
000000018360c644 (__TEXT,__text) external _ucasemap_getBreakIterator
000000018360a028 (__TEXT,__text) external _ucasemap_getLocale
000000018360a030 (__TEXT,__text) external _ucasemap_getOptions
0000000183609f04 (__TEXT,__text) external _ucasemap_open
000000018360c64c (__TEXT,__text) external _ucasemap_setBreakIterator
0000000183609e38 (__TEXT,__text) external _ucasemap_setLocale
000000018360a038 (__TEXT,__text) external _ucasemap_setOptions
0000000183670000 (__TEXT,__text) external _ucasemap_toTitle
000000018360c000 (__TEXT,__text) external _ucasemap_utf8FoldCase
000000018360b9c4 (__TEXT,__text) external _ucasemap_utf8ToLower
000000018360c6ac (__TEXT,__text) external _ucasemap_utf8ToTitle
000000018360ba64 (__TEXT,__text) external _ucasemap_utf8ToUpper
00000001836f8394 (__TEXT,__text) external _ucfpos_close
00000001836f80f4 (__TEXT,__text) external _ucfpos_constrainCategory
00000001836f8140 (__TEXT,__text) external _ucfpos_constrainField
00000001836f8190 (__TEXT,__text) external _ucfpos_getCategory
00000001836f81dc (__TEXT,__text) external _ucfpos_getField
00000001836f8228 (__TEXT,__text) external _ucfpos_getIndexes
00000001836f8278 (__TEXT,__text) external _ucfpos_getInt64IterationContext
00000001836f8308 (__TEXT,__text) external _ucfpos_matchesField
00000001836f8050 (__TEXT,__text) external _ucfpos_open
00000001836f80a8 (__TEXT,__text) external _ucfpos_reset
00000001836f82c4 (__TEXT,__text) external _ucfpos_setInt64IterationContext
00000001836f834c (__TEXT,__text) external _ucfpos_setState
000000018364cb10 (__TEXT,__text) external _uchar_swapNames
00000001836115e0 (__TEXT,__text) external _ucln_cleanupOne
0000000183611688 (__TEXT,__text) external _ucln_registerCleanup
0000000183619e88 (__TEXT,__text) external _ucnv_cbFromUWriteBytes
0000000183619fec (__TEXT,__text) external _ucnv_cbFromUWriteSub
0000000183619eb8 (__TEXT,__text) external _ucnv_cbFromUWriteUChars
000000018361a110 (__TEXT,__text) external _ucnv_cbToUWriteSub
000000018361a0e0 (__TEXT,__text) external _ucnv_cbToUWriteUChars
0000000183611f54 (__TEXT,__text) external _ucnv_clone
0000000183611f64 (__TEXT,__text) external _ucnv_close
000000018361d328 (__TEXT,__text) external _ucnv_compareNames
0000000183613f74 (__TEXT,__text) external _ucnv_convert
0000000183613a10 (__TEXT,__text) external _ucnv_convertEx
000000018361dbe8 (__TEXT,__text) external _ucnv_countAliases
00000001836120e4 (__TEXT,__text) external _ucnv_countAvailable
000000018361e15c (__TEXT,__text) external _ucnv_countStandards
0000000183618d74 (__TEXT,__text) external _ucnv_createConverter
00000001836147f0 (__TEXT,__text) external _ucnv_detectUnicodeSignature
0000000183618374 (__TEXT,__text) external _ucnv_enableCleanup
0000000183614608 (__TEXT,__text) external _ucnv_fixFileSeparator
0000000183619244 (__TEXT,__text) external _ucnv_flushCache
000000018361457c (__TEXT,__text) external _ucnv_fromAlgorithmic
0000000183612404 (__TEXT,__text) external _ucnv_fromUChars
0000000183614a90 (__TEXT,__text) external _ucnv_fromUCountPending
0000000183612900 (__TEXT,__text) external _ucnv_fromUnicode
000000018361dda4 (__TEXT,__text) external _ucnv_getAlias
000000018361df88 (__TEXT,__text) external _ucnv_getAliases
000000018361209c (__TEXT,__text) external _ucnv_getAvailableName
00000001836127d0 (__TEXT,__text) external _ucnv_getCCSID
000000018361e19c (__TEXT,__text) external _ucnv_getCanonicalName
0000000183619448 (__TEXT,__text) external _ucnv_getDefaultName
0000000183626314 (__TEXT,__text) external _ucnv_getDisplayName
00000001836128b8 (__TEXT,__text) external _ucnv_getFromUCallBack
0000000183614728 (__TEXT,__text) external _ucnv_getInvalidChars
000000018361478c (__TEXT,__text) external _ucnv_getInvalidUChars
000000018361275c (__TEXT,__text) external _ucnv_getMaxCharSize
0000000183612764 (__TEXT,__text) external _ucnv_getMinCharSize
0000000183612774 (__TEXT,__text) external _ucnv_getName
0000000183613650 (__TEXT,__text) external _ucnv_getNextUChar
0000000183612880 (__TEXT,__text) external _ucnv_getPlatform
000000018361dad0 (__TEXT,__text) external _ucnv_getStandard
000000018361db44 (__TEXT,__text) external _ucnv_getStandardName
00000001836145d4 (__TEXT,__text) external _ucnv_getStarters
000000018361210c (__TEXT,__text) external _ucnv_getSubstChars
00000001836128a4 (__TEXT,__text) external _ucnv_getToUCallBack
00000001836145b4 (__TEXT,__text) external _ucnv_getType
0000000183620058 (__TEXT,__text) external _ucnv_getUnicodeSet
000000018361e54c (__TEXT,__text) external _ucnv_io_countKnownConverters
000000018361d474 (__TEXT,__text) external _ucnv_io_getConverterName
000000018361d1d8 (__TEXT,__text) external _ucnv_io_stripASCIIForCompare
000000018361d27c (__TEXT,__text) external _ucnv_io_stripEBCDICForCompare
00000001836146f8 (__TEXT,__text) external _ucnv_isAmbiguous
0000000183614b50 (__TEXT,__text) external _ucnv_isFixedWidth
0000000183618400 (__TEXT,__text) external _ucnv_load
0000000183611a88 (__TEXT,__text) external _ucnv_open
000000018361e4b8 (__TEXT,__text) external _ucnv_openAllNames
0000000183611bc4 (__TEXT,__text) external _ucnv_openCCSID
0000000183611ab0 (__TEXT,__text) external _ucnv_openPackage
000000018361d768 (__TEXT,__text) external _ucnv_openStandardNames
0000000183611ab4 (__TEXT,__text) external _ucnv_openU
00000001836125e0 (__TEXT,__text) external _ucnv_reset
0000000183612750 (__TEXT,__text) external _ucnv_resetFromUnicode
0000000183612744 (__TEXT,__text) external _ucnv_resetToUnicode
0000000183611c88 (__TEXT,__text) external _ucnv_safeClone
0000000183619454 (__TEXT,__text) external _ucnv_setDefaultName
0000000183614718 (__TEXT,__text) external _ucnv_setFallback
00000001836123d0 (__TEXT,__text) external _ucnv_setFromUCallBack
0000000183612188 (__TEXT,__text) external _ucnv_setSubstChars
00000001836121f8 (__TEXT,__text) external _ucnv_setSubstString
00000001836128cc (__TEXT,__text) external _ucnv_setToUCallBack
0000000183619458 (__TEXT,__text) external _ucnv_swap
000000018361e578 (__TEXT,__text) external _ucnv_swapAliases
000000018361437c (__TEXT,__text) external _ucnv_toAlgorithmic
0000000183613464 (__TEXT,__text) external _ucnv_toUChars
0000000183614af8 (__TEXT,__text) external _ucnv_toUCountPending
0000000183612e94 (__TEXT,__text) external _ucnv_toUnicode
0000000183618710 (__TEXT,__text) external _ucnv_unload
0000000183614720 (__TEXT,__text) external _ucnv_usesFallback
0000000183631034 (__TEXT,__text) external _ucnvsel_close
0000000183630b44 (__TEXT,__text) external _ucnvsel_open
0000000183631204 (__TEXT,__text) external _ucnvsel_openFromSerialized
000000018363175c (__TEXT,__text) external _ucnvsel_selectForString
0000000183631b10 (__TEXT,__text) external _ucnvsel_selectForUTF8
00000001836310ac (__TEXT,__text) external _ucnvsel_serialize
00000001837c95cc (__TEXT,__text) external _ucol_clone
00000001837c9470 (__TEXT,__text) external _ucol_cloneBinary
00000001837c9644 (__TEXT,__text) external _ucol_close
00000001837cd5fc (__TEXT,__text) external _ucol_closeElements
00000001837cb810 (__TEXT,__text) external _ucol_countAvailable
00000001837c9da8 (__TEXT,__text) external _ucol_equal
00000001837ca1a4 (__TEXT,__text) external _ucol_equals
00000001837c9ab4 (__TEXT,__text) external _ucol_getAttribute
00000001837cb7b8 (__TEXT,__text) external _ucol_getAvailable
00000001837c985c (__TEXT,__text) external _ucol_getBound
00000001837ccc5c (__TEXT,__text) external _ucol_getContractions
00000001837ccca0 (__TEXT,__text) external _ucol_getContractionsAndExpansions
00000001837cb654 (__TEXT,__text) external _ucol_getDisplayName
00000001837c9c08 (__TEXT,__text) external _ucol_getEquivalentReorderCodes
00000001837cba50 (__TEXT,__text) external _ucol_getFunctionalEquivalent
00000001837cb864 (__TEXT,__text) external _ucol_getKeywordValues
00000001837cb8e0 (__TEXT,__text) external _ucol_getKeywordValuesForLocale
00000001837cb83c (__TEXT,__text) external _ucol_getKeywords
00000001837ca088 (__TEXT,__text) external _ucol_getLocale
00000001837ca08c (__TEXT,__text) external _ucol_getLocaleByType
00000001837cda4c (__TEXT,__text) external _ucol_getMaxExpansion
00000001837c99a8 (__TEXT,__text) external _ucol_getMaxVariable
00000001837cdb14 (__TEXT,__text) external _ucol_getOffset
00000001837c9b9c (__TEXT,__text) external _ucol_getReorderCodes
00000001837c9e78 (__TEXT,__text) external _ucol_getRules
00000001837c9f38 (__TEXT,__text) external _ucol_getRulesEx
00000001837cc93c (__TEXT,__text) external _ucol_getShortDefinitionString
00000001837c97ec (__TEXT,__text) external _ucol_getSortKey
00000001837c9b44 (__TEXT,__text) external _ucol_getStrength
00000001837ca138 (__TEXT,__text) external _ucol_getTailoredSet
00000001837c9df8 (__TEXT,__text) external _ucol_getUCAVersion
00000001836a0a08 (__TEXT,__text) external _ucol_getUnsafeSet
00000001837c9a08 (__TEXT,__text) external _ucol_getVariableTop
00000001837c9c0c (__TEXT,__text) external _ucol_getVersion
00000001837c9d08 (__TEXT,__text) external _ucol_greater
00000001837c9d58 (__TEXT,__text) external _ucol_greaterOrEqual
00000001837a0658 (__TEXT,__text) external _ucol_keyHashCode
0000000183631e64 (__TEXT,__text) external _ucol_looksLikeCollationBinary
00000001837c9670 (__TEXT,__text) external _ucol_mergeSortkeys
00000001837cd630 (__TEXT,__text) external _ucol_next
00000001837cd648 (__TEXT,__text) external _ucol_nextProcessed
00000001837c9818 (__TEXT,__text) external _ucol_nextSortKeyPart
00000001837cc98c (__TEXT,__text) external _ucol_normalizeShortDefinitionString
00000001837cb5bc (__TEXT,__text) external _ucol_open
00000001837c9380 (__TEXT,__text) external _ucol_openBinary
00000001837cd4bc (__TEXT,__text) external _ucol_openElements
00000001837cc640 (__TEXT,__text) external _ucol_openFromShortString
00000001836a08c4 (__TEXT,__text) external _ucol_openRules
00000001837cbfd8 (__TEXT,__text) external _ucol_prepareShortStringOpen
00000001837cd790 (__TEXT,__text) external _ucol_previous
00000001837cd7a8 (__TEXT,__text) external _ucol_previousProcessed
00000001837cd4b4 (__TEXT,__text) external _ucol_primaryOrder
00000001837cd62c (__TEXT,__text) external _ucol_reset
00000001837c9a44 (__TEXT,__text) external _ucol_restoreVariableTop
00000001837c9530 (__TEXT,__text) external _ucol_safeClone
00000001837cd4ac (__TEXT,__text) external _ucol_secondaryOrder
00000001837c9a7c (__TEXT,__text) external _ucol_setAttribute
00000001837c9974 (__TEXT,__text) external _ucol_setMaxVariable
00000001837cdb18 (__TEXT,__text) external _ucol_setOffset
00000001837c9bd4 (__TEXT,__text) external _ucol_setReorderCodes
00000001837c9af0 (__TEXT,__text) external _ucol_setStrength
00000001837cda50 (__TEXT,__text) external _ucol_setText
00000001837c99cc (__TEXT,__text) external _ucol_setVariableTop
00000001837c9c80 (__TEXT,__text) external _ucol_strcoll
00000001837c9c30 (__TEXT,__text) external _ucol_strcollIter
00000001837c9cc8 (__TEXT,__text) external _ucol_strcollUTF8
0000000183631f90 (__TEXT,__text) external _ucol_swap
000000018363292c (__TEXT,__text) external _ucol_swapInverseUCA
00000001837cd4a4 (__TEXT,__text) external _ucol_tertiaryOrder
00000001836337dc (__TEXT,__text) external _ucpmap_get
00000001836337e0 (__TEXT,__text) external _ucpmap_getRange
0000000183632d48 (__TEXT,__text) external _ucptrie_close
0000000183632ee8 (__TEXT,__text) external _ucptrie_get
000000018363310c (__TEXT,__text) external _ucptrie_getRange
0000000183632d4c (__TEXT,__text) external _ucptrie_getType
0000000183632d54 (__TEXT,__text) external _ucptrie_getValueWidth
0000000183632d5c (__TEXT,__text) external _ucptrie_internalSmallIndex
0000000183632df0 (__TEXT,__text) external _ucptrie_internalSmallU8Index
0000000183632e18 (__TEXT,__text) external _ucptrie_internalU8PrevIndex
0000000183632b44 (__TEXT,__text) external _ucptrie_openFromBinary
000000018368195c (__TEXT,__text) external _ucptrie_swap
0000000183633660 (__TEXT,__text) external _ucptrie_toBinary
00000001837cdb84 (__TEXT,__text) external _ucsdet_close
00000001837cdc10 (__TEXT,__text) external _ucsdet_detect
00000001837cdc3c (__TEXT,__text) external _ucsdet_detectAll
00000001837cdc60 (__TEXT,__text) external _ucsdet_enableInputFilter
00000001837cdcc8 (__TEXT,__text) external _ucsdet_getAllDetectableCharsets
00000001837cdbe0 (__TEXT,__text) external _ucsdet_getConfidence
00000001837cdcd0 (__TEXT,__text) external _ucsdet_getDetectableCharsets
00000001837cdbf8 (__TEXT,__text) external _ucsdet_getLanguage
00000001837cdbc8 (__TEXT,__text) external _ucsdet_getName
00000001837cdcac (__TEXT,__text) external _ucsdet_getUChars
00000001837cdc54 (__TEXT,__text) external _ucsdet_isInputFilterEnabled
00000001837cdb2c (__TEXT,__text) external _ucsdet_open
00000001837cdc28 (__TEXT,__text) external _ucsdet_setDeclaredEncoding
00000001837cdcc4 (__TEXT,__text) external _ucsdet_setDetectableCharset
00000001837cdbb4 (__TEXT,__text) external _ucsdet_setText
0000000183635b00 (__TEXT,__text) external _ucurr_countCurrencies
00000001836338b0 (__TEXT,__text) external _ucurr_forLocale
0000000183635d80 (__TEXT,__text) external _ucurr_forLocaleAndDate
0000000183635398 (__TEXT,__text) external _ucurr_getDefaultFractionDigits
00000001836353c8 (__TEXT,__text) external _ucurr_getDefaultFractionDigitsForUsage
00000001836360d4 (__TEXT,__text) external _ucurr_getKeywordValuesForLocale
0000000183633cfc (__TEXT,__text) external _ucurr_getName
000000018363655c (__TEXT,__text) external _ucurr_getNumericCode
00000001836342a8 (__TEXT,__text) external _ucurr_getPluralName
00000001836355b8 (__TEXT,__text) external _ucurr_getRoundingIncrement
00000001836355c4 (__TEXT,__text) external _ucurr_getRoundingIncrementForUsage
0000000183635664 (__TEXT,__text) external _ucurr_isAvailable
0000000183635a68 (__TEXT,__text) external _ucurr_openISOCurrencies
00000001837cecd0 (__TEXT,__text) external _udat_adoptNumberFormat
00000001837cebf8 (__TEXT,__text) external _udat_adoptNumberFormatForFields
00000001837ceff8 (__TEXT,__text) external _udat_applyPattern
00000001837d0218 (__TEXT,__text) external _udat_applyPatternRelative
00000001837ce0f0 (__TEXT,__text) external _udat_clone
00000001837ce0c4 (__TEXT,__text) external _udat_close
00000001837cecf8 (__TEXT,__text) external _udat_countAvailable
00000001837cf860 (__TEXT,__text) external _udat_countSymbols
00000001837ce154 (__TEXT,__text) external _udat_format
00000001837ce2f4 (__TEXT,__text) external _udat_formatCalendar
00000001837ce5dc (__TEXT,__text) external _udat_formatCalendarForFields
00000001837ce498 (__TEXT,__text) external _udat_formatForFields
00000001837cecfc (__TEXT,__text) external _udat_get2DigitYearStart
00000001837cecf4 (__TEXT,__text) external _udat_getAvailable
00000001837cea04 (__TEXT,__text) external _udat_getBooleanAttribute
00000001837cea70 (__TEXT,__text) external _udat_getCalendar
00000001837cfecc (__TEXT,__text) external _udat_getContext
00000001837cfe74 (__TEXT,__text) external _udat_getLocaleByType
00000001837cebd4 (__TEXT,__text) external _udat_getNumberFormat
00000001837ceab8 (__TEXT,__text) external _udat_getNumberFormatForField
00000001837cf10c (__TEXT,__text) external _udat_getSymbols
00000001837ce9bc (__TEXT,__text) external _udat_isLenient
00000001837cde20 (__TEXT,__text) external _udat_open
00000001837ce738 (__TEXT,__text) external _udat_parse
00000001837ce874 (__TEXT,__text) external _udat_parseCalendar
00000001837cdcf4 (__TEXT,__text) external _udat_patternCharToDateFormatField
00000001837cdd38 (__TEXT,__text) external _udat_registerOpener
00000001837ced38 (__TEXT,__text) external _udat_set2DigitYearStart
00000001837cea3c (__TEXT,__text) external _udat_setBooleanAttribute
00000001837cea94 (__TEXT,__text) external _udat_setCalendar
00000001837cfe98 (__TEXT,__text) external _udat_setContext
00000001837ce9e0 (__TEXT,__text) external _udat_setLenient
00000001837cecac (__TEXT,__text) external _udat_setNumberFormat
00000001837cfbcc (__TEXT,__text) external _udat_setSymbols
00000001837cdcd4 (__TEXT,__text) external _udat_toCalendarDateField
00000001837cedc4 (__TEXT,__text) external _udat_toPattern
00000001837cff04 (__TEXT,__text) external _udat_toPatternRelativeDate
00000001837d00cc (__TEXT,__text) external _udat_toPatternRelativeTime
00000001837cddac (__TEXT,__text) external _udat_unregisterOpener
0000000183638cc4 (__TEXT,__text) external _udata_close
000000018363970c (__TEXT,__text) external _udata_closeSwapper
0000000183638188 (__TEXT,__text) external _udata_getInfo
0000000183638d68 (__TEXT,__text) external _udata_getLength
0000000183638d2c (__TEXT,__text) external _udata_getMemory
0000000183638dac (__TEXT,__text) external _udata_getRawMemory
0000000183637848 (__TEXT,__text) external _udata_open
0000000183638154 (__TEXT,__text) external _udata_openChoice
000000018363912c (__TEXT,__text) external _udata_openSwapper
0000000183639648 (__TEXT,__text) external _udata_openSwapperForInputData
0000000183638ee4 (__TEXT,__text) external _udata_printError
0000000183638dd4 (__TEXT,__text) external _udata_readInt16
0000000183638df8 (__TEXT,__text) external _udata_readInt32
0000000183637628 (__TEXT,__text) external _udata_setAppData
0000000183637474 (__TEXT,__text) external _udata_setCommonData
0000000183638218 (__TEXT,__text) external _udata_setFileAccess
0000000183638f20 (__TEXT,__text) external _udata_swapDataHeader
0000000183638e04 (__TEXT,__text) external _udata_swapInvStringBlock
00000001837d0c3c (__TEXT,__text) external _udatintv_close
00000001837d0c40 (__TEXT,__text) external _udatintv_format
00000001837d0c2c (__TEXT,__text) external _udatintv_open
00000001837d10d8 (__TEXT,__text) external _udatpg_addPattern
00000001837d0d40 (__TEXT,__text) external _udatpg_clone
00000001837d0d14 (__TEXT,__text) external _udatpg_close
00000001837d12e4 (__TEXT,__text) external _udatpg_getAppendItemFormat
00000001837d13ec (__TEXT,__text) external _udatpg_getAppendItemName
00000001837d0fbc (__TEXT,__text) external _udatpg_getBaseSkeleton
00000001837d0d58 (__TEXT,__text) external _udatpg_getBestPattern
00000001837d0d6c (__TEXT,__text) external _udatpg_getBestPatternWithOptions
00000001837d15f8 (__TEXT,__text) external _udatpg_getDateTimeFormat
00000001837d1628 (__TEXT,__text) external _udatpg_getDateTimeFormatForStyle
00000001837d181c (__TEXT,__text) external _udatpg_getDecimal
00000001837d249c (__TEXT,__text) external _udatpg_getDefaultHourCycle
00000001837d1458 (__TEXT,__text) external _udatpg_getFieldDisplayName
00000001837d1ab4 (__TEXT,__text) external _udatpg_getPatternForSkeleton
00000001837d0ea0 (__TEXT,__text) external _udatpg_getSkeleton
00000001837d0c44 (__TEXT,__text) external _udatpg_open
00000001837d1a7c (__TEXT,__text) external _udatpg_openBaseSkeletons
00000001837d0d10 (__TEXT,__text) external _udatpg_openEmpty
00000001837d1a44 (__TEXT,__text) external _udatpg_openSkeletons
00000001837d1888 (__TEXT,__text) external _udatpg_replaceFieldTypes
00000001837d18bc (__TEXT,__text) external _udatpg_replaceFieldTypesWithOptions
00000001837d1248 (__TEXT,__text) external _udatpg_setAppendItemFormat
00000001837d1350 (__TEXT,__text) external _udatpg_setAppendItemName
00000001837d155c (__TEXT,__text) external _udatpg_setDateTimeFormat
00000001837d16b8 (__TEXT,__text) external _udatpg_setDateTimeFormatForStyle
00000001837d1780 (__TEXT,__text) external _udatpg_setDecimal
00000001835b2a20 (__TEXT,__text) external _udict_swap
00000001836d1bfc (__TEXT,__text) external _udispopt_fromGrammaticalCaseIdentifier
00000001836d1cf4 (__TEXT,__text) external _udispopt_fromNounClassIdentifier
00000001836d1c78 (__TEXT,__text) external _udispopt_fromPluralCategoryIdentifier
00000001836d1bd8 (__TEXT,__text) external _udispopt_getGrammaticalCaseIdentifier
00000001836d1cd0 (__TEXT,__text) external _udispopt_getNounClassIdentifier
00000001836d1c54 (__TEXT,__text) external _udispopt_getPluralCategoryIdentifier
00000001837d0748 (__TEXT,__text) external _udtitvfmt_close
00000001837d04f0 (__TEXT,__text) external _udtitvfmt_closeResult
00000001837d0774 (__TEXT,__text) external _udtitvfmt_format
00000001837d0a30 (__TEXT,__text) external _udtitvfmt_formatCalendarToResult
00000001837d0ab0 (__TEXT,__text) external _udtitvfmt_formatCalendarToResultA
00000001837d0978 (__TEXT,__text) external _udtitvfmt_formatToResult
00000001837d0a2c (__TEXT,__text) external _udtitvfmt_formatToResultA
00000001837d0ae8 (__TEXT,__text) external _udtitvfmt_getContext
00000001837d0b20 (__TEXT,__text) external _udtitvfmt_getPatternString
00000001837d0558 (__TEXT,__text) external _udtitvfmt_open
00000001837d0414 (__TEXT,__text) external _udtitvfmt_openResult
00000001837d04a4 (__TEXT,__text) external _udtitvfmt_resultAsValue
00000001837d0944 (__TEXT,__text) external _udtitvfmt_setAttribute
00000001837d0ab4 (__TEXT,__text) external _udtitvfmt_setContext
0000000183639710 (__TEXT,__text) external _uenum_close
000000018363978c (__TEXT,__text) external _uenum_count
00000001836399a8 (__TEXT,__text) external _uenum_next
00000001836398e0 (__TEXT,__text) external _uenum_nextDefault
0000000183673190 (__TEXT,__text) external _uenum_openCharStringsEnumeration
00000001836730ec (__TEXT,__text) external _uenum_openFromStringEnumeration
0000000183673224 (__TEXT,__text) external _uenum_openUCharStringsEnumeration
0000000183639a20 (__TEXT,__text) external _uenum_reset
0000000183639978 (__TEXT,__text) external _uenum_unext
00000001836397bc (__TEXT,__text) external _uenum_unextDefault
00000001837d24f0 (__TEXT,__text) external _ufieldpositer_close
00000001837d251c (__TEXT,__text) external _ufieldpositer_next
00000001837d24a0 (__TEXT,__text) external _ufieldpositer_open
00000001836f4c9c (__TEXT,__text) external _ufmt_close
00000001836f4e2c (__TEXT,__text) external _ufmt_getArrayItemByIndex
00000001836f4df4 (__TEXT,__text) external _ufmt_getArrayLength
00000001836f4d08 (__TEXT,__text) external _ufmt_getDate
00000001836f4e90 (__TEXT,__text) external _ufmt_getDecNumChars
00000001836f4d38 (__TEXT,__text) external _ufmt_getDouble
00000001836f4f00 (__TEXT,__text) external _ufmt_getInt64
00000001836f4d3c (__TEXT,__text) external _ufmt_getLong
00000001836f4d40 (__TEXT,__text) external _ufmt_getObject
00000001836f4cc8 (__TEXT,__text) external _ufmt_getType
00000001836f4d78 (__TEXT,__text) external _ufmt_getUChars
00000001836f4ce4 (__TEXT,__text) external _ufmt_isNumeric
00000001836f4bf8 (__TEXT,__text) external _ufmt_open
00000001836f83b8 (__TEXT,__text) external _ufmtval_getString
00000001836f84f4 (__TEXT,__text) external _ufmtval_nextPosition
00000001836f9cf8 (__TEXT,__text) external _ugender_getInstance
00000001836f9d80 (__TEXT,__text) external _ugender_getListGender
0000000183639bd4 (__TEXT,__text) external _uhash_close
000000018365d5c4 (__TEXT,__text) external _uhash_compareCaselessUnicodeString
000000018363a878 (__TEXT,__text) external _uhash_compareChars
000000018363a8cc (__TEXT,__text) external _uhash_compareIChars
000000018363a964 (__TEXT,__text) external _uhash_compareLong
00000001837914a8 (__TEXT,__text) external _uhash_compareScriptSet
000000018363a824 (__TEXT,__text) external _uhash_compareUChars
000000018365ce50 (__TEXT,__text) external _uhash_compareUnicodeString
000000018363a568 (__TEXT,__text) external _uhash_containsKey
0000000183639ecc (__TEXT,__text) external _uhash_count
000000018363aaa0 (__TEXT,__text) external _uhash_deleteHashtable
0000000183791650 (__TEXT,__text) external _uhash_deleteScriptSet
000000018363a718 (__TEXT,__text) external _uhash_equals
0000000183791458 (__TEXT,__text) external _uhash_equalsScriptSet
000000018363a600 (__TEXT,__text) external _uhash_find
0000000183639ed4 (__TEXT,__text) external _uhash_get
000000018363a068 (__TEXT,__text) external _uhash_geti
000000018363a0f0 (__TEXT,__text) external _uhash_getiAndFound
000000018365d514 (__TEXT,__text) external _uhash_hashCaselessUnicodeString
000000018363a690 (__TEXT,__text) external _uhash_hashChars
000000018363a6d4 (__TEXT,__text) external _uhash_hashIChars
000000018363a960 (__TEXT,__text) external _uhash_hashLong
000000018379162c (__TEXT,__text) external _uhash_hashScriptSet
000000018363a64c (__TEXT,__text) external _uhash_hashUChars
000000018365ce44 (__TEXT,__text) external _uhash_hashUnicodeString
000000018363a5b4 (__TEXT,__text) external _uhash_icontainsKey
000000018363a024 (__TEXT,__text) external _uhash_iget
000000018363a0ac (__TEXT,__text) external _uhash_igeti
000000018363a150 (__TEXT,__text) external _uhash_igetiAndFound
0000000183639b30 (__TEXT,__text) external _uhash_init
0000000183639ba8 (__TEXT,__text) external _uhash_initSize
000000018363a324 (__TEXT,__text) external _uhash_iput
000000018363a358 (__TEXT,__text) external _uhash_iputi
000000018363a3a4 (__TEXT,__text) external _uhash_iputiAllowZero
000000018363a474 (__TEXT,__text) external _uhash_iremove
000000018363a494 (__TEXT,__text) external _uhash_iremovei
