00007ffb43842860 (__DATA,__common) external _AfterColour
00007ffb165e87c0 (__TEXT,__text) external __ZNK4llvm17agxclauseanalyzer11InstrStream19getSizeInPhysInstrsEv
00007ffb165e8758 (__TEXT,__text) external __ZNK4llvm17agxclauseanalyzer11InstrStream9getOffsetEv
00007ffb165e9c0a (__TEXT,__text) external __ZNK4llvm17agxclauseanalyzer27BranchTargetResolutionError18convertToErrorCodeEv
00007ffb165e9be0 (__TEXT,__text) external __ZNK4llvm17agxclauseanalyzer27BranchTargetResolutionError3logERNS_11raw_ostreamE
00007ffb165e849e (__TEXT,__text) external __ZNK4llvm17agxclauseanalyzer6CAInst9printJSONERNS_4json7OStreamEPNS_13MCInstPrinterERKNS_15MCSubtargetInfoENS_9StringRefE
00007ffb17ebe352 (__TEXT,__text) external __ZNK4llvm18AACallEdgeIteratordeEv
00007ffb17d3f2a6 (__TEXT,__text) external __ZNK4llvm18BasicAAWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb1802f782 (__TEXT,__text) external __ZNK4llvm18BinaryStreamReader4peekEv
00007ffb17909d30 (__TEXT,__text) external __ZNK4llvm18BinaryStreamReader5splitEy
00007ffb1790ac7a (__TEXT,__text) external __ZNK4llvm18BinaryStreamWriter5splitEy
00007ffb16625746 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo11getFunctionEv
00007ffb16626db6 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo11verifyMatchERS0_
00007ffb1662552e (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo12getBlockFreqEPKNS_10BasicBlockE
00007ffb17d3f7bc (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo12getEntryFreqEv
00007ffb16626b36 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamENS_14BlockFrequencyE
00007ffb16626b60 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo14printBlockFreqERNS_11raw_ostreamEPKNS_10BasicBlockE
00007ffb17d3f70c (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo20getBlockProfileCountEPKNS_10BasicBlockEb
00007ffb17d3f770 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo23getProfileCountFromFreqEy
00007ffb17d3f6a4 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo4viewENS_9StringRefE
00007ffb17d3f6e6 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo5printERNS_11raw_ostreamE
00007ffb16626b20 (__TEXT,__text) external __ZNK4llvm18BlockFrequencyInfo6getBPIEv
00007ffb16c98384 (__TEXT,__text) external __ZNK4llvm18ConstantDataVector11isSplatDataEv
00007ffb16c9426a (__TEXT,__text) external __ZNK4llvm18ConstantDataVector13getSplatValueEv
00007ffb16c98422 (__TEXT,__text) external __ZNK4llvm18ConstantDataVector7isSplatEv
00007ffb17e6e8e8 (__TEXT,__text) external __ZNK4llvm18DWARFDataExtractor16getInitialLengthEPyPNS_5ErrorE
00007ffb16daab02 (__TEXT,__text) external __ZNK4llvm18DWARFDataExtractor17getEncodedPointerEPyhy
00007ffb17e6ea38 (__TEXT,__text) external __ZNK4llvm18DWARFDataExtractor17getRelocatedValueEjPyS1_PNS_5ErrorE
00007ffb17e713e2 (__TEXT,__text) external __ZNK4llvm18DWARFDebugLoclists12dumpRawEntryERKNS_18DWARFLocationEntryERNS_11raw_ostreamEjNS_13DIDumpOptionsERKNS_11DWARFObjectE
00007ffb17e710e4 (__TEXT,__text) external __ZNK4llvm18DWARFDebugLoclists17visitLocationListEPyNS_12function_refIFbRKNS_18DWARFLocationEntryEEEE
00007ffb16dc1c4a (__TEXT,__text) external __ZNK4llvm18DWARFDebugPubTable4dumpERNS_11raw_ostreamE
00007ffb17e70b48 (__TEXT,__text) external __ZNK4llvm18DWARFLocationTable16dumpLocationListEPyRNS_11raw_ostreamENS_8OptionalINS_6object16SectionedAddressEEEPKNS_14MCRegisterInfoERKNS_11DWARFObjectEPNS_9DWARFUnitENS_13DIDumpOptionsEj
00007ffb16dbe9d4 (__TEXT,__text) external __ZNK4llvm18DWARFLocationTable25visitAbsoluteLocationListEyNS_8OptionalINS_6object16SectionedAddressEEENSt3__18functionIFS4_jEEENS_12function_refIFbNS_8ExpectedINS_23DWARFLocationExpressionEEEEEE
00007ffb17e4d956 (__TEXT,__text) external __ZNK4llvm18DiagnosticLocation15getAbsolutePathEv
00007ffb17e4d928 (__TEXT,__text) external __ZNK4llvm18DiagnosticLocation15getRelativePathEv
00007ffb16980a2a (__TEXT,__text) external __ZNK4llvm18ExecutionDomainFix10regIndicesEj
00007ffb16d0b024 (__TEXT,__text) external __ZNK4llvm18ExtractElementInst9cloneImplEv
00007ffb17a596d4 (__TEXT,__text) external __ZNK4llvm18FunctionComparator10cmpNumbersEyy
00007ffb18067006 (__TEXT,__text) external __ZNK4llvm18FunctionComparator11cmpAPFloatsERKNS_7APFloatES3_
00007ffb17a59a1e (__TEXT,__text) external __ZNK4llvm18FunctionComparator12cmpConstantsEPKNS_8ConstantES3_
00007ffb17a5a530 (__TEXT,__text) external __ZNK4llvm18FunctionComparator12cmpInlineAsmEPKNS_9InlineAsmES3_
00007ffb17a59714 (__TEXT,__text) external __ZNK4llvm18FunctionComparator12cmpOrderingsENS_14AtomicOrderingES1_
00007ffb180676fe (__TEXT,__text) external __ZNK4llvm18FunctionComparator13cmpOperationsEPKNS_11InstructionES3_Rb
00007ffb180680d2 (__TEXT,__text) external __ZNK4llvm18FunctionComparator14cmpBasicBlocksEPKNS_10BasicBlockES3_
00007ffb17a5a4ec (__TEXT,__text) external __ZNK4llvm18FunctionComparator15cmpGlobalValuesEPNS_11GlobalValueES2_
00007ffb180673c8 (__TEXT,__text) external __ZNK4llvm18FunctionComparator16cmpRangeMetadataEPKNS_6MDNodeES3_
00007ffb17a5a666 (__TEXT,__text) external __ZNK4llvm18FunctionComparator16compareSignatureEv
00007ffb18067450 (__TEXT,__text) external __ZNK4llvm18FunctionComparator23cmpOperandBundlesSchemaERKNS_8CallBaseES3_
00007ffb18067148 (__TEXT,__text) external __ZNK4llvm18FunctionComparator6cmpMemENS_9StringRefES1_
00007ffb18067e78 (__TEXT,__text) external __ZNK4llvm18FunctionComparator7cmpGEPsEPKNS_11GEPOperatorES3_
00007ffb1806717e (__TEXT,__text) external __ZNK4llvm18FunctionComparator8cmpAttrsENS_13AttributeListES1_
00007ffb17a5972c (__TEXT,__text) external __ZNK4llvm18FunctionComparator8cmpTypesEPNS_4TypeES2_
00007ffb18066fb2 (__TEXT,__text) external __ZNK4llvm18FunctionComparator9cmpAPIntsERKNS_5APIntES3_
00007ffb17a596ea (__TEXT,__text) external __ZNK4llvm18FunctionComparator9cmpAlignsENS_5AlignES1_
00007ffb18067570 (__TEXT,__text) external __ZNK4llvm18FunctionComparator9cmpValuesEPKNS_5ValueES3_
00007ffb16eb1988 (__TEXT,__text) external __ZNK4llvm18GPUMetadataEmitter33CreateFragmentShaderIterationDataEPNS_6MDNodeEjRNS_13FunctionGroupERNSt3__16vectorINS_27FragmentShaderIterationDataENS5_9allocatorIS7_EEEESB_
00007ffb16ed4c04 (__TEXT,__text) external __ZNK4llvm18GPUTargetInstrInfo16mayReadQUADScopeERKNS_12MachineInstrE
00007ffb16ed4c1e (__TEXT,__text) external __ZNK4llvm18GPUTargetInstrInfo16mayReadSIMDScopeERKNS_12MachineInstrE
00007ffb16ed4c38 (__TEXT,__text) external __ZNK4llvm18GPUTargetInstrInfo23mayReadScopePredicationERKNS_12MachineInstrE
00007ffb17d6a202 (__TEXT,__text) external __ZNK4llvm18IVUsersWrapperPass16getAnalysisUsageERNS_13AnalysisUsageE
00007ffb17d6a3b4 (__TEXT,__text) external __ZNK4llvm18IVUsersWrapperPass5printERNS_11raw_ostreamEPKNS_6ModuleE
00007ffb16d159de (__TEXT,__text) external __ZNK4llvm18LLVMRemarkStreamer8toRemarkERKNS_30DiagnosticInfoOptimizationBaseE
00007ffb17ef6e48 (__TEXT,__text) external __ZNK4llvm18LinkDiagnosticInfo5printERNS_17DiagnosticPrinterE
00007ffb180a1086 (__TEXT,__text) external __ZNK4llvm18LoopVectorizeHints15allowReorderingEv
00007ffb180a0d9a (__TEXT,__text) external __ZNK4llvm18LoopVectorizeHints18allowVectorizationEPNS_8FunctionEPNS_4LoopEb
00007ffb17c0f3b8 (__TEXT,__text) external __ZNK4llvm18LoopVectorizeHints19emitRemarkWithHintsEv
00007ffb180a0ffa (__TEXT,__text) external __ZNK4llvm18LoopVectorizeHints25vectorizeAnalysisPassNameEv
00007ffb180ca0e6 (__TEXT,__text) external __ZNK4llvm18MCParsedAsmOperand4dumpEv
00007ffb16a5e0be (__TEXT,__text) external __ZNK4llvm18MachinePointerInfo12getAddrSpaceEv
00007ffb17df0e0c (__TEXT,__text) external __ZNK4llvm18MachinePointerInfo17isDereferenceableEjRNS_11LLVMContextERKNS_10DataLayoutE
00007ffb16d37a4c (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex10isGUIDLiveEy
00007ffb16d38350 (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex11exportToDotERNS_11raw_ostreamERKNS_8DenseSetIyNS_12DenseMapInfoIyvEEEE
00007ffb16d37dce (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex18canImportGlobalVarEPNS_18GlobalValueSummaryEb
00007ffb17e62650 (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex21getGlobalValueSummaryEyb
00007ffb17e62586 (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex32collectDefinedFunctionsForModuleENS_9StringRefERNS_8DenseMapIyPNS_18GlobalValueSummaryENS_12DenseMapInfoIyvEENS_6detail12DenseMapPairIyS4_EEEE
00007ffb17e3ae48 (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex4dumpEv
00007ffb16c18b8e (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex5printERNS_11raw_ostreamEb
00007ffb17e624aa (__TEXT,__text) external __ZNK4llvm18ModuleSummaryIndex8getFlagsEv
00007ffb17e4e328 (__TEXT,__text) external __ZNK4llvm18OptimizationRemark9isEnabledEv
00007ffb17eda64a (__TEXT,__text) external __ZNK4llvm18PassManagerBuilder17addExtensionsToPMENS0_16ExtensionPointTyERNS_6legacy15PassManagerBaseE
00007ffb17eda76e (__TEXT,__text) external __ZNK4llvm18PassManagerBuilder29addInitialAliasAnalysisPassesERNS_6legacy15PassManagerBaseE
00007ffb16791a66 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo10isHotBlockEPKNS_10BasicBlockEPNS_18BlockFrequencyInfoE
00007ffb17d869ca (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo10isHotCountEy
00007ffb17d869fa (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo11isColdBlockEPKNS_10BasicBlockEPNS_18BlockFrequencyInfoE
00007ffb17d869e2 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo11isColdCountEy
00007ffb17d86d20 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo13isHotCallSiteERKNS_8CallBaseEPNS_18BlockFrequencyInfoE
00007ffb17d86d50 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo14isColdCallSiteERKNS_8CallBaseEPNS_18BlockFrequencyInfoE
00007ffb17d86954 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo15getProfileCountERKNS_8CallBaseEPNS_18BlockFrequencyInfoEb
00007ffb16791e00 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo16computeThresholdEi
00007ffb167918a8 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo18isFunctionEntryHotEPKNS_8FunctionE
00007ffb16791d96 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo19isFunctionEntryColdEPKNS_8FunctionE
00007ffb16791ed6 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo21hasHugeWorkingSetSizeEv
00007ffb17d86c1c (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo22hasLargeWorkingSetSizeEv
00007ffb17d86bf2 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo23hasPartialSampleProfileEv
00007ffb17d86c8c (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo23isHotBlockNthPercentileEiPKNS_10BasicBlockEPNS_18BlockFrequencyInfoE
00007ffb17d86c34 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo23isHotCountNthPercentileEiy
00007ffb17d86cd6 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo24isColdBlockNthPercentileEiPKNS_10BasicBlockEPNS_18BlockFrequencyInfoE
00007ffb17d86c56 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo24isColdCountNthPercentileEiy
00007ffb167918fe (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo24isFunctionHotInCallGraphEPKNS_8FunctionERNS_18BlockFrequencyInfoE
00007ffb17d86a2e (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo24isFunctionHotnessUnknownERKNS_8FunctionE
00007ffb16791a9a (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo25isFunctionColdInCallGraphEPKNS_8FunctionERNS_18BlockFrequencyInfoE
00007ffb16791eee (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo26getOrCompHotCountThresholdEv
00007ffb17d86c78 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo27getOrCompColdCountThresholdEv
00007ffb17d86a54 (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo37isFunctionHotInCallGraphNthPercentileEiPKNS_8FunctionERNS_18BlockFrequencyInfoE
00007ffb17d86a5e (__TEXT,__text) external __ZNK4llvm18ProfileSummaryInfo38isFunctionColdInCallGraphNthPercentileEiPKNS_8FunctionERNS_18BlockFrequencyInfoE
00007ffb17ee2eee (__TEXT,__text) external __ZNK4llvm18PseudoProbeManager14moduleIsProbedERKNS_6ModuleE
00007ffb17ee2f1e (__TEXT,__text) external __ZNK4llvm18PseudoProbeManager14profileIsValidERKNS_8FunctionERKNS_10sampleprof15FunctionSamplesE
00007ffb17ee2dfe (__TEXT,__text) external __ZNK4llvm18PseudoProbeManager7getDescERKNS_8FunctionE
00007ffb174d8e86 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE14getProfileKindEv
00007ffb174d840a (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE16getNextHeaderPosEv
00007ffb174d8e34 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE16isIRLevelProfileEv
00007ffb174d8e78 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE17functionEntryOnlyEv
00007ffb174d90d2 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE17getDataEndiannessEv
00007ffb174d90a4 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE18getCounterTypeSizeEv
00007ffb174d8e40 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE19hasCSIRLevelProfileEv
00007ffb174d8e4e (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE19instrEntryBBEnabledEv
00007ffb174d8e6a (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE21hasSingleByteCoverageEv
00007ffb174d8e5c (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE21useDebugInfoCorrelateEv
00007ffb174d82a6 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE5atEndEv
00007ffb174d90e2 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIjE7getNameEy
00007ffb174da454 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE14getProfileKindEv
00007ffb174d99d4 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE16getNextHeaderPosEv
00007ffb174da402 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE16isIRLevelProfileEv
00007ffb174da446 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE17functionEntryOnlyEv
00007ffb174da6a4 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE17getDataEndiannessEv
00007ffb174da676 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE18getCounterTypeSizeEv
00007ffb174da40e (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE19hasCSIRLevelProfileEv
00007ffb174da41c (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE19instrEntryBBEnabledEv
00007ffb174da438 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE21hasSingleByteCoverageEv
00007ffb174da42a (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE21useDebugInfoCorrelateEv
00007ffb174d9870 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE5atEndEv
00007ffb174da6b4 (__TEXT,__text) weak external __ZNK4llvm18RawInstrProfReaderIyE7getNameEy
00007ffb16b48d40 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker11getCurrSlotEv
00007ffb16b48488 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker11isTopClosedEv
00007ffb16b4d3ae (__TEXT,__text) external __ZNK4llvm18RegPressureTracker14getLiveLanesAtENS_8RegisterENS_9SlotIndexE
00007ffb16b484b0 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker14isBottomClosedEv
00007ffb16b4c46a (__TEXT,__text) external __ZNK4llvm18RegPressureTracker16getLastUsedLanesENS_8RegisterENS_9SlotIndexE
00007ffb16b4b4a4 (__TEXT,__text) external __ZNK4llvm18RegPressureTracker16getLiveThroughAtENS_8RegisterENS_9SlotIndexE
00007ffb16b4d1fc (__TEXT,__text) external __ZNK4llvm18RegPressureTracker22getUpwardPressureDeltaEPKNS_12MachineInstrERNS_12PressureDiffERNS_16RegPressureDeltaENS_8ArrayRefINS_14PressureChangeEEENS8_IjEE
00007ffb17e1901e (__TEXT,__text) external __ZNK4llvm18RegPressureTracker4dumpEv
00007ffb17d8e0dc (__TEXT,__text) external __ZNK4llvm18SCEVUnionPredicate12isAlwaysTrueEv
00007ffb17d8e128 (__TEXT,__text) external __ZNK4llvm18SCEVUnionPredicate5printERNS_11raw_ostreamEj
00007ffb167f4842 (__TEXT,__text) external __ZNK4llvm18SCEVUnionPredicate7impliesEPKNS_13SCEVPredicateE
00007ffb173aaa7c (__TEXT,__text) external __ZNK4llvm18StringTableBuilder5writeEPh
00007ffb173aa9de (__TEXT,__text) external __ZNK4llvm18StringTableBuilder5writeERNS_11raw_ostreamE
00007ffb173aafb0 (__TEXT,__text) external __ZNK4llvm18StringTableBuilder9getOffsetENS_19CachedHashStringRefE
00007ffb16bb1f6e (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase14emitPatchPointERNS_12MachineInstrEPNS_17MachineBasicBlockE
00007ffb17e26a24 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase14shouldLocalizeERKNS_12MachineInstrEPKNS_19TargetTransformInfoE
00007ffb17e26632 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase15getIRStackGuardERNS_13IRBuilderBaseE
00007ffb17e26934 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase16emitLeadingFenceERNS_13IRBuilderBaseEPNS_11InstructionENS_14AtomicOrderingE
00007ffb16bb3d7c (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase16finalizeLoweringERNS_15MachineFunctionE
00007ffb17e25c6a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase16getShiftAmountTyENS_3EVTERKNS_10DataLayoutEb
00007ffb17e269b4 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase17emitTrailingFenceERNS_13IRBuilderBaseEPNS_11InstructionENS_14AtomicOrderingE
00007ffb17e26790 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase17getSDagStackGuardERKNS_6ModuleE
00007ffb16bb17dc (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase17getTypeConversionERNS_11LLVMContextENS_3EVTE
00007ffb17e262d6 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase18allowsMemoryAccessERNS_11LLVMContextERKNS_10DataLayoutENS_3EVTERKNS_17MachineMemOperandEPb
00007ffb17e262cc (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase18allowsMemoryAccessERNS_11LLVMContextERKNS_10DataLayoutENS_3EVTEjNS_5AlignENS_17MachineMemOperand5FlagsEPb
00007ffb17e26336 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase18allowsMemoryAccessERNS_11LLVMContextERKNS_10DataLayoutENS_3LLTERKNS_17MachineMemOperandEPb
00007ffb17e25e16 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase18getSetCCResultTypeERKNS_10DataLayoutERNS_11LLVMContextENS_3EVTE
00007ffb16bb17ca (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase19isFreeAddrSpaceCastEjj
00007ffb17e267be (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase19isJumpTableRelativeEv
00007ffb17e267cc (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase20getPrefLoopAlignmentEPNS_11MachineLoopE
00007ffb17e26160 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21getByValTypeAlignmentEPNS_4TypeERKNS_10DataLayoutE
00007ffb17e268e6 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21getDivRefinementStepsENS_3EVTERNS_15MachineFunctionE
00007ffb17e267aa (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21getSSPStackGuardCheckERKNS_6ModuleE
00007ffb17e266c0 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21insertSSPDeclarationsERNS_6ModuleE
00007ffb16bb3654 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase21isLegalAddressingModeERKNS_10DataLayoutERKNS0_8AddrModeEPNS_4TypeEjPNS_11InstructionE
00007ffb16bb3536 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22InstructionOpcodeToISDEj
00007ffb16bb3d8a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getLoadMemOperandFlagsERKNS_8LoadInstERKNS_10DataLayoutE
00007ffb17e25c1c (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getScalarShiftAmountTyERKNS_10DataLayoutENS_3EVTE
00007ffb17e26894 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getSqrtRefinementStepsENS_3EVTERNS_15MachineFunctionE
00007ffb16bb303e (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22getVectorTypeBreakdownERNS_11LLVMContextENS_3EVTERS3_RjRNS_3MVTE
00007ffb16bb3494 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase22isSuitableForJumpTableEPKNS_10SwitchInstEyyPNS_18ProfileSummaryInfoEPNS_18BlockFrequencyInfoE
00007ffb16bb24de (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23findRepresentativeClassEPKNS_18TargetRegisterInfoENS_3MVTE
00007ffb17e25e26 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getCmpLibcallReturnTypeEv
00007ffb16bb352a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getMaximumJumpTableSizeEv
00007ffb16bb42be (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getStoreMemOperandFlagsERKNS_9StoreInstERKNS_10DataLayoutE
00007ffb16bb354a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase23getTypeLegalizationCostERKNS_10DataLayoutEPNS_4TypeE
00007ffb16bb4556 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase24getAtomicMemOperandFlagsERKNS_11InstructionERKNS_10DataLayoutE
00007ffb16bb350a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase26getMinimumJumpTableDensityEb
00007ffb17e267b2 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase26getMinimumJumpTableEntriesEv
00007ffb17e26846 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase26getRecipEstimateDivEnabledENS_3EVTERNS_15MachineFunctionE
00007ffb17e267f4 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase27getRecipEstimateSqrtEnabledENS_3EVTERNS_15MachineFunctionE
00007ffb17e2659a (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase27getSafeStackPointerLocationERNS_13IRBuilderBaseE
00007ffb17e2626e (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase30allowsMemoryAccessForAlignmentERNS_11LLVMContextERKNS_10DataLayoutENS_3EVTERKNS_17MachineMemOperandEPb
00007ffb17e2617c (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase30allowsMemoryAccessForAlignmentERNS_11LLVMContextERKNS_10DataLayoutENS_3EVTEjNS_5AlignENS_17MachineMemOperand5FlagsEPb
00007ffb17e267ea (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase32getMaxPermittedBytesForAlignmentEPNS_17MachineBasicBlockE
00007ffb17e263ca (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase34getDefaultSafeStackPointerLocationERNS_13IRBuilderBaseEb
00007ffb17e25d42 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase9canOpTrapEjNS_3EVTE
00007ffb16bb1f16 (__TEXT,__text) external __ZNK4llvm18TargetLoweringBase9isLegalRCERKNS_18TargetRegisterInfoERKNS_19TargetRegisterClassE
00007ffb16bc3118 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo13markSuperRegsERNS_9BitVectorENS_10MCRegisterE
00007ffb16bc3eea (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo15canRealignStackERKNS_15MachineFunctionE
00007ffb17e2b55a (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo16getOffsetOpcodesERKNS_11StackOffsetERNS_15SmallVectorImplIyEE
00007ffb16bc4232 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo16getRegSizeInBitsENS_8RegisterERKNS_19MachineRegisterInfoE
00007ffb16bc4650 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo16lookThruCopyLikeENS_8RegisterEPKNS_19MachineRegisterInfoE
00007ffb17e2b2bc (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo17getAllocatableSetERKNS_15MachineFunctionEPKNS_19TargetRegisterClassE
00007ffb16bc38d0 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo17getCommonSubClassEPKNS_19TargetRegisterClassES3_
00007ffb16bc41ec (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo18regmaskSubsetEqualEPKjS2_
00007ffb16bc4046 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo18shouldRealignStackERKNS_15MachineFunctionE
00007ffb16bc3600 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo19getAllocatableClassEPKNS_19TargetRegisterClassE
00007ffb17e2b492 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo20isCalleeSavedPhysRegENS_10MCRegisterERKNS_15MachineFunctionE
00007ffb17e2b416 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo20shouldRewriteCopySrcEPKNS_19TargetRegisterClassEjS3_j
00007ffb16bc3cb6 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo21getRegAllocationHintsENS_8RegisterENS_8ArrayRefItEERNS_15SmallVectorImplItEERKNS_15MachineFunctionEPKNS_10VirtRegMapEPKNS_13LiveRegMatrixE
00007ffb16bc39c8 (__TEXT,__text) external __ZNK4llvm18TargetRegisterInfo22getCommonSuperRegClassEPKNS_19TargetRegisterClassEjS3_jRjS4_
