00000000000401b8 (__DATA,__data) external _NDR_record
0000000000001108 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00000000000010fc (__TEXT,__text) external _semaphore_timedwait_trap
0000000000003f50 (__TEXT,__text) external _semaphore_wait
00000000000128ec (__TEXT,__text) external _semaphore_wait_signal
00000000000010f0 (__TEXT,__text) external _semaphore_wait_signal_trap
00000000000010e4 (__TEXT,__text) external _semaphore_wait_trap
000000000000d184 (__TEXT,__text) external _semctl
000000000000f0cc (__TEXT,__text) external _semget
000000000000f0f4 (__TEXT,__text) external _semop
000000000000d164 (__TEXT,__text) external _semsys
000000000000f11c (__TEXT,__text) external _sendfile
00000000000067a4 (__TEXT,__text) external _sendmsg
0000000000005208 (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000f144 (__TEXT,__text) external _sendmsg_x
00000000000052ac (__TEXT,__text) external _sendto
0000000000005134 (__TEXT,__text) external _sendto$NOCANCEL
00000000000045f0 (__TEXT,__text) external _setattrlist
000000000000f16c (__TEXT,__text) external _setattrlistat
000000000001c8f0 (__TEXT,__text) external _setaudit
000000000000f194 (__TEXT,__text) external _setaudit_addr
000000000000f1bc (__TEXT,__text) external _setauid
0000000000009d74 (__TEXT,__text) external _setegid
0000000000009d4c (__TEXT,__text) external _seteuid
0000000000009ab8 (__TEXT,__text) external _setgid
000000000000f1e4 (__TEXT,__text) external _setgroups
000000000000831c (__TEXT,__text) external _setiopolicy_np
0000000000008f50 (__TEXT,__text) external _setitimer
000000000000bfc4 (__TEXT,__text) external _setpgid
0000000000008a14 (__TEXT,__text) external _setpriority
000000000000f20c (__TEXT,__text) external _setprivexec
0000000000012810 (__TEXT,__text) external _setquota
000000000000df08 (__TEXT,__text) external _setregid
000000000000df30 (__TEXT,__text) external _setreuid
0000000000003bc8 (__TEXT,__text) external _setrlimit
000000000000df58 (__TEXT,__text) external _setsgroups_np
00000000000090b4 (__TEXT,__text) external _setsid
00000000000050e4 (__TEXT,__text) external _setsockopt
0000000000009ae0 (__TEXT,__text) external _setuid
000000000000dfd0 (__TEXT,__text) external _setwgroups_np
0000000000004890 (__TEXT,__text) external _setxattr
0000000000016110 (__TEXT,__text) external _sfi_get_class_offtime
0000000000016138 (__TEXT,__text) external _sfi_process_get_flags
0000000000016124 (__TEXT,__text) external _sfi_process_set_flags
000000000000a004 (__TEXT,__text) external _sfi_set_class_offtime
000000000000d12c (__TEXT,__text) external _shm_open
000000000000f234 (__TEXT,__text) external _shm_unlink
000000000000f25c (__TEXT,__text) external _shmat
000000000000e070 (__TEXT,__text) external _shmctl
000000000000f284 (__TEXT,__text) external _shmdt
000000000000f2ac (__TEXT,__text) external _shmget
000000000000d1a0 (__TEXT,__text) external _shmsys
000000000000534c (__TEXT,__text) external _shutdown
000000000000f2d4 (__TEXT,__text) external _sigpending
0000000000004550 (__TEXT,__text) external _sigprocmask
000000000001b0bc (__TEXT,__text) external _sigsuspend
0000000000007f54 (__TEXT,__text) external _sigsuspend$NOCANCEL
000000000000501c (__TEXT,__text) external _socket
000000000000f2fc (__TEXT,__text) external _socket_delegate
00000000000051e0 (__TEXT,__text) external _socketpair
0000000000015e9c (__TEXT,__text) external _stackshot_capture_with_config
0000000000015e18 (__TEXT,__text) external _stackshot_config_create
0000000000015ff4 (__TEXT,__text) external _stackshot_config_dealloc
0000000000015fa4 (__TEXT,__text) external _stackshot_config_dealloc_buffer
0000000000015f0c (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
0000000000015f18 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000000015f58 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000000015e80 (__TEXT,__text) external _stackshot_config_set_flags
0000000000015f7c (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000000015e64 (__TEXT,__text) external _stackshot_config_set_pid
0000000000015f34 (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000c014 (__TEXT,__text) external _stat
000000000000c014 (__TEXT,__text) external _stat64
000000000000f374 (__TEXT,__text) external _statfs
000000000000f374 (__TEXT,__text) external _statfs64
0000000000040268 (__DATA,__bss) non-external _supported
000000000000f39c (__TEXT,__text) external _swapon
00000000000011c8 (__TEXT,__text) external _swtch
00000000000011bc (__TEXT,__text) external _swtch_pri
0000000000006754 (__TEXT,__text) external _symlink
000000000000f3c4 (__TEXT,__text) external _symlinkat
000000000000f3ec (__TEXT,__text) external _sync
0000000000003360 (__TEXT,__text) external _syscall
00000000000011d4 (__TEXT,__text) external _syscall_thread_switch
00000000000160fc (__TEXT,__text) external _system_get_sfi_window
000000000000f414 (__TEXT,__text) external _system_override
000000000000a040 (__TEXT,__text) external _system_set_sfi_window
0000000000040270 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
0000000000040220 (__DATA,__common) external _system_version_compat_mode
000000000002ac74 (__TEXT,__text) external _task_assign
000000000002ada4 (__TEXT,__text) external _task_assign_default
000000000002906c (__TEXT,__text) external _task_create
000000000002d1c8 (__TEXT,__text) external _task_create_identity_token
000000000002d490 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
0000000000000fe8 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002d0a8 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000001150 (__TEXT,__text) external _task_for_pid
000000000002bf40 (__TEXT,__text) external _task_generate_corpse
000000000002aec0 (__TEXT,__text) external _task_get_assignment
000000000002c478 (__TEXT,__text) external _task_get_dyld_image_infos
000000000002a6c4 (__TEXT,__text) external _task_get_emulation_vector
000000000002cd04 (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000bb0c (__TEXT,__text) external _task_get_exception_ports
000000000002d5ac (__TEXT,__text) external _task_get_exception_ports_info
000000000002bb34 (__TEXT,__text) external _task_get_mach_voucher
00000000000016dc (__TEXT,__text) external _task_get_special_port
000000000002b1dc (__TEXT,__text) external _task_get_state
000000000002d324 (__TEXT,__text) external _task_identity_token_get_task_port
00000000000018ac (__TEXT,__text) external _task_info
000000000002cb2c (__TEXT,__text) external _task_inspect
000000000000f43c (__TEXT,__text) external _task_inspect_for_pid
000000000002c09c (__TEXT,__text) external _task_map_corpse_info
000000000002c9bc (__TEXT,__text) external _task_map_corpse_info_64
000000000002dbf4 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000001144 (__TEXT,__text) external _task_name_for_pid
000000000002a434 (__TEXT,__text) external _task_policy
000000000002a10c (__TEXT,__text) external _task_policy_get
00000000000036bc (__TEXT,__text) external _task_policy_set
000000000002b990 (__TEXT,__text) external _task_purgable_info
000000000000f464 (__TEXT,__text) external _task_read_for_pid
000000000002c854 (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002c208 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002c730 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002c608 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
0000000000001288 (__TEXT,__text) external _task_restartable_ranges_register
0000000000003bf8 (__TEXT,__text) external _task_restartable_ranges_synchronize
00000000000296e0 (__TEXT,__text) external _task_resume
000000000002b880 (__TEXT,__text) external _task_resume2
000000000002a314 (__TEXT,__text) external _task_sample
0000000000012910 (__TEXT,__text) external _task_self_
0000000000001090 (__TEXT,__text) external _task_self_trap
000000000002d9a8 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000000002a5ac (__TEXT,__text) external _task_set_emulation
000000000002a850 (__TEXT,__text) external _task_set_emulation_vector
000000000002ce48 (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000a9cc (__TEXT,__text) external _task_set_exception_ports
000000000000ae44 (__TEXT,__text) external _task_set_info
000000000002bca0 (__TEXT,__text) external _task_set_mach_voucher
000000000002b5d0 (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002b01c (__TEXT,__text) external _task_set_policy
000000000001c424 (__TEXT,__text) external _task_set_port_space
000000000002a984 (__TEXT,__text) external _task_set_ras_pc
000000000000225c (__TEXT,__text) external _task_set_special_port
000000000002b424 (__TEXT,__text) external _task_set_state
00000000000295d0 (__TEXT,__text) external _task_suspend
000000000002b724 (__TEXT,__text) external _task_suspend2
0000000000029b4c (__TEXT,__text) external _task_swap_exception_ports
000000000002bdc0 (__TEXT,__text) external _task_swap_mach_voucher
00000000000291f0 (__TEXT,__text) external _task_terminate
000000000002dac4 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002d888 (__TEXT,__text) external _task_test_sync_upcall
00000000000096f0 (__TEXT,__text) external _task_threads
000000000002c340 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000000002aa9c (__TEXT,__text) external _task_zone_info
00000000000160f8 (__TEXT,__text) external _terminate_with_payload
000000000000ae08 (__TEXT,__text) external _terminate_with_reason
000000000002e634 (__TEXT,__text) external _thread_abort
000000000002e744 (__TEXT,__text) external _thread_abort_safely
000000000002f174 (__TEXT,__text) external _thread_assign
000000000002f294 (__TEXT,__text) external _thread_assign_default
000000000002fab8 (__TEXT,__text) external _thread_convert_thread_state
00000000000297f0 (__TEXT,__text) external _thread_create
000000000002994c (__TEXT,__text) external _thread_create_running
000000000002e854 (__TEXT,__text) external _thread_depress_abort
000000000000409c (__TEXT,__text) external _thread_destruct_special_reply_port
000000000002f3a4 (__TEXT,__text) external _thread_get_assignment
000000000000a054 (__TEXT,__text) external _thread_get_exception_ports
000000000002fd14 (__TEXT,__text) external _thread_get_exception_ports_info
000000000002f6ac (__TEXT,__text) external _thread_get_mach_voucher
0000000000014c74 (__TEXT,__text) external _thread_get_register_pointer_values
000000000002e964 (__TEXT,__text) external _thread_get_special_port
000000000000118c (__TEXT,__text) external _thread_get_special_reply_port
0000000000009870 (__TEXT,__text) external _thread_get_state
0000000000007fb0 (__TEXT,__text) external _thread_info
0000000000005ea0 (__TEXT,__text) external _thread_policy
0000000000009b08 (__TEXT,__text) external _thread_policy_get
0000000000006ee0 (__TEXT,__text) external _thread_policy_set
000000000002e524 (__TEXT,__text) external _thread_resume
000000000002ef38 (__TEXT,__text) external _thread_sample
0000000000001084 (__TEXT,__text) external _thread_self_trap
000000000000f48c (__TEXT,__text) external _thread_selfcounts
0000000000007190 (__TEXT,__text) external _thread_set_exception_ports
000000000002f818 (__TEXT,__text) external _thread_set_mach_voucher
0000000000014c1c (__TEXT,__text) external _thread_set_policy
000000000002ead0 (__TEXT,__text) external _thread_set_special_port
000000000002e268 (__TEXT,__text) external _thread_set_state
000000000002e414 (__TEXT,__text) external _thread_suspend
000000000002ec00 (__TEXT,__text) external _thread_swap_exception_ports
000000000002f938 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000006384 (__TEXT,__text) external _thread_switch
000000000002dd64 (__TEXT,__text) external _thread_terminate
000000000001e464 (__TEXT,__text) external _thread_wire
0000000000032120 (__TEXT,__const) non-external _times_now
000000000000f4b4 (__TEXT,__text) external _tracker_action
000000000000f4dc (__TEXT,__text) external _truncate
0000000000006334 (__TEXT,__text) external _umask
000000000000f504 (__TEXT,__text) external _undelete
000000000000f52c (__TEXT,__text) external _ungraftdmg
0000000000004d1c (__TEXT,__text) external _unlink
000000000000a324 (__TEXT,__text) external _unlinkat
000000000000ca94 (__TEXT,__text) external _unmount
000000000000f554 (__TEXT,__text) external _usrctl
0000000000014b64 (__TEXT,__text) external _utimensat
000000000000635c (__TEXT,__text) external _utimes
000000000000f57c (__TEXT,__text) external _vfs_purge
000000000000321c (__TEXT,__text) external _vm_allocate
000000000001e594 (__TEXT,__text) external _vm_allocate_cpm
000000000003063c (__TEXT,__text) external _vm_behavior_set
0000000000003f58 (__TEXT,__text) external _vm_copy
0000000000003304 (__TEXT,__text) external _vm_deallocate
000000000002fff0 (__TEXT,__text) external _vm_inherit
0000000000044028 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000044030 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000044020 (__DATA_DIRTY,__common) external _vm_kernel_page_size
000000000003075c (__TEXT,__text) external _vm_machine_attribute
000000000000c720 (__TEXT,__text) external _vm_map
00000000000308b4 (__TEXT,__text) external _vm_map_page_query
000000000003051c (__TEXT,__text) external _vm_msync
0000000000044038 (__DATA_DIRTY,__common) external _vm_page_mask
0000000000044040 (__DATA_DIRTY,__common) external _vm_page_shift
0000000000044050 (__DATA_DIRTY,__common) external _vm_page_size
000000000000f5a4 (__TEXT,__text) external _vm_pressure_monitor
00000000000056b8 (__TEXT,__text) external _vm_protect
0000000000004734 (__TEXT,__text) external _vm_purgable_control
0000000000009d9c (__TEXT,__text) external _vm_read
0000000000030110 (__TEXT,__text) external _vm_read_list
00000000000303cc (__TEXT,__text) external _vm_read_overwrite
0000000000008a94 (__TEXT,__text) external _vm_region_64
0000000000008cc0 (__TEXT,__text) external _vm_region_recurse_64
000000000000349c (__TEXT,__text) external _vm_remap
000000000001c800 (__TEXT,__text) external _vm_remap_new
000000000001e330 (__TEXT,__text) external _vm_wire
0000000000030294 (__TEXT,__text) external _vm_write
00000000000044d8 (__TEXT,__text) external _voucher_mach_msg_adopt
00000000000021e0 (__TEXT,__text) external _voucher_mach_msg_clear
00000000000044c0 (__TEXT,__text) external _voucher_mach_msg_revert
0000000000001ddc (__TEXT,__text) external _voucher_mach_msg_set
0000000000040200 (__DATA,__common) external _vprintf_stderr_func
000000000000c9cc (__TEXT,__text) external _wait4
000000000000f5cc (__TEXT,__text) external _waitid
000000000000e244 (__TEXT,__text) external _waitid$NOCANCEL
000000000001b66c (__TEXT,__text) external _work_interval_copy_port
0000000000009400 (__TEXT,__text) external _work_interval_create
000000000001b4c0 (__TEXT,__text) external _work_interval_destroy
000000000001b188 (__TEXT,__text) external _work_interval_get_flags_from_port
0000000000009504 (__TEXT,__text) external _work_interval_instance_alloc
000000000001b2d4 (__TEXT,__text) external _work_interval_instance_clear
000000000001b444 (__TEXT,__text) external _work_interval_instance_finish
000000000001b2e8 (__TEXT,__text) external _work_interval_instance_free
000000000001b368 (__TEXT,__text) external _work_interval_instance_get_complexity
000000000001b338 (__TEXT,__text) external _work_interval_instance_get_deadline
000000000001b350 (__TEXT,__text) external _work_interval_instance_get_finish
000000000000956c (__TEXT,__text) external _work_interval_instance_get_id
000000000001b320 (__TEXT,__text) external _work_interval_instance_get_start
000000000001b380 (__TEXT,__text) external _work_interval_instance_get_telemetry_data
000000000001b318 (__TEXT,__text) external _work_interval_instance_set_complexity
000000000001b308 (__TEXT,__text) external _work_interval_instance_set_deadline
000000000001b310 (__TEXT,__text) external _work_interval_instance_set_finish
000000000001b300 (__TEXT,__text) external _work_interval_instance_set_start
000000000001b39c (__TEXT,__text) external _work_interval_instance_start
000000000001b3ec (__TEXT,__text) external _work_interval_instance_update
000000000001b5c0 (__TEXT,__text) external _work_interval_join
000000000001b618 (__TEXT,__text) external _work_interval_join_port
000000000001b658 (__TEXT,__text) external _work_interval_leave
000000000001b210 (__TEXT,__text) external _work_interval_notify
000000000001b288 (__TEXT,__text) external _work_interval_notify_simple
0000000000004934 (__TEXT,__text) external _write
0000000000004c8c (__TEXT,__text) external _write$NOCANCEL
0000000000004c3c (__TEXT,__text) external _writev
000000000000e26c (__TEXT,__text) external _writev$NOCANCEL
