00000001deeedde0 (__TEXT,__text) non-external _DiToMD5
00000001deedb8dc (__TEXT,__text) non-external ___OSStringCreate_block_invoke
00000001deeddb5c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
00000001deeddbdc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
00000001deede24c (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
00000001deede2c8 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.41
00000001deeeb060 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
00000001deeda444 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001def01460 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001deecf470 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001deee0760 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001deee0878 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001deee05e0 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001def01da8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001deee09ac (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001deee0460 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001deee05b4 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001deee08dc (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001deee08c0 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001deedaa40 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001deee089c (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001deeda470 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001deeda4e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.218
00000001deeda570 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.222
00000001deeedbd0 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001deee992c (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001deee94e8 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001deede8cc (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001deed85d0 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001deed86d4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001def01148 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001deed375c (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001deed349c (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001deed360c (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001deed2fe4 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001deed3d18 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001deed1060 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001deed5cd0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001deed594c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001deed5a40 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001deed5f9c (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001deed43d4 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001deed40c8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001deed47e8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001deed49c8 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001def00d80 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001def00dac (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001deed473c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001deed8b3c (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001deed8a90 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001deedf794 (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001deedf188 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001deed633c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001deedbbf8 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001deed7070 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001deedeb94 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001deedea78 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001deede918 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001deedf408 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001deedf1d8 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001deeff94c (__TEXT,__text) external ___assert_rtn
00000001e58246c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001e58247e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001f1eecac0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1eee040 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1eee4c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001f1eee070 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001f1eecc40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
00000001f1eecc70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
00000001f1eecca0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.109
00000001e5824748 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.118
00000001e5824768 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.119
00000001f1eeccd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
00000001f1eecd00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
00000001f1eecd30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.127
00000001e5824788 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.138
00000001f1eecd60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.154
00000001e58247a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.155
00000001f1eecd90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.159
00000001e5824808 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001f1eecdc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.162
00000001e5824868 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
00000001f1eedef0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
00000001f1eedf20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
00000001e5824888 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
00000001f1eedf50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
00000001f1eedf80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
00000001f1eedfb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
00000001f1eedfe0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
00000001e58247c8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.196
00000001f1eee010 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
00000001f1eed260 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.216
00000001f1eed320 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001f1eed290 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.221
00000001f1eed2c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.225
00000001e5824910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
00000001f1eed2f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.247
00000001f1eed350 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001e5824828 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
00000001e5824848 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000001f1eed380 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001f1eed3b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
00000001f1eed3e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001f1eed410 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
00000001f1eed440 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
00000001f1eed470 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
00000001f1eed4a0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
00000001f1eed4d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
00000001f1eecaf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
00000001f1eed500 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
00000001f1eecb20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000001f1eed530 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
00000001f1eecb50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
00000001f1eecb80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
00000001e58246e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001e5824708 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
00000001e5824728 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001f1eecbb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
00000001f1eecbe0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000001f1eecc10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001f1eecaa0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1eed240 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001f1eee1f0 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001deed30bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001deed3d54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001deeedca8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001deed5ff8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001deed1124 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001deed2d48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001deee9610 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001deee9a80 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001deed30cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001deed3da4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001deeedce0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001deed6008 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001deed11a0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001deed2d98 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001deee9670 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001deee9b00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001deece868 (__TEXT,__text) external _absolutetime_to_continuoustime
00000001deece680 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001deeff844 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001deeff870 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001deeee620 (__TEXT,__text) external _aes_decrypt
00000001deeeeb8c (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001deeee544 (__TEXT,__text) external _aes_decrypt_cbc
00000001deeeec64 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001deeeebf4 (__TEXT,__text) external _aes_decrypt_gcm
00000001deeeed08 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001deeeeb38 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001deeee4e4 (__TEXT,__text) external _aes_decrypt_key
00000001def026d8 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001deeee640 (__TEXT,__text) external _aes_decrypt_key128
00000001deeee658 (__TEXT,__text) external _aes_decrypt_key256
00000001deeee998 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001deeeea00 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001deeeeaec (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001deeeea70 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001deeee4d0 (__TEXT,__text) external _aes_encrypt
00000001deeee844 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001deeee3f4 (__TEXT,__text) external _aes_encrypt_cbc
00000001deeee91c (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001deeee8ac (__TEXT,__text) external _aes_encrypt_gcm
00000001deeeece0 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001deeee7f0 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001deeee394 (__TEXT,__text) external _aes_encrypt_key
00000001def026b0 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001deeee634 (__TEXT,__text) external _aes_encrypt_key128
00000001deeee64c (__TEXT,__text) external _aes_encrypt_key256
00000001deeee664 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001deeee6cc (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001deeee7a4 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001deeee73c (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001deece750 (__TEXT,__text) external _clock_get_calendar_microtime
00000001deeff8c8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001deece704 (__TEXT,__text) external _clock_get_calendar_nanotime
00000001deeff89c (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001deece7b8 (__TEXT,__text) external _clock_get_system_nanotime
00000001deeff8f4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001deece804 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001deece850 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001deecdbf4 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
00000001e9861780 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00000001e9861ad8 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
00000001e5824b50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
00000001e9861ae0 (__DATA,__common) external _gIOCommandMetaClass
00000001e9861ae8 (__DATA,__common) external _gIOCommandPoolMetaClass
00000001e5824b60 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
00000001e5824b58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
00000001e98617c0 (__DATA,__common) external _gIODKDebug
00000001e9861af0 (__DATA,__common) external _gIODMACommandMetaClass
00000001e5824b68 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
00000001e9861af8 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
00000001e5824b70 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
00000001e9861b00 (__DATA,__common) external _gIODispatchQueueMetaClass
00000001e5824b78 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
00000001e9861b08 (__DATA,__common) external _gIODispatchSourceMetaClass
00000001e5824b80 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
00000001e9861b10 (__DATA,__common) external _gIOEventLinkMetaClass
00000001e5824b88 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
00000001e9861b18 (__DATA,__common) external _gIOExtensiblePaniclogMetaClass
00000001e5824b90 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOExtensiblePaniclog_Declaration
00000001e9861b50 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000001e5824bc8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
00000001e9861b20 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000001e5824b98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
00000001e9861b28 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000001e5824ba0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
00000001e9861b30 (__DATA,__common) external _gIOMemoryMapMetaClass
00000001e5824ba8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
00000001e9861b58 (__DATA,__common) external _gIOReportLegendMetaClass
00000001e5824bd0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
00000001e9861b38 (__DATA,__common) external _gIOReporterMetaClass
00000001e5824bb0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
00000001e9861b60 (__DATA,__common) external _gIOServiceMetaClass
00000001e9861b68 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000001e5824be0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
00000001e9861b70 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000001e5824be8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000001e5824bd8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
00000001e9861b40 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000001e5824bb8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
00000001e9861b48 (__DATA,__common) external _gIOStateReporterMetaClass
00000001e5824bc0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
00000001e9861c28 (__DATA,__common) external _gIOThreadMetaClass
00000001e5824ca0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
00000001e9861b78 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000001e5824bf0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
00000001e9861b80 (__DATA,__common) external _gIOUserClientMetaClass
00000001e5824bf8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
00000001e9861b90 (__DATA,__common) external _gIOUserServerMetaClass
00000001e5824c08 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
00000001e9861b98 (__DATA,__common) external _gIOWorkGroupMetaClass
00000001e5824c10 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
00000001e9861ba0 (__DATA,__common) external _gOSActionMetaClass
00000001e5824c18 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
00000001e9861b88 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
00000001e5824c00 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
00000001e9861c20 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000001e5824c98 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
00000001e9861ba8 (__DATA,__common) external _gOSArrayMetaClass
00000001e5824c20 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
00000001e9861bb0 (__DATA,__common) external _gOSBooleanMetaClass
00000001e5824c28 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
00000001e9861bb8 (__DATA,__common) external _gOSBundleMetaClass
00000001e5824c30 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
00000001e9861bc0 (__DATA,__common) external _gOSCollectionMetaClass
00000001e5824c38 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
00000001e9861bc8 (__DATA,__common) external _gOSContainerMetaClass
00000001e5824c40 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
00000001e9861bd0 (__DATA,__common) external _gOSDataMetaClass
00000001e5824c48 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
00000001e9861bd8 (__DATA,__common) external _gOSDictionaryMetaClass
00000001e5824c50 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
00000001e9861be0 (__DATA,__common) external _gOSMappedFileMetaClass
00000001e5824c58 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
00000001e98619c0 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
00000001e5824b48 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
