00007ffc12729e5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc126d4aa4 (__TEXT,__text) non-external _removeStreamAbort
00007ffc126d426c (__TEXT,__text) non-external _removeStreamClose
00007ffc126d4a92 (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffc126d4576 (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffc126ea4c9 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffc1272682b (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffc1272aee8 (__TEXT,__text) non-external _resizeResourceFork
00007ffc126f7492 (__TEXT,__text) non-external _resizeStream
00007ffc1272a164 (__TEXT,__text) non-external _resourceForkSize
00007ffc126ef322 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffc127065a0 (__TEXT,__text) non-external _retireEntryRange
00007ffc127164e1 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffc12712301 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffc126fd72b (__TEXT,__text) non-external _sanitize_internal_controls
00007ffc126ef2cd (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffc126df941 (__TEXT,__text) non-external _seekTo
00007ffc126f3660 (__TEXT,__text) non-external _segment_find
00007ffc126d3806 (__TEXT,__text) non-external _sendEOF
00007ffc126f0d98 (__TEXT,__text) non-external _sendHeader
00007ffc126bf95f (__TEXT,__text) non-external _sendMessage
00007ffc12733640 (__TEXT,__text) non-external _sendMessage
00007ffc126cf53b (__TEXT,__text) non-external _sequentialReaderProc
00007ffc126cf5bf (__TEXT,__text) non-external _sequentialWriterProc
00007ffc126e84b6 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffc1273fd50 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffc126fc15c (__TEXT,__text) non-external _setFieldBlob
00007ffc126e968e (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffc126e9c47 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffc126eecf2 (__TEXT,__text) non-external _setThreadErrorContext
00007ffc1272c2b4 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffc126f61e5 (__TEXT,__text) non-external _setupContext
00007ffc127042cf (__TEXT,__text) non-external _setupContext
00007ffc126e847d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffc126e8506 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffc126c3c74 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffc126b0be2 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffc126e9603 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffc126ea5f3 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffc1270e847 (__TEXT,__text) non-external _stateAppendEntry
00007ffc12722be1 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffc127237b4 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffc12722bee (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffc12720704 (__TEXT,__text) non-external _stateComputePatches
00007ffc1270e203 (__TEXT,__text) non-external _stateConcatPath
00007ffc1270b811 (__TEXT,__text) non-external _stateDestroy
00007ffc12722aa8 (__TEXT,__text) non-external _stateDestroy
00007ffc12720abe (__TEXT,__text) non-external _stateGenerateArchive
00007ffc1270e236 (__TEXT,__text) non-external _stateGetEntryData
00007ffc127247c2 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffc1270e41b (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffc126e7e81 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffc12735b5a (__TEXT,__text) non-external _storeCachePos
00007ffc1272c380 (__TEXT,__text) non-external _storeChunkOffsets
00007ffc126e8c98 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffc126e5e63 (__TEXT,__text) non-external _streamAbort
00007ffc126fed34 (__TEXT,__text) non-external _streamAbort
00007ffc126e5d08 (__TEXT,__text) non-external _streamClose
00007ffc126fe9bd (__TEXT,__text) non-external _streamClose
00007ffc126c2395 (__TEXT,__text) non-external _streamConsumerProc
00007ffc126ff5d1 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffc126e5e80 (__TEXT,__text) non-external _streamPRead
00007ffc126fed54 (__TEXT,__text) non-external _streamPWrite
00007ffc126e6cf8 (__TEXT,__text) non-external _streamProc
00007ffc1273297e (__TEXT,__text) non-external _streamProc
00007ffc126e6250 (__TEXT,__text) non-external _streamRead
00007ffc126e6273 (__TEXT,__text) non-external _streamSeek
00007ffc126c2458 (__TEXT,__text) non-external _streamThreadProc
00007ffc126c2302 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffc126db8d5 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffc126db3b2 (__TEXT,__text) non-external _stringTableReserve
00007ffc1272978c (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffc127249ef (__TEXT,__text) non-external _subArchiveCreate
00007ffc12724f49 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffc1271cb2a (__TEXT,__text) non-external _tarParseInt
00007ffc126f6e10 (__TEXT,__text) non-external _tempStreamCancel
00007ffc126f6d8d (__TEXT,__text) non-external _tempStreamClose
00007ffc126f6e5d (__TEXT,__text) non-external _tempStreamPRead
00007ffc126f70bf (__TEXT,__text) non-external _tempStreamPWrite
00007ffc126f6e25 (__TEXT,__text) non-external _tempStreamRead
00007ffc126f7033 (__TEXT,__text) non-external _tempStreamSeek
00007ffc126f7323 (__TEXT,__text) non-external _tempStreamTruncate
00007ffc126f7087 (__TEXT,__text) non-external _tempStreamWrite
00007ffc126e2262 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffc126e1f6c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffc1272ffa9 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffc126ef732 (__TEXT,__text) non-external _threadWrapperProc
00007ffc126c79aa (__TEXT,__text) non-external _treeAdd
00007ffc126c737b (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffc126c7649 (__TEXT,__text) non-external _treeRebalance
00007ffc126c838b (__TEXT,__text) non-external _treeRotateLeft
00007ffc126c8269 (__TEXT,__text) non-external _treeRotateRight
00007ffc126c788d (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffc1270600b (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffc126e8f71 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffc126ebb5e (__TEXT,__text) non-external _updateFromHeader
00007ffc126ef25b (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffc126ef28d (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffc12718cbd (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffc126bf8a9 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffc126beba2 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffc126bf616 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffc126bef27 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffc126f649a (__TEXT,__text) non-external _verifySegment
00007ffc12704f1f (__TEXT,__text) non-external _verifySegment
00007ffc127337d5 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffc1270e4f4 (__TEXT,__text) non-external _workerApplyAttr
00007ffc126bf8be (__TEXT,__text) non-external _workerDataFree
00007ffc1270e74b (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffc1270e64f (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffc126d4ab9 (__TEXT,__text) non-external _workerDestroy
00007ffc1270e1a8 (__TEXT,__text) non-external _workerDestroy
00007ffc126ae977 (__TEXT,__text) non-external _workerProc
00007ffc126be6b5 (__TEXT,__text) non-external _workerProc
00007ffc126d4177 (__TEXT,__text) non-external _workerProc
00007ffc126e8204 (__TEXT,__text) non-external _workerProc
00007ffc1270b8ca (__TEXT,__text) non-external _workerProc
00007ffc12732837 (__TEXT,__text) non-external _workerProc
00007ffc1270e5b0 (__TEXT,__text) non-external _workerReserve
00007ffc1270e2d3 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffc126eced3 (__TEXT,__text) non-external _writeBlobProc
00007ffc126ec87f (__TEXT,__text) non-external _writeHeaderProc
00007ffc1272616e (__TEXT,__text) non-external _writeOBuf
00007ffc126b4e5e (__TEXT,__text) non-external _writeProc
00007ffc126e0d78 (__TEXT,__text) non-external _writeProc
00007ffc12701ccc (__TEXT,__text) non-external _writeProc
00007ffc126fe6a4 (__TEXT,__text) non-external _writerProc
00007ffc12733c21 (__TEXT,__text) non-external (was a private external) _writerProc
