00000001800da32c (__TEXT,__text) external _NSAddImage
00000001800dc474 (__TEXT,__text) non-external ____ZN22dyld_process_info_base8copyPathEjPiy_block_invoke
00000001800df5d8 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base10disconnectEv_block_invoke
00000001800df684 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_base7releaseEv_block_invoke
00000001800df24c (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke
00000001800df4a4 (__TEXT,__text) non-external ____ZN29dyld_process_info_notify_baseC2EP16dispatch_queue_sU13block_pointerFvbyyPKhPKcEU13block_pointerFvvEjPi_block_invoke_2
00000001800dbd94 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables12finalizeListEPv_block_invoke
00000001800dbe10 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables12finalizeListEPv_block_invoke_2
00000001800db834 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables16forEachThunkSpanEPKN6mach_o6HeaderEU13block_pointerFNS1_5ErrorENSt3__14spanINS0_5ThunkELm18446744073709551615EEEE_block_invoke
00000001800db6c8 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables18findInitialContentEPKN6mach_o6HeaderERNSt3__14spanIKhLm18446744073709551615EEERb_block_invoke
00000001800db9d4 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables24initializeThunksFromDiskEPKN6mach_o6HeaderE_block_invoke
00000001800dbac0 (__TEXT,__text) non-external ____ZN4dyld20ThreadLocalVariables27initializeThunksInDyldCacheEPK15DyldSharedCachePKN6mach_o6HeaderE_block_invoke
00000001800e9dec (__TEXT,__text) non-external ____ZN5dyld45Atlas15ProcessSnapshotC2ERN3lsl9AllocatorERNS_11FileManagerEbNSt3__14spanISt4byteLm18446744073709551615EEE_block_invoke
00000001800e5d5c (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSectionEU13block_pointerFvPKcS3_yyE_block_invoke
00000001800e5bd4 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image14forEachSegmentEU13block_pointerFvPKcyyiE_block_invoke
00000001800e611c (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSectionEPKcS3_U13block_pointerFvPKvyyE_block_invoke
00000001800e5eb8 (__TEXT,__text) non-external ____ZN5dyld45Atlas5Image17contentForSegmentEPKcU13block_pointerFvPKvyyE_block_invoke
00000001800e5120 (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE_block_invoke
00000001800e521c (__TEXT,__text) non-external ____ZN5dyld45Atlas6Mapper14mapperForMachOERN3lsl9AllocatorERNS_10FileRecordERKNS2_4UUIDENS0_11SafePointerE_block_invoke.3
00000001800e840c (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke
00000001800e87d0 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process18setupNotificationsEPi_block_invoke_2
00000001800e8f30 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke
0000000180103118 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process20registerEventHandlerEPijP16dispatch_queue_sU13block_pointerFvvE_block_invoke.cold.1
00000001800e90b4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke
0000000180103144 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process22unregisterEventHandlerEj_block_invoke.cold.1
00000001800e89d4 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke
00000001801030ec (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke.cold.1
00000001800e8e64 (__TEXT,__text) non-external ____ZN5dyld45Atlas7Process32registerAtlasChangedEventHandlerEPiP16dispatch_queue_sU13block_pointerFvPNS0_5ImageEbE_block_invoke_2
00000001800e798c (__TEXT,__text) non-external ____ZN5dyld45Atlas7ProcessD2Ev_block_invoke
0000000180102218 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeBindOpcodesEv_block_invoke
00000001801020e4 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeExportsTrieEv_block_invoke
0000000180102168 (__TEXT,__text) non-external ____ZN6mach_o5Image15makeSymbolTableEv_block_invoke
00000001801025f8 (__TEXT,__text) non-external ____ZN6mach_o5Image16makeSplitSegInfoEv_block_invoke
00000001801023b4 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeChainedFixupsEv_block_invoke
0000000180102418 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeChainedFixupsEv_block_invoke_2
0000000180102524 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeCompactUnwindEv_block_invoke
0000000180102198 (__TEXT,__text) non-external ____ZN6mach_o5Image17makeRebaseOpcodesEv_block_invoke
00000001801024d4 (__TEXT,__text) non-external ____ZN6mach_o5Image18makeFunctionStartsEv_block_invoke
0000000180102298 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeLazyBindOpcodesEv_block_invoke
0000000180102334 (__TEXT,__text) non-external ____ZN6mach_o5Image19makeWeakBindOpcodesEv_block_invoke
000000018010264c (__TEXT,__text) non-external ____ZN6mach_o5Image20makeFunctionVariantsEv_block_invoke
00000001801026a0 (__TEXT,__text) non-external ____ZN6mach_o5Image25makeFunctionVariantFixupsEv_block_invoke
00000001800e3608 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke
00000001800e36e0 (__TEXT,__text) non-external ____ZNK15DyldSharedCache12forEachRangeEU13block_pointerFvPKcyyjyjjRbEU13block_pointerFvPKS_jE_block_invoke_2
00000001800e38a4 (__TEXT,__text) non-external ____ZNK15DyldSharedCache7inCacheEPKvmRb_block_invoke
00000001800d9784 (__TEXT,__text) non-external ____ZNK5dyld39MachOFile7isMachOER11Diagnosticsy_block_invoke
00000001800fd8b4 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbEU13block_pointerFvPKcE_block_invoke
00000001800fd5bc (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke
00000001800fd814 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
00000001800fa330 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
00000001800fa564 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEyy_block_invoke
00000001800f9f1c (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
00000001800fabac (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00000001800fdde4 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
00000001800feaf8 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
00000001800fe8f8 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
00000001800fea70 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
00000001801026f4 (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
0000000180101a30 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
0000000180101ac4 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
0000000180101bdc (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.58
0000000180101f80 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.67
000000018010124c (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
00000001801018ac (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.31
00000001801018e8 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.34
0000000180101908 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.38
0000000180102744 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
00000001800f8f24 (__TEXT,__text) non-external ____ZNK6mach_o6Header10hasSectionE7CStringS1_b_block_invoke
00000001800f8fdc (__TEXT,__text) non-external ____ZNK6mach_o6Header12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
00000001800f7c04 (__TEXT,__text) non-external ____ZNK6mach_o6Header13sourceVersionERNS_9Version64E_block_invoke
00000001800f8b88 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
00000001800f8a64 (__TEXT,__text) non-external ____ZNK6mach_o6Header14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
00000001800f7644 (__TEXT,__text) non-external ____ZNK6mach_o6Header14hasLoadCommandEj_block_invoke
00000001800f8490 (__TEXT,__text) non-external ____ZNK6mach_o6Header15hasSplitSegInfoERb_block_invoke
00000001800f7828 (__TEXT,__text) non-external ____ZNK6mach_o6Header16builtForPlatformENS_8PlatformEb_block_invoke
00000001800f83a8 (__TEXT,__text) non-external ____ZNK6mach_o6Header16hasCodeSignatureERjS1__block_invoke
00000001800f804c (__TEXT,__text) non-external ____ZNK6mach_o6Header16linkedDylibCountEPb_block_invoke
00000001800f811c (__TEXT,__text) non-external ____ZNK6mach_o6Header18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
00000001800f7240 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsMainERKNS_6PolicyE_block_invoke
00000001800f61f4 (__TEXT,__text) non-external ____ZNK6mach_o6Header18validSemanticsUUIDERKNS_6PolicyE_block_invoke
00000001800f7a08 (__TEXT,__text) non-external ____ZNK6mach_o6Header19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
00000001800f7d04 (__TEXT,__text) non-external ____ZNK6mach_o6Header19linkedDylibLoadPathEj_block_invoke
00000001800f4408 (__TEXT,__text) non-external ____ZNK6mach_o6Header19platformAndVersionsEv_block_invoke
00000001800f6578 (__TEXT,__text) non-external ____ZNK6mach_o6Header19validSemanticsRPathERKNS_6PolicyE_block_invoke
00000001800f89ec (__TEXT,__text) non-external ____ZNK6mach_o6Header20preferredLoadAddressEv_block_invoke
00000001800f4624 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsPlatformEv_block_invoke
00000001800f66d8 (__TEXT,__text) non-external ____ZNK6mach_o6Header22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
00000001800f8e30 (__TEXT,__text) non-external ____ZNK6mach_o6Header23zerofillExpansionAmountEv_block_invoke
00000001800f62c8 (__TEXT,__text) non-external ____ZNK6mach_o6Header25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
00000001800f767c (__TEXT,__text) non-external ____ZNK6mach_o6Header26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
00000001800f6300 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
00000001800f5a98 (__TEXT,__text) non-external ____ZNK6mach_o6Header26validStructureLoadCommandsEy_block_invoke
00000001800f758c (__TEXT,__text) non-external ____ZNK6mach_o6Header27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
00000001800f7b24 (__TEXT,__text) non-external ____ZNK6mach_o6Header7getUuidEPh_block_invoke
00000001800ff4ec (__TEXT,__text) non-external ____ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE_block_invoke
00000001800ff168 (__TEXT,__text) non-external ____ZNK6mach_o9Universal5validEy_block_invoke
00000001800ff6e8 (__TEXT,__text) non-external ____ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE_block_invoke
00000001800eb248 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00000001800eb25c (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00000001800eaa2c (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00000001800eac3c (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001800eac54 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00000001800eae64 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001800dd05c (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001edd7f428 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001edd7f518 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001edd7f5d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001edd7f638 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001edd800f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd802d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd805f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd806c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd808d0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd81a10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd82368 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd82408 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd82438 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd824c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd82558 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001edd81980 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001edd824f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001edd80ab0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.103
00000001edd80ae0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
00000001edd80b10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.106
00000001edd80338 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.11
00000001edd80b40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.116
00000001edd80b70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.119
00000001edd7f468 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001edd80ba0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.122
00000001edd80bd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
00000001edd80c00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.129
00000001edd7f488 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00000001edd80c30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.132
00000001edd80728 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001edd80c60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.148
00000001edd804e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.15
00000001edd819b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.15
00000001edd7f618 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001edd7fa98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001edd80628 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001edd80c90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.160
00000001edd80758 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001edd82498 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001edd80518 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001edd80788 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001edd819e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001edd80158 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001edd7ffa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001edd82528 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.20
00000001edd80548 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001edd807b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001edd80900 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001edd80368 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001edd80578 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.25
00000001edd80398 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001edd80188 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001edd805a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.28
00000001edd7f5f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.29
00000001edd823b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001edd7f538 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001edd80128 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001edd803c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.30
00000001edd801b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.31
00000001edd7f598 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000001edd82588 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001edd80cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.343
00000001edd801e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.35
00000001edd80418 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001edd80cf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.366
00000001edd80218 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.37
00000001edd825b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.37
00000001edd80d20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.372
00000001edd7f5b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00000001edd80d50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.383
00000001edd80d80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.389
00000001edd825e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.39
00000001edd82468 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001edd80248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001edd80db0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.409
00000001edd80468 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.43
00000001edd80658 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.43
00000001edd80278 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001edd7f6e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd802a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd80930 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001edd80498 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.48
00000001edd80960 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.49
00000001edd7f4a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001edd7f558 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001edd7f700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd82618 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.51
00000001edd7f720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001edd80990 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001edd807e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001edd82648 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001edd7f578 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001edd806f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001edd80818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.60
00000001edd809c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001edd80848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.63
00000001edd7f740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001edd7f760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001edd82678 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.66
00000001edd809f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
00000001edd80308 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001edd80a20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.72
00000001edd826a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000001edd7fab8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001edd826d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001edd7fad8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001edd7f448 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00000001edd7faf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001edd7fb18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001edd7fb38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001edd7f780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001edd7fb58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001edd7f7a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001edd7f7c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001edd7f7e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001edd7fb78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001edd7fb98 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd80a50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.87
00000001edd7f800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001edd7fbb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001edd7ffd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001edd7fbd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001edd7fbf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001edd7f820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd7fc18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001edd80a80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.94
00000001edd82708 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
00000001edd82738 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.98
00000001edd80000 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd803f8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd804c8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd80688 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd806a8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd80878 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd82398 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001edd805d8 (__AUTH_CONST,__const) non-external ___block_literal_global.31
00000001edd80448 (__AUTH_CONST,__const) non-external ___block_literal_global.40
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
00000001800de568 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001800e3794 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00000001800e2874 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001800e30cc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001800db91c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00000001800dbb70 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001800f7868 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00000001800dc9f4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001800e3d74 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001800de448 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
00000001800f706c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
00000001800f646c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001800e52f0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
00000001800f7420 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
00000001800ff400 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
0000000180101754 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00000001800e3844 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
00000001800f5fc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00000001800f46f8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00000001800de578 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001800e37f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001800db96c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001800e312c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001800dbb80 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001800f78ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00000001800dca44 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001800e3854 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
