                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CNActionTypeAudioCall (from Contacts)
                 (undefined) external _CNActionTypeMessage (from Contacts)
                 (undefined) external _CNActionTypeVideoCall (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CIContext (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIFilter (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIImage (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNPhoneNumber (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionDiscoveringEnvironment (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionListDataSource (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableOrderedSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_SABaseCommand (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_TUCallCapabilities (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUCallCenter (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUDialRequest (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_VNGenerateObjectnessBasedSaliencyImageRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNImageRequestHandler (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNSaliencyImageObservation (from Vision)
0000000299cf3120 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC14SiriContactsUI37GetContactQuickActionButtonsViewModel
0000000268c67286 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAy_____y___________Qo______G_____ySiSgGG_____G_____y_____y_____G_____GG 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG0V AA16_FlexFrameLayoutV AA30_EnvironmentKeyWritingModifierV AA14_OpacityEffectV AA026_InsettableBackgroundShapeW0V AA01_x5ShapeG0V AA8MaterialV AA16RoundedRectangleV
0000000268c64f8e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy_____ABG_____GAAyAeDGG 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c64fb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy_____ABG_____GADG 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c64f48 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy_____ABG_____GAEG 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c6757a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy__________GAAy__________y__________y_____GGGG_____G 7SwiftUI19_ConditionalContentV 012SiriContactsB014GetContactViewO AD0gh12AttributeAgeI0V AD0ghj12SingleResultI0V AA08ModifiedD0V AD0ghj5MultimI0V AA30_EnvironmentKeyWritingModifierV AA11ColorSchemeO AA05EmptyI0V
0000000268c6518a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy__________y_____SgGG_____G_____y_____GG 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV AA011_BackgroundfL0V AA017HierarchicalShapeF0V
0000000268c67362 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy_____y___________Qo______G_____G_____G 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG8IconOnlyV AA14_PaddingLayoutV AA010_FlexFrameT0V AA14_OpacityEffectV
0000000268c6724c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAy_____y___________Qo______G_____ySiSgGG_____G 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG0V AA16_FlexFrameLayoutV AA30_EnvironmentKeyWritingModifierV AA14_OpacityEffectV
0000000268c64fd0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____AAyAAy_____ACGABGGABG 7SwiftUI19_ConditionalContentV AA9EmptyViewV AA03AnyF0V
0000000268c64f66 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____ABG_____G 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c6753a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy__________GAAy__________y__________y_____GGGG 7SwiftUI19_ConditionalContentV 012SiriContactsB014GetContactViewO AD0gh12AttributeAgeI0V AD0ghj12SingleResultI0V AA08ModifiedD0V AD0ghj5MultimI0V AA30_EnvironmentKeyWritingModifierV AA11ColorSchemeO
0000000268c65166 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy__________y_____SgGG_____G 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV
0000000268c64652 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y______Qo______y_____SgGG_____y_____GG 7SwiftUI15ModifiedContentV AA4ViewPAAE16privacySensitiveyQrSbFQO AA4TextV AA30_EnvironmentKeyWritingModifierV AA4FontV AA016_ForegroundStyleL0V AA5ColorV
0000000268c647c8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y______Qo______y_____SgGG_____y_____GG_AAy__________Gt 7SwiftUI15ModifiedContentV AA4ViewPAAE16privacySensitiveyQrSbFQO AA4TextV AA30_EnvironmentKeyWritingModifierV AA4FontV AA016_ForegroundStyleL0V AA5ColorV AA6SpacerV AA12_FrameLayoutV
0000000268c66948 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y__________G_____y_____GG_____y_____GG 7SwiftUI15ModifiedContentV AA5LabelV AA4TextV AA5ImageV AA01_D13ShapeModifierV AA16RoundedRectangleV AA016_ForegroundStyleI0V AA5ColorV
0000000268c67396 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y___________Qo______G_____G 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG8IconOnlyV AA14_PaddingLayoutV AA010_FlexFrameT0V
0000000268c6721c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y___________Qo______G_____ySiSgGG 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG0V AA16_FlexFrameLayoutV AA30_EnvironmentKeyWritingModifierV
0000000268c66100 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAy_____y_____ySay_____GSS_____y_____y_____y_____y_____yABy______AKtGG_____y_____GGG_____GGG_ACySaySS3key_AE5valuetGSS_____yAkCyAESSAFyAGyAmSGGGGGSgtGACySaySo14CNLabeledValueCGSSAUGGAAyA5_ACyA8_SSAFyAGyAHyAIyAJyAByAK_AIyAkNySiSgGGtGGAPGGASGGGGG 7SwiftUI19_ConditionalContentV AA9TupleViewV AA7ForEachV 18SiriContactsCommon0iJ10ActionItemC AA6ButtonV AA5LabelV AA6VStackV AA08ModifiedD0V AA0O5GroupV AA4TextV AA30_EnvironmentKeyWritingModifierV AA0S9AlignmentO AA5ImageV AA4MenuV
0000000268c66efa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySDySSSay_____GGG 7Combine9PublishedV 18SiriContactsCommon0cD10ActionItemC
0000000268c66ed0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySDy_____So19NSMutableOrderedSetCGG 7Combine9PublishedV So12CNActionTypea
0000000268c666ec (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS3key_Say_____G5valuetG s23_ContiguousArrayStorageC 18SiriContactsCommon0dE10ActionItemC
0000000268c66fa8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSSay_____GG s17_NativeDictionaryV 18SiriContactsCommon0cD10ActionItemC
0000000268c64a9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySS_yptG s23_ContiguousArrayStorageC
0000000268c66466 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySaySS3key_Say_____G5valuetGSS_____y_____AAyADSS_____y_____y_____y_____yAH_AHtGG_____GGGGG 7SwiftUI7ForEachV 18SiriContactsCommon0eF10ActionItemC AA4MenuV AA4TextV AA6ButtonV AA5LabelV AA0M5GroupV AA9TupleViewV AA5ImageV
0000000268c66290 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySaySS3key_Say_____G5valuetGSS_____y_____AAyADSS_____y_____y_____y_____yAH_AHtGG_____GGGGGSg 7SwiftUI7ForEachV 18SiriContactsCommon0eF10ActionItemC AA4MenuV AA4TextV AA6ButtonV AA5LabelV AA0M5GroupV AA9TupleViewV AA5ImageV
0000000268c65ae0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySaySo14CNLabeledValueCGSS_____y_____y_____y_____y_____y_____y______AHyAK_____ySiSgGGtGGALy_____GGG_____GGG 7SwiftUI7ForEachV AA6ButtonV AA5LabelV AA6VStackV AA15ModifiedContentV AA0F5GroupV AA9TupleViewV AA4TextV AA30_EnvironmentKeyWritingModifierV AA0M9AlignmentO AA5ImageV
0000000268c65d1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySaySo14CNLabeledValueCGSS_____y_____y_____y_____y_____y_____y______AKtGG_____y_____GGG_____GGG 7SwiftUI7ForEachV AA6ButtonV AA5LabelV AA6VStackV AA15ModifiedContentV AA0F5GroupV AA9TupleViewV AA4TextV AA30_EnvironmentKeyWritingModifierV AA0M9AlignmentO AA5ImageV
0000000268c64c9c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySay_____GSS_____y_____y___________yAD______y_____y_____y______AHtGG_____GSSQo_Qo__Qo_G 7SwiftUI7ForEachV 18SiriContactsCommon31GetContactAttributeSnippetModelV07DisplayJ0V AA4ViewP0kB0E10separators_10isOverrideQr0K3Kit14SeparatorStyleO_SbtFQO AjKE2if_9transformQrSb_qd__xXEtAaIRd__lFQO AK017SummaryItemButtonN0V AjAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaIRd__16CoreTransferable12TransferableRd_0_r0_lFQO AA15ModifiedContentV AA6VStackV AA05TupleN0V AA4TextV AA14_PaddingLayoutV
0000000268c66620 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySay_____GSS_____y_____y_____y_____y______AHtGG_____GGG 7SwiftUI7ForEachV 18SiriContactsCommon0eF10ActionItemC AA6ButtonV AA5LabelV AA0K5GroupV AA9TupleViewV AA4TextV AA5ImageV
0000000268c662f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySay_____GSS_____y_____y_____y_____y_____y_____y______AJtGG_____y_____GGG_____GGG 7SwiftUI7ForEachV 18SiriContactsCommon0eF10ActionItemC AA6ButtonV AA5LabelV AA6VStackV AA15ModifiedContentV AA0K5GroupV AA9TupleViewV AA4TextV AA30_EnvironmentKeyWritingModifierV AA0R9AlignmentO AA5ImageV
0000000268c664c6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySay_____GSS_____y_____y_____y_____y_____y_____y______AJtGG_____y_____GGG_____GGG_AAySaySS3key_AC5valuetGSS_____yAjAyACSSADyAEyAlRGGGGGSgt 7SwiftUI7ForEachV 18SiriContactsCommon0eF10ActionItemC AA6ButtonV AA5LabelV AA6VStackV AA15ModifiedContentV AA0K5GroupV AA9TupleViewV AA4TextV AA30_EnvironmentKeyWritingModifierV AA0R9AlignmentO AA5ImageV AA4MenuV
0000000268c66fee (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySbG 7SwiftUI11EnvironmentV
0000000268c65ad2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySbG 7SwiftUI32_EnvironmentKeyTransformModifierV
0000000268c673e2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySiSgG 7SwiftUI30_EnvironmentKeyWritingModifierV
0000000268c666de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySnySiGG s23_ContiguousArrayStorageC
0000000268c64300 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySo9CNContactCG 18SiriContactsCommon14CodableContactV
0000000268c64ff4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____AAyAAy_____ACGABGG 7SwiftUI19_ConditionalContentV AA9EmptyViewV AA03AnyF0V
0000000268c64f7e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____ABG 7SwiftUI19_ConditionalContentV AA7AnyViewV
0000000268c64924 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI11EnvironmentV AA11ColorSchemeO
0000000268c652bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI11_ClipEffectV AA6CircleV
0000000268c65036 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI12ScaledMetricV 12CoreGraphics7CGFloatV
0000000268c6556c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI14ObservedObjectV 012SiriContactsB037GetContactQuickActionButtonsViewModelC
0000000268c64938 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI17EnvironmentObjectV 07SnippetB07ContextC
0000000268c672dc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI18_OpacityShapeStyleV AA8MaterialV
0000000268c6693a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI21_ContentShapeModifierV AA16RoundedRectangleV
0000000268c652ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI21_ContentShapeModifierV AA6CircleV
0000000268c652ae (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI24_BackgroundStyleModifierV AA017HierarchicalShapeD0V
0000000268c64c86 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI24_ForegroundStyleModifierV AA5ColorV
0000000268c67304 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI30_EnvironmentKeyWritingModifierV AA11ColorSchemeO
0000000268c65506 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI6ButtonV 07SnippetB011RFImageViewV
0000000268c648de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 7SwiftUI6ButtonV AA4TextV
0000000268c64abe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC 7SwiftUI5ColorV
0000000268c64ab0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s23_ContiguousArrayStorageC s5UInt8V
0000000268c647b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SgG 7SwiftUI30_EnvironmentKeyWritingModifierV AA4FontV
0000000268c65548 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____SgG 7SwiftUI5StateV 18SiriContactsCommon0dE10ActionTypeO
0000000268c66f82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____So19NSMutableOrderedSetCG s17_NativeDictionaryV So12CNActionTypea
0000000268c666cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______ABtG 7SwiftUI9TupleViewV AA4TextV
0000000268c649be (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______G 7SwiftUI11EnvironmentV7ContentO AA11ColorSchemeO
0000000268c66b4a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewP07SnippetB0E10separators_10isOverrideQr0D3Kit14SeparatorStyleO_SbtFQO AD012BinaryButtonC0V
0000000268c649f4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewP07SnippetB0E10separators_10isOverrideQr0D3Kit14SeparatorStyleO_SbtFQO AD015StatusIndicatorC0V
0000000268c66c1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewP07SnippetB0E10separators_10isOverrideQr0D3Kit14SeparatorStyleO_SbtFQO AD017PrimaryHeaderRichC0V
0000000268c66c3a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewPAAE12onTapGesture5count7performQrSi_yyctFQO AA4TextV
0000000268c6479a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewPAAE16privacySensitiveyQrSbFQO 07SnippetB007RFImageC0V
0000000268c66c2a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewPAAE16privacySensitiveyQrSbFQO AA03AnyC0V
0000000268c64cfa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_ 7SwiftUI4ViewPAAE16privacySensitiveyQrSbFQO AA4TextV
0000000268c64820 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y______Qo_______y__________GACy_____yACy_____y______Qo______y_____SgGG_Qo______y_____GG_____y_____yACyAmQG_AFtGAFG_____t 7SwiftUI4ViewPAAE16privacySensitiveyQrSbFQO 07SnippetB007RFImageC0V AA15ModifiedContentV AA6SpacerV AA12_FrameLayoutV AcAE10fontWeightyQrAA4FontV0N0VSgFQO AcAEADyQrSbFQO AA4TextV AA30_EnvironmentKeyWritingModifierV AP AA016_ForegroundStyleT0V AA5ColorV AA012_ConditionalI0V AA05TupleC0V 012SiriContactsB0028GetContactQuickActionButtonsC0V
0000000268c64d0a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G 7SwiftUI15ModifiedContentV 07SnippetB018SimpleItemRichViewV AA14_PaddingLayoutV
0000000268c66c66 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G 7SwiftUI15ModifiedContentV AA23LabelStyleConfigurationV4IconV AA12_FrameLayoutV
0000000268c6480e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G 7SwiftUI15ModifiedContentV AA6SpacerV AA12_FrameLayoutV
0000000268c67528 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G 7SwiftUI19_ConditionalContentV 012SiriContactsB014GetContactViewO AD0gh12AttributeAgeI0V
0000000268c64a70 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G 7SwiftUI19_ConditionalContentV 012SiriContactsB038ModifyContactAttributeConfirmationViewV AD0ghi13IntentHandledK0V
0000000268c66d36 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________G_AAy__________y_____SgGGt 7SwiftUI15ModifiedContentV AA23LabelStyleConfigurationV4IconV AA12_FrameLayoutV AE5TitleV AA30_EnvironmentKeyWritingModifierV AA4FontV
0000000268c67514 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________G 7SwiftUI19_ConditionalContentV7StorageO 012SiriContactsB014GetContactViewO AF0hi12AttributeAgeJ0V
0000000268c64a4e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________G 7SwiftUI19_ConditionalContentV7StorageO 012SiriContactsB038ModifyContactAttributeConfirmationViewV AF0hij13IntentHandledL0V
0000000268c64db4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________yAA______y_____y_____y______AEtGG_____GSSQo_Qo_ 7SwiftUI4ViewP07SnippetB0E2if_9transformQrSb_qd__xXEtAaBRd__lFQO AD017SummaryItemButtonC0V AcAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaBRd__16CoreTransferable0M0Rd_0_r0_lFQO AA15ModifiedContentV AA6VStackV AA05TupleC0V AA4TextV AA14_PaddingLayoutV
0000000268c668b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________yAB_____ySiSgGGtG 7SwiftUI9TupleViewV AA4TextV AA15ModifiedContentV AA30_EnvironmentKeyWritingModifierV
0000000268c656fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________ySay_____GSS_____y_____y_____yAHyAHy_____yACySay_____GSS_____y_____y_____yAFy_____yAIy______APtGG_____y_____GGG_____GGG_ACySaySS3key_AK5valuetGSS_____yApCyAKSSALyAMyArXGGGGGSgtGACySaySo14CNLabeledValueCGSSAZGGAHyA10_ACyA13_SSALyAMyANyAFyAOyAIyAP_AFyApSySiSgGGtGGAUGGAXGGGGGA10_GAFyAFyAMyApXG_____y_____GG_____y_____GGG_____ySbGGGG 7SwiftUI13_VariadicViewO4TreeV AA13_HStackLayoutV AA7ForEachV 18SiriContactsCommon0jK10ActionTypeO AA15ModifiedContentV 0jkB0015GetContactQuickM6ButtonV AA012_ConditionalP0V AA05TupleD0V AJ0jkM4ItemC AA0T0V AA5LabelV AA6VStackV AA0X5GroupV AA4TextV AA30_EnvironmentKeyWritingModifierV AA13TextAlignmentO AA5ImageV AA4MenuV AA01_P13ShapeModifierV AA16RoundedRectangleV AA24_ForegroundStyleModifierV AA5ColorV AA32_EnvironmentKeyTransformModifierV
0000000268c649cc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y______Qo__Qo_tG 7SwiftUI9TupleViewV 012SiriContactsB0026ModifyContactAttributeBodyD0V AA0D0P07SnippetB0E15isLastComponentyQrSbFQO AhIE10separators_0L8OverrideQr0K3Kit14SeparatorStyleO_SbtFQO AI015StatusIndicatorD0V
0000000268c66b22 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y______Qo__Qo_tG 7SwiftUI9TupleViewV 012SiriContactsB0026ModifyContactAttributeBodyD0V AA0D0P07SnippetB0E16componentSpacing3top6bottomQr12CoreGraphics7CGFloatV_AOtFQO AhIE10separators_10isOverrideQr0K3Kit14SeparatorStyleO_SbtFQO AI012BinaryButtonD0V
0000000268c64432 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y______Qo_______y__________GAFy_____yAFy_____y______Qo______y_____SgGG_Qo______y_____GG_____yACyAFyApTG_AItGAIG_____tGG 7SwiftUI13_VariadicViewO4TreeV AA13_VStackLayoutV AA05TupleD0V AA0D0PAAE16privacySensitiveyQrSbFQO 07SnippetB007RFImageD0V AA15ModifiedContentV AA6SpacerV AA06_FrameG0V AkAE10fontWeightyQrAA4FontV0R0VSgFQO AkAEALyQrSbFQO AA4TextV AA30_EnvironmentKeyWritingModifierV AX AA016_ForegroundStyleX0V AA5ColorV AA012_ConditionalN0V 012SiriContactsB0028GetContactQuickActionButtonsD0V
0000000268c66cda (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y__________G_ADy__________y_____SgGGtGG 7SwiftUI13_VariadicViewO4TreeV AA13_VStackLayoutV AA05TupleD0V AA15ModifiedContentV AA23LabelStyleConfigurationV4IconV AA06_FrameG0V AM5TitleV AA30_EnvironmentKeyWritingModifierV AA4FontV
0000000268c6686e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y_____y______ACyAF_____ySiSgGGtGGAGy_____GGG 7SwiftUI13_VariadicViewO4TreeV AA13_VStackLayoutV AA15ModifiedContentV AA10LabelGroupV AA05TupleD0V AA4TextV AA30_EnvironmentKeyWritingModifierV AA0M9AlignmentO
0000000268c65334 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y_____y______AESgtGG_____GSSQo_ 7SwiftUI4ViewPAAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaBRd__16CoreTransferable0G0Rd_0_r0_lFQO 07SnippetB0017SummaryItemButtonC0V AA15ModifiedContentV AA6VStackV AA05TupleC0V AA03AnyC0V AA14_PaddingLayoutV
0000000268c64df6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y_____y______AEtGG_____GSSQo_ 7SwiftUI4ViewPAAE9draggable_7previewQrqd_0_yXA_qd__yXEtAaBRd__16CoreTransferable0G0Rd_0_r0_lFQO 07SnippetB0017SummaryItemButtonC0V AA15ModifiedContentV AA6VStackV AA05TupleC0V AA4TextV AA14_PaddingLayoutV
0000000268c6677c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y___________y_____y_____y______AFtGG_____y_____GGG 7SwiftUI13_VariadicViewO4TreeV AA13_VStackLayoutV AA15ModifiedContentV AA10LabelGroupV AA05TupleD0V AA4TextV AA30_EnvironmentKeyWritingModifierV AA0M9AlignmentO
0000000268c66420 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________ySay_____GSS_____y_____y_____y_____yAB_ABtGG_____GGGG 7SwiftUI4MenuV AA4TextV AA7ForEachV 18SiriContactsCommon0gH10ActionItemC AA6ButtonV AA5LabelV AA0M5GroupV AA9TupleViewV AA5ImageV
0000000268c67472 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________y_____GG 7SwiftUI15ModifiedContentV 012SiriContactsB034GetContactAttributeMultiResultViewV AA30_EnvironmentKeyWritingModifierV AA11ColorSchemeO
0000000268c66dac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________y_____GG 7SwiftUI15ModifiedContentV 07SnippetB023FactItemShortNumberViewV AA24_ForegroundStyleModifierV AA5ColorV
0000000268c66d1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________y_____SgGG 7SwiftUI15ModifiedContentV AA23LabelStyleConfigurationV5TitleV AA30_EnvironmentKeyWritingModifierV AA4FontV
0000000268c6514a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________y_____SgGG 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV
0000000268c674b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y__________y__________y_____GGG 7SwiftUI19_ConditionalContentV 012SiriContactsB035GetContactAttributeSingleResultViewV AA08ModifiedD0V AD0ghi5MultikL0V AA30_EnvironmentKeyWritingModifierV AA11ColorSchemeO
