
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
00000000000413d8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC1ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000041048 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC1Ev
000000000004109c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2ENS1_26FilmBackXformOperationTypeERKNSt3__112basic_stringIcNS4_11char_traitsIcEENS4_9allocatorIcEEEE
000000000004119c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2ERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000040ff4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115FilmBackXformOpC2Ev
0000000000052ae8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema10getFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000005296c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema10hasFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000052770 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema15getFaceSetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
0000000000052144 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema16loadFaceSetNamesEv
0000000000051538 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchema4initERKNS_3Abc3v118ArgumentES7_
0000000000051ea0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115IPolyMeshSchemaaSERKS2_
0000000000082514 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema10getFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000081c50 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema10hasFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000007fb64 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema12selectiveSetERKNS2_6SampleE
0000000000081d80 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema13createFaceSetERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000082368 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15getFaceSetNamesERNSt3__16vectorINS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS8_ISA_EEEE
000000000008147c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setFromPreviousEv
0000000000081ac0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setTimeSamplingENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
000000000008178c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setTimeSamplingEj
0000000000082834 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema15setUVSourceNameERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000080408 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema17createUVsPropertyERKNS2_6SampleE
0000000000080934 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema21createNormalsPropertyERKNS2_6SampleE
0000000000080f74 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema23createPositionsPropertyEv
0000000000080238 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema24createVelocitiesPropertyEv
000000000007ecc0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema3setERKNS2_6SampleE
000000000007e4e0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchema4initEjb
000000000007ecbc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC1ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000007e914 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC1ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000007e918 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC2ENS_3Abc3v1117OCompoundPropertyERKNSt3__112basic_stringIcNS6_11char_traitsIcEENS6_9allocatorIcEEEERKNS4_8ArgumentESH_SH_
000000000007de9c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1115OPolyMeshSchemaC2ENSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEERKNS3_12basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_3Abc3v118ArgumentESL_SL_SL_
000000000003f084 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1117GetIArchiveBoundsERNS_3Abc3v118IArchiveERKNS3_8ArgumentES8_
00000000000912dc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1119IsAncestorInvisibleENS_3Abc3v117IObjectERKNS3_15ISampleSelectorE
000000000003f154 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1120CreateOArchiveBoundsERNS_3Abc3v118OArchiveERKNS3_8ArgumentES8_S8_
000000000003ff6c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1120GetStepFromBasisTypeENS1_9BasisTypeE
00000000000910b0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1121GetVisibilityPropertyERNS_3Abc3v117IObjectE
0000000000090ef4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1124CreateVisibilityPropertyERNS_3Abc3v117OObjectENSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEE
0000000000090ff0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1124CreateVisibilityPropertyERNS_3Abc3v117OObjectEj
000000000003ff3c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1125GetBasisNameFromBasisTypeENS1_9BasisTypeE
0000000000041adc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1128GeometryScopeNumValuesPointsENS1_13GeometryScopeEm
0000000000041c48 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1129GeometryScopeNumValuesNuPatchENS1_13GeometryScopeEmmmm
0000000000041a5c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1129GeometryScopeNumValuesPolygonENS1_13GeometryScopeEm
0000000000041a3c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1130GeometryScopeNumValuesQuadricsENS1_13GeometryScopeE
0000000000041d04 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1133GeometryScopeNumValuesCubicCurvesENS1_13GeometryScopeEmbm
000000000006bf10 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1133computeBoundsFromPositionsByFacesERKNS_3Abc3v1116TypedArraySampleINS3_13Int32TPTraitsEEES8_S8_RKNS4_INS3_11P3fTPTraitsEEE
0000000000041b7c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1134GeometryScopeNumValuesBicubicPatchENS1_13GeometryScopeE
0000000000041ccc (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1134GeometryScopeNumValuesLinearCurvesENS1_13GeometryScopeEmbm
0000000000041b5c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1135GeometryScopeNumValuesBilinearPatchENS1_13GeometryScopeE
0000000000041a74 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1136GeometryScopeNumValuesPointsPolygonsENS1_13GeometryScopeEmmm
0000000000041af4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1137GeometryScopeNumValuesSubdivisionMeshENS1_13GeometryScopeEmmm
0000000000041bd0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1138GeometryScopeNumValuesBicubicPatchMeshENS1_13GeometryScopeEmbmb
0000000000041b9c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v1139GeometryScopeNumValuesBilinearPatchMeshENS1_13GeometryScopeEmbmb
0000000000041e44 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v114isUVERKNS_15AbcCoreAbstract3v1114PropertyHeaderE
0000000000041d74 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117SetIsUVERNS_15AbcCoreAbstract3v118MetaDataEb
00000000000928d0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp12setTranslateERKN9Imath_2_24Vec3IdEE
0000000000092754 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp15setChannelValueEmd
0000000000092a8c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setAxisERKN9Imath_2_24Vec3IdEE
0000000000092428 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setHintEh
0000000000092548 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp7setTypeENS1_18XformOperationTypeE
0000000000092b6c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp8setAngleEd
00000000000929b0 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp8setScaleERKN9Imath_2_24Vec3IdEE
0000000000092c5c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp9setMatrixERKN9Imath_2_28Matrix44IdEE
00000000000927e4 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOp9setVectorERKN9Imath_2_24Vec3IdEE
0000000000092490 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1ENS1_18XformOperationTypeEh
000000000009253c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1Eh
0000000000092378 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC1Ev
000000000009237c (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2ENS1_18XformOperationTypeEh
0000000000092494 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2Eh
00000000000922e8 (__TEXT,__text) external __ZN7Alembic7AbcGeom3v117XformOpC2Ev
00000000000ad6c8 (__TEXT,__text) external __ZN7Iex_2_211stackTracerEv
00000000000ad6bc (__TEXT,__text) external __ZN7Iex_2_214setStackTracerEPFNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEEvE
00000000000adb58 (__TEXT,__text) external __ZN7Iex_2_27BaseExc6appendERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000adae4 (__TEXT,__text) external __ZN7Iex_2_27BaseExc6assignERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000ad788 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1EPKc
00000000000ad830 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000ada30 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERKS0_
00000000000ad918 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC1ERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000ad6d4 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2EPKc
00000000000ad78c (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERKNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000ad91c (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERKS0_
00000000000ad834 (__TEXT,__text) external __ZN7Iex_2_27BaseExcC2ERNSt3__118basic_stringstreamIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00000000000adaa0 (__TEXT,__text) external __ZN7Iex_2_27BaseExcD0Ev
00000000000ada9c (__TEXT,__text) external __ZN7Iex_2_27BaseExcD1Ev
00000000000ada34 (__TEXT,__text) external __ZN7Iex_2_27BaseExcD2Ev
0000000000025a00 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v1111ReadArchiveclERNSt3__16vectorINS3_10shared_ptrINS_15AbcCoreAbstract3v1113ArchiveReaderEEENS3_9allocatorIS9_EEEE
0000000000020518 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116ArImpl11getMetaDataEv
0000000000020510 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116ArImpl7getNameEv
0000000000024444 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v116OrImpl9getHeaderEv
0000000000021fe0 (__TEXT,__text) external __ZNK7Alembic12AbcCoreLayer3v117CprImpl9getHeaderEv
000000000003ad60 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1111ReadArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000003ae2c (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1111ReadArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS3_10shared_ptrINS_15AbcCoreAbstract3v1120ReadArraySampleCacheEEE
000000000003ac20 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1112WriteArchiveclEPNSt3__113basic_ostreamIcNS3_11char_traitsIcEEEERKNS_15AbcCoreAbstract3v118MetaDataE
000000000003aba8 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v1112WriteArchiveclERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERKNS_15AbcCoreAbstract3v118MetaDataE
0000000000029278 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116ArImpl11getMetaDataEv
0000000000029270 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116ArImpl7getNameEv
000000000002a84c (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116AwImpl11getMetaDataEv
000000000002a844 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116AwImpl7getNameEv
0000000000033350 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OrImpl14getArchiveImplEv
0000000000033704 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OrImpl9getHeaderEv
00000000000359d0 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v116OwImpl9getHeaderEv
0000000000026124 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117AprImpl9getHeaderEv
0000000000028108 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117ApwImpl9getHeaderEv
000000000002e2c4 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117CprImpl9getHeaderEv
00000000000313bc (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117CpwImpl9getHeaderEv
000000000003b41c (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117SprImpl9getHeaderEv
000000000003c9f0 (__TEXT,__text) external __ZNK7Alembic12AbcCoreOgawa3v117SpwImpl9getHeaderEv
000000000001785c (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1111ArraySample6getKeyEv
000000000001e65c (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling12getCeilIndexEdx
000000000001e720 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling12getNearIndexEdx
000000000001e2dc (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling13getFloorIndexEdx
000000000001e0c8 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1112TimeSampling13getSampleTimeEx
000000000001ea64 (__TEXT,__text) external __ZNK7Alembic15AbcCoreAbstract3v1116TimeSamplingTypeeqERKS2_
00000000000074b8 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty10isConstantEv
00000000000075ec (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty12isScalarLikeEv
0000000000008088 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty13getDimensionsERNS_4Util3v1114BaseDimensionsIyEERKNS1_15ISampleSelectorE
0000000000007384 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty13getNumSamplesEv
0000000000007720 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty15getTimeSamplingEv
0000000000007884 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty3getERNSt3__110shared_ptrINS_15AbcCoreAbstract3v1111ArraySampleEEERKNS1_15ISampleSelectorE
0000000000007e8c (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty6getKeyERNS_15AbcCoreAbstract3v1114ArraySampleKeyERKNS1_15ISampleSelectorE
0000000000008278 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114IArrayProperty9getParentEv
00000000000447b0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyReaderEEEE27__unspecified_bool_type_fcnEv
00000000000447ac (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyReaderEEEE27__unspecified_bool_type_fcnEv
000000000004dad0 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyReaderEEEE27__unspecified_bool_type_fcnEv
000000000000e900 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114OArrayProperty13getNumSamplesEv
000000000000f030 (__TEXT,__text) external __ZNK7Alembic3Abc3v1114OArrayProperty9getParentEv
000000000005e220 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1119ArrayPropertyWriterEEEE27__unspecified_bool_type_fcnEv
000000000005e21c (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1120ScalarPropertyWriterEEEE27__unspecified_bool_type_fcnEv
0000000000070168 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEEE27__unspecified_bool_type_fcnEv
000000000000cd24 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115ISampleSelector8getIndexERKNSt3__110shared_ptrINS_15AbcCoreAbstract3v1112TimeSamplingEEEx
000000000000d30c (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty10isConstantEv
000000000000d1d8 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty13getNumSamplesEv
000000000000d440 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty15getTimeSamplingEv
000000000000d5a4 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty3getEPvRKNS1_15ISampleSelectorE
000000000000d790 (__TEXT,__text) external __ZNK7Alembic3Abc3v1115IScalarProperty9getParentEv
00000000000136cc (__TEXT,__text) external __ZNK7Alembic3Abc3v1115OScalarProperty13getNumSamplesEv
0000000000013dfc (__TEXT,__text) external __ZNK7Alembic3Abc3v1115OScalarProperty9getParentEv
0000000000064cbc (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11N3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065284 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11P3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000064cb8 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11V2fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065184 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_11V3fTPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065288 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_13Int32TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000065220 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_13Uint8TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000066678 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_14Uint32TPTraitsEE27__unspecified_bool_type_fcnEv
000000000007d694 (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_14Uint64TPTraitsEE27__unspecified_bool_type_fcnEv
000000000006521c (__TEXT,__text) weak external __ZNK7Alembic3Abc3v1116TypedArraySampleINS1_15Float32TPTraitsEE27__unspecified_bool_type_fcnEv
0000000000008fe0 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty16getNumPropertiesEv
0000000000009300 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty17getPropertyHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000009124 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty17getPropertyHeaderEm
0000000000009444 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117ICompoundProperty9getParentEv
00000000000104f8 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty11getPropertyERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000010338 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty11getPropertyEm
000000000000fee4 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty16getNumPropertiesEv
00000000000101f4 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty17getPropertyHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000010018 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty17getPropertyHeaderEm
00000000000106d8 (__TEXT,__text) external __ZNK7Alembic3Abc3v1117OCompoundProperty9getParentEv
00000000000099f8 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject10getArchiveEv
00000000000099b4 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject11getFullNameEv
000000000000ad50 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject13getPropertiesEv
000000000000a4f0 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getChildHeaderERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000a320 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getChildHeaderEm
000000000000a1e4 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14getNumChildrenEv
000000000000b1ac (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject14isInstanceRootEv
000000000000b838 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject15isChildInstanceERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000b6b4 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject15isChildInstanceEm
000000000000b2ec (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject18instanceSourcePathEv
000000000000b244 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject20isInstanceDescendantEv
000000000000a1dc (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject20setInstancedFullNameERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
0000000000009980 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject7getNameEv
000000000000a988 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject8getChildERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
000000000000a63c (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject8getChildEm
00000000000097c0 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject9getHeaderEv
0000000000009bd8 (__TEXT,__text) external __ZNK7Alembic3Abc3v117IObject9getParentEv
0000000000010de4 (__TEXT,__text) external __ZNK7Alembic3Abc3v117OObject9getHeaderEv
0000000000005e60 (__TEXT,__text) external __ZNK7Alembic3Abc3v118IArchive6getTopEv
0000000000005cfc (__TEXT,__text) external __ZNK7Alembic3Abc3v118IArchive7getNameEv
000000000000db14 (__TEXT,__text) external __ZNK7Alembic3Abc3v118OArchive18getCompressionHintEv
000000000000d9b0 (__TEXT,__text) external __ZNK7Alembic3Abc3v118OArchive7getNameEv
00000000000ad0e8 (__TEXT,__text) external __ZNK7Alembic4Util3v118TokenMap3getEccb
00000000000a726c (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115IData6getPosEv
00000000000a7260 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115IData7getSizeEv
00000000000a930c (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115OData6getPosEv
00000000000a9300 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v115OData7getSizeEv
00000000000a78fc (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup11isChildDataEy
00000000000a76c8 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup12isChildGroupEy
00000000000a7924 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup14getNumChildrenEv
00000000000a795c (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup16isEmptyChildDataEy
00000000000a7930 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup17isEmptyChildGroupEy
00000000000a76a4 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116IGroup7isLightEv
00000000000aa6d0 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup11isChildDataEy
00000000000aa6a4 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup12isChildGroupEy
00000000000aa690 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup14getNumChildrenEv
00000000000aa724 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup16isChildEmptyDataEy
00000000000aa6f8 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v116OGroup17isChildEmptyGroupEy
00000000000a6eec (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive10getVersionEv
00000000000a6edc (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive7isValidEv
00000000000a6ef4 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive8getGroupEv
00000000000a6ee4 (__TEXT,__text) external __ZNK7Alembic5Ogawa3v118IArchive8isFrozenEv
0000000000055d00 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema13getNumSamplesEv
0000000000055bc8 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema19getTopologyVarianceEv
0000000000055f14 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111ISubDSchema3getERNS2_6SampleERKNS_3Abc3v1115ISampleSelectorE
00000000000971e0 (__TEXT,__text) external __ZNK7Alembic7AbcGeom3v1111XformSample12getXRotationEv
