00000001841eeff8 (__TEXT,__text) external _CreateLSTMBreakEngine
00000001843f088c (__TEXT,__text) external _ucol_getUCAVersion
00000001842c2bd4 (__TEXT,__text) external _ucol_getUnsafeSet
00000001843f049c (__TEXT,__text) external _ucol_getVariableTop
00000001843f06a0 (__TEXT,__text) external _ucol_getVersion
00000001843f079c (__TEXT,__text) external _ucol_greater
00000001843f07ec (__TEXT,__text) external _ucol_greaterOrEqual
00000001843f2414 (__TEXT,__text) external _ucol_isCompressibleLeadByte
00000001843c7b08 (__TEXT,__text) external _ucol_keyHashCode
000000018424f8bc (__TEXT,__text) external _ucol_looksLikeCollationBinary
00000001843f00ec (__TEXT,__text) external _ucol_mergeSortkeys
00000001843f3ee8 (__TEXT,__text) external _ucol_next
00000001843f3f00 (__TEXT,__text) external _ucol_nextProcessed
00000001843f029c (__TEXT,__text) external _ucol_nextSortKeyPart
00000001843f325c (__TEXT,__text) external _ucol_normalizeShortDefinitionString
00000001843f1f38 (__TEXT,__text) external _ucol_open
00000001843efdf8 (__TEXT,__text) external _ucol_openBinary
00000001843f3d74 (__TEXT,__text) external _ucol_openElements
00000001843f2f28 (__TEXT,__text) external _ucol_openFromShortString
00000001842c2aa0 (__TEXT,__text) external _ucol_openRules
00000001843f292c (__TEXT,__text) external _ucol_prepareShortStringOpen
00000001843f404c (__TEXT,__text) external _ucol_previous
00000001843f4064 (__TEXT,__text) external _ucol_previousProcessed
00000001843f3d6c (__TEXT,__text) external _ucol_primaryOrder
00000001843f3ee4 (__TEXT,__text) external _ucol_reset
00000001843f04d8 (__TEXT,__text) external _ucol_restoreVariableTop
00000001843eff94 (__TEXT,__text) external _ucol_safeClone
00000001843f3d64 (__TEXT,__text) external _ucol_secondaryOrder
00000001843f0510 (__TEXT,__text) external _ucol_setAttribute
00000001843f0408 (__TEXT,__text) external _ucol_setMaxVariable
00000001843f43d0 (__TEXT,__text) external _ucol_setOffset
00000001843f0668 (__TEXT,__text) external _ucol_setReorderCodes
00000001843f0584 (__TEXT,__text) external _ucol_setStrength
00000001843f4308 (__TEXT,__text) external _ucol_setText
00000001843f0460 (__TEXT,__text) external _ucol_setVariableTop
00000001843f0714 (__TEXT,__text) external _ucol_strcoll
00000001843f06c4 (__TEXT,__text) external _ucol_strcollIter
00000001843f075c (__TEXT,__text) external _ucol_strcollUTF8
000000018424f9e8 (__TEXT,__text) external _ucol_swap
0000000184250384 (__TEXT,__text) external _ucol_swapInverseUCA
00000001843f3d5c (__TEXT,__text) external _ucol_tertiaryOrder
00000001842511f8 (__TEXT,__text) external _ucpmap_get
00000001842511fc (__TEXT,__text) external _ucpmap_getRange
0000000184250798 (__TEXT,__text) external _ucptrie_close
0000000184250924 (__TEXT,__text) external _ucptrie_get
0000000184250b48 (__TEXT,__text) external _ucptrie_getRange
000000018425079c (__TEXT,__text) external _ucptrie_getType
00000001842507a4 (__TEXT,__text) external _ucptrie_getValueWidth
00000001842507ac (__TEXT,__text) external _ucptrie_internalSmallIndex
0000000184250838 (__TEXT,__text) external _ucptrie_internalSmallU8Index
0000000184250860 (__TEXT,__text) external _ucptrie_internalU8PrevIndex
0000000184250598 (__TEXT,__text) external _ucptrie_openFromBinary
00000001842a1898 (__TEXT,__text) external _ucptrie_swap
0000000184251084 (__TEXT,__text) external _ucptrie_toBinary
00000001843f4444 (__TEXT,__text) external _ucsdet_close
00000001843f44d0 (__TEXT,__text) external _ucsdet_detect
00000001843f44fc (__TEXT,__text) external _ucsdet_detectAll
00000001843f4520 (__TEXT,__text) external _ucsdet_enableInputFilter
00000001843f4588 (__TEXT,__text) external _ucsdet_getAllDetectableCharsets
00000001843f44a0 (__TEXT,__text) external _ucsdet_getConfidence
00000001843f4590 (__TEXT,__text) external _ucsdet_getDetectableCharsets
00000001843f44b8 (__TEXT,__text) external _ucsdet_getLanguage
00000001843f4488 (__TEXT,__text) external _ucsdet_getName
00000001843f456c (__TEXT,__text) external _ucsdet_getUChars
00000001843f4514 (__TEXT,__text) external _ucsdet_isInputFilterEnabled
00000001843f43e4 (__TEXT,__text) external _ucsdet_open
00000001843f44e8 (__TEXT,__text) external _ucsdet_setDeclaredEncoding
00000001843f4584 (__TEXT,__text) external _ucsdet_setDetectableCharset
00000001843f4474 (__TEXT,__text) external _ucsdet_setText
0000000184253624 (__TEXT,__text) external _ucurr_countCurrencies
00000001842512dc (__TEXT,__text) external _ucurr_forLocale
00000001842538c0 (__TEXT,__text) external _ucurr_forLocaleAndDate
0000000184252e60 (__TEXT,__text) external _ucurr_getDefaultFractionDigits
0000000184252e94 (__TEXT,__text) external _ucurr_getDefaultFractionDigitsForUsage
0000000184253c28 (__TEXT,__text) external _ucurr_getKeywordValuesForLocale
00000001842516d8 (__TEXT,__text) external _ucurr_getName
0000000184254194 (__TEXT,__text) external _ucurr_getNumericCode
0000000184251c20 (__TEXT,__text) external _ucurr_getPluralName
000000018425307c (__TEXT,__text) external _ucurr_getRoundingIncrement
0000000184253088 (__TEXT,__text) external _ucurr_getRoundingIncrementForUsage
0000000184253128 (__TEXT,__text) external _ucurr_isAvailable
000000018425358c (__TEXT,__text) external _ucurr_openISOCurrencies
00000001843f55a4 (__TEXT,__text) external _udat_adoptNumberFormat
00000001843f54c8 (__TEXT,__text) external _udat_adoptNumberFormatForFields
00000001843f58cc (__TEXT,__text) external _udat_applyPattern
00000001843f6af0 (__TEXT,__text) external _udat_applyPatternRelative
00000001843f49a4 (__TEXT,__text) external _udat_clone
00000001843f4978 (__TEXT,__text) external _udat_close
00000001843f55cc (__TEXT,__text) external _udat_countAvailable
00000001843f612c (__TEXT,__text) external _udat_countSymbols
00000001843f4a0c (__TEXT,__text) external _udat_format
00000001843f4bac (__TEXT,__text) external _udat_formatCalendar
00000001843f4e94 (__TEXT,__text) external _udat_formatCalendarForFields
00000001843f4d50 (__TEXT,__text) external _udat_formatForFields
00000001843f55d0 (__TEXT,__text) external _udat_get2DigitYearStart
00000001843f55c8 (__TEXT,__text) external _udat_getAvailable
00000001843f52cc (__TEXT,__text) external _udat_getBooleanAttribute
00000001843f5338 (__TEXT,__text) external _udat_getCalendar
00000001843f679c (__TEXT,__text) external _udat_getContext
00000001843f6744 (__TEXT,__text) external _udat_getLocaleByType
00000001843f54a4 (__TEXT,__text) external _udat_getNumberFormat
00000001843f5380 (__TEXT,__text) external _udat_getNumberFormatForField
00000001843f59e0 (__TEXT,__text) external _udat_getSymbols
00000001843f5284 (__TEXT,__text) external _udat_isLenient
00000001843f46e0 (__TEXT,__text) external _udat_open
00000001843f4ff0 (__TEXT,__text) external _udat_parse
00000001843f5134 (__TEXT,__text) external _udat_parseCalendar
00000001843f45b4 (__TEXT,__text) external _udat_patternCharToDateFormatField
00000001843f45f8 (__TEXT,__text) external _udat_registerOpener
00000001843f560c (__TEXT,__text) external _udat_set2DigitYearStart
00000001843f5304 (__TEXT,__text) external _udat_setBooleanAttribute
00000001843f535c (__TEXT,__text) external _udat_setCalendar
00000001843f6768 (__TEXT,__text) external _udat_setContext
00000001843f52a8 (__TEXT,__text) external _udat_setLenient
00000001843f5580 (__TEXT,__text) external _udat_setNumberFormat
00000001843f649c (__TEXT,__text) external _udat_setSymbols
00000001843f4594 (__TEXT,__text) external _udat_toCalendarDateField
00000001843f5698 (__TEXT,__text) external _udat_toPattern
00000001843f67d4 (__TEXT,__text) external _udat_toPatternRelativeDate
00000001843f69a4 (__TEXT,__text) external _udat_toPatternRelativeTime
00000001843f4664 (__TEXT,__text) external _udat_unregisterOpener
0000000184256848 (__TEXT,__text) external _udata_close
0000000184257290 (__TEXT,__text) external _udata_closeSwapper
0000000184255d28 (__TEXT,__text) external _udata_getInfo
00000001842568f0 (__TEXT,__text) external _udata_getLength
00000001842568b0 (__TEXT,__text) external _udata_getMemory
0000000184256940 (__TEXT,__text) external _udata_getRawMemory
000000018425544c (__TEXT,__text) external _udata_open
0000000184255cf4 (__TEXT,__text) external _udata_openChoice
0000000184256cb8 (__TEXT,__text) external _udata_openSwapper
00000001842571d4 (__TEXT,__text) external _udata_openSwapperForInputData
0000000184256a80 (__TEXT,__text) external _udata_printError
0000000184256968 (__TEXT,__text) external _udata_readInt16
000000018425698c (__TEXT,__text) external _udata_readInt32
00000001842551c0 (__TEXT,__text) external _udata_setAppData
0000000184255008 (__TEXT,__text) external _udata_setCommonData
0000000184255dac (__TEXT,__text) external _udata_setFileAccess
0000000184256abc (__TEXT,__text) external _udata_swapDataHeader
0000000184256998 (__TEXT,__text) external _udata_swapInvStringBlock
00000001843f7504 (__TEXT,__text) external _udatintv_close
00000001843f7508 (__TEXT,__text) external _udatintv_format
00000001843f74f4 (__TEXT,__text) external _udatintv_open
00000001843f79a0 (__TEXT,__text) external _udatpg_addPattern
00000001843f7608 (__TEXT,__text) external _udatpg_clone
00000001843f75dc (__TEXT,__text) external _udatpg_close
00000001843f7bac (__TEXT,__text) external _udatpg_getAppendItemFormat
00000001843f7cb4 (__TEXT,__text) external _udatpg_getAppendItemName
00000001843f7884 (__TEXT,__text) external _udatpg_getBaseSkeleton
00000001843f7620 (__TEXT,__text) external _udatpg_getBestPattern
00000001843f7634 (__TEXT,__text) external _udatpg_getBestPatternWithOptions
00000001843f7ec0 (__TEXT,__text) external _udatpg_getDateTimeFormat
00000001843f7ef0 (__TEXT,__text) external _udatpg_getDateTimeFormatForStyle
00000001843f80e4 (__TEXT,__text) external _udatpg_getDecimal
00000001843f8d64 (__TEXT,__text) external _udatpg_getDefaultHourCycle
00000001843f7d20 (__TEXT,__text) external _udatpg_getFieldDisplayName
00000001843f837c (__TEXT,__text) external _udatpg_getPatternForSkeleton
00000001843f7768 (__TEXT,__text) external _udatpg_getSkeleton
00000001843f750c (__TEXT,__text) external _udatpg_open
00000001843f8344 (__TEXT,__text) external _udatpg_openBaseSkeletons
00000001843f75d8 (__TEXT,__text) external _udatpg_openEmpty
00000001843f830c (__TEXT,__text) external _udatpg_openSkeletons
00000001843f8150 (__TEXT,__text) external _udatpg_replaceFieldTypes
00000001843f8184 (__TEXT,__text) external _udatpg_replaceFieldTypesWithOptions
00000001843f7b10 (__TEXT,__text) external _udatpg_setAppendItemFormat
00000001843f7c18 (__TEXT,__text) external _udatpg_setAppendItemName
00000001843f7e24 (__TEXT,__text) external _udatpg_setDateTimeFormat
00000001843f7f80 (__TEXT,__text) external _udatpg_setDateTimeFormatForStyle
00000001843f8048 (__TEXT,__text) external _udatpg_setDecimal
00000001841d10a8 (__TEXT,__text) external _udict_swap
00000001842f395c (__TEXT,__text) external _udispopt_fromGrammaticalCaseIdentifier
00000001842f3a54 (__TEXT,__text) external _udispopt_fromNounClassIdentifier
00000001842f39d8 (__TEXT,__text) external _udispopt_fromPluralCategoryIdentifier
00000001842f3938 (__TEXT,__text) external _udispopt_getGrammaticalCaseIdentifier
00000001842f3a30 (__TEXT,__text) external _udispopt_getNounClassIdentifier
00000001842f39b4 (__TEXT,__text) external _udispopt_getPluralCategoryIdentifier
00000001843f7000 (__TEXT,__text) external _udtitvfmt_close
00000001843f6db0 (__TEXT,__text) external _udtitvfmt_closeResult
00000001843f702c (__TEXT,__text) external _udtitvfmt_format
00000001843f72f0 (__TEXT,__text) external _udtitvfmt_formatCalendarToResult
00000001843f7378 (__TEXT,__text) external _udtitvfmt_formatCalendarToResultA
00000001843f7230 (__TEXT,__text) external _udtitvfmt_formatToResult
00000001843f72ec (__TEXT,__text) external _udtitvfmt_formatToResultA
00000001843f73b0 (__TEXT,__text) external _udtitvfmt_getContext
00000001843f73e8 (__TEXT,__text) external _udtitvfmt_getPatternString
00000001843f6e10 (__TEXT,__text) external _udtitvfmt_open
00000001843f6cec (__TEXT,__text) external _udtitvfmt_openResult
00000001843f6d64 (__TEXT,__text) external _udtitvfmt_resultAsValue
00000001843f71fc (__TEXT,__text) external _udtitvfmt_setAttribute
00000001843f737c (__TEXT,__text) external _udtitvfmt_setContext
0000000184257294 (__TEXT,__text) external _uenum_close
0000000184257310 (__TEXT,__text) external _uenum_count
000000018425752c (__TEXT,__text) external _uenum_next
0000000184257464 (__TEXT,__text) external _uenum_nextDefault
0000000184292cdc (__TEXT,__text) external _uenum_openCharStringsEnumeration
0000000184292c38 (__TEXT,__text) external _uenum_openFromStringEnumeration
0000000184292d70 (__TEXT,__text) external _uenum_openUCharStringsEnumeration
000000018425759c (__TEXT,__text) external _uenum_reset
00000001842574fc (__TEXT,__text) external _uenum_unext
0000000184257340 (__TEXT,__text) external _uenum_unextDefault
00000001843f8da0 (__TEXT,__text) external _ufieldpositer_close
00000001843f8dcc (__TEXT,__text) external _ufieldpositer_next
00000001843f8d68 (__TEXT,__text) external _ufieldpositer_open
00000001843161d4 (__TEXT,__text) external _ufmt_close
0000000184316364 (__TEXT,__text) external _ufmt_getArrayItemByIndex
000000018431632c (__TEXT,__text) external _ufmt_getArrayLength
0000000184316240 (__TEXT,__text) external _ufmt_getDate
00000001843163c8 (__TEXT,__text) external _ufmt_getDecNumChars
0000000184316270 (__TEXT,__text) external _ufmt_getDouble
0000000184316448 (__TEXT,__text) external _ufmt_getInt64
0000000184316274 (__TEXT,__text) external _ufmt_getLong
0000000184316278 (__TEXT,__text) external _ufmt_getObject
0000000184316200 (__TEXT,__text) external _ufmt_getType
00000001843162b0 (__TEXT,__text) external _ufmt_getUChars
000000018431621c (__TEXT,__text) external _ufmt_isNumeric
0000000184316144 (__TEXT,__text) external _ufmt_open
000000018431986c (__TEXT,__text) external _ufmtval_getString
00000001843199a8 (__TEXT,__text) external _ufmtval_nextPosition
000000018431b150 (__TEXT,__text) external _ugender_getInstance
000000018431b1d8 (__TEXT,__text) external _ugender_getListGender
0000000184257754 (__TEXT,__text) external _uhash_close
000000018427cb88 (__TEXT,__text) external _uhash_compareCaselessUnicodeString
00000001842583f4 (__TEXT,__text) external _uhash_compareChars
0000000184258448 (__TEXT,__text) external _uhash_compareIChars
00000001842584e0 (__TEXT,__text) external _uhash_compareIStringView
0000000184258590 (__TEXT,__text) external _uhash_compareLong
00000001843b83c4 (__TEXT,__text) external _uhash_compareScriptSet
00000001842583a0 (__TEXT,__text) external _uhash_compareUChars
000000018427c3f0 (__TEXT,__text) external _uhash_compareUnicodeString
00000001842580c0 (__TEXT,__text) external _uhash_containsKey
0000000184257a28 (__TEXT,__text) external _uhash_count
00000001842586d0 (__TEXT,__text) external _uhash_deleteHashtable
00000001843b854c (__TEXT,__text) external _uhash_deleteScriptSet
0000000184258288 (__TEXT,__text) external _uhash_equals
00000001843b8374 (__TEXT,__text) external _uhash_equalsScriptSet
0000000184258158 (__TEXT,__text) external _uhash_find
0000000184257a30 (__TEXT,__text) external _uhash_get
0000000184257bbc (__TEXT,__text) external _uhash_geti
0000000184257c44 (__TEXT,__text) external _uhash_getiAndFound
000000018427cad8 (__TEXT,__text) external _uhash_hashCaselessUnicodeString
00000001842581e8 (__TEXT,__text) external _uhash_hashChars
000000018425822c (__TEXT,__text) external _uhash_hashIChars
0000000184258270 (__TEXT,__text) external _uhash_hashIStringView
000000018425858c (__TEXT,__text) external _uhash_hashLong
00000001843b8528 (__TEXT,__text) external _uhash_hashScriptSet
00000001842581a4 (__TEXT,__text) external _uhash_hashUChars
000000018427c3e4 (__TEXT,__text) external _uhash_hashUnicodeString
000000018425810c (__TEXT,__text) external _uhash_icontainsKey
0000000184257b78 (__TEXT,__text) external _uhash_iget
0000000184257c00 (__TEXT,__text) external _uhash_igeti
0000000184257ca4 (__TEXT,__text) external _uhash_igetiAndFound
00000001842576ac (__TEXT,__text) external _uhash_init
0000000184257728 (__TEXT,__text) external _uhash_initSize
0000000184257e74 (__TEXT,__text) external _uhash_iput
0000000184257ea8 (__TEXT,__text) external _uhash_iputi
0000000184257ef4 (__TEXT,__text) external _uhash_iputiAllowZero
0000000184257fc4 (__TEXT,__text) external _uhash_iremove
0000000184257fe4 (__TEXT,__text) external _uhash_iremovei
0000000184257830 (__TEXT,__text) external _uhash_nextElement
00000001842575c8 (__TEXT,__text) external _uhash_open
0000000184257680 (__TEXT,__text) external _uhash_openSize
0000000184257d04 (__TEXT,__text) external _uhash_put
0000000184257e84 (__TEXT,__text) external _uhash_puti
0000000184257ed0 (__TEXT,__text) external _uhash_putiAllowZero
0000000184257f1c (__TEXT,__text) external _uhash_remove
0000000184258000 (__TEXT,__text) external _uhash_removeAll
000000018425807c (__TEXT,__text) external _uhash_removeElement
0000000184257fcc (__TEXT,__text) external _uhash_removei
000000018425788c (__TEXT,__text) external _uhash_setKeyComparator
00000001842578ac (__TEXT,__text) external _uhash_setKeyDeleter
000000018425787c (__TEXT,__text) external _uhash_setKeyHasher
00000001842578cc (__TEXT,__text) external _uhash_setResizePolicy
000000018425789c (__TEXT,__text) external _uhash_setValueComparator
00000001842578bc (__TEXT,__text) external _uhash_setValueDeleter
00000001842592c0 (__TEXT,__text) external _uidna_IDNToASCII
00000001842595a8 (__TEXT,__text) external _uidna_IDNToUnicode
00000001842a43b0 (__TEXT,__text) external _uidna_close
0000000184259858 (__TEXT,__text) external _uidna_compare
00000001842a43dc (__TEXT,__text) external _uidna_labelToASCII
00000001842a4aa8 (__TEXT,__text) external _uidna_labelToASCII_UTF8
00000001842a45f8 (__TEXT,__text) external _uidna_labelToUnicode
00000001842a4c08 (__TEXT,__text) external _uidna_labelToUnicodeUTF8
00000001842a4788 (__TEXT,__text) external _uidna_nameToASCII
00000001842a4d68 (__TEXT,__text) external _uidna_nameToASCII_UTF8
00000001842a4918 (__TEXT,__text) external _uidna_nameToUnicode
00000001842a4ec8 (__TEXT,__text) external _uidna_nameToUnicodeUTF8
00000001842a43ac (__TEXT,__text) external _uidna_openUTS46
0000000184258718 (__TEXT,__text) external _uidna_toASCII
0000000184258d04 (__TEXT,__text) external _uidna_toUnicode
000000018425a838 (__TEXT,__text) external _uiter_current32
000000018425a9fc (__TEXT,__text) external _uiter_getState
000000018425a8fc (__TEXT,__text) external _uiter_next32
000000018425a97c (__TEXT,__text) external _uiter_previous32
000000018425a67c (__TEXT,__text) external _uiter_setCharacterIterator
000000018425a6e0 (__TEXT,__text) external _uiter_setReplaceable
000000018425aa14 (__TEXT,__text) external _uiter_setState
000000018425a4d8 (__TEXT,__text) external _uiter_setString
000000018425a578 (__TEXT,__text) external _uiter_setUTF16BE
000000018425a790 (__TEXT,__text) external _uiter_setUTF8
00000001841e0f14 (__TEXT,__text) external _uldn_close
00000001841e0fb0 (__TEXT,__text) external _uldn_getContext
00000001841e0f84 (__TEXT,__text) external _uldn_getDialectHandling
00000001841e0f40 (__TEXT,__text) external _uldn_getLocale
00000001841e1678 (__TEXT,__text) external _uldn_keyDisplayName
00000001841e17b0 (__TEXT,__text) external _uldn_keyValueDisplayName
00000001841e1138 (__TEXT,__text) external _uldn_languageDisplayName
00000001841e0fe8 (__TEXT,__text) external _uldn_localeDisplayName
00000001841e0d94 (__TEXT,__text) external _uldn_open
00000001841e0e4c (__TEXT,__text) external _uldn_openForContext
00000001841e1408 (__TEXT,__text) external _uldn_regionDisplayName
00000001841e13a8 (__TEXT,__text) external _uldn_scriptCodeDisplayName
00000001841e1270 (__TEXT,__text) external _uldn_scriptDisplayName
00000001841e1540 (__TEXT,__text) external _uldn_variantDisplayName
000000018425bfe4 (__TEXT,__text) external _ulist_addItemBeginList
000000018425bf1c (__TEXT,__text) external _ulist_addItemEndList
000000018425c29c (__TEXT,__text) external _ulist_close_keyword_values_iterator
000000018425c0b4 (__TEXT,__text) external _ulist_containsString
000000018425c2e0 (__TEXT,__text) external _ulist_count_keyword_values
000000018425bec4 (__TEXT,__text) external _ulist_createEmptyList
000000018425c22c (__TEXT,__text) external _ulist_deleteList
000000018425c38c (__TEXT,__text) external _ulist_getListFromEnum
000000018425c208 (__TEXT,__text) external _ulist_getListSize
000000018425c1e4 (__TEXT,__text) external _ulist_getNext
000000018425c304 (__TEXT,__text) external _ulist_next_keyword_value
000000018425c138 (__TEXT,__text) external _ulist_removeString
000000018425c21c (__TEXT,__text) external _ulist_resetList
000000018425c368 (__TEXT,__text) external _ulist_reset_keyword_values_iterator
00000001843fa358 (__TEXT,__text) external _ulistfmt_close
00000001843fa448 (__TEXT,__text) external _ulistfmt_closeResult
00000001843fa4a8 (__TEXT,__text) external _ulistfmt_format
00000001843fa82c (__TEXT,__text) external _ulistfmt_formatStringsToResult
00000001843f9f68 (__TEXT,__text) external _ulistfmt_open
00000001843fa044 (__TEXT,__text) external _ulistfmt_openForType
00000001843fa384 (__TEXT,__text) external _ulistfmt_openResult
00000001843fa130 (__TEXT,__text) external _ulistfmt_openWithPatterns
00000001843fa3fc (__TEXT,__text) external _ulistfmt_resultAsValue
00000001841da470 (__TEXT,__text) external _uloc_acceptLanguage
00000001841da920 (__TEXT,__text) external _uloc_acceptLanguageFromHTTP
00000001841e7008 (__TEXT,__text) external _uloc_addLikelySubtags
000000018425f984 (__TEXT,__text) external _uloc_canonicalize
00000001841db560 (__TEXT,__text) external _uloc_countAvailable
000000018426379c (__TEXT,__text) external _uloc_forLanguageTag
00000001841db61c (__TEXT,__text) external _uloc_getAvailable
000000018425f80c (__TEXT,__text) external _uloc_getBaseName
00000001841ebca0 (__TEXT,__text) external _uloc_getCharacterOrientation
000000018425edc8 (__TEXT,__text) external _uloc_getCountry
000000018425e4ac (__TEXT,__text) external _uloc_getDefault
00000001841dc410 (__TEXT,__text) external _uloc_getDisplayCountry
00000001841dd3a0 (__TEXT,__text) external _uloc_getDisplayKeyword
00000001841dd414 (__TEXT,__text) external _uloc_getDisplayKeywordValue
00000001841dc008 (__TEXT,__text) external _uloc_getDisplayLanguage
00000001841dc878 (__TEXT,__text) external _uloc_getDisplayName
00000001841dc190 (__TEXT,__text) external _uloc_getDisplayScript
00000001841dc6f0 (__TEXT,__text) external _uloc_getDisplayVariant
000000018425fcb4 (__TEXT,__text) external _uloc_getISO3Country
000000018425fbf0 (__TEXT,__text) external _uloc_getISO3Language
000000018425ff80 (__TEXT,__text) external _uloc_getISOCountries
000000018425ff74 (__TEXT,__text) external _uloc_getISOLanguages
000000018425c7e0 (__TEXT,__text) external _uloc_getKeywordValue
000000018425fd78 (__TEXT,__text) external _uloc_getLCID
000000018425ec28 (__TEXT,__text) external _uloc_getLanguage
00000001841ebdd4 (__TEXT,__text) external _uloc_getLineOrientation
000000018425ff5c (__TEXT,__text) external _uloc_getLocaleForLCID
000000018425ef68 (__TEXT,__text) external _uloc_getName
000000018425ea24 (__TEXT,__text) external _uloc_getParent
000000018425ecf8 (__TEXT,__text) external _uloc_getScript
00000001841eb930 (__TEXT,__text) external _uloc_getTableStringWithFallback
000000018425ee98 (__TEXT,__text) external _uloc_getVariant
00000001841e7e4c (__TEXT,__text) external _uloc_isRightToLeft
00000001841e7540 (__TEXT,__text) external _uloc_minimizeSubtags
00000001841db7e8 (__TEXT,__text) external _uloc_openAvailableByType
000000018425e708 (__TEXT,__text) external _uloc_openKeywordList
000000018425e7f0 (__TEXT,__text) external _uloc_openKeywords
000000018425ff60 (__TEXT,__text) external _uloc_setDefault
000000018425cef8 (__TEXT,__text) external _uloc_setKeywordValue
00000001842624a0 (__TEXT,__text) external _uloc_toLanguageTag
000000018426019c (__TEXT,__text) external _uloc_toLegacyKey
00000001842602b8 (__TEXT,__text) external _uloc_toLegacyType
000000018425ff8c (__TEXT,__text) external _uloc_toUnicodeLocaleKey
000000018426007c (__TEXT,__text) external _uloc_toUnicodeLocaleType
000000018426571c (__TEXT,__text) external _ulocale_close
00000001842657ac (__TEXT,__text) external _ulocale_getBaseName
00000001842657b8 (__TEXT,__text) external _ulocale_getKeywordValue
00000001842659d8 (__TEXT,__text) external _ulocale_getKeywords
0000000184265748 (__TEXT,__text) external _ulocale_getLanguage
00000001842657a0 (__TEXT,__text) external _ulocale_getLocaleID
0000000184265768 (__TEXT,__text) external _ulocale_getRegion
0000000184265758 (__TEXT,__text) external _ulocale_getScript
00000001842658c8 (__TEXT,__text) external _ulocale_getUnicodeKeywordValue
0000000184265a40 (__TEXT,__text) external _ulocale_getUnicodeKeywords
0000000184265778 (__TEXT,__text) external _ulocale_getVariant
0000000184265aa8 (__TEXT,__text) external _ulocale_isBogus
0000000184265630 (__TEXT,__text) external _ulocale_openForLanguageTag
0000000184265518 (__TEXT,__text) external _ulocale_openForLocaleID
0000000184265e48 (__TEXT,__text) external _ulocbld_addUnicodeLocaleAttribute
0000000184265c50 (__TEXT,__text) external _ulocbld_adoptULocale
00000001842661fc (__TEXT,__text) external _ulocbld_buildLanguageTag
00000001842660d4 (__TEXT,__text) external _ulocbld_buildLocaleID
0000000184266000 (__TEXT,__text) external _ulocbld_buildULocale
0000000184265fe8 (__TEXT,__text) external _ulocbld_clear
0000000184265ff4 (__TEXT,__text) external _ulocbld_clearExtensions
0000000184265ae8 (__TEXT,__text) external _ulocbld_close
0000000184266350 (__TEXT,__text) external _ulocbld_copyErrorTo
0000000184265abc (__TEXT,__text) external _ulocbld_open
0000000184265ea0 (__TEXT,__text) external _ulocbld_removeUnicodeLocaleAttribute
0000000184265ef8 (__TEXT,__text) external _ulocbld_setExtension
0000000184265ce8 (__TEXT,__text) external _ulocbld_setLanguage
0000000184265c90 (__TEXT,__text) external _ulocbld_setLanguageTag
0000000184265b14 (__TEXT,__text) external _ulocbld_setLocale
0000000184265d98 (__TEXT,__text) external _ulocbld_setRegion
0000000184265d40 (__TEXT,__text) external _ulocbld_setScript
0000000184265f5c (__TEXT,__text) external _ulocbld_setUnicodeLocaleKeyword
0000000184265df0 (__TEXT,__text) external _ulocbld_setVariant
0000000184266424 (__TEXT,__text) external _ulocdata_close
0000000184266948 (__TEXT,__text) external _ulocdata_getCLDRVersion
000000018426656c (__TEXT,__text) external _ulocdata_getDelimiter
0000000184266480 (__TEXT,__text) external _ulocdata_getExemplarSet
00000001842669c4 (__TEXT,__text) external _ulocdata_getLocaleDisplayPattern
0000000184266b08 (__TEXT,__text) external _ulocdata_getLocaleSeparator
00000001842666a8 (__TEXT,__text) external _ulocdata_getMeasurementSystem
0000000184266478 (__TEXT,__text) external _ulocdata_getNoSubstitute
00000001842668a0 (__TEXT,__text) external _ulocdata_getPaperSize
0000000184266368 (__TEXT,__text) external _ulocdata_open
0000000184266470 (__TEXT,__text) external _ulocdata_setNoSubstitute
00000001841e8370 (__TEXT,__text) external _ulocimp_setRegionToSupplementalRegion
00000001843358fc (__TEXT,__text) external _umeas_getPrefixBase
00000001843358e0 (__TEXT,__text) external _umeas_getPrefixPower
00000001843fb7bc (__TEXT,__text) external _umsg_applyPattern
00000001843fba60 (__TEXT,__text) external _umsg_autoQuoteApostrophe
00000001843fb648 (__TEXT,__text) external _umsg_clone
00000001843fb0a4 (__TEXT,__text) external _umsg_close
00000001843fba00 (__TEXT,__text) external _umsg_format
00000001843fb76c (__TEXT,__text) external _umsg_getLocale
00000001843fabe0 (__TEXT,__text) external _umsg_open
00000001843fba30 (__TEXT,__text) external _umsg_parse
00000001843fb6cc (__TEXT,__text) external _umsg_setLocale
00000001843fb8b4 (__TEXT,__text) external _umsg_toPattern
00000001843fad58 (__TEXT,__text) external _umsg_vformat
00000001843fb280 (__TEXT,__text) external _umsg_vparse
0000000184269e90 (__TEXT,__text) external _umtx_lock
0000000184269ef0 (__TEXT,__text) external _umtx_unlock
0000000184267b24 (__TEXT,__text) external _umutablecptrie_buildImmutable
0000000184266f20 (__TEXT,__text) external _umutablecptrie_clone
0000000184267050 (__TEXT,__text) external _umutablecptrie_close
00000001842670bc (__TEXT,__text) external _umutablecptrie_fromUCPMap
000000018426721c (__TEXT,__text) external _umutablecptrie_fromUCPTrie
00000001842673b8 (__TEXT,__text) external _umutablecptrie_get
000000018426741c (__TEXT,__text) external _umutablecptrie_getRange
0000000184266e04 (__TEXT,__text) external _umutablecptrie_open
