00007ff905c88b3d (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff942c9bc68 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff942c9b8d0 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff942c9bdd8 (__DATA,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff942c9be78 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff942c9bfc8 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff942c9bf68 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff942c9b8a0 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff942c9bc18 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff942c9b9b8 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942c9bb78 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff942c9b980 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff942c9b840 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff942c9bd88 (__DATA,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942c9bed8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff942c9be48 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff942c9c000 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32r_e5_v8?0l
00007ff942c9bf98 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff942c9bba8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff942c9b870 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff942c9ba18 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942c9bea8 (__DATA,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff942c9bf08 (__DATA,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff942c9b9e8 (__DATA,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942c9b950 (__DATA,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff942c9bf38 (__DATA,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff942c9ba48 (__DATA,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff942c9bdf8 (__DATA,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff942c9b8f0 (__DATA,__const) non-external ___block_literal_global
00007ff942c9b930 (__DATA,__const) non-external ___block_literal_global
00007ff942c9ba78 (__DATA,__const) non-external ___block_literal_global
00007ff942c9bb58 (__DATA,__const) non-external ___block_literal_global
00007ff942c9bbd8 (__DATA,__const) non-external ___block_literal_global
00007ff942c9bd48 (__DATA,__const) non-external ___block_literal_global
00007ff942c9bdb8 (__DATA,__const) non-external ___block_literal_global
00007ff942c9be28 (__DATA,__const) non-external ___block_literal_global
00007ff942c9c030 (__DATA,__const) non-external ___block_literal_global
00007ff942c9bbf8 (__DATA,__const) non-external ___block_literal_global.101
00007ff942c9bc48 (__DATA,__const) non-external ___block_literal_global.103
00007ff942c9bc88 (__DATA,__const) non-external ___block_literal_global.104
00007ff942c9bca8 (__DATA,__const) non-external ___block_literal_global.106
00007ff942c9bcc8 (__DATA,__const) non-external ___block_literal_global.108
00007ff942c9bb18 (__DATA,__const) non-external ___block_literal_global.11
00007ff942c9bce8 (__DATA,__const) non-external ___block_literal_global.110
00007ff942c9bd08 (__DATA,__const) non-external ___block_literal_global.112
00007ff942c9bd28 (__DATA,__const) non-external ___block_literal_global.114
00007ff942c9ba98 (__DATA,__const) non-external ___block_literal_global.3
00007ff942c9bab8 (__DATA,__const) non-external ___block_literal_global.5
00007ff942c9c050 (__DATA,__const) non-external ___block_literal_global.54
00007ff942c9bad8 (__DATA,__const) non-external ___block_literal_global.7
00007ff942c9bd68 (__DATA,__const) non-external ___block_literal_global.84
00007ff942c9baf8 (__DATA,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff905c83d5b (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff905c83fc0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff905c889b5 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r
00007ff905c83ce4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff905c77651 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff905c7dd28 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff905c7f26c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff905c7b33e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff905c86751 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff905c82137 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff905c7705e (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff905c76b82 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff905c889cc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r
00007ff905c83d1c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff905c77660 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff905c83ff8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff905c7dd58 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff905c7b382 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff905c8216a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff905c7708c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff905c76b94 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff905c83c22 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff905c83d47 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff905c8af6a (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff905c81e04 (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff905c88786 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff905c7b23c (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff905c7acdb (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff905c8a1fa (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff942ca2c60 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff942ca2e78 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff942ca2eb0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff942ca2fe0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff942ca30c8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff942ca2f00 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00007ff942ca2f08 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.103
00007ff942ca2f48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.104
00007ff942ca2cd0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.109
00007ff942ca2f88 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.152
00007ff942ca2cf8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.159
00007ff942ca2d58 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.160
00007ff942ca2db8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.197
00007ff942ca2e00 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.198
00007ff942ca2e48 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.214
00007ff942ca2e60 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.215
00007ff942ca2eb8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.61
00007ff942ca2ec0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.67
00007ff942ca2ec8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.75
00007ff942ca2c70 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.79
00007ff942ca2ed8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.85
00007ff942ca2ef0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.91
00007ff942ca2c90 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
00007ff942ca2ef8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
                 (undefined) external _abort_report_np (from libSystem)
00007ff905c8829c (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff905c8efd0 (__TEXT,__dlopen_cstrs) non-external _audit_stringAppleMobileFileIntegrity
00007ff905c7fb4e (__TEXT,__text) external _calculateTotalPathSize
00007ff905c881d6 (__TEXT,__text) external _checkBOOLSetting
00007ff905c7b942 (__TEXT,__text) external _checkPathQuarantineState
00007ff905c8a529 (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff905c7b8a9 (__TEXT,__text) external _checkURLQuarantineState
00007ff905c787d7 (__TEXT,__text) external _copyAdhocSignatureHash
00007ff905c89690 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff905c8988a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff905c898be (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff905c898f2 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff905c89926 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff905c89980 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff905c899b4 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff905c89a1b (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff905c89a75 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff905c89acf (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff905c896ea (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff905c8971e (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff905c89752 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff905c89786 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff905c897ba (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff905c897ee (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff905c89822 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff905c89856 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff905c7a1dc (__TEXT,__text) external _copyBootUUID
00007ff905c8a092 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff905c79918 (__TEXT,__text) external _copyBundleID
00007ff905c89dc2 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff905c79a06 (__TEXT,__text) external _copyBundleIDFromURL
00007ff905c79bf4 (__TEXT,__text) external _copyBundleVersion
00007ff905c89e76 (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff905c79b06 (__TEXT,__text) external _copyBundleVersionShort
00007ff905c89e1c (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff905c79a86 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff905c792dd (__TEXT,__text) external _copyCdhash
00007ff905c89b29 (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff905c89b5d (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff905c89b91 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff905c7926a (__TEXT,__text) external _copyCdhashFromKextURL
00007ff905c88394 (__TEXT,__text) external _copyCodeSigningInfo
00007ff905c79fc8 (__TEXT,__text) external _copyDeveloperName
00007ff905c89f2a (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff905c89f84 (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff905c89fde (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff905c8a038 (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff905c887c2 (__TEXT,__text) external _copyEntitlements
00007ff905c7946d (__TEXT,__text) external _copyLegacyCdhash
00007ff905c777cb (__TEXT,__text) external _copyLegacyDeveloperName
00007ff905c7b62a (__TEXT,__text) external _copySecureTimestamp
00007ff905c8a465 (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff905c7a363 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff905c79849 (__TEXT,__text) external _copySigningID
00007ff905c89d68 (__TEXT,__text) non-external _copySigningID.cold.1
00007ff905c7968b (__TEXT,__text) external _copyTeamIdentifier
00007ff905c89d0e (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff905c794dc (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff905c89beb (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff905c89c4c (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff905c795de (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff905c89cad (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff905c79ce2 (__TEXT,__text) external _copyUnstagedURL
00007ff905c89ed0 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff905c787c8 (__TEXT,__text) external _createCodeReference
00007ff905c786a4 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff905c8955e (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff905c895f7 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff905c78698 (__TEXT,__text) external _createCodeReferenceQuiet
00007ff905c785f4 (__TEXT,__text) external _createHexStringFromData
00007ff905c84506 (__TEXT,__text) non-external _createMigrationManifest
00007ff905c8b0ac (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff905c882ef (__TEXT,__text) external _createSecStaticCodeForURL
00007ff905c8b3c6 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff905c881a6 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff905c79de2 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00007ff942ca33a8 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff942ca33b0 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff905c83754 (__TEXT,__text) external _doBooleanXPCFunction
00007ff905c839a1 (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff905c839b0 (__TEXT,__text) external _doObjectXPCFunction
00007ff942ca3360 (__DATA,__bss) non-external _exec.sLog
00007ff942ca3358 (__DATA,__bss) non-external _exec.sLogInit
00007ff905c7fc5d (__TEXT,__text) external _fileExists
00007ff905c7fcd6 (__TEXT,__text) external _fileIsSymlink
00007ff905c80b5f (__TEXT,__text) external _findContainingBundle
00007ff905c7a5ac (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff905c815bd (__TEXT,__text) external _findOuterMostBundle
00007ff905c81d81 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff905c80cf9 (__TEXT,__text) external _findScanTargetByPath
00007ff905c811b3 (__TEXT,__text) external _findTopAppBundle
00007ff905c80c7b (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff905c7c150 (__TEXT,__text) non-external _fsEventCallback
00007ff942ca3340 (__DATA,__bss) non-external _generic.sLog
00007ff942ca3338 (__DATA,__bss) non-external _generic.sLogInit
00007ff905c88a31 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff942ca33c0 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff942ca3328 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff942ca3330 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff905c7975c (__TEXT,__text) external _getDictionaryValue
00007ff905c814ab (__TEXT,__text) external _getVolumePrefix
00007ff905c8aa86 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00007ff905c80b2f (__TEXT,__text) non-external _globalBundleSuffixes
00007ff942ca33a0 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff942ca3398 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff905c7a3f9 (__TEXT,__text) external _hasCodeRequirementString
00007ff905c8a146 (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff905c8da00 (__TEXT,__cstring) non-external _hexString.nibble
00007ff905c7bc03 (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff905c7ba29 (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff905c7a4f8 (__TEXT,__text) external _isAdhocSignature
00007ff905c8a1a0 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff905c784b5 (__TEXT,__text) external _isAppleInternalMachine
00007ff905c7a4ac (__TEXT,__text) external _isAppleSignedCode
00007ff905c7b3ae (__TEXT,__text) external _isCodelessKext
00007ff905c8a264 (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff905c83d72 (__TEXT,__text) external _isConnectionEntitled
00007ff905c8afc4 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff905c784ce (__TEXT,__text) external _isDarwinOSEnvironment
00007ff905c7a4e5 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff905c7a4d2 (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff905c784e3 (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff905c7a37a (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff905c7a370 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff905c7b6f3 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff905c8a4bf (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff905c7846a (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff905c7a4bf (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff905c8409e (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff905c7b458 (__TEXT,__text) external _isNotarizedKext
00007ff905c8a2be (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff905c8a357 (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff905c8a3de (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff905c78483 (__TEXT,__text) external _isSIPDisabledMachine
00007ff905c7849c (__TEXT,__text) external _isSKELDisabledMachine
00007ff905c8094c (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff942ca3350 (__DATA,__bss) non-external _kext.sLog
00007ff942ca3348 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007ff942ca3370 (__DATA,__bss) non-external _measurements.sLog
00007ff942ca3368 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff905c808e9 (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
00007ff905c883be (__TEXT,__text) external _opaqueSignCode
00007ff905c8b45f (__TEXT,__text) non-external _opaqueSignCode.cold.1
00007ff905c8b4b9 (__TEXT,__text) non-external _opaqueSignCode.cold.2
00007ff905c8b4ec (__TEXT,__text) non-external _opaqueSignCode.cold.3
00007ff905c8b546 (__TEXT,__text) non-external _opaqueSignCode.cold.4
00007ff905c8b5a0 (__TEXT,__text) non-external _opaqueSignCode.cold.5
                 (undefined) external _os_log_create (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_signpost_id_generate (from libSystem)
                 (undefined) external _os_variant_is_darwinos (from libSystem)
00007ff942ca2ad8 (__DATA,__data) external _sSystemPolicySubsystem
00007ff942ca3390 (__DATA,__bss) non-external _sVerboseLogging
00007ff905c7adf8 (__TEXT,__text) external _scanForBundledKernelExtensions
00007ff905c7a7ad (__TEXT,__text) external _scanForBundles
00007ff905c7ad69 (__TEXT,__text) external _scanForKernelExtensions
00007ff905c810e9 (__TEXT,__text) external _shouldFilterOutScanTarget
00007ff942ca3380 (__DATA,__bss) non-external _signposts.sLog
00007ff942ca3378 (__DATA,__bss) non-external _signposts.sLogInit
                 (undefined) external _stat$INODE64 (from libSystem)
                 (undefined) external _statfs$INODE64 (from libSystem)
                 (undefined) external _strerror (from libSystem)
00007ff905c77be4 (__TEXT,__text) non-external _stringHasAnyPrefix
                 (undefined) external _strtoul (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ff905c7a2bd (__TEXT,__text) external _systemUptime
00007ff905c8a0ec (__TEXT,__text) non-external _systemUptime.cold.1
                 (undefined) external _time (from libSystem)
00007ff905c7c3ec (__TEXT,__text) non-external _timestampForURL
00007ff905c80a4f (__TEXT,__text) external _urlLooksLikeBundle
00007ff942ca3388 (__DATA,__bss) non-external _verboseLoggingEnabled.sOnceToken
