00007ff841eac3a0 (__DATA,__data) external _NDR_record
00007ff80039c24f (__TEXT,__text) external _reboot
00007ff80039c256 (__TEXT,__text) external _reboot_np
00007ff8003a2d0e (__TEXT,__text) external _record_system_event_as_kernel
00007ff800391c78 (__TEXT,__text) external _recvfrom
00007ff800391b48 (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff800391f94 (__TEXT,__text) external _recvmsg
00007ff8003991d0 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff800399bd0 (__TEXT,__text) external _recvmsg_x
00007ff800399be8 (__TEXT,__text) external _register_uexc_handler
00007ff80039240c (__TEXT,__text) external _removexattr
00007ff80039139c (__TEXT,__text) external _rename
00007ff80039ebb2 (__TEXT,__text) external _rename_ext
00007ff80039c2c2 (__TEXT,__text) external _renameat
00007ff80039eb71 (__TEXT,__text) external _renameatx_np
00007ff80039eb88 (__TEXT,__text) external _renamex_np
00007ff800399c00 (__TEXT,__text) external _revoke
00007ff8003913d5 (__TEXT,__text) external _rmdir
00007ff800399c18 (__TEXT,__text) external _searchfs
00007ff800391d06 (__TEXT,__text) external _select
00007ff8003927c3 (__TEXT,__text) external _select$1050
00007ff8003972d0 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff800391b30 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff800391b00 (__TEXT,__text) external _select$NOCANCEL
00007ff80039600c (__TEXT,__text) external _sem_close
00007ff8003a2818 (__TEXT,__text) external _sem_destroy
00007ff8003a283b (__TEXT,__text) external _sem_getvalue
00007ff8003a285e (__TEXT,__text) external _sem_init
00007ff800395ff4 (__TEXT,__text) external _sem_open
00007ff800399c30 (__TEXT,__text) external _sem_post
00007ff800399c48 (__TEXT,__text) external _sem_trywait
00007ff800399c60 (__TEXT,__text) external _sem_unlink
00007ff800399c78 (__TEXT,__text) external _sem_wait
00007ff800399218 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff800390a5e (__TEXT,__text) external _semaphore_create
00007ff800390d3c (__TEXT,__text) external _semaphore_destroy
00007ff800390b87 (__TEXT,__text) external _semaphore_signal
00007ff80039cad4 (__TEXT,__text) external _semaphore_signal_all
00007ff80038e51c (__TEXT,__text) external _semaphore_signal_all_trap
00007ff80039cad9 (__TEXT,__text) external _semaphore_signal_thread
00007ff80038e528 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff80038e510 (__TEXT,__text) external _semaphore_signal_trap
00007ff8003921c7 (__TEXT,__text) external _semaphore_timedwait
00007ff80039cae4 (__TEXT,__text) external _semaphore_timedwait_signal
00007ff80038e558 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff80038e54c (__TEXT,__text) external _semaphore_timedwait_trap
00007ff800390b82 (__TEXT,__text) external _semaphore_wait
00007ff80039cadf (__TEXT,__text) external _semaphore_wait_signal
00007ff80038e540 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff80038e534 (__TEXT,__text) external _semaphore_wait_trap
00007ff800399230 (__TEXT,__text) external _semctl
00007ff800399c90 (__TEXT,__text) external _semget
00007ff800399ca8 (__TEXT,__text) external _semop
00007ff800399248 (__TEXT,__text) external _semsys
00007ff800399cc0 (__TEXT,__text) external _sendfile
00007ff800392d90 (__TEXT,__text) external _sendmsg
00007ff800391b78 (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff800399cd8 (__TEXT,__text) external _sendmsg_x
00007ff800391c60 (__TEXT,__text) external _sendto
00007ff800391ae8 (__TEXT,__text) external _sendto$NOCANCEL
00007ff8003910c8 (__TEXT,__text) external _setattrlist
00007ff800399cf0 (__TEXT,__text) external _setattrlistat
00007ff8003a56bb (__TEXT,__text) external _setaudit
00007ff800399d08 (__TEXT,__text) external _setaudit_addr
00007ff800399d20 (__TEXT,__text) external _setauid
00007ff800395e54 (__TEXT,__text) external _setegid
00007ff800395e3c (__TEXT,__text) external _seteuid
00007ff800395c34 (__TEXT,__text) external _setgid
00007ff800399d38 (__TEXT,__text) external _setgroups
00007ff80039463e (__TEXT,__text) external _setiopolicy_np
00007ff800395238 (__TEXT,__text) external _setitimer
00007ff800397abc (__TEXT,__text) external _setpgid
00007ff800394db3 (__TEXT,__text) external _setpriority
00007ff800399d50 (__TEXT,__text) external _setprivexec
00007ff80039ca0a (__TEXT,__text) external _setquota
00007ff800399260 (__TEXT,__text) external _setregid
00007ff800399278 (__TEXT,__text) external _setreuid
00007ff8003908b1 (__TEXT,__text) external _setrlimit
00007ff800399290 (__TEXT,__text) external _setsgroups_np
00007ff800395334 (__TEXT,__text) external _setsid
00007ff800391ab8 (__TEXT,__text) external _setsockopt
00007ff800395c4c (__TEXT,__text) external _setuid
00007ff8003992d8 (__TEXT,__text) external _setwgroups_np
00007ff800391308 (__TEXT,__text) external _setxattr
00007ff80039faca (__TEXT,__text) external _sfi_get_class_offtime
00007ff80039faeb (__TEXT,__text) external _sfi_process_get_flags
00007ff80039fadb (__TEXT,__text) external _sfi_process_set_flags
00007ff800396039 (__TEXT,__text) external _sfi_set_class_offtime
00007ff80038f9a8 (__TEXT,__text) external _shm_open
00007ff800399d68 (__TEXT,__text) external _shm_unlink
00007ff800399d80 (__TEXT,__text) external _shmat
00007ff800399338 (__TEXT,__text) external _shmctl
00007ff800399d98 (__TEXT,__text) external _shmdt
00007ff800399db0 (__TEXT,__text) external _shmget
00007ff800399350 (__TEXT,__text) external _shmsys
00007ff800391cc0 (__TEXT,__text) external _shutdown
00007ff800399dc8 (__TEXT,__text) external _sigpending
00007ff800391068 (__TEXT,__text) external _sigprocmask
00007ff8003a3cec (__TEXT,__text) external _sigsuspend
00007ff8003942b8 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff800391898 (__TEXT,__text) external _socket
00007ff800399de0 (__TEXT,__text) external _socket_delegate
00007ff800391b60 (__TEXT,__text) external _socketpair
00007ff80039f8b1 (__TEXT,__text) external _stackshot_capture_with_config
00007ff80039f850 (__TEXT,__text) external _stackshot_config_create
00007ff80039f9d4 (__TEXT,__text) external _stackshot_config_dealloc
00007ff80039f98c (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff80039f91e (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff80039f92b (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff80039f958 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff80039f89f (__TEXT,__text) external _stackshot_config_set_flags
00007ff80039f971 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff80039f88f (__TEXT,__text) external _stackshot_config_set_pid
00007ff80039f940 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff800397aec (__TEXT,__text) external _stat
00007ff80038fae8 (__TEXT,__text) external _stat$INODE64
00007ff80038fae8 (__TEXT,__text) external _stat64
00007ff800399df8 (__TEXT,__text) external _statfs
00007ff800390a00 (__TEXT,__text) external _statfs$INODE64
00007ff800390a00 (__TEXT,__text) external _statfs64
00007ff841eac470 (__DATA,__bss) non-external _supported
00007ff800399e10 (__TEXT,__text) external _swapon
00007ff80038e618 (__TEXT,__text) external _swtch
00007ff80038e60c (__TEXT,__text) external _swtch_pri
00007ff800392d60 (__TEXT,__text) external _symlink
00007ff800399e28 (__TEXT,__text) external _symlinkat
00007ff800399e40 (__TEXT,__text) external _sync
00007ff8003901d0 (__TEXT,__text) external _syscall
00007ff80038e624 (__TEXT,__text) external _syscall_thread_switch
00007ff80039fab8 (__TEXT,__text) external _system_get_sfi_window
00007ff800399e58 (__TEXT,__text) external _system_override
00007ff800396063 (__TEXT,__text) external _system_set_sfi_window
00007ff841eac478 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff841eac418 (__DATA,__common) external _system_version_compat_mode
00007ff8003b0d49 (__TEXT,__text) external _task_assign
00007ff8003b0e42 (__TEXT,__text) external _task_assign_default
00007ff8003af90c (__TEXT,__text) external _task_create
00007ff8003b2b2a (__TEXT,__text) external _task_create_identity_token
00007ff8003b2d50 (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff80038e438 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8003b2a3f (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff80038e5a0 (__TEXT,__text) external _task_for_pid
00007ff8003b1c3a (__TEXT,__text) external _task_generate_corpse
00007ff8003b0f26 (__TEXT,__text) external _task_get_assignment
00007ff8003b2077 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8003b08c7 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003b2765 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8003976d2 (__TEXT,__text) external _task_get_exception_ports
00007ff8003b2e34 (__TEXT,__text) external _task_get_exception_ports_info
00007ff8003b1901 (__TEXT,__text) external _task_get_mach_voucher
00007ff80038e9b3 (__TEXT,__text) external _task_get_special_port
00007ff8003b11d9 (__TEXT,__text) external _task_get_state
00007ff8003b2c31 (__TEXT,__text) external _task_identity_token_get_task_port
00007ff80038eb18 (__TEXT,__text) external _task_info
00007ff8003b25e7 (__TEXT,__text) external _task_inspect
00007ff800399e70 (__TEXT,__text) external _task_inspect_for_pid
00007ff8003b1d41 (__TEXT,__text) external _task_map_corpse_info
00007ff8003b24be (__TEXT,__text) external _task_map_corpse_info_64
00007ff8003b3364 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff80038e594 (__TEXT,__text) external _task_name_for_pid
00007ff8003b068e (__TEXT,__text) external _task_policy
00007ff8003b03f1 (__TEXT,__text) external _task_policy_get
00007ff80039048b (__TEXT,__text) external _task_policy_set
00007ff8003b17cf (__TEXT,__text) external _task_purgable_info
00007ff800399e88 (__TEXT,__text) external _task_read_for_pid
00007ff8003b238c (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8003b1e69 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8003b229d (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8003b219e (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff80038e6cb (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003908d1 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003afbdf (__TEXT,__text) external _task_resume
00007ff8003b1703 (__TEXT,__text) external _task_resume2
00007ff8003b05a3 (__TEXT,__text) external _task_sample
00007ff80039cb02 (__TEXT,__text) external _task_self_
00007ff80038e4e0 (__TEXT,__text) external _task_self_trap
00007ff8003b3184 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8003b07df (__TEXT,__text) external _task_set_emulation
00007ff8003b09f2 (__TEXT,__text) external _task_set_emulation_vector
00007ff8003b2860 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff800396856 (__TEXT,__text) external _task_set_exception_ports
00007ff800396bfe (__TEXT,__text) external _task_set_info
00007ff8003b1a20 (__TEXT,__text) external _task_set_mach_voucher
00007ff8003b14e9 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8003b102d (__TEXT,__text) external _task_set_policy
00007ff8003a52aa (__TEXT,__text) external _task_set_port_space
00007ff8003b0af9 (__TEXT,__text) external _task_set_ras_pc
00007ff80038f4b6 (__TEXT,__text) external _task_set_special_port
00007ff8003b138d (__TEXT,__text) external _task_set_state
00007ff8003afb13 (__TEXT,__text) external _task_suspend
00007ff8003b15fc (__TEXT,__text) external _task_suspend2
00007ff8003aff58 (__TEXT,__text) external _task_swap_exception_ports
00007ff8003b1b0b (__TEXT,__text) external _task_swap_mach_voucher
00007ff8003afa47 (__TEXT,__text) external _task_terminate
00007ff8003b3268 (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003b3099 (__TEXT,__text) external _task_test_sync_upcall
00007ff800395963 (__TEXT,__text) external _task_threads
00007ff8003b1f70 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8003b0be2 (__TEXT,__text) external _task_zone_info
00007ff80039fab0 (__TEXT,__text) external _terminate_with_payload
00007ff800396bc9 (__TEXT,__text) external _terminate_with_reason
00007ff8003b3b5d (__TEXT,__text) external _thread_abort
00007ff8003b3c29 (__TEXT,__text) external _thread_abort_safely
00007ff8003b4431 (__TEXT,__text) external _thread_assign
00007ff8003b451c (__TEXT,__text) external _thread_assign_default
00007ff8003b4bab (__TEXT,__text) external _thread_convert_thread_state
00007ff8003afcab (__TEXT,__text) external _thread_create
00007ff8003afdb2 (__TEXT,__text) external _thread_create_running
00007ff8003b3cf5 (__TEXT,__text) external _thread_depress_abort
00007ff800390c92 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8003b45e8 (__TEXT,__text) external _thread_get_assignment
00007ff800396077 (__TEXT,__text) external _thread_get_exception_ports
00007ff8003b4ddd (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8003b4872 (__TEXT,__text) external _thread_get_mach_voucher
00007ff80039e8ad (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8003b3dc1 (__TEXT,__text) external _thread_get_special_port
00007ff80038e5dc (__TEXT,__text) external _thread_get_special_reply_port
00007ff800395a7d (__TEXT,__text) external _thread_get_state
00007ff8003942f9 (__TEXT,__text) external _thread_info
00007ff800392630 (__TEXT,__text) external _thread_policy
00007ff800395c64 (__TEXT,__text) external _thread_policy_get
00007ff800393395 (__TEXT,__text) external _thread_policy_set
00007ff8003b3a91 (__TEXT,__text) external _thread_resume
00007ff8003b4262 (__TEXT,__text) external _thread_sample
00007ff80038e4d4 (__TEXT,__text) external _thread_self_trap
00007ff800399ea0 (__TEXT,__text) external _thread_selfcounts
00007ff80039359b (__TEXT,__text) external _thread_set_exception_ports
00007ff8003b4991 (__TEXT,__text) external _thread_set_mach_voucher
00007ff80039e85e (__TEXT,__text) external _thread_set_policy
00007ff8003b3ee0 (__TEXT,__text) external _thread_set_special_port
00007ff8003b3869 (__TEXT,__text) external _thread_set_state
00007ff8003b39c5 (__TEXT,__text) external _thread_suspend
00007ff8003b3fd9 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003b4a7c (__TEXT,__text) external _thread_swap_mach_voucher
00007ff800392a1f (__TEXT,__text) external _thread_switch
00007ff8003b348d (__TEXT,__text) external _thread_terminate
00007ff8003a6eac (__TEXT,__text) external _thread_wire
00007ff8003b6ad0 (__TEXT,__const) non-external _times_now
00007ff800399eb8 (__TEXT,__text) external _tracker_action
00007ff800399ed0 (__TEXT,__text) external _truncate
00007ff8003929f0 (__TEXT,__text) external _umask
00007ff800399ee8 (__TEXT,__text) external _undelete
00007ff800399f00 (__TEXT,__text) external _ungraftdmg
00007ff80039166f (__TEXT,__text) external _unlink
00007ff8003962d8 (__TEXT,__text) external _unlinkat
00007ff800398458 (__TEXT,__text) external _unmount
00007ff800399f18 (__TEXT,__text) external _usrctl
00007ff80039e783 (__TEXT,__text) external _utimensat
00007ff800392a08 (__TEXT,__text) external _utimes
00007ff800399f30 (__TEXT,__text) external _vfs_purge
00007ff8003900d9 (__TEXT,__text) external _vm_allocate
00007ff8003a6fa5 (__TEXT,__text) external _vm_allocate_cpm
00007ff8003b55a3 (__TEXT,__text) external _vm_behavior_set
00007ff800390b8d (__TEXT,__text) external _vm_copy
00007ff80039018c (__TEXT,__text) external _vm_deallocate
00007ff8003b5042 (__TEXT,__text) external _vm_inherit
00007ff843a3c7f0 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff843a3c7f8 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff843a3c7e8 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff8003b568f (__TEXT,__text) external _vm_machine_attribute
00007ff800398197 (__TEXT,__text) external _vm_map
00007ff8003b57b2 (__TEXT,__text) external _vm_map_page_query
00007ff8003b54b7 (__TEXT,__text) external _vm_msync
00007ff843a3c800 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff843a3c808 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff843a3c820 (__DATA_DIRTY,__common) external _vm_page_size
00007ff800399f48 (__TEXT,__text) external _vm_pressure_monitor
00007ff800391f8d (__TEXT,__text) external _vm_protect
00007ff80039121a (__TEXT,__text) external _vm_purgable_control
00007ff800395e6b (__TEXT,__text) external _vm_read
00007ff8003b5131 (__TEXT,__text) external _vm_read_list
00007ff8003b539a (__TEXT,__text) external _vm_read_overwrite
00007ff800394e0e (__TEXT,__text) external _vm_region_64
00007ff800394ff7 (__TEXT,__text) external _vm_region_recurse_64
00007ff80039029f (__TEXT,__text) external _vm_remap
00007ff8003a55f1 (__TEXT,__text) external _vm_remap_new
00007ff8003a6daa (__TEXT,__text) external _vm_wire
00007ff8003b5298 (__TEXT,__text) external _vm_write
00007ff80039100c (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff80038f45d (__TEXT,__text) external _voucher_mach_msg_clear
00007ff800390ff6 (__TEXT,__text) external _voucher_mach_msg_revert
00007ff80038f0b0 (__TEXT,__text) external _voucher_mach_msg_set
00007ff841eac3f8 (__DATA,__common) external _vprintf_stderr_func
00007ff8003983e4 (__TEXT,__text) external _wait4
00007ff800399f60 (__TEXT,__text) external _waitid
00007ff800399468 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8003a4227 (__TEXT,__text) external _work_interval_copy_port
00007ff8003956e8 (__TEXT,__text) external _work_interval_create
00007ff8003a40c1 (__TEXT,__text) external _work_interval_destroy
00007ff8003a3e37 (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8003957dc (__TEXT,__text) external _work_interval_instance_alloc
00007ff8003a3f4f (__TEXT,__text) external _work_interval_instance_clear
00007ff8003a4059 (__TEXT,__text) external _work_interval_instance_finish
00007ff8003a3f63 (__TEXT,__text) external _work_interval_instance_free
00007ff8003a3fb7 (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8003a3f99 (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8003a3fa8 (__TEXT,__text) external _work_interval_instance_get_finish
00007ff80039581a (__TEXT,__text) external _work_interval_instance_get_id
00007ff8003a3f8a (__TEXT,__text) external _work_interval_instance_get_start
00007ff8003a3f85 (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8003a3f7b (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8003a3f80 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8003a3f76 (__TEXT,__text) external _work_interval_instance_set_start
00007ff8003a3fc7 (__TEXT,__text) external _work_interval_instance_start
00007ff8003a400c (__TEXT,__text) external _work_interval_instance_update
00007ff8003a4199 (__TEXT,__text) external _work_interval_join
00007ff8003a41e0 (__TEXT,__text) external _work_interval_join_port
00007ff8003a4217 (__TEXT,__text) external _work_interval_leave
00007ff8003a3ea2 (__TEXT,__text) external _work_interval_notify
00007ff8003a3f11 (__TEXT,__text) external _work_interval_notify_simple
00007ff800391384 (__TEXT,__text) external _write
00007ff80039160c (__TEXT,__text) external _write$NOCANCEL
00007ff8003915dc (__TEXT,__text) external _writev
00007ff800399480 (__TEXT,__text) external _writev$NOCANCEL
