00007ffa42af23f0 (__DATA,__data) non-external _.compoundliteral
00007ffa18218fe8 (__TEXT,__text) non-external (was a private external) _glpTypeParseDeref
00007ffa181c58f1 (__TEXT,__text) non-external (was a private external) _glpTypeSizeGetSize
00007ffa181c58e3 (__TEXT,__text) non-external (was a private external) _glpTypeSizeIsValid
00007ffa181ebbb1 (__TEXT,__text) non-external _glpTypeToLLVMType
00007ffa1821d665 (__TEXT,__text) non-external (was a private external) _glpTypedValueHash
00007ffa181c55d4 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashCache
00007ffa181c552f (__TEXT,__text) non-external (was a private external) _glpTypedValueHashGet
00007ffa181c5382 (__TEXT,__text) non-external (was a private external) _glpTypedValueHashPut
00007ffa1821d6c1 (__TEXT,__text) non-external (was a private external) _glpTypedValuesEqual
00007ffa18218750 (__TEXT,__text) non-external (was a private external) _glpTypesEqual
00007ffa18223322 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeGetExpr
00007ffa1822332f (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorNodeSetExpr
00007ffa182197a0 (__TEXT,__text) non-external (was a private external) _glpUnaryOperatorStringToSymbol
00007ffa18223963 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeGetCallee
00007ffa18223974 (__TEXT,__text) non-external (was a private external) _glpUndeterminedCallNodeSetCallee
00007ffa181c6590 (__TEXT,__text) non-external (was a private external) _glpUnlockPoolAllocator
00007ffa1825893b (__TEXT,__text) non-external (was a private external) _glpUpdateExtensionBehavior
00007ffa1820cc00 (__TEXT,__text) non-external (was a private external) _glpValidateSwizzle
00007ffa1821d30c (__TEXT,__text) non-external (was a private external) _glpValueGetAsSize
00007ffa1821d2c3 (__TEXT,__text) non-external (was a private external) _glpValueIsUsableAsSize
00007ffa18224d37 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeAddDeclaration
00007ffa18224cf4 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetBaseType
00007ffa18224d17 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclaration
00007ffa18224d0e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeGetDeclarationCount
00007ffa18224d44 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeInsertDeclaration
00007ffa18224d01 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetBaseType
00007ffa18224d27 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationGroupNodeSetDeclaration
00007ffa18224c50 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetExtra
00007ffa18224c7e (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetInitializer
00007ffa18224c46 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetIsFromSource
00007ffa18224c2a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetName
00007ffa18224c64 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeGetType
00007ffa18224c5a (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetExtra
00007ffa18224c8c (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetInitializer
00007ffa18224c38 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetName
00007ffa18224c71 (__TEXT,__text) non-external (was a private external) _glpVariableDeclarationNodeSetType
00007ffa182236b8 (__TEXT,__text) non-external (was a private external) _glpVariableIdentifierNodeGetName
00007ffa181f129c (__TEXT,__text) non-external (was a private external) _glpVariableObjectExtendImplicitArraySize
00007ffa181f1151 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa181f11e8 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa1824618d (__TEXT,__text) non-external _glpVecFromValue
00007ffa1827a63b (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa18269c8c (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffa182695f4 (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffa18269723 (__TEXT,__text) non-external _glpWriteClampSat
00007ffa18269792 (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa1826cced (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa1822472c (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa18224736 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa18269034 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa1826cc62 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa182690ad (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa1821252e (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa182124b0 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa1813ef39 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa181c3483 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa181c3555 (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa181c445a (__TEXT,__text) external _glsmCreateBuffer
00007ffa181c42cf (__TEXT,__text) external _glsmCreateSampler
00007ffa181c3420 (__TEXT,__text) external _glsmCreateTexture
00007ffa181c4496 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa181c430d (__TEXT,__text) external _glsmDestroySampler
00007ffa181c3526 (__TEXT,__text) external _glsmDestroyTexture
00007ffa181c34b6 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa181c3aa7 (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa181c40dc (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa181c3888 (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa181c4317 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa1813f6fc (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa18142708 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa1816ea80 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa1816ed90 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa181bdf30 (__TEXT,__text) external _glvmCopyAttributes
00007ffa1813f71c (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa1813f790 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa1813f73c (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa1813f838 (__TEXT,__text) external _glvmGetConstants
00007ffa181927d0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa1813f1c4 (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa18193010 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa1813f68c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa18191db0 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa181b1d50 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa181aede0 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa181b5830 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa181b2410 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa181c1890 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa181be1a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa181ba680 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa181b6f30 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa181ae600 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa181aae20 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa18175630 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa18170f20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa18181bf0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa18187280 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa1818c200 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa1818add0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa1817dda0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa18171a90 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa1816f030 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa182463dd (__TEXT,__text) non-external _glvmOp
00007ffa18194790 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa181a5f90 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa18194920 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa1819c340 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa18194ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa181a5710 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa1819c490 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa18194c30 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa18194720 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa181946e0 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa18194710 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa181a5e50 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa18194db0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa181a60d0 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa18194f40 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa1819c4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa181a41f0 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa181a84d0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa181a7fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa18195140 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa181a0dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa181a0d40 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa181a5a50 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa181953b0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa181a5bd0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa181ba950 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa1819c2a0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa1819c2d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa18195600 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa1819d620 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa1819c860 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa1819cd60 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa1819d0d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa1819d290 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa1819d4b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa181a3130 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa1819d580 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa181aebb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa181b21e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa181bdf50 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa181b6cf0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa181aabb0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa181b65a0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa181b6a60 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa181b6800 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa18195640 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa181959e0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa18195cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa181a67f0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa181a6500 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa181a1690 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa181a87e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa181a8ce0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa18196070 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa181962d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa181a64d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa18167d40 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa1819c300 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa181a9350 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa181a93a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa181a9590 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa1819aee0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa181a6210 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa181a6320 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa18167d60 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa18167da0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa181a6a60 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa18196630 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa181969e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa18196cd0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa181a42e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa181971e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa181973f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa181a1b50 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa181a1e70 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa1819da20 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa1819de20 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa1819e220 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa1819e230 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa181976f0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa1819ea20 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa181a7d80 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa18197770 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa181977b0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa18197c20 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa181a5750 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa1819eb70 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa181a6f40 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa181a6d80 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa181a7d20 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa181a7740 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa181a7a40 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa1819ebb0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa1819a7c0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa1819a800 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa1819a810 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa18167d50 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa1819f140 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa181a1f80 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa181a47b0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa181a4a30 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa1819ab40 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa18194680 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa1819c050 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa1819f5a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa1819f690 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa1819faa0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa1819fac0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa1819fd60 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa181a57d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa181a58a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa1819b380 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa181a5a90 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa1819fff0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa181a0290 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa181a2d20 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa181a0520 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa1819b5c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa1819b7a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa181b1fe0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa181b5ae0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa181a9740 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa181a0920 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa181a0940 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa181a31c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa181bad10 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa1819bcd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa181a5d10 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa18167c30 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa18167930 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa18167ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa181a64a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa181a5490 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa181a7380 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa181a6e90 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa181a7d50 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa181a78f0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa181a7bf0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa181a5790 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa181a0a90 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa181a0d00 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa18194730 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa18193c30 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa18193f90 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa18167ad0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa181677d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa18167cc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa18167950 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa18167d10 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa18167740 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa18167760 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa18167c70 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa181677b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa18167700 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa18167c50 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa181677a0 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa181bd8c0 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa181baef0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa18168410 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa1816af40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa18167db0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa181684d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa1816a970 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa1816c5d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa1816c9b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa18167fb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa181680b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa18168120 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa18168300 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa1816a9f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa1816cb60 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa1816ceb0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa1816d320 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa18166ae0 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa181669b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa18143710 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa1814a100 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa1814b740 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa181669f0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa181ae4e0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa181b1c30 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa181b5710 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa181ba560 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa181c1770 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa18141c1c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa1816e780 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa18178e50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa1817d210 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa181842c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa18188fe0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa1818e4a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa1818b4f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa1817f2a0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa18185ab0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa18189ed0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa1818fb50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa1818bb80 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa18180490 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa18176d10 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa181797e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa18143630 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa18143690 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa1816e820 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa18142a18 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa181b51e0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa181b9e00 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa181adbc0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa4419ece0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa4419ecd0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa18213cf5 (__TEXT,__text) non-external _handleResetPost
00007ffa18213c95 (__TEXT,__text) non-external _handleResetPre
00007ffa18219550 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa182219e0 (__TEXT,__text) non-external _include_str_getch
00007ffa18221ab5 (__TEXT,__text) non-external _include_str_ungetch
00007ffa18218d71 (__TEXT,__text) non-external _initAggregateType
00007ffa182269e2 (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa18226a25 (__TEXT,__text) non-external _initDerefNode
00007ffa181ca860 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa182269ad (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa18248341 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa18202c20 (__TEXT,__text) non-external _inputForOutput
00007ffa18275db6 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa18275dad (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa18264029 (__TEXT,__text) non-external _iterateQualifiers
00007ffa182228bd (__TEXT,__text) non-external _lAddByte
00007ffa1822212c (__TEXT,__text) non-external _lFloatConst
00007ffa18222793 (__TEXT,__text) non-external _lNewBlock
00007ffa18222e74 (__TEXT,__text) non-external _lReadByte
00007ffa1821de50 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa18244886 (__TEXT,__text) non-external _lazyPrepareVariableObject
