00007ff841a606e8 (__DATA,__data) non-external _C
00007ff841a60a00 (__DATA,__data) non-external _gmt_once
00007ff80021e86c (__TEXT,__text) external _gmtime
00007ff841a632f8 (__DATA,__bss) non-external _gmtime_key
00007ff841a632f4 (__DATA,__bss) non-external _gmtime_key_error
00007ff80021e8fd (__TEXT,__text) non-external _gmtime_key_init
00007ff841a609e8 (__DATA,__data) non-external _gmtime_once
00007ff800217b11 (__TEXT,__text) external _gmtime_r
00007ff800217c2c (__TEXT,__text) non-external _gmtload
00007ff841a63338 (__DATA,__bss) non-external _gmtptr
00007ff800217b20 (__TEXT,__text) non-external _gmtsub
00007ff80026f0b0 (__TEXT,__const) non-external _gnuoptchar
00007ff841a62de8 (__DATA,__bss) non-external _gottoprec
00007ff8002156eb (__TEXT,__text) external _grantpt
00007ff80024e38c (__TEXT,__text) non-external _grouping_init
00007ff800252755 (__TEXT,__text) non-external _grouping_init
00007ff80024e435 (__TEXT,__text) non-external _grouping_print
00007ff8002529cc (__TEXT,__text) non-external _grouping_print
00007ff80023f647 (__TEXT,__text) non-external _handler
00007ff800236624 (__TEXT,__text) non-external _hash4
00007ff8002351d2 (__TEXT,__text) non-external _hash_access
00007ff800234aba (__TEXT,__text) non-external _hash_close
00007ff80025c545 (__TEXT,__text) external _hash_create
00007ff800234aeb (__TEXT,__text) non-external _hash_delete
00007ff80025c5aa (__TEXT,__text) external _hash_destroy
00007ff800234b48 (__TEXT,__text) non-external _hash_fd
00007ff800234b77 (__TEXT,__text) non-external _hash_get
00007ff80025c7d3 (__TEXT,__text) external _hash_purge
00007ff800234bbc (__TEXT,__text) non-external _hash_put
00007ff80025c67a (__TEXT,__text) external _hash_search
00007ff800234c23 (__TEXT,__text) non-external _hash_seq
00007ff80025c848 (__TEXT,__text) external _hash_stats
00007ff800234e77 (__TEXT,__text) non-external _hash_sync
00007ff80025c76a (__TEXT,__text) external _hash_traverse
00007ff800258eb5 (__TEXT,__text) external _hcreate
00007ff80023499c (__TEXT,__text) non-external _hdestroy
00007ff800258f65 (__TEXT,__text) external _hdestroy
00007ff8001fa75d (__TEXT,__text) external _heapsort
00007ff8002203b6 (__TEXT,__text) external _heapsort_b
00007ff800271d90 (__TEXT,__cstring) non-external _hexlist
00007ff841a62708 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800258fd9 (__TEXT,__text) external _hsearch
00007ff841a63380 (__DATA,__bss) non-external _htable
00007ff841a63388 (__DATA,__bss) non-external _htablesize
                 (undefined) external _if_nametoindex (from libsystem_info)
00007ff80026f090 (__TEXT,__const) non-external _illoptchar
00007ff80026f180 (__TEXT,__const) non-external _illoptstring
00007ff80025908d (__TEXT,__text) external _imaxabs
00007ff80025909d (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800200211 (__TEXT,__text) external _inet_addr
00007ff8002001c8 (__TEXT,__text) external _inet_aton
00007ff800246d54 (__TEXT,__text) external _inet_lnaof
00007ff800246d81 (__TEXT,__text) external _inet_makeaddr
00007ff800246dba (__TEXT,__text) external _inet_net_ntop
00007ff80024729a (__TEXT,__text) external _inet_net_pton
00007ff80026c8c4 (__TEXT,__text) non-external _inet_net_pton.cold.1
00007ff80026c8e5 (__TEXT,__text) non-external _inet_net_pton.cold.2
00007ff80026c908 (__TEXT,__text) non-external _inet_net_pton.cold.3
00007ff80026ec11 (__TEXT,__const) non-external _inet_net_pton_ipv4.digits
00007ff80026ec00 (__TEXT,__const) non-external _inet_net_pton_ipv4.xdigits
00007ff80026ec20 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_l
00007ff80026ec40 (__TEXT,__const) non-external _inet_net_pton_ipv6.xdigits_u
00007ff800247b0c (__TEXT,__text) external _inet_neta
00007ff800247bad (__TEXT,__text) external _inet_netof
00007ff800247bdd (__TEXT,__text) external _inet_network
00007ff800248021 (__TEXT,__text) external _inet_nsap_addr
00007ff80024819f (__TEXT,__text) external _inet_nsap_ntoa
00007ff80021f39d (__TEXT,__text) external _inet_ntoa
00007ff841a630f0 (__DATA,__bss) non-external _inet_ntoa.ret
00007ff8002002a7 (__TEXT,__text) external _inet_ntop
00007ff8002002e8 (__TEXT,__text) external _inet_ntop4
00007ff800210a9c (__TEXT,__text) external _inet_ntop6
00007ff8001fe94e (__TEXT,__text) external _inet_pton
00007ff8001fecb2 (__TEXT,__text) non-external _inet_pton4
00007ff80026f260 (__TEXT,__const) non-external _inet_pton4.digits
00007ff80026f270 (__TEXT,__const) non-external _inet_pton6.xdigits_l
00007ff80026f290 (__TEXT,__const) non-external _inet_pton6.xdigits_u
00007ff8002273be (__TEXT,__text) non-external _init_perm
00007ff800228718 (__TEXT,__text) non-external _initshells
00007ff80025b9f4 (__TEXT,__text) external _initstate
00007ff80020662e (__TEXT,__text) non-external _insertionsort
00007ff80025d4a4 (__TEXT,__text) non-external _insertionsort
00007ff8002590cc (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff80022aac4 (__TEXT,__text) external _isalnum
00007ff80022b175 (__TEXT,__text) external _isalnum_l
00007ff80022ab27 (__TEXT,__text) external _isalpha
00007ff80022b1d8 (__TEXT,__text) external _isalpha_l
00007ff80022aab3 (__TEXT,__text) external _isascii
00007ff8002038a2 (__TEXT,__text) external _isatty
00007ff80022ab84 (__TEXT,__text) external _isblank
00007ff80022b235 (__TEXT,__text) external _isblank_l
00007ff80022abe1 (__TEXT,__text) external _iscntrl
00007ff80022b292 (__TEXT,__text) external _iscntrl_l
00007ff80021ef1c (__TEXT,__text) external _isdigit
00007ff80022b2ef (__TEXT,__text) external _isdigit_l
00007ff80022ac3e (__TEXT,__text) external _isgraph
00007ff80022b34c (__TEXT,__text) external _isgraph_l
00007ff80022aefd (__TEXT,__text) external _ishexnumber
00007ff80022b3a9 (__TEXT,__text) external _ishexnumber_l
00007ff80022af5a (__TEXT,__text) external _isideogram
00007ff80022b406 (__TEXT,__text) external _isideogram_l
00007ff80022ac9b (__TEXT,__text) external _islower
00007ff80022b463 (__TEXT,__text) external _islower_l
00007ff80022afb7 (__TEXT,__text) external _isnumber
00007ff80022b4c0 (__TEXT,__text) external _isnumber_l
00007ff80022b014 (__TEXT,__text) external _isphonogram
00007ff80022b51d (__TEXT,__text) external _isphonogram_l
00007ff80022acf8 (__TEXT,__text) external _isprint
00007ff80022b57a (__TEXT,__text) external _isprint_l
00007ff80022ad55 (__TEXT,__text) external _ispunct
00007ff80022b5d7 (__TEXT,__text) external _ispunct_l
00007ff80022b071 (__TEXT,__text) external _isrune
00007ff80022b634 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff80022adb2 (__TEXT,__text) external _isspace
00007ff80022b69c (__TEXT,__text) external _isspace_l
00007ff80022b0d2 (__TEXT,__text) external _isspecial
00007ff80022b6f9 (__TEXT,__text) external _isspecial_l
00007ff800215903 (__TEXT,__text) non-external _istrsenvisx
00007ff80026c7d0 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff80026c7f3 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff80026c816 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff8002158a4 (__TEXT,__text) non-external _istrsenvisxl
00007ff80022ae0f (__TEXT,__text) external _isupper
00007ff80022b756 (__TEXT,__text) external _isupper_l
00007ff80022b84e (__TEXT,__text) external _iswalnum
00007ff80022bcc8 (__TEXT,__text) external _iswalnum_l
00007ff80022b8b1 (__TEXT,__text) external _iswalpha
00007ff80022bd2b (__TEXT,__text) external _iswalpha_l
00007ff80022c1d8 (__TEXT,__text) external _iswascii
00007ff80022c17b (__TEXT,__text) external _iswblank
00007ff80022c41b (__TEXT,__text) external _iswblank_l
00007ff80022b90e (__TEXT,__text) external _iswcntrl
00007ff80022bd88 (__TEXT,__text) external _iswcntrl_l
00007ff80022b96b (__TEXT,__text) external _iswctype
00007ff80022bde5 (__TEXT,__text) external _iswctype_l
00007ff80022b9d4 (__TEXT,__text) external _iswdigit
00007ff80022be55 (__TEXT,__text) external _iswdigit_l
00007ff80022b9f7 (__TEXT,__text) external _iswgraph
00007ff80022beb2 (__TEXT,__text) external _iswgraph_l
00007ff80022c1e9 (__TEXT,__text) external _iswhexnumber
00007ff80022c478 (__TEXT,__text) external _iswhexnumber_l
00007ff80022c246 (__TEXT,__text) external _iswideogram
00007ff80022c4d5 (__TEXT,__text) external _iswideogram_l
00007ff80022ba54 (__TEXT,__text) external _iswlower
00007ff80022bf0f (__TEXT,__text) external _iswlower_l
00007ff80022c2a3 (__TEXT,__text) external _iswnumber
00007ff80022c532 (__TEXT,__text) external _iswnumber_l
00007ff80022c300 (__TEXT,__text) external _iswphonogram
00007ff80022c58f (__TEXT,__text) external _iswphonogram_l
00007ff80022bab1 (__TEXT,__text) external _iswprint
00007ff80022bf6c (__TEXT,__text) external _iswprint_l
00007ff80022bb0e (__TEXT,__text) external _iswpunct
00007ff80022bfc9 (__TEXT,__text) external _iswpunct_l
00007ff80022c35d (__TEXT,__text) external _iswrune
00007ff80022c5ec (__TEXT,__text) external _iswrune_l
00007ff80022bb6b (__TEXT,__text) external _iswspace
00007ff80022c026 (__TEXT,__text) external _iswspace_l
00007ff80022c3be (__TEXT,__text) external _iswspecial
00007ff80022c654 (__TEXT,__text) external _iswspecial_l
00007ff80022bbc8 (__TEXT,__text) external _iswupper
00007ff80022c083 (__TEXT,__text) external _iswupper_l
00007ff80022bc25 (__TEXT,__text) external _iswxdigit
00007ff80022c0e0 (__TEXT,__text) external _iswxdigit_l
00007ff80021eef9 (__TEXT,__text) external _isxdigit
00007ff80022b7b3 (__TEXT,__text) external _isxdigit_l
00007ff80026ff70 (__TEXT,__cstring) non-external _itoa64
00007ff80023e6d0 (__TEXT,__text) external _jrand48
00007ff840020b40 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff80021f5a7 (__TEXT,__text) external _killpg
00007ff80025ce59 (__TEXT,__text) external _l64a
00007ff841a633d8 (__DATA,__bss) non-external _l64a.buf
00007ff8002590f5 (__TEXT,__text) external _labs
00007ff800241b27 (__TEXT,__text) non-external _largesearch
00007ff841a63340 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff841a609c8 (__DATA,__data) non-external _lastglue
00007ff800226343 (__TEXT,__text) external _lchflags
00007ff800210780 (__TEXT,__text) external _lchmod
00007ff841a631e0 (__DATA,__bss) non-external _lcl_TZname
00007ff841a3c470 (__DATA_DIRTY,__data) non-external _lcl_notify
00007ff841a3c390 (__DATA_DIRTY,__data) non-external (was a private external) _lcl_rwlock
00007ff841a3de00 (__DATA_DIRTY,__bss) non-external _lclptr
00007ff80023e710 (__TEXT,__text) external _lcong48
00007ff800259105 (__TEXT,__text) external _ldiv
00007ff8002591e2 (__TEXT,__text) external _lfind
00007ff80024d944 (__TEXT,__text) non-external _lflush
00007ff800247dc8 (__TEXT,__text) external _link_addr
00007ff800247f44 (__TEXT,__text) external _link_ntoa
00007ff841a63110 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800259134 (__TEXT,__text) external _llabs
00007ff800259144 (__TEXT,__text) external _lldiv
00007ff800248d64 (__TEXT,__text) non-external _loadCat
00007ff800212f98 (__TEXT,__text) non-external _loadlocale
00007ff800224e81 (__TEXT,__text) external _localeconv
00007ff8001f0fdc (__TEXT,__text) external _localeconv_l
00007ff80026c839 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff80026c84b (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff8001fadca (__TEXT,__text) external _localtime
00007ff841a3de10 (__DATA_DIRTY,__bss) non-external _localtime_key
00007ff841a632e8 (__DATA,__bss) non-external _localtime_key_error
00007ff8001fae89 (__TEXT,__text) non-external _localtime_key_init
00007ff841a3c478 (__DATA_DIRTY,__data) non-external _localtime_once
00007ff8001f474d (__TEXT,__text) external _localtime_r
00007ff800225cf4 (__TEXT,__text) external _lockf
00007ff80023e754 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800230225 (__TEXT,__text) external _login
00007ff80022f143 (__TEXT,__text) external _login_tty
00007ff800230286 (__TEXT,__text) external _logout
00007ff80022f1a6 (__TEXT,__text) external _logwtmp
00007ff80023e81c (__TEXT,__text) external _lrand48
00007ff800259173 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
                 (undefined) external _lstat$INODE64 (from libsystem_kernel)
00007ff80022f9cd (__TEXT,__text) external _lstatx64_np
00007ff80026b141 (__TEXT,__text) external _lstatx_np
00007ff800206c2b (__TEXT,__text) external _lstatx_np$INODE64
00007ff800206c65 (__TEXT,__text) non-external _lstatx_syscall
00007ff80026b17b (__TEXT,__text) non-external _lstatx_syscall
00007ff80021e52d (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc (from libsystem_malloc)
00007ff840020610 (__DATA_CONST,__const) non-external _mapping
00007ff80021c0f9 (__TEXT,__text) external _mblen
00007ff80021c121 (__TEXT,__text) external _mblen_l
00007ff80022fdf1 (__TEXT,__text) external _mbmb
00007ff841a62d70 (__DATA,__bss) non-external _mbmb.warn_depreciated
                 (undefined) external _mbr_gid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uid_to_uuid (from libsystem_info)
                 (undefined) external _mbr_uuid_to_id (from libsystem_info)
00007ff80021c1a4 (__TEXT,__text) external _mbrlen
00007ff8002439f4 (__TEXT,__text) external _mbrlen_l
00007ff80022fd47 (__TEXT,__text) external _mbrrune
00007ff841a62d6c (__DATA,__bss) non-external _mbrrune.warn_depreciated
00007ff80021ef5f (__TEXT,__text) external _mbrtowc
00007ff80021c8e9 (__TEXT,__text) external _mbrtowc_l
00007ff80022fc9c (__TEXT,__text) external _mbrune
00007ff841a62d68 (__DATA,__bss) non-external _mbrune.warn_depreciated
00007ff800243a70 (__TEXT,__text) external _mbsinit
00007ff800243a40 (__TEXT,__text) external _mbsinit_l
00007ff800243afb (__TEXT,__text) external _mbsnrtowcs
00007ff800243aba (__TEXT,__text) external _mbsnrtowcs_l
00007ff800243ca3 (__TEXT,__text) external _mbsrtowcs
00007ff800243c55 (__TEXT,__text) external _mbsrtowcs_l
00007ff800215f56 (__TEXT,__text) external _mbstowcs
00007ff800243d08 (__TEXT,__text) external _mbstowcs_l
00007ff800215cc6 (__TEXT,__text) external _mbtowc
00007ff8001f2626 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800204b2b (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff8001ec3e6 (__TEXT,__text) external _memset_s
00007ff800246d47 (__TEXT,__text) non-external _memstream_close
00007ff800246cc1 (__TEXT,__text) non-external _memstream_seek
00007ff80026c87e (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff80026c8a1 (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800246bb2 (__TEXT,__text) non-external _memstream_update
00007ff80026c85d (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800246bdd (__TEXT,__text) non-external _memstream_write
00007ff800205e3a (__TEXT,__text) external _mergesort
00007ff800216e5c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff80022f91f (__TEXT,__text) external _mkdirx_np
00007ff80021f3e3 (__TEXT,__text) external _mkdtemp
00007ff80024ad2f (__TEXT,__text) external _mkdtempat_np
00007ff80022f908 (__TEXT,__text) external _mkfifox_np
00007ff80024acc8 (__TEXT,__text) external _mkostemp
00007ff80024abd6 (__TEXT,__text) external _mkostemps
00007ff80024ac37 (__TEXT,__text) external _mkostempsat_np
00007ff8001fc038 (__TEXT,__text) external _mkpath_np
00007ff80022f2b2 (__TEXT,__text) external _mkpathat_np
00007ff80021cac0 (__TEXT,__text) external _mkstemp
00007ff80024adac (__TEXT,__text) external _mkstemp_dprotected_np
00007ff8002107c5 (__TEXT,__text) external _mkstemps
00007ff80024ac8c (__TEXT,__text) external _mkstempsat_np
00007ff800204700 (__TEXT,__text) external _mktemp
00007ff800206ced (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff80026ef50 (__TEXT,__const) non-external _mon_lengths
00007ff80022aa8f (__TEXT,__text) external _monaddition
00007ff80022aaa7 (__TEXT,__text) external _moncontrol
00007ff80022aaad (__TEXT,__text) external _moncount
00007ff80022aa83 (__TEXT,__text) external _moninit
00007ff80022aaa1 (__TEXT,__text) external _monitor
00007ff80022aa9b (__TEXT,__text) external _monoutput
00007ff80022aa95 (__TEXT,__text) external _monreset
00007ff80022aa89 (__TEXT,__text) external _monstartup
00007ff800249a79 (__TEXT,__text) non-external _moreglue
00007ff800237e29 (__TEXT,__text) non-external _mpool_bkt
00007ff8002380a3 (__TEXT,__text) external _mpool_close
00007ff800237d7a (__TEXT,__text) external _mpool_filter
00007ff800237efe (__TEXT,__text) external _mpool_get
00007ff800237d95 (__TEXT,__text) external _mpool_new
00007ff80026bf52 (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800237cb4 (__TEXT,__text) external _mpool_open
00007ff80023808e (__TEXT,__text) external _mpool_put
00007ff8002380ed (__TEXT,__text) external _mpool_sync
00007ff800238153 (__TEXT,__text) non-external _mpool_write
00007ff80023e84d (__TEXT,__text) external _mrand48
00007ff8002308ee (__TEXT,__text) non-external _mswap
                 (undefined) external _munmap (from libsystem_kernel)
00007ff841a62d08 (__DATA,__bss) non-external _namebuf
                 (undefined) external _nan (from libsystem_m)
                 (undefined) external _nanf (from libsystem_m)
                 (undefined) external _nanl (from libsystem_m)
00007ff8001fb79f (__TEXT,__text) external _nanosleep
00007ff800219a5f (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff841a62f10 (__DATA,__bss) non-external _new_categories
00007ff80022e939 (__TEXT,__text) external _new_printf_comp
00007ff8002209b7 (__TEXT,__text) external _new_printf_domain
00007ff8002030e3 (__TEXT,__text) external _newlocale
00007ff841a3c4d0 (__DATA_DIRTY,__data) non-external _next
00007ff80023c631 (__TEXT,__text) non-external _nextcomp
00007ff841a62d90 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff841a62db0 (__DATA,__bss) non-external _nextcomp.state
00007ff800244192 (__TEXT,__text) external _nextwctype
00007ff800244059 (__TEXT,__text) external _nextwctype_l
00007ff80026aeb4 (__TEXT,__text) external _nftw
00007ff800228dfc (__TEXT,__text) external _nftw$INODE64
00007ff80023e87c (__TEXT,__text) external _nice
00007ff8002239f8 (__TEXT,__text) external _nl_langinfo
00007ff800223a20 (__TEXT,__text) external _nl_langinfo_l
00007ff841a62f08 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff80026f120 (__TEXT,__const) non-external _noarg
00007ff80026ebe0 (__TEXT,__const) non-external _nogrouping
00007ff841a60a30 (__DATA,__data) non-external _nonopt_end
00007ff841a60a34 (__DATA,__data) non-external _nonopt_start
                 (undefined) external _notify_cancel (from libsystem_notify)
                 (undefined) external _notify_check (from libsystem_notify)
00007ff8001f4bcb (__TEXT,__text) non-external _notify_check_tz
                 (undefined) external _notify_monitor_file (from libsystem_notify)
                 (undefined) external _notify_post (from libsystem_notify)
                 (undefined) external _notify_register_check (from libsystem_notify)
00007ff8001f6123 (__TEXT,__text) non-external _notify_register_tz
00007ff80026ef20 (__TEXT,__const) non-external _notify_tz_name
00007ff80023e8ff (__TEXT,__text) external _nrand48
00007ff841a6081c (__DATA,__data) non-external _numempty
00007ff841a60880 (__DATA,__data) non-external _numempty
00007ff80026e710 (__TEXT,__const) non-external _nv
00007ff800240f7f (__TEXT,__text) external _nvis
00007ff841a60ae0 (__DATA,__data) external _off32
00007ff841a60b40 (__DATA,__data) external _off64
00007ff800255ea0 (__TEXT,__text) external _offtime
00007ff8400205f0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800246ad0 (__TEXT,__text) external _open_memstream
00007ff80022ddfc (__TEXT,__text) external _open_with_subsystem
00007ff800255a11 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff80022f309 (__TEXT,__text) external _opendev
00007ff80022f4f1 (__TEXT,__text) non-external _opendev_namebuf_init
00007ff841a60700 (__DATA,__data) non-external _opendev_namebuf_once
00007ff8002681f0 (__TEXT,__text) external _opendir
00007ff8001f1505 (__TEXT,__text) external _opendir$INODE64
00007ff80023eba7 (__TEXT,__text) non-external _opendir_compar
00007ff800268724 (__TEXT,__text) non-external _opendir_compar
00007ff80021559d (__TEXT,__text) external _openpty
00007ff8002253ac (__TEXT,__text) external _openx_np
00007ff841a634a8 (__DATA,__common) external _optarg
00007ff841a60a20 (__DATA,__data) external _opterr
00007ff841a3c4cc (__DATA_DIRTY,__data) external _optind
00007ff841a634a4 (__DATA,__common) external _optopt
00007ff841a634a0 (__DATA,__common) external _optreset
                 (undefined) external _os_log_simple_type_from_asl (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff841a3c5c0 (__DATA_DIRTY,__bss) non-external _p5s
00007ff80026ecb0 (__TEXT,__const) non-external _padchar
00007ff841a6265a (__DATA,__bss) non-external _parse_error
00007ff80021e921 (__TEXT,__text) non-external _parse_long_options
00007ff841a62658 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800266866 (__TEXT,__text) external _pause
00007ff80023ebbf (__TEXT,__text) external _pause$NOCANCEL
00007ff80023eeda (__TEXT,__text) external _pclose
00007ff800226e41 (__TEXT,__text) non-external _permute
00007ff800258cf3 (__TEXT,__text) non-external _permute_args
00007ff80026c9fb (__TEXT,__text) external _perror
00007ff841a62df0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff841a60a38 (__DATA,__data) non-external _place
00007ff80023ebe4 (__TEXT,__text) external _popen
00007ff800266aed (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800255f4b (__TEXT,__text) external _posix2time
00007ff8002156cb (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800222fc0 (__TEXT,__text) external _posix_spawnp
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff80021efbb (__TEXT,__text) external _printf
00007ff841a63410 (__DATA,__bss) non-external _printf_info_queue
00007ff80024d73c (__TEXT,__text) external _printf_l
00007ff80023c3b9 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff80023efd4 (__TEXT,__text) external _psignal
00007ff80025d539 (__TEXT,__text) external _psort
00007ff80025e09e (__TEXT,__text) external _psort_b
00007ff80021f144 (__TEXT,__text) external _psort_r
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_init (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff80025cda5 (__TEXT,__text) external _ptsname
00007ff80026ceb3 (__TEXT,__text) non-external _ptsname.cold.1
00007ff80026cec8 (__TEXT,__text) non-external _ptsname.cold.2
00007ff841a633d0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff841a633c8 (__DATA,__bss) non-external _ptsname_once
00007ff80025ce35 (__TEXT,__text) non-external _ptsname_once_init
00007ff80026cede (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff80021570d (__TEXT,__text) external _ptsname_r
00007ff8002232c0 (__TEXT,__text) external _putc
00007ff80024d7e9 (__TEXT,__text) external _putc_unlocked
00007ff80021f087 (__TEXT,__text) external _putchar
00007ff80024d823 (__TEXT,__text) external _putchar_unlocked
00007ff800259298 (__TEXT,__text) external _putenv
00007ff800236d8d (__TEXT,__text) non-external _putpair
00007ff80021e6a6 (__TEXT,__text) external _puts
00007ff800262485 (__TEXT,__text) external _pututxline
00007ff80024d867 (__TEXT,__text) external _putw
00007ff80024d8c9 (__TEXT,__text) external _putwc
00007ff80024d8f1 (__TEXT,__text) external _putwc_l
00007ff80024d8fb (__TEXT,__text) external _putwchar
00007ff80024d92d (__TEXT,__text) external _putwchar_l
00007ff841a62750 (__DATA,__bss) non-external _pw_size
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff8001fa71d (__TEXT,__text) external _qsort
00007ff8001fb28b (__TEXT,__text) external _qsort_b
00007ff8001fb299 (__TEXT,__text) external _qsort_r
00007ff80022c744 (__TEXT,__text) external _querylocale
00007ff80025a712 (__TEXT,__text) non-external _r_sort_a
00007ff841a6339c (__DATA,__bss) non-external _r_sort_a.bmin
00007ff841a63390 (__DATA,__bss) non-external _r_sort_a.count
00007ff841a63398 (__DATA,__bss) non-external _r_sort_a.nc
