00007ffb43c11818 (__DATA,__data) non-external _.compoundliteral
00007ffb0b18c9c8 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffb0b18c974 (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffb0b18ca68 (__TEXT,__text) external _glvmGetConstants
00007ffb0b2e3eb8 (__TEXT,__text) non-external _glvmGetConstants.cold.1
00007ffb0b1dccf0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffb0b18c3ac (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffb0b1dd5c0 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffb0b18c8c4 (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffb0b1dc280 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffb0b1fbcf0 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffb0b1f8b70 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffb0b1ffa40 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffb0b1fc420 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffb0b20c020 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffb0b2086a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffb0b204a30 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffb0b2010d0 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffb0b1f82c0 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffb0b1f4970 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffb0b1c1040 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffb0b1bcca0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffb0b1cca30 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffb0b1d1ab0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffb0b1d6a80 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffb0b1d56c0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffb0b1c8bb0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffb0b1bd890 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffb0b1bafd0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffb0b29363b (__TEXT,__text) non-external _glvmOp
00007ffb0b1decb0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffb0b1efd10 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffb0b1dee40 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffb0b1e65b0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffb0b1defd0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffb0b1ef490 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffb0b1e6700 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffb0b1df150 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffb0b1dec40 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffb0b1dec00 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffb0b1dec30 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffb0b1efbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffb0b1df2d0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffb0b1efe50 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffb0b1df460 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffb0b1e6740 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffb0b1edf50 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffb0b1f22c0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffb0b1f1dd0 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffb0b1df660 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffb0b1eaee0 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffb0b1eae60 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffb0b1ef7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffb0b1df8c0 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffb0b1ef950 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffb0b204d10 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffb0b1e6510 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffb0b1e6540 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffb0b1dfb10 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffb0b1e7860 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffb0b1e6a90 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffb0b1e6f90 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffb0b1e7310 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffb0b1e74d0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffb0b1e76f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffb0b1ecff0 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffb0b1e77c0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffb0b1f8930 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffb0b1fc1e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffb0b208440 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffb0b200e80 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffb0b1f46f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffb0b200700 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffb0b200be0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffb0b200970 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffb0b1dfb50 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffb0b1dfef0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffb0b1e01d0 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffb0b1f0590 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffb0b1f0280 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffb0b1eb5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffb0b1f25d0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffb0b1f2ad0 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffb0b1e0580 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffb0b1e07e0 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffb0b1f0250 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffb0b1b3b10 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffb0b1e6570 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffb0b1f3150 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffb0b1f31a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffb0b1f3390 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffb0b1e52a0 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffb0b1eff90 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffb0b1f00a0 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffb0b1b3b30 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffb0b1b3b70 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffb0b207cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationKIL
00007ffb0b1f0800 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffb0b1e0b40 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffb0b1e0ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffb0b1e11d0 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffb0b1ee040 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffb0b1e16e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffb0b1e18f0 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffb0b1eba70 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffb0b1ebd90 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffb0b1e7c40 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffb0b1e7fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffb0b1e8360 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffb0b1e8370 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffb0b1e1bf0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffb0b1e8b30 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffb0b1f1b40 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffb0b1e1c70 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffb0b1e1cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffb0b1e2100 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffb0b1ef4d0 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffb0b1e8c80 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffb0b1f0ce0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffb0b1f0b20 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffb0b1f1ae0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffb0b1f1500 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffb0b1f1800 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffb0b1e8cc0 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffb0b1e4bd0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffb0b1e4c10 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffb0b1e4c20 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffb0b1b3b20 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffb0b1e9250 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffb0b1ebea0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffb0b1ee550 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffb0b1ee7d0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffb0b1e4f10 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffb0b1deba0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffb0b1e62c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffb0b1e96b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffb0b1e97a0 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffb0b1e9bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffb0b1e9be0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffb0b1e9e80 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffb0b1ef550 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffb0b1ef620 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffb0b1e56e0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffb0b1ef810 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffb0b1ea110 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffb0b1ea3b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffb0b1ecc50 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffb0b1ea640 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffb0b1e5920 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffb0b1e5af0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffb0b1fbfe0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffb0b1ffd40 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffb0b1f3530 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffb0b1eaa50 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffb0b1eaa70 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffb0b1ed080 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffb0b2050d0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffb0b1e5f50 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffb0b1efa90 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffb0b1b3a10 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffb0b1b3820 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffb0b1b3910 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffb0b1f0220 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffb0b1ef210 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffb0b1f1170 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffb0b1f0c30 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffb0b1f1b10 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffb0b1f16b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffb0b1f19b0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffb0b1ef510 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffb0b1eabc0 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffb0b1eae20 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffb0b1dec50 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffb0b1de1c0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffb0b1de510 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffb0b1b3930 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffb0b1b3750 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffb0b1b3a90 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffb0b1b3840 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffb0b1b3ae0 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffb0b1b36b0 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffb0b1b36d0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffb0b1b3a50 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffb0b1b3730 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffb0b1b3670 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffb0b1b3a30 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffb0b1b3720 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffb0b207d20 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffb0b2052a0 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffb0b1b41e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffb0b1b6e40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffb0b1b3b80 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffb0b1b42a0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffb0b1b6890 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffb0b1b86f0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffb0b1b8820 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffb0b1b3d70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffb0b1b3e70 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffb0b1b3ee0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffb0b1b40d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffb0b1b6910 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffb0b1b89d0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffb0b1b8d30 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffb0b1b91b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffb0b1b2a00 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffb0b1b28d0 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffb0b190a50 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffb0b196cf0 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffb0b1982c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffb0b1b2910 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffb0b1f8190 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b1fbbc0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b1ff910 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b204900 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b20bef0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffb0b18ef0c (__TEXT,__text) external _glvmSetTextureFormat
00007ffb0b1ba660 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffb0b1c44e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffb0b1c8030 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffb0b1cea90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffb0b1d38f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffb0b1d8d50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffb0b1d5d90 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffb0b1ca040 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffb0b1d02c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffb0b1d47e0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffb0b1da260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffb0b1d6410 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffb0b1cb260 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffb0b1c2710 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffb0b1c4ed0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffb0b1909c8 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffb0b1ba700 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffb0b18fd08 (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffb0b1ff3f0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffb0b2041b0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffb0b1f78d0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffb43248910 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffb43248900 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffb0b26198c (__TEXT,__text) non-external _handleResetPost
00007ffb0b26192f (__TEXT,__text) non-external _handleResetPre
00007ffb0b267350 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffb0b26f8d9 (__TEXT,__text) non-external _include_str_getch
00007ffb0b26f9ae (__TEXT,__text) non-external _include_str_ungetch
00007ffb0b266b62 (__TEXT,__text) non-external _initAggregateType
00007ffb0b215380 (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffb0b295633 (__TEXT,__text) non-external _inliningNodeReplacement
00007ffb0b2509ea (__TEXT,__text) non-external _inputForOutput
00007ffb0b2c26b8 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffb0b2c26af (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffb0b24647d (__TEXT,__text) non-external _isBuiltinName
00007ffb0b24a8e3 (__TEXT,__text) non-external _isBuiltinName
00007ffb0b2b0c9e (__TEXT,__text) non-external _iterateQualifiers
00007ffb0b2707e9 (__TEXT,__text) non-external _lAddByte
00007ffb0b270068 (__TEXT,__text) non-external _lFloatConst
00007ffb0b2706bf (__TEXT,__text) non-external _lNewBlock
00007ffb0b270d6c (__TEXT,__text) non-external _lReadByte
00007ffb0b26bd40 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffb0b291a4f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffb0b18148c (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffb0b181500 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffb0b181605 (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffb0b181681 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffb0b18144d (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffb0b1815f3 (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffb0b181568 (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffb0b181492 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffb0b1814fa (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffb0b181486 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffb0b181692 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffb0b181444 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffb0b26dd62 (__TEXT,__text) non-external _macro_scan
00007ffb0b2486df (__TEXT,__text) non-external _makeCopyFunction
00007ffb0b291dab (__TEXT,__text) non-external _makeIntConstantNode
00007ffb0b210c4f (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffb0b26e664 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffb0b26e5ae (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffb0b26e4f3 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffb0b26e576 (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffb0b2122f8 (__TEXT,__text) non-external _mergeTypes
00007ffb43c16000 (__DATA,__bss) non-external _message
00007ffb43c15ff0 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
00007ffb43248880 (__DATA_DIRTY,__data) non-external _mutex
00007ffb0b252c8c (__TEXT,__text) non-external _nameTablePush
00007ffb4324a570 (__DATA_DIRTY,__bss) non-external _nameTableSets
00007ffb0b26e44d (__TEXT,__text) non-external _noop
00007ffb0b270062 (__TEXT,__text) non-external _noop
00007ffb0b24a785 (__TEXT,__text) non-external _offsetLayout
00007ffb0b26c03b (__TEXT,__text) non-external _op_add
00007ffb0b26bfcb (__TEXT,__text) non-external _op_and
00007ffb0b26c099 (__TEXT,__text) non-external _op_cmpl
00007ffb0b26c059 (__TEXT,__text) non-external _op_div
00007ffb0b26bfd5 (__TEXT,__text) non-external _op_eq
00007ffb0b26bffc (__TEXT,__text) non-external _op_ge
00007ffb0b26bfef (__TEXT,__text) non-external _op_gt
00007ffb0b26c016 (__TEXT,__text) non-external _op_le
00007ffb0b26bfa2 (__TEXT,__text) non-external _op_logand
00007ffb0b26bf95 (__TEXT,__text) non-external _op_logor
00007ffb0b26c009 (__TEXT,__text) non-external _op_lt
00007ffb0b26c06f (__TEXT,__text) non-external _op_mod
00007ffb0b26c04e (__TEXT,__text) non-external _op_mul
00007ffb0b26bfe2 (__TEXT,__text) non-external _op_ne
00007ffb0b26c08f (__TEXT,__text) non-external _op_neg
00007ffb0b26c0a3 (__TEXT,__text) non-external _op_not
00007ffb0b26bfb7 (__TEXT,__text) non-external _op_or
00007ffb0b26c087 (__TEXT,__text) non-external _op_pos
00007ffb0b26c023 (__TEXT,__text) non-external _op_shl
00007ffb0b26c02f (__TEXT,__text) non-external _op_shr
00007ffb0b26c044 (__TEXT,__text) non-external _op_sub
00007ffb0b26bfc1 (__TEXT,__text) non-external _op_xor
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
00007ffb0b2519c3 (__TEXT,__text) non-external _outputForInput
00007ffb0b23dcc4 (__TEXT,__text) non-external _packInto
00007ffb0b2594dd (__TEXT,__text) non-external _parseInterpolationQualifiers
00007ffb0b259334 (__TEXT,__text) non-external _parseLayout
00007ffb0b212237 (__TEXT,__text) non-external _phase1ProcessFunctionPrototype
00007ffb0b211f38 (__TEXT,__text) non-external _phase1ProcessVariableDeclaration
00007ffb0b2909d0 (__TEXT,__text) non-external (was a private external) _phase2AddDef
00007ffb0b290bb7 (__TEXT,__text) non-external _phase2Process
00007ffb0b290e44 (__TEXT,__text) non-external _phase2ProcessConstant
00007ffb0b290ef1 (__TEXT,__text) non-external _phase2ProcessFunctionPrototype
00007ffb0b290f67 (__TEXT,__text) non-external _phase2ProcessInterfaceBlock
00007ffb0b291445 (__TEXT,__text) non-external _phase2ProcessLValue
