00007ff909a2241f (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff940acf708 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00007ff940aceca0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrackingAttributes
00007ff909a26e88 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00007ff909a26ea0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00007ff909a27050 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00007ff909a27068 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00007ff909a27080 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00007ff909a271c0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00007ff940acef40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00007ff940ad0740 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00007ff940ad0400 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00007ff940ad04e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00007ff940acf130 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00007ff940acf158 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00007ff940acf140 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00007ff940ad19e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00007ff940ad01b0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00007ff940acfed0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00007ff940ad0860 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00007ff940acf338 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00007ff940ad1658 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPProvenanceMetadata
00007ff940acf178 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPSamplingTasking
00007ff940acf828 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AKELData
00007ff940ad1b60 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AMFI
00007ff940acfe88 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapper
00007ff940ad1df8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00007ff940ad1d68 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00007ff940acfdf8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BundleData
00007ff940ad1ad0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_GKScanResult
00007ff940ad0b28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_MIS
00007ff940acfa78 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00007ff940ad1610 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00007ff940aceef8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_ProvenanceEntry
00007ff940ad1c38 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPBundleProtection
00007ff940ad1ee8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00007ff940ad03b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00007ff940ad0818 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00007ff940ad00d8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00007ff940acf8b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00007ff940ad0cb0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00007ff940ad0498 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00007ff940ad0a98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00007ff940ad06f8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00007ff940acf570 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00007ff940ad0168 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPLog
00007ff940acf0e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMalwareSampling
00007ff940acfc28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMetrics
00007ff940ad0bb8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigration
00007ff940ad1960 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00007ff940ad1830 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceMetadata
00007ff940acfb50 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPProvenanceTracking
00007ff940acf2f0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_SPSamplingTasking
00007ff940acf730 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_StagedBundleData
00007ff940acecc8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrackingAttributes
00007ff940acebd8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00007ff940acec00 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00007ff940acebf0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff940acebf8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff940acebe0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00007ff940acebe8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00007ff940acf778 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AKELData
00007ff940ad1b18 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AMFI
00007ff940acfe40 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapper
00007ff940ad1db0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00007ff940ad1c80 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00007ff940acfc70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_BundleData
00007ff940ad1a18 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_GKScanResult
00007ff940ad0ae0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_MIS
00007ff940acf900 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00007ff940ad0cf8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00007ff940aced10 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_ProvenanceEntry
00007ff940ad1ba8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPBundleProtection
00007ff940ad1e40 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00007ff940ad01e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00007ff940ad0748 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00007ff940acff00 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00007ff940acf870 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00007ff940ad0c00 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00007ff940ad0408 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00007ff940ad0890 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00007ff940ad05b0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00007ff940acf368 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00007ff940ad0120 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPLog
00007ff940acf058 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMalwareSampling
00007ff940acfb98 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMetrics
00007ff940ad0b70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigration
00007ff940ad1878 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00007ff940ad1688 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceMetadata
00007ff940acfac0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPProvenanceTracking
00007ff940acf1a8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_SPSamplingTasking
00007ff940acf5b8 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00007ff940acec10 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrackingAttributes
00007ff94339c440 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00007ff94339c628 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00007ff94339c568 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00007ff94339c5c8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00007ff94339c4a0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00007ff94339c500 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00007ff940ad2d68 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00007ff940ad2d80 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00007ff940ad2d70 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00007ff940ad2d78 (__DATA_CONST,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff909a1ee35 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
00007ff909a1ecae (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
00007ff909a153c4 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
00007ff909a15376 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
00007ff909a15328 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
00007ff909a154ae (__TEXT,__text) non-external ___17+[SPLog sampling]_block_invoke
00007ff909a15460 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
00007ff909a15412 (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
00007ff909a1b2a6 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
00007ff909a0e0f6 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
00007ff909a154f8 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
00007ff909a24534 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
00007ff909a0e80b (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
00007ff909a0d745 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
00007ff909a0dace (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
00007ff909a22eac (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
00007ff909a22f0d (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
00007ff909a0f896 (__TEXT,__text) non-external ___33-[SPMetrics reportEvent:andData:]_block_invoke
00007ff909a0c90a (__TEXT,__text) non-external ___36-[SPMalwareSampling lookupSampling:]_block_invoke
00007ff909a169c2 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
00007ff909a212c6 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
00007ff909a213f4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
00007ff909a22d45 (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
00007ff909a169ee (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
00007ff909a1861d (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
00007ff909a0ca13 (__TEXT,__text) non-external ___46-[SPMalwareSampling stageSampleAt:forTasking:]_block_invoke
00007ff909a18bcc (__TEXT,__text) non-external ___47-[SPExecutionPolicy setGatekeeperPolicy:error:]_block_invoke
00007ff909a0f669 (__TEXT,__text) non-external ___47-[SPProvenanceTracking getAllProvenanceEntries]_block_invoke
00007ff909a1818f (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
00007ff909a18dcd (__TEXT,__text) non-external ___49-[SPExecutionPolicy allowGatekeeperPolicy:error:]_block_invoke
00007ff909a189be (__TEXT,__text) non-external ___49-[SPExecutionPolicy getGatekeeperInsightEnabled:]_block_invoke
00007ff909a0f565 (__TEXT,__text) non-external ___49-[SPProvenanceTracking findProvenanceEntryForID:]_block_invoke
00007ff909a18c61 (__TEXT,__text) non-external ___50-[SPExecutionPolicy getGatekeeperPolicyWithError:]_block_invoke
00007ff909a15fa9 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
00007ff909a0f3cf (__TEXT,__text) non-external ___50-[SPProvenanceTracking findProvenanceEntryForURL:]_block_invoke
00007ff909a22dcd (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
00007ff909a1826e (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
00007ff909a1698a (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
00007ff909a16fc0 (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
00007ff909a18d12 (__TEXT,__text) non-external ___53-[SPExecutionPolicy isGatekeeperPolicyAllowed:error:]_block_invoke
00007ff909a18357 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
00007ff909a18534 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
00007ff909a16f94 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
00007ff909a160c1 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
00007ff909a188e3 (__TEXT,__text) non-external ___55-[SPExecutionPolicy setGatekeeperInsightEnabled:error:]_block_invoke
00007ff909a18a32 (__TEXT,__text) non-external ___56-[SPExecutionPolicy isFastGatekeeperOverrideModeEnabled]_block_invoke
00007ff909a1655d (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
00007ff909a16e7b (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
00007ff909a16fec (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
00007ff909a0f633 (__TEXT,__text) non-external ___56-[SPProvenanceTracking findAssociatedProvenanceEntries:]_block_invoke
00007ff909a22e01 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
00007ff909a166e7 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
00007ff909a16f36 (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
00007ff909a132f0 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
00007ff909a17018 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
00007ff909a18b11 (__TEXT,__text) non-external ___59-[SPExecutionPolicy logGatekeeperOverrideForURL:withError:]_block_invoke
00007ff909a1a6d4 (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
00007ff909a1879a (__TEXT,__text) non-external ___63-[SPExecutionPolicy getStrictGatekeeperEnabledForDomain:error:]_block_invoke
00007ff909a16622 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
00007ff909a18447 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
00007ff909a186db (__TEXT,__text) non-external ___64-[SPExecutionPolicy setStrictGatekeeperEnabled:forDomain:error:]_block_invoke
00007ff909a16d2a (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
00007ff909a17044 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy requiresAdministratorToApproveUpdates]_block_invoke
00007ff909a227b1 (__TEXT,__text) non-external ___65-[SPBundleProtection sendMetricFromTCCWithURL:withPID:withError:]_block_invoke
00007ff909a16ab2 (__TEXT,__text) non-external ___65-[SPKernelExtensionPolicy areKernelExtensionsApproved:withError:]_block_invoke
00007ff909a16df0 (__TEXT,__text) non-external ___66-[SPKernelExtensionPolicy notifyUnsupportedKernelExtension:error:]_block_invoke
00007ff909a1aa82 (__TEXT,__text) non-external ___67-[SPKernelExtensionPolicy(MDM) removeMDMPayload:withContext:error:]_block_invoke
00007ff909a16b77 (__TEXT,__text) non-external ___69-[SPKernelExtensionPolicy requestKernelExtensionApprovals:withError:]_block_invoke
00007ff909a168c1 (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy updatePolicyItems:withExternalContext:error:]_block_invoke
00007ff909a1a78e (__TEXT,__text) non-external ___71-[SPKernelExtensionPolicy(MDM) setApprovalRequiresAdministrator:error:]_block_invoke
00007ff909a1ac84 (__TEXT,__text) non-external ___76-[SPKernelExtensionPolicy(MDM) enableKernelExtensionManagementForMDM:error:]_block_invoke
00007ff909a167d2 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff909a0d664 (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff909a16f6a (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff909a150b4 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff909a1ab97 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff909a14f9d (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff909a14fbc (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.35
00007ff909a16c44 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff909a1a8f2 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff909a15296 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00007ff909a1c3a1 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff909a1c3b7 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff909a1c6ce (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff909a1c774 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.17
00007ff909a24fc7 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff940acc110 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff940acc0d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff940acc400 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff940acc590 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940acc090 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff940acc630 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff940acc570 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_33_e43_v24?0"<ExecManager>"8?<v?c"NSError">16l
00007ff940acc550 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff940acc6d0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff940acc7c0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff940acc060 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff940acbfa0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff940acc1b0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940acc370 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff940acc180 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff940acc000 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff940acc820 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_40_ea8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff940acc530 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff940acc500 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940acc860 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_44_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940acc730 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff940acc6a0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff940acc7f0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff940acbfd0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940acc030 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff940acc210 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940acc700 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff940acc760 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff940acc1e0 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff940acc150 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff940acc790 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff940acc240 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff940acc650 (__DATA_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff940acc0b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc0f0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc130 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc270 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc350 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc3a0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc4e0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc610 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc680 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc890 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff940acc3c0 (__DATA_CONST,__const) non-external ___block_literal_global.101
