                 (undefined) external _DNSServiceCreateConnection (from libsystem_dnssd)
                 (undefined) external _DNSServiceProcessResult (from libsystem_dnssd)
                 (undefined) external _DNSServiceQueryRecordWithAttribute (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefDeallocate (from libsystem_dnssd)
                 (undefined) external _DNSServiceRefSockFD (from libsystem_dnssd)
                 (undefined) external _DarwinDirectoryGetGeneration (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApply (from libsystem_darwindirectory)
                 (undefined) external _DarwinDirectoryRecordStoreApplyWithFilter (from libsystem_darwindirectory)
000000018051316c (__TEXT,__text) non-external _LI_get_thread_info
0000000180532dbc (__TEXT,__text) non-external (was a private external) _xdr_rejected_reply
0000000180532e54 (__TEXT,__text) external _xdr_replymsg
0000000180531fd4 (__TEXT,__text) external _xdr_rmtcall_args
00000001805320d4 (__TEXT,__text) external _xdr_rmtcallres
0000000180534b20 (__TEXT,__text) external _xdr_short
0000000180534f9c (__TEXT,__text) external _xdr_string
0000000180534d88 (__TEXT,__text) external _xdr_u_char
00000001805352d4 (__TEXT,__text) external _xdr_u_hyper
0000000180516294 (__TEXT,__text) external _xdr_u_int
0000000180534cb8 (__TEXT,__text) external _xdr_u_int16_t
000000018051620c (__TEXT,__text) external _xdr_u_int32_t
00000001805351cc (__TEXT,__text) external _xdr_u_int64_t
0000000180534ae0 (__TEXT,__text) external _xdr_u_long
00000001805352dc (__TEXT,__text) external _xdr_u_longlong_t
0000000180534ba8 (__TEXT,__text) external _xdr_u_short
0000000180534ee0 (__TEXT,__text) external _xdr_union
000000018052a95c (__TEXT,__text) external _xdr_valdat
0000000180535420 (__TEXT,__text) external _xdr_vector
0000000180534a10 (__TEXT,__text) external _xdr_void
00000001805350c0 (__TEXT,__text) external _xdr_wrapstring
000000018052c370 (__TEXT,__text) external _xdr_x_passwd
000000018052a96c (__TEXT,__text) external _xdr_ypbind_binding
000000018052a9c4 (__TEXT,__text) external _xdr_ypbind_resp
000000018052aa50 (__TEXT,__text) external _xdr_ypbind_resptype
000000018052aa54 (__TEXT,__text) external _xdr_ypbind_setdom
000000018052aab8 (__TEXT,__text) external _xdr_ypmaplist
000000018052c414 (__TEXT,__text) external _xdr_yppasswd
000000018052ab1c (__TEXT,__text) external _xdr_ypreq_key
000000018052ab80 (__TEXT,__text) external _xdr_ypreq_nokey
000000018052abd0 (__TEXT,__text) external _xdr_ypresp_all
000000018052ae30 (__TEXT,__text) external _xdr_ypresp_all_seq
000000018052ac3c (__TEXT,__text) external _xdr_ypresp_key_val
000000018052aca0 (__TEXT,__text) external _xdr_ypresp_maplist
000000018052ad04 (__TEXT,__text) external _xdr_ypresp_master
000000018052ad54 (__TEXT,__text) external _xdr_ypresp_order
000000018052addc (__TEXT,__text) external _xdr_ypresp_val
000000018052ae2c (__TEXT,__text) external _xdr_ypstat
000000018053a5b8 (__TEXT,__const) non-external _xdr_zero
000000018053560c (__TEXT,__text) external _xdrmem_create
00000001805357c8 (__TEXT,__text) non-external _xdrmem_destroy
00000001805356a8 (__TEXT,__text) non-external _xdrmem_getbytes
00000001805357cc (__TEXT,__text) non-external _xdrmem_getlong_aligned
0000000180535638 (__TEXT,__text) non-external _xdrmem_getlong_unaligned
0000000180535768 (__TEXT,__text) non-external _xdrmem_getpos
0000000180535834 (__TEXT,__text) non-external _xdrmem_inline_aligned
00000001805357c0 (__TEXT,__text) non-external _xdrmem_inline_unaligned
00000001ee5cf6a8 (__AUTH_CONST,__const) non-external _xdrmem_ops_aligned
00000001ee5cf660 (__AUTH_CONST,__const) non-external _xdrmem_ops_unaligned
000000018053570c (__TEXT,__text) non-external _xdrmem_putbytes
0000000180535800 (__TEXT,__text) non-external _xdrmem_putlong_aligned
000000018053566c (__TEXT,__text) non-external _xdrmem_putlong_unaligned
0000000180535780 (__TEXT,__text) non-external _xdrmem_setpos
0000000180535860 (__TEXT,__text) external _xdrrec_create
0000000180539484 (__TEXT,__text) non-external _xdrrec_create.cold.1
00000001805362b4 (__TEXT,__text) non-external _xdrrec_destroy
0000000180535d9c (__TEXT,__text) external _xdrrec_endofrecord
0000000180535d30 (__TEXT,__text) external _xdrrec_eof
0000000180535fec (__TEXT,__text) non-external _xdrrec_getbytes
0000000180535eec (__TEXT,__text) non-external _xdrrec_getlong
0000000180536130 (__TEXT,__text) non-external _xdrrec_getpos
0000000180536258 (__TEXT,__text) non-external _xdrrec_inline
00000001ee5cf6f0 (__AUTH_CONST,__const) non-external _xdrrec_ops
000000018053608c (__TEXT,__text) non-external _xdrrec_putbytes
0000000180535f7c (__TEXT,__text) non-external _xdrrec_putlong
00000001805361a4 (__TEXT,__text) non-external _xdrrec_setpos
0000000180535a1c (__TEXT,__text) external _xdrrec_skiprecord
0000000180536594 (__TEXT,__text) external _xdrstdio_create
0000000180536740 (__TEXT,__text) non-external _xdrstdio_destroy
0000000180536654 (__TEXT,__text) non-external _xdrstdio_getbytes
00000001805365b0 (__TEXT,__text) non-external _xdrstdio_getlong
00000001805366e4 (__TEXT,__text) non-external _xdrstdio_getpos
0000000180536738 (__TEXT,__text) non-external _xdrstdio_inline
00000001ee5cf738 (__AUTH_CONST,__const) non-external _xdrstdio_ops
000000018053669c (__TEXT,__text) non-external _xdrstdio_putbytes
0000000180536610 (__TEXT,__text) non-external _xdrstdio_putlong
000000018053670c (__TEXT,__text) non-external _xdrstdio_setpos
                 (undefined) external _xpc_array_apply (from libxpc)
                 (undefined) external _xpc_array_get_count (from libxpc)
                 (undefined) external _xpc_array_get_value (from libxpc)
                 (undefined) external _xpc_bool_get_value (from libxpc)
                 (undefined) external _xpc_create_from_plist (from libxpc)
                 (undefined) external _xpc_dictionary_apply (from libxpc)
                 (undefined) external _xpc_dictionary_create (from libxpc)
                 (undefined) external _xpc_dictionary_get_audit_token (from libxpc)
                 (undefined) external _xpc_dictionary_get_bool (from libxpc)
                 (undefined) external _xpc_dictionary_get_data (from libxpc)
                 (undefined) external _xpc_dictionary_get_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_get_value (from libxpc)
                 (undefined) external _xpc_dictionary_set_bool (from libxpc)
                 (undefined) external _xpc_dictionary_set_data (from libxpc)
                 (undefined) external _xpc_dictionary_set_int64 (from libxpc)
                 (undefined) external _xpc_dictionary_set_string (from libxpc)
                 (undefined) external _xpc_dictionary_set_uuid (from libxpc)
                 (undefined) external _xpc_get_type (from libxpc)
                 (undefined) external _xpc_int64_get_value (from libxpc)
                 (undefined) external _xpc_pipe_create (from libxpc)
                 (undefined) external _xpc_pipe_invalidate (from libxpc)
                 (undefined) external _xpc_pipe_routine (from libxpc)
                 (undefined) external _xpc_release (from libxpc)
                 (undefined) external _xpc_retain (from libxpc)
                 (undefined) external _xpc_string_get_string_ptr (from libxpc)
00000001ea494888 (__DATA,__bss) non-external _xports
0000000180533074 (__TEXT,__text) external _xprt_register
0000000180533128 (__TEXT,__text) external _xprt_unregister
000000018052b02c (__TEXT,__text) external _yp_all
000000018052b71c (__TEXT,__text) external _yp_bind
000000018052b7c4 (__TEXT,__text) external _yp_first
00000001ea4947f0 (__DATA,__bss) non-external _yp_first.proto
000000018052ba00 (__TEXT,__text) external _yp_get_default_domain
000000018052ba58 (__TEXT,__text) external _yp_maplist
00000001ea4947f4 (__DATA,__bss) non-external _yp_maplist.proto
000000018052bb68 (__TEXT,__text) external _yp_master
00000001ea4947f8 (__DATA,__bss) non-external _yp_master.proto
000000018052bf20 (__TEXT,__text) external _yp_match
00000001ea494850 (__DATA,__bss) non-external _yp_match.proto
000000018052c120 (__TEXT,__text) external _yp_next
00000001ea494854 (__DATA,__bss) non-external _yp_next.proto
000000018052bd14 (__TEXT,__text) external _yp_order
00000001ea4947fc (__DATA,__bss) non-external _yp_order.proto
000000018052b724 (__TEXT,__text) external _yp_unbind
000000018052bec0 (__TEXT,__text) external _yperr_string
00000001ea4947fd (__DATA,__bss) non-external _yperr_string.err
000000018052c468 (__TEXT,__text) external _ypprot_err
00000001ea494560 (__DATA,__common) non-external (was a private external) _ypresp_allfn
00000001ea494568 (__DATA,__common) non-external (was a private external) _ypresp_data
