00000001e2b94148 (__DATA,__data) non-external _.compoundliteral
0000000183ff1ed4 (__TEXT,__text) non-external (was a private external) _is_character
0000000184000d80 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184000da8 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184000dd0 (__TEXT,__text) non-external (was a private external) _is_environment
0000000184000d58 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000184000d6c (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000183fef7a8 (__TEXT,__text) non-external (was a private external) _is_foreign_object
000000018400ddec (__TEXT,__text) non-external _is_implicit_source_name
0000000183fed550 (__TEXT,__text) non-external (was a private external) _is_integer
0000000184000d94 (__TEXT,__text) non-external (was a private external) _is_macro
0000000183fedbac (__TEXT,__text) non-external _is_nonneg
000000018400246c (__TEXT,__text) non-external _is_num_integer
0000000183feab08 (__TEXT,__text) non-external (was a private external) _is_number
0000000183fe9750 (__TEXT,__text) non-external (was a private external) _is_pair
0000000184000d30 (__TEXT,__text) non-external (was a private external) _is_port
0000000183ff736c (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000184000d44 (__TEXT,__text) non-external (was a private external) _is_proc
0000000184000dbc (__TEXT,__text) non-external (was a private external) _is_promise
0000000183fedb98 (__TEXT,__text) non-external (was a private external) _is_string
0000000183feddc8 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184000b38 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000183fed558 (__TEXT,__text) non-external (was a private external) _ivalue
0000000183ff1bf8 (__TEXT,__text) non-external _list_cost_estimate
0000000183ff1e0c (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000183fec478 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
0000000183fe8938 (__TEXT,__text) non-external _mk_atom
0000000183ff722c (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184001ef0 (__TEXT,__text) non-external _mk_empty_string
0000000183feb760 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
0000000183feb7a8 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000183fef76c (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000183fec000 (__TEXT,__text) non-external (was a private external) _mk_integer
0000000183fe950c (__TEXT,__text) non-external _mk_sharp_const
000000018400091c (__TEXT,__text) non-external _mk_sharp_integer
0000000183fe5d5c (__TEXT,__text) non-external (was a private external) _mk_string
0000000183fe5b18 (__TEXT,__text) non-external (was a private external) _mk_symbol
0000000183fe5718 (__TEXT,__text) non-external _mk_vector
0000000184012d44 (__TEXT,__text) non-external _mk_vector.cold.1
00000001df076e68 (__DATA_CONST,__const) non-external _modifier_info
0000000183ff73c0 (__TEXT,__text) non-external _move_to_next_node
000000018400ecfc (__TEXT,__text) non-external _msgfilter_free_callback
0000000183ff943c (__TEXT,__text) non-external _negate_instruction
00000001df076168 (__DATA_CONST,__const) non-external _network_filter_constants
0000000183fe59b4 (__TEXT,__text) non-external _new_frame_in_env
0000000183fe5e5c (__TEXT,__text) non-external _new_slot_spec_in_env
00000001840237cc (__TEXT,__const) non-external _nfBasicCF
000000018401fc0c (__TEXT,__const) non-external _nfTrieHi
00000001840241cc (__TEXT,__const) non-external _nfTrieLo
00000001840225ec (__TEXT,__const) non-external _nfTrieMid
0000000184020238 (__TEXT,__const) non-external _nfU16InvMasks
0000000184020340 (__TEXT,__const) non-external _nfU16Seq2
0000000184020f54 (__TEXT,__const) non-external _nfU16Seq3
0000000184021488 (__TEXT,__const) non-external _nfU16SeqMisc
0000000184021614 (__TEXT,__const) non-external _nfU32Char
0000000184022490 (__TEXT,__const) non-external _nfU32SeqMisc
0000000183feab1c (__TEXT,__text) non-external _num_eq
0000000183ff1e88 (__TEXT,__text) non-external _num_ge
0000000183ff7290 (__TEXT,__text) non-external _num_gt
0000000184000b94 (__TEXT,__text) non-external _num_le
0000000184000b4c (__TEXT,__text) non-external _num_lt
0000000184001a64 (__TEXT,__text) non-external _num_mod
00000001e4bb61c0 (__DATA_DIRTY,__bss) non-external _num_one
00000001840019f4 (__TEXT,__text) non-external _num_rem
00000001e4bb61b0 (__DATA_DIRTY,__bss) non-external _num_zero
0000000183fed3b0 (__TEXT,__text) non-external (was a private external) _objvalue
0000000183fe5c2c (__TEXT,__text) non-external _oblist_add_by_name
0000000183fe5b70 (__TEXT,__text) non-external _oblist_find_by_name
0000000183ff4650 (__TEXT,__text) non-external _op_concat
0000000183ff4b8c (__TEXT,__text) non-external _operand_release
000000018400ff18 (__TEXT,__text) non-external _operation_expand
00000001df077888 (__DATA_CONST,__const) non-external _operation_info
00000001df077258 (__DATA_CONST,__const) non-external _operation_names
000000018400fd20 (__TEXT,__text) non-external _operations_allowed_by_default
000000018400c2a0 (__TEXT,__text) non-external _operator_name
0000000183ff4450 (__TEXT,__text) non-external _operator_precedence
0000000183fe65f8 (__TEXT,__text) non-external _opexe_0
0000000184012d70 (__TEXT,__text) non-external _opexe_0.cold.1
0000000184012d9c (__TEXT,__text) non-external _opexe_0.cold.2
0000000183fe8c54 (__TEXT,__text) non-external _opexe_1
0000000183fe9764 (__TEXT,__text) non-external _opexe_2
0000000183fea650 (__TEXT,__text) non-external _opexe_3
0000000183feacd0 (__TEXT,__text) non-external _opexe_4
0000000183fe7998 (__TEXT,__text) non-external _opexe_5
0000000183ffff90 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
0000000183fed3b0 (__TEXT,__text) non-external (was a private external) _pair_car
0000000183fed414 (__TEXT,__text) non-external (was a private external) _pair_cdr
0000000183fee4b4 (__TEXT,__text) non-external _parse_pattern
000000018400c09c (__TEXT,__text) non-external _peek_operand
000000018401b2f9 (__TEXT,__const) non-external _policy_scm
0000000184006800 (__TEXT,__text) non-external _populate_modifier_descriptor
0000000184006b9c (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
0000000184005be8 (__TEXT,__text) non-external _populate_profile_entry_points
0000000183fec6b8 (__TEXT,__text) non-external _port_close
0000000184000f30 (__TEXT,__text) non-external _port_from_file
0000000183fe5fd8 (__TEXT,__text) non-external _port_from_string
0000000183fedbdc (__TEXT,__text) non-external _port_rep_from_file
000000018400628c (__TEXT,__text) non-external _previously_emitted_condition
0000000184006e18 (__TEXT,__text) non-external _previously_emitted_data
00000001840023d0 (__TEXT,__text) non-external _printatom
0000000184001f84 (__TEXT,__text) non-external _printslashstring
00000001df075dd0 (__DATA_CONST,__const) non-external _profile_dirs
0000000184005b1c (__TEXT,__text) non-external _profile_has_autobox_actions
0000000184005ba4 (__TEXT,__text) non-external _profile_has_mach_message_filters
0000000184005b60 (__TEXT,__text) non-external _profile_has_message_filters
0000000183ff6a38 (__TEXT,__text) non-external _push_bytes
0000000183ff53cc (__TEXT,__text) non-external _push_byteset
000000018400c21c (__TEXT,__text) non-external _push_byteset_skip
0000000183ff6c18 (__TEXT,__text) non-external _push_jne_instr
0000000183ff44a0 (__TEXT,__text) non-external _push_literal
0000000183ff6dcc (__TEXT,__text) non-external _push_match_sequence_instr
0000000184010618 (__TEXT,__text) non-external _push_match_variable_instr
00000001840008cc (__TEXT,__text) non-external _push_nop
00000001840008cc (__TEXT,__text) non-external _push_operand
0000000183ff3fc0 (__TEXT,__text) non-external _push_operator
00000001840107b0 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018400c150 (__TEXT,__text) non-external _push_seek
00000001840106d4 (__TEXT,__text) non-external _push_seek_byte_instr
0000000184000e34 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184000de4 (__TEXT,__text) non-external (was a private external) _putstr
0000000184002324 (__TEXT,__text) non-external _readsharpstrexp
0000000183fe8864 (__TEXT,__text) non-external _readstr_upto
00000001840020b8 (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
0000000183fff3b4 (__TEXT,__text) non-external _record_condition_data
0000000184006efc (__TEXT,__text) non-external _record_data_address
0000000183ff6fd0 (__TEXT,__text) non-external _regex_quote
0000000184009e7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
000000018400c1a8 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000183ffc64c (__TEXT,__text) non-external _reorder_condition
0000000183ffc760 (__TEXT,__text) non-external _reorder_condition_list
000000018400c564 (__TEXT,__text) non-external _reorder_policy
0000000183ff1f10 (__TEXT,__text) non-external _reverse
0000000183febc08 (__TEXT,__text) non-external (was a private external) _s_cons
0000000183feb5d0 (__TEXT,__text) non-external (was a private external) _s_immutable_cons
0000000183fe7464 (__TEXT,__text) non-external _s_save
0000000183fff908 (__TEXT,__text) external _sandbox_apply
0000000183fff910 (__TEXT,__text) external _sandbox_apply_container
0000000184002c74 (__TEXT,__text) external _sandbox_compile_entitlements
0000000183fe2084 (__TEXT,__text) external _sandbox_compile_file
0000000183fe1fd0 (__TEXT,__text) external _sandbox_compile_named
00000001840004b4 (__TEXT,__text) external _sandbox_compile_string
0000000184003644 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000183fe1e44 (__TEXT,__text) external _sandbox_create_params
0000000184003adc (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000183fffa08 (__TEXT,__text) external _sandbox_free_params
0000000183fff9bc (__TEXT,__text) external _sandbox_free_profile
0000000184002dc8 (__TEXT,__text) external _sandbox_inspect_pid
0000000184002ecc (__TEXT,__text) external _sandbox_inspect_smemory
0000000184003654 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184003ba8 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184002c94 (__TEXT,__text) external _sandbox_register_profile
0000000184003f78 (__TEXT,__text) external _sandbox_register_sync_root
0000000183fe1ec0 (__TEXT,__text) external _sandbox_set_param
0000000184002f68 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184002f7c (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184002d90 (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184002d3c (__TEXT,__text) external _sandbox_unregister_profile
0000000184002ed4 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184002f3c (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184002edc (__TEXT,__text) external _sandbox_user_state_item_buffer_send
0000000184003284 (__TEXT,__text) external _sandbox_user_state_iterate_items
00000001840121b0 (__TEXT,__text) non-external _save_condition
000000018400b1d8 (__TEXT,__text) non-external _sb_action_iterate
00000001840046d4 (__TEXT,__text) non-external _sb_annotation_destroy
00000001840045e8 (__TEXT,__text) non-external _sb_annotation_list_copy
0000000183ffe394 (__TEXT,__text) non-external _sb_annotation_set_integer
00000001840051f4 (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000184004f48 (__TEXT,__text) non-external _sb_bitmask_create_empty
000000018400503c (__TEXT,__text) non-external _sb_bitmask_get_hash
00000001840050f4 (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000184004eb8 (__TEXT,__text) non-external _sb_bitmask_release
0000000184004e50 (__TEXT,__text) non-external _sb_bitmask_retain
0000000184005188 (__TEXT,__text) non-external _sb_bitmask_set_bit
0000000184005518 (__TEXT,__text) non-external _sb_branch_get_target_instruction
00000001840054c8 (__TEXT,__text) non-external _sb_branch_new
0000000183fe47d8 (__TEXT,__text) non-external _sb_buffer_alloc
0000000183ff5728 (__TEXT,__text) non-external _sb_buffer_get_byte_count
0000000183ff57c4 (__TEXT,__text) non-external _sb_buffer_get_hash
0000000183ff6efc (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000183feead8 (__TEXT,__text) non-external _sb_buffer_release
0000000183ff5c38 (__TEXT,__text) non-external _sb_buffer_retain
000000018400524c (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
0000000183ff5774 (__TEXT,__text) non-external _sb_buffer_with_data_pointer
0000000183ff5150 (__TEXT,__text) non-external _sb_byteset_add_byte
0000000184007d20 (__TEXT,__text) non-external _sb_byteset_copy
0000000183ff5450 (__TEXT,__text) non-external _sb_byteset_get_population
0000000183ffdde0 (__TEXT,__text) non-external _sb_byteset_is_equivalent
0000000183ff769c (__TEXT,__text) non-external _sb_byteset_iterate_ranges
0000000183ff5300 (__TEXT,__text) non-external _sb_byteset_negate
0000000183ff50f8 (__TEXT,__text) non-external _sb_byteset_new
0000000183ff5280 (__TEXT,__text) non-external _sb_byteset_release
0000000183ff5218 (__TEXT,__text) non-external _sb_byteset_retain
0000000183ff77ec (__TEXT,__text) non-external _sb_byteset_union
0000000184007c24 (__TEXT,__text) non-external _sb_byteset_with_range
0000000183fe462c (__TEXT,__text) non-external _sb_calloc
000000018400820c (__TEXT,__text) non-external _sb_codepath_extend
000000018400815c (__TEXT,__text) non-external _sb_codepath_get_last_branch
00000001840080c8 (__TEXT,__text) non-external _sb_codepath_get_last_instruction
00000001840083f4 (__TEXT,__text) non-external _sb_codepath_restore_state
00000001840085dc (__TEXT,__text) non-external _sb_condition_bitmask
0000000184008548 (__TEXT,__text) non-external _sb_condition_boolean
0000000183ff217c (__TEXT,__text) non-external _sb_condition_conjunction
0000000184000294 (__TEXT,__text) non-external _sb_condition_constant
0000000183fef480 (__TEXT,__text) non-external _sb_condition_disjunction
0000000184009348 (__TEXT,__text) non-external _sb_condition_is_bitmask
00000001840091b0 (__TEXT,__text) non-external _sb_condition_is_boolean
0000000183ffa37c (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000183ff2470 (__TEXT,__text) non-external _sb_condition_is_contrary
0000000183ff9660 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000183ff2ca8 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000183fff034 (__TEXT,__text) non-external _sb_condition_is_integer
00000001840092c0 (__TEXT,__text) non-external _sb_condition_is_network
0000000183ffa5e0 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000183feef98 (__TEXT,__text) non-external _sb_condition_is_regex
0000000184009238 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
0000000183ffa784 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000183fef020 (__TEXT,__text) non-external _sb_condition_list_append
0000000183ffad24 (__TEXT,__text) non-external _sb_condition_list_contains_condition
0000000183ffa984 (__TEXT,__text) non-external _sb_condition_list_copy
0000000183ff5d3c (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
00000001840094a0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000183ff1b50 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000183ffd8e8 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000183ff1cf4 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000183ffb398 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000183fed2ac (__TEXT,__text) non-external _sb_condition_list_new
0000000183fedabc (__TEXT,__text) non-external _sb_condition_list_release
0000000183ffaab4 (__TEXT,__text) non-external _sb_condition_list_remove
0000000183ffbc28 (__TEXT,__text) non-external _sb_condition_matches_subset
0000000183ff9538 (__TEXT,__text) non-external _sb_condition_negation
0000000183fffefc (__TEXT,__text) non-external _sb_condition_network
0000000183feec38 (__TEXT,__text) non-external _sb_condition_new
0000000183ff5068 (__TEXT,__text) non-external _sb_condition_pattern
0000000183fef8b8 (__TEXT,__text) non-external _sb_condition_pattern_path
0000000183fef2e4 (__TEXT,__text) non-external _sb_condition_release
0000000183ff5b4c (__TEXT,__text) non-external _sb_condition_string
0000000183fe4330 (__TEXT,__text) non-external _sb_context_intern_string
0000000183fed7c0 (__TEXT,__text) non-external _sb_context_release
0000000183fed718 (__TEXT,__text) non-external _sb_context_release_modification
0000000183fe420c (__TEXT,__text) non-external _sb_context_retain
0000000184009520 (__TEXT,__text) non-external _sb_context_retain_modification
0000000184009bcc (__TEXT,__text) non-external _sb_error_fatal
0000000184009db4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
0000000184009c18 (__TEXT,__text) non-external _sb_error_for_instruction
0000000183ff55b4 (__TEXT,__text) non-external _sb_error_new
00000001df076128 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
0000000183ff5508 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
0000000184009a94 (__TEXT,__text) non-external _sb_error_set_with_description
0000000184009ba0 (__TEXT,__text) non-external _sb_error_set_with_format
0000000184009b00 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000183fec040 (__TEXT,__text) non-external _sb_filter_accepts_type
0000000183feedfc (__TEXT,__text) non-external _sb_filter_has_dependency
00000001e4bb61d0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001e4bb61e0 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000183fede28 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
000000018400a38c (__TEXT,__text) non-external _sb_filter_pattern_values_can_be_mutually_exclusive
000000018400a3e0 (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000183fedf5c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000183ff0ad0 (__TEXT,__text) non-external _sb_fsa_copy
0000000183ff08f4 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000183ff0d64 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000183ffbfe0 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
0000000183ffbea4 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000184004dfc (__TEXT,__text) non-external _sb_fsa_may_backtrack
0000000183ff74e4 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
0000000183ff7910 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
0000000183ff7434 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000183ff4fb8 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
0000000183ff0690 (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000183ff089c (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
00000001840048ec (__TEXT,__text) non-external _sb_fsa_recognizer_variable
0000000183fee9a0 (__TEXT,__text) non-external _sb_fsa_release
0000000183ff1948 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000183fee8d0 (__TEXT,__text) non-external _sb_fsa_retain
0000000183ff0808 (__TEXT,__text) non-external _sb_fsa_retain_indegree
0000000183ff72d4 (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000183fe46a4 (__TEXT,__text) non-external _sb_hash_compute
0000000184002ddc (__TEXT,__text) non-external _sb_inspect_subsystem
0000000183fe4a14 (__TEXT,__text) non-external _sb_instr_action
0000000183fef7bc (__TEXT,__text) non-external _sb_instr_conditional
000000018400a768 (__TEXT,__text) non-external _sb_instr_deep_copy
0000000183ffde58 (__TEXT,__text) non-external _sb_instr_get_action_modifiers
0000000183ff975c (__TEXT,__text) non-external _sb_instr_get_jump_target
0000000183ff91ac (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018400a8a0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
000000018400a588 (__TEXT,__text) non-external _sb_instr_jump
0000000183fe4b1c (__TEXT,__text) non-external _sb_instr_new
0000000183fe4c78 (__TEXT,__text) non-external _sb_instr_release
000000018400a488 (__TEXT,__text) non-external _sb_instr_release_tracking
0000000183ff93d8 (__TEXT,__text) non-external _sb_instr_replace
0000000183fe4be8 (__TEXT,__text) non-external _sb_instr_retain
000000018400a634 (__TEXT,__text) non-external _sb_instr_retain_tracking
0000000183ff98f4 (__TEXT,__text) non-external _sb_instr_set_condition
0000000183ff5a84 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000183ffbb0c (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000183fe4714 (__TEXT,__text) non-external _sb_malloc
000000018400b130 (__TEXT,__text) non-external _sb_modifier_get_name
0000000183ff30c0 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000183fed574 (__TEXT,__text) non-external _sb_modifiers_iterate
0000000183fed604 (__TEXT,__text) non-external _sb_modifiers_release
000000018400b430 (__TEXT,__text) non-external _sb_modifiers_set_deny_errno
000000018400b540 (__TEXT,__text) non-external _sb_modifiers_set_message_filter
000000018400b28c (__TEXT,__text) non-external _sb_modifiers_set_modifier
000000018400b3b4 (__TEXT,__text) non-external _sb_modifiers_set_signal
000000018400af30 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018400b010 (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018400ae70 (__TEXT,__text) non-external _sb_msgfilter_release
0000000183fff6d8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
0000000183ff84a0 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000183fff7cc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000183ffe440 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
0000000183ffe4d8 (__TEXT,__text) non-external _sb_mutable_buffer_write
0000000184002670 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
0000000184012f28 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184002710 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184002720 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
0000000184002718 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
00000001840025f4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
0000000184002494 (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
0000000184002950 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184012fe8 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
0000000184013014 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184002ac4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184002a90 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
0000000184002938 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
0000000184002534 (__TEXT,__text) non-external _sb_packbuff_realloc
00000001840027d0 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184012fbc (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184002b9c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
00000001840028b4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
0000000184002760 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
0000000183ff5960 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000183fee938 (__TEXT,__text) non-external _sb_pattern_new
0000000183fede90 (__TEXT,__text) non-external _sb_pattern_prefix
0000000183ff32e0 (__TEXT,__text) non-external _sb_pattern_regex
0000000183feeed4 (__TEXT,__text) non-external _sb_pattern_release
0000000183feee6c (__TEXT,__text) non-external _sb_pattern_retain
0000000183ff6120 (__TEXT,__text) non-external _sb_pattern_serialize
00000001840126b0 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184012648 (__TEXT,__text) non-external _sb_pattern_var_retain
00000001840127cc (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
00000001840129ec (__TEXT,__text) non-external _sb_pattern_varset_enter
0000000184012b54 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
00000001840003a4 (__TEXT,__text) non-external _sb_pattern_varset_release
00000001840002d8 (__TEXT,__text) non-external _sb_pattern_varset_retain
000000018400bce0 (__TEXT,__text) non-external _sb_policy_get_entry_point
000000018400bc80 (__TEXT,__text) non-external _sb_policy_is_operation_supported
000000018400bd3c (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018400b930 (__TEXT,__text) non-external _sb_policy_new
000000018400bbc8 (__TEXT,__text) non-external _sb_policy_release
000000018400bb04 (__TEXT,__text) non-external _sb_policy_set_entry_point
000000018400bdd8 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
0000000183ff8378 (__TEXT,__text) non-external _sb_profile_release
0000000184000340 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
00000001840004d0 (__TEXT,__text) non-external _sb_program_add_source_buffer
0000000183fe4868 (__TEXT,__text) non-external _sb_program_source_alloc
0000000183ff6ba8 (__TEXT,__text) non-external _sb_realloc
0000000183ff580c (__TEXT,__text) non-external _sb_regex_release
0000000183ff8114 (__TEXT,__text) non-external _sb_sbpl_parser_release
00000001840108f8 (__TEXT,__text) non-external _sb_source_info_copy
0000000184006ff4 (__TEXT,__text) non-external _sb_stringtable_enter
0000000184005580 (__TEXT,__text) non-external _sb_stringtable_release
0000000183ff56e8 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000183fefb20 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000183fe4274 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
000000018401132c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
0000000183ff58cc (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
000000018400b754 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
00000001840096e8 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
0000000183ffb028 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
000000018400c744 (__TEXT,__text) non-external _sb_transform_reorder_profile
000000018400c798 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
00000001840125cc (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
0000000183ff8b54 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
0000000184010980 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
0000000183ff7fc0 (__TEXT,__text) non-external _sb_visitor_has_visited
0000000183ff7c40 (__TEXT,__text) non-external _sb_visitor_new
0000000183ff8070 (__TEXT,__text) non-external _sb_visitor_release
0000000184012c14 (__TEXT,__text) non-external _sb_warn
000000018401e458 (__TEXT,__const) non-external _sbpl1_scm
000000018401f2c0 (__TEXT,__const) non-external _sbpl2_scm
000000018401f78c (__TEXT,__const) non-external _sbpl3_scm
000000018400ed24 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
