0000000277456350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027742da14 (__TEXT,__text) non-external _streamAbort
0000000277416230 (__TEXT,__text) non-external _streamClose
000000027742d6fc (__TEXT,__text) non-external _streamClose
00000002773f4120 (__TEXT,__text) non-external _streamConsumerProc
000000027742e1a0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000002774163a8 (__TEXT,__text) non-external _streamPRead
000000027742da38 (__TEXT,__text) non-external _streamPWrite
0000000277417278 (__TEXT,__text) non-external _streamProc
000000027745e98c (__TEXT,__text) non-external _streamProc
0000000277416794 (__TEXT,__text) non-external _streamRead
00000002774167b4 (__TEXT,__text) non-external _streamSeek
00000002773f4200 (__TEXT,__text) non-external _streamThreadProc
00000002773f4080 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000027740c3ec (__TEXT,__text) non-external _stringTableIndexCompareProc
000000027740be84 (__TEXT,__text) non-external _stringTableReserve
0000000277455cb4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000027744ff44 (__TEXT,__text) non-external _subArchiveCreate
00000002774504e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
0000000277448e88 (__TEXT,__text) non-external _tarParseInt
0000000277426000 (__TEXT,__text) non-external _tempStreamCancel
0000000277425f68 (__TEXT,__text) non-external _tempStreamClose
0000000277426044 (__TEXT,__text) non-external _tempStreamPRead
000000027742628c (__TEXT,__text) non-external _tempStreamPWrite
0000000277426014 (__TEXT,__text) non-external _tempStreamRead
00000002774261fc (__TEXT,__text) non-external _tempStreamSeek
00000002774264dc (__TEXT,__text) non-external _tempStreamTruncate
000000027742625c (__TEXT,__text) non-external _tempStreamWrite
0000000277412cc0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
0000000277412a00 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000027745c234 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000027741f1f4 (__TEXT,__text) non-external _threadWrapperProc
00000002773f93e0 (__TEXT,__text) non-external _treeAdd
00000002773f8cf0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000002773f901c (__TEXT,__text) non-external _treeRebalance
00000002773f9ea0 (__TEXT,__text) non-external _treeRotateLeft
00000002773f9d70 (__TEXT,__text) non-external _treeRotateRight
00000002773f92a8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000277433f84 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
0000000277419388 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000027741bd50 (__TEXT,__text) non-external _updateFromHeader
000000027741ecbc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000027741ed04 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
0000000277445080 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002773f1734 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000002773f0b70 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002773f14c0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000002773f0ec0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000002774256c8 (__TEXT,__text) non-external _verifySegment
0000000277432f38 (__TEXT,__text) non-external _verifySegment
000000027745f5d8 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000027743b248 (__TEXT,__text) non-external _workerApplyAttr
00000002773f1748 (__TEXT,__text) non-external _workerDataFree
000000027743b790 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000027743b680 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
0000000277405900 (__TEXT,__text) non-external _workerDestroy
000000027743aed0 (__TEXT,__text) non-external _workerDestroy
000000027743b470 (__TEXT,__text) non-external _workerLoadAndApplyACL
000000027743b318 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00000002773e1b20 (__TEXT,__text) non-external _workerProc
00000002773f0678 (__TEXT,__text) non-external _workerProc
00000002774050b8 (__TEXT,__text) non-external _workerProc
000000027741845c (__TEXT,__text) non-external _workerProc
0000000277438e44 (__TEXT,__text) non-external _workerProc
000000027745e838 (__TEXT,__text) non-external _workerProc
000000027743b5c8 (__TEXT,__text) non-external _workerReserve
000000027743b01c (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000027741ce88 (__TEXT,__text) non-external _writeBlobProc
000000027741c8d4 (__TEXT,__text) non-external _writeHeaderProc
0000000277451778 (__TEXT,__text) non-external _writeOBuf
00000002773e74d8 (__TEXT,__text) non-external _writeProc
00000002774118b8 (__TEXT,__text) non-external _writeProc
0000000277430448 (__TEXT,__text) non-external _writeProc
000000027742d3b4 (__TEXT,__text) non-external _writerProc
000000027745f9cc (__TEXT,__text) non-external (was a private external) _writerProc
