00007ffb4221a170 (__DATA,__common) external _AfterColour
                 (undefined) external __ZNSt3__117__assoc_sub_state4waitEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable10notify_allEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable10notify_oneEv (from libc++)
                 (undefined) external __ZNSt3__118condition_variable4waitERNS_11unique_lockINS_5mutexEEE (from libc++)
                 (undefined) external __ZNSt3__118condition_variableD1Ev (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count14__release_weakEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_count4lockEv (from libc++)
                 (undefined) external __ZNSt3__119__shared_weak_countD2Ev (from libc++)
                 (undefined) external __ZNSt3__119__thread_local_dataEv (from libc++)
00007ffb11a77126 (__TEXT,__const) weak external __ZNSt3__119piecewise_constructE
                 (undefined) external __ZNSt3__120__get_collation_nameEPKc (from libc++)
                 (undefined) external __ZNSt3__120__throw_system_errorEiPKc (from libc++)
                 (undefined) external __ZNSt3__14stoiERKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPmi (from libc++)
                 (undefined) external __ZNSt3__15ctypeIcE2idE (from libc++)
                 (undefined) external __ZNSt3__15mutex4lockEv (from libc++)
                 (undefined) external __ZNSt3__15mutex6unlockEv (from libc++)
                 (undefined) external __ZNSt3__15mutexD1Ev (from libc++)
                 (undefined) external __ZNSt3__16__sortIRNS_6__lessIiiEEPiEEvT0_S5_T_ (from libc++)
                 (undefined) external __ZNSt3__16__sortIRNS_6__lessIjjEEPjEEvT0_S5_T_ (from libc++)
                 (undefined) external __ZNSt3__16__sortIRNS_6__lessIyyEEPyEEvT0_S5_T_ (from libc++)
                 (undefined) external __ZNSt3__16chrono12steady_clock3nowEv (from libc++)
                 (undefined) external __ZNSt3__16chrono12system_clock11from_time_tEl (from libc++)
                 (undefined) external __ZNSt3__16chrono12system_clock3nowEv (from libc++)
                 (undefined) external __ZNSt3__16chrono12system_clock9to_time_tERKNS0_10time_pointIS1_NS0_8durationIxNS_5ratioILl1ELl1000000EEEEEEE (from libc++)
                 (undefined) external __ZNSt3__16futureIvED1Ev (from libc++)
                 (undefined) external __ZNSt3__16localeC1ERKS0_ (from libc++)
                 (undefined) external __ZNSt3__16localeC1Ev (from libc++)
                 (undefined) external __ZNSt3__16localeD1Ev (from libc++)
                 (undefined) external __ZNSt3__16stoullERKNS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEPmi (from libc++)
                 (undefined) external __ZNSt3__16thread20hardware_concurrencyEv (from libc++)
                 (undefined) external __ZNSt3__16thread4joinEv (from libc++)
                 (undefined) external __ZNSt3__16thread6detachEv (from libc++)
                 (undefined) external __ZNSt3__16threadD1Ev (from libc++)
                 (undefined) external __ZNSt3__17collateIcE2idE (from libc++)
                 (undefined) external __ZNSt3__17promiseIvE10get_futureEv (from libc++)
                 (undefined) external __ZNSt3__17promiseIvE9set_valueEv (from libc++)
                 (undefined) external __ZNSt3__17promiseIvEC1Ev (from libc++)
                 (undefined) external __ZNSt3__17promiseIvED1Ev (from libc++)
                 (undefined) external __ZNSt3__18ios_base4initEPv (from libc++)
                 (undefined) external __ZNSt3__18ios_base5clearEj (from libc++)
                 (undefined) external __ZNSt3__19basic_iosIcNS_11char_traitsIcEEED2Ev (from libc++)
                 (undefined) external __ZNSt3__19to_stringEd (from libc++)
                 (undefined) external __ZNSt3__19to_stringEi (from libc++)
                 (undefined) external __ZNSt3__19to_stringEj (from libc++)
                 (undefined) external __ZNSt3__19to_stringEl (from libc++)
                 (undefined) external __ZNSt3__19to_stringEm (from libc++)
                 (undefined) external __ZNSt3__19to_stringEx (from libc++)
                 (undefined) external __ZNSt3__19to_stringEy (from libc++)
                 (undefined) external __ZNSt3__1plIcNS_11char_traitsIcEENS_9allocatorIcEEEENS_12basic_stringIT_T0_T1_EEPKS6_RKS9_ (from libc++)
                 (undefined) external __ZSt15set_new_handlerPFvvE (from libc++)
                 (undefined) external __ZSt7nothrow (from libc++)
                 (undefined) external __ZSt9terminatev (from libc++)
                 (undefined) external __ZTTNSt3__114basic_ifstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__114basic_ofstreamIcNS_11char_traitsIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__118basic_stringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
                 (undefined) external __ZTTNSt3__119basic_ostringstreamIcNS_11char_traitsIcEENS_9allocatorIcEEEE (from libc++)
00007ffb408e29e0 (__DATA_CONST,__const) external __ZTV17SPIRVObjectWriter
00007ffb408a40c0 (__DATA_CONST,__const) external __ZTV27MachineCycleInfoPrinterPass
00007ffb408ad4b0 (__DATA_CONST,__const) external __ZTVN15LiveDebugValues16InstrRefBasedLDVE
00007ffb408c8748 (__DATA_CONST,__const) external __ZTVN4llvm10CallbackVHE
00007ffb40897df0 (__DATA_CONST,__const) external __ZTVN4llvm10DDGBuilderE
00007ffb408981d8 (__DATA_CONST,__const) external __ZTVN4llvm10DependenceE
00007ffb408a3098 (__DATA_CONST,__const) external __ZTVN4llvm10LiveStacksE
00007ffb40909900 (__DATA_CONST,__const) external __ZTVN4llvm10MCAsmLexerE
00007ffb408e0ce0 (__DATA_CONST,__const) external __ZTVN4llvm10MCStreamerE
00007ffb408c8498 (__DATA_CONST,__const) external __ZTVN4llvm10ModulePassE
00007ffb4089c5c0 (__DATA_CONST,__const) external __ZTVN4llvm10RegionInfoE
00007ffb4089c8b8 (__DATA_CONST,__const) external __ZTVN4llvm10RegionPassE
00007ffb408ad038 (__DATA_CONST,__const) external __ZTVN4llvm10VirtRegMapE
00007ffb408f0428 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof19SampleProfileWriterE
00007ffb408f0348 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof22SampleProfileReaderGCCE
00007ffb408effe8 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof23SampleProfileReaderTextE
00007ffb408f0490 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof23SampleProfileWriterTextE
00007ffb408f0058 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof25SampleProfileReaderBinaryE
00007ffb408f04f8 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof25SampleProfileWriterBinaryE
00007ffb408f0218 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof28SampleProfileReaderExtBinaryE
00007ffb408f00e8 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof28SampleProfileReaderRawBinaryE
00007ffb408f0638 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof28SampleProfileWriterExtBinaryE
00007ffb408f02b8 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof32SampleProfileReaderCompactBinaryE
00007ffb408f0178 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof32SampleProfileReaderExtBinaryBaseE
00007ffb408f06e8 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof32SampleProfileWriterCompactBinaryE
00007ffb408f0588 (__DATA_CONST,__const) external __ZTVN4llvm10sampleprof32SampleProfileWriterExtBinaryBaseE
00007ffb408a1938 (__DATA_CONST,__const) external __ZTVN4llvm11EdgeBundlesE
00007ffb408ce268 (__DATA_CONST,__const) external __ZTVN4llvm11GPUFastISelE
00007ffb40899d58 (__DATA_CONST,__const) external __ZTVN4llvm11IVStrideUseE
00007ffb40909938 (__DATA_CONST,__const) external __ZTVN4llvm11MCAsmParserE
00007ffb4089d128 (__DATA_CONST,__const) external __ZTVN4llvm11SCEVUnknownE
00007ffb408a9ef0 (__DATA_CONST,__const) external __ZTVN4llvm11ScheduleDAGE
00007ffb408aa3a0 (__DATA_CONST,__const) external __ZTVN4llvm11SlotIndexesE
00007ffb408ad500 (__DATA_CONST,__const) external __ZTVN4llvm11SlotTrackerE
00007ffb408fceb8 (__DATA_CONST,__const) external __ZTVN4llvm11StringErrorE
00007ffb40894858 (__DATA_CONST,__const) external __ZTVN4llvm11agxapstrace17AGXAPSTraceSystemE
00007ffb40894898 (__DATA_CONST,__const) external __ZTVN4llvm11agxapstrace27BranchTargetResolutionErrorE
00007ffb408cc340 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle10SymbolNodeE
00007ffb408cc1d0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle11TagTypeNodeE
00007ffb408cc208 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle13ArrayTypeNodeE
00007ffb408cc278 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle13NodeArrayNodeE
00007ffb408cc240 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle14CustomTypeNodeE
00007ffb408cc198 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle15PointerTypeNodeE
00007ffb408cbfb0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle17PrimitiveTypeNodeE
00007ffb408cc2a0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle17QualifiedNameNodeE
00007ffb408cc408 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle18FunctionSymbolNodeE
00007ffb408cc2f0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle18IntegerLiteralNodeE
00007ffb408cc160 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle18ThunkSignatureNodeE
00007ffb408cc3e0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle18VariableSymbolNodeE
00007ffb408cc070 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle19NamedIdentifierNodeE
00007ffb408cbfe8 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle21FunctionSignatureNodeE
00007ffb408cc368 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle22SpecialTableSymbolNodeE
00007ffb408cc138 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle22StructorIdentifierNodeE
00007ffb408cc3b8 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle24EncodedStringLiteralNodeE
00007ffb408cc020 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle24VcallThunkIdentifierNodeE
00007ffb408cc318 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle27RttiBaseClassDescriptorNodeE
00007ffb408cc390 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle28LocalStaticGuardVariableNodeE
00007ffb408cc048 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle29DynamicStructorIdentifierNodeE
00007ffb408cc0c0 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle29LiteralOperatorIdentifierNodeE
00007ffb408cc0e8 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle30LocalStaticGuardIdentifierNodeE
00007ffb408cc2c8 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle30TemplateParameterReferenceNodeE
00007ffb408cc098 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle31IntrinsicFunctionIdentifierNodeE
00007ffb408cc110 (__DATA_CONST,__const) external __ZTVN4llvm11ms_demangle32ConversionOperatorIdentifierNodeE
00007ffb40903078 (__DATA_CONST,__const) external __ZTVN4llvm11raw_ostreamE
00007ffb408c9188 (__DATA_CONST,__const) external __ZTVN4llvm12DWARFContextE
00007ffb408c82a0 (__DATA_CONST,__const) external __ZTVN4llvm12FunctionPassE
00007ffb408ddf40 (__DATA_CONST,__const) external __ZTVN4llvm12MCAsmBackendE
00007ffb408de600 (__DATA_CONST,__const) external __ZTVN4llvm12MCAsmInfoELFE
00007ffb408e0720 (__DATA_CONST,__const) external __ZTVN4llvm12MCSectionELFE
00007ffb408e2cc8 (__DATA_CONST,__const) external __ZTVN4llvm12MCSymbolizerE
00007ffb408df490 (__DATA_CONST,__const) external __ZTVN4llvm12MCTargetExprE
00007ffb408fd968 (__DATA_CONST,__const) external __ZTVN4llvm12MemoryBufferE
00007ffb408fdd30 (__DATA_CONST,__const) external __ZTVN4llvm12PrefixMapperE
00007ffb408a86e8 (__DATA_CONST,__const) external __ZTVN4llvm12RegAllocBaseE
00007ffb40897aa8 (__DATA_CONST,__const) external __ZTVN4llvm12TargetFolderE
00007ffb40909378 (__DATA_CONST,__const) external __ZTVN4llvm12VPBasicBlockE
00007ffb408c9878 (__DATA_CONST,__const) external __ZTVN4llvm13DWARFDebugLocE
00007ffb408c9c48 (__DATA_CONST,__const) external __ZTVN4llvm13DWARFTypeUnitE
00007ffb408fcf08 (__DATA_CONST,__const) external __ZTVN4llvm13ErrorInfoBaseE
00007ffb408c7ac0 (__DATA_CONST,__const) external __ZTVN4llvm13FPPassManagerE
00007ffb408fd0f8 (__DATA_CONST,__const) external __ZTVN4llvm13FileCollectorE
00007ffb408f3ab0 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression10ExpressionE
00007ffb408f3c38 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression13PHIExpressionE
00007ffb408f3b30 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression14CallExpressionE
00007ffb408f3b70 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression14LoadExpressionE
00007ffb408f3af0 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression15BasicExpressionE
00007ffb408f3bb0 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression15StoreExpressionE
00007ffb408f3bf0 (__DATA_CONST,__const) external __ZTVN4llvm13GVNExpression24AggregateValueExpressionE
00007ffb408c81f8 (__DATA_CONST,__const) external __ZTVN4llvm13ImmutablePassE
00007ffb4089a200 (__DATA_CONST,__const) external __ZTVN4llvm13InlineAdvisorE
00007ffb4089ae48 (__DATA_CONST,__const) external __ZTVN4llvm13LPPassManagerE
00007ffb408a2cf8 (__DATA_CONST,__const) external __ZTVN4llvm13LiveIntervalsE
00007ffb408a2e90 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRangeEdit8DelegateE
00007ffb408a2ed8 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRangeEditE
00007ffb408a2fd0 (__DATA_CONST,__const) external __ZTVN4llvm13LiveRegMatrixE
00007ffb408a3160 (__DATA_CONST,__const) external __ZTVN4llvm13LiveVariablesE
00007ffb408de408 (__DATA_CONST,__const) external __ZTVN4llvm13MCAsmInfoCOFFE
00007ffb408de680 (__DATA_CONST,__const) external __ZTVN4llvm13MCAsmInfoGOFFE
00007ffb408de700 (__DATA_CONST,__const) external __ZTVN4llvm13MCAsmInfoWasmE
00007ffb408deda8 (__DATA_CONST,__const) external __ZTVN4llvm13MCCodeEmitterE
00007ffb408def60 (__DATA_CONST,__const) external __ZTVN4llvm13MCELFStreamerE
00007ffb408df4f0 (__DATA_CONST,__const) external __ZTVN4llvm13MCInstPrinterE
00007ffb408e06f0 (__DATA_CONST,__const) external __ZTVN4llvm13MCSectionCOFFE
00007ffb408e0bf8 (__DATA_CONST,__const) external __ZTVN4llvm13MCSectionWasmE
00007ffb408c7a08 (__DATA_CONST,__const) external __ZTVN4llvm13PMDataManagerE
00007ffb4089c7c8 (__DATA_CONST,__const) external __ZTVN4llvm13RGPassManagerE
00007ffb408c9790 (__DATA_CONST,__const) external __ZTVN4llvm13ResolverErrorE
00007ffb408a57f0 (__DATA_CONST,__const) external __ZTVN4llvm13ScheduleDAGMIE
00007ffb408fe8f8 (__DATA_CONST,__const) external __ZTVN4llvm13ScopedPrinterE
00007ffb40897d90 (__DATA_CONST,__const) external __ZTVN4llvm13SimpleDDGNodeE
00007ffb40904138 (__DATA_CONST,__const) external __ZTVN4llvm13TargetMachineE
00007ffb409081c0 (__DATA_CONST,__const) external __ZTVN4llvm13VPBlendRecipeE
00007ffb40909278 (__DATA_CONST,__const) external __ZTVN4llvm13VPInstructionE
00007ffb409093b0 (__DATA_CONST,__const) external __ZTVN4llvm13VPRegionBlockE
00007ffb40908f98 (__DATA_CONST,__const) external __ZTVN4llvm13VPWidenRecipeE
00007ffb408a7fe0 (__DATA_CONST,__const) external __ZTVN4llvm14AntiDepBreakerE
00007ffb409058c8 (__DATA_CONST,__const) external __ZTVN4llvm14AutoInitRemarkE
00007ffb4089fc30 (__DATA_CONST,__const) external __ZTVN4llvm14BreakFalseDepsE
00007ffb408977c8 (__DATA_CONST,__const) external __ZTVN4llvm14CaptureTrackerE
00007ffb4220f6d8 (__DATA,__const_weak) weak external __ZTVN4llvm14ChangeReporterINS_7IRDataTINS_9EmptyDataEEEEE
00007ffb4220f628 (__DATA,__const_weak) weak external __ZTVN4llvm14ChangeReporterINSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEEEE
00007ffb408c6fe8 (__DATA_CONST,__const) external __ZTVN4llvm14ConstantFolderE
00007ffb408fcda0 (__DATA_CONST,__const) external __ZTVN4llvm14DeltaAlgorithmE
00007ffb408adef8 (__DATA_CONST,__const) external __ZTVN4llvm14DiagnosticInfoE
00007ffb40898168 (__DATA_CONST,__const) external __ZTVN4llvm14FullDependenceE
00007ffb408c6c80 (__DATA_CONST,__const) external __ZTVN4llvm14GVMaterializerE
00007ffb408efc08 (__DATA_CONST,__const) external __ZTVN4llvm14InstrProfErrorE
00007ffb408de780 (__DATA_CONST,__const) external __ZTVN4llvm14MCAsmInfoXCOFFE
00007ffb408e2c38 (__DATA_CONST,__const) external __ZTVN4llvm14MCDisassemblerE
00007ffb408e0658 (__DATA_CONST,__const) external __ZTVN4llvm14MCObjectWriterE
00007ffb408e0750 (__DATA_CONST,__const) external __ZTVN4llvm14MCSectionMachOE
00007ffb408e0c28 (__DATA_CONST,__const) external __ZTVN4llvm14MCSectionXCOFFE
00007ffb408e1928 (__DATA_CONST,__const) external __ZTVN4llvm14MCWasmStreamerE
00007ffb4089b1a8 (__DATA_CONST,__const) external __ZTVN4llvm14MLInlineAdviceE
00007ffb40905890 (__DATA_CONST,__const) external __ZTVN4llvm14MemoryOpRemarkE
00007ffb408c8168 (__DATA_CONST,__const) external __ZTVN4llvm14PassNameParserE
00007ffb40897db0 (__DATA_CONST,__const) external __ZTVN4llvm14PiBlockDDGNodeE
00007ffb408e76d8 (__DATA_CONST,__const) external __ZTVN4llvm14RecordStreamerE
00007ffb4220f400 (__DATA,__const_weak) weak external __ZTVN4llvm14RegionInfoBaseINS_12RegionTraitsINS_15MachineFunctionEEEEE
00007ffb4220f3d8 (__DATA,__const_weak) weak external __ZTVN4llvm14RegionInfoBaseINS_12RegionTraitsINS_8FunctionEEEEE
00007ffb4089c5e8 (__DATA_CONST,__const) external __ZTVN4llvm14RegionInfoPassE
00007ffb408aa468 (__DATA_CONST,__const) external __ZTVN4llvm14SpillPlacementE
00007ffb408aa728 (__DATA_CONST,__const) external __ZTVN4llvm14StackProtectorE
00007ffb409032f0 (__DATA_CONST,__const) external __ZTVN4llvm14buffer_ostreamE
00007ffb409030f0 (__DATA_CONST,__const) external __ZTVN4llvm14raw_fd_ostreamE
00007ffb40903000 (__DATA_CONST,__const) external __ZTVN4llvm14raw_os_ostreamE
00007ffb40896458 (__DATA_CONST,__const) external __ZTVN4llvm15AliasSetTracker13ASTCallbackVHE
00007ffb408965e8 (__DATA_CONST,__const) external __ZTVN4llvm15AssumptionCache23AffectedValueCallbackVHE
00007ffb408c8f58 (__DATA_CONST,__const) external __ZTVN4llvm15DWARFDebugNames13SentinelErrorE
00007ffb408c8ea8 (__DATA_CONST,__const) external __ZTVN4llvm15DWARFDebugNames5EntryE
00007ffb408c8f28 (__DATA_CONST,__const) external __ZTVN4llvm15DWARFDebugNamesE
00007ffb40898e98 (__DATA_CONST,__const) external __ZTVN4llvm15GlobalsAAResult22DeletionCallbackHandleE
00007ffb408c6cf0 (__DATA_CONST,__const) external __ZTVN4llvm15IRBuilderFolderE
00007ffb408de588 (__DATA_CONST,__const) external __ZTVN4llvm15MCAsmInfoDarwinE
00007ffb408df530 (__DATA_CONST,__const) external __ZTVN4llvm15MCInstrAnalysisE
00007ffb408e11f8 (__DATA_CONST,__const) external __ZTVN4llvm15MCSPIRVStreamerE
00007ffb408e1728 (__DATA_CONST,__const) external __ZTVN4llvm15MCSubtargetInfoE
00007ffb408e2448 (__DATA_CONST,__const) external __ZTVN4llvm15MCXCOFFStreamerE
00007ffb4089b150 (__DATA_CONST,__const) external __ZTVN4llvm15MLInlineAdvisorE
00007ffb408a44d0 (__DATA_CONST,__const) external __ZTVN4llvm15MachineFunction8DelegateE
00007ffb408a4e60 (__DATA_CONST,__const) external __ZTVN4llvm15MachineLoopInfoE
00007ffb408a6828 (__DATA_CONST,__const) external __ZTVN4llvm15RegAllocScoringE
00007ffb408fdbb8 (__DATA_CONST,__const) external __ZTVN4llvm15Rot13ObfuscatorE
00007ffb4089cfa0 (__DATA_CONST,__const) external __ZTVN4llvm15ScalarEvolution14SCEVCallbackVHE
00007ffb408ab178 (__DATA_CONST,__const) external __ZTVN4llvm15TargetInstrInfo17PipelinerLoopInfoE
00007ffb408aac68 (__DATA_CONST,__const) external __ZTVN4llvm15TargetInstrInfoE
00007ffb40895df8 (__DATA_CONST,__const) external __ZTVN4llvm15raw_std_ostreamE
00007ffb408973f0 (__DATA_CONST,__const) external __ZTVN4llvm16CallGraphSCCPassE
00007ffb408c9130 (__DATA_CONST,__const) external __ZTVN4llvm16DWARFCompileUnitE
00007ffb40898f50 (__DATA_CONST,__const) external __ZTVN4llvm16GPUAAWrapperPassE
00007ffb408a59b8 (__DATA_CONST,__const) external __ZTVN4llvm16GenericSchedulerE
00007ffb4220f788 (__DATA,__const_weak) external __ZTVN4llvm16IRChangedPrinterE
00007ffb408de508 (__DATA_CONST,__const) external __ZTVN4llvm16MCAsmInfoGNUCOFFE
00007ffb408e0100 (__DATA_CONST,__const) external __ZTVN4llvm16MCObjectFileInfoE
00007ffb408e0128 (__DATA_CONST,__const) external __ZTVN4llvm16MCObjectStreamerE
00007ffb408e2ca0 (__DATA_CONST,__const) external __ZTVN4llvm16MCRelocationInfoE
00007ffb408e0c78 (__DATA_CONST,__const) external __ZTVN4llvm16MCTargetStreamerE
00007ffb408e2978 (__DATA_CONST,__const) external __ZTVN4llvm16MachObjectWriterE
00007ffb408a5470 (__DATA_CONST,__const) external __ZTVN4llvm16MachinePipelinerE
00007ffb408dd898 (__DATA_CONST,__const) external __ZTVN4llvm16ModuleCacheEntryE
00007ffb408a90c0 (__DATA_CONST,__const) external __ZTVN4llvm16PBQPRAConstraintE
00007ffb408a9db8 (__DATA_CONST,__const) external __ZTVN4llvm16RegisterBankInfoE
00007ffb408abed0 (__DATA_CONST,__const) external __ZTVN4llvm16TargetPassConfigE
00007ffb40908e18 (__DATA_CONST,__const) external __ZTVN4llvm16VPWidenGEPRecipeE
00007ffb40908aa8 (__DATA_CONST,__const) external __ZTVN4llvm16VPWidenPHIRecipeE
00007ffb40903270 (__DATA_CONST,__const) external __ZTVN4llvm16raw_null_ostreamE
00007ffb408d1450 (__DATA_CONST,__const) external __ZTVN4llvm17AbstractAttributeE
00007ffb408fa010 (__DATA_CONST,__const) external __ZTVN4llvm17BinaryStreamErrorE
00007ffb408fcdd0 (__DATA_CONST,__const) external __ZTVN4llvm17DAGDeltaAlgorithmE
00007ffb408adc98 (__DATA_CONST,__const) external __ZTVN4llvm17DiagnosticHandlerE
00007ffb408fd0c8 (__DATA_CONST,__const) external __ZTVN4llvm17FileCollectorBaseE
00007ffb408a22c0 (__DATA_CONST,__const) external __ZTVN4llvm17GCMetadataPrinterE
00007ffb4089bdd8 (__DATA_CONST,__const) external __ZTVN4llvm17ICFLoopSafetyInfoE
00007ffb40908440 (__DATA_CONST,__const) external __ZTVN4llvm17InnerLoopUnrollerE
00007ffb4089a5a8 (__DATA_CONST,__const) external __ZTVN4llvm17IntervalPartitionE
00007ffb408a3220 (__DATA_CONST,__const) external __ZTVN4llvm17LLVMTargetMachineE
00007ffb408d9400 (__DATA_CONST,__const) external __ZTVN4llvm17LegacyInlinerBaseE
00007ffb408dfba8 (__DATA_CONST,__const) external __ZTVN4llvm17MCNullInstPrinterE
00007ffb40909b20 (__DATA_CONST,__const) external __ZTVN4llvm17MCTargetAsmParserE
00007ffb408e1eb8 (__DATA_CONST,__const) external __ZTVN4llvm17MCWinCOFFStreamerE
00007ffb408a56b0 (__DATA_CONST,__const) external __ZTVN4llvm17MachineRegionInfoE
00007ffb408ad4e0 (__DATA_CONST,__const) external __ZTVN4llvm17ModuleSlotTrackerE
00007ffb408c79d8 (__DATA_CONST,__const) external __ZTVN4llvm17PMTopLevelManagerE
00007ffb408a84b0 (__DATA_CONST,__const) external __ZTVN4llvm17PseudoSourceValueE
00007ffb4089d270 (__DATA_CONST,__const) external __ZTVN4llvm17SCEVAAWrapperPassE
00007ffb4089d0c8 (__DATA_CONST,__const) external __ZTVN4llvm17SCEVWrapPredicateE
00007ffb408aa080 (__DATA_CONST,__const) external __ZTVN4llvm17ScheduleDAGInstrsE
00007ffb408a5888 (__DATA_CONST,__const) external __ZTVN4llvm17ScheduleDAGMILiveE
00007ffb40896708 (__DATA_CONST,__const) external __ZTVN4llvm17SimpleCaptureInfoE
00007ffb408a55c0 (__DATA_CONST,__const) external __ZTVN4llvm17SwingSchedulerDAG17CopyToPhiMutationE
00007ffb408a5530 (__DATA_CONST,__const) external __ZTVN4llvm17SwingSchedulerDAGE
00007ffb408acea8 (__DATA_CONST,__const) external __ZTVN4llvm17VLIWResourceModelE
00007ffb409082a0 (__DATA_CONST,__const) external __ZTVN4llvm17VPReductionRecipeE
00007ffb40909018 (__DATA_CONST,__const) external __ZTVN4llvm17VPReplicateRecipeE
00007ffb40908e98 (__DATA_CONST,__const) external __ZTVN4llvm17VPWidenCallRecipeE
00007ffb409061e8 (__DATA_CONST,__const) external __ZTVN4llvm17ValueMaterializerE
00007ffb40894ec0 (__DATA_CONST,__const) external __ZTVN4llvm17agxclauseanalyzer17AGXClauseAnalyzerE
00007ffb40894e70 (__DATA_CONST,__const) external __ZTVN4llvm17agxclauseanalyzer27BranchTargetResolutionErrorE
00007ffb40903508 (__DATA_CONST,__const) external __ZTVN4llvm17raw_ostream_proxyE
00007ffb409031f0 (__DATA_CONST,__const) external __ZTVN4llvm17raw_pwrite_streamE
00007ffb408f9fc8 (__DATA_CONST,__const) external __ZTVN4llvm18ARMAttributeParserE
00007ffb40896638 (__DATA_CONST,__const) external __ZTVN4llvm18BasicAAWrapperPassE
00007ffb408c9848 (__DATA_CONST,__const) external __ZTVN4llvm18DWARFDebugLoclistsE
00007ffb408966e0 (__DATA_CONST,__const) external __ZTVN4llvm18EarliestEscapeInfoE
00007ffb408a1ab8 (__DATA_CONST,__const) external __ZTVN4llvm18ExecutionDomainFixE
00007ffb408ce760 (__DATA_CONST,__const) external __ZTVN4llvm18GPUTargetInstrInfoE
00007ffb40899ca8 (__DATA_CONST,__const) external __ZTVN4llvm18IVUsersWrapperPassE
00007ffb4089a428 (__DATA_CONST,__const) external __ZTVN4llvm18InstSimplifyFolderE
00007ffb408ddd00 (__DATA_CONST,__const) external __ZTVN4llvm18LinkDiagnosticInfoE
00007ffb408de488 (__DATA_CONST,__const) external __ZTVN4llvm18MCAsmInfoMicrosoftE
00007ffb40909a60 (__DATA_CONST,__const) external __ZTVN4llvm18MCParsedAsmOperandE
00007ffb408adde8 (__DATA_CONST,__const) external __ZTVN4llvm18OptimizationRemarkE
00007ffb4220f838 (__DATA,__const_weak) weak external __ZTVN4llvm18RawInstrProfReaderIjEE
00007ffb4220f8b0 (__DATA,__const_weak) weak external __ZTVN4llvm18RawInstrProfReaderIyEE
00007ffb4089d0f8 (__DATA_CONST,__const) external __ZTVN4llvm18SCEVUnionPredicateE
00007ffb408ab1c0 (__DATA_CONST,__const) external __ZTVN4llvm18TargetLoweringBaseE
00007ffb408ac690 (__DATA_CONST,__const) external __ZTVN4llvm18TargetRegisterInfoE
