000000027913c350 (__TEXT,__text) external _AAAFSCGetMetadata
000000027914788c (__TEXT,__text) non-external _storeCachePos
000000027913e6b4 (__TEXT,__text) non-external _storeChunkOffsets
00000002790ff0a8 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000002790fc384 (__TEXT,__text) non-external _streamAbort
0000000279113a14 (__TEXT,__text) non-external _streamAbort
00000002790fc230 (__TEXT,__text) non-external _streamClose
00000002791136fc (__TEXT,__text) non-external _streamClose
00000002790da120 (__TEXT,__text) non-external _streamConsumerProc
00000002791141a0 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000002790fc3a8 (__TEXT,__text) non-external _streamPRead
0000000279113a38 (__TEXT,__text) non-external _streamPWrite
00000002790fd278 (__TEXT,__text) non-external _streamProc
000000027914498c (__TEXT,__text) non-external _streamProc
00000002790fc794 (__TEXT,__text) non-external _streamRead
00000002790fc7b4 (__TEXT,__text) non-external _streamSeek
00000002790da200 (__TEXT,__text) non-external _streamThreadProc
00000002790da080 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000002790f23ec (__TEXT,__text) non-external _stringTableIndexCompareProc
00000002790f1e84 (__TEXT,__text) non-external _stringTableReserve
000000027913bcb4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
0000000279135f44 (__TEXT,__text) non-external _subArchiveCreate
00000002791364e8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000027912ee88 (__TEXT,__text) non-external _tarParseInt
000000027910c000 (__TEXT,__text) non-external _tempStreamCancel
000000027910bf68 (__TEXT,__text) non-external _tempStreamClose
000000027910c044 (__TEXT,__text) non-external _tempStreamPRead
000000027910c28c (__TEXT,__text) non-external _tempStreamPWrite
000000027910c014 (__TEXT,__text) non-external _tempStreamRead
000000027910c1fc (__TEXT,__text) non-external _tempStreamSeek
000000027910c4dc (__TEXT,__text) non-external _tempStreamTruncate
000000027910c25c (__TEXT,__text) non-external _tempStreamWrite
00000002790f8cc0 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000002790f8a00 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
0000000279142234 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000002791051f4 (__TEXT,__text) non-external _threadWrapperProc
00000002790df3e0 (__TEXT,__text) non-external _treeAdd
00000002790decf0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000002790df01c (__TEXT,__text) non-external _treeRebalance
00000002790dfea0 (__TEXT,__text) non-external _treeRotateLeft
00000002790dfd70 (__TEXT,__text) non-external _treeRotateRight
00000002790df2a8 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
0000000279119f84 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000002790ff388 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
0000000279101d50 (__TEXT,__text) non-external _updateFromHeader
0000000279104cbc (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
0000000279104d04 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000027912b080 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002790d7734 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000002790d6b70 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002790d74c0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000002790d6ec0 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000027910b6c8 (__TEXT,__text) non-external _verifySegment
0000000279118f38 (__TEXT,__text) non-external _verifySegment
00000002791455d8 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000279121248 (__TEXT,__text) non-external _workerApplyAttr
00000002790d7748 (__TEXT,__text) non-external _workerDataFree
0000000279121790 (__TEXT,__text) non-external _workerDecodeAndApplyACL
0000000279121680 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000002790eb900 (__TEXT,__text) non-external _workerDestroy
0000000279120ed0 (__TEXT,__text) non-external _workerDestroy
0000000279121470 (__TEXT,__text) non-external _workerLoadAndApplyACL
0000000279121318 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00000002790c7b20 (__TEXT,__text) non-external _workerProc
00000002790d6678 (__TEXT,__text) non-external _workerProc
00000002790eb0b8 (__TEXT,__text) non-external _workerProc
00000002790fe45c (__TEXT,__text) non-external _workerProc
000000027911ee44 (__TEXT,__text) non-external _workerProc
0000000279144838 (__TEXT,__text) non-external _workerProc
00000002791215c8 (__TEXT,__text) non-external _workerReserve
000000027912101c (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
0000000279102e88 (__TEXT,__text) non-external _writeBlobProc
00000002791028d4 (__TEXT,__text) non-external _writeHeaderProc
0000000279137778 (__TEXT,__text) non-external _writeOBuf
00000002790cd4d8 (__TEXT,__text) non-external _writeProc
00000002790f78b8 (__TEXT,__text) non-external _writeProc
0000000279116448 (__TEXT,__text) non-external _writeProc
00000002791133b4 (__TEXT,__text) non-external _writerProc
00000002791459cc (__TEXT,__text) non-external (was a private external) _writerProc
