                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff817d54911 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff8422f6760 (__DATA_CONST,__const) non-external _oidsets
00007ff843da9330 (__DATA,__data) non-external _prof_error_strings
00007ff817d52243 (__TEXT,__text) external _profile_abandon
00007ff817d535c4 (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff817d5328b (__TEXT,__text) external _profile_add_relation
00007ff817d53087 (__TEXT,__text) external _profile_clear_relation
00007ff817d512cd (__TEXT,__text) non-external (was a private external) _profile_close_file
00007ff817d51316 (__TEXT,__text) external _profile_configuration_updated
00007ff817d51f2a (__TEXT,__text) non-external (was a private external) _profile_copy
00007ff817d5344e (__TEXT,__text) non-external (was a private external) _profile_create_node
00007ff817d515d4 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007ff817d5123d (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff817d50ce2 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007ff817d536f7 (__TEXT,__text) non-external (was a private external) _profile_find_node
00007ff817d53808 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
00007ff817d5385a (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
00007ff817d521a4 (__TEXT,__text) external _profile_flush
00007ff817d51370 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
00007ff817d51327 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
00007ff817d51572 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
00007ff817d52224 (__TEXT,__text) external _profile_flush_to_buffer
00007ff817d521e4 (__TEXT,__text) external _profile_flush_to_file
00007ff817d52236 (__TEXT,__text) external _profile_free_buffer
00007ff817d51630 (__TEXT,__text) non-external (was a private external) _profile_free_file
00007ff817d5166a (__TEXT,__text) external _profile_free_list
00007ff817d533f8 (__TEXT,__text) non-external (was a private external) _profile_free_node
00007ff817d51a54 (__TEXT,__text) external _profile_get_boolean
00007ff817d5194c (__TEXT,__text) external _profile_get_integer
00007ff817d536e3 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
00007ff817d538ab (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
00007ff817d536ed (__TEXT,__text) non-external (was a private external) _profile_get_node_value
00007ff817d51c22 (__TEXT,__text) external _profile_get_relation_names
00007ff817d518a9 (__TEXT,__text) external _profile_get_string
00007ff817d51b5a (__TEXT,__text) external _profile_get_subsection_names
00007ff817d5183f (__TEXT,__text) non-external (was a private external) _profile_get_value
00007ff817d516a3 (__TEXT,__text) external _profile_get_values
00007ff817d51df6 (__TEXT,__text) external _profile_init
00007ff817d51fca (__TEXT,__text) external _profile_init_path
00007ff817d52164 (__TEXT,__text) external _profile_is_modified
00007ff817d536d6 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
00007ff817d52121 (__TEXT,__text) external _profile_is_writable
00007ff817d51d33 (__TEXT,__text) external _profile_iterator
00007ff817d51d1f (__TEXT,__text) external _profile_iterator_create
00007ff817d51d29 (__TEXT,__text) external _profile_iterator_free
00007ff817d50cdc (__TEXT,__text) non-external (was a private external) _profile_library_initializer
00007ff817d5160e (__TEXT,__text) non-external (was a private external) _profile_lock_global
00007ff817d536ba (__TEXT,__text) non-external (was a private external) _profile_make_node_final
00007ff817d50d26 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
00007ff817d539af (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00007ff817d56b78 (__TEXT,__text) non-external _profile_node_iterator.cold.1
00007ff817d538ba (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
00007ff817d5397d (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
00007ff817d50dce (__TEXT,__text) non-external (was a private external) _profile_open_file
00007ff817d52286 (__TEXT,__text) non-external (was a private external) _profile_parse_file
00007ff817d51ee7 (__TEXT,__text) external _profile_release
00007ff817d51dec (__TEXT,__text) external _profile_release_string
00007ff817d53d82 (__TEXT,__text) non-external (was a private external) _profile_remove_node
00007ff817d53e03 (__TEXT,__text) non-external (was a private external) _profile_rename_node
00007ff817d53169 (__TEXT,__text) external _profile_rename_section
00007ff817d53dae (__TEXT,__text) non-external (was a private external) _profile_set_relation_value
00007ff817d5161f (__TEXT,__text) non-external (was a private external) _profile_unlock_global
00007ff817d510ff (__TEXT,__text) non-external (was a private external) _profile_update_file_data
00007ff817d56b55 (__TEXT,__text) non-external _profile_update_file_data.cold.1
00007ff817d52e83 (__TEXT,__text) external _profile_update_relation
00007ff817d5352a (__TEXT,__text) non-external (was a private external) _profile_verify_node
00007ff817d52996 (__TEXT,__text) non-external (was a private external) _profile_write_tree_file
00007ff817d52d3e (__TEXT,__text) non-external (was a private external) _profile_write_tree_to_buffer
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
00007ff817d54781 (__TEXT,__text) external _put_svc_key
00007ff817d547bd (__TEXT,__text) external _read_service_key
00007ff817d4b5a6 (__TEXT,__text) external _remove_error_table
                 (undefined) external _rename (from libSystem)
                 (undefined) external _reset_com_err_hook (from Heimdal)
                 (indirect) external _reset_com_err_hook (for _reset_com_err_hook)
00007ff817d52fb4 (__TEXT,__text) non-external _rw_setup
                 (undefined) external _set_com_err_hook (from Heimdal)
                 (indirect) external _set_com_err_hook (for _set_com_err_hook)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _sprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
00007ff843da9198 (__DATA,__data) non-external (was a private external) _string_functions
00007ff817d4b5d9 (__TEXT,__text) non-external _string_release
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strncpy (from libSystem)
                 (undefined) external _strptime (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _sync (from libSystem)
                 (undefined) external _syslog$DARWIN_EXTSN (from libSystem)
                 (undefined) external _time (from libSystem)
00007ff817d547ff (__TEXT,__text) external _tkt_string
                 (undefined) external _unlink (from libSystem)
00007ff817d4b5b6 (__TEXT,__text) non-external (was a private external) _update_time
                 (undefined) external _vsyslog (from libSystem)
00007ff817d588c0 (__TEXT,__const) non-external _whichfields_flags
00007ff817d513d9 (__TEXT,__text) non-external _write_data_to_file
