00007ff90edee4ae (__TEXT,__text) non-external +[Caller current]
00007ff943f09660 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._queue
00007ff943f09678 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._serviceName
00007ff943f09670 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcConnection
00007ff943f09668 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._xpcListener
00007ff943f09430 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._coreKDL
00007ff943f09428 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._currentDFROwner
00007ff943f09420 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._externalizedContext
00007ff943f09400 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._inputHandlers
00007ff943f093f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastError
00007ff943f09410 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._lastInstructionsWithoutDFR
00007ff943f09418 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._scene
00007ff943f09408 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._sceneDirty
00007ff943f093f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOHelper._secureIO
00007ff943f094c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_NotificationCenterInvalidationSource._notificationName
00007ff943f09330 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._bypassAssertions
00007ff943f09320 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._cache
00007ff943f09328 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCache._invalidationSources
00007ff943f09498 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._cache
00007ff943f09490 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheAssertion._reason
00007ff943f094a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._cache
00007ff943f094a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PreflightCacheInvalidationSource._status
00007ff943f09480 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapDetected
00007ff943f09468 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._axDoubleTapExpirationBlock
00007ff943f09488 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._delegate
00007ff943f09478 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._doubleTapDetected
00007ff943f09470 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._hidClient
00007ff943f09460 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastDoubleTap
00007ff943f09458 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PushButtonMonitor._lastTap
00007ff943f094d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._caller
00007ff943f094c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._heldObjects
00007ff943f094d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._identifier
00007ff943f094e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._log
00007ff943f094e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._received
00007ff943f094f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Request._serviceLocator
00007ff943f09590 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._clientInfo
00007ff943f09598 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._contextID
00007ff943f095a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._domain
00007ff943f095b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._key
00007ff943f095b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._options
00007ff943f095a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StorageRequest._originatorId
00007ff943f093d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._approveDiscovery
00007ff943f093d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._failedActivationCount
00007ff943f093c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._invalidationCount
00007ff943f093e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._lastActivation
00007ff943f093b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._observers
00007ff943f093e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._queue
00007ff943f093c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_WatchMonitor._restartAttempt
00007ff943528558 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryHelper
00007ff943528968 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_BiometryLockoutInvalidationSource
00007ff943528530 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Caller
00007ff943528508 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DaemonUtils
00007ff9435288c8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DarwinNotificationInvalidationSource
00007ff9435289b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_DomainStateRequest
00007ff9435284e0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_EvaluationRequest
00007ff943528828 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_InstalledAppsCache
00007ff9435284b8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalytics
00007ff943528490 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsEvaluation
00007ff943528738 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_METACLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
00007ff943f09718 (__DATA,__objc_data) external _OBJC_METACLASS_$_LADFROwnerToken
00007ff943f098f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASIORemoteCall
00007ff943f09998 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIO
00007ff943f09880 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOArchive
00007ff943f09948 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOCommunication
00007ff943f096f0 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOHelper
00007ff943f099c0 (__DATA,__objc_data) external _OBJC_METACLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff943528918 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_NotificationCenterInvalidationSource
00007ff943528788 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCache
00007ff943f09768 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheAssertion
00007ff943f09790 (__DATA,__objc_data) external _OBJC_METACLASS_$_PreflightCacheBypassAssertion
00007ff943528878 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PreflightCacheInvalidationSource
00007ff9435287d8 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_PushButtonMonitor
00007ff943528468 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_Request
00007ff943528440 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_StorageRequest
00007ff943528418 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_TrustedAccessoryHelper
00007ff943f09808 (__DATA,__objc_data) external _OBJC_METACLASS_$_UserPasswordInvalidationSource
00007ff943f09858 (__DATA,__objc_data) external _OBJC_METACLASS_$_WatchInvalidationSource
00007ff9435283f0 (__DATA_DIRTY,__objc_data) external _OBJC_METACLASS_$_WatchMonitor
00007ff90ee0bc48 (__TEXT,__const) external _PreflightCacheCapacity
                 (undefined) external _SecCodeCheckValidity (from Security)
                 (undefined) external _SecCodeCopyGuestWithAttributes (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
00007ff90ee00f50 (__TEXT,__text) external _SerializeAddCredential
00007ff90ee009b2 (__TEXT,__text) external _SerializeCredential
00007ff90ee01107 (__TEXT,__text) external _SerializeCredentialList
00007ff90ee01356 (__TEXT,__text) external _SerializeGetContextProperty
00007ff90ee00308 (__TEXT,__text) external _SerializeProcessAcl
00007ff90ee010ab (__TEXT,__text) external _SerializeRemoveCredential
00007ff90ee010fb (__TEXT,__text) external _SerializeReplacePassphraseCredential
00007ff90ee00546 (__TEXT,__text) external _SerializeRequirement
00007ff90ee0013b (__TEXT,__text) external _SerializeVerifyAclConstraint
00007ff90edffd9f (__TEXT,__text) external _SerializeVerifyPolicy
00007ff943528a88 (__DATA_DIRTY,__bss) non-external _SharingLibraryCore.frameworkLibrary
00007ff90edefc0f (__TEXT,__text) non-external _TrustedAccessoryLibrary
00007ff943528a80 (__DATA_DIRTY,__bss) non-external _TrustedAccessoryLibraryCore.frameworkLibrary
00007ff90ee03404 (__TEXT,__text) external _Util_AllocCredential
00007ff90ee037cc (__TEXT,__text) external _Util_AllocRequirement
00007ff90ee03ebc (__TEXT,__text) external _Util_CreateRequirement
00007ff90ee030d7 (__TEXT,__text) external _Util_DeallocCredential
00007ff90ee03f39 (__TEXT,__text) external _Util_DeallocRequirement
00007ff90edf3570 (__TEXT,__text) external _Util_GetBitCount
00007ff90edf365b (__TEXT,__text) external _Util_KeybagLockStateToEnvVar
00007ff90ee02ff3 (__TEXT,__text) external _Util_ReadFromBuffer
00007ff90edf3683 (__TEXT,__text) external _Util_SafeDeallocParameters
00007ff90ee02f05 (__TEXT,__text) external _Util_WriteToBuffer
00007ff90edf35e5 (__TEXT,__text) external _Util_hexDumpToStrHelper
00007ff90edf3754 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.1
00007ff90edf3775 (__TEXT,__text) non-external _Util_hexDumpToStrHelper.cold.2
00007ff90edf35b2 (__TEXT,__text) external _Util_isNonNullEqualMemory
00007ff90edf3588 (__TEXT,__text) external _Util_isNullOrZeroMemory
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff90ee0a2f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSDictionary_$_Merge
00007ff90ee0a310 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSDictionary_$_Merge
00007ff9413d5d20 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSDictionary_$_Merge
00007ff90ee0a328 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Caller
00007ff90ee0a348 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_DaemonUtils
00007ff90ee0a4b0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_EvaluationRequest
00007ff90ee0a4d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_InstalledAppsCache
00007ff90ee0a4e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90ee0a508 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASIORemoteCall
00007ff90ee0a520 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIO
00007ff90ee0a538 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOArchive
00007ff90ee0a558 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOHelper
00007ff90ee0a570 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_LASecureIOLoggingHelper
00007ff90ee0a5b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCache
00007ff90ee0a5d0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PreflightCacheInvalidationSource
00007ff90ee0a5e8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_PushButtonMonitor
00007ff90ee0a600 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Request
00007ff90ee0a630 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_TrustedAccessoryHelper
00007ff90ee0a648 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_WatchMonitor
00007ff9413d8a20 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_DaemonUtils
00007ff90ee0a660 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryHelper
00007ff90ee0a678 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BiometryLockoutInvalidationSource
00007ff90ee0a6a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Caller
00007ff90ee0a788 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DaemonUtils
00007ff90ee0a7a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DarwinNotificationInvalidationSource
00007ff90ee0a7e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_DomainStateRequest
00007ff90ee0a868 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_EvaluationRequest
00007ff90ee0ab28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_InstalledAppsCache
00007ff90ee0ab60 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalytics
00007ff90ee0ac28 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsEvaluation
00007ff90ee0ad90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LAAnalyticsPasscodeFallbackPeriod
00007ff90ee0ae40 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LADFROwnerToken
00007ff90ee0ae58 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASIORemoteCall
00007ff90ee0af38 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIO
00007ff90ee0b010 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOCommunication
00007ff90ee0b0c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_LASecureIOHelper
00007ff90ee0b1b8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NotificationCenterInvalidationSource
00007ff90ee0b208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCache
00007ff90ee0b298 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheAssertion
00007ff90ee0b300 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PreflightCacheInvalidationSource
00007ff90ee0b378 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PushButtonMonitor
00007ff90ee0b498 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Request
00007ff90ee0b540 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StorageRequest
00007ff90ee0b5c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrustedAccessoryHelper
00007ff90ee0b658 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UserPasswordInvalidationSource
00007ff90ee0b688 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchInvalidationSource
00007ff90ee0b6d0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_WatchMonitor
00007ff9413d8808 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Caller
00007ff9413d6fe0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DarwinNotificationInvalidationSource
00007ff9413d8618 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_DomainStateRequest
00007ff9413d7e20 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_EvaluationRequest
00007ff9413d69b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalytics
00007ff9413d6148 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsEvaluation
00007ff9413d5bc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d8bb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASIORemoteCall
00007ff9413d8f68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIO
00007ff9413d8dd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOCommunication
00007ff9413d6700 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_LASecureIOHelper
00007ff9413d70d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_NotificationCenterInvalidationSource
00007ff9413d5da8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCache
00007ff9413d6cc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheAssertion
00007ff9413d6ee0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PreflightCacheInvalidationSource
00007ff9413d6b10 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PushButtonMonitor
00007ff9413d76a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Request
00007ff9413d8390 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StorageRequest
00007ff9413d6518 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_WatchMonitor
00007ff9413d88d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Caller
00007ff9413d8a80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DaemonUtils
00007ff9413d7028 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DarwinNotificationInvalidationSource
00007ff9413d86c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_DomainStateRequest
00007ff9413d8088 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_EvaluationRequest
00007ff9413d6a38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalytics
00007ff9413d6350 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsEvaluation
00007ff9413d5c70 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LAAnalyticsPasscodeFallbackPeriod
00007ff9413d7b38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACClientRequest
00007ff9413d8580 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACDomainStateRequest
00007ff9413d5f58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACEvaluationAnalytics
00007ff9413d7bb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACEvaluationRequest
00007ff9413d7b00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACRequest
00007ff9413d82e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LACStorageRequest
00007ff9413d8cc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASIORemoteCall
00007ff9413d8fb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIO
00007ff9413d8ec0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOCommunication
00007ff9413d6828 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_LASecureIOHelper
00007ff9413d5e58 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d7468 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d7a00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff9413d70f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NotificationCenterInvalidationSource
00007ff9413d6d08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheAssertion
00007ff9413d6f28 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PreflightCacheInvalidationSource
00007ff9413d6bf8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PushButtonMonitor
00007ff9413d7770 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Request
00007ff9413d8458 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StorageRequest
00007ff9413d75d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchInvalidationSource
00007ff9413d6600 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_WatchMonitor
00007ff90ee0b7c0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACClientRequest
00007ff90ee0b7f8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACDomainStateRequest
00007ff90ee0b818 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationAnalytics
00007ff90ee0b920 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACEvaluationRequest
00007ff90ee0ba78 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACRequest
00007ff90ee0ba90 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LACStorageRequest
00007ff90ee0bac0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_LASecureIODelegate
00007ff90ee0bae0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff9413d7278 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff9413d7810 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff90ee0bbd0 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff9413d7448 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff9413d79e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff90ee0bbe8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_WatchChangeObserver
00007ff9413d7b80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACClientRequest
00007ff9413d85a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACDomainStateRequest
00007ff9413d6040 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationAnalytics
00007ff9413d7ce0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACEvaluationRequest
00007ff9413d7b18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACRequest
00007ff9413d8318 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LACStorageRequest
00007ff9413d6690 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_LASecureIODelegate
00007ff9413d5ea0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d74b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d7a48 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff9413d7568 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_WatchChangeObserver
00007ff9413d7b20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACClientRequest
00007ff9413d8568 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACDomainStateRequest
00007ff9413d5f40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationAnalytics
00007ff9413d7ba0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACEvaluationRequest
00007ff9413d7ae8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACRequest
00007ff9413d82c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_LACStorageRequest
00007ff9413d7550 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_WatchChangeObserver
00007ff9413d85b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_DomainStateRequest
00007ff9413d7dc0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_EvaluationRequest
00007ff9413d60e8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LAAnalyticsEvaluation
00007ff9413d66a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_LASecureIOHelper
00007ff9413d8330 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_StorageRequest
00007ff9413d7570 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_WatchInvalidationSource
00007ff9413d5b38 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryHelper
00007ff9413d71a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_BiometryLockoutInvalidationSource
00007ff9413d8948 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Caller
00007ff9413d8a98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_DaemonUtils
