00007ffb0ba255c3 (__TEXT,__text) external _CGLGetCurrentContext
00007ffb0ba24a27 (__TEXT,__text) external _glVertexAttribI4bvEXT
00007ffb0ba2037f (__TEXT,__text) external _glVertexAttribI4i
00007ffb0ba2487e (__TEXT,__text) external _glVertexAttribI4iEXT
00007ffb0ba2048d (__TEXT,__text) external _glVertexAttribI4iv
00007ffb0ba2498c (__TEXT,__text) external _glVertexAttribI4ivEXT
00007ffb0ba20547 (__TEXT,__text) external _glVertexAttribI4sv
00007ffb0ba24a46 (__TEXT,__text) external _glVertexAttribI4svEXT
00007ffb0ba20566 (__TEXT,__text) external _glVertexAttribI4ubv
00007ffb0ba24a65 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00007ffb0ba20409 (__TEXT,__text) external _glVertexAttribI4ui
00007ffb0ba24908 (__TEXT,__text) external _glVertexAttribI4uiEXT
00007ffb0ba20509 (__TEXT,__text) external _glVertexAttribI4uiv
00007ffb0ba24a08 (__TEXT,__text) external _glVertexAttribI4uivEXT
00007ffb0ba20585 (__TEXT,__text) external _glVertexAttribI4usv
00007ffb0ba24a84 (__TEXT,__text) external _glVertexAttribI4usvEXT
00007ffb0ba202b1 (__TEXT,__text) external _glVertexAttribIPointer
00007ffb0ba24aa3 (__TEXT,__text) external _glVertexAttribIPointerEXT
00007ffb0ba21fe1 (__TEXT,__text) external _glVertexAttribL1d
00007ffb0ba22051 (__TEXT,__text) external _glVertexAttribL1dv
00007ffb0ba21ffd (__TEXT,__text) external _glVertexAttribL2d
00007ffb0ba22070 (__TEXT,__text) external _glVertexAttribL2dv
00007ffb0ba22019 (__TEXT,__text) external _glVertexAttribL3d
00007ffb0ba2208f (__TEXT,__text) external _glVertexAttribL3dv
00007ffb0ba22035 (__TEXT,__text) external _glVertexAttribL4d
00007ffb0ba220ae (__TEXT,__text) external _glVertexAttribL4dv
00007ffb0ba220cd (__TEXT,__text) external _glVertexAttribLPointer
00007ffb0ba20f35 (__TEXT,__text) external _glVertexAttribP1ui
00007ffb0ba20fc5 (__TEXT,__text) external _glVertexAttribP1uiv
00007ffb0ba20f59 (__TEXT,__text) external _glVertexAttribP2ui
00007ffb0ba20fe9 (__TEXT,__text) external _glVertexAttribP2uiv
00007ffb0ba20f7d (__TEXT,__text) external _glVertexAttribP3ui
00007ffb0ba2100d (__TEXT,__text) external _glVertexAttribP3uiv
00007ffb0ba20fa1 (__TEXT,__text) external _glVertexAttribP4ui
00007ffb0ba21031 (__TEXT,__text) external _glVertexAttribP4uiv
00007ffb0ba1f4e1 (__TEXT,__text) external _glVertexAttribPointer
00007ffb0ba2272f (__TEXT,__text) external _glVertexAttribPointerARB
00007ffb0ba22b77 (__TEXT,__text) external _glVertexBlendARB
00007ffb0ba253ae (__TEXT,__text) external _glVertexPointSizefAPPLE
00007ffb0ba1dc23 (__TEXT,__text) external _glVertexPointer
00007ffb0ba1dc47 (__TEXT,__text) external _glViewport
00007ffb0ba22116 (__TEXT,__text) external _glViewportArrayv
00007ffb0ba22138 (__TEXT,__text) external _glViewportIndexedf
00007ffb0ba22154 (__TEXT,__text) external _glViewportIndexedfv
00007ffb0ba20b4f (__TEXT,__text) external _glWaitSync
00007ffb0ba22b53 (__TEXT,__text) external _glWeightPointerARB
00007ffb0ba22a5b (__TEXT,__text) external _glWeightbvARB
00007ffb0ba22ad7 (__TEXT,__text) external _glWeightdvARB
00007ffb0ba22ab8 (__TEXT,__text) external _glWeightfvARB
00007ffb0ba22a99 (__TEXT,__text) external _glWeightivARB
00007ffb0ba22a7a (__TEXT,__text) external _glWeightsvARB
00007ffb0ba22af6 (__TEXT,__text) external _glWeightubvARB
00007ffb0ba22b34 (__TEXT,__text) external _glWeightuivARB
00007ffb0ba22b15 (__TEXT,__text) external _glWeightusvARB
00007ffb0ba1ec38 (__TEXT,__text) external _glWindowPos2d
00007ffb0ba23203 (__TEXT,__text) external _glWindowPos2dARB
00007ffb0ba1ec52 (__TEXT,__text) external _glWindowPos2dv
00007ffb0ba2321d (__TEXT,__text) external _glWindowPos2dvARB
00007ffb0ba1ec6f (__TEXT,__text) external _glWindowPos2f
00007ffb0ba2323a (__TEXT,__text) external _glWindowPos2fARB
00007ffb0ba1ec89 (__TEXT,__text) external _glWindowPos2fv
00007ffb0ba23254 (__TEXT,__text) external _glWindowPos2fvARB
00007ffb0ba1eca6 (__TEXT,__text) external _glWindowPos2i
00007ffb0ba23271 (__TEXT,__text) external _glWindowPos2iARB
00007ffb0ba1ecc4 (__TEXT,__text) external _glWindowPos2iv
00007ffb0ba2328f (__TEXT,__text) external _glWindowPos2ivARB
00007ffb0ba1ece1 (__TEXT,__text) external _glWindowPos2s
00007ffb0ba232ac (__TEXT,__text) external _glWindowPos2sARB
00007ffb0ba1ecff (__TEXT,__text) external _glWindowPos2sv
00007ffb0ba232ca (__TEXT,__text) external _glWindowPos2svARB
00007ffb0ba1ed1c (__TEXT,__text) external _glWindowPos3d
00007ffb0ba232e7 (__TEXT,__text) external _glWindowPos3dARB
00007ffb0ba1ed36 (__TEXT,__text) external _glWindowPos3dv
00007ffb0ba23301 (__TEXT,__text) external _glWindowPos3dvARB
00007ffb0ba1ed53 (__TEXT,__text) external _glWindowPos3f
00007ffb0ba2331e (__TEXT,__text) external _glWindowPos3fARB
00007ffb0ba1ed6d (__TEXT,__text) external _glWindowPos3fv
00007ffb0ba23338 (__TEXT,__text) external _glWindowPos3fvARB
00007ffb0ba1ed8a (__TEXT,__text) external _glWindowPos3i
00007ffb0ba23355 (__TEXT,__text) external _glWindowPos3iARB
00007ffb0ba1edab (__TEXT,__text) external _glWindowPos3iv
00007ffb0ba23376 (__TEXT,__text) external _glWindowPos3ivARB
00007ffb0ba1edc8 (__TEXT,__text) external _glWindowPos3s
00007ffb0ba23393 (__TEXT,__text) external _glWindowPos3sARB
00007ffb0ba1ede9 (__TEXT,__text) external _glWindowPos3sv
00007ffb0ba233b4 (__TEXT,__text) external _glWindowPos3svARB
00007ffb4337c590 (__DATA_DIRTY,__common) external _gll_noop
