0000000283220d30 (__TEXT,__text) external _AAAFSCGetMetadata
00000002831e3430 (__TEXT,__text) non-external (was a private external) _sha1cmp
00000002831c0858 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002831aeb64 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000002831e4750 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00000002831e5874 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000028320635c (__TEXT,__text) non-external _stateAppendEntry
0000000283218f24 (__TEXT,__text) non-external _stateCollectorStreamClose
00000002832198d8 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000283218f40 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
0000000283216f60 (__TEXT,__text) non-external _stateComputePatches
0000000283205a00 (__TEXT,__text) non-external _stateConcatPath
000000028320389c (__TEXT,__text) non-external _stateDestroy
0000000283218df8 (__TEXT,__text) non-external _stateDestroy
0000000283217290 (__TEXT,__text) non-external _stateGenerateArchive
0000000283205a2c (__TEXT,__text) non-external _stateGetEntryData
000000028321a75c (__TEXT,__text) non-external _stateLoadEntryHeader
0000000283205c1c (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00000002831e2d7c (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000028322c1a8 (__TEXT,__text) non-external _storeCachePos
0000000283223084 (__TEXT,__text) non-external _storeChunkOffsets
00000002831e3d68 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00000002831e10dc (__TEXT,__text) non-external _streamAbort
00000002831f857c (__TEXT,__text) non-external _streamAbort
00000002831e0f88 (__TEXT,__text) non-external _streamClose
00000002831f8268 (__TEXT,__text) non-external _streamClose
00000002831bf004 (__TEXT,__text) non-external _streamConsumerProc
00000002831f8d0c (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00000002831e10fc (__TEXT,__text) non-external _streamPRead
00000002831f859c (__TEXT,__text) non-external _streamPWrite
00000002831e1fb0 (__TEXT,__text) non-external _streamProc
00000002832292e0 (__TEXT,__text) non-external _streamProc
00000002831e14dc (__TEXT,__text) non-external _streamRead
00000002831e14fc (__TEXT,__text) non-external _streamSeek
00000002831bf0e0 (__TEXT,__text) non-external _streamThreadProc
00000002831bef64 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00000002831d717c (__TEXT,__text) non-external _stringTableIndexCompareProc
00000002831d6ca0 (__TEXT,__text) non-external _stringTableReserve
00000002832206a4 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
000000028321a9b0 (__TEXT,__text) non-external _subArchiveCreate
000000028321af54 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000002832139c4 (__TEXT,__text) non-external _tarParseInt
00000002831f0bd8 (__TEXT,__text) non-external _tempStreamCancel
00000002831f0b40 (__TEXT,__text) non-external _tempStreamClose
00000002831f0c1c (__TEXT,__text) non-external _tempStreamPRead
00000002831f0e64 (__TEXT,__text) non-external _tempStreamPWrite
00000002831f0bec (__TEXT,__text) non-external _tempStreamRead
00000002831f0dd4 (__TEXT,__text) non-external _tempStreamSeek
00000002831f10b4 (__TEXT,__text) non-external _tempStreamTruncate
00000002831f0e34 (__TEXT,__text) non-external _tempStreamWrite
00000002831dda3c (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00000002831dd77c (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
0000000283226bd0 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00000002831e9e74 (__TEXT,__text) non-external _threadWrapperProc
00000002831c42a8 (__TEXT,__text) non-external _treeAdd
00000002831c3bc0 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00000002831c3eec (__TEXT,__text) non-external _treeRebalance
00000002831c4d54 (__TEXT,__text) non-external _treeRotateLeft
00000002831c4c24 (__TEXT,__text) non-external _treeRotateRight
00000002831c4178 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00000002831feacc (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00000002831e4048 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00000002831e69e0 (__TEXT,__text) non-external _updateFromHeader
00000002831e993c (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00000002831e9984 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000028320fbf8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00000002831bc5e0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00000002831bba20 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00000002831bc36c (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00000002831bbd6c (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00000002831f02a0 (__TEXT,__text) non-external _verifySegment
00000002831fda80 (__TEXT,__text) non-external _verifySegment
0000000283229f2c (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
0000000283205d0c (__TEXT,__text) non-external _workerApplyAttr
00000002831bc5f4 (__TEXT,__text) non-external _workerDataFree
000000028320624c (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000028320613c (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00000002831d0748 (__TEXT,__text) non-external _workerDestroy
0000000283205994 (__TEXT,__text) non-external _workerDestroy
0000000283205f30 (__TEXT,__text) non-external _workerLoadAndApplyACL
0000000283205ddc (__TEXT,__text) non-external _workerLoadAndApplyXAT
00000002831acb48 (__TEXT,__text) non-external _workerProc
00000002831bb514 (__TEXT,__text) non-external _workerProc
00000002831cfefc (__TEXT,__text) non-external _workerProc
00000002831e30fc (__TEXT,__text) non-external _workerProc
000000028320394c (__TEXT,__text) non-external _workerProc
000000028322918c (__TEXT,__text) non-external _workerProc
0000000283206084 (__TEXT,__text) non-external _workerReserve
0000000283205ae0 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00000002831e7b10 (__TEXT,__text) non-external _writeBlobProc
00000002831e755c (__TEXT,__text) non-external _writeHeaderProc
000000028321c1dc (__TEXT,__text) non-external _writeOBuf
00000002831b2420 (__TEXT,__text) non-external _writeProc
00000002831dc654 (__TEXT,__text) non-external _writeProc
00000002831fafb4 (__TEXT,__text) non-external _writeProc
00000002831f7f24 (__TEXT,__text) non-external _writerProc
000000028322a31c (__TEXT,__text) non-external (was a private external) _writerProc
