00007ffa1754aac0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa41cce550 (__DATA_CONST,__const) external __ZTVN4llvm18ARMGenRegisterInfoE
00007ffa41cec900 (__DATA_CONST,__const) external __ZTVN4llvm18ARMMCAsmInfoDarwinE
00007ffa41ce0358 (__DATA_CONST,__const) external __ZTVN4llvm18AlignAttributeImplE
00007ffa41cea000 (__DATA_CONST,__const) external __ZTVN4llvm18BinaryConstantExprE
00007ffa41cdcde0 (__DATA_CONST,__const) external __ZTVN4llvm18BlockFrequencyInfoE
00007ffa41ce0790 (__DATA_CONST,__const) external __ZTVN4llvm18ConstantDataVectorE
00007ffa41cdd540 (__DATA_CONST,__const) external __ZTVN4llvm18DependenceAnalysisE
00007ffa41ce94e8 (__DATA_CONST,__const) external __ZTVN4llvm18ExtractElementInstE
00007ffa41cdc628 (__DATA_CONST,__const) external __ZTVN4llvm18InlineCostAnalysisE
00007ffa41cd41a8 (__DATA_CONST,__const) external __ZTVN4llvm18LiveDebugVariablesE
00007ffa41d1b798 (__DATA_CONST,__const) external __ZTVN4llvm18MCAsmInfoMicrosoftE
00007ffa41d1d260 (__DATA_CONST,__const) external __ZTVN4llvm18MCObjectSymbolizerE
00007ffa41cebb58 (__DATA_CONST,__const) external __ZTVN4llvm18MCParsedAsmOperandE
00007ffa41cd4b00 (__DATA_CONST,__const) external __ZTVN4llvm18MachineCodeEmitterE
00007ffa41c42cc0 (__DATA_CONST,__const) external __ZTVN4llvm18ObjectBufferStreamE
00007ffa41d20160 (__DATA_CONST,__const) external __ZTVN4llvm18RefCountedBaseVPTRE
00007ffa42edaa30 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_16RegisterRegAllocEEE
00007ffa42eda3b8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_17RegisterSchedulerEEE
00007ffa42eda7c0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18RegisterPassParserINS_20MachineSchedRegistryEEE
00007ffa41cd1bc8 (__DATA_CONST,__const) external __ZTVN4llvm18ScheduleDAGSDNodesE
00007ffa41cea058 (__DATA_CONST,__const) external __ZTVN4llvm18SelectConstantExprE
00007ffa41cd7e38 (__DATA_CONST,__const) external __ZTVN4llvm18TargetLoweringBaseE
00007ffa41cd81f8 (__DATA_CONST,__const) external __ZTVN4llvm18TargetRegisterInfoE
00007ffa41cd0ca8 (__DATA_CONST,__const) external __ZTVN4llvm18Thumb1RegisterInfoE
00007ffa41cd11a8 (__DATA_CONST,__const) external __ZTVN4llvm18Thumb2RegisterInfoE
00007ffa41cd02a0 (__DATA_CONST,__const) external __ZTVN4llvm18ThumbTargetMachineE
00007ffa41cd3498 (__DATA_CONST,__const) external __ZTVN4llvm18VLIWPacketizerListE
00007ffa42edadb0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_10AllocaInstENS_14StackProtector13SSPLayoutKindENS_14ValueMapConfigIS3_EEEE
00007ffa42ed98e0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_10BasicBlockEPvNS_14ValueMapConfigIS3_EEEE
00007ffa42ed9930 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_11GlobalValueEPvNS_20ExecutionEngineState16AddressMapConfigEEE
00007ffa42ed79b8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueENS_6WeakVHENS_14ValueMapConfigIS3_EEEE
00007ffa42ed7af8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_5ValueEjNS_14ValueMapConfigIS3_EEEE
00007ffa41c428d0 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPKNS_8FunctionEN12_GLOBAL__N_110JITEmitter11EmittedCodeENS5_21EmittedFunctionConfigEEE
00007ffa42ed7b48 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPKNS_8FunctionEPNS_6MDNodeENS_14ValueMapConfigIS3_EEEE
00007ffa42ed7b98 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm18ValueMapCallbackVHIPNS_5ValueES2_NS_14ValueMapConfigIS2_EEEE
00007ffa41c42880 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_8FunctionENS_11SmallPtrSetIPvLj1EEEN12_GLOBAL__N_122CallSiteValueMapConfigEEE
00007ffa41c42830 (__DATA_CONST,__const) non-external __ZTVN4llvm18ValueMapCallbackVHIPNS_8FunctionEPvN12_GLOBAL__N_120NoRAUWValueMapConfigIS2_EEEE
00007ffa41c46720 (__DATA_CONST,__const) external __ZTVN4llvm18X86GenRegisterInfoE
00007ffa41c9d320 (__DATA_CONST,__const) external __ZTVN4llvm18X86MCAsmInfoDarwinE
00007ffa41d21150 (__DATA_CONST,__const) external __ZTVN4llvm18format_object_baseE
00007ffa41d20fd8 (__DATA_CONST,__const) external __ZTVN4llvm18raw_string_ostreamE
00007ffa41c9e1c0 (__DATA_CONST,__const) external __ZTVN4llvm19ARM64TargetLoweringE
00007ffa41cce6a0 (__DATA_CONST,__const) external __ZTVN4llvm19ARMBaseRegisterInfoE
00007ffa41cd0078 (__DATA_CONST,__const) external __ZTVN4llvm19ARMGenSubtargetInfoE
00007ffa41ccedd0 (__DATA_CONST,__const) external __ZTVN4llvm19ARMHazardRecognizerE
00007ffa41ccfff8 (__DATA_CONST,__const) external __ZTVN4llvm19ARMSelectionDAGInfoE
00007ffa41cea268 (__DATA_CONST,__const) external __ZTVN4llvm19CompareConstantExprE
00007ffa41ce0688 (__DATA_CONST,__const) external __ZTVN4llvm19ConstantPointerNullE
00007ffa41d1bea8 (__DATA_CONST,__const) external __ZTVN4llvm19MCRelaxableFragmentE
00007ffa41cd4d98 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionInfoE
00007ffa41cd4ed0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineFunctionPassE
00007ffa41cd5650 (__DATA_CONST,__const) external __ZTVN4llvm19MachineRegisterInfo8DelegateE
00007ffa41cd5690 (__DATA_CONST,__const) external __ZTVN4llvm19MachineSchedContextE
00007ffa41cd5f68 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetrics8EnsembleE
00007ffa41cd5ec0 (__DATA_CONST,__const) external __ZTVN4llvm19MachineTraceMetricsE
00007ffa41d1ede0 (__DATA_CONST,__const) external __ZTVN4llvm19MallocSlabAllocatorE
00007ffa41c42e30 (__DATA_CONST,__const) external __ZTVN4llvm19RTDyldMemoryManagerE
00007ffa41cd5850 (__DATA_CONST,__const) external __ZTVN4llvm19ScheduleDAGMutationE
00007ffa41ce0398 (__DATA_CONST,__const) external __ZTVN4llvm19StringAttributeImplE
00007ffa41cd7ae0 (__DATA_CONST,__const) external __ZTVN4llvm19TargetFrameLoweringE
00007ffa41cdfd78 (__DATA_CONST,__const) external __ZTVN4llvm19TargetIntrinsicInfoE
00007ffa41ce0090 (__DATA_CONST,__const) external __ZTVN4llvm19TargetSubtargetInfoE
00007ffa41cdf710 (__DATA_CONST,__const) external __ZTVN4llvm19TargetTransformInfoE
00007ffa41cd0918 (__DATA_CONST,__const) external __ZTVN4llvm19Thumb1FrameLoweringE
00007ffa41c46b38 (__DATA_CONST,__const) external __ZTVN4llvm19X86GenSubtargetInfoE
00007ffa41c9d6b8 (__DATA_CONST,__const) external __ZTVN4llvm19X86IntelInstPrinterE
00007ffa41c9d400 (__DATA_CONST,__const) external __ZTVN4llvm19X86MCAsmInfoGNUCOFFE
00007ffa41c46ab8 (__DATA_CONST,__const) external __ZTVN4llvm19X86SelectionDAGInfoE
00007ffa41d21040 (__DATA_CONST,__const) external __ZTVN4llvm19raw_svector_ostreamE
00007ffa41c9fc40 (__DATA_CONST,__const) external __ZTVN4llvm20ARM64GenRegisterInfoE
00007ffa41ca0fc0 (__DATA_CONST,__const) external __ZTVN4llvm20ARM64MCAsmInfoDarwinE
00007ffa41cd0158 (__DATA_CONST,__const) external __ZTVN4llvm20ARMBaseTargetMachineE
00007ffa41cce9a8 (__DATA_CONST,__const) external __ZTVN4llvm20ARMConstantPoolValueE
00007ffa41cdbf18 (__DATA_CONST,__const) external __ZTVN4llvm20CallGraphWrapperPassE
00007ffa42edb5a0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb670 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb1e0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb2b0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm20DOTGraphTraitsViewerINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa41cdd9a8 (__DATA_CONST,__const) non-external __ZTVN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa41cddb18 (__DATA_CONST,__const) non-external __ZTVN4llvm20DOTGraphTraitsViewerINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa41cd3418 (__DATA_CONST,__const) external __ZTVN4llvm20DefaultVLIWSchedulerE
00007ffa41cd40f8 (__DATA_CONST,__const) external __ZTVN4llvm20LatencyPriorityQueueE
00007ffa41cde368 (__DATA_CONST,__const) external __ZTVN4llvm20LibCallAliasAnalysisE
00007ffa41c41c10 (__DATA_CONST,__const) external __ZTVN4llvm20LinkingMemoryManagerE
00007ffa41cdafa8 (__DATA_CONST,__const) external __ZTVN4llvm20LoadAndStorePromoterE
00007ffa41cebc08 (__DATA_CONST,__const) external __ZTVN4llvm20MCAsmParserExtensionE
00007ffa41d1c6f0 (__DATA_CONST,__const) external __ZTVN4llvm20MCExternalSymbolizerE
00007ffa41d1ce78 (__DATA_CONST,__const) external __ZTVN4llvm20MCObjectDisassemblerE
00007ffa41cd4c80 (__DATA_CONST,__const) external __ZTVN4llvm20MachineDominatorTreeE
00007ffa41cd5508 (__DATA_CONST,__const) external __ZTVN4llvm20MachineModuleInfoELFE
00007ffa41cd57d0 (__DATA_CONST,__const) external __ZTVN4llvm20MachineSchedStrategyE
00007ffa41c41cb0 (__DATA_CONST,__const) external __ZTVN4llvm20SectionMemoryManagerE
00007ffa41cdbe90 (__DATA_CONST,__const) external __ZTVN4llvm20ValueMapTypeRemapperE
00007ffa41d1ee28 (__DATA_CONST,__const) external __ZTVN4llvm20circular_raw_ostreamE
00007ffa41cc8618 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64AppleInstPrinterE
00007ffa41ca0108 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64GenSubtargetInfoE
00007ffa41c9ff10 (__DATA_CONST,__const) external __ZTVN4llvm21ARM64SelectionDAGInfoE
00007ffa41ccea48 (__DATA_CONST,__const) external __ZTVN4llvm21ARMConstantPoolSymbolE
00007ffa41cdce98 (__DATA_CONST,__const) external __ZTVN4llvm21BranchProbabilityInfoE
00007ffa41ce0630 (__DATA_CONST,__const) external __ZTVN4llvm21ConstantAggregateZeroE
00007ffa42edb740 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb810 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_10RegionInfoELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb040 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb0EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa42edb110 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm21DOTGraphTraitsPrinterINS_17PostDominatorTreeELb1EPS1_NS_26DefaultAnalysisGraphTraitsIS1_S2_EEEE
00007ffa41cdd6c8 (__DATA_CONST,__const) non-external __ZTVN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb0EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa41cdd838 (__DATA_CONST,__const) non-external __ZTVN4llvm21DOTGraphTraitsPrinterINS_24DominatorTreeWrapperPassELb1EPNS_13DominatorTreeEN12_GLOBAL__N_143DominatorTreeWrapperPassAnalysisGraphTraitsEEE
00007ffa41cdde38 (__DATA_CONST,__const) external __ZTVN4llvm21DominanceFrontierBaseE
00007ffa41cd5420 (__DATA_CONST,__const) external __ZTVN4llvm21MachineModuleInfoImplE
00007ffa41d202b8 (__DATA_CONST,__const) external __ZTVN4llvm21PrettyStackTraceEntryE
00007ffa41cd15e0 (__DATA_CONST,__const) external __ZTVN4llvm21ResourcePriorityQueueE
00007ffa41d20370 (__DATA_CONST,__const) external __ZTVN4llvm21StreamingMemoryObjectE
00007ffa41d204c0 (__DATA_CONST,__const) external __ZTVN4llvm21StringRefMemoryObjectE
00007ffa41c9d3c8 (__DATA_CONST,__const) external __ZTVN4llvm21X86MCAsmInfoMicrosoftE
00007ffa41c9d358 (__DATA_CONST,__const) external __ZTVN4llvm21X86_64MCAsmInfoDarwinE
00007ffa41d20040 (__DATA_CONST,__const) external __ZTVN4llvm21formatted_raw_ostreamE
00007ffa41cd04f8 (__DATA_CONST,__const) external __ZTVN4llvm22ARMElfTargetObjectFileE
00007ffa41ce06e0 (__DATA_CONST,__const) external __ZTVN4llvm22ConstantDataSequentialE
00007ffa41cd33c0 (__DATA_CONST,__const) external __ZTVN4llvm22CriticalAntiDepBreakerE
00007ffa41cd54c8 (__DATA_CONST,__const) external __ZTVN4llvm22MachineModuleInfoMachOE
00007ffa41d202e0 (__DATA_CONST,__const) external __ZTVN4llvm22PrettyStackTraceStringE
00007ffa41d203c8 (__DATA_CONST,__const) external __ZTVN4llvm22StreamableMemoryObjectE
00007ffa41cd2208 (__DATA_CONST,__const) external __ZTVN4llvm22TargetSelectionDAGInfoE
00007ffa41cdbdd8 (__DATA_CONST,__const) external __ZTVN4llvm22UnifyFunctionExitNodesE
00007ffa41c44af0 (__DATA_CONST,__const) external __ZTVN4llvm22X86MachineFunctionInfoE
00007ffa41d21c58 (__DATA_CONST,__const) external __ZTVN4llvm22_system_error_categoryE
00007ffa41c9d740 (__DATA_CONST,__const) external __ZTVN4llvm23ARM64ExternalSymbolizerE
00007ffa41cce9f8 (__DATA_CONST,__const) external __ZTVN4llvm23ARMConstantPoolConstantE
00007ffa41cdf6a0 (__DATA_CONST,__const) external __ZTVN4llvm23AbstractLatticeFunctionE
00007ffa41ce0948 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoInlineAsmE
00007ffa41ce0970 (__DATA_CONST,__const) external __ZTVN4llvm23DiagnosticInfoStackSizeE
00007ffa41cea210 (__DATA_CONST,__const) external __ZTVN4llvm23InsertValueConstantExprE
00007ffa41ceb840 (__DATA_CONST,__const) external __ZTVN4llvm23MCAsmParserSemaCallbackE
00007ffa41d1c0f0 (__DATA_CONST,__const) external __ZTVN4llvm23MCDwarfLineAddrFragmentE
00007ffa41d1c320 (__DATA_CONST,__const) external __ZTVN4llvm23MCELFObjectTargetWriterE
00007ffa41cd4e18 (__DATA_CONST,__const) external __ZTVN4llvm23MachineFunctionAnalysisE
00007ffa41d20330 (__DATA_CONST,__const) external __ZTVN4llvm23PrettyStackTraceProgramE
00007ffa41cd6fe0 (__DATA_CONST,__const) external __ZTVN4llvm23SchedulingPriorityQueueE
00007ffa41d21bf8 (__DATA_CONST,__const) external __ZTVN4llvm23_generic_error_categoryE
00007ffa41cd2c38 (__DATA_CONST,__const) external __ZTVN4llvm24AggressiveAntiDepBreakerE
00007ffa41ce0108 (__DATA_CONST,__const) external __ZTVN4llvm24AssemblyAnnotationWriterE
00007ffa41ce0bb0 (__DATA_CONST,__const) external __ZTVN4llvm24DominatorTreeWrapperPassE
00007ffa41cea1b8 (__DATA_CONST,__const) external __ZTVN4llvm24ExtractValueConstantExprE
00007ffa41d1c158 (__DATA_CONST,__const) external __ZTVN4llvm24MCDwarfCallFrameFragmentE
00007ffa41d1cb18 (__DATA_CONST,__const) external __ZTVN4llvm24MCMachObjectTargetWriterE
00007ffa41cd4d40 (__DATA_CONST,__const) external __ZTVN4llvm24MachineConstantPoolValueE
00007ffa41cd5590 (__DATA_CONST,__const) external __ZTVN4llvm24MachinePostDominatorTreeE
00007ffa41cdea60 (__DATA_CONST,__const) external __ZTVN4llvm24MemoryDependenceAnalysisE
00007ffa41ceae40 (__DATA_CONST,__const) external __ZTVN4llvm24PassRegistrationListenerE
00007ffa41cd7088 (__DATA_CONST,__const) external __ZTVN4llvm24ScheduleHazardRecognizerE
00007ffa41cdff28 (__DATA_CONST,__const) external __ZTVN4llvm24TargetLoweringObjectFileE
00007ffa41c43180 (__DATA_CONST,__const) external __ZTVN4llvm24X86COFFMachineModuleInfoE
00007ffa41c46ef8 (__DATA_CONST,__const) external __ZTVN4llvm24X86LinuxTargetObjectFileE
00007ffa41ca0408 (__DATA_CONST,__const) external __ZTVN4llvm25ARM64_ELFTargetObjectFileE
00007ffa41cea2c0 (__DATA_CONST,__const) external __ZTVN4llvm25GetElementPtrConstantExprE
00007ffa41cea108 (__DATA_CONST,__const) external __ZTVN4llvm25InsertElementConstantExprE
00007ffa41d1cec0 (__DATA_CONST,__const) external __ZTVN4llvm25MCMachOObjectDisassemblerE
00007ffa41cd4720 (__DATA_CONST,__const) external __ZTVN4llvm25MachineBlockFrequencyInfoE
00007ffa41cd6d58 (__DATA_CONST,__const) external __ZTVN4llvm25PBQPBuilderWithCoalescingE
00007ffa41cea160 (__DATA_CONST,__const) external __ZTVN4llvm25ShuffleVectorConstantExprE
00007ffa41cda8a0 (__DATA_CONST,__const) external __ZTVN4llvm25SimplifyFortifiedLibCallsE
00007ffa42edaea0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm26DOTGraphTraitsModuleViewerINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffa41cea0b0 (__DATA_CONST,__const) external __ZTVN4llvm26ExtractElementConstantExprE
00007ffa41cd5450 (__DATA_CONST,__const) external __ZTVN4llvm26MMIAddrLabelMapCallbackPtrE
00007ffa41cd71a8 (__DATA_CONST,__const) external __ZTVN4llvm26ScoreboardHazardRecognizerE
00007ffa41c46fb0 (__DATA_CONST,__const) external __ZTVN4llvm26X86WindowsTargetObjectFileE
00007ffa41ca04c0 (__DATA_CONST,__const) external __ZTVN4llvm27ARM64_MachoTargetObjectFileE
00007ffa41d1f670 (__DATA_CONST,__const) external __ZTVN4llvm27CrashRecoveryContextCleanupE
00007ffa42edaf70 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm27DOTGraphTraitsModulePrinterINS_20CallGraphWrapperPassELb1EPNS_9CallGraphENS_34AnalysisCallGraphWrapperPassTraitsEEE
00007ffa41ce09c0 (__DATA_CONST,__const) external __ZTVN4llvm27DiagnosticPrinterRawOStreamE
00007ffa41cd68a8 (__DATA_CONST,__const) external __ZTVN4llvm27FixedStackPseudoSourceValueE
00007ffa41d1bcd8 (__DATA_CONST,__const) external __ZTVN4llvm27MCEncodedFragmentWithFixupsE
00007ffa41d1dee0 (__DATA_CONST,__const) external __ZTVN4llvm27MCWinCOFFObjectTargetWriterE
00007ffa41cd5548 (__DATA_CONST,__const) external __ZTVN4llvm27MachinePassRegistryListenerE
00007ffa41cea3d8 (__DATA_CONST,__const) external __ZTVN4llvm27PassManagerPrettyStackEntryE
00007ffa41cd7fd0 (__DATA_CONST,__const) external __ZTVN4llvm27TargetLoweringObjectFileELFE
00007ffa41c46e40 (__DATA_CONST,__const) external __ZTVN4llvm27X86_64MachoTargetObjectFileE
00007ffa41d1be30 (__DATA_CONST,__const) external __ZTVN4llvm28MCCompactEncodedInstFragmentE
00007ffa41cd4970 (__DATA_CONST,__const) external __ZTVN4llvm28MachineBranchProbabilityInfoE
00007ffa41cd8140 (__DATA_CONST,__const) external __ZTVN4llvm28TargetLoweringObjectFileCOFFE
00007ffa41cd8088 (__DATA_CONST,__const) external __ZTVN4llvm29TargetLoweringObjectFileMachOE
00007ffa42ed9b10 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueI17AsmWriterFlavorTyEE
00007ffa42ed9d88 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueI18AsmWriterVariantTyEE
00007ffa42eda130 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueI6ITModeEE
00007ffa42ed9f80 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueI9AlignModeEE
00007ffa41d1f410 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_111HelpPrinterEEE
00007ffa41cd7600 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_111SpillerNameEEE
00007ffa41cd2980 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_112DefaultOnOffEEE
00007ffa41cea9a0 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_114PassDebugLevelEEE
00007ffa41d1f610 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_114VersionPrinterEEE
00007ffa41d1f510 (__DATA_CONST,__const) non-external __ZTVN4llvm2cl11OptionValueIN12_GLOBAL__N_118HelpPrinterWrapperEEE
00007ffa41d1ef50 (__DATA_CONST,__const) external __ZTVN4llvm2cl11OptionValueINS0_13boolOrDefaultEEE
00007ffa42edad08 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueINS_11SplitEditor19ComplementSpillModeEEE
00007ffa42edb4c8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueINS_6Region10PrintStyleEEE
00007ffa41d1ef80 (__DATA_CONST,__const) external __ZTVN4llvm2cl11OptionValueINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffa42edab58 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIPFPNS_12FunctionPassEvEEE
00007ffa42eda8e8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffa42eda4e0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffa42edc0e0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIPKNS_8PassInfoEEE
00007ffa42ed9980 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIbEE
00007ffa42edca58 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIcEE
00007ffa42ed7a08 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIiEE
00007ffa42ed7a80 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl11OptionValueIjEE
00007ffa41d1f050 (__DATA_CONST,__const) external __ZTVN4llvm2cl11StringSaverE
00007ffa42edc408 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserINS0_13boolOrDefaultEEE
00007ffa42edc5b8 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffa42edc3c0 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIbEE
00007ffa42edc600 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIcEE
00007ffa42edc528 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIdEE
00007ffa42edc570 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIfEE
00007ffa42edc450 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIiEE
00007ffa42edc498 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIjEE
00007ffa42edc4e0 (__DATA,__const_weak) weak external __ZTVN4llvm2cl12basic_parserIyEE
00007ffa42ed9b88 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyI17AsmWriterFlavorTyEE
00007ffa42ed9e00 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyI18AsmWriterVariantTyEE
00007ffa42eda1a8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyI6ITModeEE
00007ffa42ed9ff8 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyI9AlignModeEE
00007ffa42edad80 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyINS_11SplitEditor19ComplementSpillModeEEE
00007ffa42edb540 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyINS_6Region10PrintStyleEEE
00007ffa42ed7970 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyINSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEEE
00007ffa42edabd0 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyIPFPNS_12FunctionPassEvEEE
00007ffa42eda960 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyIPFPNS_17ScheduleDAGInstrsEPNS_19MachineSchedContextEEEE
00007ffa42eda558 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyIPFPNS_18ScheduleDAGSDNodesEPNS_16SelectionDAGISelENS_10CodeGenOpt5LevelEEEE
00007ffa42edc158 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl15OptionValueCopyIPKNS_8PassInfoEEE
00007ffa41d1f010 (__DATA_CONST,__const) external __ZTVN4llvm2cl17basic_parser_implE
00007ffa41d1ef10 (__DATA_CONST,__const) external __ZTVN4llvm2cl18GenericOptionValueE
00007ffa41d1efb0 (__DATA_CONST,__const) external __ZTVN4llvm2cl19generic_parser_baseE
00007ffa42ed9a08 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl3optI17AsmWriterFlavorTyLb0ENS0_6parserIS2_EEEE
00007ffa42ed9c80 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl3optI18AsmWriterVariantTyLb0ENS0_6parserIS2_EEEE
00007ffa42eda028 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl3optI6ITModeLb0ENS0_6parserIS2_EEEE
00007ffa42ed9e78 (__DATA,__const_weak) non-external (was a private external) __ZTVN4llvm2cl3optI9AlignModeLb0ENS0_6parserIS2_EEEE
