00000001e785b40c (__TEXT,__text) non-external _DiToMD5
00000001e7847db8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
00000001e786e808 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
00000001e783d23c (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
00000001e784dd90 (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
00000001e784deb8 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
00000001e784dc1c (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
00000001e786f0f8 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
00000001e784dff0 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
00000001e784da84 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
00000001e784dbec (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
00000001e784df20 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
00000001e784df04 (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
00000001e78480d4 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
00000001e784dedc (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
00000001e7847de4 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
00000001e7847e54 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
00000001e7847ee4 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.225
00000001e785b1d8 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
00000001e7856f74 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
00000001e7856b2c (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
00000001e784bf40 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
00000001e78462d4 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
00000001e78463d8 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
00000001e786e4f0 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
00000001e78416a4 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
00000001e78413e4 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
00000001e7841554 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
00000001e7840f2c (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
00000001e7841c58 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
00000001e783ee44 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
00000001e7843b60 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e78437f4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
00000001e78438f0 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
00000001e7843e30 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
00000001e78422a8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e7841fe8 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e784269c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e784287c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
00000001e786e128 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
00000001e786e154 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
00000001e78425f0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e7846824 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
00000001e7846778 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
00000001e784cdfc (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
00000001e784c804 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
00000001e784417c (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
00000001e78492b0 (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
00000001e7844dd8 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
00000001e784c200 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
00000001e784c0e4 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
00000001e784bf88 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
00000001e784ca7c (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
00000001e784c850 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
00000001e786cc4c (__TEXT,__text) external ___assert_rtn
0000000217648fd8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000002176490f8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000021e87b6d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021e87cc58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021e87d0e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000021e87cc88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000021e87b828 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000021e87b858 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000021e87b888 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.108
000000021e87b8b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.112
0000000217649058 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.121
0000000217649078 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.122
000000021e87b8e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
000000021e87b918 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
000000021e87b948 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.130
0000000217649098 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.141
000000021e87b978 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.157
00000002176490b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.158
0000000217649118 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000021e87b9a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.162
0000000217649178 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.165
000000021e87b9d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.165
000000021e87cb08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.169
000000021e87cb38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.174
0000000217649198 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.176
000000021e87cb68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.180
000000021e87cb98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.186
000000021e87cbc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.189
000000021e87cbf8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.193
000000021e87cc28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.196
00000002176490d8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.197
000000021e87be78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.219
000000021e87bf38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
000000021e87bea8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
000000021e87bed8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.228
0000000217649220 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000021e87bf08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.242
000000021e87bf68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
0000000217649138 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.32
0000000217649158 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
000000021e87bf98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
000000021e87bfc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.46
000000021e87bff8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
000000021e87c028 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.58
000000021e87c058 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.61
000000021e87c088 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.64
000000021e87c0b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.67
000000021e87c0e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.70
000000021e87c118 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.73
000000021e87b708 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000021e87c148 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.76
000000021e87b738 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000021e87b768 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000021e87b798 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83
0000000217648ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
0000000217649018 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
0000000217649038 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
000000021e87b7c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000021e87b7f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000021e87b6b8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e87be58 (__AUTH_CONST,__const) non-external ___block_literal_global
000000021e87ce08 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001e7841004 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001e7841c94 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001e785b2bc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e7843e8c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00000001e783ef08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e7840cb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001e7856c54 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001e78570c8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
00000001e7841014 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001e7841ce4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001e785b2f4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
00000001e7843e9c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00000001e783ef84 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
00000001e7840d00 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001e7856cb4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001e7857148 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
00000001e783c6cc (__TEXT,__text) external _absolutetime_to_continuoustime
00000001e783c4c0 (__TEXT,__text) external _absolutetime_to_nanoseconds
00000001e786cb44 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
00000001e786cb70 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
00000001e785bd0c (__TEXT,__text) external _aes_decrypt
00000001e785c278 (__TEXT,__text) external _aes_decrypt_aad_gcm
00000001e785bc14 (__TEXT,__text) external _aes_decrypt_cbc
00000001e785c350 (__TEXT,__text) external _aes_decrypt_finalize_gcm
00000001e785c2e0 (__TEXT,__text) external _aes_decrypt_gcm
00000001e785c3f4 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
00000001e785c224 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
00000001e785bbb4 (__TEXT,__text) external _aes_decrypt_key
00000001e786fa28 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
00000001e785bd2c (__TEXT,__text) external _aes_decrypt_key128
00000001e785bd44 (__TEXT,__text) external _aes_decrypt_key256
00000001e785c084 (__TEXT,__text) external _aes_decrypt_key_gcm
00000001e785c0ec (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
00000001e785c1d8 (__TEXT,__text) external _aes_decrypt_reset_gcm
00000001e785c15c (__TEXT,__text) external _aes_decrypt_set_iv_gcm
00000001e785bba0 (__TEXT,__text) external _aes_encrypt
00000001e785bf30 (__TEXT,__text) external _aes_encrypt_aad_gcm
00000001e785baa8 (__TEXT,__text) external _aes_encrypt_cbc
00000001e785c008 (__TEXT,__text) external _aes_encrypt_finalize_gcm
00000001e785bf98 (__TEXT,__text) external _aes_encrypt_gcm
00000001e785c3cc (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
00000001e785bedc (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
00000001e785ba48 (__TEXT,__text) external _aes_encrypt_key
00000001e786fa00 (__TEXT,__text) non-external _aes_encrypt_key.cold.1
00000001e785bd20 (__TEXT,__text) external _aes_encrypt_key128
00000001e785bd38 (__TEXT,__text) external _aes_encrypt_key256
00000001e785bd50 (__TEXT,__text) external _aes_encrypt_key_gcm
00000001e785bdb8 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
00000001e785be90 (__TEXT,__text) external _aes_encrypt_reset_gcm
00000001e785be28 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
00000001e783c5a0 (__TEXT,__text) external _clock_get_calendar_microtime
00000001e786cbc8 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
00000001e783c54c (__TEXT,__text) external _clock_get_calendar_nanotime
00000001e786cb9c (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
00000001e783c610 (__TEXT,__text) external _clock_get_system_nanotime
00000001e786cbf4 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
00000001e783c664 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
00000001e783c6b4 (__TEXT,__text) external _continuoustime_to_absolutetime
00000001e783b9c0 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
000000021a8d8b28 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
000000021a8d8e88 (__DATA,__common) external _gIOBufferMemoryDescriptorMetaClass
0000000217649460 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOBufferMemoryDescriptor_Declaration
000000021a8d8e90 (__DATA,__common) external _gIOCommandMetaClass
000000021a8d8e98 (__DATA,__common) external _gIOCommandPoolMetaClass
0000000217649470 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommandPool_Declaration
0000000217649468 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOCommand_Declaration
000000021a8d8b70 (__DATA,__common) external _gIODKDebug
000000021a8d8ea0 (__DATA,__common) external _gIODMACommandMetaClass
0000000217649478 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODMACommand_Declaration
000000021a8d8ea8 (__DATA,__common) external _gIODataQueueDispatchSourceMetaClass
0000000217649480 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODataQueueDispatchSource_Declaration
000000021a8d8eb0 (__DATA,__common) external _gIODispatchQueueMetaClass
0000000217649488 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchQueue_Declaration
000000021a8d8eb8 (__DATA,__common) external _gIODispatchSourceMetaClass
0000000217649490 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIODispatchSource_Declaration
000000021a8d8ec0 (__DATA,__common) external _gIOEventLinkMetaClass
0000000217649498 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOEventLink_Declaration
000000021a8d8ef8 (__DATA,__common) external _gIOHistogramReporterMetaClass
00000002176494d0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOHistogramReporter_Declaration
000000021a8d8ec8 (__DATA,__common) external _gIOInterruptDispatchSourceMetaClass
00000002176494a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOInterruptDispatchSource_Declaration
000000021a8d8ed0 (__DATA,__common) external _gIOMemoryDescriptorMetaClass
00000002176494a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryDescriptor_Declaration
000000021a8d8ed8 (__DATA,__common) external _gIOMemoryMapMetaClass
00000002176494b0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOMemoryMap_Declaration
000000021a8d8f00 (__DATA,__common) external _gIOReportLegendMetaClass
00000002176494d8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReportLegend_Declaration
000000021a8d8ee0 (__DATA,__common) external _gIOReporterMetaClass
00000002176494b8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOReporter_Declaration
000000021a8d8f08 (__DATA,__common) external _gIOServiceMetaClass
000000021a8d8f10 (__DATA,__common) external _gIOServiceNotificationDispatchSourceMetaClass
00000002176494e8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceNotificationDispatchSource_Declaration
000000021a8d8f18 (__DATA,__common) external _gIOServiceStateNotificationDispatchSourceMetaClass
00000002176494f0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOServiceStateNotificationDispatchSource_Declaration
00000002176494e0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOService_Declaration
000000021a8d8ee8 (__DATA,__common) external _gIOSimpleReporterMetaClass
00000002176494c0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOSimpleReporter_Declaration
000000021a8d8ef0 (__DATA,__common) external _gIOStateReporterMetaClass
00000002176494c8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOStateReporter_Declaration
000000021a8d8fd0 (__DATA,__common) external _gIOThreadMetaClass
00000002176495a8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOThread_Declaration
000000021a8d8f20 (__DATA,__common) external _gIOTimerDispatchSourceMetaClass
00000002176494f8 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOTimerDispatchSource_Declaration
000000021a8d8f28 (__DATA,__common) external _gIOUserClientMetaClass
0000000217649500 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserClient_Declaration
000000021a8d8f38 (__DATA,__common) external _gIOUserServerMetaClass
0000000217649510 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOUserServer_Declaration
000000021a8d8f40 (__DATA,__common) external _gIOWorkGroupMetaClass
0000000217649518 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gIOWorkGroup_Declaration
000000021a8d8f48 (__DATA,__common) external _gOSActionMetaClass
0000000217649520 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_Declaration
000000021a8d8f30 (__DATA,__common) external _gOSAction_IOUserClient_KernelCompletionMetaClass
0000000217649508 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction_IOUserClient_KernelCompletion_Declaration
000000021a8d8fc8 (__DATA,__common) external _gOSAction__IOBlockStorageDevice_KernelCompletionMetaClass
00000002176495a0 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSAction__IOBlockStorageDevice_KernelCompletion_Declaration
000000021a8d8f50 (__DATA,__common) external _gOSArrayMetaClass
0000000217649528 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSArray_Declaration
000000021a8d8f58 (__DATA,__common) external _gOSBooleanMetaClass
0000000217649530 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBoolean_Declaration
000000021a8d8f60 (__DATA,__common) external _gOSBundleMetaClass
0000000217649538 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSBundle_Declaration
000000021a8d8f68 (__DATA,__common) external _gOSCollectionMetaClass
0000000217649540 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSCollection_Declaration
000000021a8d8f70 (__DATA,__common) external _gOSContainerMetaClass
0000000217649548 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSContainer_Declaration
000000021a8d8f78 (__DATA,__common) external _gOSDataMetaClass
0000000217649550 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSData_Declaration
000000021a8d8f80 (__DATA,__common) external _gOSDictionaryMetaClass
0000000217649558 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSDictionary_Declaration
000000021a8d8f88 (__DATA,__common) external _gOSMappedFileMetaClass
0000000217649560 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSMappedFile_Declaration
000000021a8d8d70 (__DATA,__common) non-external (was a private external) _gOSMetaClassBasePrivateLayout
0000000217649458 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBasePrivateLayout_Declaration
000000021a8d8b90 (__DATA,__common) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout
0000000217649450 (__DATA_CONST,__structlayouts) non-external (was a private external) _gOSMetaClassBaseRemotePrivateLayout_Declaration
000000021a8d8f90 (__DATA,__common) external _gOSNumberMetaClass
0000000217649568 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSNumber_Declaration
000000021a8d8f98 (__DATA,__common) external _gOSObjectMetaClass
0000000217649570 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSObject_Declaration
000000021a8d8fa0 (__DATA,__common) external _gOSOrderedSetMetaClass
0000000217649578 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSOrderedSet_Declaration
000000021a8d8fa8 (__DATA,__common) external _gOSSerializationMetaClass
0000000217649580 (__DATA_CONST,__osclassinfo) non-external (was a private external) _gOSSerialization_Declaration
