00007ff841d647c0 (__DATA,__data) external _NDR_record
00007ff8003c7f1c (__TEXT,__text) external _proc_setthread_no_smt
00007ff8003c7ec1 (__TEXT,__text) external _proc_suppress
00007ff8003c78e2 (__TEXT,__text) external _proc_terminate
00007ff8003c793d (__TEXT,__text) external _proc_terminate_all_rsr
00007ff8003c3b10 (__TEXT,__text) external _proc_trace_log
00007ff8003bae02 (__TEXT,__text) external _proc_track_dirty
00007ff8003c762b (__TEXT,__text) external _proc_udata_info
00007ff8003c3b28 (__TEXT,__text) external _proc_uuid_policy
00007ff8003d903a (__TEXT,__text) external _processor_assign
00007ff8003d8eff (__TEXT,__text) external _processor_control
00007ff8003d8c64 (__TEXT,__text) external _processor_exit
00007ff8003d9130 (__TEXT,__text) external _processor_get_assignment
00007ff8003d8d30 (__TEXT,__text) external _processor_info
00007ff8003d2f6a (__TEXT,__text) external _processor_set_create
00007ff8003d2e63 (__TEXT,__text) external _processor_set_default
00007ff8003d8095 (__TEXT,__text) external _processor_set_destroy
00007ff8003d88c9 (__TEXT,__text) external _processor_set_info
00007ff8003d8161 (__TEXT,__text) external _processor_set_max_priority
00007ff8003d8647 (__TEXT,__text) external _processor_set_policy_control
00007ff8003d832c (__TEXT,__text) external _processor_set_policy_disable
00007ff8003d8248 (__TEXT,__text) external _processor_set_policy_enable
00007ff8003d8793 (__TEXT,__text) external _processor_set_stack_usage
00007ff8003d7f14 (__TEXT,__text) external _processor_set_statistics
00007ff8003d8413 (__TEXT,__text) external _processor_set_tasks
00007ff8003d8a66 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8003d852d (__TEXT,__text) external _processor_set_threads
00007ff8003d8b98 (__TEXT,__text) external _processor_start
00007ff8003ccc3c (__TEXT,__text) external _pselect
00007ff8003be77d (__TEXT,__text) external _pselect$1050
00007ff8003bd1fc (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff8003c6e47 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8003cce36 (__TEXT,__text) external _pselect$NOCANCEL
00007ff8003b9b88 (__TEXT,__text) external _pthread_getugid_np
00007ff8003bfdcc (__TEXT,__text) external _pthread_setugid_np
00007ff8003bf614 (__TEXT,__text) external _ptrace
00007ff8003bb06c (__TEXT,__text) external _pwrite
00007ff8003c3110 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff8003c3b40 (__TEXT,__text) external _pwritev
00007ff8003c3128 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff8003c6b27 (__TEXT,__text) external _quota
00007ff8003bd344 (__TEXT,__text) external _quotactl
00007ff8003b8fd4 (__TEXT,__text) external _read
00007ff8003b9e58 (__TEXT,__text) external _read$NOCANCEL
00007ff8003ba1cc (__TEXT,__text) external _readlink
00007ff8003c3b58 (__TEXT,__text) external _readlinkat
00007ff8003c3b70 (__TEXT,__text) external _readv
00007ff8003c3140 (__TEXT,__text) external _readv$NOCANCEL
00007ff8003c6208 (__TEXT,__text) external _reboot
00007ff8003c620f (__TEXT,__text) external _reboot_np
00007ff8003cce31 (__TEXT,__text) external _record_system_event_as_kernel
00007ff8003bbc3c (__TEXT,__text) external _recvfrom
00007ff8003bbb0c (__TEXT,__text) external _recvfrom$NOCANCEL
00007ff8003bbf58 (__TEXT,__text) external _recvmsg
00007ff8003c3188 (__TEXT,__text) external _recvmsg$NOCANCEL
00007ff8003c3b88 (__TEXT,__text) external _recvmsg_x
00007ff8003c3ba0 (__TEXT,__text) external _register_uexc_handler
00007ff8003bc3dc (__TEXT,__text) external _removexattr
00007ff8003bb365 (__TEXT,__text) external _rename
00007ff8003c8cde (__TEXT,__text) external _rename_ext
00007ff8003c627b (__TEXT,__text) external _renameat
00007ff8003c8c9d (__TEXT,__text) external _renameatx_np
00007ff8003c8cb4 (__TEXT,__text) external _renamex_np
00007ff8003c3bb8 (__TEXT,__text) external _revoke
00007ff8003bb39e (__TEXT,__text) external _rmdir
00007ff8003c3bd0 (__TEXT,__text) external _searchfs
00007ff8003bbcc9 (__TEXT,__text) external _select
00007ff8003bc796 (__TEXT,__text) external _select$1050
00007ff8003c1278 (__TEXT,__text) external _select$DARWIN_EXTSN
00007ff8003bbaf4 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
00007ff8003bbac3 (__TEXT,__text) external _select$NOCANCEL
00007ff8003bffb0 (__TEXT,__text) external _sem_close
00007ff8003cc938 (__TEXT,__text) external _sem_destroy
00007ff8003cc95b (__TEXT,__text) external _sem_getvalue
00007ff8003cc97e (__TEXT,__text) external _sem_init
00007ff8003bff98 (__TEXT,__text) external _sem_open
00007ff8003c3be8 (__TEXT,__text) external _sem_post
00007ff8003c3c00 (__TEXT,__text) external _sem_trywait
00007ff8003c3c18 (__TEXT,__text) external _sem_unlink
00007ff8003c3c30 (__TEXT,__text) external _sem_wait
00007ff8003c31d0 (__TEXT,__text) external _sem_wait$NOCANCEL
00007ff8003baa3a (__TEXT,__text) external _semaphore_create
00007ff8003bad18 (__TEXT,__text) external _semaphore_destroy
00007ff8003bab63 (__TEXT,__text) external _semaphore_signal
00007ff8003c6c0c (__TEXT,__text) external _semaphore_signal_all
00007ff8003b850c (__TEXT,__text) external _semaphore_signal_all_trap
00007ff8003c6c11 (__TEXT,__text) external _semaphore_signal_thread
00007ff8003b8518 (__TEXT,__text) external _semaphore_signal_thread_trap
00007ff8003b8500 (__TEXT,__text) external _semaphore_signal_trap
00007ff8003bc18b (__TEXT,__text) external _semaphore_timedwait
00007ff8003c6c1c (__TEXT,__text) external _semaphore_timedwait_signal
00007ff8003b8548 (__TEXT,__text) external _semaphore_timedwait_signal_trap
00007ff8003b853c (__TEXT,__text) external _semaphore_timedwait_trap
00007ff8003bab5e (__TEXT,__text) external _semaphore_wait
00007ff8003c6c17 (__TEXT,__text) external _semaphore_wait_signal
00007ff8003b8530 (__TEXT,__text) external _semaphore_wait_signal_trap
00007ff8003b8524 (__TEXT,__text) external _semaphore_wait_trap
00007ff8003c31e8 (__TEXT,__text) external _semctl
00007ff8003c3c48 (__TEXT,__text) external _semget
00007ff8003c3c60 (__TEXT,__text) external _semop
00007ff8003c3200 (__TEXT,__text) external _semsys
00007ff8003c3c78 (__TEXT,__text) external _sendfile
00007ff8003bcd60 (__TEXT,__text) external _sendmsg
00007ff8003bbb3c (__TEXT,__text) external _sendmsg$NOCANCEL
00007ff8003c3c90 (__TEXT,__text) external _sendmsg_x
00007ff8003bbc24 (__TEXT,__text) external _sendto
00007ff8003bbaac (__TEXT,__text) external _sendto$NOCANCEL
00007ff8003bb09c (__TEXT,__text) external _setattrlist
00007ff8003c3ca8 (__TEXT,__text) external _setattrlistat
00007ff8003cf7e2 (__TEXT,__text) external _setaudit
00007ff8003c3cc0 (__TEXT,__text) external _setaudit_addr
00007ff8003c3cd8 (__TEXT,__text) external _setauid
00007ff8003bfdfc (__TEXT,__text) external _setegid
00007ff8003bfde4 (__TEXT,__text) external _seteuid
00007ff8003bfbd8 (__TEXT,__text) external _setgid
00007ff8003c3cf0 (__TEXT,__text) external _setgroups
00007ff8003be60b (__TEXT,__text) external _setiopolicy_np
00007ff8003bf200 (__TEXT,__text) external _setitimer
00007ff8003c1a60 (__TEXT,__text) external _setpgid
00007ff8003bed76 (__TEXT,__text) external _setpriority
00007ff8003c3d08 (__TEXT,__text) external _setprivexec
00007ff8003c6b42 (__TEXT,__text) external _setquota
00007ff8003c3218 (__TEXT,__text) external _setregid
00007ff8003c3230 (__TEXT,__text) external _setreuid
00007ff8003ba890 (__TEXT,__text) external _setrlimit
00007ff8003c3248 (__TEXT,__text) external _setsgroups_np
00007ff8003bf300 (__TEXT,__text) external _setsid
00007ff8003bba7c (__TEXT,__text) external _setsockopt
00007ff8003bfbf0 (__TEXT,__text) external _setuid
00007ff8003c3290 (__TEXT,__text) external _setwgroups_np
00007ff8003bb2d4 (__TEXT,__text) external _setxattr
00007ff8003c9c02 (__TEXT,__text) external _sfi_get_class_offtime
00007ff8003c9c23 (__TEXT,__text) external _sfi_process_get_flags
00007ff8003c9c13 (__TEXT,__text) external _sfi_process_set_flags
00007ff8003bffdd (__TEXT,__text) external _sfi_set_class_offtime
00007ff8003b999c (__TEXT,__text) external _shm_open
00007ff8003c3d20 (__TEXT,__text) external _shm_unlink
00007ff8003c3d38 (__TEXT,__text) external _shmat
00007ff8003c32f0 (__TEXT,__text) external _shmctl
00007ff8003c3d50 (__TEXT,__text) external _shmdt
00007ff8003c3d68 (__TEXT,__text) external _shmget
00007ff8003c3308 (__TEXT,__text) external _shmsys
00007ff8003bbc84 (__TEXT,__text) external _shutdown
00007ff8003c3d80 (__TEXT,__text) external _sigpending
00007ff8003bb03c (__TEXT,__text) external _sigprocmask
00007ff8003cde11 (__TEXT,__text) external _sigsuspend
00007ff8003be283 (__TEXT,__text) external _sigsuspend$NOCANCEL
00007ff8003bb85c (__TEXT,__text) external _socket
00007ff8003c3d98 (__TEXT,__text) external _socket_delegate
00007ff8003bbb24 (__TEXT,__text) external _socketpair
00007ff8003c99e8 (__TEXT,__text) external _stackshot_capture_with_config
00007ff8003c9987 (__TEXT,__text) external _stackshot_config_create
00007ff8003c9b0b (__TEXT,__text) external _stackshot_config_dealloc
00007ff8003c9ac3 (__TEXT,__text) external _stackshot_config_dealloc_buffer
00007ff8003c9a55 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00007ff8003c9a62 (__TEXT,__text) external _stackshot_config_get_stackshot_size
00007ff8003c9a8f (__TEXT,__text) external _stackshot_config_set_delta_timestamp
00007ff8003c99d6 (__TEXT,__text) external _stackshot_config_set_flags
00007ff8003c9aa8 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
00007ff8003c99c6 (__TEXT,__text) external _stackshot_config_set_pid
00007ff8003c9a77 (__TEXT,__text) external _stackshot_config_set_size_hint
00007ff8003c1a90 (__TEXT,__text) external _stat
00007ff8003b9ad8 (__TEXT,__text) external _stat$INODE64
00007ff8003b9ad8 (__TEXT,__text) external _stat64
00007ff8003c3db0 (__TEXT,__text) external _statfs
00007ff8003ba9e0 (__TEXT,__text) external _statfs$INODE64
00007ff8003ba9e0 (__TEXT,__text) external _statfs64
00007ff841d64890 (__DATA,__bss) non-external _supported
00007ff8003c3dc8 (__TEXT,__text) external _swapon
00007ff8003b8608 (__TEXT,__text) external _swtch
00007ff8003b85fc (__TEXT,__text) external _swtch_pri
00007ff8003bcd30 (__TEXT,__text) external _symlink
00007ff8003c3de0 (__TEXT,__text) external _symlinkat
00007ff8003c3df8 (__TEXT,__text) external _sync
00007ff8003ba1b4 (__TEXT,__text) external _syscall
00007ff8003b8614 (__TEXT,__text) external _syscall_thread_switch
00007ff8003c9bf0 (__TEXT,__text) external _system_get_sfi_window
00007ff8003c3e10 (__TEXT,__text) external _system_override
00007ff8003c0007 (__TEXT,__text) external _system_set_sfi_window
00007ff841d64898 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
00007ff841d64838 (__DATA,__common) external _system_version_compat_mode
00007ff8003dacf3 (__TEXT,__text) external _task_assign
00007ff8003dade9 (__TEXT,__text) external _task_assign_default
00007ff8003d98c0 (__TEXT,__text) external _task_create
00007ff8003dcad8 (__TEXT,__text) external _task_create_identity_token
00007ff8003dccfe (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00007ff8003b8428 (__TEXT,__text) external _task_dyld_process_info_notify_get
00007ff8003dc9f0 (__TEXT,__text) external _task_dyld_process_info_notify_register
00007ff8003b8590 (__TEXT,__text) external _task_for_pid
00007ff8003dbbf4 (__TEXT,__text) external _task_generate_corpse
00007ff8003daecd (__TEXT,__text) external _task_get_assignment
00007ff8003dc028 (__TEXT,__text) external _task_get_dyld_image_infos
00007ff8003da874 (__TEXT,__text) external _task_get_emulation_vector
00007ff8003dc716 (__TEXT,__text) external _task_get_exc_guard_behavior
00007ff8003c1674 (__TEXT,__text) external _task_get_exception_ports
00007ff8003dcde2 (__TEXT,__text) external _task_get_exception_ports_info
00007ff8003db8c1 (__TEXT,__text) external _task_get_mach_voucher
00007ff8003b89a3 (__TEXT,__text) external _task_get_special_port
00007ff8003db193 (__TEXT,__text) external _task_get_state
00007ff8003dcbdf (__TEXT,__text) external _task_identity_token_get_task_port
00007ff8003b8b0a (__TEXT,__text) external _task_info
00007ff8003dc595 (__TEXT,__text) external _task_inspect
00007ff8003c3e28 (__TEXT,__text) external _task_inspect_for_pid
00007ff8003dbcfb (__TEXT,__text) external _task_map_corpse_info
00007ff8003dc46f (__TEXT,__text) external _task_map_corpse_info_64
00007ff8003dd316 (__TEXT,__text) external _task_map_kcdata_object_64
00007ff8003b8584 (__TEXT,__text) external _task_name_for_pid
00007ff8003da63b (__TEXT,__text) external _task_policy
00007ff8003da39e (__TEXT,__text) external _task_policy_get
00007ff8003ba468 (__TEXT,__text) external _task_policy_set
00007ff8003db78f (__TEXT,__text) external _task_purgable_info
00007ff8003c3e40 (__TEXT,__text) external _task_read_for_pid
00007ff8003dc33d (__TEXT,__text) external _task_register_dyld_get_process_state
00007ff8003dbe20 (__TEXT,__text) external _task_register_dyld_image_infos
00007ff8003dc24e (__TEXT,__text) external _task_register_dyld_set_dyld_state
00007ff8003dc14f (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
00007ff8003b86bd (__TEXT,__text) external _task_restartable_ranges_register
00007ff8003ba8b3 (__TEXT,__text) external _task_restartable_ranges_synchronize
00007ff8003d9b93 (__TEXT,__text) external _task_resume
00007ff8003db6c3 (__TEXT,__text) external _task_resume2
00007ff8003da553 (__TEXT,__text) external _task_sample
00007ff8003c6c3a (__TEXT,__text) external _task_self_
00007ff8003b84d0 (__TEXT,__text) external _task_self_trap
00007ff8003dd139 (__TEXT,__text) external _task_set_corpse_forking_behavior
00007ff8003da78c (__TEXT,__text) external _task_set_emulation
00007ff8003da99f (__TEXT,__text) external _task_set_emulation_vector
00007ff8003dc811 (__TEXT,__text) external _task_set_exc_guard_behavior
00007ff8003c07f7 (__TEXT,__text) external _task_set_exception_ports
00007ff8003c0b9a (__TEXT,__text) external _task_set_info
00007ff8003db9e0 (__TEXT,__text) external _task_set_mach_voucher
00007ff8003db4a9 (__TEXT,__text) external _task_set_phys_footprint_limit
00007ff8003dafd4 (__TEXT,__text) external _task_set_policy
00007ff8003cf3d0 (__TEXT,__text) external _task_set_port_space
00007ff8003daaa3 (__TEXT,__text) external _task_set_ras_pc
00007ff8003b94ba (__TEXT,__text) external _task_set_special_port
00007ff8003db34d (__TEXT,__text) external _task_set_state
00007ff8003d9ac7 (__TEXT,__text) external _task_suspend
00007ff8003db5bc (__TEXT,__text) external _task_suspend2
00007ff8003d9f0e (__TEXT,__text) external _task_swap_exception_ports
00007ff8003dbac8 (__TEXT,__text) external _task_swap_mach_voucher
00007ff8003d99f8 (__TEXT,__text) external _task_terminate
00007ff8003dd21d (__TEXT,__text) external _task_test_async_upcall_propagation
00007ff8003dd051 (__TEXT,__text) external _task_test_sync_upcall
00007ff8003bf904 (__TEXT,__text) external _task_threads
00007ff8003dbf24 (__TEXT,__text) external _task_unregister_dyld_image_infos
00007ff8003dab8c (__TEXT,__text) external _task_zone_info
00007ff8003c9be8 (__TEXT,__text) external _terminate_with_payload
00007ff8003c0b65 (__TEXT,__text) external _terminate_with_reason
00007ff8003ddb14 (__TEXT,__text) external _thread_abort
00007ff8003ddbe0 (__TEXT,__text) external _thread_abort_safely
00007ff8003de3e5 (__TEXT,__text) external _thread_assign
00007ff8003de4cd (__TEXT,__text) external _thread_assign_default
00007ff8003deb52 (__TEXT,__text) external _thread_convert_thread_state
00007ff8003d9c60 (__TEXT,__text) external _thread_create
00007ff8003d9d67 (__TEXT,__text) external _thread_create_running
00007ff8003ddcac (__TEXT,__text) external _thread_depress_abort
00007ff8003bac70 (__TEXT,__text) external _thread_destruct_special_reply_port
00007ff8003de599 (__TEXT,__text) external _thread_get_assignment
00007ff8003c001a (__TEXT,__text) external _thread_get_exception_ports
00007ff8003ded8a (__TEXT,__text) external _thread_get_exception_ports_info
00007ff8003de81f (__TEXT,__text) external _thread_get_mach_voucher
00007ff8003c89d9 (__TEXT,__text) external _thread_get_register_pointer_values
00007ff8003ddd78 (__TEXT,__text) external _thread_get_special_port
00007ff8003b85cc (__TEXT,__text) external _thread_get_special_reply_port
00007ff8003bfa1e (__TEXT,__text) external _thread_get_state
00007ff8003be2c5 (__TEXT,__text) external _thread_info
00007ff8003bc604 (__TEXT,__text) external _thread_policy
00007ff8003bfc08 (__TEXT,__text) external _thread_policy_get
00007ff8003bd371 (__TEXT,__text) external _thread_policy_set
00007ff8003dda48 (__TEXT,__text) external _thread_resume
00007ff8003de219 (__TEXT,__text) external _thread_sample
00007ff8003b84c4 (__TEXT,__text) external _thread_self_trap
00007ff8003c3e58 (__TEXT,__text) external _thread_selfcounts
00007ff8003bd575 (__TEXT,__text) external _thread_set_exception_ports
00007ff8003de93e (__TEXT,__text) external _thread_set_mach_voucher
00007ff8003c898a (__TEXT,__text) external _thread_set_policy
00007ff8003dde97 (__TEXT,__text) external _thread_set_special_port
00007ff8003dd820 (__TEXT,__text) external _thread_set_state
00007ff8003dd97c (__TEXT,__text) external _thread_suspend
00007ff8003ddf90 (__TEXT,__text) external _thread_swap_exception_ports
00007ff8003dea26 (__TEXT,__text) external _thread_swap_mach_voucher
00007ff8003bc9f3 (__TEXT,__text) external _thread_switch
00007ff8003dd43c (__TEXT,__text) external _thread_terminate
00007ff8003d0e87 (__TEXT,__text) external _thread_wire
00007ff8003e0a80 (__TEXT,__const) non-external _times_now
00007ff8003c3e70 (__TEXT,__text) external _tracker_action
00007ff8003c3e88 (__TEXT,__text) external _truncate
00007ff8003bc9c4 (__TEXT,__text) external _umask
00007ff8003c3ea0 (__TEXT,__text) external _undelete
00007ff8003c3eb8 (__TEXT,__text) external _ungraftdmg
00007ff8003bb638 (__TEXT,__text) external _unlink
00007ff8003c0279 (__TEXT,__text) external _unlinkat
00007ff8003c2400 (__TEXT,__text) external _unmount
00007ff8003c3ed0 (__TEXT,__text) external _usrctl
00007ff8003c88af (__TEXT,__text) external _utimensat
00007ff8003bc9dc (__TEXT,__text) external _utimes
00007ff8003c3ee8 (__TEXT,__text) external _vfs_purge
00007ff8003ba0bf (__TEXT,__text) external _vm_allocate
00007ff8003d0f7d (__TEXT,__text) external _vm_allocate_cpm
00007ff8003df557 (__TEXT,__text) external _vm_behavior_set
00007ff8003bab69 (__TEXT,__text) external _vm_copy
00007ff8003ba172 (__TEXT,__text) external _vm_deallocate
00007ff8003deff9 (__TEXT,__text) external _vm_inherit
00007ff843ad1c80 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
00007ff843ad1c88 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
00007ff843ad1c78 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00007ff8003df644 (__TEXT,__text) external _vm_machine_attribute
00007ff8003c213e (__TEXT,__text) external _vm_map
00007ff8003df768 (__TEXT,__text) external _vm_map_page_query
00007ff8003df46b (__TEXT,__text) external _vm_msync
00007ff843ad1c90 (__DATA_DIRTY,__common) external _vm_page_mask
00007ff843ad1c98 (__DATA_DIRTY,__common) external _vm_page_shift
00007ff843ad1cb0 (__DATA_DIRTY,__common) external _vm_page_size
00007ff8003c3f00 (__TEXT,__text) external _vm_pressure_monitor
00007ff8003bbf53 (__TEXT,__text) external _vm_protect
00007ff8003bb1e9 (__TEXT,__text) external _vm_purgable_control
00007ff8003bfe12 (__TEXT,__text) external _vm_read
00007ff8003df0e8 (__TEXT,__text) external _vm_read_list
00007ff8003df34e (__TEXT,__text) external _vm_read_overwrite
00007ff8003bedd2 (__TEXT,__text) external _vm_region_64
00007ff8003befb9 (__TEXT,__text) external _vm_region_recurse_64
00007ff8003ba282 (__TEXT,__text) external _vm_remap
00007ff8003cf718 (__TEXT,__text) external _vm_remap_new
00007ff8003d0d88 (__TEXT,__text) external _vm_wire
00007ff8003df24f (__TEXT,__text) external _vm_write
00007ff8003bafe0 (__TEXT,__text) external _voucher_mach_msg_adopt
00007ff8003b9461 (__TEXT,__text) external _voucher_mach_msg_clear
00007ff8003bafca (__TEXT,__text) external _voucher_mach_msg_revert
00007ff8003b90b0 (__TEXT,__text) external _voucher_mach_msg_set
00007ff841d64818 (__DATA,__common) external _vprintf_stderr_func
00007ff8003c2388 (__TEXT,__text) external _wait4
00007ff8003c3f18 (__TEXT,__text) external _waitid
00007ff8003c3420 (__TEXT,__text) external _waitid$NOCANCEL
00007ff8003ce34c (__TEXT,__text) external _work_interval_copy_port
00007ff8003bf691 (__TEXT,__text) external _work_interval_create
00007ff8003ce1e6 (__TEXT,__text) external _work_interval_destroy
00007ff8003cdf5c (__TEXT,__text) external _work_interval_get_flags_from_port
00007ff8003bf781 (__TEXT,__text) external _work_interval_instance_alloc
00007ff8003ce074 (__TEXT,__text) external _work_interval_instance_clear
00007ff8003ce17e (__TEXT,__text) external _work_interval_instance_finish
00007ff8003ce088 (__TEXT,__text) external _work_interval_instance_free
00007ff8003ce0dc (__TEXT,__text) external _work_interval_instance_get_complexity
00007ff8003ce0be (__TEXT,__text) external _work_interval_instance_get_deadline
00007ff8003ce0cd (__TEXT,__text) external _work_interval_instance_get_finish
00007ff8003bf7bf (__TEXT,__text) external _work_interval_instance_get_id
00007ff8003ce0af (__TEXT,__text) external _work_interval_instance_get_start
00007ff8003ce0aa (__TEXT,__text) external _work_interval_instance_set_complexity
00007ff8003ce0a0 (__TEXT,__text) external _work_interval_instance_set_deadline
00007ff8003ce0a5 (__TEXT,__text) external _work_interval_instance_set_finish
00007ff8003ce09b (__TEXT,__text) external _work_interval_instance_set_start
00007ff8003ce0ec (__TEXT,__text) external _work_interval_instance_start
00007ff8003ce131 (__TEXT,__text) external _work_interval_instance_update
00007ff8003ce2be (__TEXT,__text) external _work_interval_join
00007ff8003ce305 (__TEXT,__text) external _work_interval_join_port
00007ff8003ce33c (__TEXT,__text) external _work_interval_leave
00007ff8003cdfc7 (__TEXT,__text) external _work_interval_notify
00007ff8003ce036 (__TEXT,__text) external _work_interval_notify_simple
00007ff8003bb350 (__TEXT,__text) external _write
00007ff8003bb5d8 (__TEXT,__text) external _write$NOCANCEL
00007ff8003bb5a8 (__TEXT,__text) external _writev
00007ff8003c3438 (__TEXT,__text) external _writev$NOCANCEL
