00000001eaea2f58 (__DATA,__data) non-external _.compoundliteral
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001eaea2af0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000184910f48 (__TEXT,__text) non-external _gc
00000001849101e8 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000184910400 (__TEXT,__text) non-external (was a private external) _gc_unprotect
000000018493654c (__TEXT,__text) non-external _gc_unprotect.cold.1
00000001849344d0 (__TEXT,__text) non-external _generate_syscallmask
000000018490f704 (__TEXT,__text) non-external (was a private external) _gensym
0000000184936520 (__TEXT,__text) non-external _gensym.cold.1
000000018490a358 (__TEXT,__text) non-external _get_cell
00000001849246a0 (__TEXT,__text) non-external _get_current_data_address
000000018490c134 (__TEXT,__text) non-external _inchar
00000001849373e5 (__TEXT,__const) non-external _init_scm
00000001849282d0 (__TEXT,__text) non-external _inspect_iterate_items
000000018490f208 (__TEXT,__text) non-external _is_any
0000000184926154 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000184916ecc (__TEXT,__text) non-external (was a private external) _is_character
00000001849261e0 (__TEXT,__text) non-external (was a private external) _is_closure
0000000184926208 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000184926230 (__TEXT,__text) non-external (was a private external) _is_environment
00000001849261b8 (__TEXT,__text) non-external (was a private external) _is_foreign
00000001849261cc (__TEXT,__text) non-external (was a private external) _is_foreign_block
000000018491479c (__TEXT,__text) non-external (was a private external) _is_foreign_object
00000001849319ec (__TEXT,__text) non-external _is_implicit_source_name
000000018491240c (__TEXT,__text) non-external (was a private external) _is_integer
00000001849261f4 (__TEXT,__text) non-external (was a private external) _is_macro
0000000184912a94 (__TEXT,__text) non-external _is_nonneg
00000001849274d4 (__TEXT,__text) non-external _is_num_integer
000000018490f7ec (__TEXT,__text) non-external (was a private external) _is_number
000000018490e2a0 (__TEXT,__text) non-external (was a private external) _is_pair
0000000184926190 (__TEXT,__text) non-external (was a private external) _is_port
000000018491c294 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00000001849261a4 (__TEXT,__text) non-external (was a private external) _is_proc
000000018492621c (__TEXT,__text) non-external (was a private external) _is_promise
0000000184912a80 (__TEXT,__text) non-external (was a private external) _is_string
0000000184912cb0 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000184925f54 (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000184912414 (__TEXT,__text) non-external (was a private external) _ivalue
0000000184916bec (__TEXT,__text) non-external _list_cost_estimate
0000000184916e04 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_free (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000184911280 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
000000018490d3e4 (__TEXT,__text) non-external _mk_atom
000000018491c154 (__TEXT,__text) non-external (was a private external) _mk_counted_string
0000000184926f70 (__TEXT,__text) non-external _mk_empty_string
000000018491055c (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00000001849105a4 (__TEXT,__text) non-external (was a private external) _mk_foreign_func
0000000184914760 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
0000000184910e0c (__TEXT,__text) non-external (was a private external) _mk_integer
000000018490e060 (__TEXT,__text) non-external _mk_sharp_const
0000000184925d34 (__TEXT,__text) non-external _mk_sharp_integer
000000018490a644 (__TEXT,__text) non-external (was a private external) _mk_string
000000018490a408 (__TEXT,__text) non-external (was a private external) _mk_symbol
000000018490a020 (__TEXT,__text) non-external _mk_vector
00000001849365d0 (__TEXT,__text) non-external _mk_vector.cold.1
00000001e6faee68 (__DATA_CONST,__const) non-external _modifier_info
000000018491c2e4 (__TEXT,__text) non-external _move_to_next_node
0000000184932928 (__TEXT,__text) non-external _msgfilter_free_callback
000000018491e6d4 (__TEXT,__text) non-external _negate_instruction
00000001e6fae0a8 (__DATA_CONST,__const) non-external _network_filter_constants
000000018490a2a8 (__TEXT,__text) non-external _new_frame_in_env
000000018490a744 (__TEXT,__text) non-external _new_slot_spec_in_env
000000018494749c (__TEXT,__const) non-external _nfBasicCF
00000001849438dc (__TEXT,__const) non-external _nfTrieHi
0000000184947e9c (__TEXT,__const) non-external _nfTrieLo
00000001849462bc (__TEXT,__const) non-external _nfTrieMid
0000000184943f08 (__TEXT,__const) non-external _nfU16InvMasks
0000000184944010 (__TEXT,__const) non-external _nfU16Seq2
0000000184944c24 (__TEXT,__const) non-external _nfU16Seq3
0000000184945158 (__TEXT,__const) non-external _nfU16SeqMisc
00000001849452e4 (__TEXT,__const) non-external _nfU32Char
0000000184946160 (__TEXT,__const) non-external _nfU32SeqMisc
000000018490f800 (__TEXT,__text) non-external _num_eq
0000000184916e80 (__TEXT,__text) non-external _num_ge
000000018491c1b8 (__TEXT,__text) non-external _num_gt
0000000184925fb0 (__TEXT,__text) non-external _num_le
0000000184925f68 (__TEXT,__text) non-external _num_lt
0000000184926b28 (__TEXT,__text) non-external _num_mod
00000001eceedc68 (__DATA_DIRTY,__bss) non-external _num_one
0000000184926ab8 (__TEXT,__text) non-external _num_rem
00000001eceedc78 (__DATA_DIRTY,__bss) non-external _num_zero
000000018491226c (__TEXT,__text) non-external (was a private external) _objvalue
000000018490a518 (__TEXT,__text) non-external _oblist_add_by_name
000000018490a460 (__TEXT,__text) non-external _oblist_find_by_name
0000000184919630 (__TEXT,__text) non-external _op_concat
0000000184919b50 (__TEXT,__text) non-external _operand_release
0000000184933a94 (__TEXT,__text) non-external _operation_expand
00000001e6faf790 (__DATA_CONST,__const) non-external _operation_info
00000001e6faf148 (__DATA_CONST,__const) non-external _operation_names
00000001849338a4 (__TEXT,__text) non-external _operations_allowed_by_default
000000018492fe08 (__TEXT,__text) non-external _operator_name
000000018491941c (__TEXT,__text) non-external _operator_precedence
000000018490aec8 (__TEXT,__text) non-external _opexe_0
00000001849365fc (__TEXT,__text) non-external _opexe_0.cold.1
0000000184936628 (__TEXT,__text) non-external _opexe_0.cold.2
000000018490d6a4 (__TEXT,__text) non-external _opexe_1
000000018490e2b4 (__TEXT,__text) non-external _opexe_2
000000018490f210 (__TEXT,__text) non-external _opexe_3
000000018490f9d8 (__TEXT,__text) non-external _opexe_4
000000018490c370 (__TEXT,__text) non-external _opexe_5
0000000184925388 (__TEXT,__text) non-external _opexe_6
                 (undefined) external _os_log_type_enabled (from libSystem)
000000018491226c (__TEXT,__text) non-external (was a private external) _pair_car
00000001849122d0 (__TEXT,__text) non-external (was a private external) _pair_cdr
00000001849133e4 (__TEXT,__text) non-external _parse_pattern
000000018492fc7c (__TEXT,__text) non-external _peek_operand
000000018493ed79 (__TEXT,__const) non-external _policy_scm
000000018492afd0 (__TEXT,__text) non-external _populate_modifier_descriptor
000000018492b310 (__TEXT,__text) non-external _populate_modifier_msgfilter_descriptor
000000018492a3ac (__TEXT,__text) non-external _populate_profile_entry_points
00000001849114a8 (__TEXT,__text) non-external _port_close
000000018492638c (__TEXT,__text) non-external _port_from_file
000000018490a8bc (__TEXT,__text) non-external _port_from_string
0000000184912ac4 (__TEXT,__text) non-external _port_rep_from_file
000000018492aa40 (__TEXT,__text) non-external _previously_emitted_condition
000000018492b58c (__TEXT,__text) non-external _previously_emitted_data
0000000184927438 (__TEXT,__text) non-external _printatom
0000000184927004 (__TEXT,__text) non-external _printslashstring
00000001e6fadd10 (__DATA_CONST,__const) non-external _profile_dirs
000000018492a2e0 (__TEXT,__text) non-external _profile_has_autobox_actions
000000018492a368 (__TEXT,__text) non-external _profile_has_mach_message_filters
000000018492a324 (__TEXT,__text) non-external _profile_has_message_filters
000000018491b9dc (__TEXT,__text) non-external _push_bytes
000000018491a3cc (__TEXT,__text) non-external _push_byteset
000000018492fdb4 (__TEXT,__text) non-external _push_byteset_skip
000000018491bb44 (__TEXT,__text) non-external _push_jne_instr
000000018491946c (__TEXT,__text) non-external _push_literal
000000018491bcec (__TEXT,__text) non-external _push_match_sequence_instr
00000001849340bc (__TEXT,__text) non-external _push_match_variable_instr
000000018492fce0 (__TEXT,__text) non-external _push_operand
0000000184918fe4 (__TEXT,__text) non-external _push_operator
0000000184934258 (__TEXT,__text) non-external _push_repeat_seek_byte_instr
000000018493417c (__TEXT,__text) non-external _push_seek_byte_instr
0000000184926294 (__TEXT,__text) non-external (was a private external) _putcharacter
0000000184926244 (__TEXT,__text) non-external (was a private external) _putstr
000000018492738c (__TEXT,__text) non-external _readsharpstrexp
000000018490d314 (__TEXT,__text) non-external _readstr_upto
000000018492713c (__TEXT,__text) non-external _readstrexp
                 (undefined) external _reallocf (from libSystem)
00000001849247bc (__TEXT,__text) non-external _record_condition_data
000000018492b658 (__TEXT,__text) non-external _record_data_address
000000018492a208 (__TEXT,__text) non-external _record_enabled_profile_flags
000000018491bef4 (__TEXT,__text) non-external _regex_quote
000000018492fe7c (__TEXT,__text) non-external _remove_conditions_matching_predicate_policy
000000018492fd40 (__TEXT,__text) non-external _remove_leading_literal_byte
0000000184921990 (__TEXT,__text) non-external _reorder_condition
0000000184921b68 (__TEXT,__text) non-external _reorder_condition_list
00000001849300c0 (__TEXT,__text) non-external _reorder_policy
0000000184916f08 (__TEXT,__text) non-external _reverse
0000000184910a00 (__TEXT,__text) non-external (was a private external) _s_cons
00000001849103cc (__TEXT,__text) non-external (was a private external) _s_immutable_cons
000000018490be20 (__TEXT,__text) non-external _s_save
0000000184924d20 (__TEXT,__text) external _sandbox_apply
0000000184924d28 (__TEXT,__text) external _sandbox_apply_container
0000000184927cc8 (__TEXT,__text) external _sandbox_compile_entitlements
0000000184906a80 (__TEXT,__text) external _sandbox_compile_file
00000001849069cc (__TEXT,__text) external _sandbox_compile_named
0000000184925930 (__TEXT,__text) external _sandbox_compile_string
0000000184928668 (__TEXT,__text) external _sandbox_container_paths_iterate_items
0000000184906848 (__TEXT,__text) external _sandbox_create_params
0000000184928b04 (__TEXT,__text) external _sandbox_exempt_from_network_approval_policy
0000000184924e20 (__TEXT,__text) external _sandbox_free_params
0000000184924dd4 (__TEXT,__text) external _sandbox_free_profile
0000000184927e24 (__TEXT,__text) external _sandbox_inspect_pid
0000000184927f28 (__TEXT,__text) external _sandbox_inspect_smemory
0000000184928678 (__TEXT,__text) external _sandbox_prepare_user_home_mount
0000000184928bd0 (__TEXT,__text) external _sandbox_register_network_approval_policy_exemption_for_share
0000000184927ce8 (__TEXT,__text) external _sandbox_register_profile
0000000184928fa8 (__TEXT,__text) external _sandbox_register_sync_root
00000001849068c4 (__TEXT,__text) external _sandbox_set_param
0000000184927fc4 (__TEXT,__text) external _sandbox_set_user_state_item
0000000184927fd8 (__TEXT,__text) external _sandbox_set_user_state_item_with_persona
0000000184927dec (__TEXT,__text) external _sandbox_unregister_all_profiles
0000000184927d98 (__TEXT,__text) external _sandbox_unregister_profile
0000000184927f30 (__TEXT,__text) external _sandbox_user_state_item_buffer_create
0000000184927f98 (__TEXT,__text) external _sandbox_user_state_item_buffer_destroy
0000000184927f38 (__TEXT,__text) external _sandbox_user_state_item_buffer_send
00000001849282c0 (__TEXT,__text) external _sandbox_user_state_iterate_items
0000000184935a3c (__TEXT,__text) non-external _save_condition
000000018492ef78 (__TEXT,__text) non-external _sb_action_iterate
0000000184929394 (__TEXT,__text) non-external _sb_annotation_destroy
000000018492377c (__TEXT,__text) non-external _sb_annotation_set_integer
0000000184929e4c (__TEXT,__text) non-external _sb_bitmask_clear_bit
0000000184929b80 (__TEXT,__text) non-external _sb_bitmask_create_empty
0000000184929c8c (__TEXT,__text) non-external _sb_bitmask_get_hash
0000000184929d4c (__TEXT,__text) non-external _sb_bitmask_iterate_set
0000000184929ae8 (__TEXT,__text) non-external _sb_bitmask_release
0000000184929a80 (__TEXT,__text) non-external _sb_bitmask_retain
0000000184929de0 (__TEXT,__text) non-external _sb_bitmask_set_bit
0000000184909210 (__TEXT,__text) non-external _sb_buffer_alloc
000000018491a6b4 (__TEXT,__text) non-external _sb_buffer_get_byte_count
000000018491a74c (__TEXT,__text) non-external _sb_buffer_get_hash
000000018491be20 (__TEXT,__text) non-external _sb_buffer_is_equivalent
0000000184913a28 (__TEXT,__text) non-external _sb_buffer_release
000000018491abcc (__TEXT,__text) non-external _sb_buffer_retain
0000000184929ea4 (__TEXT,__text) non-external _sb_buffer_with_contents_of_file
000000018491a6fc (__TEXT,__text) non-external _sb_buffer_with_data_pointer
000000018491a150 (__TEXT,__text) non-external _sb_byteset_add_byte
000000018492c4a8 (__TEXT,__text) non-external _sb_byteset_copy
000000018491a420 (__TEXT,__text) non-external _sb_byteset_get_population
00000001849231c8 (__TEXT,__text) non-external _sb_byteset_is_equivalent
000000018491c5e8 (__TEXT,__text) non-external _sb_byteset_iterate_ranges
000000018491a304 (__TEXT,__text) non-external _sb_byteset_negate
000000018491a0e8 (__TEXT,__text) non-external _sb_byteset_new
000000018491a280 (__TEXT,__text) non-external _sb_byteset_release
000000018491a218 (__TEXT,__text) non-external _sb_byteset_retain
000000018491c734 (__TEXT,__text) non-external _sb_byteset_union
000000018492c3ac (__TEXT,__text) non-external _sb_byteset_with_range
0000000184929224 (__TEXT,__text) non-external _sb_calloc_typed
000000018492c8e8 (__TEXT,__text) non-external _sb_condition_bitmask
000000018492c854 (__TEXT,__text) non-external _sb_condition_boolean
0000000184917170 (__TEXT,__text) non-external _sb_condition_conjunction
0000000184925714 (__TEXT,__text) non-external _sb_condition_constant
0000000184914474 (__TEXT,__text) non-external _sb_condition_disjunction
000000018492d494 (__TEXT,__text) non-external _sb_condition_is_bitmask
000000018492d2fc (__TEXT,__text) non-external _sb_condition_is_boolean
000000018491f604 (__TEXT,__text) non-external _sb_condition_is_conjunction
0000000184917464 (__TEXT,__text) non-external _sb_condition_is_contrary
000000018491e8f8 (__TEXT,__text) non-external _sb_condition_is_disjunction
0000000184917cb0 (__TEXT,__text) non-external _sb_condition_is_equivalent
0000000184924434 (__TEXT,__text) non-external _sb_condition_is_integer
000000018492d40c (__TEXT,__text) non-external _sb_condition_is_network
000000018491f878 (__TEXT,__text) non-external _sb_condition_is_pattern
0000000184913f80 (__TEXT,__text) non-external _sb_condition_is_regex
000000018492d384 (__TEXT,__text) non-external _sb_condition_is_string_textbuf
000000018491fa18 (__TEXT,__text) non-external _sb_condition_is_transposable
0000000184914008 (__TEXT,__text) non-external _sb_condition_list_append
000000018491ffd4 (__TEXT,__text) non-external _sb_condition_list_contains_condition
000000018491fc14 (__TEXT,__text) non-external _sb_condition_list_copy
000000018491accc (__TEXT,__text) non-external _sb_condition_list_every_condition_matches_predicate
000000018492d5d0 (__TEXT,__text) non-external _sb_condition_list_filter
0000000184916b40 (__TEXT,__text) non-external _sb_condition_list_get_hash
0000000184922cc4 (__TEXT,__text) non-external _sb_condition_list_is_equivalent
0000000184916ce8 (__TEXT,__text) non-external _sb_condition_list_iterate
0000000184920644 (__TEXT,__text) non-external _sb_condition_list_iterate_reverse
0000000184912148 (__TEXT,__text) non-external _sb_condition_list_new
000000018491299c (__TEXT,__text) non-external _sb_condition_list_release
000000018491fd64 (__TEXT,__text) non-external _sb_condition_list_remove
0000000184920f5c (__TEXT,__text) non-external _sb_condition_matches_subset
000000018491e7d0 (__TEXT,__text) non-external _sb_condition_negation
00000001849252f4 (__TEXT,__text) non-external _sb_condition_network
0000000184913b90 (__TEXT,__text) non-external _sb_condition_new
000000018491a058 (__TEXT,__text) non-external _sb_condition_pattern
00000001849148ac (__TEXT,__text) non-external _sb_condition_pattern_path
00000001849142dc (__TEXT,__text) non-external _sb_condition_release
0000000184913ef0 (__TEXT,__text) non-external _sb_condition_set_source_info
000000018491aae0 (__TEXT,__text) non-external _sb_condition_string
0000000184908e24 (__TEXT,__text) non-external _sb_context_intern_string
000000018491267c (__TEXT,__text) non-external _sb_context_release
00000001849125d4 (__TEXT,__text) non-external _sb_context_release_modification
0000000184908d00 (__TEXT,__text) non-external _sb_context_retain
000000018492d874 (__TEXT,__text) non-external _sb_context_retain_modification
000000018492defc (__TEXT,__text) non-external _sb_error_fatal
000000018492e0e4 (__TEXT,__text) non-external _sb_error_fatal_for_instruction
000000018492df48 (__TEXT,__text) non-external _sb_error_for_instruction
000000018491a554 (__TEXT,__text) non-external _sb_error_new
00000001e6fae068 (__DATA_CONST,__const) non-external _sb_error_out_of_memory.oom_error
000000018491a4a8 (__TEXT,__text) non-external _sb_error_set_unsupported_with_format
000000018492ddc4 (__TEXT,__text) non-external _sb_error_set_with_description
000000018492ded0 (__TEXT,__text) non-external _sb_error_set_with_format
000000018492de30 (__TEXT,__text) non-external _sb_error_set_with_formatv
0000000184910e4c (__TEXT,__text) non-external _sb_filter_accepts_type
0000000184913d58 (__TEXT,__text) non-external _sb_filter_has_dependency
00000001eceedc58 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.filterset
00000001eceedc50 (__DATA_DIRTY,__bss) non-external _sb_filter_has_side_effects.onceToken
0000000184912d10 (__TEXT,__text) non-external _sb_filter_is_case_sensitive
000000018492e3cc (__TEXT,__text) non-external _sb_filter_values_are_serialized_via_string_table
0000000184912e3c (__TEXT,__text) non-external _sb_fsa_acceptor
0000000184915a90 (__TEXT,__text) non-external _sb_fsa_copy
00000001849158b8 (__TEXT,__text) non-external _sb_fsa_disjunction
0000000184915d54 (__TEXT,__text) non-external _sb_fsa_get_recognizer_child
0000000184921314 (__TEXT,__text) non-external _sb_fsa_is_backtracking_recognizer
00000001849211d8 (__TEXT,__text) non-external _sb_fsa_matches_subset
0000000184929a24 (__TEXT,__text) non-external _sb_fsa_may_backtrack
000000018491c41c (__TEXT,__text) non-external _sb_fsa_recognizer_byteset
000000018491c858 (__TEXT,__text) non-external _sb_fsa_recognizer_byteset_skip
000000018491c358 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte
0000000184919f94 (__TEXT,__text) non-external _sb_fsa_recognizer_seek_byte_with_retry
000000018491564c (__TEXT,__text) non-external _sb_fsa_recognizer_sequence
0000000184915860 (__TEXT,__text) non-external _sb_fsa_recognizer_terminal
0000000184929550 (__TEXT,__text) non-external _sb_fsa_recognizer_variable
00000001849138e4 (__TEXT,__text) non-external _sb_fsa_release
0000000184916948 (__TEXT,__text) non-external _sb_fsa_release_indegree
0000000184913800 (__TEXT,__text) non-external _sb_fsa_retain
00000001849157d4 (__TEXT,__text) non-external _sb_fsa_retain_indegree
000000018491c1fc (__TEXT,__text) non-external _sb_fsa_set_recognizer_child
0000000184909148 (__TEXT,__text) non-external _sb_hash_compute
0000000184927e38 (__TEXT,__text) non-external _sb_inspect_subsystem
0000000184909348 (__TEXT,__text) non-external _sb_instr_action
00000001849147b0 (__TEXT,__text) non-external _sb_instr_conditional
000000018492323c (__TEXT,__text) non-external _sb_instr_get_action_modifiers
000000018491e9f4 (__TEXT,__text) non-external _sb_instr_get_jump_target
000000018491e444 (__TEXT,__text) non-external _sb_instr_is_equivalent
000000018492e6b0 (__TEXT,__text) non-external _sb_instr_is_unmodified_allow_action
0000000184909450 (__TEXT,__text) non-external _sb_instr_new
00000001849095ac (__TEXT,__text) non-external _sb_instr_release
000000018492e464 (__TEXT,__text) non-external _sb_instr_release_tracking
000000018491e670 (__TEXT,__text) non-external _sb_instr_replace
000000018490951c (__TEXT,__text) non-external _sb_instr_retain
000000018492e564 (__TEXT,__text) non-external _sb_instr_retain_tracking
000000018491eb84 (__TEXT,__text) non-external _sb_instr_set_condition
000000018491aa18 (__TEXT,__text) non-external _sb_instr_set_false_branch
0000000184920e40 (__TEXT,__text) non-external _sb_instr_set_true_branch
0000000184929134 (__TEXT,__text) non-external _sb_malloc_typed
00000001849180d4 (__TEXT,__text) non-external _sb_modifier_requires_argument
0000000184912430 (__TEXT,__text) non-external _sb_modifiers_iterate
00000001849124c0 (__TEXT,__text) non-external _sb_modifiers_release
000000018492ed34 (__TEXT,__text) non-external _sb_msgfilter_is_equivalent
000000018492edfc (__TEXT,__text) non-external _sb_msgfilter_iterate_entry_points
000000018492ec78 (__TEXT,__text) non-external _sb_msgfilter_release
0000000184924ae8 (__TEXT,__text) non-external _sb_mutable_buffer_make_immutable
000000018491d430 (__TEXT,__text) non-external _sb_mutable_buffer_new
0000000184924bdc (__TEXT,__text) non-external _sb_mutable_buffer_release
0000000184923828 (__TEXT,__text) non-external _sb_mutable_buffer_set_minimum_size
00000001849238d4 (__TEXT,__text) non-external _sb_mutable_buffer_write
00000001849276e4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_free
00000001849367b4 (__TEXT,__text) non-external _sb_packbuff_free.cold.1
0000000184927784 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_bytes
0000000184927794 (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_item_value_type
000000018492778c (__TEXT,__text) non-external (was a private external) _sb_packbuff_get_size
0000000184927668 (__TEXT,__text) non-external (was a private external) _sb_packbuff_init_with_buffer
00000001849274fc (__TEXT,__text) non-external (was a private external) _sb_packbuff_new
00000001849279b8 (__TEXT,__text) non-external _sb_packbuff_pack_item
0000000184936874 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.1
00000001849368a0 (__TEXT,__text) non-external _sb_packbuff_pack_item.cold.2
0000000184927b18 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_key_with_string_value
0000000184927ae4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_string
00000001849279a0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_pack_uint32
000000018492759c (__TEXT,__text) non-external _sb_packbuff_realloc
0000000184927844 (__TEXT,__text) non-external _sb_packbuff_unpack_item
0000000184936848 (__TEXT,__text) non-external _sb_packbuff_unpack_item.cold.1
0000000184927bf0 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_key_with_string_value
000000018492791c (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_string
00000001849277d4 (__TEXT,__text) non-external (was a private external) _sb_packbuff_unpack_uint32
000000018491a8e8 (__TEXT,__text) non-external _sb_pattern_is_disjoint_with_regex
0000000184913868 (__TEXT,__text) non-external _sb_pattern_new
0000000184912d70 (__TEXT,__text) non-external _sb_pattern_prefix
00000001849182dc (__TEXT,__text) non-external _sb_pattern_regex
0000000184913e28 (__TEXT,__text) non-external _sb_pattern_release
0000000184913dc0 (__TEXT,__text) non-external _sb_pattern_retain
000000018491b0d4 (__TEXT,__text) non-external _sb_pattern_serialize
0000000184935f38 (__TEXT,__text) non-external _sb_pattern_var_release
0000000184935ed0 (__TEXT,__text) non-external _sb_pattern_var_retain
000000018493604c (__TEXT,__text) non-external _sb_pattern_var_set_ordinal
0000000184936270 (__TEXT,__text) non-external _sb_pattern_varset_enter
00000001849363e0 (__TEXT,__text) non-external _sb_pattern_varset_get_available_ordinal
0000000184925824 (__TEXT,__text) non-external _sb_pattern_varset_release
0000000184925758 (__TEXT,__text) non-external _sb_pattern_varset_retain
000000018492f8bc (__TEXT,__text) non-external _sb_policy_get_entry_point
000000018492f860 (__TEXT,__text) non-external _sb_policy_is_operation_supported
000000018492f918 (__TEXT,__text) non-external _sb_policy_iterate_entry_points
000000018492f49c (__TEXT,__text) non-external _sb_policy_new
000000018492f6e0 (__TEXT,__text) non-external _sb_policy_release
000000018492f79c (__TEXT,__text) non-external _sb_policy_set_entry_point
000000018492f9b4 (__TEXT,__text) non-external _sb_profile_iterate_enabled_named_flags_textbufs
000000018491d304 (__TEXT,__text) non-external _sb_profile_release
00000001849257c0 (__TEXT,__text) non-external _sb_profile_set_pattern_variables
000000018492594c (__TEXT,__text) non-external _sb_program_add_source_buffer
00000001849092a8 (__TEXT,__text) non-external _sb_program_source_alloc
00000001849291a4 (__TEXT,__text) non-external _sb_realloc_typed
000000018491a794 (__TEXT,__text) non-external _sb_regex_release
000000018491d094 (__TEXT,__text) non-external _sb_sbpl_parser_release
000000018492b764 (__TEXT,__text) non-external _sb_stringtable_enter
000000018492a178 (__TEXT,__text) non-external _sb_stringtable_release
000000018491a674 (__TEXT,__text) non-external _sb_textbuf_get_length
0000000184914b14 (__TEXT,__text) non-external _sb_textbuf_with_normalized_string_copy
0000000184908d68 (__TEXT,__text) non-external _sb_textbuf_with_string_copy
0000000184934b9c (__TEXT,__text) non-external _sb_textbuf_with_string_pointer
000000018491a854 (__TEXT,__text) non-external _sb_textbuf_with_substring_copy
000000018492f234 (__TEXT,__text) non-external _sb_transform_combine_patterns_profile
000000018492da18 (__TEXT,__text) non-external _sb_transform_eliminate_dead_code_profile
00000001849202d8 (__TEXT,__text) non-external _sb_transform_expand_logical_conditions_profile
00000001849302a4 (__TEXT,__text) non-external _sb_transform_reorder_profile
00000001849302f8 (__TEXT,__text) non-external _sb_transform_resolve_jumps_policy
0000000184935e54 (__TEXT,__text) non-external _sb_transform_synthesize_bitmasks_profile
000000018491dde4 (__TEXT,__text) non-external _sb_transform_synthesize_logical_conditions_profile
00000001849343a0 (__TEXT,__text) non-external _sb_transform_synthesize_syscallmasks_profile
000000018491cf48 (__TEXT,__text) non-external _sb_visitor_has_visited
000000018491cbbc (__TEXT,__text) non-external _sb_visitor_new
000000018491cff0 (__TEXT,__text) non-external _sb_visitor_release
00000001849364a0 (__TEXT,__text) non-external _sb_warn
0000000184941f2d (__TEXT,__const) non-external _sbpl1_scm
0000000184942e3f (__TEXT,__const) non-external _sbpl2_scm
00000001849433b5 (__TEXT,__const) non-external _sbpl3_scm
0000000184932950 (__TEXT,__text) non-external _sbpl_enter_message_filter_context
0000000184931db0 (__TEXT,__text) non-external _sbpl_extends_builtin
0000000184931c58 (__TEXT,__text) non-external _sbpl_filter_eqv
0000000184932830 (__TEXT,__text) non-external _sbpl_leave_message_filter_context
0000000184931b0c (__TEXT,__text) non-external _sbpl_operation_eqv
000000018493b3ed (__TEXT,__const) non-external _sbpl_scm
0000000184926308 (__TEXT,__text) non-external (was a private external) _scheme_backtrace
0000000184936578 (__TEXT,__text) non-external _scheme_backtrace.cold.1
000000018491c9a0 (__TEXT,__text) non-external (was a private external) _scheme_call
