00007ffa4482a470 (__DATA,__data) non-external _.compoundliteral
00007ffa1fab1529 (__TEXT,__text) non-external (was a private external) _glpVariableObjectGetABI
00007ffa1fab15c0 (__TEXT,__text) non-external (was a private external) _glpVariableObjectValidateImplicitArraySize
00007ffa1fb05a72 (__TEXT,__text) non-external _glpVecFromValue
00007ffa1fb39d7a (__TEXT,__text) external _glpVertexStateToPPStream
00007ffa1fb29564 (__TEXT,__text) non-external _glpWriteAddressOperand
00007ffa1fb28eac (__TEXT,__text) non-external _glpWriteBranchOperand
00007ffa1fb28fdd (__TEXT,__text) non-external _glpWriteClampSat
00007ffa1fb2904c (__TEXT,__text) non-external _glpWriteDestinationOperand
00007ffa1fb2c474 (__TEXT,__text) non-external _glpWriteOperandSize
00007ffa1fae4c6d (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeGetExtra
00007ffa1fae4c77 (__TEXT,__text) non-external (was a private external) _glpWriteOutputNodeSetExtra
00007ffa1fb288e8 (__TEXT,__text) non-external _glpWriteSizeType
00007ffa1fb2c3e9 (__TEXT,__text) non-external _glpWriteSizeTypePrecision
00007ffa1fb28961 (__TEXT,__text) non-external _glpWriteSourceOperand
00007ffa1fad292e (__TEXT,__text) non-external (was a private external) _glp_serialized_integer32_control
00007ffa1fad28b0 (__TEXT,__text) non-external (was a private external) _glp_serialized_integer64_control
00007ffa1fa00aa9 (__TEXT,__text) non-external (was a private external) _glp_strtod
00007ffa1fa83b58 (__TEXT,__text) external _glsmAllocateTextureLevels
00007ffa1fa83c2f (__TEXT,__text) external _glsmCleanTextureGeometry
00007ffa1fa84b35 (__TEXT,__text) external _glsmCreateBuffer
00007ffa1fa849a5 (__TEXT,__text) external _glsmCreateSampler
00007ffa1fa83af0 (__TEXT,__text) external _glsmCreateTexture
00007ffa1fa84b76 (__TEXT,__text) external _glsmDestroyBuffer
00007ffa1fa849e8 (__TEXT,__text) external _glsmDestroySampler
00007ffa1fa83c00 (__TEXT,__text) external _glsmDestroyTexture
00007ffa1fa83b90 (__TEXT,__text) external _glsmFreeTextureLevelBuffers
00007ffa1fa8417c (__TEXT,__text) external _glsmLoadTextureLevelBuffer
00007ffa1fa847ad (__TEXT,__text) external _glsmLoadTextureStructure
00007ffa1fa83f5d (__TEXT,__text) non-external _glsmResetTextureLevel
00007ffa1fa849f2 (__TEXT,__text) external _glsmUpdateTexImageDataInPPStream
00007ffa1fa012cc (__TEXT,__text) non-external (was a private external) _glvmCPGetAttributeCode
00007ffa1fa04238 (__TEXT,__text) external _glvmCalculateSurfaceTextureBase
00007ffa1fa2fe80 (__TEXT,__text) non-external (was a private external) _glvmChooseArgTypeConversion
00007ffa1fa30190 (__TEXT,__text) non-external (was a private external) _glvmChooseDestTypeConversion
00007ffa1fa7e1c0 (__TEXT,__text) external _glvmCopyAttributes
00007ffa1fa012ec (__TEXT,__text) non-external (was a private external) _glvmEPGetAttributeCode
00007ffa1fa01360 (__TEXT,__text) non-external (was a private external) _glvmFPGetAttributeCode
00007ffa1fa0130c (__TEXT,__text) non-external (was a private external) _glvmGPGetAttributeCode
00007ffa1fa01408 (__TEXT,__text) external _glvmGetConstants
00007ffa1fa52ef0 (__TEXT,__text) non-external (was a private external) _glvmGetDestOffsetCount
00007ffa1fa00d2c (__TEXT,__text) non-external (was a private external) _glvmGetGlobalParameterOffset
00007ffa1fa53730 (__TEXT,__text) non-external (was a private external) _glvmGetOperationSpec
00007ffa1fa0125c (__TEXT,__text) non-external (was a private external) _glvmGetResultCode
00007ffa1fa52510 (__TEXT,__text) non-external (was a private external) _glvmGetSourceOffsetStride
00007ffa1fa72060 (__TEXT,__text) external _glvmInterpretCPTransformPatch
00007ffa1fa6f120 (__TEXT,__text) non-external (was a private external) _glvmInterpretCPTransformPatchInner
00007ffa1fa75b10 (__TEXT,__text) external _glvmInterpretEPTransformPatch
00007ffa1fa72720 (__TEXT,__text) non-external (was a private external) _glvmInterpretEPTransformPatchInner
00007ffa1fa81f50 (__TEXT,__text) external _glvmInterpretFPTransformFour
00007ffa1fa7e430 (__TEXT,__text) non-external (was a private external) _glvmInterpretFPTransformFourInner
00007ffa1fa7a920 (__TEXT,__text) external _glvmInterpretGPTransformPrimitive
00007ffa1fa77210 (__TEXT,__text) non-external (was a private external) _glvmInterpretGPTransformPrimitiveInner
00007ffa1fa6e940 (__TEXT,__text) external _glvmInterpretVPTransformFour
00007ffa1fa6b1a0 (__TEXT,__text) non-external (was a private external) _glvmInterpretVPTransformFourInner
00007ffa1fa36cb0 (__TEXT,__text) non-external (was a private external) _glvmLoadDestTemp
00007ffa1fa322d0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAddress
00007ffa1fa42920 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribCP
00007ffa1fa47e20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribEP
00007ffa1fa4ccc0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribFP
00007ffa1fa4b840 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribGP
00007ffa1fa3ec20 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceAttribVP
00007ffa1fa32ec0 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceParam
00007ffa1fa30430 (__TEXT,__text) non-external (was a private external) _glvmLoadSourceTemp
00007ffa1fb05cc2 (__TEXT,__text) non-external _glvmOp
00007ffa1fa54ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationABS
00007ffa1fa666c0 (__TEXT,__text) non-external (was a private external) _glvmOperationACOSH
00007ffa1fa55050 (__TEXT,__text) non-external (was a private external) _glvmOperationACS
00007ffa1fa5caa0 (__TEXT,__text) non-external (was a private external) _glvmOperationADD
00007ffa1fa551e0 (__TEXT,__text) non-external (was a private external) _glvmOperationALL
00007ffa1fa65e40 (__TEXT,__text) non-external (was a private external) _glvmOperationAND
00007ffa1fa5cbf0 (__TEXT,__text) non-external (was a private external) _glvmOperationANL
00007ffa1fa55360 (__TEXT,__text) non-external (was a private external) _glvmOperationANY
00007ffa1fa54e50 (__TEXT,__text) non-external (was a private external) _glvmOperationARA
00007ffa1fa54e10 (__TEXT,__text) non-external (was a private external) _glvmOperationARL
00007ffa1fa54e40 (__TEXT,__text) non-external (was a private external) _glvmOperationARR
00007ffa1fa66580 (__TEXT,__text) non-external (was a private external) _glvmOperationASINH
00007ffa1fa554e0 (__TEXT,__text) non-external (was a private external) _glvmOperationASN
00007ffa1fa66800 (__TEXT,__text) non-external (was a private external) _glvmOperationATANH
00007ffa1fa55670 (__TEXT,__text) non-external (was a private external) _glvmOperationATN
00007ffa1fa5cc30 (__TEXT,__text) non-external (was a private external) _glvmOperationATN2
00007ffa1fa64920 (__TEXT,__text) non-external (was a private external) _glvmOperationBDL
00007ffa1fa68c20 (__TEXT,__text) non-external (was a private external) _glvmOperationBITCOUNT
00007ffa1fa68710 (__TEXT,__text) non-external (was a private external) _glvmOperationBITFIELD_REVERSE
00007ffa1fa55890 (__TEXT,__text) non-external (was a private external) _glvmOperationCEI
00007ffa1fa61550 (__TEXT,__text) non-external (was a private external) _glvmOperationCLM
00007ffa1fa614d0 (__TEXT,__text) non-external (was a private external) _glvmOperationCMP
00007ffa1fa66180 (__TEXT,__text) non-external (was a private external) _glvmOperationCOMP
00007ffa1fa55b00 (__TEXT,__text) non-external (was a private external) _glvmOperationCOS
00007ffa1fa66300 (__TEXT,__text) non-external (was a private external) _glvmOperationCOSH
00007ffa1fa7abf0 (__TEXT,__text) non-external (was a private external) _glvmOperationCopyAttributes
00007ffa1fa5ca00 (__TEXT,__text) non-external (was a private external) _glvmOperationDDX
00007ffa1fa5ca30 (__TEXT,__text) non-external (was a private external) _glvmOperationDDY
00007ffa1fa55d50 (__TEXT,__text) non-external (was a private external) _glvmOperationDEG
00007ffa1fa5dd40 (__TEXT,__text) non-external (was a private external) _glvmOperationDISTANCE
00007ffa1fa5cf80 (__TEXT,__text) non-external (was a private external) _glvmOperationDIV
00007ffa1fa5d480 (__TEXT,__text) non-external (was a private external) _glvmOperationDOT
00007ffa1fa5d7f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP3
00007ffa1fa5d9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationDP4
00007ffa1fa5dbd0 (__TEXT,__text) non-external (was a private external) _glvmOperationDPH
00007ffa1fa63860 (__TEXT,__text) non-external (was a private external) _glvmOperationDSL
00007ffa1fa5dca0 (__TEXT,__text) non-external (was a private external) _glvmOperationDST
00007ffa1fa6eef0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchCP
00007ffa1fa724f0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchEP
00007ffa1fa7e1e0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchFP
00007ffa1fa76fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchGP
00007ffa1fa6af30 (__TEXT,__text) non-external (was a private external) _glvmOperationDispatchVP
00007ffa1fa76880 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVE
00007ffa1fa76d40 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVES
00007ffa1fa76ae0 (__TEXT,__text) non-external (was a private external) _glvmOperationENDSTREAMPRIMITIVEWithMask
00007ffa1fa55d90 (__TEXT,__text) non-external (was a private external) _glvmOperationEX2
00007ffa1fa56130 (__TEXT,__text) non-external (was a private external) _glvmOperationEXP
00007ffa1fa56410 (__TEXT,__text) non-external (was a private external) _glvmOperationEXPE
00007ffa1fa66f20 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_EXPONENT
00007ffa1fa66c30 (__TEXT,__text) non-external (was a private external) _glvmOperationEXTRACT_SIGNIFICAND
00007ffa1fa61e20 (__TEXT,__text) non-external (was a private external) _glvmOperationFFW
00007ffa1fa68f30 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_LSB
00007ffa1fa69440 (__TEXT,__text) non-external (was a private external) _glvmOperationFIND_MSB
00007ffa1fa567c0 (__TEXT,__text) non-external (was a private external) _glvmOperationFLR
00007ffa1fa56a20 (__TEXT,__text) non-external (was a private external) _glvmOperationFRC
00007ffa1fa66c00 (__TEXT,__text) non-external (was a private external) _glvmOperationFROM_BITS
00007ffa1fa291a0 (__TEXT,__text) non-external (was a private external) _glvmOperationFUNCSTART
00007ffa1fa5ca60 (__TEXT,__text) non-external (was a private external) _glvmOperationFWD
00007ffa1fa69ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_CENTROID
00007ffa1fa69b00 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_OFFSET
00007ffa1fa69cf0 (__TEXT,__text) non-external (was a private external) _glvmOperationINTERPOLATE_AT_SAMPLE
00007ffa1fa5b610 (__TEXT,__text) non-external (was a private external) _glvmOperationINVERSESQRT
00007ffa1fa66940 (__TEXT,__text) non-external (was a private external) _glvmOperationISINF
00007ffa1fa66a50 (__TEXT,__text) non-external (was a private external) _glvmOperationISNAN
00007ffa1fa291c0 (__TEXT,__text) non-external (was a private external) _glvmOperationInitMasksForNested
00007ffa1fa29200 (__TEXT,__text) non-external (was a private external) _glvmOperationInitSub
00007ffa1fa67190 (__TEXT,__text) non-external (was a private external) _glvmOperationLDEXP
00007ffa1fa56d80 (__TEXT,__text) non-external (was a private external) _glvmOperationLEN
00007ffa1fa57120 (__TEXT,__text) non-external (was a private external) _glvmOperationLG2
00007ffa1fa57410 (__TEXT,__text) non-external (was a private external) _glvmOperationLIT
00007ffa1fa64a10 (__TEXT,__text) non-external (was a private external) _glvmOperationLOAD
00007ffa1fa57920 (__TEXT,__text) non-external (was a private external) _glvmOperationLOG
00007ffa1fa57b30 (__TEXT,__text) non-external (was a private external) _glvmOperationLOGE
00007ffa1fa622e0 (__TEXT,__text) non-external (was a private external) _glvmOperationLRP
00007ffa1fa62600 (__TEXT,__text) non-external (was a private external) _glvmOperationMAD
00007ffa1fa5e1b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMAX
00007ffa1fa5e5b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMIN
00007ffa1fa5e9b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMLC
00007ffa1fa5e9c0 (__TEXT,__text) non-external (was a private external) _glvmOperationMOD
00007ffa1fa57e30 (__TEXT,__text) non-external (was a private external) _glvmOperationMOV
00007ffa1fa5f1b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL
00007ffa1fa684b0 (__TEXT,__text) non-external (was a private external) _glvmOperationMUL_HB
00007ffa1fa57eb0 (__TEXT,__text) non-external (was a private external) _glvmOperationNOT
00007ffa1fa57ef0 (__TEXT,__text) non-external (was a private external) _glvmOperationNRM
00007ffa1fa58360 (__TEXT,__text) non-external (was a private external) _glvmOperationNSE
00007ffa1fa65e80 (__TEXT,__text) non-external (was a private external) _glvmOperationOR
00007ffa1fa5f300 (__TEXT,__text) non-external (was a private external) _glvmOperationORL
00007ffa1fa67670 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2H
00007ffa1fa674b0 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2US
00007ffa1fa68450 (__TEXT,__text) non-external (was a private external) _glvmOperationPK2W
00007ffa1fa67e70 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4B
00007ffa1fa68170 (__TEXT,__text) non-external (was a private external) _glvmOperationPK4UB
00007ffa1fa5f340 (__TEXT,__text) non-external (was a private external) _glvmOperationPOW
00007ffa1fa5aef0 (__TEXT,__text) non-external (was a private external) _glvmOperationRAD
00007ffa1fa5af30 (__TEXT,__text) non-external (was a private external) _glvmOperationRCC
00007ffa1fa5af40 (__TEXT,__text) non-external (was a private external) _glvmOperationRCP
00007ffa1fa291b0 (__TEXT,__text) non-external (was a private external) _glvmOperationRET
00007ffa1fa5f8d0 (__TEXT,__text) non-external (was a private external) _glvmOperationRFL
00007ffa1fa62710 (__TEXT,__text) non-external (was a private external) _glvmOperationRFR
00007ffa1fa64ee0 (__TEXT,__text) non-external (was a private external) _glvmOperationROUND
00007ffa1fa65160 (__TEXT,__text) non-external (was a private external) _glvmOperationROUNDEVEN
00007ffa1fa5b270 (__TEXT,__text) non-external (was a private external) _glvmOperationRSQ
00007ffa1fa54db0 (__TEXT,__text) non-external (was a private external) _glvmOperationSAT
00007ffa1fa5c7b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSCS
00007ffa1fa5fd30 (__TEXT,__text) non-external (was a private external) _glvmOperationSEL
00007ffa1fa5fe20 (__TEXT,__text) non-external (was a private external) _glvmOperationSEQ
00007ffa1fa60230 (__TEXT,__text) non-external (was a private external) _glvmOperationSFL
00007ffa1fa60250 (__TEXT,__text) non-external (was a private external) _glvmOperationSGE
00007ffa1fa604f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSGT
00007ffa1fa65f00 (__TEXT,__text) non-external (was a private external) _glvmOperationSHL
00007ffa1fa65fd0 (__TEXT,__text) non-external (was a private external) _glvmOperationSHR
00007ffa1fa5bab0 (__TEXT,__text) non-external (was a private external) _glvmOperationSIN
00007ffa1fa661c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSINH
00007ffa1fa60780 (__TEXT,__text) non-external (was a private external) _glvmOperationSLE
00007ffa1fa60a20 (__TEXT,__text) non-external (was a private external) _glvmOperationSLT
00007ffa1fa634c0 (__TEXT,__text) non-external (was a private external) _glvmOperationSMS
00007ffa1fa60cb0 (__TEXT,__text) non-external (was a private external) _glvmOperationSNE
00007ffa1fa5bcf0 (__TEXT,__text) non-external (was a private external) _glvmOperationSQT
00007ffa1fa5bed0 (__TEXT,__text) non-external (was a private external) _glvmOperationSSG
00007ffa1fa722f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskEP
00007ffa1fa75dc0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskGP
00007ffa1fa69e90 (__TEXT,__text) non-external (was a private external) _glvmOperationSTOREWithMaskVP
00007ffa1fa610b0 (__TEXT,__text) non-external (was a private external) _glvmOperationSTR
00007ffa1fa610d0 (__TEXT,__text) non-external (was a private external) _glvmOperationSUB
00007ffa1fa638f0 (__TEXT,__text) non-external (was a private external) _glvmOperationSWZ
00007ffa1fa7afb0 (__TEXT,__text) non-external (was a private external) _glvmOperationStackPreload
00007ffa1fa5c400 (__TEXT,__text) non-external (was a private external) _glvmOperationTAN
00007ffa1fa66440 (__TEXT,__text) non-external (was a private external) _glvmOperationTANH
00007ffa1fa290a0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRA
00007ffa1fa28ea0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGBRK
00007ffa1fa28fa0 (__TEXT,__text) non-external (was a private external) _glvmOperationTARGCONT
00007ffa1fa66bd0 (__TEXT,__text) non-external (was a private external) _glvmOperationTO_BITS
00007ffa1fa65bc0 (__TEXT,__text) non-external (was a private external) _glvmOperationTRUNCATE
00007ffa1fa67ab0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2H
00007ffa1fa675c0 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2US
00007ffa1fa68480 (__TEXT,__text) non-external (was a private external) _glvmOperationUP2W
00007ffa1fa68020 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4B
00007ffa1fa68320 (__TEXT,__text) non-external (was a private external) _glvmOperationUP4UB
00007ffa1fa65ec0 (__TEXT,__text) non-external (was a private external) _glvmOperationXOR
00007ffa1fa61220 (__TEXT,__text) non-external (was a private external) _glvmOperationXPD
00007ffa1fa61490 (__TEXT,__text) non-external (was a private external) _glvmOperationXRL
00007ffa1fa54e60 (__TEXT,__text) non-external (was a private external) _glvmOperationZERO
00007ffa1fa54330 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise3D
00007ffa1fa546c0 (__TEXT,__text) non-external (was a private external) _glvmOperationsNoise4D
00007ffa1fa28fc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRA
00007ffa1fa28dc0 (__TEXT,__text) non-external (was a private external) _glvmPredicateBRK
00007ffa1fa29120 (__TEXT,__text) non-external (was a private external) _glvmPredicateCASE
00007ffa1fa28ec0 (__TEXT,__text) non-external (was a private external) _glvmPredicateCONT
00007ffa1fa29170 (__TEXT,__text) non-external (was a private external) _glvmPredicateDEFAULT
00007ffa1fa28d30 (__TEXT,__text) non-external (was a private external) _glvmPredicateELSE
00007ffa1fa28d50 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDIF
00007ffa1fa290e0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDSWITCH
00007ffa1fa28da0 (__TEXT,__text) non-external (was a private external) _glvmPredicateENDWHILE
00007ffa1fa28cf0 (__TEXT,__text) non-external (was a private external) _glvmPredicateIF
00007ffa1fa290c0 (__TEXT,__text) non-external (was a private external) _glvmPredicateSWITCH
00007ffa1fa28d90 (__TEXT,__text) non-external (was a private external) _glvmPredicateWHILE
00007ffa1fa7db50 (__TEXT,__text) external _glvmPreloadFPTransformFour
00007ffa1fa7b180 (__TEXT,__text) non-external (was a private external) _glvmPreloadSourceAttribs
00007ffa1fa29860 (__TEXT,__text) non-external (was a private external) _glvmRasterOpAlphaTest
00007ffa1fa2c360 (__TEXT,__text) non-external (was a private external) _glvmRasterOpBlend
00007ffa1fa29210 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthBoundsTest
00007ffa1fa29920 (__TEXT,__text) non-external (was a private external) _glvmRasterOpDepthStencilTest
00007ffa1fa2bd90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpFragmentCount
00007ffa1fa2d9e0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpLogicOp
00007ffa1fa2dd90 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMask
00007ffa1fa29400 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaCoverage
00007ffa1fa29500 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleAlphaOne
00007ffa1fa29570 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleCoverageMask
00007ffa1fa29750 (__TEXT,__text) non-external (was a private external) _glvmRasterOpMultisampleSampleMask
00007ffa1fa2be10 (__TEXT,__text) non-external (was a private external) _glvmRasterOpPack
00007ffa1fa2df40 (__TEXT,__text) non-external (was a private external) _glvmRasterOpRead
00007ffa1fa2e2b0 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWrite
00007ffa1fa2e750 (__TEXT,__text) non-external (was a private external) _glvmRasterOpWriteFallback
00007ffa1fa280c0 (__TEXT,__text) non-external (was a private external) _glvmSamplerFetch
00007ffa1fa27f90 (__TEXT,__text) non-external (was a private external) _glvmSamplerInvalid
00007ffa1fa052b0 (__TEXT,__text) non-external (was a private external) _glvmSamplerLoadTexels
00007ffa1fa0ba20 (__TEXT,__text) non-external (was a private external) _glvmSamplerQueryLOD
00007ffa1fa0d080 (__TEXT,__text) non-external (was a private external) _glvmSamplerSample
00007ffa1fa27fd0 (__TEXT,__text) non-external (was a private external) _glvmSamplerSize
00007ffa1fa6e820 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1fa71f40 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1fa759f0 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1fa7a800 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1fa81e30 (__TEXT,__text) non-external _glvmSetSourceIndirectLimits
00007ffa1fa0374c (__TEXT,__text) external _glvmSetTextureFormat
00007ffa1fa2fb90 (__TEXT,__text) non-external (was a private external) _glvmSourceNegateCF
00007ffa1fa3a240 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddress
00007ffa1fa3e0f0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestAddressWithMask
00007ffa1fa44f50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputCP
00007ffa1fa49b50 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputEP
00007ffa1fa4eeb0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputFP
00007ffa1fa4c000 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputGP
00007ffa1fa400c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputVP
00007ffa1fa466d0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskCP
00007ffa1fa4a9c0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskEP
00007ffa1fa50400 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskFP
00007ffa1fa4c660 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskGP
00007ffa1fa41200 (__TEXT,__text) non-external (was a private external) _glvmStoreDestOutputWithMaskVP
00007ffa1fa38330 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTemp
00007ffa1fa3abf0 (__TEXT,__text) non-external (was a private external) _glvmStoreDestTempWithMask
00007ffa1fa051d0 (__TEXT,__text) non-external _glvmTextureFilterEnumToPPStreamEnum
00007ffa1fa05230 (__TEXT,__text) non-external _glvmTextureWrapEnumToPPStreamEnum
00007ffa1fa2fc30 (__TEXT,__text) non-external (was a private external) _glvmTypeConvertCF
00007ffa1fa0454f (__TEXT,__text) external _glvmUpdateTextureStructure
00007ffa1fa754d0 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformEP
00007ffa1fa7a090 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformGP
00007ffa1fa6df20 (__TEXT,__text) non-external (was a private external) _glvmWindowTransformVP
00007ffa43541ae0 (__DATA_DIRTY,__bss) non-external _glvm_constants
00007ffa43541ad0 (__DATA_DIRTY,__bss) non-external _glvm_constants_init
00007ffa1fad40cf (__TEXT,__text) non-external _handleResetPost
00007ffa1fad406f (__TEXT,__text) non-external _handleResetPre
00007ffa1fad9978 (__TEXT,__text) non-external _humanReadableDescriptionToBuffer
00007ffa1fae1f15 (__TEXT,__text) non-external _include_str_getch
00007ffa1fae1fea (__TEXT,__text) non-external _include_str_ungetch
00007ffa1fad9179 (__TEXT,__text) non-external _initAggregateType
00007ffa1fae6fab (__TEXT,__text) non-external _initBinaryOperatorNode
00007ffa1fae6fee (__TEXT,__text) non-external _initDerefNode
00007ffa1fa8af8c (__TEXT,__text) non-external _initTypeWithGLPPrimitiveType
00007ffa1fae6f76 (__TEXT,__text) non-external _initUnaryOperatorNode
00007ffa1fb07c1f (__TEXT,__text) non-external _inliningNodeReplacement
00007ffa1fac3087 (__TEXT,__text) non-external _inputForOutput
00007ffa1fb35656 (__TEXT,__text) non-external _instructionIndexEqualsFunction
00007ffa1fb3564d (__TEXT,__text) non-external _instructionIndexHashFunction
00007ffa1fb23981 (__TEXT,__text) non-external _iterateQualifiers
00007ffa1fae2e29 (__TEXT,__text) non-external _lAddByte
00007ffa1fae2696 (__TEXT,__text) non-external _lFloatConst
00007ffa1fae2cff (__TEXT,__text) non-external _lNewBlock
00007ffa1fae3388 (__TEXT,__text) non-external _lReadByte
00007ffa1fade360 (__TEXT,__text) non-external (was a private external) _lazyCPPSetup
00007ffa1fb0416f (__TEXT,__text) non-external _lazyPrepareVariableObject
                 (undefined) external _ldexp (from libSystem)
                 (undefined) external _ldexpf (from libSystem)
00007ffa1f9f6e9f (__TEXT,__text) non-external _llvmir_PPStreamAddAddressUsage
00007ffa1f9f6ef7 (__TEXT,__text) non-external _llvmir_PPStreamAddAttribBinding
00007ffa1f9f6ffc (__TEXT,__text) non-external _llvmir_PPStreamAddConstant
00007ffa1f9f7078 (__TEXT,__text) non-external _llvmir_PPStreamAddLabel
00007ffa1f9f6e6c (__TEXT,__text) non-external _llvmir_PPStreamAddOperation
00007ffa1f9f6fea (__TEXT,__text) non-external _llvmir_PPStreamAddOption
00007ffa1f9f6f5f (__TEXT,__text) non-external _llvmir_PPStreamAddOutputBinding
00007ffa1f9f6ea5 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBinding
00007ffa1f9f6ef1 (__TEXT,__text) non-external _llvmir_PPStreamAddParamBindingArray
00007ffa1f9f6e99 (__TEXT,__text) non-external _llvmir_PPStreamAddTempUsage
00007ffa1f9f7089 (__TEXT,__text) non-external _llvmir_PPStreamResolveBranches
00007ffa1f9f6e63 (__TEXT,__text) non-external _llvmir_PPStreamSetTarget
                 (undefined) external _log2f (from libSystem)
                 (undefined) external _logf (from libSystem)
                 (undefined) external _longjmp (from libSystem)
                 (undefined) external _lroundf (from libSystem)
00007ffa1fae02f7 (__TEXT,__text) non-external _macro_scan
00007ffa1fabb129 (__TEXT,__text) non-external _makeCopyFunction
00007ffa1fb044d1 (__TEXT,__text) non-external _makeIntConstantNode
00007ffa1fa86adf (__TEXT,__text) non-external _makePoolNode
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ffa1fae0c32 (__TEXT,__text) non-external (was a private external) _mem_AddCleanup
00007ffa1fae0b7e (__TEXT,__text) non-external (was a private external) _mem_Alloc
00007ffa1fae0a83 (__TEXT,__text) non-external (was a private external) _mem_CreatePool
00007ffa1fae0b3e (__TEXT,__text) non-external (was a private external) _mem_FreePool
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
00007ffa1fa88134 (__TEXT,__text) non-external _mergeTypes
00007ffa4482eb50 (__DATA,__bss) non-external _message
00007ffa4482eb40 (__DATA,__bss) non-external _message_lock
                 (undefined) external _mmap (from libSystem)
                 (undefined) external _mprotect (from libSystem)
                 (undefined) external _munmap (from libSystem)
