0000000182761150 (__DATA,__data) non-external _C
0000000180638d00 (__TEXT,__text) non-external _r_sort_count_allocate
0000000182761de8 (__DATA,__data) non-external _r_sort_count_control
00000001806382ec (__TEXT,__text) external _radixsort
00000001805f63ec (__TEXT,__text) external _raise
0000000180638da4 (__TEXT,__text) external _rand
0000000182761e0c (__DATA,__data) non-external _rand_deg
0000000180638d3c (__TEXT,__text) external _rand_r
0000000182761e10 (__DATA,__data) non-external _rand_sep
0000000182761e08 (__DATA,__data) non-external _rand_type
0000000180638f84 (__TEXT,__text) external _random
0000000182761e30 (__DATA,__data) non-external _randtbl
0000000180606c14 (__TEXT,__text) non-external (was a private external) _rangematch
0000000180642cb4 (__TEXT,__text) external _rb_tree_count
0000000180642640 (__TEXT,__text) external _rb_tree_find_node
00000001806426b0 (__TEXT,__text) external _rb_tree_find_node_geq
000000018064273c (__TEXT,__text) external _rb_tree_find_node_leq
0000000180642630 (__TEXT,__text) external _rb_tree_init
00000001806427c8 (__TEXT,__text) external _rb_tree_insert_node
0000000180642c34 (__TEXT,__text) external _rb_tree_iterate
0000000180642d58 (__TEXT,__text) non-external _rb_tree_removal_rebalance
00000001806429b0 (__TEXT,__text) external _rb_tree_remove_node
0000000180642cc0 (__TEXT,__text) non-external _rb_tree_reparent_nodes
00000001806529a8 (__TEXT,__const) non-external _rcsid
0000000180652a32 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
000000018060a194 (__TEXT,__text) external _readdir
000000018060a1dc (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _realloc (from libsystem_malloc)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
0000000180639374 (__TEXT,__text) external _reallocf
00000001806393c0 (__TEXT,__text) external _realpath
000000018064e110 (__TEXT,__text) external _realpath$DARWIN_EXTSN
000000018276daf0 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
000000018276daf4 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
000000018276dac8 (__DATA,__bss) non-external _realpath.rootdev
000000018276dacc (__DATA,__bss) non-external _realpath.rootdev_inited
0000000180600100 (__TEXT,__text) non-external _rec_rdelete
00000001806528b2 (__TEXT,__const) non-external _recargchar
000000018065291b (__TEXT,__const) non-external _recargstring
000000018064d8c0 (__TEXT,__text) external _recv
00000001806173ac (__TEXT,__text) external _recv$NOCANCEL
00000001806430f8 (__TEXT,__text) external _regcomp
0000000180643070 (__TEXT,__text) external _regcomp_l
0000000180650284 (__TEXT,__text) external _regerror
00000001806437f8 (__TEXT,__text) external _regexec
0000000180643260 (__TEXT,__text) external _regfree
00000001805f5958 (__TEXT,__text) external _register_printf_domain_function
00000001805f5a68 (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00000001805f5b78 (__TEXT,__text) external _register_printf_domain_render_std
000000018064304c (__TEXT,__text) external _regncomp
0000000180642eb4 (__TEXT,__text) external _regncomp_l
00000001806435f8 (__TEXT,__text) external _regnexec
00000001806431e8 (__TEXT,__text) external _regwcomp
0000000180643168 (__TEXT,__text) external _regwcomp_l
000000018064383c (__TEXT,__text) external _regwexec
0000000180643144 (__TEXT,__text) external _regwncomp
000000018064311c (__TEXT,__text) external _regwncomp_l
000000018064380c (__TEXT,__text) external _regwnexec
000000018061e3cc (__TEXT,__text) external _remove
0000000180639afc (__TEXT,__text) external _remque
00000001807437c0 (__DATA_CONST,__const) non-external _rerrs
000000018061e440 (__TEXT,__text) external _rewind
000000018060a298 (__TEXT,__text) external _rewinddir
0000000180630b7c (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
0000000182762e60 (__DATA,__bss) non-external _rng
000000018061c39c (__TEXT,__text) external _rpmatch
0000000182761e20 (__DATA,__data) non-external _rptr
000000018061b4c0 (__TEXT,__text) non-external _sappend
0000000182763048 (__DATA,__bss) non-external _saved_categories
00000001805ea0c4 (__TEXT,__text) external _sbrk
0000000182762c70 (__DATA,__bss) non-external _sbrk_curbrk
0000000182762c68 (__DATA,__bss) non-external _sbrk_needs_init
0000000182760a80 (__DATA,__data) non-external _sbrk_region_size
000000018060a31c (__TEXT,__text) external _scandir
000000018063db9c (__TEXT,__text) external _scandir_b
000000018061e51c (__TEXT,__text) external _scanf
000000018061e59c (__TEXT,__text) external _scanf_l
0000000180651fb8 (__TEXT,__const) non-external _sccsid
0000000180651fe8 (__TEXT,__const) non-external _sccsid
000000018060a50c (__TEXT,__text) external _seed48
0000000182762f04 (__DATA,__bss) non-external _seed48.sseed
000000018060a574 (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
000000018064d8cc (__TEXT,__text) external _send
00000001806173b8 (__TEXT,__text) external _send$NOCANCEL
0000000180652970 (__TEXT,__const) non-external _seps
0000000182762cf0 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
000000018061e62c (__TEXT,__text) external _setbuf
000000018061e640 (__TEXT,__text) external _setbuffer
000000018063a3a0 (__TEXT,__text) external _setenv
00000001805f78bc (__TEXT,__text) external _sethostid
000000018060a5cc (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
000000018061e658 (__TEXT,__text) external _setlinebuf
00000001806133e0 (__TEXT,__text) external _setlocale
000000018060a758 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00000001805f7930 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
000000018060ae1c (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00000001805f7974 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00000001805f797c (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00000001806392b0 (__TEXT,__text) external _setstate
00000001805f7394 (__TEXT,__text) external _settimeofday
00000001805efb38 (__TEXT,__text) external _setttyent
000000018062ba78 (__TEXT,__text) non-external _settzname
00000001805f0668 (__TEXT,__text) external _setusershell
000000018061e668 (__TEXT,__text) external _setvbuf
0000000180618410 (__TEXT,__text) non-external _sflush_locked
0000000182762d68 (__DATA,__bss) non-external _shells
00000001805ec628 (__TEXT,__text) non-external _shiftLeftMP
00000001805ec3f0 (__TEXT,__text) non-external _shiftRightMPWithRounding
0000000182761d68 (__DATA,__data) non-external _sig_init_once
000000018276da60 (__DATA,__bss) non-external _sig_key
000000018063187c (__TEXT,__text) non-external _sig_keycreate
000000018276da58 (__DATA,__bss) non-external _sig_keycreated
00000001805f7408 (__TEXT,__text) external _sigaction
00000001805f0eb0 (__TEXT,__text) external _sigaddset
00000001805e96c0 (__TEXT,__text) external _sigaltstack
00000001805e97b8 (__TEXT,__text) external _sigblock
00000001805f0f0c (__TEXT,__text) external _sigdelset
00000001805f0e94 (__TEXT,__text) external _sigemptyset
00000001805f0ea0 (__TEXT,__text) external _sigfillset
00000001805e9894 (__TEXT,__text) external _sighold
00000001805e994c (__TEXT,__text) external _sigignore
000000018060aec8 (__TEXT,__text) external _siginterrupt
00000001805f0f68 (__TEXT,__text) external _sigismember
000000018060af78 (__TEXT,__text) external _signal
000000018060af80 (__TEXT,__text) non-external _signal__
000000018064d3a8 (__TEXT,__text) external _sigpause
00000001805e97f8 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00000001805e98f0 (__TEXT,__text) external _sigrelse
00000001805e99b8 (__TEXT,__text) external _sigset
00000001805e9778 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00000001805e970c (__TEXT,__text) external _sigvec
00000001805e9714 (__TEXT,__text) non-external _sigvec__
00000001805f0310 (__TEXT,__text) non-external _skip
0000000182761f1c (__DATA,__data) external _skip
000000018060b14c (__TEXT,__text) external _sl_add
000000018060b23c (__TEXT,__text) external _sl_find
000000018060b1c4 (__TEXT,__text) external _sl_free
000000018060b0f8 (__TEXT,__text) external _sl_init
000000018064fe4c (__TEXT,__text) non-external _sl_init.cold.1
000000018064fe68 (__TEXT,__text) non-external _sl_init.cold.2
0000000182762ee0 (__DATA,__bss) non-external _slash
000000018064d578 (__TEXT,__text) external _sleep
000000018060b028 (__TEXT,__text) external _sleep$NOCANCEL
0000000182762ce8 (__DATA,__bss) non-external _slot
000000018061e83c (__TEXT,__text) external _snprintf
000000018061e88c (__TEXT,__text) external _snprintf_l
000000018060d590 (__TEXT,__text) external _snvis
00000001806173c4 (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
000000018061e8b8 (__TEXT,__text) external _sprintf
000000018061e908 (__TEXT,__text) external _sprintf_l
000000018063877c (__TEXT,__text) external _sradixsort
0000000180638e0c (__TEXT,__text) external _srand
000000018060b0b8 (__TEXT,__text) external _srand48
0000000180638e1c (__TEXT,__text) external _sranddev
0000000180638eac (__TEXT,__text) external _srandom
0000000180639054 (__TEXT,__text) external _srandomdev
000000018061e934 (__TEXT,__text) external _sscanf
000000018061e984 (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00000001805f4c44 (__TEXT,__text) external _stat_with_subsystem
0000000182761e00 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00000001805ec960 (__TEXT,__text) external _statvfs
00000001805f7410 (__TEXT,__text) external _stpcpy
00000001805f745c (__TEXT,__text) external _stpncpy
000000018060d89c (__TEXT,__text) external _stravis
0000000180630cac (__TEXT,__text) external _strcasecmp
0000000180630ba4 (__TEXT,__text) external _strcasecmp_l
0000000180630f18 (__TEXT,__text) external _strcasestr
0000000180630e24 (__TEXT,__text) external _strcasestr_l
00000001805f74e0 (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
                 (indirect) external _strcmp (for __platform_strcmp)
0000000180631044 (__TEXT,__text) external _strcoll
0000000180630f3c (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
0000000180631068 (__TEXT,__text) external _strcspn
0000000180631124 (__TEXT,__text) external _strdup
000000018060d934 (__TEXT,__text) external _strenvisx
00000001806312d0 (__TEXT,__text) external _strerror
0000000180631258 (__TEXT,__text) external _strerror_r
00000001806416d4 (__TEXT,__text) external _strfmon
00000001806423d4 (__TEXT,__text) external _strfmon_l
000000018062ec44 (__TEXT,__text) external _strftime
000000018062dbc4 (__TEXT,__text) external _strftime_l
0000000182762d70 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
000000018063135c (__TEXT,__text) external _strmode
0000000180630e00 (__TEXT,__text) external _strncasecmp
0000000180630cd0 (__TEXT,__text) external _strncasecmp_l
00000001805f7534 (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00000001806314a0 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
0000000180631510 (__TEXT,__text) external _strnstr
000000018060cf68 (__TEXT,__text) external _strnunvis
000000018060cde4 (__TEXT,__text) external _strnunvisx
000000018064fedc (__TEXT,__text) non-external _strnunvisx.cold.1
000000018064ff08 (__TEXT,__text) non-external _strnunvisx.cold.2
000000018064ff34 (__TEXT,__text) non-external _strnunvisx.cold.3
000000018060d868 (__TEXT,__text) external _strnvis
000000018060d8fc (__TEXT,__text) external _strnvisx
00000001806315ac (__TEXT,__text) external _strpbrk
000000018062ee58 (__TEXT,__text) external _strptime
000000018062ee7c (__TEXT,__text) external _strptime_l
00000001806315e4 (__TEXT,__text) external _strrchr
000000018060d740 (__TEXT,__text) external _strsenvisx
000000018063160c (__TEXT,__text) external _strsep
00000001806317b0 (__TEXT,__text) external _strsignal
000000018063165c (__TEXT,__text) external _strsignal_r
000000018060d6a4 (__TEXT,__text) external _strsnvis
000000018060d710 (__TEXT,__text) external _strsnvisx
00000001806318c0 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
000000018060d5ec (__TEXT,__text) external _strsvis
000000018060d6d0 (__TEXT,__text) external _strsvisx
00000001805eaa10 (__TEXT,__text) external _strtod
00000001805eaa48 (__TEXT,__text) external _strtod_l
00000001805ea220 (__TEXT,__text) external _strtoencf16
00000001805ea2d0 (__TEXT,__text) external _strtoencf32
00000001805ea5f0 (__TEXT,__text) external _strtoencf64
00000001805eaa08 (__TEXT,__text) external _strtoencf64x
00000001805ea580 (__TEXT,__text) external _strtof
00000001805ea5b8 (__TEXT,__text) external _strtof_l
00000001805f1054 (__TEXT,__text) external _strtofflags
000000018063acb0 (__TEXT,__text) external _strtoimax
000000018063aa3c (__TEXT,__text) external _strtoimax_l
00000001806319fc (__TEXT,__text) external _strtok
000000018276da68 (__DATA,__bss) non-external _strtok.last
0000000180631978 (__TEXT,__text) external _strtok_r
000000018063af48 (__TEXT,__text) external _strtol
000000018063acd4 (__TEXT,__text) external _strtol_l
00000001805eaa80 (__TEXT,__text) external _strtold
00000001805eaab8 (__TEXT,__text) external _strtold_l
000000018063b1e0 (__TEXT,__text) external _strtoll
000000018063af6c (__TEXT,__text) external _strtoll_l
0000000180619be0 (__TEXT,__text) external _strtonum
000000018063b204 (__TEXT,__text) external _strtoq
000000018063b228 (__TEXT,__text) external _strtoq_l
000000018063b494 (__TEXT,__text) external _strtoul
000000018063b22c (__TEXT,__text) external _strtoul_l
000000018063b720 (__TEXT,__text) external _strtoull
000000018063b4b8 (__TEXT,__text) external _strtoull_l
000000018063b9ac (__TEXT,__text) external _strtoumax
000000018063b744 (__TEXT,__text) external _strtoumax_l
000000018063b9d0 (__TEXT,__text) external _strtouq
000000018063b9f4 (__TEXT,__text) external _strtouq_l
000000018060cf58 (__TEXT,__text) external _strunvis
000000018060cf48 (__TEXT,__text) external _strunvisx
000000018060d82c (__TEXT,__text) external _strvis
000000018060d8b8 (__TEXT,__text) external _strvisx
0000000180631cc8 (__TEXT,__text) external _strxfrm
0000000180631a08 (__TEXT,__text) external _strxfrm_l
000000018276dbc8 (__DATA,__common) external _suboptarg
0000000182762d78 (__DATA,__bss) non-external _subsystem_root_path
000000018060d028 (__TEXT,__text) external _svis
0000000180631cec (__TEXT,__text) external _swab
000000018061ec5c (__TEXT,__text) external _swprintf
000000018061ecac (__TEXT,__text) external _swprintf_l
000000018061ecd8 (__TEXT,__text) external _swscanf
000000018061ed28 (__TEXT,__text) external _swscanf_l
00000001805f5320 (__TEXT,__text) external _sxprintf
00000001805f5dec (__TEXT,__text) external _sxprintf_exec
00000001805f759c (__TEXT,__text) external _sync_volume_np
000000018065285b (__TEXT,__const) non-external _syntax_error_str
0000000180742a98 (__DATA_CONST,__const) external _sys_errlist
0000000180651ca8 (__TEXT,__const) external _sys_nerr
00000001807431a0 (__DATA_CONST,__const) external _sys_siglist
00000001807430a0 (__DATA_CONST,__const) external _sys_signame
000000018060b298 (__TEXT,__text) external _sysconf
000000018060b968 (__TEXT,__text) external _sysctl
000000018060bb88 (__TEXT,__text) external _sysctlbyname
000000018060bc58 (__TEXT,__text) external _sysctlnametomib
000000018064d8d8 (__TEXT,__text) external _system
000000018063b9f8 (__TEXT,__text) external _system$NOCANCEL
000000018064d608 (__TEXT,__text) external _tcdrain
000000018060c1c8 (__TEXT,__text) external _tcdrain$NOCANCEL
000000018060c268 (__TEXT,__text) external _tcflow
000000018060c1f4 (__TEXT,__text) external _tcflush
000000018060bf00 (__TEXT,__text) external _tcgetattr
000000018060c068 (__TEXT,__text) external _tcgetpgrp
00000001805f6c5c (__TEXT,__text) external _tcgetsid
000000018060c140 (__TEXT,__text) external _tcsendbreak
000000018060bf2c (__TEXT,__text) external _tcsetattr
000000018060c010 (__TEXT,__text) external _tcsetpgrp
000000018063bc90 (__TEXT,__text) external _tdelete
000000018060bd00 (__TEXT,__text) external _telldir
000000018061ed54 (__TEXT,__text) external _tempnam
0000000182762ce0 (__DATA,__bss) non-external _tf
000000018063bd90 (__TEXT,__text) external _tfind
00000001805f13e8 (__TEXT,__text) external _thread_stack_async_pcs
00000001805f13c4 (__TEXT,__text) external _thread_stack_pcs
0000000182760b70 (__DATA,__data) non-external _threadsafe
000000018060c318 (__TEXT,__text) external _time
000000018062ca20 (__TEXT,__text) non-external _time2
000000018062cb94 (__TEXT,__text) external _time2posix
000000018062d4dc (__TEXT,__text) non-external _time2sub
000000018062cb44 (__TEXT,__text) external _timegm
000000018062cb34 (__TEXT,__text) external _timelocal
000000018062cb6c (__TEXT,__text) external _timeoff
000000018060c37c (__TEXT,__text) external _times
000000018063cd18 (__TEXT,__text) external _timespec_get
000000018062bf1c (__TEXT,__text) non-external _timesub
000000018276db08 (__DATA,__common) external _timezone
00000001806015dc (__TEXT,__text) external _timingsafe_bcmp
0000000182769298 (__DATA,__bss) non-external _tm
000000018062db50 (__TEXT,__text) non-external _tmcomp
000000018061ef18 (__TEXT,__text) external _tmpfile
000000018061f064 (__TEXT,__text) external _tmpnam
00000001827649a8 (__DATA,__bss) non-external _tmpnam.tmpcount
00000001827649b0 (__DATA,__bss) non-external _tmpnam_buf
000000018061f11c (__TEXT,__text) non-external _tmpnam_buf_allocate
0000000182761c10 (__DATA,__data) non-external _tmpnam_buf_control
0000000180651cd8 (__TEXT,__const) non-external _tmundef
00000001805f1b18 (__TEXT,__text) external _toascii
00000001805f1b20 (__TEXT,__text) external _tolower
00000001805f2728 (__TEXT,__text) external _tolower_l
0000000182762eb8 (__DATA,__bss) non-external _toprec
0000000182762ec0 (__DATA,__bss) non-external _topreclen
00000001805f1b5c (__TEXT,__text) external _toupper
00000001805f2748 (__TEXT,__text) external _toupper_l
0000000180616b30 (__TEXT,__text) external _towctrans
0000000180616a50 (__TEXT,__text) external _towctrans_l
00000001805f2c40 (__TEXT,__text) external _towlower
00000001805f3250 (__TEXT,__text) external _towlower_l
00000001805f2c7c (__TEXT,__text) external _towupper
00000001805f3270 (__TEXT,__text) external _towupper_l
000000018062d16c (__TEXT,__text) non-external _transtime
00000001806468f0 (__TEXT,__text) non-external _tre_add_tag_left
000000018064682c (__TEXT,__text) non-external _tre_add_tag_right
00000001806440f0 (__TEXT,__text) non-external _tre_add_tags
00000001806439f4 (__TEXT,__text) external _tre_ast_new_catenation
0000000180643944 (__TEXT,__text) external _tre_ast_new_iter
00000001806438f8 (__TEXT,__text) external _tre_ast_new_literal
0000000180643870 (__TEXT,__text) external _tre_ast_new_node
00000001806439a8 (__TEXT,__text) external _tre_ast_new_union
00000001806463f4 (__TEXT,__text) non-external _tre_ast_to_tnfa
0000000180643a40 (__TEXT,__text) external _tre_compile
0000000180645d30 (__TEXT,__text) non-external _tre_compute_nfl
00000001806469b4 (__TEXT,__text) non-external _tre_copy_ast
0000000180645834 (__TEXT,__text) non-external _tre_expand_ast
000000018064d01c (__TEXT,__text) non-external _tre_expand_macro
0000000180643264 (__TEXT,__text) external _tre_fill_pmatch
00000001806464ec (__TEXT,__text) external _tre_free
0000000180743f88 (__DATA_CONST,__const) non-external _tre_macros
000000018064737c (__TEXT,__text) non-external _tre_make_trans
000000018064363c (__TEXT,__text) non-external _tre_match
0000000180647160 (__TEXT,__text) non-external _tre_match_empty
000000018064b188 (__TEXT,__text) external _tre_mem_alloc_impl
000000018064b128 (__TEXT,__text) external _tre_mem_destroy
000000018064b104 (__TEXT,__text) external _tre_mem_new_impl
0000000180646694 (__TEXT,__text) non-external _tre_merge_branches
000000018064d13c (__TEXT,__text) non-external _tre_new_item
000000018064b2a0 (__TEXT,__text) external _tre_parse
000000018064ce14 (__TEXT,__text) non-external _tre_parse_bound
0000000180643428 (__TEXT,__text) non-external _tre_reset_last_matched_branches
000000018064d09c (__TEXT,__text) non-external _tre_search_cnames
0000000180646d7c (__TEXT,__text) non-external _tre_set_empty
0000000180646d04 (__TEXT,__text) non-external _tre_set_one
0000000180646db8 (__TEXT,__text) non-external _tre_set_union
000000018064d240 (__TEXT,__text) external _tre_stack_destroy
000000018064d1d4 (__TEXT,__text) external _tre_stack_new
000000018064d27c (__TEXT,__text) external _tre_stack_num_objects
000000018064d368 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_int
000000018064d384 (__TEXT,__text) non-external (was a private external) _tre_stack_pop_voidptr
000000018064d28c (__TEXT,__text) non-external _tre_stack_push
000000018064d284 (__TEXT,__text) non-external (was a private external) _tre_stack_push_int
000000018064d364 (__TEXT,__text) non-external (was a private external) _tre_stack_push_voidptr
0000000180647690 (__TEXT,__text) external _tre_tnfa_run_backtrack
00000001806495f0 (__TEXT,__text) external _tre_tnfa_run_parallel
000000018063bed8 (__TEXT,__text) non-external _trecurse
000000018063be1c (__TEXT,__text) external _tsearch
000000018060c4c4 (__TEXT,__text) external _ttyname
0000000182762f10 (__DATA,__bss) non-external _ttyname_init
0000000182762f18 (__DATA,__bss) non-external _ttyname_key
00000001827617d8 (__DATA,__data) non-external _ttyname_lock
000000018060c5e4 (__TEXT,__text) external _ttyname_r
000000018060c6b8 (__TEXT,__text) external _ttyslot
000000018063bec4 (__TEXT,__text) external _twalk
000000018062cd64 (__TEXT,__text) non-external _typesequiv
000000018062ac24 (__TEXT,__text) non-external _tzload
0000000182761d28 (__DATA,__data) external _tzname
000000018062b558 (__TEXT,__text) non-external _tzparse
000000018062bcb0 (__TEXT,__text) external _tzset
000000018062a918 (__TEXT,__text) external _tzsetwall
000000018062a920 (__TEXT,__text) non-external _tzsetwall_basic
000000018060c6c0 (__TEXT,__text) external _ualarm
0000000182761b98 (__DATA,__data) non-external _uglue
000000018060c74c (__TEXT,__text) external _ulimit
                 (undefined) external _umask (from libsystem_kernel)
00000001805f1480 (__TEXT,__text) external _uname
0000000180652868 (__TEXT,__const) non-external _unbound_variable_str
00000001805ebfb4 (__TEXT,__text) non-external _underflow
000000018061f140 (__TEXT,__text) external _ungetc
000000018061f404 (__TEXT,__text) external _ungetwc
000000018061f488 (__TEXT,__text) external _ungetwc_l
0000000182762c91 (__DATA,__bss) non-external _unix2003_mode
                 (undefined) external _unlink (from libsystem_kernel)
000000018063c1ac (__TEXT,__text) external _unlockpt
000000018063a450 (__TEXT,__text) external _unsetenv
000000018060c7e4 (__TEXT,__text) external _unvis
000000018064fe84 (__TEXT,__text) non-external _unvis.cold.1
000000018064feb0 (__TEXT,__text) non-external _unvis.cold.2
00000001805f4520 (__TEXT,__text) external _uselocale
000000018064d648 (__TEXT,__text) external _usleep
000000018060cf70 (__TEXT,__text) external _usleep$NOCANCEL
0000000182763f60 (__DATA,__bss) non-external _usual
0000000182763190 (__DATA,__bss) non-external _usual_extra
000000018060cfc0 (__TEXT,__text) external _utime
                 (undefined) external _utimes (from libsystem_kernel)
00000001805f645c (__TEXT,__text) external _uuid_clear
00000001805f6464 (__TEXT,__text) external _uuid_compare
00000001805f6534 (__TEXT,__text) external _uuid_copy
00000001805f68fc (__TEXT,__text) external _uuid_generate
00000001805f685c (__TEXT,__text) external _uuid_generate_random
00000001805f6550 (__TEXT,__text) external _uuid_generate_time
0000000182762dc8 (__DATA,__bss) non-external _uuid_generate_time.has_init
0000000182762dc0 (__DATA,__bss) non-external _uuid_generate_time.node_id
00000001805f6900 (__TEXT,__text) external _uuid_is_null
00000001805f6928 (__TEXT,__text) external _uuid_pack
00000001805f6978 (__TEXT,__text) external _uuid_parse
00000001805f6ad4 (__TEXT,__text) external _uuid_unpack
00000001805f6bf4 (__TEXT,__text) external _uuid_unparse
00000001805f6b24 (__TEXT,__text) external _uuid_unparse_lower
00000001805f6b8c (__TEXT,__text) external _uuid_unparse_upper
0000000180743050 (__DATA_CONST,__const) non-external _validlist
000000018061f6b8 (__TEXT,__text) external _vasprintf
000000018061f69c (__TEXT,__text) external _vasprintf_l
00000001805f53b0 (__TEXT,__text) external _vasxprintf
00000001805f5e78 (__TEXT,__text) external _vasxprintf_exec
000000018061f850 (__TEXT,__text) external _vdprintf
000000018061f834 (__TEXT,__text) external _vdprintf_l
00000001805f53c8 (__TEXT,__text) external _vdxprintf
00000001805f5e94 (__TEXT,__text) external _vdxprintf_exec
000000018064fad8 (__TEXT,__text) external _verr
000000018064f9e0 (__TEXT,__text) external _verrc
000000018064fb50 (__TEXT,__text) external _verrx
00000001805f6f04 (__TEXT,__text) external _vfork
000000018061f8ec (__TEXT,__text) external _vfprintf
000000018061f888 (__TEXT,__text) external _vfprintf_l
0000000180622d3c (__TEXT,__text) external _vfscanf
0000000180624654 (__TEXT,__text) external _vfscanf_l
00000001806272dc (__TEXT,__text) external _vfwprintf
0000000180624828 (__TEXT,__text) external _vfwprintf_l
0000000180627ad0 (__TEXT,__text) external _vfwscanf
00000001806294f4 (__TEXT,__text) external _vfwscanf_l
00000001805f53e0 (__TEXT,__text) external _vfxprintf
00000001805f5eb0 (__TEXT,__text) external _vfxprintf_exec
000000018060d76c (__TEXT,__text) external _vis
                 (undefined) external _vm_allocate (from libsystem_kernel)
                 (undefined) external _vm_region_64 (from libsystem_kernel)
0000000180629594 (__TEXT,__text) external _vprintf
00000001806295cc (__TEXT,__text) external _vprintf_l
00000001806295e8 (__TEXT,__text) external _vscanf
0000000180629664 (__TEXT,__text) external _vscanf_l
0000000180629820 (__TEXT,__text) external _vsnprintf
0000000180629800 (__TEXT,__text) external _vsnprintf_l
000000018062995c (__TEXT,__text) external _vsprintf
000000018062985c (__TEXT,__text) external _vsprintf_l
0000000180629abc (__TEXT,__text) external _vsscanf
0000000180629988 (__TEXT,__text) external _vsscanf_l
0000000180629cd8 (__TEXT,__text) external _vswprintf
0000000180629ae8 (__TEXT,__text) external _vswprintf_l
0000000180629ed4 (__TEXT,__text) external _vswscanf
0000000180629d04 (__TEXT,__text) external _vswscanf_l
00000001805f53f8 (__TEXT,__text) external _vsxprintf
00000001805f5ecc (__TEXT,__text) external _vsxprintf_exec
000000018064fd1c (__TEXT,__text) external _vwarn
000000018064fc5c (__TEXT,__text) external _vwarnc
000000018064fdb8 (__TEXT,__text) external _vwarnx
0000000180629f00 (__TEXT,__text) external _vwprintf
0000000180629f38 (__TEXT,__text) external _vwprintf_l
0000000180629f54 (__TEXT,__text) external _vwscanf
0000000180629f8c (__TEXT,__text) external _vwscanf_l
00000001805f541c (__TEXT,__text) external _vxprintf
00000001805f5ef0 (__TEXT,__text) external _vxprintf_exec
000000018064d698 (__TEXT,__text) external _wait
000000018060e264 (__TEXT,__text) external _wait$NOCANCEL
000000018060e278 (__TEXT,__text) external _wait3
                 (undefined) external _wait4 (from libsystem_kernel)
000000018064d6ac (__TEXT,__text) external _waitpid
000000018060e28c (__TEXT,__text) external _waitpid$NOCANCEL
000000018064fc18 (__TEXT,__text) external _warn
000000018064fd60 (__TEXT,__text) external _warnc
000000018064fd8c (__TEXT,__text) external _warnx
0000000180631d60 (__TEXT,__text) external _wcpcpy
0000000180631d80 (__TEXT,__text) external _wcpncpy
0000000180614c00 (__TEXT,__text) external _wcrtomb
0000000180614bc0 (__TEXT,__text) external _wcrtomb_l
0000000180631e98 (__TEXT,__text) external _wcscasecmp
0000000180631df0 (__TEXT,__text) external _wcscasecmp_l
0000000180631ebc (__TEXT,__text) external _wcscat
0000000180631ee0 (__TEXT,__text) external _wcschr
0000000180631f00 (__TEXT,__text) external _wcscmp
00000001806324d0 (__TEXT,__text) external _wcscoll
0000000180631f28 (__TEXT,__text) external _wcscoll_l
00000001806324f4 (__TEXT,__text) external _wcscpy
0000000180632f84 (__TEXT,__text) external _wcscspn
