00007ffe064ae320 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffe06432885 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffe06432473 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffe0643092f (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffe06430fda (__TEXT,__text) non-external _rawimg_verify
00007ffe0643f12c (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffe064b7d5e (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffe0646ca30 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffe0649ae7d (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffe0647e27c (__TEXT,__text) non-external _remap_page
00007ffe0646ebe4 (__TEXT,__text) non-external _removeEntryProc
00007ffe0646e810 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffe0646ec81 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffe0645965f (__TEXT,__text) non-external _removeStreamAbort
00007ffe06458e4f (__TEXT,__text) non-external _removeStreamClose
00007ffe0645964d (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffe0645915e (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffe0646ebae (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffe064aa16d (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
00007ffe064af408 (__TEXT,__text) non-external _resizeResourceFork
00007ffe0647b78e (__TEXT,__text) non-external _resizeStream
00007ffe064ae626 (__TEXT,__text) non-external _resourceForkSize
00007ffe0647384c (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00007ffe0648a279 (__TEXT,__text) non-external _retireEntryRange
00007ffe06499a6d (__TEXT,__text) non-external _retireThreadEnqueue
00007ffe06496d41 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffe06481927 (__TEXT,__text) non-external _sanitize_internal_controls
00007ffe064737f7 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00007ffe0646423c (__TEXT,__text) non-external _seekTo
00007ffe06477ab4 (__TEXT,__text) non-external _segment_find
00007ffe064583e8 (__TEXT,__text) non-external _sendEOF
00007ffe06475252 (__TEXT,__text) non-external _sendHeader
00007ffe06444720 (__TEXT,__text) non-external _sendMessage
00007ffe064b7980 (__TEXT,__text) non-external _sendMessage
00007ffe064541a8 (__TEXT,__text) non-external _sequentialReaderProc
00007ffe0645422e (__TEXT,__text) non-external _sequentialWriterProc
00007ffe0646cb66 (__TEXT,__text) non-external (was a private external) _serializeHexString
00007ffe064c47f0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffe06480440 (__TEXT,__text) non-external _setFieldBlob
00007ffe0646dda6 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffe0646e334 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00007ffe064732be (__TEXT,__text) non-external _setThreadErrorContext
00007ffe064b070c (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00007ffe0647a4ea (__TEXT,__text) non-external _setupContext
00007ffe06488058 (__TEXT,__text) non-external _setupContext
00007ffe0646cb2d (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffe0646cbb6 (__TEXT,__text) non-external (was a private external) _sha1cmp
00007ffe0644896a (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffe06435c49 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffe0646dd1e (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffe0646ecd8 (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffe064923d9 (__TEXT,__text) non-external _stateAppendEntry
00007ffe064a6626 (__TEXT,__text) non-external _stateCollectorStreamClose
00007ffe064a7147 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00007ffe064a6633 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00007ffe064a40b4 (__TEXT,__text) non-external _stateComputePatches
00007ffe06491b4b (__TEXT,__text) non-external _stateConcatPath
00007ffe0648f489 (__TEXT,__text) non-external _stateDestroy
00007ffe064a64f4 (__TEXT,__text) non-external _stateDestroy
00007ffe064a446e (__TEXT,__text) non-external _stateGenerateArchive
00007ffe06491b7e (__TEXT,__text) non-external _stateGetEntryData
00007ffe064a8115 (__TEXT,__text) non-external _stateLoadEntryHeader
00007ffe06491d63 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00007ffe0646c53e (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffe064b9e32 (__TEXT,__text) non-external _storeCachePos
00007ffe064b07d8 (__TEXT,__text) non-external _storeChunkOffsets
00007ffe0646d3bc (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffe0646a640 (__TEXT,__text) non-external _streamAbort
00007ffe06482f42 (__TEXT,__text) non-external _streamAbort
00007ffe0646a4e5 (__TEXT,__text) non-external _streamClose
00007ffe06482bdf (__TEXT,__text) non-external _streamClose
00007ffe064470c1 (__TEXT,__text) non-external _streamConsumerProc
00007ffe064837d3 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffe0646a65d (__TEXT,__text) non-external _streamPRead
00007ffe06482f62 (__TEXT,__text) non-external _streamPWrite
00007ffe0646b4b3 (__TEXT,__text) non-external _streamProc
00007ffe064b6cd8 (__TEXT,__text) non-external _streamProc
00007ffe0646aa2a (__TEXT,__text) non-external _streamRead
00007ffe0646aa4d (__TEXT,__text) non-external _streamSeek
00007ffe06447184 (__TEXT,__text) non-external _streamThreadProc
00007ffe0644702f (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffe0646021e (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffe0645fdf3 (__TEXT,__text) non-external _stringTableReserve
00007ffe064adc84 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _strtoull (from libSystem)
00007ffe064a8342 (__TEXT,__text) non-external _subArchiveCreate
00007ffe064a88a5 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffe064a0683 (__TEXT,__text) non-external _tarParseInt
00007ffe0647b106 (__TEXT,__text) non-external _tempStreamCancel
00007ffe0647b083 (__TEXT,__text) non-external _tempStreamClose
00007ffe0647b153 (__TEXT,__text) non-external _tempStreamPRead
00007ffe0647b3bb (__TEXT,__text) non-external _tempStreamPWrite
00007ffe0647b11b (__TEXT,__text) non-external _tempStreamRead
00007ffe0647b32f (__TEXT,__text) non-external _tempStreamSeek
00007ffe0647b61f (__TEXT,__text) non-external _tempStreamTruncate
00007ffe0647b383 (__TEXT,__text) non-external _tempStreamWrite
00007ffe06466af1 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffe064667fb (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffe064b439e (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffe06473c69 (__TEXT,__text) non-external _threadWrapperProc
00007ffe0644c673 (__TEXT,__text) non-external _treeAdd
00007ffe0644c040 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffe0644c30c (__TEXT,__text) non-external _treeRebalance
00007ffe0644d01c (__TEXT,__text) non-external _treeRotateLeft
00007ffe0644cf10 (__TEXT,__text) non-external _treeRotateRight
00007ffe0644c559 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffe06489cf1 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffe0646d690 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffe06470175 (__TEXT,__text) non-external _updateFromHeader
00007ffe06473785 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffe064737b8 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffe0649c8f8 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffe0644466a (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffe06443980 (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffe064443ee (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffe06443d05 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffe0647a796 (__TEXT,__text) non-external _verifySegment
00007ffe06488c6b (__TEXT,__text) non-external _verifySegment
00007ffe064b7b03 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
00007ffe06491e3c (__TEXT,__text) non-external _workerApplyAttr
00007ffe0644467f (__TEXT,__text) non-external _workerDataFree
00007ffe064922dd (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffe064921e1 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffe06459674 (__TEXT,__text) non-external _workerDestroy
00007ffe06491af0 (__TEXT,__text) non-external _workerDestroy
00007ffe0649201d (__TEXT,__text) non-external _workerLoadAndApplyACL
00007ffe06491ef8 (__TEXT,__text) non-external _workerLoadAndApplyXAT
00007ffe06433a10 (__TEXT,__text) non-external _workerProc
00007ffe0644345f (__TEXT,__text) non-external _workerProc
00007ffe06458d5a (__TEXT,__text) non-external _workerProc
00007ffe0646c8c2 (__TEXT,__text) non-external _workerProc
00007ffe0648f542 (__TEXT,__text) non-external _workerProc
00007ffe064b6b91 (__TEXT,__text) non-external _workerProc
00007ffe06492142 (__TEXT,__text) non-external _workerReserve
00007ffe06491c1b (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffe06471475 (__TEXT,__text) non-external _writeBlobProc
00007ffe06470e0a (__TEXT,__text) non-external _writeHeaderProc
00007ffe064a9ad5 (__TEXT,__text) non-external _writeOBuf
00007ffe06439d91 (__TEXT,__text) non-external _writeProc
00007ffe0646568b (__TEXT,__text) non-external _writeProc
00007ffe06485b08 (__TEXT,__text) non-external _writeProc
00007ffe064828c6 (__TEXT,__text) non-external _writerProc
00007ffe064b7f2a (__TEXT,__text) non-external (was a private external) _writerProc
