00007ff8400b8e50 (__DATA,__data) non-external _C
00007ff800cf1430 (__TEXT,__const) non-external _mon_lengths
00007ff800c88642 (__TEXT,__text) external _monaddition
00007ff800c8865a (__TEXT,__text) external _moncontrol
00007ff800c88660 (__TEXT,__text) external _moncount
00007ff800c88636 (__TEXT,__text) external _moninit
00007ff800c88654 (__TEXT,__text) external _monitor
00007ff800c8864e (__TEXT,__text) external _monoutput
00007ff800c88648 (__TEXT,__text) external _monreset
00007ff800c8863c (__TEXT,__text) external _monstartup
00007ff800cafe92 (__TEXT,__text) non-external _moreglue
00007ff800c95c17 (__TEXT,__text) non-external _mpool_bkt
00007ff800c95e7f (__TEXT,__text) external _mpool_close
00007ff800c95b69 (__TEXT,__text) external _mpool_filter
00007ff800c95ce5 (__TEXT,__text) external _mpool_get
00007ff800c95b84 (__TEXT,__text) external _mpool_new
00007ff800cee0dd (__TEXT,__text) non-external _mpool_new.cold.1
00007ff800c95a72 (__TEXT,__text) external _mpool_open
00007ff800c95e6a (__TEXT,__text) external _mpool_put
00007ff800c95eca (__TEXT,__text) external _mpool_sync
00007ff800c95f35 (__TEXT,__text) non-external _mpool_write
00007ff800c9fe0d (__TEXT,__text) external _mrand48
00007ff800c8e288 (__TEXT,__text) non-external _mswap
00007ff800c833e2 (__TEXT,__text) non-external _multiplyByFiveToTheN
                 (undefined) external _munmap (from libsystem_kernel)
00007ff800cec035 (__TEXT,__text) external _nanosleep
00007ff800c876a9 (__TEXT,__text) external _nanosleep$NOCANCEL
00007ff8400baf40 (__DATA,__bss) non-external _new_categories
00007ff800c8bc79 (__TEXT,__text) external _new_printf_comp
00007ff800c8bfbe (__TEXT,__text) external _new_printf_domain
00007ff800c8a53b (__TEXT,__text) external _newlocale
00007ff8400b9db0 (__DATA,__data) non-external _next
00007ff800c9cb26 (__TEXT,__text) non-external _nextcomp
00007ff8400bae40 (__DATA,__bss) non-external _nextcomp.lmsgverb
00007ff8400bae60 (__DATA,__bss) non-external _nextcomp.state
00007ff800ca9adb (__TEXT,__text) external _nextwctype
00007ff800ca99a0 (__TEXT,__text) external _nextwctype_l
00007ff800c87cf4 (__TEXT,__text) external _nftw
00007ff800c9fe3c (__TEXT,__text) external _nice
00007ff800ca9f60 (__TEXT,__text) external _nl_langinfo
00007ff800ca9b04 (__TEXT,__text) external _nl_langinfo_l
00007ff8400baf30 (__DATA,__bss) non-external _nl_langinfo_l.csym
00007ff800cf1610 (__TEXT,__const) non-external _noarg
00007ff800cf1118 (__TEXT,__const) non-external _nogrouping
00007ff8400b9d84 (__DATA,__data) non-external _nonopt_end
00007ff8400b9d88 (__DATA,__data) non-external _nonopt_start
00007ff800c9febc (__TEXT,__text) external _nrand48
00007ff800c8f961 (__TEXT,__text) non-external _nroot
00007ff8400b95e8 (__DATA,__data) non-external _numempty
00007ff800cf0cd0 (__TEXT,__const) non-external _nv
00007ff800ca40e4 (__TEXT,__text) external _nvis
00007ff800cc814f (__TEXT,__text) external _offtime
00007ff840080bb0 (__DATA_CONST,__const) non-external _okshells
                 (undefined) external _open$NOCANCEL (from libsystem_kernel)
                 (undefined) external _open_dprotected_np (from libsystem_kernel)
00007ff800cadb68 (__TEXT,__text) external _open_memstream
00007ff800c8b004 (__TEXT,__text) external _open_with_subsystem
00007ff800cc5ed0 (__TEXT,__text) external _open_wmemstream
                 (undefined) external _openat$NOCANCEL (from libsystem_kernel)
00007ff800c9ff04 (__TEXT,__text) external _opendir
00007ff800ca04af (__TEXT,__text) non-external _opendir_compar
00007ff8400c5c10 (__DATA,__common) external _optarg
00007ff8400b9d70 (__DATA,__data) external _opterr
00007ff8400b9d74 (__DATA,__data) external _optind
00007ff8400c5c0c (__DATA,__common) external _optopt
00007ff8400c5c08 (__DATA,__common) external _optreset
                 (undefined) external _os_unfair_lock_lock (from libsystem_platform)
                 (undefined) external _os_unfair_lock_lock_with_options (from libsystem_platform)
                 (undefined) external _os_unfair_lock_unlock (from libsystem_platform)
00007ff800c83140 (__TEXT,__text) non-external _overflow
00007ff8400bae20 (__DATA,__bss) non-external _p5s
00007ff800cf11a0 (__TEXT,__const) non-external _padchar
00007ff8400bac5a (__DATA,__bss) non-external _parse_error
00007ff800cd0a8a (__TEXT,__text) non-external _parse_long_options
00007ff8400bac58 (__DATA,__bss) non-external _parsed
                 (undefined) external _pathconf (from libsystem_kernel)
00007ff800cebf08 (__TEXT,__text) external _pause
00007ff800ca04c7 (__TEXT,__text) external _pause$NOCANCEL
00007ff800ca084a (__TEXT,__text) external _pclose
00007ff800cd09ec (__TEXT,__text) non-external _permute_args
00007ff800ceeb8b (__TEXT,__text) external _perror
00007ff8400baea0 (__DATA,__bss) non-external _pfp
                 (undefined) external _pipe (from libsystem_kernel)
00007ff8400b9d90 (__DATA,__data) non-external _place
00007ff800ca04f2 (__TEXT,__text) external _popen
00007ff800cec45e (__TEXT,__text) external _popen$DARWIN_EXTSN
00007ff800cc85a9 (__TEXT,__text) external _posix2time
00007ff800cd7e50 (__TEXT,__text) external _posix_openpt
                 (undefined) external _posix_spawn (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addclose (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_adddup2 (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_addinherit_np (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawn_file_actions_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_destroy (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_init (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setflags (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigdefault (from libsystem_kernel)
                 (undefined) external _posix_spawnattr_setsigmask (from libsystem_kernel)
00007ff800c8d697 (__TEXT,__text) external _posix_spawnp
00007ff800cf02f0 (__TEXT,__const) non-external _powersOf10_Binary128
00007ff800cf0040 (__TEXT,__const) non-external _powersOf10_CoarseBinary64
00007ff800cefc10 (__TEXT,__const) non-external _powersOf10_Float
00007ff800cef9d0 (__TEXT,__const) non-external _powersOfFive
                 (undefined) external _pread$NOCANCEL (from libsystem_kernel)
00007ff800cb562e (__TEXT,__text) external _printf
00007ff800cb5700 (__TEXT,__text) external _printf_l
00007ff800c9c8c5 (__TEXT,__text) non-external _printfmt
                 (undefined) external _proc_name (from libsystem_kernel)
00007ff800ca093b (__TEXT,__text) external _psignal
                 (undefined) external _pthread_fchdir_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stackaddr_np (from libsystem_pthread)
                 (undefined) external _pthread_get_stacksize_np (from libsystem_pthread)
                 (undefined) external _pthread_getspecific (from libsystem_pthread)
                 (undefined) external _pthread_key_create (from libsystem_pthread)
                 (undefined) external _pthread_key_init_np (from libsystem_pthread)
                 (undefined) external _pthread_kill (from libsystem_pthread)
                 (undefined) external _pthread_mutex_destroy (from libsystem_pthread)
                 (undefined) external _pthread_mutex_lock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_trylock (from libsystem_pthread)
                 (undefined) external _pthread_mutex_unlock (from libsystem_pthread)
                 (undefined) external _pthread_once (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_destroy (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_rdlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_unlock (from libsystem_pthread)
                 (undefined) external _pthread_rwlock_wrlock (from libsystem_pthread)
                 (undefined) external _pthread_self (from libsystem_pthread)
                 (undefined) external _pthread_setspecific (from libsystem_pthread)
                 (undefined) external _pthread_sigmask (from libsystem_pthread)
                 (undefined) external _pthread_stack_frame_decode_np (from libsystem_pthread)
                 (undefined) external _pthread_testcancel (from libsystem_pthread)
00007ff800cd7e81 (__TEXT,__text) external _ptsname
00007ff800cef0a9 (__TEXT,__text) non-external _ptsname.cold.1
00007ff800cef0c4 (__TEXT,__text) non-external _ptsname.cold.2
00007ff800cedbce (__TEXT,__text) non-external _ptsname.cold.3
00007ff8400c5af0 (__DATA,__bss) non-external _ptsname_buffer_specific_key
00007ff8400c5ae8 (__DATA,__bss) non-external _ptsname_once
00007ff800cd7f04 (__TEXT,__text) non-external _ptsname_once_init
00007ff800cef0c4 (__TEXT,__text) non-external _ptsname_once_init.cold.1
00007ff800cd7f28 (__TEXT,__text) external _ptsname_r
00007ff800cb57b3 (__TEXT,__text) external _putc
00007ff800cb581a (__TEXT,__text) external _putc_unlocked
00007ff800cb584e (__TEXT,__text) external _putchar
00007ff800cb58bc (__TEXT,__text) external _putchar_unlocked
00007ff800cd1e6b (__TEXT,__text) external _putenv
00007ff800c94aca (__TEXT,__text) non-external _putpair
00007ff800cb58fa (__TEXT,__text) external _puts
00007ff800cb59ca (__TEXT,__text) external _putw
00007ff800cb5a2c (__TEXT,__text) external _putwc
00007ff800cb5a54 (__TEXT,__text) external _putwc_l
00007ff800cb5a5e (__TEXT,__text) external _putwchar
00007ff800cb5a90 (__TEXT,__text) external _putwchar_l
                 (undefined) external _pwrite$NOCANCEL (from libsystem_kernel)
00007ff800cd1eef (__TEXT,__text) external _qsort
00007ff800cd84fc (__TEXT,__text) external _qsort_b
00007ff800cd2926 (__TEXT,__text) external _qsort_r
00007ff800c8ad66 (__TEXT,__text) external _querylocale
00007ff800cf08b0 (__TEXT,__const) non-external _querylocale_mapping
00007ff800cde1ac (__TEXT,__text) external _quick_exit
00007ff800cd3d17 (__TEXT,__text) non-external _r_sort_a
00007ff8400c5abc (__DATA,__bss) non-external _r_sort_a.bmin
00007ff8400c5ab0 (__DATA,__bss) non-external _r_sort_a.count
00007ff8400c5ab8 (__DATA,__bss) non-external _r_sort_a.nc
00007ff8400c5ac0 (__DATA,__bss) non-external _r_sort_a_count
00007ff800cd4bc9 (__TEXT,__text) non-external _r_sort_b
00007ff8400c5adc (__DATA,__bss) non-external _r_sort_b.bmin
00007ff8400c5ad0 (__DATA,__bss) non-external _r_sort_b.count
00007ff8400c5ad8 (__DATA,__bss) non-external _r_sort_b.nc
00007ff8400c5ac8 (__DATA,__bss) non-external _r_sort_b_count
00007ff800cd4fbb (__TEXT,__text) non-external _r_sort_count_allocate
00007ff8400b9da0 (__DATA,__data) non-external _r_sort_count_control
00007ff800cd33e8 (__TEXT,__text) external _radixsort
00007ff800c8cb98 (__TEXT,__text) external _raise
00007ff800cd5056 (__TEXT,__text) external _rand
00007ff8400b9dcc (__DATA,__data) non-external _rand_deg
00007ff800cd5004 (__TEXT,__text) external _rand_r
00007ff8400b9dd0 (__DATA,__data) non-external _rand_sep
00007ff8400b9dc8 (__DATA,__data) non-external _rand_type
00007ff800cd5203 (__TEXT,__text) external _random
00007ff8400b9df0 (__DATA,__data) non-external _randtbl
00007ff800c9d395 (__TEXT,__text) non-external (was a private external) _rangematch
00007ff800cdf7fa (__TEXT,__text) external _rb_tree_count
00007ff800cdf223 (__TEXT,__text) external _rb_tree_find_node
00007ff800cdf280 (__TEXT,__text) external _rb_tree_find_node_geq
00007ff800cdf2f1 (__TEXT,__text) external _rb_tree_find_node_leq
00007ff800cdf209 (__TEXT,__text) external _rb_tree_init
00007ff800cdf362 (__TEXT,__text) external _rb_tree_insert_node
00007ff800cdf786 (__TEXT,__text) external _rb_tree_iterate
00007ff800cdf8ad (__TEXT,__text) non-external _rb_tree_removal_rebalance
00007ff800cdf529 (__TEXT,__text) external _rb_tree_remove_node
00007ff800cdf80d (__TEXT,__text) non-external _rb_tree_reparent_nodes
00007ff800cf1720 (__TEXT,__const) non-external _rcsid
00007ff800cf17b1 (__TEXT,__const) non-external _rcsid
                 (undefined) external _read$NOCANCEL (from libsystem_kernel)
00007ff800ca0b46 (__TEXT,__text) external _readdir
00007ff800ca0b7c (__TEXT,__text) external _readdir_r
                 (undefined) external _readlink (from libsystem_kernel)
                 (undefined) external _reallocarray$DARWIN_EXTSN (from libsystem_malloc)
                 (undefined) external _reallocf (from libsystem_malloc)
00007ff800cd5584 (__TEXT,__text) external _realpath
00007ff800cec9c4 (__TEXT,__text) external _realpath$DARWIN_EXTSN
00007ff8400c5b10 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev
00007ff8400c5b14 (__DATA,__bss) non-external _realpath$DARWIN_EXTSN.rootdev_inited
00007ff8400c5ae0 (__DATA,__bss) non-external _realpath.rootdev
00007ff8400c5ae4 (__DATA,__bss) non-external _realpath.rootdev_inited
00007ff800c96352 (__TEXT,__text) non-external _rec_rdelete
00007ff800cf15c0 (__TEXT,__const) non-external _recargchar
00007ff800cf1640 (__TEXT,__const) non-external _recargstring
00007ff800cec1d8 (__TEXT,__text) external _recv
00007ff800cae08a (__TEXT,__text) external _recv$NOCANCEL
00007ff800cdfc02 (__TEXT,__text) external _regcomp
00007ff800cdfba7 (__TEXT,__text) external _regcomp_l
00007ff800ceed08 (__TEXT,__text) external _regerror
00007ff800ce02d2 (__TEXT,__text) external _regexec
00007ff800cdfd27 (__TEXT,__text) external _regfree
00007ff800c8c005 (__TEXT,__text) external _register_printf_domain_function
00007ff800c8c0db (__TEXT,__text) non-external (was a private external) _register_printf_domain_render
00007ff800c8c1bc (__TEXT,__text) external _register_printf_domain_render_std
00007ff800cdfb7f (__TEXT,__text) external _regncomp
00007ff800cdf9d8 (__TEXT,__text) external _regncomp_l
00007ff800ce00c4 (__TEXT,__text) external _regnexec
00007ff800cdfcd5 (__TEXT,__text) external _regwcomp
00007ff800cdfc81 (__TEXT,__text) external _regwcomp_l
00007ff800ce0320 (__TEXT,__text) external _regwexec
00007ff800cdfc59 (__TEXT,__text) external _regwncomp
00007ff800cdfc2a (__TEXT,__text) external _regwncomp_l
00007ff800ce02ec (__TEXT,__text) external _regwnexec
00007ff800cb5c7e (__TEXT,__text) external _remove
00007ff800cd5d58 (__TEXT,__text) external _remque
00007ff8400815a0 (__DATA_CONST,__const) non-external _rerrs
00007ff800cb5cf9 (__TEXT,__text) external _rewind
00007ff800ca0c20 (__TEXT,__text) external _rewinddir
00007ff800ccc314 (__TEXT,__text) external _rindex
                 (undefined) external _rmdir (from libsystem_kernel)
00007ff8400bae28 (__DATA,__bss) non-external _rng
00007ff800cb320b (__TEXT,__text) external _rpmatch
00007ff8400b9de0 (__DATA,__data) non-external _rptr
00007ff800cb240b (__TEXT,__text) non-external _sappend
00007ff8400bb020 (__DATA,__bss) non-external _saved_categories
00007ff800c80881 (__TEXT,__text) external _sbrk
00007ff8400bac38 (__DATA,__bss) non-external _sbrk_curbrk
00007ff8400bac30 (__DATA,__bss) non-external _sbrk_needs_init
00007ff8400b8780 (__DATA,__data) non-external _sbrk_region_size
00007ff800ca0c8a (__TEXT,__text) external _scandir
00007ff800cda111 (__TEXT,__text) external _scandir_b
00007ff800cb5d83 (__TEXT,__text) external _scanf
00007ff800cb5e7d (__TEXT,__text) external _scanf_l
00007ff800cf0c70 (__TEXT,__const) non-external _sccsid
00007ff800cf0ca0 (__TEXT,__const) non-external _sccsid
00007ff800ca0e85 (__TEXT,__text) external _seed48
00007ff8400baed4 (__DATA,__bss) non-external _seed48.sseed
00007ff800ca0eec (__TEXT,__text) external _seekdir
                 (undefined) external _select$NOCANCEL (from libsystem_kernel)
                 (undefined) external _semaphore_create (from libsystem_kernel)
00007ff800cec1e8 (__TEXT,__text) external _send
00007ff800cae09a (__TEXT,__text) external _send$NOCANCEL
00007ff800cf16e0 (__TEXT,__const) non-external _seps
00007ff8400bacb8 (__DATA,__bss) non-external _seq
                 (undefined) external _setattrlist (from libsystem_kernel)
00007ff800cb5f89 (__TEXT,__text) external _setbuf
00007ff800cb5fa2 (__TEXT,__text) external _setbuffer
00007ff800cd65bb (__TEXT,__text) external _setenv
00007ff800c8dee8 (__TEXT,__text) external _sethostid
00007ff800ca0f25 (__TEXT,__text) external _sethostname
                 (undefined) external _setitimer (from libsystem_kernel)
00007ff800cb5fbb (__TEXT,__text) external _setlinebuf
00007ff800caa4e6 (__TEXT,__text) external _setlocale
00007ff800ca1091 (__TEXT,__text) external _setmode
                 (undefined) external _setpgid (from libsystem_kernel)
00007ff800c8df45 (__TEXT,__text) external _setpgrp
                 (undefined) external _setpriority (from libsystem_kernel)
00007ff800ca1779 (__TEXT,__text) external _setprogname
                 (undefined) external _setregid (from libsystem_kernel)
                 (undefined) external _setreuid (from libsystem_kernel)
00007ff800c8df70 (__TEXT,__text) external _setrgid
                 (undefined) external _setrlimit (from libsystem_kernel)
00007ff800c8df7f (__TEXT,__text) external _setruid
                 (undefined) external _setsid (from libsystem_kernel)
00007ff800cd54d1 (__TEXT,__text) external _setstate
00007ff800c8da08 (__TEXT,__text) external _settimeofday
00007ff800c86a76 (__TEXT,__text) external _setttyent
00007ff800cc7624 (__TEXT,__text) non-external _settzname
00007ff800c8753a (__TEXT,__text) external _setusershell
00007ff800cb5fce (__TEXT,__text) external _setvbuf
00007ff800caf21e (__TEXT,__text) non-external _sflush_locked
00007ff8400bad30 (__DATA,__bss) non-external _shells
00007ff800c83756 (__TEXT,__text) non-external _shiftLeftMP
00007ff800c83538 (__TEXT,__text) non-external _shiftRightMPWithRounding
00007ff8400b9d20 (__DATA,__data) non-external _sig_init_once
00007ff8400c5a78 (__DATA,__bss) non-external _sig_key
00007ff800cccf5b (__TEXT,__text) non-external _sig_keycreate
00007ff8400c5a70 (__DATA,__bss) non-external _sig_keycreated
00007ff800c8da90 (__TEXT,__text) external _sigaction
00007ff800c87d24 (__TEXT,__text) external _sigaddset
00007ff800c80062 (__TEXT,__text) external _sigaltstack
00007ff800c80118 (__TEXT,__text) external _sigblock
00007ff800c87d54 (__TEXT,__text) external _sigdelset
00007ff800c87d08 (__TEXT,__text) external _sigemptyset
00007ff800c87d16 (__TEXT,__text) external _sigfillset
00007ff800c801b5 (__TEXT,__text) external _sighold
00007ff800c80241 (__TEXT,__text) external _sigignore
00007ff800ca1814 (__TEXT,__text) external _siginterrupt
00007ff800c87d84 (__TEXT,__text) external _sigismember
00007ff800ca188f (__TEXT,__text) external _signal
00007ff800ca189e (__TEXT,__text) non-external _signal__
00007ff800cebdc3 (__TEXT,__text) external _sigpause
00007ff800c80147 (__TEXT,__text) external _sigpause$NOCANCEL
                 (undefined) external _sigprocmask (from libsystem_kernel)
00007ff800c801fb (__TEXT,__text) external _sigrelse
00007ff800c8025e (__TEXT,__text) external _sigset
00007ff800c800e9 (__TEXT,__text) external _sigsetmask
                 (undefined) external _sigsuspend (from libsystem_kernel)
                 (undefined) external _sigsuspend$NOCANCEL (from libsystem_kernel)
00007ff800c8008f (__TEXT,__text) external _sigvec
00007ff800c8009e (__TEXT,__text) non-external _sigvec__
00007ff800c871d0 (__TEXT,__text) non-external _skip
00007ff800ca1a1e (__TEXT,__text) external _sl_add
00007ff800ca1acc (__TEXT,__text) external _sl_find
00007ff800ca1a7d (__TEXT,__text) external _sl_free
00007ff800ca19bc (__TEXT,__text) external _sl_init
00007ff800cee8ae (__TEXT,__text) non-external _sl_init.cold.1
00007ff800cee8c3 (__TEXT,__text) non-external _sl_init.cold.2
00007ff8400baeb0 (__DATA,__bss) non-external _slash
00007ff800cebf33 (__TEXT,__text) external _sleep
00007ff800ca1915 (__TEXT,__text) external _sleep$NOCANCEL
00007ff8400bacb0 (__DATA,__bss) non-external _slot
00007ff800cb61cc (__TEXT,__text) external _snprintf
00007ff800cb628d (__TEXT,__text) external _snprintf_l
00007ff800ca3efc (__TEXT,__text) external _snvis
00007ff800cae0aa (__TEXT,__text) external _sockatmark
                 (undefined) external _socket (from libsystem_kernel)
                 (undefined) external _socketpair (from libsystem_kernel)
00007ff800cb6326 (__TEXT,__text) external _sprintf
00007ff800cb63ea (__TEXT,__text) external _sprintf_l
00007ff800cd41d3 (__TEXT,__text) external _sradixsort
00007ff800cd50b8 (__TEXT,__text) external _srand
00007ff800ca197e (__TEXT,__text) external _srand48
00007ff800cd50c7 (__TEXT,__text) external _sranddev
00007ff800cd5141 (__TEXT,__text) external _srandom
00007ff800cd52b3 (__TEXT,__text) external _srandomdev
00007ff800cb6486 (__TEXT,__text) external _sscanf
00007ff800cb654a (__TEXT,__text) external _sscanf_l
                 (undefined) external _stat (from libsystem_kernel)
00007ff800c8b170 (__TEXT,__text) external _stat_with_subsystem
00007ff8400b9dc0 (__DATA,__data) non-external _state
                 (undefined) external _statfs (from libsystem_kernel)
00007ff800c83a69 (__TEXT,__text) external _statvfs
00007ff800c8daa4 (__TEXT,__text) external _stpcpy
00007ff800c8dadf (__TEXT,__text) external _stpncpy
00007ff800ca419e (__TEXT,__text) external _stravis
00007ff800ccc42b (__TEXT,__text) external _strcasecmp
00007ff800ccc330 (__TEXT,__text) external _strcasecmp_l
00007ff800ccc665 (__TEXT,__text) external _strcasestr
00007ff800ccc594 (__TEXT,__text) external _strcasestr_l
00007ff800c8db5b (__TEXT,__text) external _strcat
                 (indirect) external _strchr (for __platform_strchr)
00007ff800ccc68d (__TEXT,__text) external _strchrnul
                 (indirect) external _strcmp (for __platform_strcmp)
00007ff800ccc84b (__TEXT,__text) external _strcoll
00007ff800ccc770 (__TEXT,__text) external _strcoll_l
                 (indirect) external _strcpy (for __platform_strcpy)
00007ff800ccc873 (__TEXT,__text) external _strcspn
00007ff800ccc90d (__TEXT,__text) external _strdup
00007ff800ca422a (__TEXT,__text) external _strenvisx
00007ff800ccca67 (__TEXT,__text) external _strerror
00007ff800ccca0a (__TEXT,__text) external _strerror_r
00007ff800cde1d1 (__TEXT,__text) external _strfmon
00007ff800cdefaa (__TEXT,__text) external _strfmon_l
00007ff800cca514 (__TEXT,__text) external _strftime
00007ff800cc9368 (__TEXT,__text) external _strftime_l
00007ff8400bad38 (__DATA,__bss) non-external _strings
                 (indirect) external _strlcat (for __platform_strlcat)
                 (indirect) external _strlcpy (for __platform_strlcpy)
                 (indirect) external _strlen (for __platform_strlen)
00007ff800cccae9 (__TEXT,__text) external _strmode
00007ff800ccc56c (__TEXT,__text) external _strncasecmp
00007ff800ccc453 (__TEXT,__text) external _strncasecmp_l
00007ff800c8db9b (__TEXT,__text) external _strncat
                 (indirect) external _strncmp (for __platform_strncmp)
                 (indirect) external _strncpy (for __platform_strncpy)
00007ff800cccc03 (__TEXT,__text) external _strndup
                 (indirect) external _strnlen (for __platform_strnlen)
00007ff800cccc61 (__TEXT,__text) external _strnstr
00007ff800ca36e0 (__TEXT,__text) external _strnunvis
00007ff800ca3578 (__TEXT,__text) external _strnunvisx
00007ff800cee91e (__TEXT,__text) non-external _strnunvisx.cold.1
00007ff800cee941 (__TEXT,__text) non-external _strnunvisx.cold.2
00007ff800ca4170 (__TEXT,__text) external _strnvis
00007ff800ca41f4 (__TEXT,__text) external _strnvisx
00007ff800ccccdb (__TEXT,__text) external _strpbrk
00007ff800cca6d4 (__TEXT,__text) external _strptime
00007ff800cca6fc (__TEXT,__text) external _strptime_l
00007ff800cccd0d (__TEXT,__text) external _strrchr
00007ff800ca4062 (__TEXT,__text) external _strsenvisx
00007ff800cccd29 (__TEXT,__text) external _strsep
00007ff800cccea7 (__TEXT,__text) external _strsignal
00007ff800cccd68 (__TEXT,__text) external _strsignal_r
00007ff800ca3fd9 (__TEXT,__text) external _strsnvis
00007ff800ca4033 (__TEXT,__text) external _strsnvisx
00007ff800cccf81 (__TEXT,__text) external _strspn
                 (indirect) external _strstr (for __platform_strstr)
00007ff800ca3f56 (__TEXT,__text) external _strsvis
00007ff800ca4000 (__TEXT,__text) external _strsvisx
00007ff800c8126a (__TEXT,__text) external _strtod
00007ff800c812b2 (__TEXT,__text) external _strtod_l
00007ff800c8097c (__TEXT,__text) external _strtoencf16
00007ff800c80a51 (__TEXT,__text) external _strtoencf32
00007ff800c80d7b (__TEXT,__text) external _strtoencf64
00007ff800c81971 (__TEXT,__text) external _strtoencf64x
00007ff800c812df (__TEXT,__text) external _strtoencf80_l
00007ff800c80d08 (__TEXT,__text) external _strtof
00007ff800c80d4f (__TEXT,__text) external _strtof_l
00007ff800c87e4e (__TEXT,__text) external _strtofflags
00007ff800cd6e9d (__TEXT,__text) external _strtoimax
00007ff800cd6c9d (__TEXT,__text) external _strtoimax_l
00007ff800ccd080 (__TEXT,__text) external _strtok
00007ff8400c5a80 (__DATA,__bss) non-external _strtok.last
00007ff800ccd00f (__TEXT,__text) external _strtok_r
00007ff800cd70c5 (__TEXT,__text) external _strtol
00007ff800cd6ec5 (__TEXT,__text) external _strtol_l
00007ff800c81999 (__TEXT,__text) external _strtold
00007ff800c819de (__TEXT,__text) external _strtold_l
00007ff800cd72ed (__TEXT,__text) external _strtoll
00007ff800cd70ed (__TEXT,__text) external _strtoll_l
00007ff800cb088f (__TEXT,__text) external _strtonum
00007ff800cd7315 (__TEXT,__text) external _strtoq
00007ff800cd733d (__TEXT,__text) external _strtoq_l
00007ff800cd7531 (__TEXT,__text) external _strtoul
00007ff800cd7347 (__TEXT,__text) external _strtoul_l
00007ff800cd7743 (__TEXT,__text) external _strtoull
00007ff800cd7559 (__TEXT,__text) external _strtoull_l
00007ff800cd7955 (__TEXT,__text) external _strtoumax
00007ff800cd776b (__TEXT,__text) external _strtoumax_l
00007ff800cd797d (__TEXT,__text) external _strtouq
00007ff800cd79a5 (__TEXT,__text) external _strtouq_l
00007ff800ca36ca (__TEXT,__text) external _strunvis
00007ff800ca36b4 (__TEXT,__text) external _strunvisx
00007ff800ca4145 (__TEXT,__text) external _strvis
00007ff800ca41bd (__TEXT,__text) external _strvisx
00007ff800ccd091 (__TEXT,__text) external _strxfrm
00007ff800ccd0b9 (__TEXT,__text) external _strxfrm_l
00007ff8400c5c18 (__DATA,__common) external _suboptarg
00007ff8400bad40 (__DATA,__bss) non-external _subsystem_root_path
00007ff800ca3784 (__TEXT,__text) external _svis
00007ff800ccd1f4 (__TEXT,__text) external _swab
00007ff800cb682d (__TEXT,__text) external _swprintf
00007ff800cb68ee (__TEXT,__text) external _swprintf_l
00007ff800cb6987 (__TEXT,__text) external _swscanf
00007ff800cb6a4b (__TEXT,__text) external _swscanf_l
00007ff800c8ba22 (__TEXT,__text) external _sxprintf
00007ff800c8c4c3 (__TEXT,__text) external _sxprintf_exec
00007ff800c8dbeb (__TEXT,__text) external _sync_volume_np
00007ff800cf1545 (__TEXT,__const) non-external _syntax_error_str
00007ff840080810 (__DATA_CONST,__const) external _sys_errlist
00007ff800cf08a8 (__TEXT,__const) external _sys_nerr
00007ff840080fc0 (__DATA_CONST,__const) external _sys_siglist
00007ff840080ec0 (__DATA_CONST,__const) external _sys_signame
00007ff800ca1b1c (__TEXT,__text) external _sysconf
00007ff800ca2220 (__TEXT,__text) external _sysctl
00007ff800ca23d8 (__TEXT,__text) external _sysctlbyname
00007ff800ca2494 (__TEXT,__text) external _sysctlnametomib
00007ff800cec1f8 (__TEXT,__text) external _system
00007ff800cd79af (__TEXT,__text) external _system$NOCANCEL
00007ff800cebf9c (__TEXT,__text) external _tcdrain
00007ff800ca2912 (__TEXT,__text) external _tcdrain$NOCANCEL
00007ff800ca297d (__TEXT,__text) external _tcflow
00007ff800ca2925 (__TEXT,__text) external _tcflush
00007ff800ca26d4 (__TEXT,__text) external _tcgetattr
00007ff800ca27ed (__TEXT,__text) external _tcgetpgrp
00007ff800c8d317 (__TEXT,__text) external _tcgetsid
00007ff800ca28ab (__TEXT,__text) external _tcsendbreak
00007ff800ca26e8 (__TEXT,__text) external _tcsetattr
00007ff800ca27af (__TEXT,__text) external _tcsetpgrp
00007ff800cd7c0d (__TEXT,__text) external _tdelete
00007ff800ca2514 (__TEXT,__text) external _telldir
00007ff800cb6ae7 (__TEXT,__text) external _tempnam
00007ff8400baca8 (__DATA,__bss) non-external _tf
00007ff800cd7ccb (__TEXT,__text) external _tfind
00007ff800c8840e (__TEXT,__text) external _thread_stack_async_pcs
00007ff800c883fb (__TEXT,__text) external _thread_stack_pcs
