00000001800e8c8c (__TEXT,__text) external _NSAddImage
00000001800ff248 (__TEXT,__text) non-external ____ZNK6mach_o11BindOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEjbb_block_invoke.14
00000001801022f0 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolERbE_block_invoke
0000000180102524 (__TEXT,__text) non-external ____ZNK6mach_o11ExportsTrie5validEyy_block_invoke
0000000180101ec4 (__TEXT,__text) non-external ____ZNK6mach_o11GenericTrie12forEachEntryEU13block_pointerFvRKNS0_5EntryERbE_block_invoke
000000018010daa8 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader10hasSectionE7CStringS1_b_block_invoke
000000018010db60 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader12forEachRPathEU13block_pointerFvPKcRbE_block_invoke
000000018010c748 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader13sourceVersionERNS_9Version64E_block_invoke
000000018010d70c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE_block_invoke
000000018010d5e8 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE_block_invoke
000000018010c188 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader14hasLoadCommandEj_block_invoke
000000018010cfcc (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader15hasSplitSegInfoERb_block_invoke
000000018010c36c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader16builtForPlatformENS_8PlatformEb_block_invoke
000000018010cee4 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader16hasCodeSignatureERjS1__block_invoke
000000018010cb88 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader16linkedDylibCountEPb_block_invoke
000000018010cc58 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE_block_invoke
000000018010bd84 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader18validSemanticsMainERKNS_6PolicyE_block_invoke
000000018010ad78 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader18validSemanticsUUIDERKNS_6PolicyE_block_invoke
000000018010c54c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader19getDylibInstallNameEPPKcPNS_9Version32ES5__block_invoke
000000018010c848 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader19linkedDylibLoadPathEj_block_invoke
0000000180108fbc (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader19platformAndVersionsEv_block_invoke
000000018010b0ac (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader19validSemanticsRPathERKNS_6PolicyE_block_invoke
000000018010d570 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader20preferredLoadAddressEv_block_invoke
00000001801091d4 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader22validSemanticsPlatformEv_block_invoke
000000018010b20c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader22validSemanticsSegmentsERKNS_6PolicyEy_block_invoke
000000018010d9b4 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader23zerofillExpansionAmountEv_block_invoke
000000018010ae4c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader25validSemanticsInstallNameERKNS_6PolicyE_block_invoke
000000018010c1c0 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E_block_invoke
000000018010ae84 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader26validSemanticsLinkedDylibsERKNS_6PolicyE_block_invoke
000000018010a66c (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader26validStructureLoadCommandsEy_block_invoke
000000018010c0d0 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader27validSemanticsLinkerOptionsERKNS_6PolicyE_block_invoke
000000018010c668 (__TEXT,__text) non-external ____ZNK6mach_o12UnsafeHeader7getUuidEPh_block_invoke
00000001800ff67c (__TEXT,__text) non-external ____ZNK6mach_o13ChainedFixups17forEachBindTargetEU13block_pointerFvRKNS_5Fixup10BindTargetERbE_block_invoke
00000001801077c0 (__TEXT,__text) non-external ____ZNK6mach_o13RebaseOpcodes5validENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEbb_block_invoke
00000001801069c4 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable13forEachSymbolEU13block_pointerFvPKcyhhtjRbE_block_invoke
00000001801067c4 (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke
000000018010693c (__TEXT,__text) non-external ____ZNK6mach_o16NListSymbolTable21forEachExportedSymbolEU13block_pointerFvRKNS_6SymbolEjRbE_block_invoke.1
0000000180105a34 (__TEXT,__text) non-external ____ZNK6mach_o5Image12segmentCountEv_block_invoke
0000000180104c88 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke
0000000180104d1c (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.53
0000000180104e84 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.58
0000000180105270 (__TEXT,__text) non-external ____ZNK6mach_o5Image17validInitializersERKNS_6PolicyE_block_invoke.67
00000001801044a4 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke
0000000180104b04 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.31
0000000180104b40 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.34
0000000180104b60 (__TEXT,__text) non-external ____ZNK6mach_o5Image22validStructureLinkeditERKNS_6PolicyE_block_invoke.38
0000000180105a84 (__TEXT,__text) non-external ____ZNK6mach_o5Image7segmentEj_block_invoke
0000000180108750 (__TEXT,__text) non-external ____ZNK6mach_o9Universal12forEachSliceEU13block_pointerFvNS0_5SliceERbE_block_invoke
000000018010839c (__TEXT,__text) non-external ____ZNK6mach_o9Universal5validEy_block_invoke
0000000180108950 (__TEXT,__text) non-external ____ZNK6mach_o9Universal9bestSliceERKNS_19GradedArchitecturesEbRNS0_5SliceE_block_invoke
00000001800f5a50 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot12forEachImageEU13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00000001800f5a64 (__TEXT,__text) non-external ____ZZN5dyld45Atlas15ProcessSnapshot17forEachImageNotInERKS1_U13block_pointerFvPNS0_5ImageEEENK3$_0clEv_block_invoke
00000001800f4eb8 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke
00000001800f5054 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_0clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001800f506c (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke
00000001800f5208 (__TEXT,__text) non-external ____ZZN5dyld45Atlas7Process19handleNotificationsEvENK3$_1clEPNS0_15ProcessSnapshotE_block_invoke_2
00000001800e5478 (__TEXT,__text) non-external ____dyld_process_info_create_block_invoke
                 (undefined) external ___assert_rtn (from libsystem_c)
00000001ee59ea28 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59ead8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59ed60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59ed80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59f828 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59fa08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59fab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee59fe08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a0018 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a00b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a0a80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a0c90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a18c0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a18f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a1980 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
00000001ee5a09f0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
00000001ee59f748 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001ee5a1920 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.10
00000001ee5a1b60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.104
00000001ee5a1b90 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
00000001ee5a1bc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.107
00000001ee59fe68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.11
00000001ee5a1bf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.117
00000001ee59edc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.12
00000001ee5a1c20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.120
00000001ee5a1c50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.123
00000001ee5a1c80 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.126
00000001ee59ede0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.13
00000001ee59f778 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.13
00000001ee5a1cb0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.130
00000001ee5a1ce0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.133
00000001ee59fb18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.14
00000001ee5a0a20 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.15
00000001ee5a1d10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.152
00000001ee59eb58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ee59eeb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ee59fa38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.16
00000001ee5a1d40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.164
00000001ee59fb48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001ee5a0cf0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.17
00000001ee59f7a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ee59fb78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ee5a0a50 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.18
00000001ee59f888 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.19
00000001ee59fd88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.2
00000001ee5a1950 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.20
00000001ee59fba8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001ee5a19b0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.21
00000001ee59fe98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.22
00000001ee59f7d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.24
00000001ee59ea48 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.25
00000001ee59fec8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.26
00000001ee59f8b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
00000001ee5a0068 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.29
00000001ee59eaf8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.3
00000001ee59f858 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.3
00000001ee59fef8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.30
00000001ee59f8e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.31
00000001ee59ee00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
00000001ee5a0ab0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.33
00000001ee5a1d70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.348
00000001ee59f918 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.35
00000001ee59ff48 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.36
00000001ee59f948 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.37
00000001ee5a0ae0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.37
00000001ee5a1da0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.371
00000001ee5a1dd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.377
00000001ee59ee20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.38
00000001ee5a1e00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.388
00000001ee5a0b10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.39
00000001ee5a1e30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.394
00000001ee5a0cc0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.4
00000001ee59f978 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.40
00000001ee5a1e60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.414
00000001ee59fa68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.43
00000001ee59ff98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.43
00000001ee59f9a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.44
00000001ee59ec00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.47
00000001ee59f9d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001ee5a19e0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
00000001ee59ffc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.48
00000001ee5a1a10 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.49
00000001ee59ea68 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001ee59eb18 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00000001ee59ec20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00000001ee5a0b40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.51
00000001ee59ec40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00000001ee5a1a40 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.55
00000001ee59fbd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001ee5a0b70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.57
00000001ee59eb38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00000001ee59fae8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.6
00000001ee59fc08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.60
00000001ee5a1a70 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
00000001ee59fc38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.63
00000001ee59ec60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65
00000001ee59ec80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66
00000001ee5a0ba0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.66
00000001ee5a1aa0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
00000001ee59f718 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001ee59fe38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001ee5a1ad0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.72
00000001ee5a0bd0 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
00000001ee59efd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00000001ee5a0c00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.78
00000001ee59eff0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00000001ee59eda0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ee59f010 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00000001ee59f030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00000001ee59f050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00000001ee59eca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001ee59f070 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00000001ee59ecc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.84
00000001ee59ece0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.85
00000001ee59ed00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001ee59f090 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.86
00000001ee59f0b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00000001ee5a1b00 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.88
00000001ee59ed20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ee59f0d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00000001ee59fdb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ee59f0f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.90
00000001ee59f110 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.91
00000001ee59ed40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee59f130 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.92
00000001ee59f150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.93
00000001ee5a1b30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.95
00000001ee5a0c30 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000001ee5a0c60 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
00000001ee59f6f8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59fa98 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59fc68 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59fc88 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59fde8 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59ff28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee5a0048 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ee59f808 (__AUTH_CONST,__const) non-external ___block_literal_global.27
00000001ee59ff78 (__AUTH_CONST,__const) non-external ___block_literal_global.40
                 (undefined) external ___chkstk_darwin (from libcompiler_rt)
00000001800e29b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00000001800ec254 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40b48r
00000001800e3d60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
00000001800ee52c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r48r
00000001800fca88 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40rc
00000001800e48a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
000000018010c3ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c22_ZTSN6mach_o8PlatformE
00000001800e4e10 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00000001800ee638 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00000001800e6864 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
000000018010bbb0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48rc56r64rc
0000000180104e34 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc
00000001800ef98c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r
000000018010bf64 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r
0000000180108664 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r
00000001801049ac (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40rc48r56r64r72r80r88r96r
00000001800ec304 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc
0000000180105220 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40r
00000001801092a8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32rc40rc
                 (undefined) external ___cxa_finalize_ranges (from libsystem_c)
00000001800e29c0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00000001800ec2b4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40b48r
00000001800e3db0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
00000001800ee58c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r48r
00000001800e48b8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
000000018010c3f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40
00000001800e4e60 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00000001800ec314 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00000001800ee5dc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r
00000001800e68e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
0000000180104a6c (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r72r80r88r96r
00000001800fbe8c (__TEXT,__text) non-external ___deviceSupportsMTE_block_invoke
00000001800e3120 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_block_invoke
00000001800e2fb0 (__TEXT,__text) non-external ___dyld_for_each_installed_shared_cache_with_system_path_block_invoke
00000001800e3ca0 (__TEXT,__text) non-external ___dyld_image_local_nlist_content_4Symbolication_block_invoke
00000001800e29a0 (__TEXT,__text) non-external ___dyld_process_snapshot_for_each_image_block_invoke
00000001800e2e98 (__TEXT,__text) non-external ___dyld_shared_cache_for_each_image_block_invoke
                 (undefined) external ___error (from libsystem_kernel)
00000001800fdd78 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke
00000001800fdd88 (__TEXT,__text) non-external ___macho_for_each_defined_rpath_block_invoke.8
00000001800fd2b8 (__TEXT,__text) non-external ___macho_for_each_slice_in_fd_block_invoke
00000001ecf3c350 (__DATA_DIRTY,__common) external ___progname
                 (undefined) external ___stack_chk_fail (from libsystem_c)
                 (undefined) external ___stack_chk_guard (from libsystem_c)
                 (undefined) external ___stderrp (from libsystem_c)
                 (undefined) external ___stdoutp (from libsystem_c)
                 (undefined) external __dispatch_source_type_mach_recv (from libdispatch)
00000001800e8e34 (__TEXT,__text) external __dyld_all_twolevel_modules_prebound
00000001800e1818 (__TEXT,__text) external __dyld_atfork_parent
000000018010dd44 (__TEXT,__text) non-external __dyld_atfork_parent.cold.1
00000001800e177c (__TEXT,__text) external __dyld_atfork_prepare
000000018010dd44 (__TEXT,__text) non-external __dyld_atfork_prepare.cold.1
00000001800e8ecc (__TEXT,__text) external __dyld_bind_fully_image_containing_address
000000018010dd44 (__TEXT,__text) non-external __dyld_bind_fully_image_containing_address.cold.1
00000001800eb768 (__TEXT,__text) external __dyld_call_with_writable_tpro_memory
000000018010dd44 (__TEXT,__text) non-external __dyld_call_with_writable_tpro_memory.cold.1
00000001800eaa58 (__TEXT,__text) external __dyld_dlopen_atfork_child
000000018010dd44 (__TEXT,__text) non-external __dyld_dlopen_atfork_child.cold.1
00000001800ea9bc (__TEXT,__text) external __dyld_dlopen_atfork_parent
000000018010dd44 (__TEXT,__text) non-external __dyld_dlopen_atfork_parent.cold.1
00000001800ea920 (__TEXT,__text) external __dyld_dlopen_atfork_prepare
000000018010dd44 (__TEXT,__text) non-external __dyld_dlopen_atfork_prepare.cold.1
00000001800eb084 (__TEXT,__text) external __dyld_dlsym_blocked
000000018010dd44 (__TEXT,__text) non-external __dyld_dlsym_blocked.cold.1
00000001800ea3c8 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance
000000018010dd44 (__TEXT,__text) non-external __dyld_find_foreign_type_protocol_conformance.cold.1
00000001800ea874 (__TEXT,__text) external __dyld_find_foreign_type_protocol_conformance_on_disk
000000018010dd44 (__TEXT,__text) non-external __dyld_find_foreign_type_protocol_conformance_on_disk.cold.1
00000001800eb2fc (__TEXT,__text) external __dyld_find_pointer_hash_table_entry
000000018010dd44 (__TEXT,__text) non-external __dyld_find_pointer_hash_table_entry.cold.1
00000001800ea320 (__TEXT,__text) external __dyld_find_protocol_conformance
000000018010dd44 (__TEXT,__text) non-external __dyld_find_protocol_conformance.cold.1
00000001800ea7c8 (__TEXT,__text) external __dyld_find_protocol_conformance_on_disk
000000018010dd44 (__TEXT,__text) non-external __dyld_find_protocol_conformance_on_disk.cold.1
00000001800e1344 (__TEXT,__text) external __dyld_find_unwind_sections
000000018010dd44 (__TEXT,__text) non-external __dyld_find_unwind_sections.cold.1
00000001800e0958 (__TEXT,__text) external __dyld_for_each_objc_class
000000018010dd44 (__TEXT,__text) non-external __dyld_for_each_objc_class.cold.1
00000001800e01c4 (__TEXT,__text) external __dyld_for_each_objc_protocol
000000018010dd44 (__TEXT,__text) non-external __dyld_for_each_objc_protocol.cold.1
00000001800eb6c8 (__TEXT,__text) external __dyld_for_each_prewarming_range
000000018010dd44 (__TEXT,__text) non-external __dyld_for_each_prewarming_range.cold.1
00000001800eafe8 (__TEXT,__text) external __dyld_for_objc_header_opt_ro
000000018010dd44 (__TEXT,__text) non-external __dyld_for_objc_header_opt_ro.cold.1
00000001800eaf4c (__TEXT,__text) external __dyld_for_objc_header_opt_rw
000000018010dd44 (__TEXT,__text) non-external __dyld_for_objc_header_opt_rw.cold.1
00000001800e7de4 (__TEXT,__text) external __dyld_fork_child
000000018010dd44 (__TEXT,__text) non-external __dyld_fork_child.cold.1
00000001800e3444 (__TEXT,__text) external __dyld_framework_HWTrace_spis_enabled
000000018010db90 (__TEXT,__text) non-external __dyld_framework_HWTrace_spis_enabled.cold.1
00000001800ea50c (__TEXT,__text) external __dyld_get_dlopen_image_header
000000018010dd44 (__TEXT,__text) non-external __dyld_get_dlopen_image_header.cold.1
00000001800eb8b0 (__TEXT,__text) external __dyld_get_dyld_header
000000018010dd44 (__TEXT,__text) non-external __dyld_get_dyld_header.cold.1
00000001800e063c (__TEXT,__text) external __dyld_get_image_header
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_header.cold.1
00000001800e91d4 (__TEXT,__text) external __dyld_get_image_header_containing_address
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_header_containing_address.cold.1
00000001800e05a4 (__TEXT,__text) external __dyld_get_image_name
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_name.cold.1
00000001800e0f4c (__TEXT,__text) external __dyld_get_image_slide
000000018010dd44 (__TEXT,__text) non-external __dyld_get_image_slide.cold.1
00000001800e16d8 (__TEXT,__text) external __dyld_get_image_uuid
