0000000227a30008 (__TEXT,__text) non-external _DiToMD5
0000000227a15e24 (__TEXT,__text) external __ZThn24_N16IODispatchSource4freeEv
0000000227a15e18 (__TEXT,__text) external __ZThn24_N16IODispatchSource4initEv
0000000227a189a8 (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4freeEv
0000000227a188ec (__TEXT,__text) external __ZThn24_N18IOMemoryDescriptor4initEv
0000000227a1be98 (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4freeEv
0000000227a1bddc (__TEXT,__text) external __ZThn24_N20IOExtensiblePaniclog4initEv
0000000227a17e2c (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4freeEv
0000000227a17d3c (__TEXT,__text) external __ZThn24_N21IOTimerDispatchSource4initEv
0000000227a18c14 (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4freeEv
0000000227a18b3c (__TEXT,__text) external __ZThn24_N24IOBufferMemoryDescriptor4initEv
0000000227a173ec (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4freeEv
0000000227a171cc (__TEXT,__text) external __ZThn24_N25IODataQueueDispatchSource4initEv
0000000227a15fe8 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4freeEv
0000000227a15ee4 (__TEXT,__text) external __ZThn24_N25IOInterruptDispatchSource4initEv
0000000227a1684c (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4freeEv
0000000227a16774 (__TEXT,__text) external __ZThn24_N35IOServiceNotificationDispatchSource4initEv
0000000227a1ab34 (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4freeEv
0000000227a1aaac (__TEXT,__text) external __ZThn24_N40IOServiceStateNotificationDispatchSource4initEv
0000000227a217b8 (__TEXT,__text) external __ZThn24_N5OSSet4initEv
0000000227a21efc (__TEXT,__text) external __ZThn24_N6OSData4freeEv
0000000227a21088 (__TEXT,__text) external __ZThn24_N7OSArray4freeEv
0000000227a1adc4 (__TEXT,__text) external __ZThn24_N8IOThread4freeEv
0000000227a1ad24 (__TEXT,__text) external __ZThn24_N8IOThread4initEv
0000000227a18430 (__TEXT,__text) external __ZThn24_N8OSAction4freeEv
0000000227a19e94 (__TEXT,__text) external __ZThn24_N8OSBundle4freeEv
0000000227a19dd8 (__TEXT,__text) external __ZThn24_N8OSBundle4initEv
0000000227a2231c (__TEXT,__text) external __ZThn24_N8OSNumber4freeEv
0000000227a14d98 (__TEXT,__text) external __ZThn24_N8OSObject4freeEv
0000000227a14d8c (__TEXT,__text) external __ZThn24_N8OSObject4initEv
0000000227a1de2c (__TEXT,__text) external __ZThn24_N8OSString4freeEv
0000000227a1a484 (__TEXT,__text) external __ZThn24_N9IOCommand4freeEv
0000000227a1a3ec (__TEXT,__text) external __ZThn24_N9IOCommand4initEv
0000000227a19040 (__TEXT,__text) external __ZThn24_N9IOService4freeEv
0000000227a18f48 (__TEXT,__text) external __ZThn24_N9IOService4initEv
0000000227a22394 (__TEXT,__text) external __ZThn24_N9OSBoolean4freeEv
0000000227a1a798 (__TEXT,__text) external __ZThn40_N13IOCommandPool10getCommandEb
0000000227a1a538 (__TEXT,__text) external __ZThn40_N13IOCommandPool13initWithQueueEP15IODispatchQueue
0000000227a1a874 (__TEXT,__text) external __ZThn40_N13IOCommandPool13returnCommandEP9IOCommand
0000000227a1a964 (__TEXT,__text) external __ZThn40_N13IOCommandPool15gatedGetCommandEPP9IOCommandb
0000000227a1aa0c (__TEXT,__text) external __ZThn40_N13IOCommandPool18gatedReturnCommandEP9IOCommand
0000000227a1bfb0 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11ClaimBufferEPyS0_
0000000227a1c014 (__TEXT,__text) external __ZThn40_N20IOExtensiblePaniclog11YieldBufferEj
0000000227a19a78 (__TEXT,__text) external __ZThn48_N12IOUserClient14ExternalMethodEyP27IOUserClientMethodArgumentsPK26IOUserClientMethodDispatchP8OSObjectPv
0000000227a20648 (__TEXT,__text) external __ZThn48_N12OSDictionary14ensureCapacityEj
0000000227a2074c (__TEXT,__text) external __ZThn48_N12OSDictionary15flushCollectionEv
0000000227a20f54 (__TEXT,__text) external __ZThn48_N7OSArray14ensureCapacityEj
0000000227a21018 (__TEXT,__text) external __ZThn48_N7OSArray15flushCollectionEv
0000000227a204e8 (__TEXT,__text) external __ZThn48_NK12OSCollection14copyCollectionEP12OSDictionary
0000000227a204f8 (__TEXT,__text) external __ZThn48_NK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227a20634 (__TEXT,__text) external __ZThn48_NK12OSDictionary11getCapacityEv
0000000227a20cf4 (__TEXT,__text) external __ZThn48_NK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227a2061c (__TEXT,__text) external __ZThn48_NK12OSDictionary8getCountEv
0000000227a20f40 (__TEXT,__text) external __ZThn48_NK7OSArray11getCapacityEv
0000000227a21430 (__TEXT,__text) external __ZThn48_NK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
0000000227a20f28 (__TEXT,__text) external __ZThn48_NK7OSArray8getCountEv
0000000294337108 (__DATA,__bss) non-external __ZZL13noChannelNamevE4name
0000000294337110 (__DATA,__bss) non-external __ZZL13noChannelNamevE4once
                 (undefined) external __ZdlPvSt19__type_descriptor_t (from libc++)
                 (undefined) external __ZnwmSt19__type_descriptor_t (from libc++)
0000000227a14b40 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke
0000000227a14bdc (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_2
0000000227a14c74 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3
0000000227a43164 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.1
0000000227a43190 (__TEXT,__text) non-external ___IOUserServerMain_block_invoke_3.cold.2
0000000227a1efe0 (__TEXT,__text) non-external ___OSArrayApply_block_invoke
0000000227a1e49c (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke
0000000227a43e18 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.1
0000000227a43e44 (__TEXT,__text) non-external ___OSDictionaryApply_block_invoke.cold.2
0000000227a1db04 (__TEXT,__text) non-external ___OSStringCreate_block_invoke
0000000227a1fcfc (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke
0000000227a1fd7c (__TEXT,__text) non-external ____Z16OSSerializeEntryP15OSSerializationS0_17OSCollectionEntry_block_invoke_2
0000000227a203e4 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke
0000000227a20460 (__TEXT,__text) non-external ____Z19OSObjectLogInternalP8OSObjectj_block_invoke.42
0000000227a2d324 (__TEXT,__text) non-external ____ZL13noChannelNamev_block_invoke
0000000227a1c4b4 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke
0000000227a43af8 (__TEXT,__text) non-external ____ZL15OSCopyInObjectsP18IOUserServer_IVarsP16IORPCMessageMachP12IORPCMessageb_block_invoke.cold.1
0000000227a11474 (__TEXT,__text) non-external ____ZL18isFirstPartyDriverv_block_invoke
0000000227a227fc (__TEXT,__text) non-external ____ZL19OSArrayContainerizeP7OSArray_block_invoke
0000000227a22914 (__TEXT,__text) non-external ____ZL20OSArrayInternalApplyP7OSArrayjU13block_pointerFbmP15OSSerialization17OSCollectionEntryE_block_invoke
0000000227a22690 (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke
0000000227a443bc (__TEXT,__text) non-external ____ZL20OSDictionaryGetEntryP12OSDictionaryP8OSObjectPKcPm_block_invoke.cold.1
0000000227a22a48 (__TEXT,__text) non-external ____ZL21OSArrayIterateObjectsP7OSArrayjU13block_pointerFbP8OSObjectE_block_invoke
0000000227a22510 (__TEXT,__text) non-external ____ZL24OSDictionaryContainerizeP12OSDictionary_block_invoke
0000000227a22664 (__TEXT,__text) non-external ____ZL25OSDictionaryInternalApplyP12OSDictionaryU13block_pointerFbmP15OSSerialization17OSCollectionEntryS3_E_block_invoke
0000000227a22978 (__TEXT,__text) non-external ____ZL26OSDictionaryIterateObjectsP12OSDictionaryU13block_pointerFbP8OSObjectS2_E_block_invoke
0000000227a2295c (__TEXT,__text) non-external ____ZL27OSCollectionEntryArrayApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_E_block_invoke
0000000227a1cac4 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke
0000000227a1cbec (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke.253
0000000227a1cb48 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_2
0000000227a1cb58 (__TEXT,__text) non-external ____ZL31IOInterruptDispatchSourceThreadPv_block_invoke_3
0000000227a22938 (__TEXT,__text) non-external ____ZL32OSCollectionEntryDictionaryApplyP15OSSerialization17OSCollectionEntryU13block_pointerFbmS0_S1_S1_E_block_invoke
0000000227a1c4e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke
0000000227a1c550 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.221
0000000227a1c5e0 (__TEXT,__text) non-external ____ZL8LockTesti_block_invoke.225
0000000227a2fe18 (__TEXT,__text) non-external ____ZL8deepcopyP12OSDictionary_block_invoke
0000000227a2bd10 (__TEXT,__text) non-external ____ZN10IOReporter16updateAllReportsEP12OSCollectionP6OSDatajPjyyP18IOMemoryDescriptor_block_invoke
0000000227a2b8e8 (__TEXT,__text) non-external ____ZN10IOReporter19configureAllReportsEP12OSCollectionP6OSDatajPj_block_invoke
0000000227a20a34 (__TEXT,__text) non-external ____ZN12OSDictionary5mergeEPKS__block_invoke
0000000227a1a738 (__TEXT,__text) non-external ____ZN13IOCommandPool10getCommandEb_block_invoke
0000000227a1a834 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke
0000000227a437f4 (__TEXT,__text) non-external ____ZN13IOCommandPool13returnCommandEP9IOCommand_block_invoke.cold.1
0000000227a157a0 (__TEXT,__text) non-external ____ZN15IODispatchQueue14DispatchSync_fEPvPFvS0_E_block_invoke
0000000227a154c8 (__TEXT,__text) non-external ____ZN15IODispatchQueue15DispatchAsync_fEPvPFvS0_E_block_invoke
0000000227a15658 (__TEXT,__text) non-external ____ZN15IODispatchQueue20DispatchConcurrent_fEPvPFvS0_E_block_invoke
0000000227a15018 (__TEXT,__text) non-external ____ZN15IODispatchQueue6CancelEU13block_pointerFvvE_block_invoke
0000000227a15d40 (__TEXT,__text) non-external ____ZN15IODispatchQueue9RunActionEU13block_pointerFivE_block_invoke
0000000227a12ff4 (__TEXT,__text) non-external ____ZN15OSMetaClassBase6InvokeE5IORPC_block_invoke
0000000227a17ec4 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a17b50 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke
0000000227a17c44 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource11Create_ImplEP15IODispatchQueuePPS__block_invoke_2
0000000227a18178 (__TEXT,__text) non-external ____ZN21IOTimerDispatchSource15WakeAtTime_ImplEyyy_block_invoke
0000000227a1653c (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a16140 (__TEXT,__text) non-external ____ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227a169d0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a16ba0 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke
0000000227a43440 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.1
0000000227a4346c (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE_block_invoke.cold.2
0000000227a16924 (__TEXT,__text) non-external ____ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227a1acb8 (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE_block_invoke
0000000227a1ac0c (__TEXT,__text) non-external ____ZN40IOServiceStateNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE_block_invoke
0000000227a2186c (__TEXT,__text) non-external ____ZN5OSSet5mergeEPK7OSArray_block_invoke
0000000227a21288 (__TEXT,__text) non-external ____ZN7OSArray5mergeEPKS__block_invoke
0000000227a18508 (__TEXT,__text) non-external ____ZN8OSAction6CancelEU13block_pointerFvvE_block_invoke
0000000227a1de1c (__TEXT,__text) non-external ____ZN8OSString4freeEv_block_invoke
0000000227a19290 (__TEXT,__text) non-external ____ZN9IOService9Stop_ImplEPS__block_invoke
0000000227a20ce4 (__TEXT,__text) non-external ____ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE_block_invoke
0000000227a20bc8 (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection_block_invoke
0000000227a20a7c (__TEXT,__text) non-external ____ZNK12OSDictionary9isEqualToEPKS__block_invoke
0000000227a214f8 (__TEXT,__text) non-external ____ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej_block_invoke
0000000227a212d4 (__TEXT,__text) non-external ____ZNK7OSArray9isEqualToEPKS__block_invoke
0000000227a42098 (__TEXT,__text) external ___assert_rtn
000000028f7d6260 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000028f7d63c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp
000000029a555818 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a556dc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a557250 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp
000000029a556df8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.1
000000029a555998 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.102
000000029a5559c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.105
000000029a5559f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.111
000000028f7d62e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.120
000000028f7d6300 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.121
000000029a555a28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.124
000000029a555a58 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.125
000000029a555a88 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.129
000000028f7d6320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.140
000000029a555ab8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.156
000000028f7d6340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.157
000000028f7d63e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.16
000000029a555ae8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.161
000000029a555b18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.164
000000028f7d6440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.166
000000029a556c78 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.170
000000029a556ca8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.175
000000028f7d6460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.177
000000029a556cd8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.181
000000029a556d08 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.187
000000029a556d38 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.190
000000029a556d68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.194
000000029a556d98 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.197
000000028f7d6360 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.198
000000029a555fb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.219
000000029a555fe8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.224
000000029a556018 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.228
000000028f7d64e8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.23
000000029a5560a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.23
000000028f7d6380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.248
000000028f7d63a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.249
000000029a556048 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.252
000000029a556078 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.256
000000029a5560d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.27
000000028f7d6400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.33
000000028f7d6420 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.34
000000029a556108 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.41
000000029a556138 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.47
000000029a556168 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.56
000000029a556198 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.59
000000029a5561c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.62
000000029a5561f8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.65
000000029a556228 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.68
000000029a555848 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a556258 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.71
000000029a555878 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000029a556288 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.74
000000029a5558a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000029a5562b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.77
000000029a5558d8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.80
000000028f7d6280 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
000000028f7d62a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.88
000000028f7d62c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
000000029a555908 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.93
000000029a555938 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
000000029a555968 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.99
000000029a5557f8 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a555f98 (__AUTH_CONST,__const) non-external ___block_literal_global
000000029a556f78 (__AUTH_CONST,__const) non-external ___block_literal_global
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000227a150e0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000227a15d7c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b40r
0000000227a2fee0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
0000000227a181d4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000227a130b0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000227a14cf0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000227a2ba08 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000227a2be5c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___cxa_pure_virtual (from libc++)
0000000227a150f0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000227a15dcc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b40r
0000000227a2ff10 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32c33_ZTS11OSSharedPtrI12OSDictionaryE
0000000227a181e4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000227a13124 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40c28_ZTS11OSSharedPtrI8OSActionE
0000000227a14d40 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000227a2ba68 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000227a2bedc (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r56r64r
                 (undefined) external ___error (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stderrp (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __dispatch_source_type_timer (from libSystem)
                 (undefined) external __dyld_get_image_header (from libSystem)
                 (undefined) external __dyld_get_image_name (from libSystem)
                 (undefined) external __dyld_image_count (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000227a10874 (__TEXT,__text) external _absolutetime_to_continuoustime
0000000227a1068c (__TEXT,__text) external _absolutetime_to_nanoseconds
0000000227a41f90 (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.1
0000000227a41fbc (__TEXT,__text) non-external _absolutetime_to_nanoseconds.cold.2
0000000227a30848 (__TEXT,__text) external _aes_decrypt
0000000227a30db4 (__TEXT,__text) external _aes_decrypt_aad_gcm
0000000227a3076c (__TEXT,__text) external _aes_decrypt_cbc
0000000227a30e8c (__TEXT,__text) external _aes_decrypt_finalize_gcm
0000000227a30e1c (__TEXT,__text) external _aes_decrypt_gcm
0000000227a30f30 (__TEXT,__text) external _aes_decrypt_get_ctx_size_gcm
0000000227a30d60 (__TEXT,__text) external _aes_decrypt_inc_iv_gcm
0000000227a3070c (__TEXT,__text) external _aes_decrypt_key
0000000227a44a84 (__TEXT,__text) non-external _aes_decrypt_key.cold.1
0000000227a30868 (__TEXT,__text) external _aes_decrypt_key128
0000000227a30880 (__TEXT,__text) external _aes_decrypt_key256
0000000227a30bc0 (__TEXT,__text) external _aes_decrypt_key_gcm
0000000227a30c28 (__TEXT,__text) external _aes_decrypt_key_with_iv_gcm
0000000227a30d14 (__TEXT,__text) external _aes_decrypt_reset_gcm
0000000227a30c98 (__TEXT,__text) external _aes_decrypt_set_iv_gcm
0000000227a306f8 (__TEXT,__text) external _aes_encrypt
0000000227a30a6c (__TEXT,__text) external _aes_encrypt_aad_gcm
0000000227a3061c (__TEXT,__text) external _aes_encrypt_cbc
0000000227a30b44 (__TEXT,__text) external _aes_encrypt_finalize_gcm
0000000227a30ad4 (__TEXT,__text) external _aes_encrypt_gcm
0000000227a30f08 (__TEXT,__text) external _aes_encrypt_get_ctx_size_gcm
0000000227a30a18 (__TEXT,__text) external _aes_encrypt_inc_iv_gcm
0000000227a305bc (__TEXT,__text) external _aes_encrypt_key
0000000227a44a5c (__TEXT,__text) non-external _aes_encrypt_key.cold.1
0000000227a3085c (__TEXT,__text) external _aes_encrypt_key128
0000000227a30874 (__TEXT,__text) external _aes_encrypt_key256
0000000227a3088c (__TEXT,__text) external _aes_encrypt_key_gcm
0000000227a308f4 (__TEXT,__text) external _aes_encrypt_key_with_iv_gcm
0000000227a309cc (__TEXT,__text) external _aes_encrypt_reset_gcm
0000000227a30964 (__TEXT,__text) external _aes_encrypt_set_iv_gcm
                 (undefined) external _arc4random_buf (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _ccaes_cbc_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_cbc_encrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_decrypt_mode (from libSystem)
                 (undefined) external _ccaes_gcm_encrypt_mode (from libSystem)
                 (undefined) external _cccbc_init (from libSystem)
                 (undefined) external _cccbc_set_iv (from libSystem)
                 (undefined) external _cccbc_update (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccgcm_aad (from libSystem)
                 (undefined) external _ccgcm_finalize (from libSystem)
                 (undefined) external _ccgcm_inc_iv (from libSystem)
                 (undefined) external _ccgcm_init (from libSystem)
                 (undefined) external _ccgcm_init_with_iv (from libSystem)
                 (undefined) external _ccgcm_reset (from libSystem)
                 (undefined) external _ccgcm_set_iv (from libSystem)
                 (undefined) external _ccgcm_update (from libSystem)
                 (undefined) external _ccmd5_di (from libSystem)
                 (undefined) external _ccsha1_di (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
                 (undefined) external _ccsha384_di (from libSystem)
                 (undefined) external _ccsha512_di (from libSystem)
0000000227a1075c (__TEXT,__text) external _clock_get_calendar_microtime
0000000227a42014 (__TEXT,__text) non-external _clock_get_calendar_microtime.cold.1
0000000227a10710 (__TEXT,__text) external _clock_get_calendar_nanotime
0000000227a41fe8 (__TEXT,__text) non-external _clock_get_calendar_nanotime.cold.1
0000000227a107c4 (__TEXT,__text) external _clock_get_system_nanotime
0000000227a42040 (__TEXT,__text) non-external _clock_get_system_nanotime.cold.1
                 (undefined) external _clock_gettime (from libSystem)
                 (undefined) external _clock_gettime_nsec_np (from libSystem)
0000000227a10810 (__TEXT,__text) external _clock_interval_to_deadline
                 (undefined) external _close (from libSystem)
0000000227a1085c (__TEXT,__text) external _continuoustime_to_absolutetime
0000000227a0fc54 (__TEXT,__text) external _crc32
                 (undefined) external _csops (from libSystem)
                 (undefined) external _dispatch_activate (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_async_f (from libSystem)
                 (undefined) external _dispatch_get_specific (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_mach_cancel (from libSystem)
                 (undefined) external _dispatch_mach_connect (from libSystem)
                 (undefined) external _dispatch_mach_create_f (from libSystem)
                 (undefined) external _dispatch_mach_msg_get_msg (from libSystem)
                 (undefined) external _dispatch_main (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_queue_create_with_target$V2 (from libSystem)
                 (undefined) external _dispatch_queue_get_label (from libSystem)
                 (undefined) external _dispatch_queue_set_specific (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dispatch_resume (from libSystem)
                 (undefined) external _dispatch_source_cancel (from libSystem)
                 (undefined) external _dispatch_source_create (from libSystem)
                 (undefined) external _dispatch_source_set_cancel_handler (from libSystem)
                 (undefined) external _dispatch_source_set_event_handler (from libSystem)
                 (undefined) external _dispatch_source_set_timer (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dispatch_workloop_create_inactive (from libSystem)
                 (undefined) external _dispatch_workloop_set_scheduler_priority (from libSystem)
                 (undefined) external _dladdr (from libSystem)
                 (undefined) external _dlclose (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlopen (from libSystem)
                 (undefined) external _dyld_get_program_sdk_version (from libSystem)
                 (undefined) external _exit (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
                 (undefined) external _fstat (from libSystem)
0000000294336a18 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
