00007ff906c510ab (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff906c46fc3 (__TEXT,__text) non-external ___78-[SPKernelExtensionPolicy isKernelExtensionApprovedByUser:withBundleID:error:]_block_invoke
00007ff906c3e3bd (__TEXT,__text) non-external ___79-[StagedBundleData initWithURL:withStagedURL:withReloadBlock:withPrepareBlock:]_block_invoke
00007ff906c47780 (__TEXT,__text) non-external ___80-[SPKernelExtensionPolicy triggerRecoveryJumpToSecurityStartupUtilityWithError:]_block_invoke
00007ff906c45874 (__TEXT,__text) non-external ___83-[SPExecutionPolicy(Gatekeeper) notifyInstalledContent:withInstallationType:error:]_block_invoke
00007ff906c4a4b5 (__TEXT,__text) non-external ___87-[SPKernelExtensionPolicy(MDM) triggerKernelCollectionRebuildForMDM:withContext:error:]_block_invoke
00007ff906c4575d (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke
00007ff906c4577c (__TEXT,__text) non-external ___92-[SPExecutionPolicy(Gatekeeper) performGatekeeperPreflight:withPreflightOptions:withResult:]_block_invoke.78
00007ff906c4745a (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy triggerKernelCollectionRebuildFlow:withKernelExtensions:withError:]_block_invoke
00007ff906c4a210 (__TEXT,__text) non-external ___93-[SPKernelExtensionPolicy(MDM) installMDMPayload:withTeams:withExtensions:withContext:error:]_block_invoke
00007ff906c45a56 (__TEXT,__text) non-external ___97-[SPExecutionPolicy(Gatekeeper) performGatekeeperScan:withScanOptions:withProgressHandler:error:]_block_invoke
00007ff906c4bd31 (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff906c4bd47 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff906c4c05e (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke
00007ff906c4c104 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.17
00007ff906c53720 (__TEXT,__text) non-external ___BooleanXPCImpl_block_invoke.cold.1
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9420971f0 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e27_c24?0"NSURL"8"NSError"16l
00007ff9420971b0 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?"NSError">16l
00007ff9420974f8 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e28_v24?08?<v?c"NSError">16l
00007ff942097140 (__DATA,__const) non-external (was a private external) ___block_descriptor_32_e5_v8?0l
00007ff942097688 (__DATA,__const) non-external (was a private external) ___block_descriptor_33_e28_v24?08?<v?c"NSError">16l
00007ff942097648 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e28_v24?08?<v?c"NSError">16l
00007ff942097728 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e17_v16?0"NSError"8l
00007ff942097878 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32bs_e57_^v32?0^{__SecCode=}8^{__CFString=}16^{__CFDictionary=}24l
00007ff942097818 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e15_c16?0"NSURL"8l
00007ff942097110 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e20_v16?0"BundleData"8l
00007ff942097180 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?"NSError">16l
00007ff942097298 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942097438 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e54_v40?0"NSURL"8"NSString"16"NSString"24"NSString"32l
00007ff942097260 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00007ff9420970b0 (__DATA,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e20_v16?0"BundleData"8l
00007ff942097628 (__DATA,__const) non-external (was a private external) ___block_descriptor_41_e28_v24?08?<v?c"NSError">16l
00007ff9420975f8 (__DATA,__const) non-external (was a private external) ___block_descriptor_41_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942097788 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e17_v16?0"NSError"8l
00007ff9420976f8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32r40r_e20_v24?08"NSError"16l
00007ff942097848 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e15_v16?0"NSURL"8l
00007ff942097468 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9420970e0 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40w_e5_v8?0l
00007ff9420972f8 (__DATA,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942097758 (__DATA,__const) non-external (was a private external) ___block_descriptor_49_e8_32r40r_e20_v20?0c8"NSError"12l
00007ff9420977b8 (__DATA,__const) non-external (was a private external) ___block_descriptor_51_e8_32s40s_e28_v24?08?<v?c"NSError">16l
00007ff9420972c8 (__DATA,__const) non-external (was a private external) ___block_descriptor_52_e8_32s_e28_v24?08?<v?c"NSError">16l
00007ff942097230 (__DATA,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e15_v16?0"NSURL"8l
00007ff9420977e8 (__DATA,__const) non-external (was a private external) ___block_descriptor_57_e8_32s40s48s_e28_v24?08?<v?c"NSError">16l
00007ff942097328 (__DATA,__const) non-external (was a private external) ___block_descriptor_60_e8_32s40bs_e28_v24?08?<v?"NSError">16l
00007ff9420976a8 (__DATA,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48s56s_e28_v24?08?<v?c"NSError">16l
00007ff942097160 (__DATA,__const) non-external ___block_literal_global
00007ff9420971d0 (__DATA,__const) non-external ___block_literal_global
00007ff942097210 (__DATA,__const) non-external ___block_literal_global
00007ff942097358 (__DATA,__const) non-external ___block_literal_global
00007ff942097418 (__DATA,__const) non-external ___block_literal_global
00007ff942097498 (__DATA,__const) non-external ___block_literal_global
00007ff9420975d8 (__DATA,__const) non-external ___block_literal_global
00007ff942097668 (__DATA,__const) non-external ___block_literal_global
00007ff9420976d8 (__DATA,__const) non-external ___block_literal_global
00007ff9420978d0 (__DATA,__const) non-external ___block_literal_global
00007ff9420974b8 (__DATA,__const) non-external ___block_literal_global.101
00007ff9420974d8 (__DATA,__const) non-external ___block_literal_global.103
00007ff942097518 (__DATA,__const) non-external ___block_literal_global.104
00007ff942097538 (__DATA,__const) non-external ___block_literal_global.106
00007ff942097558 (__DATA,__const) non-external ___block_literal_global.108
00007ff9420973f8 (__DATA,__const) non-external ___block_literal_global.11
00007ff942097578 (__DATA,__const) non-external ___block_literal_global.110
00007ff942097598 (__DATA,__const) non-external ___block_literal_global.112
00007ff9420975b8 (__DATA,__const) non-external ___block_literal_global.114
00007ff942097378 (__DATA,__const) non-external ___block_literal_global.3
00007ff942097398 (__DATA,__const) non-external ___block_literal_global.5
00007ff9420978f0 (__DATA,__const) non-external ___block_literal_global.66
00007ff9420973b8 (__DATA,__const) non-external ___block_literal_global.7
00007ff9420973d8 (__DATA,__const) non-external ___block_literal_global.9
                 (undefined) external ___bzero (from libSystem)
00007ff906c47da0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff906c47dc0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff906c4be91 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00007ff906c4c125 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00007ff906c4be1a (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32r40r
00007ff906c3ee99 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00007ff906c45a96 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00007ff906c46fe6 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00007ff906c43071 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00007ff906c4e7ff (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00007ff906c4a248 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s56s
00007ff906c3e8ad (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40w
00007ff906c3e3ee (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00007ff906c4be52 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32r40r
00007ff906c3eea8 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00007ff906c4c15d (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00007ff906c45ac6 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00007ff906c430b5 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00007ff906c4a27b (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00007ff906c3e8db (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40w
00007ff906c3e400 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
00007ff906c4bd56 (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke
00007ff906c4be7d (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.1
00007ff906c5366c (__TEXT,__text) non-external ___doObjectXPCFunction_block_invoke.cold.1
                 (undefined) external ___error (from libSystem)
00007ff906c49f1b (__TEXT,__text) non-external ___globalBundleSuffixes_block_invoke
                 (undefined) external ___objc_personality_v0 (from libobjc)
00007ff906c50d86 (__TEXT,__text) non-external ___opaqueSignCode_block_invoke
00007ff906c42f6f (__TEXT,__text) non-external ___scanForBundledKernelExtensions_block_invoke
00007ff906c429f5 (__TEXT,__text) non-external ___scanForBundles_block_invoke
00007ff906c52760 (__TEXT,__text) non-external ___scanForBundles_block_invoke.cold.1
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external __dispatch_main_q (from libSystem)
                 (undefined) external __dispatch_queue_attr_concurrent (from libSystem)
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_feature_enabled_impl (from libSystem)
                 (undefined) external __os_log_debug_impl (from libSystem)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
                 (undefined) external __qtn_error (from libSystem)
                 (undefined) external __qtn_file_alloc (from libSystem)
                 (undefined) external __qtn_file_free (from libSystem)
                 (undefined) external __qtn_file_get_flags (from libSystem)
                 (undefined) external __qtn_file_init_with_mount_point (from libSystem)
                 (undefined) external __qtn_file_init_with_path (from libSystem)
                 (undefined) external __sl_dlopen (from SoftLinking)
00007ff94209e428 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff94209e640 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff94209e678 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff94209e7a8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff94209e890 (__DATA,__objc_arraydata) non-external __unnamed_array_storage
00007ff94209e6c8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.101
00007ff94209e6d0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.103
00007ff94209e710 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.104
00007ff94209e498 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.109
00007ff94209e750 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.152
00007ff94209e4c0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.159
00007ff94209e520 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.160
00007ff94209e580 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.197
00007ff94209e5c8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.198
00007ff94209e610 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.214
00007ff94209e628 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.215
00007ff94209e680 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.61
00007ff94209e688 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.67
00007ff94209e690 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.75
00007ff94209e438 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.79
00007ff94209e6a0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.85
00007ff94209e6b8 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.91
00007ff94209e458 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
00007ff94209e6c0 (__DATA,__objc_arraydata) non-external __unnamed_array_storage.97
                 (undefined) external _abort_report_np (from libSystem)
00007ff906c508aa (__TEXT,__text) external _areGatekeeperOverridesDisabledByMDM
00007ff906c478c0 (__TEXT,__text) external _calculateTotalPathSize
                 (undefined) external _calloc (from libSystem)
                 (undefined) external _ccdigest_init (from libSystem)
                 (undefined) external _ccdigest_update (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ff906c507f3 (__TEXT,__text) external _checkBOOLSetting
00007ff906c43667 (__TEXT,__text) external _checkPathQuarantineState
00007ff906c52a8f (__TEXT,__text) non-external _checkPathQuarantineState.cold.1
00007ff906c435ce (__TEXT,__text) external _checkURLQuarantineState
                 (undefined) external _close (from libSystem)
00007ff906c4050d (__TEXT,__text) external _copyAdhocSignatureHash
00007ff906c51bf6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.1
00007ff906c51df0 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.10
00007ff906c51e24 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.11
00007ff906c51e58 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.12
00007ff906c51e8c (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.13
00007ff906c51ee6 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.14
00007ff906c51f1a (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.15
00007ff906c51f81 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.16
00007ff906c51fdb (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.17
00007ff906c52035 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.18
00007ff906c51c50 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.2
00007ff906c51c84 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.3
00007ff906c51cb8 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.4
00007ff906c51cec (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.5
00007ff906c51d20 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.6
00007ff906c51d54 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.7
00007ff906c51d88 (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.8
00007ff906c51dbc (__TEXT,__text) non-external _copyAdhocSignatureHash.cold.9
00007ff906c41f85 (__TEXT,__text) external _copyBootUUID
00007ff906c525f8 (__TEXT,__text) non-external _copyBootUUID.cold.1
00007ff906c416f3 (__TEXT,__text) external _copyBundleID
00007ff906c52328 (__TEXT,__text) non-external _copyBundleID.cold.1
00007ff906c417de (__TEXT,__text) external _copyBundleIDFromURL
00007ff906c419b7 (__TEXT,__text) external _copyBundleVersion
00007ff906c523dc (__TEXT,__text) non-external _copyBundleVersion.cold.1
00007ff906c418cc (__TEXT,__text) external _copyBundleVersionShort
00007ff906c52382 (__TEXT,__text) non-external _copyBundleVersionShort.cold.1
00007ff906c41855 (__TEXT,__text) external _copyBundleVersionShortFromURL
00007ff906c41013 (__TEXT,__text) external _copyCdhash
00007ff906c5208f (__TEXT,__text) non-external _copyCdhash.cold.1
00007ff906c520c3 (__TEXT,__text) non-external _copyCdhash.cold.2
00007ff906c520f7 (__TEXT,__text) non-external _copyCdhash.cold.3
00007ff906c40fa0 (__TEXT,__text) external _copyCdhashFromKextURL
00007ff906c5099d (__TEXT,__text) external _copyCodeSigningInfo
00007ff906c41d7e (__TEXT,__text) external _copyDeveloperName
00007ff906c52490 (__TEXT,__text) non-external _copyDeveloperName.cold.1
00007ff906c524ea (__TEXT,__text) non-external _copyDeveloperName.cold.2
00007ff906c52544 (__TEXT,__text) non-external _copyDeveloperName.cold.3
00007ff906c5259e (__TEXT,__text) non-external _copyDeveloperName.cold.4
00007ff906c50dc2 (__TEXT,__text) external _copyEntitlements
00007ff906c47ad7 (__TEXT,__text) external _copyFileHashForURL
00007ff906c52f56 (__TEXT,__text) non-external _copyFileHashForURL.cold.1
00007ff906c52fdd (__TEXT,__text) non-external _copyFileHashForURL.cold.2
00007ff906c5307b (__TEXT,__text) non-external _copyFileHashForURL.cold.3
00007ff906c411a6 (__TEXT,__text) external _copyLegacyCdhash
00007ff906c4121a (__TEXT,__text) external _copyLegacyCdhashSHA256
00007ff906c3f013 (__TEXT,__text) external _copyLegacyDeveloperName
00007ff906c4335a (__TEXT,__text) external _copySecureTimestamp
00007ff906c529cb (__TEXT,__text) non-external _copySecureTimestamp.cold.1
00007ff906c42108 (__TEXT,__text) external _copyShippedThirdPartyKernelExtensions
00007ff906c41627 (__TEXT,__text) external _copySigningID
00007ff906c522ce (__TEXT,__text) non-external _copySigningID.cold.1
00007ff906c41468 (__TEXT,__text) external _copyTeamIdentifier
00007ff906c52274 (__TEXT,__text) non-external _copyTeamIdentifier.cold.1
00007ff906c4128e (__TEXT,__text) external _copyTeamIdentifierFromCertificates
00007ff906c52151 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.1
00007ff906c521b2 (__TEXT,__text) non-external _copyTeamIdentifierFromCertificates.cold.2
00007ff906c413bb (__TEXT,__text) external _copyTeamIdentifierFromSigningInformation
00007ff906c52213 (__TEXT,__text) non-external _copyTeamIdentifierFromSigningInformation.cold.1
00007ff906c41aa2 (__TEXT,__text) external _copyUnstagedURL
00007ff906c52436 (__TEXT,__text) non-external _copyUnstagedURL.cold.1
00007ff906c404fe (__TEXT,__text) external _createCodeReference
00007ff906c403d6 (__TEXT,__text) non-external _createCodeReferenceHelper
00007ff906c51ac4 (__TEXT,__text) non-external _createCodeReferenceHelper.cold.1
00007ff906c51b5d (__TEXT,__text) non-external _createCodeReferenceHelper.cold.2
00007ff906c403ca (__TEXT,__text) external _createCodeReferenceQuiet
00007ff906c40334 (__TEXT,__text) external _createHexStringFromData
00007ff906c4c65b (__TEXT,__text) non-external _createMigrationManifest
00007ff906c537ae (__TEXT,__text) non-external _createMigrationManifest.cold.1
00007ff906c508fd (__TEXT,__text) external _createSecStaticCodeForURL
00007ff906c53b66 (__TEXT,__text) non-external _createSecStaticCodeForURL.cold.1
00007ff906c507c3 (__TEXT,__text) external _createSystemPolicyDefaults
00007ff906c41ba2 (__TEXT,__text) external _createURLWithoutPrefix
                 (undefined) external _csr_check (from libSystem)
00007ff94209eb70 (__DATA,__bss) non-external _currentDeviceID.sDeviceID
00007ff94209eb78 (__DATA,__bss) non-external _currentDeviceID.sOnceToken
                 (undefined) external _difftime (from libSystem)
                 (undefined) external _dirstat_np (from libSystem)
                 (undefined) external _dispatch_barrier_async (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_sync (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ff906c4b876 (__TEXT,__text) external _doBooleanXPCFunction
00007ff906c4bacf (__TEXT,__text) external _doBooleanXPCFunctionSilent
00007ff906c4bade (__TEXT,__text) external _doObjectXPCFunction
00007ff94209eb28 (__DATA,__bss) non-external _exec.sLog
00007ff94209eb20 (__DATA,__bss) non-external _exec.sLogInit
00007ff906c479d5 (__TEXT,__text) external _fileExists
00007ff906c47a45 (__TEXT,__text) external _fileIsSymlink
00007ff906c48ca2 (__TEXT,__text) external _findContainingBundle
00007ff906c42348 (__TEXT,__text) external _findFirstSubdirectoryURL
00007ff906c49786 (__TEXT,__text) external _findOuterMostBundle
00007ff906c531b4 (__TEXT,__text) non-external _findOuterMostBundle.cold.1
00007ff906c49e52 (__TEXT,__text) external _findOuterMostBundleWithFilter
00007ff906c531e8 (__TEXT,__text) non-external _findOuterMostBundleWithFilter.cold.1
00007ff906c48e31 (__TEXT,__text) external _findScanTargetByPath
00007ff906c492eb (__TEXT,__text) external _findTopAppBundle
00007ff906c48db3 (__TEXT,__text) external _findTopBundle
                 (undefined) external _free (from libSystem)
00007ff906c43e55 (__TEXT,__text) non-external _fsEventCallback
00007ff94209eb08 (__DATA,__bss) non-external _generic.sLog
00007ff94209eb00 (__DATA,__bss) non-external _generic.sLogInit
00007ff906c50f99 (__TEXT,__text) non-external (was a private external) _getAMFIExecutionPreflightSymbolLoc
00007ff94209eb88 (__DATA,__bss) non-external _getAMFIExecutionPreflightSymbolLoc.ptr
00007ff94209eaf0 (__DATA,__bss) non-external _getAllowedPaths.dragWhitelist
00007ff94209eaf8 (__DATA,__bss) non-external _getAllowedPaths.once
00007ff906c41539 (__TEXT,__text) external _getDictionaryValue
00007ff906c49677 (__TEXT,__text) external _getVolumePrefix
00007ff906c53120 (__TEXT,__text) non-external _getVolumePrefix.cold.1
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getuid (from libSystem)
00007ff906c48c72 (__TEXT,__text) non-external _globalBundleSuffixes
00007ff94209eb68 (__DATA,__bss) non-external _globalBundleSuffixes.bundleSuffixes
00007ff94209eb60 (__DATA,__bss) non-external _globalBundleSuffixes.staticInit
00007ff906c495ca (__TEXT,__text) external _hasAppExtension
00007ff906c42195 (__TEXT,__text) external _hasCodeRequirementString
00007ff906c526ac (__TEXT,__text) non-external _hasCodeRequirementString.cold.1
00007ff906c56410 (__TEXT,__cstring) non-external _hexString.nibble
00007ff906c4390d (__TEXT,__text) external _historyEntriesContainPolicyMatch
00007ff906c4374b (__TEXT,__text) external _historyEntryMatchesPolicyEntry
00007ff906c42294 (__TEXT,__text) external _isAdhocSignature
00007ff906c52706 (__TEXT,__text) non-external _isAdhocSignature.cold.1
00007ff906c3fd0d (__TEXT,__text) external _isAppleInternalMachine
00007ff906c42248 (__TEXT,__text) external _isAppleSignedCode
00007ff906c3fd68 (__TEXT,__text) external _isBehavioralEngineEnabledMachine
00007ff906c430e1 (__TEXT,__text) external _isCodelessKext
00007ff906c527ca (__TEXT,__text) non-external _isCodelessKext.cold.1
00007ff906c4bea8 (__TEXT,__text) external _isConnectionEntitled
00007ff906c536c6 (__TEXT,__text) non-external _isConnectionEntitled.cold.1
00007ff906c3fd26 (__TEXT,__text) external _isDarwinOSEnvironment
00007ff906c42281 (__TEXT,__text) external _isDeveloperIDKextSignedCode
00007ff906c4226e (__TEXT,__text) external _isDeveloperIDSignedCode
00007ff906c3fd3b (__TEXT,__text) external _isInstallerOrRecoveryEnvironment
00007ff906c4211f (__TEXT,__text) external _isKernelExtensionShippedWithOS
00007ff906c42115 (__TEXT,__text) external _isKernelExtensionSystemRequired
00007ff906c43420 (__TEXT,__text) external _isKextAllowedWithoutNotarization
00007ff906c52a25 (__TEXT,__text) non-external _isKextAllowedWithoutNotarization.cold.1
00007ff906c3fcc2 (__TEXT,__text) external _isKextSecurityDisabledMachine
00007ff906c4225b (__TEXT,__text) external _isMacAppStoreSignedCode
00007ff906c4c203 (__TEXT,__text) non-external _isMigrationManifestUpToDate
00007ff906c4318e (__TEXT,__text) external _isNotarizedKext
00007ff906c52824 (__TEXT,__text) non-external _isNotarizedKext.cold.1
00007ff906c528bd (__TEXT,__text) non-external _isNotarizedKext.cold.2
00007ff906c52944 (__TEXT,__text) non-external _isNotarizedKext.cold.3
00007ff906c3fd84 (__TEXT,__text) external _isProvenanceTrackingEnabled
00007ff906c3fcdb (__TEXT,__text) external _isSIPDisabledMachine
00007ff906c3fcf4 (__TEXT,__text) external _isSKELDisabledMachine
00007ff906c48a51 (__TEXT,__text) external _isValidInfoPlist
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanFalse (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFNull (from CoreFoundation)
                 (undefined) external _kCFRunLoopDefaultMode (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) weak external _kMISValidationInfoSignerType (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByLocalProfile (from libmis)
                 (undefined) weak external _kMISValidationInfoValidatedByUniversalProfile (from libmis)
                 (undefined) weak external _kMISValidationOptionOnlineAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionRespectUppTrustAndAuthorization (from libmis)
                 (undefined) weak external _kMISValidationOptionUnauthoritativeLaunch (from libmis)
                 (undefined) weak external _kMISValidationOptionValidateSignatureOnly (from libmis)
                 (undefined) external _kSecCodeInfoCertificates (from Security)
                 (undefined) external _kSecCodeInfoDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeInfoEntitlementsDict (from Security)
                 (undefined) external _kSecCodeInfoIdentifier (from Security)
                 (undefined) external _kSecCodeInfoPList (from Security)
                 (undefined) external _kSecCodeInfoTeamIdentifier (from Security)
                 (undefined) external _kSecCodeInfoTimestamp (from Security)
                 (undefined) external _kSecCodeInfoUnique (from Security)
                 (undefined) external _kSecCodeSignerDetached (from Security)
                 (undefined) external _kSecCodeSignerDigestAlgorithm (from Security)
                 (undefined) external _kSecCodeSignerIdentifier (from Security)
                 (undefined) external _kSecCodeSignerIdentity (from Security)
                 (undefined) external _kSecCodeSignerResourceRules (from Security)
00007ff94209eb18 (__DATA,__bss) non-external _kext.sLog
00007ff94209eb10 (__DATA,__bss) non-external _kext.sLogInit
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _malloc (from libSystem)
00007ff94209eb38 (__DATA,__bss) non-external _measurements.sLog
00007ff94209eb30 (__DATA,__bss) non-external _measurements.sLogInit
                 (undefined) external _memset (from libSystem)
00007ff906c489ee (__TEXT,__text) external _normalizeURL
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleasePoolPop (from libobjc)
                 (undefined) external _objc_autoreleasePoolPush (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
